"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","scientificNameAuthorship","class","typeStatus"
"11","2020-11-04 12:16:08-03","ESALQ","ESA","136674","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Coelho, R. L. G.","652.0","2016","01","24",NA,"Brasil","São Paulo","Peruíbe","Estrada da Serra de Peruíbe. Guarau sentido a Peruíbe. Ponto de ônibus.","-46.9900016784668","-24.3199996948242",NA,"Árvore ca. 20m alt.","ESA136674",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA
"12","2020-11-04 11:19:28-03","ESALQ","ESA","109674","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29270.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109674","ESA109674",NA,NA,NA,NA,"Coelho, R.L.G.",NA,NA,NA,"34059","auto",NA,NA,NA
"13","2020-11-04 11:19:28-03","ESALQ","ESA","109878","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30319.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109878","ESA109878_1 ESA109878_2",NA,NA,NA,NA,"Coelho, R.L.G.",NA,NA,NA,"34059","auto",NA,NA,NA
"14","2020-11-04 11:19:28-03","ESALQ","ESA","109675","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29271.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109675","ESA109675",NA,NA,NA,NA,"Coelho, R.L.G.",NA,NA,NA,"34059","auto",NA,NA,NA
"15","2020-11-04 11:19:28-03","ESALQ","ESA","129015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Colletta, G.D.","1431.0","2014","04","16",NA,"Brasil","São Paulo","Tapiraí","Reserva CBA, Represa","-47.5","-23.9599990844727",NA,"Árvore, 5m, beira da represa","ESA129015","ESA129015",NA,NA,NA,NA,"Colletta, G.D. et al.","2014",NA,NA,"41034","auto",NA,NA,NA
"16","2020-11-04 11:19:28-03","ESALQ","ESA","108071","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Santos, M.B.","184.0","2005","03","31",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA108071","ESA108071",NA,NA,NA,NA,"Coelho, R.L.G.","2015","08","04","37574","auto","Coelho, Souza & Ferrucci",NA,NA
"17","2020-11-04 11:19:28-03","ESALQ","ESA","110483","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Ferrucci, M.S.","2879.0","2009","05","04",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA110483","ESA110483",NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA
"18","2020-12-20 21:19:24-03","UFV","VIC","4936","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Hatschbach, G.","15322",NA,NA,NA,NA,"Brasil","Paraná","Morretes","Engenho Lage Marumbi","-48.834400177002","-25.476900100708",NA,"Arvoreta na mata pluvial vertente atlântica","VIC004936","VIC004936",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto","Coelho",NA,NA
"19","2019-08-20 10:25:51-03","UNICAMP","UEC","113806","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Pedroni, F; Sanchez, M","948","1996","11","28",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Mata de Planície; restinga.","-44.8","-23.366667",NA,"Árvore 808 com 18 m. de altura, com frutos.","UEC045809","UEC045809","-44.8","-23.366667",NA,NA,"Coelho, RLG","2009","09","23",NA,NA,"R.L.G.Coelho, V.C.Souza & Ferrucci",NA,NA
"20","2020-07-15 17:55:39-03","UFRRJ","RBR","16457","S","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","A.L. Gentry","58893","1987","09","03",NA,"Brasil","São Paulo","Sete Barras","Carlos Botelho State Park, Ribeirão Branco, km55, ca.23 Km S de Park Headquartes, 46°56#?# W, 24°15#?# S, 560m","-47.9199981689453","-24.3799991607666",NA,NA,"RBR00016457",NA,NA,NA,NA,NA,"R. Coelho","2013","10","23","34059","auto","R. L. G. Coelho, V. C. Souza & Ferrucci",NA,NA
"21","2020-06-29 09:32:16-03","UFRRJ","RBR","16425","S","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","P.C. Porto","770","1918","10","11",NA,"Brasil","Rio de Janeiro","Itatiaia","Monte Serrat","-44.5633010864258","-22.4960994720459",NA,NA,"RBR00016425",NA,NA,NA,NA,NA,"R. Coelho","2010","05","31","19648","auto","R. L. G. Coelho, V. C. Souza & Ferrucci",NA,NA
"22","2020-06-29 09:32:16-03","UFRRJ","RBR","36355","S","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","N.M. Ivanauskas","849","1996","06","30",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico, 24°36#?#30'S, 47°52#?#37'W","-47.8800010681152","-24.7099990844727",NA,NA,"RBR00036355",NA,NA,NA,NA,NA,"R. Coelho","2013","10","23","17990","auto","R. L. G. Coelho, V. C. Souza & Ferrucci",NA,NA
"23","2020-12-11 11:41:21-03","UFMG","BHCB","27381","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Silva, JM; Poliquesi, CB","1397","1994","09","01","Southern America","Brasil","Paraná","Bocaiúva do Sul","Rio Capivari., Rodovia para o Parque das Lauráceas","-49.1150016784668","-25.2061004638672",NA,"Árvore, 6m. Flor alvescente; Mata pluvial.","BHCB034494",NA,NA,NA,NA,NA,NA,"2010","04","06","61623","auto","Coelho, Souza & Ferrucci",NA,NA
"24","2021-02-11 17:21:41-03","UFPR","UPCB","6257","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Hatschbach, G.","15322","1966","12","01",NA,"Brasil","Paraná","Morretes","Picada Engº. Lange- Marumbi","-48.834400177002","-25.476900100708",NA,"Arvoreta. Mata pluvial vertente atlêntica..","UPCB0001591","UPCB0001591",NA,NA,NA,NA,"Rosado, A.","2016","09",NA,"30514","auto","R.L.G. Coelho, V.C. Souza & Ferrucci",NA,NA
"25","2021-02-11 17:21:41-03","UFPR","UPCB","4297","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Hatschbach, G.","9244","1962","09","08",NA,"Brasil","Paraná","Morretes","Rio Mãe Catira","-48.834400177002","-25.476900100708",NA,"Árvore, 10m. Mata da base litorânea da Serra do Mar..","UPCB0001687","UPCB0001687",NA,NA,"50","150","Rosado, A.","2016","09",NA,"30514","auto","R. L. G. Coelho, V. C. Souza & Ferrucci",NA,NA
"26","2020-01-14 12:02:20-03","USP","SPF","230888","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Campos-Porto, P","770","1918","10","11",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"SPF00230888",NA,NA,NA,NA,NA,"Coelho, RLG","2010","05",NA,"19648","auto","R.L.G.Coelho, V.C.Souza & Ferrucci",NA,NA
"27","2019-11-13 11:31:33-03","USP","SPF","98443","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Godoy, SAP","247","1994","09","14",NA,"Brasil","São Paulo","São Paulo","Parelheiros.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00098443",NA,NA,NA,NA,NA,"Coelho, RLG","2009","09","25","53584","auto","R.L.G.Coelho, V.C.Souza & Ferrucci",NA,NA
"28","2019-10-07 09:37:10-03","UEFS","HUEFS","19656","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","obovata","Matayba obovata","Silva, J.M.","1397","1994","09","01",NA,"Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,"HUEFS0019656","HUEFS0019656",NA,NA,NA,NA,"M.S.Ferrucci & R.Perdiz","2010","11",NA,"61623","auto","R. L. G. Coelho, V. C. Souza & Ferrucci","Rosanae","Isótipo"
"29","2019-10-07 09:37:10-03","UEFS","HUEFS","5121","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","obovata","Matayba obovata","Hatschbach, G.","48559","1984","10","30",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"HUEFS0005121","HUEFS0005121",NA,NA,NA,NA,"M.S.Ferrucci & R.Perdiz","2010","11",NA,"30514","auto","R. L. G. Coelho, V. C. Souza & Ferrucci","Rosanae","Parátipo"
"30","2019-10-07 09:37:10-03","UEFS","HUEFS","177253","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","obovata","Matayba obovata","Matos, E.N.de","1859","2011","11","25",NA,"Brasil","Bahia","Conde","Sítio do Conde-Faz. Cezo","-37.601111","-11.888889",NA,"Floresta","HUEFS0177253","HUEFS0177253","37W36'4''","11S53'20''",NA,NA,NA,NA,NA,NA,NA,NA,"R. L. G. Coelho, V. C. Souza & Ferrucci","Rosanae",NA
"31","2019-10-07 09:37:10-03","UEFS","HUEFS","188507","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","obovata","Matayba obovata","Matos, E.N.de","861","2011","11","28",NA,"Brasil","Bahia","Conde","Fazenda Fundão","-37.586389","-11.871111",NA,"Restinga. Nanofloresta e Moitas","HUEFS0188507","HUEFS0188507","37W35'11''","11S52'16''",NA,NA,NA,NA,NA,NA,NA,NA,"R. L. G. Coelho, V. C. Souza & Ferrucci","Rosanae",NA
"32","2019-10-07 09:37:10-03","UEFS","HUEFS","188893","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Matayba","obovata","Matayba obovata","Matos, E.N.de","1927","2011","11","25",NA,"Brasil","Bahia","Conde","Sítio do Conde-Fazenda Cezo","-37.601111","-11.888889",NA,"Restinga. Floresta.","HUEFS0188893","HUEFS0188893","37W36'4''","11S53'20''",NA,NA,NA,NA,NA,NA,NA,NA,"R. L. G. Coelho, V. C. Souza & Ferrucci","Rosanae",NA
"33","2019-11-01 15:10:34-03","UnB","UB","18987","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Silva, JM; Poliquesi, CB","1397","1994","09","01","Southern America","Brasil","Paraná ","Bocaiúva do Sul","Rodovia para o Parque das Lauráceas, Rio Capivari","-49.1150016784668","-25.2061004638672",NA,"Árvore 6m. Flor alvescente; Mata pluvial.",NA,NA,NA,NA,NA,NA,"Coelho, RLG","2009","09","24","61623","auto","R.L.G. Coelho",NA,NA
"34","2019-11-21 10:19:00-03","IBt","SP","245951","S","Plantae",NA,NA,"Sapindaceae","Matayba","obovata","Matayba obovata","Melo, MMRF; Corrêa, JA","855","1988","07","22",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Morro de captação de água","-47.9199981689453","-25.0100002288818",NA,"Material estéril coletado do indivíduo nº 874, amostrado na parcela instalada pela coletora para estudo fitossociológico","SP046313","SP046313",NA,NA,NA,NA,"Groppo Jr, M","2013","07",NA,"37574","auto","R.L.G.Coelho, V.C.Souza & Ferrucci",NA,NA
