"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","maximumElevationInMeters","individualCount","minimumElevationInMeters","verbatimLongitude","verbatimLatitude"
"47","2015-09-05 04:35:17-03","MNHN","RECOLNAT_MNHN_P","P04660104","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Fróes, R.L.",NA,"1950","10","19",NA,"Brasil","Amapá","Rio Oiapoque",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660104' target='other'> <mi>dwc_moreinfo</mi></a>","P04660104","P04660104_01",NA,NA,NA,NA,NA,NA,NA,NA,"26694",NA,NA,NA,NA,NA
"48","2015-09-05 04:35:17-03","MNHN","RECOLNAT_MNHN_P","P04660106","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Geay, F.",NA,"1897","1","1",NA,"Brasil","Amapá","Territoire contesté franco-brésilien",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660106' target='other'> <mi>dwc_moreinfo</mi></a>","P04660106","P04660106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-09-05 04:36:36-03","MNHN","RECOLNAT_MNHN_P","P04660117","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Black, G.A.|Foster",NA,"1948","10","29",NA,"Brasil","Pará","Beira do rio Irituia.","-47.4832992553711","-1.62667000293732","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660117' target='other'> <mi>dwc_moreinfo</mi></a>","P04660117","P04660117_01","São Miguel do Guamá","53234","auto",NA,NA,NA,NA,NA,"48 3348",NA,NA,NA,NA,NA
"50","2015-09-05 04:35:17-03","MNHN","RECOLNAT_MNHN_P","P04660105","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Froes, R.|Krukoff, B.A.",NA,"1933","1","31",NA,"Brasil","Maranhão","Road to Gurupy River","-46.0200004577637","-1.19500005245209","hb","Nome vulgar: Guariuba <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660105' target='other'> <mi>dwc_moreinfo</mi></a>","P04660105","P04660105_01","Carutapera","36804","auto",NA,NA,NA,NA,NA,"2029","120",NA,NA,NA,NA
"51","2015-09-05 04:35:17-03","MNHN","RECOLNAT_MNHN_P","P04660096","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Pires, J.M.",NA,"1950","8","20",NA,"Brasil","Pará","Várzea de Utinga","-48.5043983459473","-1.4558299779892","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660096' target='other'> <mi>dwc_moreinfo</mi></a>","P04660096","P04660096_01","Belém","48462","auto",NA,NA,NA,NA,NA,"2630",NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","2048672","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Kawasaki, M. L.","E. Helstone","8 A","1947","11","10","South America - Neotropics","Suriname",NA,"Suhoza Village, Surinam River","-55","5.36",NA,NA,"US00701343",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","3214121","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Mori, S. A.","S. A. Mori, C. A. Gracie, W. Buck & B. Fisher","21643","1990","11","13","South America - Neotropics","French Guiana",NA,"Saül, vicinity of Eaux Claires, on the Sentier Botanique","-53.2","3.61",NA,NA,"US00701342",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"300","1","200",NA,NA
"54","2020-09-12 05:00:02-03","US","US","3331874","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"M. L. Kawasaki, J. Grimes & M. Rosa","394","1989","10","30","South America - Neotropics","Brazil","Pará","Belém. Reserva da APEG.",NA,NA,NA,NA,"US03329792","US03329792_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","1660249","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"R. L. Fróes","2029","1933","1","31","South America - Neotropics","Brazil","Maranhão","Road to Gurupy River","-46.0200004577637","-1.19500005245209",NA,NA,"US01874173","US01874173_01 US01874173_02","Carutapera","36804","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","1441204","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Stafleu, F. A.","-. Boschwezen","5511","1921","11","2","South America - Neotropics","Suriname",NA,"Fleuve Casifora (=Cassipora Kreek?)","-54.98","5.41",NA,NA,"US00701344",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","USw20017","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"H. Soesmann","s.n.",NA,NA,NA,"South America - Neotropics","Suriname",NA,"Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","USw13126","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"G. Stahel","333",NA,NA,NA,"South America - Neotropics","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","1044194","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"A. Ducke","16455",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,"US01874172","US01874172_01 US01874172_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","1341455","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Stafleu, F. A.","E. Mélinon","105","1855",NA,NA,"South America - Neotropics","French Guiana",NA,"Maroni R.",NA,NA,NA,NA,"US00701346",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","1341544","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"M. Melinon","105","1855",NA,NA,"South America - Neotropics","Guyana",NA,"Guiane (Maroni).",NA,NA,NA,NA,"US00701347",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","1185304","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Stafleu, F. A.","G. Wachenheim","49",NA,NA,NA,"South America - Neotropics","French Guiana",NA,"Maroni",NA,NA,NA,NA,"US00701345",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","2608270","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"W. A. Archer","7878","1942","11","25","South America - Neotropics","Brazil","Pará","South forest of the IAN","-48.5043983459473","-1.4558299779892",NA,NA,"US01874174","US01874174_01 US01874174_02","Belém","48462","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","USw13126","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"G. Stahel","333",NA,NA,NA,"South America - Neotropics","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","USw20017","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"H. Soesmann","s.n.",NA,NA,NA,"South America - Neotropics","Suriname","Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","1442144","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"A. Ducke","s.n.","1926","8","12","South America - Neotropics","Brazil","Pará",NA,NA,NA,NA,NA,"US01874175","US01874175_01 US01874175_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","1044195","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"A. Ducke","16455","1906","9","5","South America - Neotropics","Brazil","Pará","Rio Tapajoz, envir. de la Cachoeira do Mangabal",NA,NA,NA,NA,"US01874176","US01874176_01 US01874176_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"68","2020-09-12 05:00:02-03","US","US","3523380","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Loubry, D.","B. Bordenave","845","1994","3","17","South America - Neotropics","French Guiana",NA,"Crique Tigre, Bassin du Sinnamary","-53.23","4.91","Bulky fruit",NA,"US00942977",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1","20",NA,NA
"69","2019-12-17 11:19:33-03","USP","SPF","70671","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Mori, S","Mori, S","21643A","1990","11","13",NA,"Guiana Francesa","Saint-Laurent-du-Maroni",NA,"-53.2","3.616667",NA,NA,"SPF00070671",NA,"Saül",NA,NA,"1990",NA,NA,NA,NA,NA,"300",NA,"200","-53.2","3.616667"
"70","2019-10-07 09:36:02-03","UEFS","HUEFS","191653","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","D.J.P.Gonçalves & G.H.Shimizu","Pires, J.M.","51651","1961","10","10",NA,"Brasil","Amapá","Rio Araguari",NA,NA,NA,NA,"HUEFS0191653","HUEFS0191653",NA,NA,NA,"2014","07",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA
"71","2019-01-25 15:37:32-02","IAC","IAC","13289","S","Plantae",NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","G.A. Black & W. Foster","G.A. Black & W. Foster","48-3348","1948","10","29",NA,"Brasil","Pará","Beira do Rio Irituia",NA,NA,NA,"plantas da amazônia.",NA,NA,NA,NA,NA,"1948","10","29",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:11:45-03","UnB","UB","1105","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Lindeman, JC","L.B.B","14690","1972","11","20","Southern America","Surinam",NA,"Road to Mazaroni fall",NA,NA,NA,"Leaves dark-greem, glossy, pedicel dark purple, calyx purple, petal blue with yellow spot, stamen violet, anthers dark.; Árvore 23m. Flor azul-purple-blue; Mesophytic forest on plateau.",NA,NA,"Brokopongo",NA,NA,NA,NA,NA,NA,NA,NA,"475",NA,"475",NA,NA
"73","2019-11-01 15:11:45-03","UnB","UB","1106","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Philcox, D","Hunt, DR; Ramos, JF","5755","1966","06","03","Southern America","Brasil","Mato Grosso","Xavantina-Cachimbo road, 85km from Xavantina",NA,NA,NA,"Tree smooth, slightly fissured.; Árvore 0,2mm x 40cm; Gallery forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"600",NA,"600",NA,NA
"74","2019-11-01 15:11:45-03","UnB","UB","1107","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","França, F","Irwin, HS; Pires, JM; Westra, LYTh","48213","1960","09","12","Southern America","Brasil","Amapá","Rio Oiapoque, cachoeira Três Saltos, Mata ca. 20m da margem",NA,NA,NA,"Árvore 15m x 25cm; Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"600",NA,"600",NA,NA
"75","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Martin, CE","s.n.",NA,NA,NA,"Southern America","French Guiana",NA,"in Cayenna",NA,NA,NA,NA,NA,NA,"Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Sagot, PA","s.n.",NA,NA,NA,NA,"?",NA,"ad Karouany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Schomburgk, MR","III1848",NA,NA,NA,NA,"?",NA,",,Reisen in British Guiana",NA,NA,NA,"in iisdem locis ac Q. rosea crescit, eodemque tempore floret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Aublet, JBCF","s.n.",NA,NA,NA,NA,"?",NA,"Crescit in silvis juxta fluvios Guianae, et forte etiam terrae Brasiliae adjacentis, ex. gr. ad flumen Sinémari",NA,NA,NA,"Octobri flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Kappler, A; Hostmann, FWR","s.n.",NA,NA,NA,"Southern America","Surinam",NA,"ad flum. Marowyne et in arenosis circa flumina Surinami superioris",NA,NA,NA,"Febr. flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
