"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","dayIdentified","individualCount"
"11","2020-12-21 16:22:44-03","MBM","MBM","258641","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.","Barreto, M.","Barreto, M.","10585","1939","12","29","Southern America","Brazil","Minas Gerais","Belo Horizonte","Bomfim","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM258641","MBM258641",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-15 09:03:31-03","UESC","UESC","9291","S","Plantae","Angiospermae","Florideophycidae","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill",NA,"W. Thomas","11237","1996","11","14",NA,"Brasil","Bahia","Porto Seguro",NA,"-40.574722","-15.264722","100","200",NA,"Southern Bahian Forest; Tree, 14m.","UESC0009291",NA,NA,NA,NA,NA,"40w34'29''","15s15'53''","Dicotyledoneae",NA,NA,NA,NA
"13","2015-11-06 23:25:31-02","MNHN","RECOLNAT_MNHN_P","P01900817","PreservedSpecimen",NA,NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Warming|Engler, nec",NA,"1864","12","21",NA,"Brésil",NA,NA,"ad Lagoa Santa in silvis",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900817' target='other'> <mi>dwc_moreinfo</mi></a>","P01900817","P01900817_01",NA,NA,NA,NA,NA,NA,NA,"holotype","1841 /4",NA,NA
"14","2015-11-06 23:21:03-02","MNHN","RECOLNAT_MNHN_P","P01900818","PreservedSpecimen",NA,NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Warming",NA,NA,NA,NA,NA,"Brésil",NA,NA,"ad Lagoa Santa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900818' target='other'> <mi>dwc_moreinfo</mi></a>","P01900818","P01900818_01",NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"15","2015-09-05 06:46:53-03","MNHN","RECOLNAT_MNHN_P","P04764374","PreservedSpecimen",NA,NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Schwacke",NA,"1898","3","5",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04764374' target='other'> <mi>dwc_moreinfo</mi></a>","P04764374","P04764374_01",NA,NA,"44599","auto",NA,NA,NA,NA,"13386",NA,NA
"16","2020-10-01 14:22:11-03","JBB","HEPH","34338","S","Plantae","Dicotyledon","Malpighiales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.","Filho, ATO","Rezende, SG; Rezende, EG; Mendes M.S.","1975","2007","05","30","Southern America","Brasil","Minas Gerais","Itabirito","Mina Várzea do Lopes, Região da Gerdal, próximo a BR 040","-43.55573","-20.1865","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA,"-43.55573","-20.1865",NA,NA,NA,NA,NA
"17","2020-12-11 11:34:54-03","UFMG","BHCB","117143","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Rezende, SG; Rezende, EG; Mendes, MS","1975","2007","05","30","Southern America","Brasil","Minas Gerais","Itabirito","Região da Gerdal, Mina Várzea do Lopes, próximo à BR 040","-43.932583","-20.301806","1260","1260",NA,"Porte arbóreo; Borda de Floresta Estacional Semidecidual Sub-montana em locais de solo mais raso",NA,NA,NA,NA,NA,NA,"-43.932583","-20.301806",NA,NA,NA,NA,NA
"18","2020-12-11 11:34:54-03","UFMG","BHCB","199967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Rezende, SG","7086","2019","11","07","Southern America","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.400833","-19.847222","710","710",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB199967",NA,NA,NA,NA,NA,"-43.400833","-19.847222",NA,NA,NA,NA,NA
"19","2020-12-11 11:34:54-03","UFMG","BHCB","190142","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Meyer, PB","3086","2018","01","10","Southern America","Brasil","Minas Gerais","Santa Bárbara",NA,"-43.840708","-20.026103","854","854",NA,"Árvore com aproximadamente 8 metros. Botões florais esverdeados. População pequena.; Floresta Estacional Semidecidual","BHCB190142",NA,"2018","01",NA,NA,"-43.840708","-20.026103",NA,NA,NA,"10",NA
"20","2020-12-11 11:34:54-03","UFMG","BHCB","58605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Barreto, HLM","10585",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:34:54-03","UFMG","BHCB","58604","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Barreto, HLM; et al.","10584",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:34:54-03","UFMG","BHCB","58603","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Barreto, HLM","10583",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:34:54-03","UFMG","BHCB","58602","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Barreto, HLM","10750",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:34:54-03","UFMG","BHCB","58601","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Mendes Magalhães","140",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:34:54-03","UFMG","BHCB","58600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Schwacke, CAW","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:34:54-03","UFMG","BHCB","643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Senna","13386","1904",NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:34:54-03","UFMG","BHCB","201531","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Faria, FS","s.n.","2018","10","31","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Trilha do Museu","-43.937801361084","-19.9207992553711",NA,NA,NA,"Floresta Estacional Semidecidual","BHCB201531","BHCB201531","2020","01","17082","auto",NA,NA,NA,NA,NA,"16",NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","2916459","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.","G.T. Prance","W. Wayt Thomas","Thomas 11237","1996","11","14","South America","Brazil","Bahia",NA,"Porto Seguro: Parque Nacional Monte Pascoal. Trail to peak to Monte Pascoal. At base of trail & on lower slopes. Southern Bahian Wet Forest.","-40.57472","-15.26472","100.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-06-10 10:10:35-03","FZB-BH","BHZB","7175","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri",NA,"A.T. Oliveira Fliho","Rezende, S.G et al.","1975","2007","05","30",NA,"Brasil","MG","Itabirito","Região da Gerdal, próximo a BR 040, Mina Várzea do Lopes,","-43.932556","-20.301806","1260","1260",NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 117143. Borda de Floresta em locais de solo mais raso. Lat: 20º 186,5S, Long: 43º 55' 57,2W; Alt: 1260m.Espécie Ameaçada",NA,NA,NA,NA,NA,NA,"43W 55' 57.2","20S 18' 6.5",NA,NA,NA,NA,NA
"30","2019-06-10 10:10:35-03","FZB-BH","BHZB","8289","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri",NA,NA,"Rezende, S.G et al.","4178","2010","03","25",NA,"Brasil","MG","Rio Acima","Rio do peixe, Bacia do Córrego Procópio","-43.842778","-20.130556","860","860",NA,"Doação Sete Soluções. BHCB 146344. Raríssima. Coord: 20° 7' 50 S; 43° 50' 34W. Alt: 860 a 1000 m. espécie ameaçada",NA,NA,NA,NA,NA,NA,"43W 50' 34","20S 7' 50",NA,NA,NA,NA,NA
"31","2021-02-04 10:27:21-03","UFRPE","HST","11201","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.","Mello Barreto","Mello Barreto","10585","1939","12","29",NA,"Brasil","Minas Gerais","Belo Horizonte","bairro do Bonfim","-43.937801361084","-19.9207992553711",NA,NA,NA,"Árvore 6,00. Flor amarelada","HST011201",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-25 10:12:47-03","CVRD","CVRD","15967","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.","Pedro Fiaschi","Folli, D.A.","7628","2019","06","18","América do Sul","BRASIL","MG","Brumadinho","Est. Nova","-44.1996994018555","-20.1432991027832","961","961",NA,"<ll>dwc_commonname:</ll> Tambú branco","CVRD015967",NA,"2019","06","26639","auto",NA,NA,"Magnoliopsida",NA,NA,"19",NA
"33","2020-09-12 05:00:02-03","US","US","3596809","PreservedSpecimen","Plantae",NA,"Celastrales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"W. W. Thomas, A. M. Carvalho, A. Amorim, J. Jardim, S. Sant'Ana & J. L. Paixão","11237","1996","11","14","South America - Neotropics","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal","-40.5747","-15.2647","100","200",NA,NA,"US01886545","US01886545_01 US01886545_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US","2124066","PreservedSpecimen","Plantae",NA,"Celastrales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"M. Magalhães","s.n.","1940","4","8","South America - Neotropics","Brazil","Minas Gerais","Belo Horizonte","Sujo-Bonfim","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"US01886544","US01886544_01 US01886544_02",NA,NA,"17082","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","2124067","PreservedSpecimen","Plantae",NA,"Celastrales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"M. Magalhães","s.n.","1940","4","8","South America - Neotropics","Brazil","Minas Gerais","Belo Horizonte","Sujo-Bonfim","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"US01886543","US01886543_01 US01886543_02",NA,NA,"17082","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","2124065","PreservedSpecimen","Plantae",NA,"Celastrales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"M. Magalhães","s.n.","1940","3","18","South America - Neotropics","Brazil","Minas Gerais","Belo Horizonte","Sujo-Bonfim","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"US01886546","US01886546_01 US01886546_02",NA,NA,"17082","auto",NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"37","2019-11-13 11:18:56-03","USP","SPF","148213","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.","Mello-Barreto, HL","Mello-Barreto, HL","10585","1939","12","29",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"SPF00148213",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:18:56-03","USP","SPF","147546","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.","Mello-Barreto, HL","Mello-Barreto, HL","10584","1939","12","27",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"SPF00147546",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:30:11-03","UEFS","HUEFS","60273","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Mello Barreto","10585","1939","12","29",NA,"Brasil","Minas Gerais","Belo Horizonte","Bairro do Bonfim.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"HUEFS0060273","HUEFS0060273",NA,NA,"17082","auto",NA,NA,"Rosanae",NA,NA,NA,NA
"40","2019-09-04 18:37:57-03","F","FMNH-SEEDPLANTS","V0055106F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri",NA,NA,"J. E. B. Warming","s.n.","1864","4",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0055106F","V0055106F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA
"41","2019-09-04 18:37:57-03","F","FMNH-SEEDPLANTS","V0055107F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri",NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0055107F","V0055107F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA
"42","2020-11-12 17:00:55-03","UEL","FUEL","33924","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Barreto, M","10585","1939","12","29",NA,"Brasil","Minas Gerais","Belo Horizonte","Bairro Bonfim","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:09:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in silvis ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"P12P1N0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-12-04 20:29:49-02","UNIR","RON","3625","S","Plantae","Angiosperma","Malpighiales","Dichapetalaceae","Stephanopodium","engleri","Stephanopodium engleri","Baill.",NA,"Rezende, SG","4178","2010","03","25","Southern America","Brasil","Minas Gerais","Rio Acima","Rio do Peixe; Bacia do Córrego Procópio","-43.842778","-20.130556",NA,NA,NA,"Erva, raríssima. Floresta Estacional Sub-Montana em estágio Inicial de Regeneração.","RON00003625","RON00003625",NA,NA,NA,NA,"-43.842778","-20.130556",NA,NA,NA,NA,NA
