"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"3322","2021-02-08 12:43:43-03","UFRGS","ICN","067703","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1983",NA,NA,"Kleebank, K","1983","11","09","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"3323","2021-02-08 12:43:43-03","UFRGS","ICN","020813","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Lindeman, JC; et al.","1972","11","12","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Morro do Farol, do declive sul",NA,NA,"s.n.","Arbusto de 1m",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"3324","2021-02-08 12:43:43-03","UFRGS","ICN","042192","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Arzivenco, L","1976","02","15","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"RS 1; km 45",NA,NA,"s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA
"3325","2021-02-08 12:43:43-03","UFRGS","ICN","083888","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1998",NA,NA,"Klein; Bresolin, A","1966","01","17","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Canasvieiras",NA,NA,"6530","Doação Herbário da Universidade Federal de Santa Catarina; Arbusto com flores brancas. 3m altura; Restinga",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"3326","2021-02-08 12:43:45-03","UFRGS","ICN","157974","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","R.; Hentschel, M Sobral",NA,NA,NA,"Hentschel, R","2006","09","20","Brasil","SC","Garopaba","-48.6133003234863","-28.0233001708984",NA,NA,NA,NA,NA,NA,NA,"s.n.","Árvore de 7 m de altura; Baixada, transição de solo arenoso para siltoso",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA
"3327","2021-02-08 12:43:43-03","UFRGS","ICN","021561","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1980","11","05","Krapovickas, A; et al.","1971","10","30","Argentina","Corrientes","San Martín",NA,NA,NA,NA,NA,NA,"Carlos Pellegrini, 8km al N, Ruta 14",NA,NA,"s.n.","Flores blancas, arbusto de mas o menos 2m de altura; Em bosque de quebracho blanco",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328","2021-02-08 12:43:43-03","UFRGS","ICN","021562","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Krapovickas, A; et al.","1971","11","02","Argentina","Corrientes","Mercedes",NA,NA,NA,NA,NA,NA,"Ayo. Pay-ubre Grande, camino Mercedes-Boquerón",NA,NA,"s.n.","Doação da Argentina; arbol de mas o menos 3m de altura, flor blanca; em selva em galeria",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329","2021-02-08 12:43:43-03","UFRGS","ICN","027667","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Irgang, B; et al.","1973","11","20","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"Estrada Quarai-Cati. Ponte sobre o rio Areal",NA,NA,"s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330","2021-02-08 12:43:43-03","UFRGS","ICN","030267","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Porto, ML; et al.","1975","11","14","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"São Francisco de Assis para Alegrete",NA,NA,"1802",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331","2021-02-08 12:43:43-03","UFRGS","ICN","048129","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Irgang, B","1979","11","22","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"Estação Ecológica do Taim",NA,NA,"s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332","2021-02-08 12:43:43-03","UFRGS","ICN","059863","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Tressens, SG; Vanni, R","1982","02","19","Argentina","Corrientes","Mercedes",NA,NA,NA,NA,NA,NA,"Ruta 23 y rio Miriñay",NA,NA,"1937","Doação do Herbário do Instituto de Botánica del Nordeste; Arbusto de 5m alt; frutos verde-amarillentos; Suelo pedregoso",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333","2021-02-08 12:43:43-03","UFRGS","ICN","061058","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1984","10",NA,"Bernardi, L","1978","12","16","Paraguai","Amambay","Cerro Guazú",NA,NA,NA,NA,NA,NA,"in relicto nemoroso parvo circa silvam pedemontanam regionis Cerro Guazú",NA,NA,"s.n.","Plantas do Paraguay; Arbuscula 4 metralis exilis ramis fulvo ochraceis gracilibus. Folia chartacea elliptica longe acuminata valde discoloria subtus pellucido viridella. Fructus axillares longe pedicellati pyriformes tunc immaturi tantum 4-5 mm longi",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334","2021-02-08 12:43:43-03","UFRGS","ICN","065466","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1986","01",NA,"Beck, G; Liberman, M","1983","10","22","Bolívia","Tarija","O'Connor",NA,NA,NA,NA,NA,NA,"Tarija 94km hacia Entre Rios. Abra Castellón",NA,NA,"9668","Doação do Herbario Nacional de Bolivia; Arbol - 12m, flores brancas; Bosque semi-húmedo, rico em Myrtaceae",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335","2021-02-08 12:43:43-03","UFRGS","ICN","065468","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1986","01",NA,"Beck, G; Liberman, M","1983","10","22","Bolívia","Tarija","Arce",NA,NA,NA,NA,NA,NA,"Tarija 76km. Hacia Bermejo, pasando Padcaya",NA,NA,"9618","Doação do Herbario Nacional de Bolivia; Arbol comum com tronco de 60cm. DAP, 12m de altura, flores brancas; Restos de bosque montano com dominancia de Myrtaceae",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336","2021-02-08 12:43:43-03","UFRGS","ICN","065469","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1986","01",NA,"Beck, G; Liberman, M","1983","10","19","Bolívia","Tarija","Arce",NA,NA,NA,NA,NA,NA,"Bermejo 70km via Tarija",NA,NA,"9589","Doação do Herbario Nacional del Bolivia; Arbol - 10m. Flores blancas; Bosque aluvial alto, de um afluente del Rio Bermejo",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337","2021-02-08 12:43:43-03","UFRGS","ICN","067275","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1987","04",NA,"Brack, P; Verrastro, L","1986","02","03","Uruguai","Artigas","Colonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Arvoreta de frutos laranja ou avermelhados; Interior de mata ciliar",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338","2021-02-08 12:43:43-03","UFRGS","ICN","123018","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Nascimento, FHF","1999","10","18","Brasil","BA","Rio de Contas","-41.866667","-13.5","-41.866667","-13.5",NA,NA,"Fazenda Camburu trilha Camburu-pico Itobira 13°30' S 41°52' W","1500","1500","272","Campo rupestre. Arbusto, 1 metro de altura. folhas discolores, cartáceas. Botões amarelados a vermelho-vináceos. Sépalas creme com tons vináceos. Pétalas alvas. Estilete avermelhado. Filetes e anteras alvos.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339","2021-02-08 12:43:43-03","UFRGS","ICN","123134","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Gavilanes, ML","1999","08","03","Brasil","MG",NA,NA,NA,NA,NA,NA,NA,"Reserva Poço Bonito",NA,NA,"s.n.","Campo rupestre, arbusto; flor esbranquiçada; alt. + - 2m, muito comum",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340","2021-02-08 12:43:45-03","UFRGS","ICN","158679","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","05","Hagelund, K",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"estrada Santa Maria-Tupanciretã",NA,NA,"2909",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341","2021-02-08 12:43:45-03","UFRGS","ICN","158682","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Hagelund, K",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2432",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3342","2021-02-08 12:43:45-03","UFRGS","ICN","158683","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","05","Hagelund, K",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1370",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343","2021-02-08 12:43:45-03","UFRGS","ICN","160006","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Freitas, E","2009","02","28","Brasil","RS","São Francisco de Assis","-55.131944","-29.594444","-55.131944","-29.594444",NA,NA,"RST 377 Km 320",NA,NA,"653","Arbusto; frutos alaranjados; Campo seco de solo arenoso",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344","2021-02-08 12:43:45-03","UFRGS","ICN","165393","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"Solis Neffa, V; Seijo, JG","2007","11","17","Uruguai","Tacuarembó",NA,"-56.036944","-31.518889","-56.036944","-31.518889",NA,NA,"camino a gruta de los Cuervos","206","206","2062","doação CTES; arbusto, flores blancas amarillentas; Cerros de rocas aflorantes con estratos arbustivos, suelo negro pedregoso",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345","2021-02-08 12:43:45-03","UFRGS","ICN","165434","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Tressens, SG",NA,NA,NA,"Dematteis, M; Schinini, S","2005","02","16","Uruguai","Rivera","Rivera",NA,NA,NA,NA,NA,NA,"Sierra de Aurora 30Km W de Rivera camino a Masoller",NA,NA,"1452","doação CTES; hierba erecta; en cerros, suelo pedregoso, seco",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346","2021-02-08 12:43:45-03","UFRGS","ICN","178480","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Molz, M",NA,NA,NA,"Mancino, L","2012","01","25","Brasil","SC","Araranguá","-49.525833","-29.041667","-49.525833","-29.041667",NA,NA,"na área florestal S/A",NA,NA,"s.n.","Mata paludosa",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347","2021-02-08 12:43:45-03","UFRGS","ICN","178438","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Molz, M; Grings, M",NA,NA,NA,"Molz, M; Grings, M","2013","11","22","Brasil","RS","Torres","-49.763611","-29.368333","-49.763611","-29.368333",NA,NA,"Parque Estadual Itapeva, beira de estrada","17","17","s.n.","WGS-84; Arvoreta, flores alvas",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348","2021-02-08 12:43:45-03","UFRGS","ICN","184260","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Lima, DF","2014",NA,NA,"Lozano, ED; Siqueira, EL; Solarewics, A","2013","11","13","Brasil","PR","Luiziana","-52.361667","-24.225833","-52.361667","-24.225833",NA,NA,"Fazenda Santa Maria",NA,NA,"1798","Doação MBM; Arbusto, 2m, flores alvas, campo sujo.; Floresta Omrófila Mista Aluvial",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349","2021-02-08 12:43:45-03","UFRGS","ICN","184264","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Lima, DF","2014",NA,NA,"Lozano, ED; Saridakis, DP","2013","11","26","Brasil","PR","Piraí do Sul","-50.025","-24.472222","-50.025","-24.472222",NA,NA,"Chácara Santa Rita da Serra",NA,NA,"1894","Doação MBM; Arbusto, 50cm, flores alvas.; Campos gerais, campo sujo",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350","2021-02-08 12:43:45-03","UFRGS","ICN","188892","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Oliveira, JM","2008","12","10","Oliveira, JM","2008","10","02","Brasil","RS","Camaquã","-51.676667","-30.795278","-51.676667","-30.795278",NA,NA,"BR 116. UTM (SAD69)",NA,NA,"s.n.",NA,NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351","2021-02-08 12:43:45-03","UFRGS","ICN","192921","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Cordeiro, J; Felitto, G","2014","04",NA,"Felitto, G; Bianchin, JE; Dutra, M","2013","11","26","Brasil","RS","São José dos Ausentes","-50.000556","-28.503333","-50.000556","-28.503333",NA,NA,"Canto Bom- via estrada RS-110","97","97","775","Árvore de 6 m de altura; flores alvas.; Floresta Ombrófila Mista Montana",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352","2021-02-08 12:43:45-03","UFRGS","ICN","192961","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Felitto, G; Bianchin, JE","2013",NA,NA,"Felitto, G; Bianchin, JE; Dutra, M","2013","12","03","Brasil","RS","Bom Jesus","-50.140556","-28.496389","-50.140556","-28.496389",NA,NA,"Fazenda Mato Grande","82","82","799","Árvore de 5 m de altura; flores alvacentas.; Floresta Ombrófila Mista Aluvial",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353","2021-02-08 12:43:45-03","UFRGS","ICN","201065","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Vignoli-Silva, M","2018","03","23","Schmitz, JF; Vignoli-Silva, M","2018","03","23","Brasil","RS","Caçapava do Sul","-53.533333","-30.865278","-53.533333","-30.865278",NA,NA,NA,NA,NA,"01","Material testemunho para avaliação bromatológica; Árvore com 4 metros de altura; Campo rupestre",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354","2021-02-08 12:43:45-03","UFRGS","ICN","201382","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Figueira, M",NA,NA,NA,"Figueira, M; Andriollo, D D; Costa, M P; Diefenthaeler, J R","2012","11","29","Brasil","RS","São Martinho da Serra","-53.798889","-29.539167","-53.798889","-29.539167",NA,NA,"Próximo ao rio Ibicuí-Mirim",NA,NA,"132","6779; Arvoreta, ocasional. Flores alvas, aroma agradável.; Floresta Estacional Subtropical Ribeirinha do Domínio Atlântico, em área perturbada, borda de floresta. Relevo suave-ondulado.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355","2021-02-08 12:43:45-03","UFRGS","ICN","201383","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Figueira, M",NA,NA,NA,"Figueira, M","2009","11","19","Brasil","RS","Santa Maria","-53.8025","-29.6875","-53.8025","-29.6875",NA,NA,"Parque Itaimbé",NA,NA,"7","6142; Arvoreta, aproximadamente 3m de altura. Folhas com odor agradável, flores com pétalas brancas.; Provavelmente cultivada em passeio público",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356","2021-02-08 12:43:43-03","UFRGS","ICN","096271","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Hatschbach, G; Hatschbach, G; Nicolack, V","1989","09","17","Brasil","BA","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,"1500","1500","53428","Arbusto 1m, flores alvas; Campo rupestre, solo arenoso, encosta de morro",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA
"3357","2021-02-08 12:43:43-03","UFRGS","ICN","082308","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Heringer, EP; et al.","1978","10","11","Brasil","DF","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Área da Reserva Ecológica do IBGE",NA,NA,"655","Doação do Herbário da Reserva Ecológica do IBGE; Árvore de 4m de altura, botão floral pequeno, folha sub-coriacea; Cerrado",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"3358","2021-02-08 12:43:43-03","UFRGS","ICN","086031","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Valle, MP","1981","10","26","Brasil","DF","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Estrada do Setor de Clubes Esportivos Norte; área entre o Complexo Olímpico da Universidade de Brasília e o Instituto Brasileiro de Desenvolvimento Florestal",NA,NA,"s.n.","arvores esparsas com 4,5m; tronco ereto; copa densa; casca fina com flocos miudos; corola branca; a beira da estrada",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"3359","2021-02-08 12:43:43-03","UFRGS","ICN","086033","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Wagner, MA","2015","11","06","Valle, MP","1981","10","26","Brasil","DF","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Estrada do Setor de Clubes Esportivos Norte; área entre o Complexo Olímpico da Universidade de Brasília e o Instituto Brasileiro de Desenvolvimento Florestal",NA,NA,"s.n.","arvores esparsas com 4,5m; tronco ereto; copa densa; casca fina com flocos miudos; corola branca; a beira da estrada",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"3360","2021-02-08 12:43:43-03","UFRGS","ICN","096265","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Hatschbach, G; Silva, JM","1985","11","26","Brasil","MG","Berilo","-42.4655990600586","-16.9517002105713",NA,NA,NA,NA,"Leliveldia",NA,NA,"50205","Arbusto 1 metro, frutos vermelhos, adocicados.; Transição caatinga-cerrado.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"31142","auto",NA,NA,NA,NA,NA,NA
"3361","2021-02-08 12:43:43-03","UFRGS","ICN","121155","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg",NA,NA,NA,NA,"Carvalho, MG; Silva, ST","1991","09","13","Brasil","MG","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"Morro do Chapéu",NA,NA,"537","Campo rupestre; arbusto.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA
"3362","2021-02-08 12:43:43-03","UFRGS","ICN","123315","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Hatschbach, G","1971","09","09","Brasil","MG","Datas","-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,"Vila do Palmital",NA,NA,"27496","Arbusto 1,50m; flor alva; orla de capão.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"23532","auto",NA,NA,NA,NA,NA,NA
"3363","2021-02-08 12:43:45-03","UFRGS","ICN","194891","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1998",NA,NA,"Krieger, L","1970","12","19","Brasil","MG","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,"9677","Herbário do Centro de Ensino Superior; Subarbusto, frutos vermelhos",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA
"3364","2021-02-08 12:43:43-03","UFRGS","ICN","123133","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Gavilanes, ML","1999","08","03","Brasil","MG","Lavras","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"Serra Campestre",NA,NA,"s.n.","Campo rubestre. Arbusto, flor esbranquiçada, alt. + - 3m",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA
"3365","2021-02-08 12:43:43-03","UFRGS","ICN","069849","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Conceição, CA","1984","10","04","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Morro do Urucum",NA,NA,"1615","Arbusto de 1-1,5m de alt.; Solo seco, campo limpo",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"3366","2021-02-08 12:43:43-03","UFRGS","ICN","069855","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Conceição, CA","1984","10","04","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Próximo a torre da Embratel",NA,NA,"1607","Arbusto de 50cm; campo limpo. Solo seco de natureza ferrosa",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"3367","2021-02-08 12:43:45-03","UFRGS","ICN","153724","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Soares-Silva, LH",NA,NA,NA,"Chagas; Silva, F; Francisco, EM","1996","09","25","Brasil","PR","Apucarana","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"Parque da Raposa",NA,NA,"1993","Doação FUEL (18461).; Árvore 6 m alt., botões florais esverdeados, flores brancas.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA
"3368","2021-02-08 12:43:45-03","UFRGS","ICN","161242","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Soares; Silva, LH",NA,NA,NA,"Chagas; Silva, F; Soares-Silva, LH","1996","10","30","Brasil","PR","Apucarana","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"Parque da Raposa",NA,NA,"672","Doação FUEL 18822.; Árvore 5m, botões florais esverdeados, flores brancas e odoríferas.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA
"3369","2021-02-08 12:43:43-03","UFRGS","ICN","096030","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","1992",NA,NA,"Kummrow, R","1984","11","28","Brasil","PR","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Cachimba",NA,NA,"2544","Doação do Museu Botânico Municipal de Curitiba; Arbusto 1m, flor alva, folhas menores que o nº 2542; Orla de capão",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
