"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"48","2021-03-01 16:32:40-03","UNICAMP","UEC","155266","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Santos, K; Baitello, JB","2001",NA,NA,"Santos, K","3375","2000","08","24","Brazil","São Paulo","Campinal","Mata Malabar II, Campinas/Itatiba.","-46.85","-22.9","-46.85","-22.9",NA,NA,"Árvore zoocórica. Altura total: 14m.; altura do fuste:8m. PAP: 29cm.","UEC070506","UEC070506",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:32:40-03","UNICAMP","UEC","72548","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Baitello, JB","1997","05","13","Sartori, A","33443","1995","02","14","Brazil","São Paulo","Jacupiranga","Parque Estadual de Jacupiranga, núcleo cedro.","-48.414889","-24.962361","-48.414889","-24.962361",NA,NA,"Árvore 3 m, fruto creme esverdeado.; Mata atlântica de planície.","UEC003818","UEC003818",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:16:38-03","UNICAMP","UEC","147101","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez",NA,NA,NA,NA,"Aguirre, GH; et al.","99","2005","07","15","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,"UEC003814","UEC003814",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:32:40-03","UNICAMP","UEC","60792","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Baitello, JB","1997","05","13","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","s.n.","1983","12","20","Brazil","São Paulo","Guarulhos","Aeroporto Internacional de São Paulo.","-46.481389","-23.425","-46.481389","-23.425",NA,NA,"Mata mesófila semidecídua.","UEC003816","UEC003816",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:32:40-03","UNICAMP","UEC","60795","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Baitello, JB","1997","05","13","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","11460","1984",NA,NA,"Brazil","São Paulo","Guarulhos","Aeroporto Internacional de São Paulo. Sítio 29.","-46.481389","-23.425","-46.481389","-23.425",NA,NA,"Mata mesófila semidecídua.","UEC003820","UEC003820",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:32:40-03","UNICAMP","UEC","74387","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Baitello, JB","1997","05","22","Bernacci, LC; Andrade, PRP; Orajo, N; Camargo, O; Belinello, R","1291","1995","03","16","Brazil","São Paulo","Monte Alegre do Sul","E.E. do IAC.","-46.6800003051758","-22.6800003051758",NA,NA,NA,NA,"Arvoreta ca. 6 m alt.; botões brancos, ramos de inflorescência passada rosados.; Região Montanhosa, mata.","UEC003824","UEC003824",NA,NA,NA,NA,"Magnoliopsida",NA,"11114","auto",NA,NA,NA,NA
"54","2021-03-01 16:32:40-03","UNICAMP","UEC","137113","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez",NA,NA,NA,NA,"Yamamoto, LF","144","1998","01","27","Brazil","São Paulo","Pedreira","Fazenda Bela Vista.","-46.9000015258789","-22.7399997711182",NA,NA,NA,NA,"Flores secas, arvoreta 5 m.","UEC003822","UEC003822",NA,NA,NA,NA,"Magnoliopsida",NA,"12927","auto",NA,NA,NA,NA
"55","2019-01-17 11:26:10-02","PUCRS","MPUC","21033","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","C.A. Mondin","2015","01","01",NA,NA,"2015","06","09","Brasil","SC","Florianópolis","Parque Estadual do Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales","27000","auto","Magnoliopsida",NA,"3707","1"
"56","2020-10-14 10:02:17-03","FURB","FURB","45352","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Pastório, FF",NA,NA,NA,"Mayer, M.","558","2014","09","16","Brasil","Santa Catarina","Botuverá","Salto Águas Negras.","-49.0491666","-27.1797223","-49.0491666","-27.1797223","219","219","Fito IFFSC 520 /S/55","FURB27438","FURB27438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:02:17-03","FURB","FURB","13516","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Sobral, M","2009","07","17","Dreveck, S.; Carneiro, F.E.","838","2009","04","21","Brasil","Santa Catarina","Alfredo Wagner","Lomba Alta.","-49.4091667","-27.7222223","-49.4091667","-27.7222223","612","612","Florística IFFSC 279(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arvoreta; flor branca com odor adocicado","FURB02030","FURB02030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:02:17-03","FURB","FURB","18142","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Gasper, AL de","2010","07","28","Korte, A.; Kniess, A.","1316","2009","12","03","Brasil","Santa Catarina","Ituporanga","Alto Rio Bonito.","-49.4105556","-27.54","-49.4105556","-27.5400000","676","676","Florística IFFSC 344 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto roxo;","FURB27440","FURB27440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:02:17-03","FURB","FURB","20188","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","1574","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222","-50.0380555","-27.0922222","400","400","Florística IFFSC 568 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; flor branca","FURB27439","FURB27439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:02:17-03","FURB","FURB","27939","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Gasper, AL de","2010","08","25","Korte, A.; Kniess, A.","4027","2010","07","14","Brasil","Santa Catarina","Nova Trento","Valsugana.","-49.0505556","-27.3586111","-49.0505556","-27.3586111","307","307","Florística IFFSC 426 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB27437","FURB27437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:02:17-03","FURB","FURB","28586","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","1920","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","-49.3211111","-27.6313889","942","942","Regeneração IFFSC 311 /O/21 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arbusto;","FURB27436","FURB27436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:02:17-03","FURB","FURB","30009","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","1632","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","Florística IFFSC 314 (Arvoreta) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; beira da estrada Habito: arvoreta; flor branca","FURB27441","FURB27441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:02:17-03","FURB","FURB","30324","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Gasper, AL de","2010","10","13","Cadorin, T.J.","2856","2010","06","30","Brasil","Santa Catarina","Indaial","Faxinal do bepe - Parque Nacional da Serra do Itajaí.","-49.2016667","-27.1108333","-49.2016667","-27.1108333",NA,NA,"Coleta Extra IFFSC (Arbórea) Habitat: área aberta Habito: arbórea;","FURB27434","FURB27434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:02:17-03","FURB","FURB","31675","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Sobral, M","2010","10","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2672","2010","06","05","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Florística IFFSC e226b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral verde","FURB27433","FURB27433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:02:17-03","FURB","FURB","32930","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Oliveira, AA de","2011","01","11","Korte, A.; Kniess, A.","655","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Regeneração IFFSC 422 /S/15 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB27435","FURB27435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:02:17-03","FURB","FURB","34552","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Oliveira, AA de","2011","05","18","Korte, A.","6305","2011","03","15","Brasil","Santa Catarina","Rio Do Oeste","Sumidor.","-49.86","-27.18","-49.8600000","-27.1800000","340","340","Florística IFFSC 511 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arvoreta; flor branca","FURB27432","FURB27432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:02:17-03","FURB","FURB","46486","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Seubert, RC","2014","08","25","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","2","2014","08","25","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1952777","-27.1105556","-49.1952777","-27.1105556","679","679","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;","FURB27449","FURB27449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-08 08:52:50-03","FURB","FURB","56592","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Kassner-Filho, A.","2018","01","24","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1799","2018","01","24","Brasil","Santa Catarina","Ituporanga",NA,"-49.41","-27.54","-49.4100000","-27.5400000",NA,NA,NA,"FURB56592","FURB56592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:02:17-03","FURB","FURB","58313","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Gebien, W.","2018","02","13","Gebien, W.","56","2017","08","27","Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. final do caminho próximo à nascente.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100",NA,"FURB58313","FURB58313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-09 14:46:47-03","FURB","FURB","63825","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Kassner-Filho, A","2019","03","06","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4883","2019","03","06","Brasil","Santa Catarina","Chapadão do Lageado","Rio Saltinho.","-49.59","-27.63","-49.5900000","-27.6300000","890","890","Flor seca Habitat: Interior unidade amostral; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista; Estágio Médio; Habito: Arbórea","FURB63825","FURB63825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-08 08:52:47-03","FURB","FURB","1402","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Quinet, A","2010","09","15","Sevegnani, L.",NA,"1996","01","27","Brasil","Santa Catarina","Atalanta","D. Luiza - Vigolg Schraefer.","-49.7811012268066","-27.4200000762939",NA,NA,"400","400",NA,"FURB27442","FURB27442",NA,NA,NA,NA,NA,NA,"10775","auto",NA,NA,NA,NA
"72","2021-03-16 17:53:08-03","UCS","HUCS","39717","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & C. Mart.) Mez","Gasper, A.L.","2010","08","25","Korte, A.","4027","2010","07","14","Brasil","Santa Catarina","Nova Trento",NA,"-48.9296989440918","-27.2858009338379",NA,NA,NA,NA,"arbustiva - Herbário FURB 27939",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","28055","auto",NA,NA,NA,NA
"73","2021-03-16 17:53:08-03","UCS","HUCS","39519","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & C. Mart.) Mez","Quinet, A.","2010","09","15","Korte, A.","1574","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste","-49.9981002807617","-27.1163997650146",NA,NA,NA,NA,"Herbário FURB 20188; Floresta Ombrófila Densa - interior de fragmento",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","32258","auto",NA,NA,NA,NA
"74","2021-03-16 17:53:08-03","UCS","HUCS","39483","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & C. Mart.) Mez","Sobral, M.","2010","09","15","Stival-Santos, A.","1632",NA,NA,NA,"Brasil","Santa Catarina","Angelina","Rancho das Tábuas","-48.9852981567383","-27.5685997009277",NA,NA,NA,NA,"Herbário FURB 30009; Ecótono Floresta Ombrófila Densa e Mista - beira da estrada",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","25961","auto",NA,NA,NA,NA
"75","2021-03-16 17:53:08-03","UCS","HUCS","14081","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & C. Mart.) Mez","Werff, H.","1999",NA,NA,"Silva, J.M.","2848","1999","01","15","Brasil","São Paulo","Barra do Turvo","Salto Chico Salu","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"árvore 7 m - flor alva; floresta atlântica",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","38172","auto",NA,NA,NA,NA
"76","2019-08-16 08:39:43-03","UTFPR","HCF","28092","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart) Mez.","M.L. Brotto","2017","04","07","R.R. Völtz","1275","2017","04","07","Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.292778","-25.157222","48°17'34 W","25°09'26 S","300","300","arvoreta 6 m alt. Flores alvacentas. Interior de floresta de topo de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2013-04-01 09:18:52-03","IPT","BCTW","3664","S","Plantae",NA,"Ocotea","lanata","Ocotea lanata","(Nees & Martius) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Nacional das Fontes do Ipiranga (PEFI)","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"53584","auto","Magnoliopsida",NA,NA,NA
"78","2019-11-25 12:12:11-03","UFSM","SMDB","2285","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Ness & Mart.) Mez.","Vattimo, I",NA,NA,NA,"Bresolin, A","s.n.","1997","01","20","Brasil","Santa Catarina","Florianópolis","Pântano do Sul","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"SMDB002285",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"79","2019-11-25 12:12:11-03","UFSM","SMDB","2322","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Ness & Mart.) Mez.","Vattimo, I",NA,NA,NA,"Klein, RM; Bresolin, A","s.n.","1972","01","15","Brasil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,NA,"SMDB002322",NA,NA,NA,NA,NA,NA,NA,"23385","auto",NA,NA,NA,NA
"80","2020-12-21 16:31:09-03","MBM","MBM","397006","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Oliveira, A.A.","2011","05","18","Korte, A.","6305","2011","03","15","Brazil","Santa Catarina","Rio do Oeste","Sumidor","-49.86","-27.18","-49.86","-27.18","340","340","Arvoreta, 4m; flor branca.; Floresta Ombrófila Densa. Estádio de sucessão: inicial.","MBM397006","MBM397006",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:31:09-03","MBM","MBM","400355","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Brotto, M.L.","2015","09","23","Brotto, M.L.; Völtz, R.R.; Bizarro, O.M.R.; Völtz, R.R.; Bizarro, O.M.R.","2000","2015","09","13","Brazil","Paraná","Guaraqueçaba","Pico Bico Torto, bacia do Rio do Costa","-48.185","-25.218333","-48.185","-25.218333","585","585","Árvore de 3,8m; frutos imaturos verdes e flores brancas (apenas um ramo florido, os demais apenas com botões florais). Unicata.; Floresta Ombrófila Densa Altomontana.","MBM400355","MBM400355",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:31:09-03","MBM","MBM","407186","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Brotto, M.L.","2016","12","05","Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Lozano, E.D.; Brotto, M.L.; Völtz, R.R.; Lozano, E.D.","9660","2016","11","30","Brazil","Paraná","Adrianópolis","Tatupeba, Estrada para João Surrá","-48.757222","-24.700278","-48.757222","-24.700278","130","130","Arvoreta com 4 m de altura; estéril.; Floresta Ombrófila Densa Submontana, vegetação em estágio médio de sucessão.","MBM407186","MBM407186",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:31:09-03","MBM","MBM","407320","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Brotto, M.L.","2017","01","10","Brotto, M.L.; Marinero, F.; Marinero, F.","2368","2016","12","19","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, topo do morro","-48.293","-25.157444","-48.293","-25.157444","330","330","Árvore com 7 m de altura; fruto na fase final de desenvolvimento com cúpula vermelha.; Floresta Ombrófila Densa Submontana.","MBM407320","MBM407320",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:31:09-03","MBM","MBM","408330","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Brotto, M.L.","2017","03","27","Brotto, M.L.; Völtz, R.R.; Silva, J.M.; Völtz, R.R.; Silva, J.M.","2402","2017","02","22","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, próximo ao rio Pardo","-48.580389","-24.685306","-48.580389","-24.685306","140","140","Árvore com 8 m de altura; flores passadas com tépalas enegrecidas.; Floresta Ombrófila Densa Submontana.","MBM408330","MBM408330",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:31:09-03","MBM","MBM","409693","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Brotto, M.L.","2017","04","07","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","1275","2017","04","07","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.292778","-25.157222","-48.292778","-25.157222","300","300","Arvoreta 6 m alt.; flores alvacentas; interior de floresta de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM409693","MBM409693",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:31:09-03","MBM","MBM","95139","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Wattimo, I. de",NA,NA,NA,"Bresolin, A.","107",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM095139","MBM095139",NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"87","2020-12-21 16:31:09-03","MBM","MBM","165040","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Souza",NA,NA,NA,"F.A. Silva F.; et al.; et al.","337",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM165040","MBM165040",NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"88","2020-12-21 16:31:09-03","MBM","MBM","95148","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Wattimo, I. de",NA,NA,NA,"Klein, R.","10178",NA,NA,NA,"Brazil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM095148","MBM095148",NA,"Southern America",NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA
"89","2020-12-21 16:31:09-03","MBM","MBM","95153","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Wattimo, I. de",NA,NA,NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","10819",NA,NA,NA,"Brazil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,NA,"MBM095153","MBM095153",NA,"Southern America",NA,NA,NA,NA,"23385","auto",NA,NA,NA,NA
"90","2020-12-21 16:31:09-03","MBM","MBM","97725","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Wattimo, I. de",NA,NA,NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","10819",NA,NA,NA,"Brazil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,NA,"MBM097725","MBM097725",NA,"Southern America",NA,NA,NA,NA,"23385","auto",NA,NA,NA,NA
"91","2020-12-21 16:31:09-03","MBM","MBM","14668","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","23359",NA,NA,NA,"Brazil","Paraná","Guaratuba","Divisa","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM014668","MBM014668",NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
"92","2020-12-21 16:31:09-03","MBM","MBM","41813","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez",NA,NA,NA,NA,"Kuehn, E.; et al.; et al.","1197",NA,NA,NA,"Brazil","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,NA,"MBM041813","MBM041813 MBM041813_1",NA,"Southern America",NA,NA,NA,NA,"18036","auto",NA,NA,NA,NA
"93","2020-12-21 16:31:09-03","MBM","MBM","348262","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Baitello, J.B.","2008","10","09","Polisel, R.T.","670","2008","03","01","Brazil","São Paulo","Juquitiba","Estrada dos Carmos, km 3,0 antes da CANOAR","-47.060001373291","-23.9300003051758",NA,NA,"700","700","Árvore de 7m. Flores marrons","MBM348262","MBM348262",NA,"Southern America",NA,NA,NA,NA,"24559","auto",NA,NA,NA,NA
"94","2020-12-21 16:31:09-03","MBM","MBM","215857","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Baitello, J.B.",NA,NA,NA,"Wanderley, M.G.; et al.; et al.","122",NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM215857","MBM215857",NA,"Southern America",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"95","2020-12-21 16:31:09-03","MBM","MBM","345095","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Cordeiro, J.","2008",NA,NA,"Dalmaso, C.A.","s.n.","2007","01","31","Brazil","Santa Catarina","Agronômica","Comunidade de Valada Mosquito.","-49.7111015319824","-27.2649993896484",NA,NA,"413","413","Mata fechada em estágio de regeneração, coletado na faixa de domínio da linha, aprox. 5m de altura e 20cm CAP, presença de grande quantidade de lanticelas no tronco.","MBM345095","MBM345095",NA,"Southern America",NA,NA,NA,NA,"14948","auto",NA,NA,NA,NA
"96","2020-12-21 16:31:09-03","MBM","MBM","211860","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Wattimo, I. de",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","934",NA,NA,NA,"Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"MBM211860",NA,NA,"Southern America",NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA
