NAME,F_CLASS,F_DESIG,ADM1,ADM2,string_check,mpo_check
Ribeirao Santana,H,STM,MINAS GERAIS,FRONTEIRA,ribeiraosantana,fronteira
Santana,P,PPLX,SAO PAULO,Sao Paulo,santana,saopaulo
Santana,P,PPL,PARANA,Guarapuava,santana,guarapuava
Santana,P,PPL,SAO PAULO,Iacri,santana,iacri
Santana,P,PPL,MINAS GERAIS,FORMIGA,santana,formiga
Santana,P,PPL,SAO PAULO,Guara,santana,guara
Santa Mercedes,P,PPL,SAO PAULO,Santa Mercedes,santamercedes,santamercedes
Santa Mariana,P,PPL,PARANA,Santa Mariana,santamariana,santamariana
Santa Maria do Gurupa,P,PPL,SAO PAULO,Promissao,santamariadogurupa,promissao
Santa Maria do Curupa,P,PPL,SAO PAULO,Promissao,santamariadocurupa,promissao
Santa Maria da Serra,P,PPL,SAO PAULO,Sta. Maria da Se,santamariadaserra,stamariadase
Ribeirao Santa Maria,H,STM,SAO PAULO,Flora Rica,ribeiraosantamaria,florarica
Santa Maria,S,RSTP,SAO PAULO,Sao Simao,santamaria,saosimao
Santa Maria,S,RSTN,SAO PAULO,Praia Grande,santamaria,praiagrande
Santa Maria,P,PPL,PARANA,Pitanga,santamaria,pitanga
Santa Maria,P,PPL,PARANA,Santa Mariana,santamaria,santamariana
Santa Maria,P,PPL,SAO PAULO,Sta. Maria da Se,santamaria,stamariadase
Santa Maria,P,PPL,MINAS GERAIS,MACHADO,santamaria,machado
Santa Maria,P,PPL,SAO PAULO,Brodosqui,santamaria,brodosqui
Santa Maria,P,PPL,SAO PAULO,Franca,santamaria,franca
Santa Maria,P,PPL,SAO PAULO,Ituverava,santamaria,ituverava
Santa Margarida,P,PPL,PARANA,Bela  Vista do P,santamargarida,belavistadop
Serra Santa Luzia,T,RDGE,MINAS GERAIS,MONSENHOR PAULO,serrasantaluzia,monsenhorpaulo
Ribeirao Santa Luzia,H,STM,MINAS GERAIS,MOEMA,ribeiraosantaluzia,moema
Santa Luzia,P,PPL,SAO PAULO,Leme,santaluzia,leme
Santa Luzia,P,PPL,SAO PAULO,Sao Carlos,santaluzia,saocarlos
Santa Luzia,P,PPL,SAO PAULO,Pres Bernardes,santaluzia,presbernardes
Santa Luzia,P,PPL,SAO PAULO,Descalvado,santaluzia,descalvado
Santa Luzia,P,PPL,SAO PAULO,Jose Bonifacio,santaluzia,josebonifacio
Santa Luisa de Baixo,P,PPL,MINAS GERAIS,SAPUCAI-MIRIM,santaluisadebaixo,sapucaimirim
Santa Lucrecia,P,PPL,SAO PAULO,Lorena,santalucrecia,lorena
Santa Lucia,P,PPL,SAO PAULO,Santa Lucia,santalucia,santalucia
Santa Izabel,P,PPL,SAO PAULO,Guararema,santaizabel,guararema
Santa Izabel,P,PPL,SAO PAULO,Macedonia,santaizabel,macedonia
Santa Isaura,P,PPL,SAO PAULO,Luis Antonio,santaisaura,luisantonio
Santa Isabel,P,PPL,SAO PAULO,Guararema,santaisabel,guararema
Santa Isabel,P,PPL,MINAS GERAIS,HELIODORA,santaisabel,heliodora
Santa Isabel,P,PPL,SAO PAULO,Macedonia,santaisabel,macedonia
Santa Iria,P,PPL,SAO PAULO,Ribeirao Preto,santairia,ribeiraopreto
Ribeirao Santa Ines,H,STM,PARANA,Santa Ines,ribeiraosantaines,santaines
Santa Ines,P,PPL,PARANA,Santa Ines,santaines,santaines
Santa Ines,P,PPL,SAO PAULO,Sao Joaquim da B,santaines,saojoaquimdab
Corrego Santa Ilidia,H,STM,MATO GROSSO DO SUL,ANAURILANDIA,corregosantailidia,anaurilandia
Santa Ilidia,P,PPL,MATO GROSSO DO SUL,ANAURILANDIA,santailidia,anaurilandia
Ribeirao Santa Helena,H,STM,SAO PAULO,Paranaparema,ribeiraosantahelena,paranaparema
Santa Helena,S,RSTN,MINAS GERAIS,CONCEICAO R.VERD,santahelena,conceicaorverd
Santa Helena,P,PPL,SAO PAULO,Catanduva,santahelena,catanduva
Santa Helena,P,PPL,SAO PAULO,Sales Oliveira,santahelena,salesoliveira
Santa Helena,P,PPL,SAO PAULO,Jeriquara,santahelena,jeriquara
Santa Gertrudes,P,PPL,SAO PAULO,Santa Gertrudes,santagertrudes,santagertrudes
Santa Gertrudes,P,PPL,SAO PAULO,Orlandia,santagertrudes,orlandia
Santa Filomena,P,PPL,PARANA,Leopolis,santafilomena,leopolis
Santa Fe do Sul,P,PPL,MINAS GERAIS,ITURAMA,santafedosul,iturama
Santa Fe,P,PPL,PARANA,Santa Fe,santafe,santafe
Santa Fe,P,PPL,SAO PAULO,Jardinopolis,santafe,jardinopolis
Santa Eugenia,P,PPL,SAO PAULO,Santa Cruz Das P,santaeugenia,santacruzdasp
Santa Eudoxia,P,PPL,SAO PAULO,Sao Carlos,santaeudoxia,saocarlos
Santa Etelvina,P,PPL,SAO PAULO,Descalvado,santaetelvina,descalvado
Santa Estela,P,PPL,SAO PAULO,Tupa,santaestela,tupa
Santa Escolastica,P,PPL,SAO PAULO,Santa Cruz Das P,santaescolastica,santacruzdasp
Santa Ernestina,P,PPL,SAO PAULO,Santa Ernestina,santaernestina,santaernestina
Santa Eliza,S,RSTN,SAO PAULO,Sao Simao,santaeliza,saosimao
Estaeao Santa Elisa,S,RSTN,SAO PAULO,Sao Simao,estaeaosantaelisa,saosimao
Santa Cruz dos Motas,P,PPL,SAO PAULO,Sao Miguel Arcan,santacruzdosmotas,saomiguelarcan
Santa Cruz dos Matas,P,PPL,SAO PAULO,Sao Miguel Arcan,santacruzdosmatas,saomiguelarcan
Santa Cruz dos Lopes,P,PPL,SAO PAULO,Itarare,santacruzdoslopes,itarare
Santa Cruz do Rio Pardo,P,PPL,SAO PAULO,Santa Cruz Do Ri,santacruzdoriopardo,santacruzdori
Santa Cruz do Rio Clarinho,P,PPL,SAO PAULO,Sta.Rita do Pass,santacruzdorioclarinho,staritadopass
Santa Cruz do Rio Abaixo,P,PPL,SAO PAULO,Sao Luis Do Para,santacruzdorioabaixo,saoluisdopara
Santa Cruz do Prata,P,PPL,MINAS GERAIS,GUARANESIA,santacruzdoprata,guaranesia
Santa Cruz do Lopez,P,PPL,SAO PAULO,Itarare,santacruzdolopez,itarare
Santa Cruz do Lopes,P,PPL,SAO PAULO,Itarare,santacruzdolopes,itarare
Santa Cruz das Posses,P,PPL,SAO PAULO,Sertaozinho,santacruzdasposses,sertaozinho
Santa Cruz das Palmeiras,P,PPL,SAO PAULO,Santa Cruz Das P,santacruzdaspalmeiras,santacruzdasp
Santa Cruz da Prata,P,PPL,MINAS GERAIS,GUARANESIA,santacruzdaprata,guaranesia
Santa Cruz da Estrella,P,PPL,SAO PAULO,Sta.Rita do Pass,santacruzdaestrella,staritadopass
Santa Cruz da Estrela,P,PPL,SAO PAULO,Sta.Rita do Pass,santacruzdaestrela,staritadopass
Santa Cruz da Esperanea,P,PPL,SAO PAULO,Cajuru,santacruzdaesperanea,cajuru
Santa Cruz da Conceieao,P,PPL,SAO PAULO,Sta. Cruz Da Con,santacruzdaconceieao,stacruzdacon
Santa Cruz da Boa Vista,P,PPL,SAO PAULO,Amparo,santacruzdaboavista,amparo
Santa Cruz da Aparecida,P,PPL,MINAS GERAIS,MONTE BELO,santacruzdaaparecida,montebelo
Ribeirao Santa Cruz,H,STM,MINAS GERAIS,ALTEROSA,ribeiraosantacruz,alterosa
Lagoa Santa Cruz,H,LK,SAO PAULO,Mogi Guacu,lagoasantacruz,mogiguacu
Corrego Santa Cruz,H,STM,MATO GROSSO DO SUL,BATAGUASSU,corregosantacruz,bataguassu
Santa Cruz,P,PPL,PARANA,Castro,santacruz,castro
Santa Cruz,P,PPL,PARANA,Marilandia do Su,santacruz,marilandiadosu
Santa Cruz,P,PPL,SAO PAULO,Cesario Lange,santacruz,cesariolange
Santa Cruz,P,PPL,MINAS GERAIS,TOLEDO,santacruz,toledo
Santa Cruz,P,PPL,MINAS GERAIS,VIRGINIA,santacruz,virginia
Santa Cruz,P,PPL,MINAS GERAIS,MONSENHOR PAULO,santacruz,monsenhorpaulo
Santa Cruz,P,PPL,MINAS GERAIS,MONTE BELO,santacruz,montebelo
Santa Cruz,P,PPL,MINAS GERAIS,PERDOES,santacruz,perdoes
Santa Cruz,P,PPL,MINAS GERAIS,PRATAPOLIS,santacruz,pratapolis
Ribeirao Santa Claro,H,STM,SAO PAULO,Verde,ribeiraosantaclaro,verde
Santa Clara d'Oeste,P,PPL,SAO PAULO,Sat. Clara D'Oes,santaclaradoeste,satclaradoes
Santa Clara,P,PPL,SAO PAULO,Campo Do Jordao,santaclara,campodojordao
Santa Cecilia do Pavao,P,PPL,PARANA,Sta.Cecilia do P,santaceciliadopavao,staceciliadop
Santa Catharina,P,PPL,MINAS GERAIS,NATERCIA,santacatharina,natercia
Serra de Santa Catarina,T,RDGE,MINAS GERAIS,NATERCIA,serradesantacatarina,natercia
Santa Catarina,P,PPL,SAO PAULO,Tapirai,santacatarina,tapirai
Santa Catarina,P,PPL,MINAS GERAIS,NATERCIA,santacatarina,natercia
Santa Carlota,P,PPL,PARANA,Ponta Grossa,santacarlota,pontagrossa
Santa Candido,P,PPL,SAO PAULO,Sao Carlos,santacandido,saocarlos
Santa Candida,P,PPL,SAO PAULO,Sao Carlos,santacandida,saocarlos
Santa Branca,P,PPL,SAO PAULO,Santa Branca,santabranca,santabranca
Santa Barbara do Rio Pardo,P,PPL,SAO PAULO,Santa Barbara Do,santabarbaradoriopardo,santabarbarado
Santa Barbara do Oeste,P,PPL,SAO PAULO,"Santa Barbara d""",santabarbaradooeste,santabarbarad
Santa Barbara d'Oeste,P,PPL,SAO PAULO,"Santa Barbara d""",santabarbaradoeste,santabarbarad
Serra de Santa Barbara,T,RDGE,SAO PAULO,Sao Jose dos Cam,serradesantabarbara,saojosedoscam
Rio Santa Barbara,H,STM,SAO PAULO,Batatais,riosantabarbara,batatais
Ribeirao Santa Barbara,H,STM,MINAS GERAIS,CAREACU,ribeiraosantabarbara,careacu
Ribeirao Santa Barbara,H,STM,SAO PAULO,Buritama,ribeiraosantabarbara,buritama
Ribeirao Santa Barbara,H,STM,SAO PAULO,Patrocinio Pauli,ribeiraosantabarbara,patrociniopauli
Corrego Santa Barbara,H,STM,SAO PAULO,Sertaozinho,corregosantabarbara,sertaozinho
Corrego Santa Barbara,H,STM,MINAS GERAIS,SACRAMENTO,corregosantabarbara,sacramento
Santa Barbara,P,PPL,SAO PAULO,Itarare,santabarbara,itarare
Santa Barbara,P,PPL,PARANA,Sao Jeronimo da,santabarbara,saojeronimoda
Santa Barbara,P,PPL,SAO PAULO,"Santa Barbara d""",santabarbara,santabarbarad
Santa Anna da Vargem,P,PPL,MINAS GERAIS,SANTANA DA V.,santaannadavargem,santanadav
Santa Ana do Vargem Grande,P,PPL,SAO PAULO,Vargem Grande Do,santaanadovargemgrande,vargemgrandedo
Santa Ana dos Piloes,P,PPL,SAO PAULO,Guarantingueta,santaanadospiloes,guarantingueta
Serra de Santa Ana,T,MTS,PARANA,Colombo,serradesantaana,colombo
Santa America,P,PPL,SAO PAULO,Getulina,santaamerica,getulina
Santa Amelia,P,PPL,PARANA,Santa Amelia,santaamelia,santaamelia
Santa Amelia,P,PPL,SAO PAULO,Ribeirao Preto,santaamelia,ribeiraopreto
Santa Ambrosina,P,PPL,SAO PAULO,Sta.Rita do Pass,santaambrosina,staritadopass
Santa Alice,P,PPL,SAO PAULO,Sao Carlos,santaalice,saocarlos
Santa Albertina,P,PPL,SAO PAULO,Dumont,santaalbertina,dumont
Santa Albertina,P,PPL,SAO PAULO,Santa Albertina,santaalbertina,santaalbertina
Santa Adelia,P,PPL,SAO PAULO,Santa Adelia,santaadelia,santaadelia
San Paulo,P,PPLA,SAO PAULO,Sao Paulo,sanpaulo,saopaulo
Ilha Sandri,T,ISL,,,ilhasandri,
Sandovalina,P,PPL,SAO PAULO,Sandovalina,sandovalina,sandovalina
Rio Sandi,H,STM,SAO PAULO,Guaruja,riosandi,guaruja
Samuel Bueno,P,PPL,MINAS GERAIS,CAPITOLIO,samuelbueno,capitolio
Sampaio Moreira,S,RSTN,SAO PAULO,Cajuru,sampaiomoreira,cajuru
Sampaio,P,PPL,SAO PAULO,Ribeirao Preto,sampaio,ribeiraopreto
Rio Sambura,H,STM,MINAS GERAIS,BAMBUI,riosambura,bambui
Samarita,S,RSTN,SAO PAULO,Praia Grande,samarita,praiagrande
Samambaial,P,PPL,SAO PAULO,Barao De Antonin,samambaial,baraodeantonin
Samambaia,S,RSTP,SAO PAULO,Valinhos,samambaia,valinhos
Samambaia,P,PPL,SAO PAULO,Barao De Antonin,samambaia,baraodeantonin
Samambaia,P,PPL,SAO PAULO,Elias Fausto,samambaia,eliasfausto
Samambaia,P,PPL,MINAS GERAIS,NEPOMUCENO,samambaia,nepomuceno
Salto Grande do Paranapanema,P,PPL,SAO PAULO,Salto Grande,saltograndedoparanapanema,saltogrande
Salto Grande,P,PPL,SAO PAULO,Salto Grande,saltogrande,saltogrande
Salto do Itu,P,PPL,SAO PAULO,Salto,saltodoitu,salto
Salto do Itarare,P,PPL,SAO PAULO,Barao De Antonin,saltodoitarare,baraodeantonin
Salto do Avanhandava,P,PPL,SAO PAULO,Barbosa,saltodoavanhandava,barbosa
Salto de Pirapora,P,PPL,SAO PAULO,Salto Do Pirapor,saltodepirapora,saltodopirapor
Salto de Cima,P,PPL,SAO PAULO,Joanopolis,saltodecima,joanopolis
Salto de Bota,P,PPL,SAO PAULO,Brotas,saltodebota,brotas
Salto de Avanhandava,S,PS,SAO PAULO,Jose Bonifacio,saltodeavanhandava,josebonifacio
Salto Alegre,P,PPL,SAO PAULO,Sao Jose Da Bela,saltoalegre,saojosedabela
Rio do Salto,H,STM,PARANA,Guarapuava,riodosalto,guarapuava
Rio do Salto,H,STM,PARANA,Indianopolis,riodosalto,indianopolis
Ribeirao do Salto,H,STM,PARANA,Indianopolis,ribeiraodosalto,indianopolis
Salto,S,RSTN,MINAS GERAIS,CARMO D'CACHOEI,salto,carmodcachoei
Salto,P,PPL,SAO PAULO,Salto,salto,salto
Salto,P,PPL,RIO DE JANEIRO,RESENDE (Hidro.),salto,resendehidro
Salto,P,PPL,SAO PAULO,Descalvado,salto,descalvado
Salto,P,PPL,MINAS GERAIS,CAPITOLIO,salto,capitolio
Ribeirao Saltinho,H,STM,PARANA,Rondon,ribeiraosaltinho,rondon
Ribeirao Saltinho,H,STM,SAO PAULO,Maraba Paulista,ribeiraosaltinho,marabapaulista
Arroio Saltinho,H,STM,PARANA,Rondon,arroiosaltinho,rondon
Saltinho,P,PPL,SAO PAULO,Rio Das Pedras,saltinho,riodaspedras
Corrego do Saltador,H,STM,MINAS GERAIS,SAO FCO DE S.,corregodosaltador,saofcodes
Salmourao,P,PPL,SAO PAULO,Salmourao,salmourao,salmourao
Salmorao,P,PPL,SAO PAULO,Salmourao,salmorao,salmourao
Sallesopolis,P,PPL,SAO PAULO,Salesopolis,sallesopolis,salesopolis
Salles de Oliveira,P,PPL,SAO PAULO,Sales Oliveira,sallesdeoliveira,salesoliveira
Ilha do Salitre,T,ISL,MINAS GERAIS,FRUTAL,ilhadosalitre,frutal
Ribeirao Salgado,H,STM,SAO PAULO,Nuporanga,ribeiraosalgado,nuporanga
Salesopolis,P,PPL,SAO PAULO,Salesopolis,salesopolis,salesopolis
Sales Oliveira,P,PPL,SAO PAULO,Sales Oliveira,salesoliveira,salesoliveira
Sales,P,PPL,SAO PAULO,Tapirai,sales,tapirai
Sales,P,PPL,SAO PAULO,Sales,sales,sales
Saint Martin,S,RSTN,SAO PAULO,Aracatuba,saintmartin,aracatuba
Ponta do Sai,T,PT,,,pontadosai,
Sagres,P,PPL,SAO PAULO,Sagres,sagres,sagres
Safira,S,RSTP,MATO GROSSO DO SUL,TRES LAGOAS,safira,treslagoas
Ilha Sa e Faria,T,ISL,MATO GROSSO DO SUL,BRASILANDIA,ilhasaefaria,brasilandia
Ilha Sa de Faria,T,ISL,MATO GROSSO DO SUL,BRASILANDIA,ilhasadefaria,brasilandia
Sacuri,S,RSTP,SAO PAULO,Sao Simao,sacuri,saosimao
Sacramento,S,RSTN,SAO PAULO,Rifaina,sacramento,rifaina
Sacramento,P,PPL,MINAS GERAIS,SACRAMENTO,sacramento,sacramento
Ponta do Saco Grande,T,PT,,,pontadosacogrande,
Saco Fundo,P,PPL,SAO PAULO,Batatais,sacofundo,batatais
Saco,P,PPL,MINAS GERAIS,FORMIGA,saco,formiga
Rio Sacavao,H,STM,PARANA,Rio Branco do Su,riosacavao,riobrancodosu
Sabugueiro,P,PPL,PARANA,Reserva,sabugueiro,reserva
Sabugueiro,P,PPL,PARANA,Ivaipora,sabugueiro,ivaipora
Saboo,P,PPLX,SAO PAULO,Sao vicente,saboo,saovicente
Sabino,P,PPL,SAO PAULO,Sabino,sabino,sabino
Sabauna,P,PPL,SAO PAULO,Guararema,sabauna,guararema
Sabaudia,P,PPL,PARANA,Sabaudia,sabaudia,sabaudia
Rio do Sabao,H,STM,PARANA,Tibaji,riodosabao,tibaji
Rutilo,S,RSTN,MINAS GERAIS,BOM JARDIM D'MI,rutilo,bomjardimdmi
Ilha Ruru,T,ISL,MATO GROSSO DO SUL,BATAGUASSU,ilharuru,bataguassu
Ribeirao do Rumo,H,STM,PARANA,Ibaiti,ribeiraodorumo,ibaiti
Ribeirao da Ruivinha,H,STM,MINAS GERAIS,ITURAMA,ribeiraodaruivinha,iturama
Ruilandia,P,PPL,SAO PAULO,Mirassol,ruilandia,mirassol
Rui Barbosa,P,PPL,SAO PAULO,Mirassol,ruibarbosa,mirassol
Rubineia,P,PPL,MATO GROSSO DO SUL,APARECIDA DO TAB,rubineia,aparecidadotab
Rubiao Junior,S,RSTN,SAO PAULO,Botucatu,rubiaojunior,botucatu
Rubiacea,P,PPL,SAO PAULO,Rubiacea,rubiacea,rubiacea
Roteiro,P,PPL,SAO PAULO,Guaracai,roteiro,guaracai
Rosetinha,P,PPL,MINAS GERAIS,WENCESLAU BRAZ,rosetinha,wenceslaubraz
Roseira Velha,P,PPL,SAO PAULO,Aparecida,roseiravelha,aparecida
Roseiras,P,PPL,MINAS GERAIS,EXTREMA,roseiras,extrema
Roseiral,P,PPL,SAO PAULO,Aparecida,roseiral,aparecida
Roseira,P,PPL,PARANA,Campina Grande d,roseira,campinagranded
Roseira,P,PPL,PARANA,Jatazinho,roseira,jatazinho
Roseira,P,PPL,SAO PAULO,Aparecida,roseira,aparecida
Roseira,P,PPL,MINAS GERAIS,MONTE SANO DE M,roseira,montesanodem
Morro da Rosca,T,HLL,MINAS GERAIS,SAO SEBASTIAO DO,morrodarosca,saosebastiaodo
Rosas,S,RSTN,MINAS GERAIS,LAVRAS,rosas,lavras
Rosas,P,PPL,SAO PAULO,Amparo,rosas,amparo
Rosas,P,PPL,SAO PAULO,Sto. Antonio Do,rosas,stoantoniodo
Rosas,P,PPL,MINAS GERAIS,STO ANTONIO DO M,rosas,stoantoniodom
Ribeirao do Rosario,H,STM,SAO PAULO,Barretos,ribeiraodorosario,barretos
Rosario,P,PPL,MINAS GERAIS,ITUMIRIM,rosario,itumirim
Rosaria,P,PPL,SAO PAULO,Tapiratiba,rosaria,tapiratiba
Rosaria,P,PPL,MINAS GERAIS,ITUMIRIM,rosaria,itumirim
Rosalina,P,PPL,SAO PAULO,Urania,rosalina,urania
Rosalia,P,PPL,SAO PAULO,Marilia,rosalia,marilia
Roque Sousa Dias,P,PPL,MINAS GERAIS,ALFENAS,roquesousadias,alfenas
Rio do Roque,H,STM,SAO PAULO,Peruibe,riodoroque,peruibe
Ribeirao do Roque,H,STM,SAO PAULO,Piracununga,ribeiraodoroque,piracununga
Estaeao Roosevelt,S,RSTN,SAO PAULO,Sao Paulo,estaeaoroosevelt,saopaulo
Ribeirao Rondon,H,STM,PARANA,Centenario do Su,ribeiraorondon,centenariodosu
Rondon,P,PPL,PARANA,Rondon,rondon,rondon
Rondinha,S,RSTN,SAO PAULO,Itapeva,rondinha,itapeva
Roncador,P,PPL,PARANA,Roncador,roncador,roncador
Roncador,P,PPL,MINAS GERAIS,DIVINOPOLIS,roncador,divinopolis
Ponta Rombuda,T,PT,,,pontarombuda,
Rolandia,P,PPL,PARANA,Rolandia,rolandia,rolandia
Rodrigada,P,PPL,SAO PAULO,Leme,rodrigada,leme
Rodovalho,S,RSTN,SAO PAULO,Mairinque,rodovalho,mairinque
Rio Rodomona,H,STM,PARANA,Jaguaraiva,riorodomona,jaguaraiva
Morro da Rocinha,T,HLL,MINAS GERAIS,SAO SEBASTIAO DO,morrodarocinha,saosebastiaodo
Corrego da Rocinha,H,STM,MINAS GERAIS,PIRAJUBA,corregodarocinha,pirajuba
Rocinha,P,PPL,PARANA,Guaraniacu,rocinha,guaraniacu
Rocinha,P,PPL,SAO PAULO,Vinhedo,rocinha,vinhedo
Rocinha,P,PPL,SAO PAULO,Charqueada,rocinha,charqueada
Rio do Rocha,H,STM,SAO PAULO,Ribeira,riodorocha,ribeira
Ribeirao do Rocha,H,STM,SAO PAULO,Ribeira,ribeiraodorocha,ribeira
Lagoa do Rocha,H,LK,SAO PAULO,Casa Branca,lagoadorocha,casabranca
Rocha,P,PPL,MINAS GERAIS,FAMA,rocha,fama
Ponta da Roeada,T,PT,,,pontadaroeada,
Ilha do Roberto,T,ISL,SAO PAULO,Miguelopolis,ilhadoroberto,miguelopolis
Roberto,P,PPL,SAO PAULO,Pindorama,roberto,pindorama
Ripas,S,RSTP,MINAS GERAIS,S.GONCALO D'PAR,ripas,sgoncalodpar
Ripa,S,RSTP,MINAS GERAIS,S.GONCALO D'PAR,ripa,sgoncalodpar
Ilha do Rio Verde,T,ISL,MATO GROSSO DO SUL,BRASILANDIA,ilhadorioverde,brasilandia
Rio Verde,S,RSTP,SAO PAULO,Itabera,rioverde,itabera
Rio Turvo,P,PPL,SAO PAULO,Santa Cruz Do Ri,rioturvo,santacruzdori
Represa do Rio Sorocaba,H,RSV,SAO PAULO,Ibuina,represadoriosorocaba,ibuina
Rio Quinze,P,PPL,PARANA,Pitanga,rioquinze,pitanga
Rio Preto,P,PPL,PARANA,Tibaji,riopreto,tibaji
Rio Preto,P,PPL,SAO PAULO,Sto. Antonio Do,riopreto,stoantoniodo
Rio Preto,P,PPL,SAO PAULO,Ribeirao Preto,riopreto,ribeiraopreto
Rio Preto,P,PPL,SAO PAULO,Sao Jose do Rio,riopreto,saojosedorio
Canal do Rio Pinheiros,H,STM,SAO PAULO,Sao Paulo,canaldoriopinheiros,saopaulo
Reservatorio do Rio Pereque,H,RSV,SAO PAULO,Sao Bernardo do,reservatoriodoriopereque,saobernardodo
Rio Pequeno,H,RSV,SAO PAULO,Sao Bernardo do,riopequeno,saobernardodo
Rio Pequeno,P,PPL,PARANA,Antonina,riopequeno,antonina
Rio Pardo,S,RSTP,SAO PAULO,Serra Azul,riopardo,serraazul
Rio Novo,P,PPL,PARANA,Reserva,rionovo,reserva
Rio Manso,P,PPL,SAO PAULO,Natividade Da Se,riomanso,natividadedase
Rio Manso,P,PPL,MINAS GERAIS,MARIA DA FE,riomanso,mariadafe
Rio Manso,P,PPL,MINAS GERAIS,RIO MANSO,riomanso,riomanso
Riolandia,P,PPL,SAO PAULO,Riolandia,riolandia,riolandia
Rio Grande da Serra,P,PPL,SAO PAULO,Cubatao,riograndedaserra,cubatao
Reservatorio do Rio Grande,H,RSV,SAO PAULO,Sao Bernardo do,reservatoriodoriogrande,saobernardodo
Represa do Rio Grande,H,RSV,SAO PAULO,Sao Bernardo do,represadoriogrande,saobernardodo
Canal do Rio Grande,H,STM,SAO PAULO,Parelheiros,canaldoriogrande,parelheiros
Rio do Tigre,P,PPL,PARANA,Candido de Abreu,riodotigre,candidodeabreu
Rio do Pinhal,P,PPL,PARANA,Quatro Barras,riodopinhal,quatrobarras
Serrinha do Rio do Peixe,T,HLL,SAO PAULO,Bofete,serrinhadoriodopeixe,bofete
Rio do Peixe,P,PPL,MINAS GERAIS,PIRACEMA,riodopeixe,piracema
Rio do Meio,P,PPL,PARANA,Quatro Barras,riodomeio,quatrobarras
Rio da Varzea,P,PPL,SAO PAULO,Ribeira,riodavarzea,ribeira
Reservatorio do Rio das Pedras,H,RSV,SAO PAULO,Sao Bernardo do,reservatoriodoriodaspedras,saobernardodo
Rio das Pedras,P,PPL,SAO PAULO,Rio Das Pedras,riodaspedras,riodaspedras
Rio das Pedras,P,PPL,SAO PAULO,Mogi Guacu,riodaspedras,mogiguacu
Rio das Mortes,P,PPL,MINAS GERAIS,SAO JOAO DEL RE,riodasmortes,saojoaodelre
Rio das Almas,P,PPL,PARANA,Texeira Soares,riodasalmas,texeirasoares
Represa do Rio Claro,H,RSV,SAO PAULO,Santos,represadorioclaro,santos
Rio Claro,P,PPL,PARANA,Eng. Beltrao,rioclaro,engbeltrao
Rio Claro,P,PPL,MINAS GERAIS,DELFIM MOREIRA,rioclaro,delfimmoreira
Rio Claro,P,PPL,SAO PAULO,Rio Claro,rioclaro,rioclaro
Rio Cinzas,P,PPL,PARANA,Jundiai do Sul,riocinzas,jundiaidosul
Rio Branco do Sul,P,PPL,PARANA,Rio Branco do Su,riobrancodosul,riobrancodosu
Corredeira Rio Branco,H,RPDS,PARANA,Ivaipora,corredeirariobranco,ivaipora
Rio Branco,S,RSTN,MATO GROSSO DO SUL,TRES LAGOAS,riobranco,treslagoas
Rio Branco,P,PPL,PARANA,Rio Branco do Su,riobranco,riobrancodosu
Rio Branco,P,PPL,PARANA,Grandes Rios,riobranco,grandesrios
Rio Bonito,P,PPL,PARANA,Guarapuava,riobonito,guarapuava
Rio Bonito,P,PPL,PARANA,Iretama,riobonito,iretama
Rio Bonito,P,PPL,PARANA,Ivaipora,riobonito,ivaipora
Rio Bom,P,PPL,PARANA,Rio Bom,riobom,riobom
Rio Afonsos,P,PPL,SAO PAULO,Sao Luis Do Para,rioafonsos,saoluisdopara
Rio Afonso,P,PPL,SAO PAULO,Sao Luis Do Para,rioafonso,saoluisdopara
Rio Acima,P,PPL,SAO PAULO,Tapirai,rioacima,tapirai
Serrinha do Rio,T,HLL,SAO PAULO,Bofete,serrinhadorio,bofete
Rinopolis,P,PPL,SAO PAULO,Rinopolis,rinopolis,rinopolis
Rincao,P,PPL,SAO PAULO,Rincao,rincao,rincao
Rincao,P,PPL,MINAS GERAIS,TAPIRAI,rincao,tapirai
Ribeirao Rifaina,H,STM,SAO PAULO,Rifaina,ribeiraorifaina,rifaina
Rifaina,P,PPL,SAO PAULO,Pedregulho,rifaina,pedregulho
Corrego Rico,H,STM,SAO PAULO,Jabuticabal,corregorico,jabuticabal
Ribeiros de Cima,P,PPL,MINAS GERAIS,CARMO DO CAJURU,ribeirosdecima,carmodocajuru
Ribeiros de Baixo,P,PPL,MINAS GERAIS,CARMO DO CAJURU,ribeirosdebaixo,carmodocajuru
Ribeiros,P,PPL,MINAS GERAIS,S.GONC.DO SAPUC,ribeiros,sgoncdosapuc
Ribeiropolis,P,PPL,SAO PAULO,Taguai,ribeiropolis,taguai
Ribeiro do Vale,S,RSTN,SAO PAULO,Sao Jose Do Rio,ribeirodovale,saojosedorio
Ribeiro do Vale,P,PPL,SAO PAULO,Guararapes,ribeirodovale,guararapes
Ribeiro dos Santos,P,PPL,SAO PAULO,Olimpia,ribeirodossantos,olimpia
Ribeirao do Ribeiro,H,STM,PARANA,Alvorada do Sul,ribeiraodoribeiro,alvoradadosul
Ribeiro,S,RSTN,MINAS GERAIS,CARMO DE MINAS,ribeiro,carmodeminas
Ribeiro,P,PPL,MINAS GERAIS,S.GONC.DO SAPUC,ribeiro,sgoncdosapuc
Rio Ribeirinha,H,STM,PARANA,Rio Branco do Su,rioribeirinha,riobrancodosu
