id,grupo,familia,genero,epiteto_especifico,especie,autor_nome_cient,nivel_taxonomico,subespecie,autor_subesp,variedade,autor_varied,sinonimia,fonte_sinonimia,observacao_nomenclatural,nome_instituicao,herbario_origem,tombo_herbario_origem,cod_barras_herbario_origem,duplicata,herbario_receptor,tombo_herbario_receptor,cod_barras_herbario_receptor,registro_duplicado,nome_coletor_original,nome_coletor_padronizado,numero_coletor,ano_coleta,mes_coleta,dia_coleta,estado,county,localidade.x,obs_loc_patricia,verbatim_locality.x,long_original_base,lat_original_base,verbatim_longitude,verbatim_latitude,sist_coord_original,datum_original,altitude,determinador_original,determinador_padronizado,ano_determinacao,mes_determinacao,dia_determinacao,observacoes,tipo_veg_habitat,tipo_veg_padronizado,fonte_dados,planta_cultivada,especie_1,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_mpo_sp,identificador_do_registro_da_base_original,data_de_det_da_base_original,presenca_terr_20_original,presenca_terr_20_revisada,presenca_munic_county_terr_20,presenca_munic_municipality_terr_20,presenca_terr_20,pan,nome_pan,uc_federal,nome_uc_federal,uc_estadual,nome_uc_estadual,uc_municipal,nome_uc_municipal,obs_localidade,obs_localidade_1,obs_localidade_2,nome_coletor_padronizado2,hcl_nome_coletor_padronizado2,nome_coletor_padronizado3,numero_coletor_padronizado1,hcl_numero_coletor_padronizado1,cd_mun,nm_mun,sigla_uf,etiqueta,nota_etiqueta,status_dupl,which_dupl,obs_hcl,municipio_final,lat_original,long_original,verbatim_locality.y,municipio_padronizado_final,situacao_coordenada_2,localidade.y,observacao_localidade,municipio_leo,categoria,herbario_origem_boa,etiqueta_duplicaDO,etiqueta_duplicaTA,duplicados,lat_corrigida,long_corrigida,coordenada_original_boa,situacao_coordenada,nome_uc,categoria_final,mPRf,T20,no_data
1723,Angiospermas,Apiaceae,Apium,prostratum,Apium prostratum,Labill. ex Vent.,especie,NA,NA,NA,NA,Apium prostratum,FB2020,NA,USP,SPF,148524,NA,NA,NA,NA,NA,NA,"Gehrt, A",NA,s.n.,1920,11,4,São Paulo,NA,Ilha da Queimada Grande.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrêa, IP","Corrêa, I.P.",NA,NA,NA,NA,NA,NA,gbif,NA,Apium prostratum,NA,NA,NA,NA,NA,NA,BRA:USP:SPF:148524,1996-11-01T00:00:00Z,0,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gehrt, A.",NA,NA,s.n.,NA,NA,NA,NA,"apium prostratumgehrt, a.s.n.1920",registro_sem_numero_coletor,DUPL,NA,NA,NA,NA,NA,NA,NA,CA,Ilha da Queimada Grande.,NA,NA,NA,SPF,"apium prostratumgehrt, a.s.n.1920","apium prostratumgehrt, a.s.n.1920spf",1723/36381,NA,NA,NA,NA,NA,1,NA,FICA_ETIQUETA_DUPLICADO_IN_T20,data
36381,Angiospermas,Apiaceae,Apium,prostratum,Apium prostratum,Labill. ex Vent.,especie,NA,NA,NA,NA,Apium prostratum,FB2020,NA,USP,SPF,148524,SPF00148524,NA,NA,NA,NA,NA,"Gehrt, A",NA,s.n.,1920,11,4,São Paulo,NA,Ilha da Queimada Grande.,NA,NA,-469900016784668,-243199996948242,NA,NA,graus decimais,NA,NA,"Corrêa, IP","Corrêa, I.P.",1996,11,NA,NA,NA,NA,splink,NAO,Apium prostratum,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gehrt, A.",NA,NA,s.n.,NA,3537602,Peruíbe,SP,"apium prostratumgehrt, a.s.n.1920",registro_sem_numero_coletor,DUPL,this,NA,Peruíbe,-24.3199996948242,-46.9900016784668,NA,Peruíbe,CO,Ilha da Queimada Grande.,NA,Peruíbe,NA,SPF,"apium prostratumgehrt, a.s.n.1920","apium prostratumgehrt, a.s.n.1920spf",1723/36381,NA,NA,NA,NA,NA,1,Peruíbe,FICA_ETIQUETA_DUPLICADO_IN_T20,data
1722,Angiospermas,Apiaceae,Apium,prostratum,Apium prostratum,Labill. ex Vent.,especie,NA,NA,NA,NA,Apium prostratum,FB2020,NA,MO,MO,3321533,NA,NA,NA,NA,NA,NA,Moysés Kuhlmann,NA,Kuhlmann s.n.,1940,12,20,São Paulo,NA,Guarujá-Santos.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I.P. Correa,"Correa, I.P.",NA,NA,NA,NA,NA,NA,gbif,NA,Apium prostratum,NA,NA,NA,NA,NA,NA,urn:catalog:MO:Tropicos:3321533,1996-01-01T00:00:00Z,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhlmann, M.",NA,NA,s.n.,NA,NA,NA,NA,"apium prostratumkuhlmann, m.s.n.1940",registro_sem_numero_coletor,DUPL,NA,NA,Guarujá,NA,NA,NA,"Arujá,Santos",CA,Guarujá-Santos.,NA,NA,NA,MO,"apium prostratumkuhlmann, m.s.n.1940","apium prostratumkuhlmann, m.s.n.1940mo",1722/36379,NA,NA,NA,NA,NA,3,Guarujá,SAI_ETIQUETA_DUPLICADO_OUT_T20,data
36379,Angiospermas,Apiaceae,Apium,prostratum,Apium prostratum,Labill. ex Vent.,especie,NA,NA,NA,NA,Apium prostratum,FB2020,NA,MO,MOBOT,3321533,NA,NA,NA,NA,NA,NA,Moysés Kuhlmann,NA,Kuhlmann s.n.,1940,12,20,São Paulo,NA,Guarujá-Santos.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I.P. Correa,"Correa, I.P.",NA,NA,NA,NA,NA,NA,splink,NA,Apium prostratum,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhlmann, M.",NA,NA,s.n.,NA,NA,NA,NA,"apium prostratumkuhlmann, m.s.n.1940",registro_sem_numero_coletor,DUPL,NA,NA,Guarujá,NA,NA,NA,"Arujá,Santos",CA,Guarujá-Santos.,NA,NA,NA,MO,"apium prostratumkuhlmann, m.s.n.1940","apium prostratumkuhlmann, m.s.n.1940mo",1722/36379,NA,NA,NA,NA,NA,3,Guarujá,SAI_ETIQUETA_DUPLICADO_OUT_T20,data
34001,Angiospermas,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Sweet,especie,NA,NA,NA,NA,Brugmansia suaveolens,FB2020,NA,US,Botany,273018,NA,NA,NA,NA,NA,NA,A. Severin & A. Regnell,NA,8,1873,8,26,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,NA,Brugmansia suaveolens,NA,NA,NA,NA,NA,NA,http://n2t.net/ark:/65665/358fab93d-5f16-400d-904a-d85591a4fbca,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Severin, A.; Regnell, A.",NA,NA,8,NA,NA,NA,NA,"brugmansia suaveolensseverin, a.; regnell, a.81873",NA,DUPL,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,NA,US,"brugmansia suaveolensseverin, a.; regnell, a.81873","brugmansia suaveolensseverin, a.; regnell, a.81873us",34001/68350,NA,NA,NA,NA,NA,2,NA,SAI_ETIQUETA_DUPLICADO_OUT_T20,no_data
68350,Angiospermas,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Sweet,especie,NA,NA,NA,NA,Brugmansia suaveolens,FB2020,NA,US,US,273018,US02842693,NA,NA,NA,NA,NA,A. Severin & A. Regnell,NA,8,1873,8,26,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,splink,NA,Brugmansia suaveolens,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Severin, A.; Regnell, A.",NA,NA,8,NA,NA,NA,NA,"brugmansia suaveolensseverin, a.; regnell, a.81873",NA,DUPL,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,NA,US,"brugmansia suaveolensseverin, a.; regnell, a.81873","brugmansia suaveolensseverin, a.; regnell, a.81873us",34001/68350,NA,NA,NA,NA,NA,2,NA,SAI_ETIQUETA_DUPLICADO_OUT_T20,no_data
33933,Angiospermas,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Sweet,especie,NA,NA,NA,NA,Brugmansia suaveolens,FB2020,NA,IF,SPSF,26781,NA,NA,NA,NA,NA,NA,A.C.Pereira,NA,NA,1991,10,31,São Paulo,NA,viveiro Manequinho Lopes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COLETA: XLS: SPSFAntigo;,NA,NA,gbif,NA,Brugmansia suaveolens,NA,NA,NA,NA,NA,NA,BRA:IF:SPSF:26781,NA,0,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pereira, A.C.",NA,NA,s.n.,NA,NA,NA,NA,"brugmansia suaveolenspereira, a.c.s.n.1991",registro_sem_numero_coletor,DUPL,NA,NA,NA,NA,NA,NA,NA,CA,viveiro Manequinho Lopes,NA,NA,NA,SPSF,"brugmansia suaveolenspereira, a.c.s.n.1991","brugmansia suaveolenspereira, a.c.s.n.1991spsf",33933/68384,NA,NA,NA,NA,NA,1,NA,FICA_ETIQUETA_DUPLICADO_IN_T20,data
68384,Angiospermas,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Sweet,especie,NA,NA,NA,NA,Brugmansia suaveolens,FB2020,NA,IF,SPSF,26781,NA,NA,NA,NA,NA,NA,A.C.Pereira,NA,NA,1991,10,31,São Paulo,NA,viveiro Manequinho Lopes,NA,NA,-466300010681152,-235400009155273,NA,NA,graus decimais,NA,NA,NA,NA,NA,NA,NA,COLETA: XLS: SPSFAntigo;,NA,NA,splink,NAO,Brugmansia suaveolens,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pereira, A.C.",NA,NA,s.n.,NA,3550308,São Paulo,SP,"brugmansia suaveolenspereira, a.c.s.n.1991",registro_sem_numero_coletor,DUPL,this,NA,São Paulo,-23.5400009155273,-46.6300010681152,NA,São Paulo,CO,viveiro Manequinho Lopes,NA,São Paulo,NA,SPSF,"brugmansia suaveolenspereira, a.c.s.n.1991","brugmansia suaveolenspereira, a.c.s.n.1991spsf",33933/68384,NA,NA,NA,NA,NA,1,São Paulo,FICA_ETIQUETA_DUPLICADO_IN_T20,data
33904,Angiospermas,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Sweet,especie,NA,NA,NA,NA,Brugmansia suaveolens,FB2020,NA,USP,SPF,199288,NA,NA,NA,NA,NA,NA,"Akisue, G",NA,30,2009,9,18,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akisue, G","Akisue, G.",NA,NA,NA,NA,NA,NA,gbif,NA,Brugmansia suaveolens,NA,NA,NA,NA,NA,NA,BRA:USP:SPF:199288,2009-01-01T00:00:00Z,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akisue, G.",NA,NA,30,NA,NA,NA,NA,"brugmansia suaveolensakisue, g.302009",NA,DUPL,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,NA,SPF,"brugmansia suaveolensakisue, g.302009","brugmansia suaveolensakisue, g.302009spf",33904/68361,NA,NA,NA,NA,NA,1,NA,FICA_ETIQUETA_DUPLICADO_IN_T20,no_data
68361,Angiospermas,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Sweet,especie,NA,NA,NA,NA,Brugmansia suaveolens,FB2020,NA,USP,SPF,199288,SPF00199288,NA,NA,NA,NA,NA,"Akisue, G",NA,30,2009,9,18,São Paulo,NA,NA,NA,NA,-474199981689453,-237099990844727,NA,NA,graus decimais,NA,NA,"Akisue, G","Akisue, G.",2009,NA,NA,NA,NA,NA,splink,NAO,Brugmansia suaveolens,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akisue, G.",NA,NA,30,NA,3537800,Piedade,SP,"brugmansia suaveolensakisue, g.302009",NA,DUPL,this,NA,Piedade,-23.7099990844727,-47.4199981689453,NA,Piedade,CO,NA,NA,Piedade,NA,SPF,"brugmansia suaveolensakisue, g.302009","brugmansia suaveolensakisue, g.302009spf",33904/68361,NA,NA,NA,NA,NA,1,Piedade,FICA_ETIQUETA_DUPLICADO_IN_T20,data
