"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","class","individualCount","fieldNumber","typeStatus"
"13","2021-03-31 13:41:39-03","MN","R","158814","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Brack, P.","Reitz, R.; Klein, R.M.","11729","1962","01","08",NA,"Brasil","Santa Catarina","Caçador",NA,"-51.0149993896484","-26.7752990722656","800","800",NA,"Plantas de Santa Catarina",NA,NA,"1987","10",NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:41:39-03","MN","R","158819","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Brack, P.","Reitz, R.; Klein, R.M.","14878","1963","04","14",NA,"Brasil","Santa Catarina","Lajes",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"Plantas de Santa Catarina",NA,NA,"1987","10",NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-31 13:41:39-03","MN","R","158817","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Brack, P.","Reitz, R.; Klein, R.M.","6207","1958","01","13",NA,"Brasil","Santa Catarina","Corupá","Corrêa","-49.2430992126465","-26.4253005981445","600","600",NA,"Plantas de Santa Catarina",NA,NA,"1987","10",NA,"23917","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:41:39-03","MN","R","158820","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Brack, P.","Reitz, R.; Klein, R.M.","13930","1962","10","30",NA,"Brasil","Santa Catarina","Lajes","Encruzilhada","-50.326099395752","-27.8160991668701","900","900",NA,"Plantas de Santa Catarina",NA,NA,"1987","10",NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-19 08:08:27-03","FPS","FPS","2173","MachineObservation","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Cabral, F.S.","Schwirkowski, P.","1647","2016","03","12",NA,"Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.054899","-26.224838",NA,NA,NA,NA,"FPS02173,FURB49715","FPS02173_v01 FPS02173_v02 FPS02173_v03 FPS02173_v04 FURB49715","2017","03","14",NA,NA,"-49.054899","-26.224838","voucher","FURB 49715",NA,NA,NA,NA
"18","2019-02-15 11:51:37-02","IPA","IPA","32212","S","Plantae","Plantae",NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Smith, L.B.","Smith, L.B.; Reitz, R.; Reitz, R.","14385","1965","06","01","Southern America","Brasil","Santa Catarina","São Joaquim","Carrapichinho, 22 km southwest of São Joaquim.","-50.016667","-28.416667","1000","1100",NA,"Mixed forest, and ruderal.","IPA0032212",NA,NA,NA,NA,NA,NA,"-50.016667","-28.416667",NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:33:54-03","IAP","PACA-AGP","95372","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","M. Sobral","Zaremba, R.",NA,"1997","12","16",NA,"Brasil","RS","São Francisco de Paula","A1, FLONA","-50.5835990905762","-29.4480991363525","912","912",NA,"HASU 11958&nf;c/ + ou - 15 cm de altura Habitat: interior de mata Fenofase: flores brancas Hábito: erva","PACA095372",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"20","2019-08-27 13:33:54-03","IAP","PACA-AGP","85315","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","R. Zaremba & C. A. Mondin","R. Zaremba","187","1998","05","06",NA,"Brasil","RS","São Francisco de Paula","Flona- no interior da mata.","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Altura de 25 cm. Hábito: erva","PACA085315",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"21","2021-03-01 16:42:34-03","UNICAMP","UEC","81745","S","Plantae","Magnoliopsida",NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Jarenkow, JA","Jarenkow, JA; Waechter, JL","1804","1990","11","06",NA,"Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,"erva sobre rocha, entre leito de riacho e Mata Atlântica de Encosta. Flores verdosas, com estames brancos.","UEC088215",NA,"1993","04",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-04 13:19:46-03","UDESC","LUSC","7865","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Funez, L.A.","Funez, L.A.","1111","2012","10","15",NA,"Brasil","Santa Catarina","Rodeio","Morro do Ipiranga.","-49.3664016723633","-26.9228000640869",NA,NA,NA,NA,"LUSC001538","LUSC001538",NA,NA,NA,"13874","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-16 09:41:29-03","PUCRS","MPUC","12788","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","J.F. Soares",NA,NA,"2005","01","01","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"2019","08","01",NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","1",NA,NA
"24","2019-01-17 11:27:00-02","PUCRS","MPUC","9821","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Equipe do Projeto",NA,NA,"2000","11","25","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"2006","01","01",NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","1",NA,NA
"25","2019-01-17 11:27:00-02","PUCRS","MPUC","9931","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","N.I. Matzenbacher",NA,NA,"2000","11","25","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","1",NA,NA
"26","2019-01-17 11:27:00-02","PUCRS","MPUC","12786","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","C.A. Mondin",NA,NA,"2005","02","24","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"2005","01","01",NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","1",NA,NA
"27","2021-01-28 13:24:38-03","PUCRS","MPUC","19827","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","J.F. Soares",NA,NA,"2009","01","04","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata, na sede, próximo ao açude","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Na trilha do açude, local sombreado.",NA,NA,"2019","08","01","76715","auto",NA,NA,NA,NA,"Magnoliopsida","1","3287",NA
"28","2020-08-26 15:09:48-03","PUCRS","MPUC","21190","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","C.F. Jurinitz",NA,NA,"2015","10","24","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata, trilha da Serraria","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Na borda da trilha",NA,NA,"2015","10","24","76715","auto",NA,NA,NA,NA,"Magnoliopsida","1","346",NA
"29","2019-01-17 11:27:00-02","PUCRS","MPUC","10064","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Equipe do Projeto",NA,NA,"2001","01","28","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","1",NA,NA
"30","2019-01-17 11:27:00-02","PUCRS","MPUC","10065","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","N.I. Matzenbacher",NA,NA,"2000","11","25","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","1",NA,NA
"31","2019-01-17 11:27:00-02","PUCRS","MPUC","17122","S","Plantae",NA,"Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","P.J.S. Silva Filho",NA,NA,"2012","03","04","South America","Brasil","RS","Jaquirana",".","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,NA,NA,"2012","01","01","31282","auto",NA,NA,NA,NA,"Magnoliopsida","1","1695",NA
"32","2020-10-14 10:06:59-03","FURB","FURB","46926","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Oliveira, A.A. de","2046","2015","03","06",NA,"Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.9408333","-26.4616667","1143","1143",NA,NA,"FURB45180","FURB45180","2017","03","14",NA,NA,"-50.9408333","-26.4616667",NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:06:59-03","FURB","FURB","13140","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Sobral, M","Verdi, M.; Gasper, A.L. de","2642","2009","04","27",NA,"Brasil","Santa Catarina","Urubici","Xaxim.","-49.5911111","-28.0825","1407","1407",NA,"Florística IFFSC 165(Epífita) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: epífita de xaxim; flor botão floral branco","FURB45136","FURB45136","2009","07","17",NA,NA,"-49.5911111","-28.0825000",NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:06:59-03","FURB","FURB","13278","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2115","2009","04","06",NA,"Brasil","Santa Catarina","Urubici","Serra do Corvo Branco (Parque Nacional de São Joaquim).","-49.37","-28.0577778","1299","1299",NA,"Coleta Extra IFFSC Habitat: Campos naturais e turfosos; Habito: herbácea;","FURB27874","FURB27874 FURB27874_2","2009","07","17",NA,NA,"-49.3700000","-28.0577778",NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:06:59-03","FURB","FURB","13410","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1920","2009","04","03",NA,"Brasil","Santa Catarina","Urubici","Campo dos Padres.","-49.4122222","-27.9922222","1482","1482",NA,"Florística IFFSC 192(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: herbácea;","FURB03682","FURB03682","2009","07","17",NA,NA,"-49.4122222","-27.9922222",NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:06:59-03","FURB","FURB","13465","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1998","2009","04","23",NA,"Brasil","Santa Catarina","Urubici",NA,"-49.4066667","-28.0802778","1139","1139",NA,"Florística IFFSC 167(Erva Terrícola) Habitat: Floresta nebular e campos naturais; Estágio Avançado Habito: epífita e terricola;","FURB45134","FURB45134","2009","07",NA,NA,NA,"-49.4066667","-28.0802778",NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:06:59-03","FURB","FURB","27186","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Korte, A.; Kniess, A.","1914","2010","02","22",NA,"Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","786","786",NA,"Florística IFFSC 681 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor verde","FURB45182","FURB45182","2017","03","14",NA,NA,"-50.2202778","-26.9100000",NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:06:59-03","FURB","FURB","31837","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Vieira, F.C.S.; Carvalho, R.J. de; Pellens, G.C. & Tomporowisky, H.","2258","2010","06","25",NA,"Brasil","Santa Catarina","Garuva","Estrada Bonita, Rio Bonito.","-48.9597222","-26.0994444","800","800",NA,"Florística IFFSC 1066 (Rupícola) Habitat: Floresta Ombrófila Densa Montana; Estágio Primário; rupícola Habito: erva terrícola;","FURB45178","FURB45178","2017","03","14",NA,NA,"-48.9597222","-26.0994444",NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:06:59-03","FURB","FURB","31978","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Gaglioti, AL","Korte, A.; Kniess, A.","3134","2010","01","27",NA,"Brasil","Santa Catarina","Mirim Doce","Pinhalzinho.","-50.1308334","-27.1802778","596","596",NA,"Florística IFFSC 508 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB45137","FURB45137","2011","10",NA,NA,NA,"-50.1308334","-27.1802778",NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:06:59-03","FURB","FURB","32217","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Korte, A.; Kniess, A.","4814","2010","10","27",NA,"Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64","1009","1009",NA,"Florística IFFSC 847 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: epífita;","FURB45183","FURB45183","2017","03","14",NA,NA,"-50.4000000","-26.6400000",NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:06:59-03","FURB","FURB","33350","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Korte, A.","5150","2010","11","24",NA,"Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","800","800",NA,"Florística IFFSC 1066b (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: rupícola;","FURB45181","FURB45181","2017","03","14",NA,NA,"-48.9605556","-26.1002778",NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:06:59-03","FURB","FURB","49121","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Bloemer, HC","Oliveira, A.A. de","2745","2015","11","17",NA,"Brasil","Santa Catarina","São Joaquim","Quinta Santa Maria.","-49.8619444","-28.1691667","1359","1359",NA,NA,"FURB49121","FURB49121","2016","02","24",NA,NA,"-49.8619444","-28.1691667",NA,NA,NA,NA,NA,NA
"43","2019-11-08 08:56:52-03","FURB","FURB","49715","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Schwirkowski, P.","1647","2016","03","12",NA,"Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.0536111","-26.2208334","688","688",NA,NA,"FURB49715","FURB49715","2017","03","14",NA,NA,"-49.0536111","-26.2208334",NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:06:59-03","FURB","FURB","51035","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Funez, L.A.; Hassemer, G.","5189","2016","02","10",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.3677778","-28.055","1228","1228",NA,NA,"FURB51035","FURB51035","2017","03","14",NA,NA,"-49.3677778","-28.0550000",NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:06:59-03","FURB","FURB","56610","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1860","2018","01","28",NA,"Brasil","Santa Catarina","Agrolândia",NA,"-49.7705556","-27.54","915","915",NA,NA,"FURB56610","FURB56610","2018","02","15",NA,NA,"-49.7705556","-27.5400000",NA,NA,NA,NA,NA,NA
"46","2019-11-08 08:56:52-03","FURB","FURB","57760","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2318","2018","03","08",NA,"Brasil","Santa Catarina","Urubici",NA,"-49.5911111","-28.0825","140","140",NA,NA,"FURB57760","FURB57760","2018","03","28",NA,NA,"-49.5911111","-28.0825000",NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:06:59-03","FURB","FURB","58513","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2473","2018","03","30",NA,"Brasil","Santa Catarina","Rio Rufino",NA,"-49.7683334","-27.99","1281","1281",NA,"Habitat: interior da unidade amostral Habito: erva terrícola","FURB58513","FURB58513","2018","04","18",NA,NA,"-49.7683334","-27.9900000",NA,NA,NA,NA,NA,NA
"48","2021-03-24 16:38:59-03","FURB","FURB","67326","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.",NA,"Funez, L.A.; Zermiani, A.E.","9237","2019","12","31",NA,"Brasil","Santa Catarina","Benedito Novo","Cachoeira da Pedra Furada.","-49.4533333","-26.9097222","725","725",NA,"Flores avermelhadas Habitat: Rochas da margem da cachoeira Habito: Erva","FURB67326","FURB67326",NA,NA,NA,NA,NA,"-49.4533333","-26.9097222",NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:06:59-03","FURB","FURB","57879","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Farias, D.M.","Funez, L.A.","7170","2018","02","15",NA,"Brasil","Santa Catarina","Ascurra","Cruz de Pedra.","-49.3755989074707","-26.9552993774414",NA,NA,NA,"Habitat: Paredões úmidos Habito: Erva","FURB57879","FURB57879","2018","04","09","11742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-08 08:56:52-03","FURB","FURB","58253","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Funez, L.A.","Funez, L.A.; Zermiani, A.E.","7422","2018","03","16",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro.","-49.624698638916","-28.3369007110596",NA,NA,NA,"Flores brancas Habitat: Aparados da Serra Habito: Erva","FURB58253","FURB58253","2018","03","16","32577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-08 08:56:52-03","FURB","FURB","6013","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","F.S. Cabral","Vieira, F.C.S.","716","2004","12","25",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564","900","900",NA,NA,"FURB45179","FURB45179","2017","03","14","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-16 17:54:55-03","UCS","HUCS","25542","PreservedSpecimen","Plantae","Angiospermae","Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Smith, S.F.","Wasum, R.A.","2328","2005","01","07",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Arroio do Fundo do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,NA,"flores amarelas; solo junto ao riacho",NA,NA,"2005","05",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-16 17:54:55-03","UCS","HUCS","13235","PreservedSpecimen","Plantae","Angiospermae","Rosales","Urticaceae","Pilea","hilariana","Pilea hilariana","Wedd.","Smith, S.F.","Rossato, M.","91","1999","03","20",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Tijuco","-50.4166984558105","-28.6678009033203",NA,NA,NA,"sobre rochas - interior da mata",NA,NA,"1999","06",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
