"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","694871","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","P. G. Delprete","J. A. Kallunki","668","1995","02","21","South America","Brazil","Rio de Janeiro","Mun. Lidice; On dirt road to TELERJ tower (Torre Alto da Serra) turning right from road to Lidice (RJ-155) at 17.8 km from BR-101, on slopes along road to tower.","-44.22","-22.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00694871","NY00694871_01","Rio Claro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","396536","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","B. Bremer","A. H. Gentry","49347","1985","01","08","South America","Brazil","São Paulo","Agriculture Experiment Station","-45","-23.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396536","NY00396536_01","Ubatuba","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","663254","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","P. G. Delprete","W. W. Thomas","13028","2002","08","02","South America","Brazil","Bahia","Serra Bonita (Serra da Torre), 10 km N of Camacan on road to Jacareci, then 4.6 km. W on road to transmission towers","-39.5683","-15.3883","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663254","NY00663254_01","Camacan","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01096404","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","C. Farney","997","1985","12","04","South America","Brazil","Rio de Janeiro","Próxima a entrada da Fazenda Crubixaes.","-42.08","-22.22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096404","NY01096404_01","Macaé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2017-05-17 10:20:00-03","NY","NYBG","02680566","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei",NA,NA,"J. M. A. Braga","5111","1998","12","23","South America","Brazil","Rio de Janeiro","Município do Rio de Janeiro, estrada da Vista Chinesa(direção Horto-Vista Chinesa).","-43.2075004577637","-22.9027996063232","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2948913' target='other'> <mi>dwc_moreinfo</mi></a>","NY02680566","NY02680566_01","Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","396534","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.",NA,"C. M. Vieira","69","1989","08","18","South America","Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima. Sitio Fazenda Velha","-42.05","-22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396534","NY00396534_01","Nova Friburgo","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","396537","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.",NA,"M. A. Nadruz Coelho","545","1989","12","28","South America","Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima. Sitio Fazenda Velha","-42.05","-22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396537","NY00396537_01","Nova Friburgo","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","396532","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.",NA,"R. R. Guedes","s.n.","1990","05","16","South America","Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima. Sitio Fazenda Velha, rio Macaé. Parc. 2a, microp. 4b","-42.05","-22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396532","NY00396532_01","Nova Friburgo","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:18-03","UFRJ","RFA","31313","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","C.M. Vieira","C.M. Vieira; M.A. Louzada; I. Aximoff; J.C. Gomes.","1498","2003","02","19",NA,"Brasil","Rio de Janeiro","REBIO Poço das Antas, proximidades da trilha para a Pelonha","-42.3917007446289","-22.6508007049561",NA,"Coletas da amostragem fitossociológica., Parcela: E; Ind.: 15; Altura: 7,5m; CAP: 41,5cm.","RFA20506",NA,"Silva Jardim",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:20:47-03","UFRJ","RFA","24753","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","A. Quinet","566 (13/37)","2000","09","30",NA,"Brasil","Rio de Janeiro","Distrito de Gardinópolis, Morro São Bernardo","-42.392778","-22.363889",NA,"Arbusto, 2,5m de altura, 14cm de DAP, folha discolor verde, fruto seco amarronzado, comum no local","RFA42879",NA,"Nova Friburgo","600","600",NA,NA,"2000","11","06","42º23'34''W","22º21'50''S",NA,NA,NA,NA
"21","2020-11-13 09:20:47-03","UFRJ","RFA","24766","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","A. Quinet","26/37","2000","10","02",NA,"Brasil","Rio de Janeiro","Distrito de Gardinópolis, Morro São Bernardo","-42.393333","-22.365556",NA,"Arbusto, 2,5m de altura, 5cm de DAP, fruto seco amarronzado, comum no local","RFA42877",NA,"Nova Friburgo","650","650",NA,NA,"2000","11","06","42º23'36''W","22º21'56''S",NA,NA,NA,NA
"22","2020-11-13 09:20:47-03","UFRJ","RFA","25266","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","A. Quinet","553 (35/033)","2000","09","12",NA,"Brasil","Rio de Janeiro","Jacarepaguá/Taquara, Santa Maria (Caminho Rio Pequeno)","-43.454167","-22.920556",NA,"Árvore 6 m de altura, 25 cm de DAP, folhas discolores, comum no local","RFA42876",NA,"Rio de Janeiro","200","200",NA,NA,"2000","10","15","43º27'15''W","22º55'14''S",NA,NA,NA,NA
"23","2020-11-13 09:20:47-03","UFRJ","RFA","25697","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","A. Quinet","14/54","2000","11","25",NA,"Brasil","Rio de Janeiro","Distrito de Piabetá","-43.124444","-22.573333",NA,"Árvore, 9 m de altura, DAP 26 cm, folha verde discolor, comum no local","RFA42878",NA,"Magé","290","290",NA,NA,"2000","12","12","43º7'28''W","22º34'24''S",NA,NA,NA,NA
"24","2020-11-13 09:20:47-03","UFRJ","RFA","25972","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","A. Quinet","22/58","2000","12","17",NA,"Brasil","Rio de Janeiro","Piabetá, estrada do matão nº 100, Cachoeira Grande","-43.121667","-22.568889",NA,"Árvore, 5 m de altura, 17 cm de DAP, folha discolor verde, botões florais verdes, comum no local","RFA42882",NA,"Magé","290","290",NA,NA,"2001","02","23","43º7'18''W","22º34'8''S",NA,NA,NA,NA
"25","2020-11-13 09:20:47-03","UFRJ","RFA","26229","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","A. Quinet","19/65","2001","01","21",NA,"Brasil","Rio de Janeiro","Distrito de Macaé de Cima/Lumiar, estrada Mury Lumiar","-42.406389","-22.355278",NA,"Árvore, 5 m de altura, 25 cm de DAP, folha discolor verde, flor verde, comum no local","RFA42887",NA,"Nova Friburgo","750","750",NA,NA,"2001","03","23","42º24'23''W","22º21'19''S",NA,NA,NA,NA
"26","2020-11-13 09:20:47-03","UFRJ","RFA","27652","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","Mario Gomes","A. Quinet","42/89","2001","04","23",NA,"Brasil","Rio de Janeiro","Distrito de Limar/Sibéria. Sítio Pouso Certo","-42.388611","-22.348056",NA,"Árvore, 3m de altura, 15cm de DAP, folha discolor verde, flores passadas amarronzadas, comum no local","RFA42875",NA,"Nova Friburgo","600","600",NA,NA,"2001","08","01","42º23'19''W","22º20'53''S",NA,NA,NA,NA
"27","2020-11-13 09:20:47-03","UFRJ","RFA","29721","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","Mario Gomes","F. B. Pereira","12/134","2001","12","17",NA,"Brasil","Rio de Janeiro","Distrito de Lídice, Fazenda Torres","-44.167778","-22.860278",NA,"Arbusto, 5m de altura, 3cm de DAP, folha verde, caule verde, raiz castanha, flor limão, rara no local","RFA42873",NA,"Rio Claro","730","730",NA,NA,"2002","03","26","44º10'4''W","22º51'37''S",NA,NA,NA,NA
"28","2020-11-13 09:20:47-03","UFRJ","RFA","27107","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","M. Gomes","A. Quinet","30/79","2001","03","11",NA,"Brasil","Rio de Janeiro","Lumiar, Flor da Andorinhas","-42.5311012268066","-22.2819004058838",NA,"Arbusto, 4 m de altura, 15 cm de DAP, folha discolor verde, fruto verde, comum no local","RFA42884",NA,"Nova Friburgo","600","600","33190","auto","2001","04","20","42º21'63''W","22º21'80''S",NA,NA,NA,NA
"29","2020-06-29 11:32:18-03","UFRJ","RFA","12456","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.",NA,"E. Pereira","10582","1967","04","14",NA,"Brasil","Rio de Janeiro","Serra da Estrela","-43.1786003112793","-22.5049991607666",NA,"Pequena árvore de 3 - 4, material c/ fruto.","RFA11687",NA,"Petrópolis",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:32:18-03","UFRJ","RFA","5890","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.",NA,"E. Pereira","4221","1958","12","04",NA,"Brasil","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,"Peq. árvore flor creme.","RFA26024",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:32:18-03","UFRJ","RFA","13863","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","D. Sucre","E. Guimarães; D. Sucre","87","1966","11","07",NA,"Brasil","Rio de Janeiro","Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,"Peq. árvore com +ou- 6m de alt. fl. branca","RFA12419",NA,"Rio de Janeiro","450","450","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:32:18-03","UFRJ","RFA","31322","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","C.M. Vieira","C.M. Vieira; M.A. Louzada; I. Aximoff; J.C. Gomes.","1489","2003","02","19",NA,"Brasil","Rio de Janeiro","REBIO Poço das Antas, proximidades da trilha para a Pelonha","-42.3917007446289","-22.6508007049561",NA,"Coletas da amostragem fitossociológica., Parcela: A; Ind.: 54; Altura: 3m; CAP: 23cm.","RFA20512",NA,"Silva Jardim",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-20 14:40:50-03","UPM","MACK","641","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K. Schum.","S. Honda","R. J. F. Garcia","3072","2007","08","27",NA,"Brasil","SP","área da Santa Casa de Misericórdia, vale do Jurubatuba, mata","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Santos",NA,NA,"26836","auto","2007","12","11",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:23:21-03","UFBA","ALCB","121218","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","Gomes, FS","Gomes, FS","1437","2013","03","27","Southern America","Brasil","Bahia",NA,"-39.243889","-15.818611",NA,"Material estéril.","ALCB049570","ALCB049570 ALCB049570_1","Belmonte",NA,NA,NA,NA,"2013","11",NA,"-39.243889","-15.818611",NA,NA,NA,NA
"35","2020-11-04 11:18:06-03","ESALQ","ESA","100539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei",NA,"Jung-Mendaçolli, S.L.","Baitello, J.B.","883.0","1999","03","31",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"ESA100539","ESA100539","Ilha Bela",NA,NA,NA,NA,"2005","08","22",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:18:06-03","ESALQ","ESA","63090","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei",NA,"Germano, F.","Souza, V.C. et al.","21649.0","1998","12","17",NA,"Brasil","São Paulo",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"ESA063090","ESA063090","São Sebastião",NA,NA,"41977","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:18:06-03","ESALQ","ESA","63082","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei",NA,"Souza, V.C.","Souza, V.C. et al.","21733.0","1998","12","18",NA,"Brasil","São Paulo",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"ESA063082","ESA063082 ESA063082_1","São Sebastião",NA,NA,"41977","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:18:06-03","ESALQ","ESA","39628","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.",NA,"Costa, L.V.",NA,"1987","10","31",NA,"Brasil","Minas Gerais",NA,"-42.1391983032227","-19.7896995544434",NA,NA,"ESA039628","ESA039628","Caratinga",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:18:06-03","ESALQ","ESA","99680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei",NA,NA,"Braga, J.M.A.","1871.0","1995","01","26",NA,"Brasil","Rio de Janeiro",NA,"-42.3917007446289","-22.6508007049561",NA,NA,"ESA099680","ESA099680","Silva Jardim",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:18:06-03","ESALQ","ESA","20156","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","Sugiyama, M.","Sugiyama, M.","1277.0","1994","12","01",NA,"Brasil","São Paulo",NA,"-46.4199981689453","-23.8899993896484",NA,NA,"ESA020156","ESA020156","Cubatão",NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:18:06-03","ESALQ","ESA","13153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K.Schum.","Barbosa, M.R.","Silveira, L.T. et al.","22866.0","1989","11","28",NA,"Brasil","São Paulo",NA,"-46.25","-23.9899997711182",NA,NA,"ESA013153","ESA013153","Guarujá",NA,NA,"18989","auto","2007","04","09",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:18:06-03","ESALQ","ESA","18336","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei",NA,"Germano, F.","Furlan, A. et al.","1544.0","1994","04","17",NA,"Brasil","São Paulo",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA018336","ESA018336","Ubatuba",NA,NA,"34265","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:18:06-03","ESALQ","ESA","114764","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei",NA,NA,"Campos, M.C.R.","447.0","2006","05","08",NA,"Brasil","São Paulo",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA114764","ESA114764","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:33:23-03","MN","R","150176","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K. Schum.","Germano Filho, P.","Saldanha da Gama, J.; Glaziou, A.F.M.",NA,"1878","08","03",NA,"Brasil",NA,NA,NA,NA,NA,"Herbier de J. de Saldanha 4963","R010053054","R010053054_001 R010053054_002","Caminho do Macaco",NA,NA,NA,NA,"1992","09",NA,NA,NA,NA,NA,NA,NA
"45","2019-02-15 11:49:18-02","IPA","IPA","14888","S","Plantae","Plantae",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K. Schum.","Sucre, D.","Guimarães, E.; Sucre, D.; Sucre, D.","87","1966","11","07","Southern America","Brasil","Rio de Janeiro","Vista Chinesa, estrada da vista chinesa.","-43.2075004577637","-22.9027996063232",NA,"Pequena árvore com ca. 6m de altura; flores alvas.","IPA0014888",NA,"Rio de Janeiro","450","450","57442","auto","1967","09",NA,NA,NA,NA,NA,NA,NA
"46","2019-02-15 11:49:18-02","IPA","IPA","65435","S","Plantae","Plantae",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K. Schum.","Gomes, M.","Farrey, C.; Martinelli, G.; Pessoa, S de VA; Gomes, J.C.; Martinelli, G.; Pessoa, S de VA; Gomes, J.C.","997","1985","12","04","Southern America","Brasil","Rio de Janeiro","tapera, mata secundária próxima a entrada da Fazenda Crubixaes.","-41.7868995666504","-22.3708000183105",NA,"Arvoreta; ciófilo; 5m; tronco de casca lisa, marrom; folhas discolores verdes; inflorescência com pedunculo verde, pedicelos verdes, flores em botão verdes.","IPA0065435",NA,"Macaé",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:44:15-03","UFJF","CESJ","38590","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Bathysa","mendoncaei","Bathysa mendoncaei","K. Schum.","J.A. Lombardi","J.V.Gomes","271","2002","03","12","América do Sul","Brasil","Minas Gerais","Estação Biológica de Caratinga., Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,"CESJ038590",NA,"Caratinga",NA,NA,"49886","auto","2002","04",NA,NA,NA,NA,NA,NA,NA
