"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","phylum","continentOcean","verbatimLongitude","verbatimLatitude"
"1","2020-11-04 12:15:40-03","ESALQ","ESA","134768","PreservedSpecimen","Plantae","Orchidaceae","Lankesterella","gnoma","Lankesterella gnoma","(Kraenzl.) Hoehne","Silva, A.A.","2015","07","12","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Toledo, C.A.P.T.; Silva-Filho, A.A.; Ramos, B.A.; Nascimento, M.S.; Antonio, P.E.; Brito, T.R.O.","39563.0","2015","09","10","Brasil","Rio de Janeiro","Parati","Parque Nacional da Serra da Bocaina. Arredores da Pedra da Macela.","-44.7131004333496","-23.2178001403809","34470","1500","1700","Epífita; flores alvo-esverdeadas.","ESA134768","auto",NA,NA,NA,NA
"2","2021-03-31 13:41:04-03","MN","R","221360","PreservedSpecimen","Plantae","Orchidaceae","Lankesterella","gnoma","Lankesterella gnoma","(Kraenzl.) Hoehne","Menini Neto, L.","2004","04",NA,"Menini Neto, L.; Forzza, R.C.; Zappi, D.; Assis, L.C.S.; Silva, B.R.; Lucas, E.; Edwards, S. & Jardim, J.G.","139","2004","03","09","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora",NA,NA,NA,NA,NA,NA
"3","2020-12-11 11:44:45-03","UFMG","BHCB","143890","PreservedSpecimen","Plantae","Orchidaceae","Lankesterella","gnoma","Lankesterella gnoma","(Kraenzl.) Hoehne",NA,NA,NA,NA,"Souza, FS; Machado, TM; Santos, AMO; Jorge, TB; Burkowski, PM","1137","2010","11","04","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Cachoeira Bonita. Datum WGS84.","-42.403028","-20.685472",NA,"1834","1834","Epífita em mata ciliar. Flor Branca com máculas verde.",NA,NA,"Monocotyledon","Southern America","-42.403028","-20.685472"
