"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","recordNumber","year","month","day","continentOcean","locality","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","typeStatus","sex"
"105","2021-03-10 14:35:04-03","UFSC","CTBS","4589","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl.","2019","07","20","Texeira, V.","Brasil","Santa Catarina","Fraiburgo","-50.924444","-27.017222",NA,"Epifítas vasculares",NA,"Melo, E.A.","14","2018","03","28",NA,"Parque Ecológico René Frey",NA,NA,NA,NA,NA,NA,"50°55'28W","27°01'02S",NA,NA,NA,NA,NA
"106","2021-03-10 14:35:04-03","UFSC","CTBS","4588","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl.","2019","07","20","Texeira, V.","Brasil","Santa Catarina","Fraiburgo","-50.924444","-27.017222",NA,"Epifítas vasculares",NA,"Melo, E.A.","13","2018","03","28",NA,"Parque Ecológico René Frey",NA,NA,NA,NA,NA,NA,"50°55'28W","27°01'02S",NA,NA,NA,NA,NA
"107","2021-03-10 14:35:04-03","UFSC","CTBS","4590","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl.","2019","07","20","Texeira, V.","Brasil","Santa Catarina","Fraiburgo","-50.924444","-27.017222",NA,"Epifítas vasculares",NA,"Melo, E.A.","15","2018","03","28",NA,"Parque Ecológico René Frey",NA,NA,NA,NA,NA,NA,"50°55'28W","27°01'02S",NA,NA,NA,NA,NA
"108","2021-03-10 14:35:04-03","UFSC","CTBS","4641","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl.","2019",NA,NA,"Texeira, V.","Brasil","Santa Catarina","Fraiburgo","-50.929722","-27.017222",NA,"Epifítas vasculares",NA,"Melo, E.A.","57","2018","09",NA,NA,"Parque Ecológico René Frey",NA,NA,NA,NA,NA,NA,"50°55'47W","27°01'02S",NA,NA,NA,NA,NA
"109","2021-03-10 14:35:04-03","UFSC","CTBS","4640","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl.","2019",NA,NA,"Texeira, V.","Brasil","Santa Catarina","Fraiburgo","-50.929722","-27.017222",NA,"Epifítas vasculares",NA,"Melo, E.A.","56","2019","03",NA,NA,"Parque Ecológico René Frey",NA,NA,NA,NA,NA,NA,"50°55'47W","27°01'02S",NA,NA,NA,NA,NA
"110","2021-03-10 14:35:04-03","UFSC","CTBS","4642","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl.","2019",NA,NA,"Texeira, V.","Brasil","Santa Catarina","Fraiburgo","-50.929722","-27.017222",NA,"Epifítas vasculares",NA,"Melo, E.A.","58","2018","09",NA,NA,"Parque Ecológico René Frey",NA,NA,NA,NA,NA,NA,"50°55'47W","27°01'02S",NA,NA,NA,NA,NA
"111","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0004225","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl.",NA,NA,NA,"S. G. Tressens; H. Keller, V. Maruñak, G. Pieszko, V. Revilla, F. Robledo, S. Valenzuela, O. Vebra","Argentina","Misiones",NA,"-54.25","-27.0639",NA,"Epffita. Bra`` cteas fucsias, spalos rosados, pe``talos verdes con margen morado, estambres y estilos verdes.",NA,"S. Tressens","5634",NA,NA,NA,NA,"Dep. Guarani. Predio Guarani.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:41:58-03","UFMS","CGMS","46546","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2013","07","29","E.L. Siqueira","Brasil","Paraná","Fênix","-52.0702778","-23.9608333",NA,"Flor verde. Fruto ausente.Brácteas rosas. Habitat: Floresta Estacional Semidecídua Submontana. Relevo suave ondulado. Habito: Erva ciófila rupícola.",NA,"M.G. Caxambu","683","2013","07","16",NA,"Estação Ecológica Municipal de Fênix.",NA,"CGMS1076515",NA,"343","343",NA,"-52,0702778","-23,9608333",NA,NA,NA,NA,NA
"113","2021-04-07 11:41:58-03","UFMS","CGMS","76602","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel",NA,NA,NA,"A.C. Cervi","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","Doação UPCB 13118. Habitat: Capão. Habito: Epífita.","auto","A.C. Cervi","2179","1983","10","06",NA,"Centro Politécnico.",NA,"CGMS1109590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:19:02-03","UNICAMP","UEC","151598","S","Plantae","Liliopsida",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel","2010","01",NA,"Costa, ACM","Brazil","São Paulo","Valinhhos","-46.931944","-22.956667",NA,"Herbácea terrícola, brácteas florais rosas, pétalas verdes com pontas roxase antera amarela.; Mata ciliar.",NA,"Costa, ACM","174","2009","07","12",NA,"Clube de Campo Valinhos. Borda de trilha.",NA,"UEC075949","UEC075949","955","955",NA,"-46.931944","-22.956667",NA,NA,NA,NA,NA
"115","2021-03-01 16:19:02-03","UNICAMP","UEC","195811","S","Plantae","Liliopsida",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel","2018","10",NA,"Monge, M; Delfini, C","Brazil","Santa Catarina","Urubici","-49.580556","-27.989778",NA,"Erva, rupicola, 40 cm de altura, brácteas roseas, pétala verde com corola azul, estame amarelo.; Floresta Ombrófila",NA,"Romanini, RP","1615","2013","05","11",NA,". Estrada de Urubici para Serra do Covo Branco, Gruta de Nossa Senhora de Lourdes",NA,"UEC135550","UEC135550",NA,NA,NA,"-49.580556","-27.989778",NA,NA,NA,NA,NA
"116","2019-08-20 09:59:09-03","UNICAMP","UEC","31936","S","Plantae","Liliopsida",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel","1988","05",NA,"Garcia, WBG","Brazil","Mato Grosso do Sul","Amambai","-55.320619","-23.118472",NA,"ORI",NA,"Fontoura, T","14103","1979",NA,NA,NA,"Arredores da tribo Caiuá",NA,"UEC018003","UEC018003",NA,NA,NA,"-55.320619","-23.118472",NA,NA,NA,NA,NA
"117","2021-03-12 12:52:36-03","UNICAMP","UEC","209235","S","Plantae","Liliopsida",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel","2013","08","04","Campos-Rocha, A","Brazil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436","37408","Herbácea ca. 60 cm de altura, folhas recobertas por cera esbranquiçada, brácteas florais róseas, flores de cálice verde no terco basal e rósea nos tercos distais, corola verde com faixa azulada nas margens, filetes esverdeados","auto","Campos-Rocha, A","1223","2013","08","04",NA,"em cultivo no Jardim Botânico Plantarum, trazido do hábitat natural em Pinhao-PR (Vila de Faxinal do Ceu; local próximo ao Jardim Botanico da Copel, com imbuias centenarias), por A. Campos-Rocha",NA,"UEC179393","UEC179393 UEC179393_v01 UEC179393_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:19:02-03","UNICAMP","UEC","138511","S","Plantae","Liliopsida",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Breier, TB; Umetsu, F; Stecke, M","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525","Crescendo nas rochas.","auto",NA,"1241","2004","12","29",NA,"Pedra do Segredo",NA,"UEC018005","UEC018005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:19:02-03","UNICAMP","UEC","85443","S","Plantae","Liliopsida",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel","2007","10",NA,"Souza, VC; Miyagi, PH; Moicaio, E","Brazil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424","14955","Eixo da inflorescência roxp-claro; brácteas rosa-forte; hipanto verde-claro; sépalas róseas com margem creme, pétalas verdes com margem azul, filetes e estiletes verdes; anteras alaranjadas.; Encosta Rochosa Úmida.","auto","Wanderley, MDGL","6083","1994","06","03",NA,"Lagoinha, Estrada para Barra do Chápeu, ca. de 6km de Bom Sucesso.",NA,"UEC018006","UEC018006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-04 13:19:00-03","UDESC","LUSC","9688","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2018","05","27","Ademir Reis; Cassio Daltrini","Brasil","Santa Catarina","Papanduva","-50.153056","-26.324167",NA,"Habitat: Floresta/epifita Habito: erva",NA,"Ademir Reis","2350","2018","05","27",NA,"Fragmento 13, P3B.",NA,"LUSC009271","LUSC009271",NA,NA,NA,"50º9'11''W","26º19'27''S",NA,NA,NA,NA,NA
"121","2020-12-04 13:19:00-03","UDESC","LUSC","6792","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","schimperiana","Billbergia schimperiana","Wittmack ex Baker",NA,NA,NA,"Floriani, M.M.P.","Brasil","Santa Catarina","Rio Rufino","-49.7792015075684","-27.8605995178223","29300",NA,"auto",NA,"247","2012","08","03",NA,"Fazenda Santo Antônio.",NA,"LUSC001460","LUSC001460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-04 13:19:00-03","UDESC","LUSC","6630","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","schimperiana","Billbergia schimperiana","Wittmack ex Baker",NA,NA,NA,"Floriani, M.M.P.","Brasil","Santa Catarina","Rio Rufino","-49.7792015075684","-27.8605995178223","29300",NA,"auto","Floriani, M.M.P.","85","2011","07","27",NA,"Fazenda Santo Antônio.",NA,"LUSC001457","LUSC001457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-01-17 11:22:57-02","PUCRS","MPUC","8241","S","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H. Wendl. ex Regel",NA,NA,NA,"G.C. Hiltl","Brasil","SC","Anita Garibaldi","-51.4058333","-27.0019444",NA,NA,NA,"N.I. Matzenbacher",NA,"1988","06","26","South America","Caçadorzinho",NA,NA,NA,NA,NA,NA,"-51.4058333000","-27.0019444000","Liliopsida","1",NA,NA,NA
"124","2019-01-17 11:22:57-02","PUCRS","MPUC","409","S","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H. Wendl. ex Regel",NA,NA,NA,NA,"Brasil","RS","São Nicolau","-55.2672004699707","-28.1825008392334","25814",NA,"auto","R. Moura",NA,"1975","07","25","South America","Foz do rio Ijuí",NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida","1",NA,NA,NA
"125","2019-11-08 08:50:40-03","FURB","FURB","30713","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans nutans",NA,"2010","10","14","Verdi, M.; Martins, E.M. & Veiga, O.N.","Brasil","Santa Catarina","Bela Vista do Toldo","-50.495","-26.2783334",NA,NA,NA,"Verdi, M","5436","2010","08","19",NA,"Barreiros.",NA,"FURB01111","FURB01111","807","807","nutans","-50.4950000","-26.2783334",NA,NA,NA,NA,NA
"126","2019-11-08 08:50:40-03","FURB","FURB","12701","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2009","07","27","Silva, M.; Mariotto, L.","Brasil","Santa Catarina","Arvoredo","-52.4686111","-27.0558333",NA,NA,NA,"Bonnet, A",NA,"2009","06","01",NA,"PCH Arvoredo.",NA,"FURB19470","FURB19470","450","450",NA,"-52.4686111","-27.0558333",NA,NA,NA,NA,NA
"127","2020-10-14 10:00:04-03","FURB","FURB","12675","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2009","06","03","Stival-Santos, A.; Schmitt, J. & Silveira, S.","Brasil","Santa Catarina","Faxinal dos Guedes","-52.2941666","-26.8222223",NA,"Florística IFFSC 714(Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado; comum na borda do fragmento Habito: epífita; flor rosa",NA,"Stival-Santos, A","741","2009","06","03",NA,"Três Pinheiros.",NA,"FURB19476","FURB19476","820","820",NA,"-52.2941666","-26.8222223",NA,NA,NA,NA,NA
"128","2020-10-14 10:00:04-03","FURB","FURB","12998","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2009","07","17","Dreveck, S.; Carneiro, F.E.","Brasil","Santa Catarina","Alfredo Wagner","-49.3222223","-27.8116667",NA,"Florística IFFSC 249(Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: epífita; flor escapo floral rosa",NA,"Bonnet, A","885","2009","05","07",NA,"Pedra Branca.",NA,"FURB19474","FURB19474","1120","1120",NA,"-49.3222223","-27.8116667",NA,NA,NA,NA,NA
"129","2019-11-08 08:50:40-03","FURB","FURB","13997","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2009","09","08","Silva, M.; Fadelli, L.","Brasil","Santa Catarina","Arvoredo","-52.4686111","-27.0558333",NA,NA,NA,"Gasper, AL de",NA,"2009","08","03",NA,"PCH Arvoredo.",NA,"FURB19473","FURB19473","450","450",NA,"-52.4686111","-27.0558333",NA,NA,NA,NA,NA
"130","2020-10-14 10:00:04-03","FURB","FURB","15235","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2009","10","06","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","Brasil","Santa Catarina","Ponte Alta","-50.1322223","-27.275",NA,"Epífita IFFSC e456a (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita; flor bráctea rosa",NA,"Cadorin, TJ","147","2009","10","06",NA,"Morro do Funil.",NA,"FURB19472","FURB19472","1131","1131",NA,"-50.1322223","-27.2750000",NA,NA,NA,NA,NA
"131","2020-10-14 10:00:04-03","FURB","FURB","27211","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2011","07","22","Korte, A.; Kniess, A.","Brasil","Santa Catarina","José Boiteux","-49.6783334","-26.9086111",NA,"Florística IFFSC 687 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita; flor botão floral",NA,"Santos-Lima, F","3798","2010","06","23",NA,"Morro da Cruz.",NA,"FURB19460","FURB19460","652","652",NA,"-49.6783334","-26.9086111",NA,NA,NA,NA,NA
"132","2020-10-14 10:00:04-03","FURB","FURB","27300","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2011","07","22","Stival-Santos, A.; Silveira, S.","Brasil","Santa Catarina","Antônio Carlos","-48.87","-27.45",NA,"Florística IFFSC 388 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor verde",NA,"Santos-Lima, F","3247","2010","07","08",NA,"RPPN Caraguatá.",NA,"FURB19469","FURB19469","710","710",NA,"-48.8700000","-27.4500000",NA,NA,NA,NA,NA
"133","2020-10-14 10:00:04-03","FURB","FURB","27343","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2011","10","03","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Santa Terezinha","-49.9505556","-26.6402777",NA,"Florística IFFSC 852 (Epífita) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor verde",NA,"Costa, A","3659","2010","06","08",NA,"Imbuial.",NA,"FURB19463","FURB19463","626","626",NA,"-49.9505556","-26.6402777",NA,NA,NA,NA,NA
"134","2020-10-14 10:00:04-03","FURB","FURB","27349","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2011","07","22","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Vitor Meireles","-49.8608333","-26.7302778",NA,"Florística IFFSC 798 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor branca",NA,"Santos-Lima, F","3594","2010","06","03",NA,"Barra da Prata.",NA,"FURB19461","FURB19461","540","540",NA,"-49.8608333","-26.7302778",NA,NA,NA,NA,NA
"135","2020-10-14 10:00:04-03","FURB","FURB","27466","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2011","07","22","Stival-Santos, A.; Legal, E. & Silveira, S.","Brasil","Santa Catarina","Águas Mornas","-48.9608333","-27.8097222",NA,"Florística IFFSC 253 (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: rupícola; flor verde",NA,"Santos-Lima, F","3149","2010","06","23",NA,"rio Cubatão.",NA,"FURB19466","FURB19466","620","620",NA,"-48.9608333","-27.8097222",NA,NA,NA,NA,NA
"136","2020-10-14 10:00:04-03","FURB","FURB","27516","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2011","07","22","Stival-Santos, A.; Legal, E. & Silveira, S.","Brasil","Santa Catarina","Biguaçu","-48.69","-27.45",NA,"Florística IFFSC 390 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita; Fruto verde; flor brácteas rosas",NA,"Santos-Lima, F","3004","2010","06","16",NA,"Instituto Itaúna de Educação Ambiental.",NA,"FURB19467","FURB19467","66","66",NA,"-48.6900000","-27.4500000",NA,NA,NA,NA,NA
"137","2020-10-14 10:00:04-03","FURB","FURB","28507","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2010","07","06","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","Brasil","Santa Catarina","Joinville","-49.05","-26.1016667",NA,"Epífita IFFSC e1065a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor esverdeada com ápice azulado",NA,"Cadorin, TJ","2294","2010","07","06",NA,"Cubatão.",NA,"FURB19468","FURB19468","1169","1169",NA,"-49.0500000","-26.1016667",NA,NA,NA,NA,NA
"138","2020-10-14 10:00:04-03","FURB","FURB","28523","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2010","08","25","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Itaiópolis","-49.8605556","-26.6402777",NA,"Florística IFFSC 853 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor botão floral",NA,"Korte, A","3698","2010","06","10",NA,"Rio do Bispo.",NA,"FURB19471","FURB19471","601","601",NA,"-49.8605556","-26.6402777",NA,NA,NA,NA,NA
"139","2020-10-14 10:00:04-03","FURB","FURB","30865","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2010","09","17","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Monte Castelo","-50.2233334","-26.8175",NA,"Florística IFFSC 737 (Epífita) Habitat: Floresta Ombrófila Mista Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita;",NA,"Korte, A","4385","2010","09","17",NA,"Serra da Garganta.",NA,"FURB19464","FURB19464","1195","1195",NA,"-50.2233334","-26.8175000",NA,NA,NA,NA,NA
"140","2019-11-08 08:50:40-03","FURB","FURB","32314","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2010","11","24","Verdi, M.; Martins, E.M. & Veiga, O.N.","Brasil","Santa Catarina","Canoinhas","-50.4938889","-26.1822223",NA,NA,NA,"Verdi, M","5395","2010","08","17",NA,"Fartura.",NA,"FURB19465","FURB19465","795","795",NA,"-50.4938889","-26.1822223",NA,NA,NA,NA,NA
"141","2020-10-14 10:00:04-03","FURB","FURB","32330","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2010","08","14","Verdi, M.; Caglioni, E. & Martins, E.M.","Brasil","Santa Catarina","Taió","-50.1294445","-26.9994444",NA,NA,NA,"Verdi, M","5348","2010","08","14",NA,"Fazenda Tarumã I.",NA,"FURB01110","FURB01110","808","808",NA,"-50.1294445","-26.9994444",NA,NA,NA,NA,NA
"142","2020-10-14 10:00:04-03","FURB","FURB","54464","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2017","08","18","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","Brasil","Santa Catarina","Rio do Campo","-50.2227778","-26.8172223",NA,"fruto imaturo Habitat: Borda da U.A. Habito: epífita",NA,"Gasper, A.L.","779","2017","07","31",NA,NA,NA,"FURB54464","FURB54464","1195","1195",NA,"-50.2227778","-26.8172223",NA,NA,NA,NA,NA
"143","2020-10-14 10:00:04-03","FURB","FURB","54824","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel",NA,NA,NA,"Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","Brasil","Santa Catarina","Corupá","-49.41","-26.46",NA,"flor amarela",NA,NA,"1054","2017","07","27",NA,NA,NA,"FURB54824","FURB54824","938","938",NA,"-49.4100000","-26.4600000",NA,NA,NA,NA,NA
"144","2020-10-14 10:00:04-03","FURB","FURB","61363","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2018","10","10","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","Brasil","Santa Catarina","Santa Helena","-53.6413889","-26.9094444",NA,"fruto imaturo Habitat: interior da unidade amostral Habito: epífita",NA,"Kassner-Filho, A.","3638","2018","10","10",NA,"Sanga Joaçaba.",NA,"FURB61363","FURB61363","373","373",NA,"-53.6413889","-26.9094444",NA,NA,NA,NA,NA
"145","2020-10-14 10:00:04-03","FURB","FURB","64660","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2019","03","08","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","Brasil","Santa Catarina","Calmon","-51.0280556","-26.5527778",NA,"Flor amarela com margem roxa Habitat: Interior de unidade amostral;Estágio de regeneração avançado;Floresta Ombrófila Mista Habito: Erva",NA,"Kassner-Filho, A.","5279","2019","03","08",NA,"Pinhelão.",NA,"FURB64660","FURB64660","1047","1047",NA,"-51.0280556","-26.5527778",NA,NA,NA,NA,NA
"146","2020-10-14 10:00:04-03","FURB","FURB","30825","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans schimperiana","(Wittmack) Baker","2011","10","03","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Corupá","-49.41","-26.46",NA,"Florística IFFSC 951 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,"Costa, A","4200","2010","08","24",NA,"Palmeiras II.",NA,"FURB01112","FURB01112","938","938","schimperiana","-49.4100000","-26.4600000",NA,NA,NA,NA,NA
"147","2020-10-14 10:00:04-03","FURB","FURB","4460","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2004","08","01","Barbosa, E.; Costa, E.F.","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869","39570",NA,"auto","Hatschbach, G","974","2004","07","29",NA,"Parque Nacional do Iguaçu.",NA,"FURB19475","FURB19475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:00:04-03","FURB","FURB","474","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H.Wendl. ex Regel","2010","02","02","Silva, J.M.; Abe, L.M.","Brasil","Paraná","Tunas do Paraná","-49.0858001708984","-24.9743995666504","41885","Junto à entrada de caverna. Habitat: afloramento de calcário Habito: rupícola; flor verde, ápice violeta","auto","Bonnet, A","2419","1998","08","20",NA,"Parque Estadual do Campinhos.",NA,"FURB19462","FURB19462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-08 08:50:40-03","FURB","FURB","30713","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans nutans",NA,"2010","10","14","Verdi, M.; Martins, E.M. & Veiga, O.N.","Brasil","Santa Catarina","Bela Vista do Toldo","-50.495","-26.2783334",NA,NA,NA,"Verdi, M","5436","2010","08","19",NA,"Barreiros.",NA,"FURB01111","FURB01111","807","807","nutans","-50.4950000","-26.2783334",NA,NA,NA,NA,NA
"150","2020-10-14 10:00:04-03","FURB","FURB","30825","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans schimperiana","(Wittmack) Baker","2011","10","03","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Corupá","-49.41","-26.46",NA,"Florística IFFSC 951 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,"Costa, A","4200","2010","08","24",NA,"Palmeiras II.",NA,"FURB01112","FURB01112","938","938","schimperiana","-49.4100000","-26.4600000",NA,NA,NA,NA,NA
"151","2021-03-16 17:54:13-03","UCS","HUCS","51048","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H. Wendl. ex Regel","2020","08",NA,"Palandi, L.H.","Brasil","Rio Grande do Sul","Caxias do Sul","-51.031694","-29.153083",NA,"Planta de porte pequeno, ca. 45 cm. Localizada próximo a um riacho e encontra-se suspensa ao chão",NA,"Gonzatti, F.","27","2020","07","02",NA,NA,NA,NA,NA,NA,NA,NA,"-51.031694","-29.153083",NA,NA,NA,NA,NA
"152","2021-03-16 17:54:13-03","UCS","HUCS","3083","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H. Wendl. ex Regel","1987","08",NA,"Wasum, R.A.","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","Sobre rochedos","auto","Smith, L.B.","s.n.","1987","06","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
