"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","infraspecificEpithet","typeStatus","fieldNumber"
"932","2018-09-12 14:48:03-03","UNIOESTE","UNOP","9043","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Temponi, L.G.; Conceição, L.H.S.M.; Borges, J.P.","Conceição, L.H.S.M.; Borges, J.P.; Borges, J.P.","2017","09","11","Brasil","Paraná","Cascavel","Mata da FAG área de visitação 1 (próximo ao viveiro de aves)","-53.511611","-24.946667","-53.511611","-24.946667",NA,NA,NA,NA,"31","2018","03","26","Árvore ca. de 4 m. de altura, foliólulos membranáceos, discolores com indumento próximo as nervuras flores lilás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","2018-09-12 14:48:03-03","UNIOESTE","UNOP","415","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Conceição, L.H.S.M.","Bazzanella, A.P.","2014","09","21","Brasil","Paraná","Cascavel","Rua ângelo Sbardela, 1002, Bairro Cascavel Velho.","-53.706944","-25.624722","-53.706944","-25.624722",NA,NA,NA,NA,"1","2018","07","16","Árvore ca. 2m de altura. Folha membranáceas com aspecto aveludado, discolor. Corola e cálice aveludados, ambas roxas. Corola alva internamente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","2019-12-04 10:55:45-03","UNIOESTE","UNOP","10482","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Conceição, L.H.S.M.; Hentz Junior, E.J.","Conceição, L.H.S.M.; Wink, J.G.; Wink, J.G.","2019","11","21","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, borda do parque","-53.6465","-25.060583","-53.6465","-25.060583","735","735",NA,NA,"190","2019","11","28","Arvoreta, folíolos discolores, levemente cartáceos, flores roxas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","2018-09-12 14:48:03-03","UNIOESTE","UNOP","6536","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Temponi, L.G.","Snak, C.; Temponi, L.G.; Biavati, N.I.; Cândido Jr. J.F.; Temponi, L.G.; Biavati, N.I.; Cândido Jr. J.F.","2007","09","29","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski, Lago Municipal.","-53.420556","-24.937222","-53.420556","-24.937222",NA,NA,NA,NA,"2","2008","10",NA,"Árvore ca. 4m alt. Lâmina levemente discolor, com tricomas claros na nervura principal da face abaxial, membranácea. Cálice roxo, corola lilás, internemente com estrias de um lado e do outro esbranquiçado. Estaminódio bastante desenvolvido. Fruto len",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","2018-09-12 14:48:03-03","UNIOESTE","UNOP","9044","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Temponi, L.G.; Conceição, L.H.S.M.; Borges, J.P.","Conceição, L.H.S.M.; Conceição, I.S.M.; Conceição, I.S.M.","2017","09","14","Brasil","Paraná","Cascavel","Mata da FAG, área de visitação 2 (próximo a capela)","-53.510167","-24.945611","-53.510167","-24.945611",NA,NA,NA,NA,"32","2018","03","26","Árvore ca. de 10 m. de altura, foliólulos membranáceos, discolores com indumento próximo as nervuras, flores lilás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","2016-06-16 10:16:51-03","UNIOESTE","UNOP","6748","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Temponi, L.G.; Pilatti, D.","Pilatti, D.M.; Gris, D.; Temponi, L.G.; Boiago, N.P.; Krepschi, V.G.; Ventura, D; Gris, D.; Temponi, L.G.; Boiago, N.P.; Krepschi, V.G.; Ventura, D.","2010","12","09","Brasil","Paraná","Antonina","SPSV-Sociedade de Pesquisa em Vida Selvagem.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"10","2010","07",NA,"Árvore de aproximadamente 5m, folhas bipinadas, estéril.","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","2016-09-15 10:17:26-03","UNIOESTE","UNOP","4334","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Schinemann, D.A.","Bonatto, A.M.; Casini, M.C.; Casini, M.C.","2007","09","27","Brasil","Paraná","Cascavel","Jardim Universitário, Conjunto Major","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"2","2016","08","01","Arvoreta ca. 3-4 m alt. Folhas compostas, com margem denteada, limbo elíptico de base acunheada. Flor com quatro estames didínamos, epipétalos e um estaminódio, corola pentâmera, com pétalas fundidas formando um tubo, cálice gamosépalo, ovário súpero","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","2015-10-22 10:02:38-02","UNIOESTE","UNOP","1817","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Gris, D.; Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Tiscoski, T.L.","2013","02","01","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"138","2013","02",NA,"Arbórea. Flores liláses. Área 1, 132º indivíduo.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","2015-10-22 10:02:38-02","UNIOESTE","UNOP","1826","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Borges, J.P.; Tiscoski, T.L.","Borges, J.P.; Simão, P.C.; Escher, A.R.; Simão, P.C.; Escher, A.R.","2013","02","25","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"147","2013","09","13","Arbórea. Frutos maturos marrons. Área 1, 513º indivíduo.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","2015-10-22 10:02:38-02","UNIOESTE","UNOP","1857","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Borges, V.; Tiscoski, T.L.; Borges, V.","2013","04","27","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"178","2013","04","27","Arbórea. Frutos maturos marrons. Área 1, 284º indivíduo.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","2017-05-22 15:13:19-03","UNIOESTE","UNOP","5397","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Neves, R.C.P.","Neves, R.C.P.","2008","03","28","Brasil","Paraná","Cascavel","Parque Ecológico Tarquínio Joslin dos Santos.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,"24,5819","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","2018-09-12 14:48:03-03","UNIOESTE","UNOP","5722","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Catenacci, F.","Catenacci, F.","2009","09","11","Brasil","Paraná","Antonina","Reserva da Cachoeira, floresta ombrófila densa.","-48.695556","-25.314722","-48.695556","-25.314722","5","5",NA,NA,"6",NA,NA,NA,"Árvore com 8 m de altura e flores roxas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","2015-10-22 10:02:38-02","UNIOESTE","UNOP","8077","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Andrade, A.R.; Vieira, G.M.; Sobjak, T.M.","Temponi, L.G.; Andrade, A.R.; Vieira, G.M.; Sobjak, T.M.; Andrade, A.R.; Vieira, G.M.; Sobjak, T.M.","2012","08","03","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"1115","2012","08",NA,"Liana. Folhas verdes levemente discolores. Frutos castanhos.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","2015-10-22 10:02:37-02","UNIOESTE","UNOP","1332","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Borges, J.P.","Borges, J.P.; Simão, P.C.; Boff, L.; Fragoso, M.O.; Simão, P.C.; Boff, L.; Fragoso, M.O.","2012","05","09","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"10","2013","02","19","Arbórea. Fruto maturo marrom. Área 1, 284º indivíduo.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","2018-07-16 16:51:31-03","UNIOESTE","UNOP","5985","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Conceição, L.H.S.M.","Buturi, C.V.; Mendonça, L.C.; Temponi, L.G.; Mendonça, L.C.; Temponi, L.G.","2010","05","17","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"1","2018","07","16","Arbórea, folhas compostas e opostas, flores roxas.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","2019-08-29 16:18:56-03","UNIOESTE","UNOP","9418","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Conceição, L.H.S.M.","Baggio, K.A.","2018","10","26","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski, região do Lago 3, a aproximadamente 600m da entrada principal (Av. Rocha Pombo), do lado direito da trilha","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"7","2018","11","19","Porte arbóreo, com folhas verdes de ambos os lados, flores lilás e com fruto seco em cápsula","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","2017-05-22 15:13:19-03","UNIOESTE","UNOP","8594","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Hammes, J.K.","Hammes, J.K.; Escher, A.; Machado, T.; Escher, A.; Machado, T.","2015","10","01","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, beira parque Br 277.","-53.8485984802246","-25.1466999053955",NA,NA,NA,NA,NA,NA,"73","2016","03","09","Arbórea. Corola lilás.","51148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","2020-08-31 08:58:47-03","INPA","INPA","123242","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Gentry, AH","Kirkbride Junior, JH","1998","10","11","Brasil","Distrito Federal","Brasília","Mata ciliar seca. Parque Florestal do Gama.","-48.05","-16.05","-48.05","-16.05","1000","1000","INPA0123242","INPA0123242 INPA0123242_e","5014","1983",NA,NA,NA,NA,NA,"Dicotyledon Asterids","Lamiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","2020-08-31 08:58:47-03","INPA","INPA","233284","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Souza, ENF; Proença, CEB","Cezare, CHG","2007","09","25","Brasil","Goiás","Luziania","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório.","-48.017222","-16.640278","-48.017222","-16.640278","764","764","INPA0233284","INPA0233284 INPA0233284_e","37","2008","05",NA,NA,NA,NA,"Dicotyledon Asterids","Lamiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","2020-08-31 08:58:47-03","INPA","INPA","248704","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Moraes, MD","1995","09","24","Brasil","São Paulo","Ubatuba","Planície litorânea de Picinguaba. Trilha das três lagoas.","-44.812367","-23.339783","-44.812367","-23.339783",NA,NA,"INPA0248704","INPA0248704 INPA0248704_1 INPA0248704_1e INPA0248704_e","145",NA,NA,NA,NA,NA,NA,"Dicotyledon Asterids","Lamiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","27129",NA,"Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A.R. Zuntini/20-01-2010","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","07","14","Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444","40W30'57,6","19S21'16","250","250","MBML027129","MBML027129_1 MBML027129_2","2655",NA,NA,NA,"Arvoreta 7m, botões florais, flores lilás. Beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","28183",NA,"Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","R. C. Britto/06-11-2006","R. C. Britto","2006","06","30","Brasil","Espírito Santo","Santa Teresa","Santo Anselmo","-40.573056","-19.836944","40W34'23","19S50'13",NA,NA,"MBML028183","MBML028183","94",NA,NA,NA,"Árvore 10m com flores roxas, caducas durante o período de floração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","30747",NA,"Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A.R. Zuntini/20-01-2010","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz, J. Rosini.","2007","07","19","Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba.","-40.470639","-20.058611","40W28'14,3","20S3'31","250","250","MBML030747","MBML030747_1 MBML030747_2","2964",NA,NA,NA,"Árvore 12m, flores e botões de cor roxa. Fruto imaturo de cor verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","41224",NA,"Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A.M. Assis/Abril-2009","A. M. Assis; M. D. S. Demuner","2009","04","17","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves - Rodovia ES-060 sentido Marobá","-40.940278","-21.210278","40W56'25","21S12'37","8","8","MBML041224","MBML041224","1918",NA,NA,NA,"Arbusto 2 m. Flores lilas. Frutos secos. Restinga. Interior da formação florestal não inundável (Mata Seca).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","41330",NA,"Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A.M. Assis/Abril-2009","A. M. Assis; M. D. S. Demuner","2009","04","19","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves (Mata do Tucum). Acesso pela Rodovia ES-261.","-40.9925","-21.218889","40W59'33","21S13'8","4","4","MBML041330","MBML041330","1953",NA,NA,NA,"Arbusto 5 m. Frutos verdes e secos. Restinga. Formação florestal não inundável (Mata Seca).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","665",NA,"Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Al Gentry/2-6-1988","W. Boone","1986","08","25","Brasil","Espírito Santo","Santa Teresa","Pátio do Museu de Biologia Mello Leitão","-40.6","-19.936111","40W36'0","19S56'10",NA,NA,"MBML000665","MBML000665","1137",NA,NA,NA,"Arvoreta de 8m, flores roxas, heliófila em capoeirão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","4481",NA,"Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Al Gentry/1989","E. Bausen","1988","03","23","Brasil","Espírito Santo","Santa Teresa","Sede","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"MBML004481","MBML004481_1 MBML004481_2",NA,NA,NA,NA,"Arvoreta de 6m, fuste 4m X 12m, flores roxas, ao sol campo degradado.","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","2021-01-09 21:48:22-03","UNICENTRO","HUCO","5941","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Saueressig, D.","Janiski, A.","2014","05","19","Brasil","Paraná","Rebouças",NA,"-50.692798614502","-25.6205997467041",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"FOM; HABITAT: FOM","23614","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2021-01-09 21:48:22-03","UNICENTRO","HUCO","2962","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Grespan, T.","2010","11","28","Brasil","Paraná","Teixeira Soares",NA,"-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"HUCO002962",NA,"s.n.",NA,NA,NA,"Parcela 2","31767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2021-01-09 21:48:22-03","UNICENTRO","HUCO","7740","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Dalmaso, C. .A.","Benvenutti, L.","2016","07","01","Brasil","Paraná","Fernandes Pinheiro","ESEC","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Arbórea; FOM Montana; HABITAT: FOM Montana; DESC: Arbórea","27771","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","2021-01-09 21:48:22-03","UNICENTRO","HUCO","0335","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Caparroz, R.F.S.","Caparroz, R.F.S.","2005","11","01","Brasil","Paraná","Irati","Unicentro","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"HUCO000335",NA,"s.n.",NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","2021-01-09 21:48:22-03","UNICENTRO","HUCO","0093","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Souza, M.K.F.","Souza, M.K.F.","2000","05","17","Brasil","Paraná","Jaguariaíva","Fazenda Restingão","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"HUCO000093",NA,"s.n.",NA,NA,NA,"Árvore com 12 metros; Vegetação Floresta Ombrófila Mista; HABITAT: Vegetação Floresta Ombrófila Mista; DESC: Árvore com 12 metros","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","2021-01-09 21:48:22-03","UNICENTRO","HUCO","0095","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Souza, M.K.F.","Souza, M.K.F.","2000","03","24","Brasil","Paraná","Jaguariaíva","Fazenda Restingão","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"HUCO000095",NA,"s.n.",NA,NA,NA,"Vegetação Floresta Ombrófila Mista; HABITAT: Vegetação Floresta Ombrófila Mista","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","2021-01-09 21:48:22-03","UNICENTRO","HUCO","0092","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Souza, M.K.F.","Souza, M.K.F.","2000","03","23","Brasil","Paraná","Jaguariaíva","Fazenda Restingão","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"HUCO000092",NA,"s.n.",NA,NA,NA,"Vegetação Floresta Ombrófila Mista; HABITAT: Vegetação Floresta Ombrófila Mista","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2021-01-09 21:48:22-03","UNICENTRO","HUCO","6302","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Saueressig, D.","Albuquerque, J. .M.; et al.","2013","04","06","Brasil","Paraná","Rebouças",NA,"-50.692798614502","-25.6205997467041",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"FOM; HABITAT: FOM","23614","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","2021-01-09 21:48:22-03","UNICENTRO","HUCO","3069","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Grespan, T.","2010","12","10","Brasil","Paraná","Teixeira Soares",NA,"-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"HUCO003069",NA,"s.n.",NA,NA,NA,"Parcela 24","31767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","2021-01-09 21:48:22-03","UNICENTRO","HUCO","7057","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Ribas, C M J","Ribas, C M J","2016","02","24","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"s.n.","2016",NA,NA,"Trabalho sementes; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","2021-01-09 21:48:22-03","UNICENTRO","HUCO","7056","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Ribas, C M J","Ribas, C M J","2016","02","24","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"s.n.","2016",NA,NA,"Trabalho sementes; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2021-01-09 21:48:22-03","UNICENTRO","HUCO","7058","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Ribas, C M J","Ribas, C M J","2016","02","24","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"s.n.","2016",NA,NA,"Trabalho sementes; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2021-03-04 11:04:36-03","UFRB","HURB","9999","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Brancaleoni, E.","Brancaleoni, E.","2014","10","19","Brasil","Santa Catarina","Curitibanos","Rodovia Ulisses Gaboardi Km 04, próximo a UFSC;","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,"HURB000009999",NA,"02","2014","10",NA,"<ll>dwc_commonname:</ll> Caroba","25987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2021-03-04 11:04:36-03","UFRB","HURB","12071","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","S.E.Senff","Senff, S.E.","2014","09","03","Brasil","Santa Catarina","Irineópolis","Sitio da família Senff, próximo a Br 280; São Pascoal","-50.7997016906738","-26.2385997772217",NA,NA,NA,NA,"HURB000012071",NA,"24","2014","11",NA,"<ll>dwc_commonname:</ll> Caroba","32192","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","2020-06-15 15:29:09-03","UNESP-RC","HRCB","36664","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Rossi, L.","Carrasco, P.G.","1999","10","10","Brasil","São Paulo","Ilha Comprida","Vila de Pedrinhas","-47.5400009155273","-24.7399997711182",NA,NA,NA,NA,NA,NA,"48","2002","07",NA,"Arbustivo, flor lilás, fruto verde. <ll>dwc_commonname:</ll> carova preta; jacarandá do brejo","49747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","2020-06-15 15:29:09-03","UNESP-RC","HRCB","34299","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Hatschbach, G.","Carvalho, P.","1972","12","22","Brasil","Paraná","Irati","Colégio Estadual Florestal de Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,"155","1998",NA,NA,"Arvoreta, flor alva.","47271","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2020-06-15 15:29:09-03","UNESP-RC","HRCB","41163","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Assis, M.A.","Rodrigues, A.","1948","09","09","Brasil","São Paulo","São Paulo","Arboreto da Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"s/nº","2005","03",NA,"<ll>dwc_commonname:</ll> carobinha","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","2020-06-15 15:29:09-03","UNESP-RC","HRCB","41156","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Assis, M.A.","Arzolla, F.A.R.D.P.","2004","09","23","Brasil","São Paulo","São Paulo","Parque Estadual da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"632","2005","03",NA,"Árvore, 6m de altura, com flores de coloração roxa.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2020-06-15 15:29:09-03","UNESP-RC","HRCB","39849","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Marins, S.","Duarte, R.M.R.","2001","09","09","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"s/nº",NA,NA,NA,"Arbórea, 15m de altura.","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","2020-06-15 15:29:09-03","UNESP-RC","HRCB","52942","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Estevan, D.A.","2004","09","10","Brasil","Paraná","Ventania","Fazenda Califórnia","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,NA,"506",NA,NA,NA,"Árvore 4m, flores roxas.","32424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2020-06-15 15:29:09-03","UNESP-RC","HRCB","20879","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Fernandes, G.D.","1995","02","07","Brasil","São Paulo","Cananéia","Estrada Pariquera Açu; 4km estrada de terra","-47.850833","-24.879444","47º51'03W","24º52'46S",NA,NA,NA,NA,"32616",NA,NA,NA,"Árvore 5m, frutos marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
