"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","sex"
"429","2020-11-19 10:23:33-03","CPAP","CPAP","21463","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","D. T. Azevedo","2010",NA,NA,"Almeida, A. M.","2009","10","28","Brasil","MS","Corumbá","Assentamento Taquaral - sítio Sr. Odair- lote-365 - trilha 2","-57.727222","-19.153611","57°43'38'' W","19°09'13'' S","102","102","Arbusto 3m~. FLOR: amarela. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto degradado. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Fede bosta",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2020-11-19 10:23:33-03","CPAP","CPAP","23382","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. Pott","2002","09",NA,"Pott, A.","2002","09","13","Brasil","MS","Corumbá","Colônia Bracinho, sub-região de Paiaguás, Pantanal","-56.896389","-18.588611","56°53'47 W","18°35'19 S",NA,NA,"Árvore 5-12m de altura. com flores de cor amarela e frutos de cor castanho, interesse Florestal., . Frequente. e . Abundante. Floresta semidecídual/cerradão tipo mesotrófico, com Attalea phalerata,. Solo: arenoso escuro,. Relevo: plano convexo.",NA,"10252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-11-19 10:23:33-03","CPAP","CPAP","2606","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","C. N. da Cunha",NA,NA,NA,"Pott, A.","1986","11","19","Brasil","MS","Corumbá","Fazenda Sagrado; Sub-região do Abobral; Pantanal","-57","-19.5","57°00' W","19°30' S","90","90","Árvore. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Capão caducifólio. Na parte com muita Adelia e Trichilia. SUBSTRATO: solo calcimórfico petrocálcico derivado de conchas. RELEVO: borda inclinada do caa",NA,"2323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-11-19 10:23:33-03","CPAP","CPAP","5053","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Ratter, J. A.","1987","11","20","Brasil","MS","Corumbá","Fazenda do Dr. Romeu Albaneze","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,"6055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-11-19 10:23:33-03","CPAP","CPAP","5080","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Ratter, J. A.","1987","11","08","Brasil","MS","Corumbá","Fazenda do Dr. Romeu Albaneze","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,"5920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-11-19 10:23:33-03","CPAP","CPAP","6821","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Bueno, N. C.","1990","09","25","Brasil","MS","Corumbá","Base do morro do Urucum - mina Laiz sb1","-57.633333","-19.2","57°38' W","19°12' S","450","450","Árvore 8m de altura. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Mata. SUBSTRATO: solo de minério de Fe e Mangânes. RELEVO: inclinado.",NA,"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2020-11-19 10:23:33-03","CPAP","CPAP","7065","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Pott, A.","1989","10","13","Brasil","MT","Poconé","Mata do rio Alegre, Base de Pesquisa do IBDF (Ibama), Sub-região de Poconé, Pantanal","-56.916667","-17.083333","56°55' W","17°05' S","90","90","Arbusto. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Mata semidecídua. Beira de estrada, área perturbada. SUBSTRATO: solo argiloso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Laranjinha",NA,"5221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-11-19 10:23:33-03","CPAP","CPAP","8406","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","S. M. Salis","1997","02",NA,"Mattos, P. P. de","1991","09","04","Brasil","MS","Corumbá","Morro Bocaina","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,"Arbórea, 4m de altura. Látex. FLOR: não visto. FRUTO: avermelhado quando maduro. INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Mata, morro calcário. SUBSTRATO: solo litólico. RELEVO: inclinado.",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-11-19 10:23:33-03","CPAP","CPAP","8420","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Silva, M. P. da","1989","05","30","Brasil","MS","Corumbá","Fazenda Primavera, 1km a esquerda da estrada para Forte Coimbra; Pantanal - ponto 1 - planta 1.04","-57.133333","-19.433333","57°08' W","19°26' S",NA,NA,"Arbóreo, 10m de altura. FLOR: não visto. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Raro. AMBIENTE: Mata. SUBSTRATO: argila. RELEVO: plano.",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2020-11-19 10:23:33-03","CPAP","CPAP","9029","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Salis, S. M.","1991","10","04","Brasil","MS","Corumbá","Sítio São Marcos, Morro Bocaina","-57.65","-19.016667","57°39' W","19°01' S","220","220","Arbóreo. Presença de látex. FLOR: amarelinha. FRUTO: verde. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata calcária. SUBSTRATO: pedregoso, solo litólico. RELEVO: inclinado.",NA,"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2020-11-19 10:23:33-03","CPAP","CPAP","9243","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. Pott; V. J. Pott","1997","04","27","Silva, M. P. da","1989","06","01","Brasil","MS","Corumbá","Fazenda do Sr. Claudionor Duarte, a esquerda da estrada para Forte Coimbra - ponto 3, planta 3.58","-57.55","-19.516667","57°33' W","19°31' S","100","100","Arbóreo, 5m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Mata. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-11-19 10:23:33-03","CPAP","CPAP","11339","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Damasceno Jr., G. A.","1991","09","18","Brasil","MS","Corumbá","Morro Bocaina","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Árvore. FLOR: amarela. FRUTO: vermelho. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata calcárea. SUBSTRATO: solo calcimórfico. RELEVO: ondulado.",NA,"s/n",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"441","2020-11-19 10:23:33-03","CPAP","CPAP","14954","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. Schinini","1993",NA,NA,"Hatschbach, G.","1993","02","07","Brasil","MS","Iguatemi","Rodovia MS-295, 8Km Oeste de Iguatemi","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,"Arbusto 2m de altura. FLOR: creme. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata pluvial. SUBSTRATO: . RELEVO: .",NA,"58598",NA,NA,NA,NA,NA,NA,NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-11-19 10:23:33-03","CPAP","CPAP","1975","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Ratter, J. A.","1985","10","09","Brasil","MS","Corumbá","Morro do Zé Feliciano","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,NA,NA,"5131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2020-11-19 10:23:33-03","CPAP","CPAP","18400","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Pott, A.","1999","10","27","Brasil","MS","São Gabriel D'Oeste","Córrego Baixadão; fazenda Baixadão; Sub-bacia do córrego Baixadão","-54.498333","-19.219167","54°29'54'' W","19°13'09'' S","600","600","Rebrota de arbusto 60cm de altura. Látex branco. FLOR: não vista. FRUTO: ainda verde. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Regeneração de cerrado em pastagem degradada. SUBSTRATO: solo argiloso, latossolo vermelho. RELEVO:",NA,"8119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-11-19 10:23:33-03","CPAP","CPAP","9233","PreserverdSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","S. M. Salis","1991","06",NA,"Silva, M. P. da","1989","05","30","Brasil","MS","Corumbá","Fazenda Primavera, 1km a esquerda da estrada para Forte Coimbra - ponto 1, planta 1.02","-57.466667","-19.45","57°28' W","19°27' S","100","100","Arbóreo, 10m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Mata. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2015-07-02 14:01:48-03","JBP","HPL","2963","S","Plantae","Euphorbiaceae","Sebastiania","membranifolia","Sebastiania membranifolia","Muell. Arg","H. Lorenzi","1998","08","14","E.R. Salviani & H. Lorenzi","1998","08","14","Brasil","SP","Martinho Prado","Coletada na Fazenda Campininha.",NA,NA,NA,NA,NA,NA,NA,NA,"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2016-02-02 14:38:13-02","BGBM","B","B 10 0086918","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,"A. Sehnem",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086918 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086918","3737","B100086918","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2016-02-02 14:38:13-02","BGBM","B","B 10 0086920","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,"J. Cordeiro","1988","02","20","Brazil",NA,NA,"Paraná.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086920 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086920","518","B100086920","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2016-02-02 14:38:13-02","BGBM","B","B 10 0086922","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,"H. Neubert",NA,NA,NA,"Brazil",NA,NA,"RGS.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086922 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086922","56a","B100086922","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2016-02-02 14:38:13-02","BGBM","B","B 10 0086925","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,NA,"1958","09",NA,"Brazil",NA,NA,"Prov. Rio de Janeiro Itatiaia.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086925 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086925",NA,"B100086925","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2016-02-02 14:38:13-02","BGBM","B","B 10 0086927","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","L. Oliveira","2012","12",NA,"R. Wasum & N. Bastos","1992","01",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"450","450","<a href=http://herbarium.bgbm.org/object/B100086927 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086927","8033","B100086927","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2016-02-02 14:38:13-02","BGBM","B","B 10 0551255","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"W. G. F. Herter","1907","05","26","Brazil",NA,NA,"Rio Grande do Sul, Serra de St. Anna do Livramento.",NA,NA,NA,NA,"300","300","<a href=http://herbarium.bgbm.org/object/B100551255 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100551255","31992",NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2016-02-02 14:38:13-02","BGBM","B","B 10 0086919","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,"A. Sehnem",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086919 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086919","3601","B100086919","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2016-02-02 14:38:13-02","BGBM","B","B 10 0086921","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,"R. Maggi & al.","1995","01","18","Brazil",NA,NA,"RS - Sao Francisco de Paula-Floresta Nacional I.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086921 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086921","10532","B100086921","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2016-02-02 14:38:13-02","BGBM","B","B 10 0086923","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,"Reitz & Klein","1962","12","23","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086923 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086923","14.532","B100086923","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2019-12-19 08:15:17-03","FPS","FPS","1586","MachineObservation","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Schwirkowski, P.","2011","02","28","Schwirkowski, P.","2011","02","28","Brasil","Santa Catarina","São Bento do Sul","Trilha Parque Horto Florestal do SAMAE","-49.360175","-26.233265","-49.360175","-26.233265",NA,NA,"<ll>dwc_commonname:</ll> Leiteiro, leiteiro-de-folha-fina, leiteiro, capixava, mata-berne branquilho","FPS01586",NA,"FPS01586_v01 FPS01586_v02 FPS01586_v03 FPS01586_v04 FPS01586_v05 FPS01586_v06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-12-19 08:15:17-03","FPS","FPS","2985","MachineObservation","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Schwirkowski, P.","2017","09","16","Schwirkowski, P.","2017","09","16","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Em capão de FOM. Mata secundária","-49.382047","-26.276371","-49.382047","-26.276371",NA,NA,"<ll>dwc_commonname:</ll> Leiteiro, leiteiro-de-folha-fina, leiteiro, capixava, mata-berne branquilho","FPS02985,FURB55816,MBM423647","2412","FPS02985_v01 FPS02985_v02 FPS02985_v03 FPS02985_v04 FPS02985_v05 FPS02985_v06 FPS02985_v07 FPS02985_v08 FPS02985_v09 FURB55816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 55816, HUCS 48129, MBM 423647","voucher",NA,NA,NA,NA,NA
"457","2019-12-19 08:15:17-03","FPS","FPS","612","MachineObservation","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Schwirkowski, P.","2015","01","11","Schwirkowski, P.","2015","01","11","Brasil","Santa Catarina","São Bento do Sul","Serra Alta - Trilhos - Ao lado da Estrada Saraiva","-49.359687","-26.28149","-49.359687","-26.28149",NA,NA,"<ll>dwc_commonname:</ll> Leiteiro, leiteiro-de-folha-fina, leiteiro, capixava, mata-berne branquilho","FPS00612","862","FPS00612_v01 FPS00612_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2019-02-15 11:40:05-02","IPA","IPA","18078","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Souza, A.","2002",NA,NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","1968","01","29","Argentina","Corrientes",NA,"Saladas.",NA,NA,NA,NA,NA,NA,"Árbol 4m.","IPA0018078","13750",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2019-02-15 11:40:05-02","IPA","IPA","18118","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Krapovickas, A.","1967","08","16","Argentina","Formosa",NA,"10 km N de Formosa, ruta 11.",NA,NA,NA,NA,NA,NA,"Arbolito 2,5m de altura.","IPA0018118","13049",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2019-02-15 11:40:05-02","IPA","IPA","29941","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Laurênio, A.","2004","05",NA,"Andrade-Lima","1973","02","13","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0029941","7226",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2019-02-15 11:40:05-02","IPA","IPA","8699","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Laurênio, A.","2003","01","30","Glaziou, M.A.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0008699","15407",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-02-15 11:40:05-02","IPA","IPA","54744","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Laurênio, A.","2004","06",NA,"Záchia, R.","1992","04",NA,"Brasil","Rio Grande do Sul","Santa Maria","Estrada para Júlio de Castilhas.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Àrvore em beira de matinha secundária ao norte da","IPA0054744","1082",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"463","2019-02-15 11:40:05-02","IPA","IPA","54741","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","S. Marcos josé",NA,NA,NA,"Záchia, R.","1989","12",NA,"Brasil","Rio Grande do Sul","Santana do Riacho","São Borja.","-55.733333","-28.983333","-55.733333","-28.983333",NA,NA,NA,"IPA0054741","109",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2019-02-15 11:40:05-02","IPA","IPA","75362","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Athiê-Souza, S.M.","2013","04","04","Carvalho, G.H.","1969","01","31","Brasil","Paraíba","Catolé do Rocha","Fazenda Santa Isabel, Na margem de um riacho.","-37.7467002868652","-6.34389019012451",NA,NA,NA,NA,"Árvore ca. de 5m. de altura. Varios troncos, flores pequeninas de cor verde sem perfume. Látex nas folhas e cascas.","IPA0075362","88",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"21431","auto",NA,NA,NA,NA,NA,NA,NA,NA
"465","2019-02-15 11:40:05-02","IPA","IPA","74518","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Athiê-Souza, S.M.","2013","04","04","Carvalho, G.H. de","1968","01","31","Brasil","Paraíba","Catolé do Rocha","Fazenda Santa Isabel.","-37.7467002868652","-6.34389019012451",NA,NA,NA,NA,"Árvore ca. de 5m. de altura, flores pequeninas, verdes, sem perfume. Com Látex branco.","IPA0074518","88",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"21431","auto",NA,NA,NA,NA,NA,NA,NA,NA
"466","2019-02-15 11:40:05-02","IPA","IPA","63338","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Silva, S.I. da","2003","09",NA,"Melo, L.; Sampaio, J.; Sampaio, J.","2003","02",NA,"Brasil","Pernambuco","Sertânia","Caroalina, Sítio do Sr. Sibas.","-37.2644004821777","-8.07361030578613",NA,NA,NA,NA,"Material da AESA/CESA/APNE","IPA0063338","2BOI",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"53124","auto",NA,NA,NA,NA,NA,NA,NA,NA
"467","2019-07-26 11:40:01-03","IPA","IPA","86161","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Hoehne, W.",NA,NA,NA,"Hoehne, W.","1951","10","26","Brasil","São Paulo","Jales","pastos do Retiro.","-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,"Planta lactosa, semi-arbustiva de flores amarelas. Muito abundante. Dada ao primeiro bezerro.","IPA0086161","86161",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"16486","auto",NA,NA,NA,NA,NA,NA,NA,NA
"468","2019-02-15 11:40:06-02","IPA","IPA","17532","S","Plantae","Euphorbiaceae","Sebastiania","membranifolia","Sebastiania membranifolia","Müll. Arg.","Cordeiro, I.","2002","08",NA,"Giulietti, A.M.","1968","10","02","Brasil","Goiás",NA,"margem da estrada Jataí-Caiapônia, ca. 16 km de Jataí. Fazenda do Sr. João Gouveia, perto do rio.",NA,NA,NA,NA,NA,NA,"Arbusto, flores esverdeadas.","IPA0017532","223",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2019-08-27 13:29:06-03","IAP","PACA-AGP","96316","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","brasiliensis","Gymnanthes brasiliensis","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. Zanotto","2005","02","01","Brasil","SC","Maravilha","Mata do Seminário","-53.1725006103516","-26.760799407959",NA,NA,"550","550",NA,"PACA096316",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12440","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"470","2019-08-27 13:29:10-03","IAP","PACA-AGP","85363","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Cordeiro, I.","2017","11",NA,"Amaral Jr., A.","1998","10","15","Brasil","MS","Anaurilândia","12km de Anaurilandia","-52.7178001403809","-22.1875",NA,NA,NA,NA,"Habitat: mata na margem de estrada de terra","PACA085363","226",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"52338","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"471","2019-08-27 13:29:10-03","IAP","PACA-AGP","105235","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1998","07","21","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 872&nf;Altura: 8,30m; Circunferência: 47cm; Fuste: 1,80m","PACA105235",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"472","2019-08-27 13:29:10-03","IAP","PACA-AGP","93225","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","C. Mondin","1999","09",NA,"Mondin, C.","1999","09","04","Brasil","RS","Camaquã","Ilha das Três Bolas","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"Com ca. 3,5m de altura. HASU 7392. Habitat: Mata Arenosa. Na margem da mata. Hábito: arvoreta","PACA093225","1858",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"49429","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
