"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount"
"157","2019-10-09 11:16:59-03","UFBA","ALCB","83900","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Roque, N; Alunos de Botânica III","1791","2008","05","24","Southern America","Brasil",NA,NA,"ca 5m alt. Folhas discolores. Frutos imaturos verdes passando a castanhos.","ALCB027709","Dicotyledon",NA,"Tul.","Guedes, ML","Bahia","Morro do Chapéu","Piemonte da Diamantina, Vila do ventura. Trilha para cidade das Pedras","-40.998611","-11.675556","ALCB027709","720","720",NA,NA,NA,NA,NA,NA,"-40.998611","-11.675556",NA,NA,NA,NA,NA
"158","2019-10-09 11:16:59-03","UFBA","ALCB","89906","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Guedes, ML; Gomes, FS; et al.","15833","2009","08","05","Southern America","Brasil",NA,NA,"de ca 6 m de altura. Folhas com folíolos cartáceos discolores. Frutos passados.","ALCB027711","Dicotyledon",NA,"Tul.","Gomes, FS","Bahia","Urandi","Serra Geral, Caminho para Espinosa","-42.725556","-14.823333","ALCB027711",NA,NA,NA,NA,NA,"2009","09",NA,"-42.725556","-14.823333",NA,NA,NA,NA,NA
"159","2019-10-09 11:16:59-03","UFBA","ALCB","89908","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Guedes, ML; Gomes, FS; et al.","15835","2009","08","05","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Folíolos cartáceos. Frutos sâmaras, marrons.",NA,"Dicotyledon",NA,"Tul.","Gomes, FS","Bahia","Urandi","Serra Geral, Caminho para Espinosa","-42.725556","-14.823333",NA,NA,NA,NA,NA,NA,"2009","09",NA,"-42.725556","-14.823333",NA,NA,NA,NA,NA
"160","2019-10-09 11:16:59-03","UFBA","ALCB","92838","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Guedes, ML; Gomes, FS; Melo, E; et al.","16712","2009","12","09","Southern America","Brasil",NA,NA,"ca. 8 m alt. Folhas com folíolos cartáceos, discolores. Inflorescência com botões esverdeados. Frutos imaturos, verdes e maduros marrons, sâmaras.","ALCB027726","Dicotyledon",NA,"Tul.","Guedes, ML","Bahia","Licínio de Almeida","Serra Geral, estrada, 7km de Licínio de Almeida para Urandi. P02","-42.511667","-14.731944","ALCB027726","850","850",NA,NA,NA,"2009","12",NA,"-42.511667","-14.731944",NA,NA,NA,NA,NA
"161","2020-08-11 00:16:03-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Harley, RM; Woodgyer, EM; Giulietti, AM","PCD2743","1996","04","01","Southern America","Brasil",NA,NA,"15,00 m, tronco com DAP de 30 cm, ramos do amentilho verde-claros.; Área desmatada. Solo de mata.",NA,"Dicotyledon",NA,"Tul.","Pirani, JR","Bahia","Jacobina","Piemonte da Diamantina, Arredores de Sítio do Meio","-40.633333","-11.066667",NA,"730","730",NA,NA,NA,"1997","11",NA,"-40.633333","-11.066667",NA,NA,NA,NA,NA
"162","2019-10-09 11:16:59-03","UFBA","ALCB","94552","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Guedes, ML; Lisboa, MS; Gomes, FS; Alunos de Botânica III","17101","2010","04","23","Southern America","Brasil",NA,NA,"de ca 8 m de altura. Folhas com folíolos cartáceos, discolores. Frutos sâmaras, imaturas verdes.","ALCB027725","Dicotyledon",NA,"Tul.","Guedes, ML","Bahia","Barra do Mundo Novo","Piemonte da Diamantina, Estrada para Ibiaporã","-40.5425","-11.885556","ALCB027725","498","498",NA,NA,NA,"2010","06",NA,"-40.5425","-11.885556",NA,NA,NA,NA,NA
"163","2019-10-09 11:16:59-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Gasson, P; Harley, RM; França, F; Nic Lughadha, E","PCD6019","1997","03","04","Southern America","Brasil",NA,NA,"7,00 m, DAP de 20 cm, casca lisa, acinzentada.",NA,"Dicotyledon",NA,"Tul.","Harley, RM","Bahia","Morro do Chapéu","Piemonte da Diamantina, Ventura, beira do rio, um pouco acima do povoado","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"98143","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-10-09 11:16:59-03","UFBA","ALCB","030703","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Guedes, ML; Fonseca, MR","5069","1997","07","29","Southern America","Brasil",NA,NA,"ca. 8m. Folíolos discolores. Inflorescência combotões esverdeados. Frutos imaturos verdes e maduros marrons. Ocasional.","ALCB027756","Dicotyledon",NA,"Tul.","Guedes, ML","Ceará","Juazeiro do Norte","Próximo à estátua do Padre Cícero","-39.315299987793","-7.21305990219116","ALCB027756",NA,NA,NA,"15239","auto","1997","07",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269706","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Irmay H de",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269706",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24285",NA,NA
"166","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033701","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Herzog TCJ",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033701",NA,"Fabales","Tul.",NA,NA,NA,"Plantae in itinere secundo per Bolivian lectae.",NA,NA,"NL-L2033701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"167","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.1064077","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1064077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1064077",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,"NL-L1064077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0050937 | Uw 7179",NA,NA
"168","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.1064078","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1064078 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1064078",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,"NL-L1064078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7179",NA,NA
"169","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269700","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Stearns JL",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269700",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24283",NA,NA
"170","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.1064079","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Bundesforsch. Forst- u. Holzwirtsch.; Reinbek (Hamburg)",NA,NA,NA,NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1064079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1064079",NA,"Fabales","Tul.",NA,"Paráguay Oriental",NA,NA,NA,NA,"NL-L1064079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw23085",NA,NA
"171","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033698","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Hatschbach GG",NA,"1968","04","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033698",NA,"Fabales","Tul.",NA,"Paraná",NA,NA,NA,NA,"NL-L2033698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0488187",NA,NA
"172","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033699","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033699",NA,"Fabales","Tul.",NA,NA,NA,"Plantae in itinere secundo per Boliviam lectae.",NA,NA,"NL-L2033699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"173","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033700","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Herzog T",NA,"1910","11","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033700",NA,"Fabales","Tul.",NA,NA,NA,"Plantae in itinere secundo per Boliviam lectae. Kl. Baum in Busetmrald oin. Palo mazrado bis Villa illontes.",NA,NA,"NL-L2033700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"174","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033702","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Herzog TCJ",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033702",NA,"Fabales","Tul.",NA,NA,NA,"Plantae in itinere secundo per Bolivian lectae.",NA,NA,"NL-L2033702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"175","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033703","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Herzog TCJ",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033703",NA,"Fabales","Tul.",NA,NA,NA,"Plantae in itinere secundo per Bolivian lectae.",NA,NA,"NL-L2033703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"176","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033704","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Herzog T",NA,"1911","01","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033704",NA,"Fabales","Tul.",NA,NA,NA,"Plantae in itinere secundo per Bolivian lectae. Baum in Sta Crey.",NA,NA,"NL-L2033704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"177","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033705","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Fiebrig K",NA,"1904","02","04","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033705",NA,"Fabales","Tul.",NA,NA,NA,"Plantae austro - bolivienses. Chiquiacá.",NA,NA,"NL-L2033705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"178","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033706","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Fiebrig K",NA,"1903","02","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033706",NA,"Fabales","Tul.",NA,NA,NA,"Plantae paraguayenses. Cordillera de Altos.",NA,NA,"NL-L2033706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"179","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033707","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Fiebrig K",NA,"1908","02","13","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033707",NA,"Fabales","Tul.",NA,NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,"NL-L2033707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"180","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.2033708","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Hassler E",NA,"1913","02","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2033708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2033708",NA,"Fabales","Tul.",NA,NA,NA,"Plantae Paraguarienses. Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,"NL-L2033708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"181","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.3889639","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Pedersen TM",NA,"1988","04","06","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3889639 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3889639",NA,"Fabales","Tul.",NA,NA,NA,"Carambola Dep. Concepción Prov. Corrientes.",NA,NA,"NL-L3889639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"182","2020-02-08 09:08:01-03","NBC","NL-BOTANY","L.3889640","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Pedersen TM",NA,"1988","04","06","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3889640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3889640",NA,"Fabales","Tul.",NA,NA,NA,"Carambola Dep. Concepción Prov. Corrientes.",NA,NA,"NL-L3889640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"183","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0050938","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200050938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0050938",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 7179",NA,NA
"184","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269698","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Schmidt E",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269698",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24287",NA,NA
"185","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269699","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269699",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24282",NA,NA
"186","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269701","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Ducke A",NA,"1946","06","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269701",NA,"Fabales","Tul.",NA,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24290",NA,NA
"187","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269702","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Bicknell FW",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269702",NA,"Fabales","Tul.",NA,NA,NA,"upper Parana region and Tucuman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24284",NA,NA
"188","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269703","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269703",NA,"Fabales","Tul.",NA,"Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24289",NA,NA
"189","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269704","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269704",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24286",NA,NA
"190","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269705","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269705",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24288",NA,NA
"191","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269707","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Higgins NC",NA,NA,NA,NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269707",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24027",NA,NA
"192","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0269708","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269708",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24031",NA,NA
"193","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0277834","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277834",NA,"Fabales","Tul.",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14308a",NA,NA
"194","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0278306","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Forest Department Piracaciba",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278306",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw27592",NA,NA
"195","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0278323","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278323 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278323",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7179",NA,NA
"196","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U 0278515","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Servicio Forestal Nacional",NA,NA,NA,NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278515",NA,"Fabales","Tul.",NA,"Paráguay Oriental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24689",NA,NA
"197","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1307783","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Lindeman JC; Haas JH de",NA,"1967","06","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1307783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1307783",NA,"Fabales","Tul.","Bortoluzzi RLC","Santa Catarina",NA,NA,"-53.733333","-26.533333","NL-U1307783",NA,NA,NA,NA,NA,"2003","08","01","-53.733333","-26.533333",NA,"Magnoliopsidae","U 0019163",NA,NA
"198","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1307784","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Souza VC; et al.",NA,"1994","03","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1307784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1307784",NA,"Fabales","Tul.","Lewis GP","Bahia",NA,NA,NA,NA,"NL-U1307784",NA,NA,NA,NA,NA,"2002","03","01",NA,NA,NA,"Magnoliopsidae","U 0103912",NA,NA
"199","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1307785","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Souza VC; et al.",NA,"1994","03","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1307785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1307785",NA,"Fabales","Tul.","Lewis GP","Bahia",NA,NA,NA,NA,"NL-U1307785",NA,NA,NA,NA,NA,"2002","03","01",NA,NA,NA,"Magnoliopsidae","U 0103913",NA,NA
"200","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1307786","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Dubs B",NA,"1987","02","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1307786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1307786",NA,"Fabales","Tul.",NA,NA,NA,"Pantanal Mato Grosso, Fazenda Salina, Panatanal do Rio Negro.","-56.166667","-19.5","NL-U1307786",NA,NA,NA,NA,NA,NA,NA,NA,"-56.166667","-19.5",NA,"Magnoliopsidae",NA,NA,NA
"201","2020-02-08 09:08:01-03","NBC","NL-BOTANY","U.1307787","PreservedSpecimen","Plantae","Leguminosae-Caes.","Pterogyne","nitens","Pterogyne nitens","Harley RM; et al.",NA,"1980","04","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1307787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1307787",NA,"Fabales","Tul.",NA,NA,NA,"Estado do Bahia, Basin of the Upper Sao Francisco River, Bom Jesus de Lapa.","-43.433333","-13.25","NL-U1307787",NA,NA,NA,NA,NA,NA,NA,NA,"-43.433333","-13.25",NA,"Magnoliopsidae",NA,NA,NA
