"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"45","2020-06-29 09:29:32-03","UFRRJ","RBR","46104","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","G.T.R. Alves","s/n","2014","08",NA,"Brasil","Rio de Janeiro","Vale do Cedro. Solo argiloso e Serrapilheira densa.",NA,NA,"RBR00046104",NA,"M. Gomes","11","1165","1165","Nova Friburgo","-42.479722","-22.32","2018","04","03","42º28'47''W","22º19'12''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:40-03","MBM","MBM","132979","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Solomon, J.C.","17246","1987","06","Southern America","Bolivia",NA,NA,NA,NA,"MBM132979","MBM132979","Robinson, H.","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:16:40-03","MBM","MBM","143750","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55430","1991","06","Southern America","Brazil","Minas Gerais","Rod. MG-111, Vargem Grande",NA,NA,"MBM143750","MBM143750","Holmes, W.C.","13",NA,NA,"Presidente Soares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:16:40-03","MBM","MBM","283400","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Hatschbach, G.; et al.; et al.","74990","2003","06","Southern America","Brazil","Espírito Santo","Rod. BR-262, Rio Cavalo",NA,NA,"MBM283400","MBM283400","Holmes, W.C.","08",NA,NA,"Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA
"49","2019-11-01 15:28:01-03","PUC-RIO","FCAB","0979","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","P. Capell S.J.","s.n.","1951","05",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"000979",NA,NA,"15",NA,NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"50","2015-10-03 14:04:44-03","MNHN","RECOLNAT_MNHN_P","P00706751","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Vauthier, M.",NA,"1833",NA,NA,"Brésil",NA,"Province de Minas Geraes : Tejuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706751' target='other'> <mi>dwc_moreinfo</mi></a>","P00706751","P00706751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","291",NA,NA,NA
"51","2015-10-03 23:38:11-03","MNHN","RECOLNAT_MNHN_P","P00706752","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Vauthier, M.",NA,"1833",NA,NA,"Brésil",NA,"Province de Minas Geraes : Tejuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706752' target='other'> <mi>dwc_moreinfo</mi></a>","P00706752","P00706752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","291",NA,NA,NA
"52","2015-09-04 05:31:43-03","MNHN","RECOLNAT_MNHN_P","P02694518","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil","Minas Gerais","Province. Minas Gerais, Sudeste, Brasil, América do Sul","hb",". Voyage d´Auguste de Saint-Hilaire. Nº 921 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02694518' target='other'> <mi>dwc_moreinfo</mi></a>","P02694518","P02694518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:33:16-03","UFMG","BHCB","35684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Lombardi, JA; Temponi, LG; Stehmann, JR","1599","1997","04","Southern America","Brasil","Minas Gerais","Parque Natural da Serra do Caraça.",NA,"Liana. Folhas herbáceas. Brácteas esverdeadas. Flores brancas; Mata baixa","BHCB023197",NA,NA,"19",NA,NA,"Santa Barbara","-43.490833","-20.108611","1997","08",NA,"-43.490833","-20.108611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:33:16-03","UFMG","BHCB","191057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Vieira, KIC; Resende, HC; Werneck, HA","94","2018","04","Southern America","Brasil","Minas Gerais","Bento Rodrigues, Proximo a associação",NA,"Florzinha fechada de cor verde - cipó; Plantas de calçada","BHCB191057",NA,NA,"20","733","733","Mariana","-43.419667","-20.234694","2018","09",NA,"-43.419667","-20.234694",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:33:16-03","UFMG","BHCB","73781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Oliveira, AM; Stehmann, JR","108","2002","07","Southern America","Brasil","Minas Gerais","Dinamitagem - CVRD.",NA,"Plantas do Brasil. Borda de mata. Trepadeira. Caule avermelhado.",NA,NA,NA,"05","3157","3157","Itabira","-43.268056","-19.648889",NA,NA,NA,"-43.268056","-19.648889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:33:16-03","UFMG","BHCB","54641","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Regnell","II-158",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caldas","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:33:16-03","UFMG","BHCB","54638","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Badini, J","s.n.",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:33:16-03","UFMG","BHCB","54449","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta tomentosa","Barreto","Magalhães, GM","1615","1942","05","Southern America","Brasil","Minas Gerais","Capivari",NA,"Trepadeira, muito frequente, flor alva.; Capoeirinha","BHCB000062","BHCB000062",NA,"03",NA,NA,"Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"37754","auto","tomentosa","Typus?",NA,NA,NA,NA
"59","2020-12-11 11:33:16-03","UFMG","BHCB","54639","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Barreto, HLM","4167","1935","05","Southern America","Brasil","Minas Gerais","Estação Experimental.",NA,"Sujo. Pouco frequente. Trepadeira. Flor alva.",NA,NA,NA,"22",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:33:16-03","UFMG","BHCB","54677","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Magalhães, GM","4471","1949","06","Southern America","Brasil","Minas Gerais","Fazenda da Lagoa.",NA,"Sujo, perto de mata. Muito frequente. Trepadeira. Flor alva.; sujo perto da mata, muito frequente, flor alva, trepadeira","BHCB006946",NA,NA,"08",NA,NA,"Mercês","-43.3414001464844","-21.1942005157471","2013","04",NA,NA,NA,NA,"16536","auto",NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:33:16-03","UFMG","BHCB","54640","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Barreto, HLM","4156","1933","04","Southern America","Brasil","Minas Gerais","Serra do Caraça.",NA,"Muito frequente. Trepadeira; Mata","BHCB023196",NA,NA,"17",NA,NA,"Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:18:07-03","UFPR","UPCB","20377","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Hatschbach, G.","55430","1991","06",NA,"Brasil","Minas Gerais","Rodovia MG 111, Vargem Grande",NA,"Volúvel, capítulo alvascente. Orla da mata baixa..",NA,NA,"Holmes, W.C.","13","800","800","Presidente Soares",NA,NA,"1992","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2013-05-28 11:53:00-03","MO","MOBOT","574379","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","James C. Solomon","Solomon 17246","1987","6","South America","Bolivia","La Paz","Siete Cielos, Río Manupare. Bosque de la llanura de inundación.",NA,NA,NA,NA,"H. Robinson (US)","10","180.00000000",NA,"Abel Iturralde","-67.6166667","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-80","8",NA,NA
"64","2020-08-31 08:53:03-03","INPA","INPA","195528","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Hatschbach, GG","55430","1991","06","Southern America","Brasil","Minas Gerais","Rod. MG-111, Vargem Grande",NA,NA,"INPA0195528","INPA0195528 INPA0195528_e","Holmes, WC","13","800","800","Presidente Soares",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:45:20-03","MBML","MBML-HERBARIO","31254",NA,"Plantae",NA,NA,"Compositae","Mikania","microdonta","Mikania microdonta","DC.","L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9914","2007","07",NA,"Brasil","Espírito Santo","Três Pontões",NA,"Liana no sol. Frutos secos.","MBML031254","MBML031254","C.T. Oliveira/03-10-2012","16",NA,NA,"Afonso Cláudio","-41.079722","-20.076667",NA,NA,NA,"41W4'47","20S4'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:45:20-03","MBML","MBML-HERBARIO","10984",NA,"Plantae",NA,NA,"Compositae","Mikania","microdonta","Mikania microdonta","DC.","G. Hatschbach; et al","69075","1999","05",NA,"Brasil","Espírito Santo","Pedra Azul",NA,"Apoiante. Capitulo ccreme-palido. Encosta de vegetação rala. Solo arenoso.","MBML010984","MBML010984","H. Robinson/1999","16",NA,NA,"Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA
"67","2019-05-23 11:07:55-03","UFLA","ESAL","3889","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Guimarães, N","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Parque Ecologico Quedas do Rio Bonito",NA,"liana; ; ;; floresta",NA,NA,"Mansanares, ME",NA,NA,NA,"Lavras","-44.999444","-21.245278","2017","03","23","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-06-10 10:10:19-03","FZB-BH","BHZB","2819","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta",NA,"Ordones, J. et al.","161","2000","06",NA,"Brasil","MG","Caraça/ Buraco da Boiada",NA,"unicata . Anteriormente identificada como Mikania lasiandrae DC. cf. por J. N. Nakajima 10/2002",NA,NA,"M.S, Castro","10",NA,NA,"Catas Altas","-43.4075012207031","-20.0746994018555","2016","09","30",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"69","2019-06-10 10:10:19-03","FZB-BH","BHZB","3971","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta",NA,"Ordones, J.","896","2002","05",NA,"Brasil","MG","Caraça/ Tanque Grande",NA,"unicata",NA,NA,"M.S, Castro","30",NA,NA,"Catas Altas","-43.4075012207031","-20.0746994018555","2016","09","30",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","3469393","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","M. Nee, M. Mendoza & M. Sundue","52451","2003","8","South America - Neotropics","Bolivia","Santa Cruz","Prov. Caballero, 6 km (by air) N of Comarapa, along road to Cerro Bravo and Tinqui Laguna",NA,NA,"US01670938",NA,NA,"3","2325",NA,NA,"-64.5317","-17.8617",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"71","2020-09-12 05:00:02-03","US","US","3149569","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","J. C. Solomon","17246","1987","6","South America - Neotropics","Bolivia","La Paz","Prov. Iturralde, Siete Cielos, Rio Manupare",NA,NA,"US01670937",NA,NA,"10","55",NA,NA,"-67.62","-12.45",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"72","2020-09-12 05:00:02-03","US","US","2853666","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","A. C. Brade","18963","1948","4","South America - Neotropics","Brazil","Minas Gerais","Passa Quarto, Rico do Mun",NA,NA,"US01673759","US01673759_01",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"73","2020-09-12 05:00:02-03","US","US","3357529","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","J. A. Lombardi, L. G. Temponi & J. R. Stehmann","1599","1997","4","South America","Brazil",NA,"Santa Bárbara-MG, Serra do Caraça, Parque Natural do Caraça",NA,NA,"US01673757","US01673757_01",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"74","2020-09-12 05:00:02-03","US","US","1265246","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","E. Warming","s.n.","1863",NA,"South America - Neotropics","Brazil",NA,"Ad Lagoa Santa",NA,NA,"US01673758","US01673758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","3452271","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","A. Oliveira & J. R. Stehmann","108",NA,NA,"South America","Brazil",NA,"Itabira-MG. Dinamitagem/ CVRD",NA,NA,"US01673755","US01673755_01",NA,NA,"3157",NA,NA,"-43.268","-19.6488",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","1574974","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","L. Riedel","s.n.","1824","6","South America","Brazil",NA,"In fruticetis pr Barbacena",NA,NA,"US01673761","US01673761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"77","2020-09-12 05:00:02-03","US","US","2124024","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","J. Badini","s.n.","1941","9","South America - Neotropics","Brazil","Minas Gerais","Pico do Itacolomi - municipio de Ouro Preto",NA,NA,"US01673762","US01673762_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"78","2020-09-12 05:00:02-03","US","US","1265233","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Glaziou, --","8147",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US01673763","US01673763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US","3380152","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","G. Hatschbach, J. M. Silva & L. Ferreira","69075","1999","5","South America - Neotropics","Brazil","Espírito Santo","Pedra Azul (Mun Marechal Floriano)",NA,NA,"US01673756","US01673756_01",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"80","2020-09-12 05:00:02-03","US","US","1401477","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","A. Regnell","158","1867","4","South America - Neotropics","Brazil","Minas Gerais","Caldas",NA,NA,"US01673760","US01673760_01",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"81","2020-09-12 05:00:02-03","US","US","2892689","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","M. Kuhlmann","3794","1956","6","South America - Neotropics","Brazil","São Paulo","Mojí-Guaçu, Fazenda Campininha, próximo de Padua Sales, Reserva Florestal, E.F.S.",NA,NA,"US01673754","US01673754_01",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"82","2020-09-02 16:21:30-03","Cenargen","CEN","33309","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Alexandre Bonesso Sampaio","32","1996","07",NA,"Brasil","DF","Borda mata do Açudinho, porção central, Fazenda Sucupira (CENARGEN/EMBRAPA).","Exsicatas","Barragem de captação de água para o pivô central do Serviço de Produção de Sementes Básicas da EMBRAPA, para o lado esquerdo, margem direita do córrego, borda da mata.","CEN00033309","CEN00033309","M. R. Ritter","04","1080","1080","BRASILIA","-47.9296989440918","-15.7797002792358","2005","07",NA,"-4803333.0","-1592417.0",NA,"70570","auto",NA,NA,NA,"4",NA,NA
"83","2020-09-02 16:21:30-03","Cenargen","CEN","38480","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Juliana Guimarães Faria","237","1999","06",NA,"Brasil","DF","Fazenda Sucupira. Mata de galeria (córrego do Açudinho II).","Exsicatas",NA,"CEN00038480","CEN00038480","M. R. Ritter","29","1070","1070","BRASILIA","-47.9296989440918","-15.7797002792358","2005","07",NA,"-4801667.0","-1591667.0",NA,"70570","auto",NA,NA,NA,"3",NA,NA
"84","2019-10-07 09:11:43-03","UEFS","HUEFS","14096","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Hatschbach, G.","55430","1991","06",NA,"Brasil","Minas Gerais",NA,NA,NA,"HUEFS0014096",NA,NA,"13","800","800","Presidente Soares",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-09-04 19:37:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta",NA,"A.-C. Vauthier","291","1833",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA
"86","2020-07-23 11:59:17-03","CEPLAC","CEPEC","131268","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta",NA,"M. M. Saavedra","227",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"R. A. X. Borges",NA,NA,NA,"LIMA DUARTE","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,"8/2/2006",NA
"87","2019-11-01 14:54:17-03","UnB","UB","123011","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Irwin, HS","22428","1969","01","Southern America","Brasil","Minas Gerais","2km SW of Diamantina",NA,"Heads sordid white.; Twining 5m.; Cerrado",NA,NA,"Barroso, GM","22","1350","1350",NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-01 14:54:17-03","UnB","UB","123012","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Irwin, HS","23045","1969","02","Southern America","Brasil","Minas Gerais","Ca. 31km NE of Francisco Sá, road to Salinas",NA,"Heads in fruit.; Woody climber 5m.; Cerrado",NA,NA,"Barroso, GM","11","1100","1100",NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 14:54:17-03","UnB","UB","123017","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Heringer, EP","5220","1956","07","Southern America","Brasil","Minas Gerais","Rio do Chico",NA,"Cultura e cerrado",NA,NA,"Ritter, M","05",NA,NA,NA,NA,NA,"2005","07","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-01 14:54:17-03","UnB","UB","180454","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Carvalho-Silva, M; Aedo, C; Fernández-Alonso, JL; Amorim, PRF","1430","2012","05","Southern America","Brasil","Minas Gerais","Region de Ouro Preto, La Mariana, Pico da Cartuxa",NA,"Plantas colectadas en alcohol; Bosque secundario sobre suelos rojos arcillosos",NA,NA,"Oliveira, CT","10","1207","1207",NA,"-43.394167","-20.402778","2013","11",NA,"-43.394167","-20.402778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-01 14:54:17-03","UnB","UB","180538","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Carvalho-Silva, M; Aedo, C; Fernández-Alonso, JL; Amorim, PRF","1687","2012","05","Southern America","Brasil","Distrito Federal","Zona del Jardín Botánico, Fazenda Agua Limpia",NA,"Suelos rojos",NA,NA,"Oliveira, CT","14","1080","1080","Brasília","-47.944167","-15.961111","2013","11",NA,"-47.944167","-15.961111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-01 14:54:17-03","UnB","UB","188790","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Zanatta, MRV; Silva, JS","789","2011","09","Southern America","Brasil","Distrito Federal","Parque Nacional de Brasília (PNB).",NA,"Liana 2m. Frutos cremes, secos em dispersão. Ramos avermelhados; Mata de galeria com áreas alagáveis onde o córrego ocupa na época estação chuvosa. Relevo plano.",NA,NA,"Oliveira, CT","15","1091","1091","Brasília","-47.926111","-15.663333","2013","11",NA,"-47.926111","-15.663333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-01 14:54:17-03","UnB","UB","97761","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Proença, CEB","183","1982","06","Southern America","Brasil","Distrito Federal","Cabeça do Vale do Capão da Onça",NA,"Trepadeira sobre arbusto 1,6m. Flores verde claro. Caule marrom avermelhado; Em lugar alagado",NA,NA,"Ritter, M","23","970","1000","Brasília","-47.633333","-15.816667","2005","07","20","-47.633333","-15.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-01 14:54:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Rivera, VL; Miranda, J","202","2012","08","Southern America","Brasil","Distrito Federal","Universidade de Brasília. Along the L4 road",NA,"Visited by many bees; Shrub 1,5m. White flowers with as intense scent; Disturbed cerrado in the entrance of the matinha da UnB",NA,NA,"Rivera, VL","15","1006","1006","Brasília","-47.864167","-15.759722","2012",NA,NA,"-47.864167","-15.759722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 14:54:17-03","UnB","UB","97763","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Sucre, D","463","1965","05","Southern America","Brasil","Distrito Federal","Country Club",NA,"Trepadeira. Capítulos brancos; Mata ciliar",NA,NA,"Ritter, M","30",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","2005","07","20",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"96","2019-11-01 14:54:17-03","UnB","UB","97759","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Ratter, JA","3137","1976","06","Southern America","Brasil","Distrito Federal","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, ca. 18km SSW of Brasília TV Tower",NA,"Herbaceous climber on shrubs. Florets cream; Margin of gallery forest",NA,NA,"Ritter, M","09",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","2005","07","20",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"97","2019-11-01 14:54:17-03","UnB","UB","97760","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Ratter, JA","3099","1976","06","Southern America","Brasil","Distrito Federal","In the Área of the Córrego Cabeça de Veado, ca. 9,5km SSE of Brasília TV Tower",NA,"Heads dirty white; Margin of the gallery forest",NA,NA,"Ritter, M","03",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","2005","07","20",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"98","2019-11-01 14:54:17-03","UnB","UB","97762","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Heringer, EP","14715","1975","06","Southern America","Brasil","Distrito Federal","Saia Velha",NA,"Cipó trepador. Cálice roxeado e corola creme; Margem de mata ciliar",NA,NA,"Ritter, M","24",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","2005","07","20",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
