"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","class","sex"
"11","2020-11-19 10:22:27-03","CPAP","CPAP","10269","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat",NA,"Bueno, N. C.","505","1992","12",NA,"Brasil","MS","Área da Branave, porto de Ladário, Pantanal","-57.583333","-19",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Aquático. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,"11","Ladário",NA,NA,NA,NA,NA,"57°35' W","19°00' S","85","85",NA,NA,NA,NA
"12","2020-11-19 10:22:27-03","CPAP","CPAP","10388","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat","V. J. Pott","Pott, V. J.","1859","1993","02",NA,"Brasil","MS","1,3km Sul da Pousada Quero-quero, estrada Albuquerque-Porto Anhuma, planície de inundação do rio Paraguai, Pantanal","-57.4","-19.4",NA,"Erva aquática flutuante fixa oulivre. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Brejo, 50cm profundidade, pastagem de cavalo. SUBSTRATO: solo argiloso hidromórfico eutrófico. RELEVO: plano deprimido.",NA,NA,"28","Corumbá",NA,NA,NA,NA,NA,"57°24' W","19°24' S","100","100",NA,NA,NA,NA
"13","2020-11-19 10:22:27-03","CPAP","CPAP","10692","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat","V. J. Pott","Pott, V. J.","1963","1992","10",NA,"Brasil","MS","Estrada inacabada para Forte Coimbra, próximo 8km da BR-262, Sub-região do Nabileque, Pantanal","-57.55","-19.516667",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Lagoa em beira de aterro de estrada. Presençaa de Typha, Pistia, Carandá. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"09","Corumbá",NA,NA,"1992",NA,NA,"57°33' W","19°31' S","90","90",NA,NA,NA,NA
"14","2020-11-19 10:22:27-03","CPAP","CPAP","13091","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat",NA,"Pereira, R. A. C.","40","1995","07",NA,"Brasil","MS","Parque Marina Gattas; Canal do Tamengo","-57.65","-19.016667",NA,"Erva aquática flutuante livre. FLOR: alva. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Área inundável. SUBSTRATO: solo arenoso com folheireiro. RELEVO: plano.",NA,NA,"02","Corumbá",NA,NA,NA,NA,NA,"57°39' W","19°01' S","90","90",NA,NA,NA,NA
"15","2020-11-19 10:22:27-03","CPAP","CPAP","13183","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat","V. J. Pott","Pott, V. J.","2409","1994","10",NA,"Brasil","MS","Centro de Pesquisa Agropecuária do Pantanal - Embrapa","-57.65","-19.016667",NA,"Erva aquática flutuante livre oufixa. FLOR: branca. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Tanque de macrófitas aquáticas. SUBSTRATO: solo argiloso. RELEVO: .",NA,NA,"08","Corumbá",NA,NA,NA,NA,NA,"57°39' W","19°01' S","141","141",NA,NA,NA,NA
"16","2020-11-19 10:22:27-03","CPAP","CPAP","9863","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat","V. J. Pott","Pott, V. J.","1738","1992","04",NA,"Brasil","MS","Rio Novo, fazenda Santa Blanca, próximo rio Paraguai e Porto Esperança, Pantanal","-57.45","-19.616667",NA,"Erva flutuante livre ou fixa. FLOR: alva. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: corixo (corixo = braço de rio) com camalote (camalote = vegetação flutuante, com Eichhornia azurea) fixo na borda. SUBSTRATO: solo argiloso. RELE",NA,NA,"12","Corumbá",NA,NA,"1992","04","12","57°27' W","19°37' S","85","85",NA,NA,NA,NA
"17","2020-11-19 10:22:27-03","CPAP","CPAP","9897","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat","V. J. Pott","Pott, V. J.","1772","1992","05",NA,"Brasil","MS","Baía do Tuiuiú, rio Paraguai, Pantanal","-57.666667","-18.833333",NA,"Erva aquática flutuante. FLOR: alva. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Vegetação flutuante. SUBSTRATO: solo argiloso, vértico. RELEVO: plano.",NA,NA,"05","Corumbá",NA,NA,"1992","05",NA,"57°40' W","18°50' S","84","84",NA,NA,NA,NA
"18","2020-11-19 10:22:27-03","CPAP","CPAP","10103","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat","A. Pott; V. J. Pott","Cervi, A. C.","3374","1991","08",NA,"Brasil","MS","Lagoa do Tamengo ao lado do Parque Municipal, Pantanal","-57.6533012390137","-19.0091991424561",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo calcário. RELEVO: .",NA,NA,"24","Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-19 10:22:27-03","CPAP","CPAP","10035","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat","A. Pott; V. J. Pott","Cervi, A. C.","3299","1991","08",NA,"Brasil","MS","Ponte do Sarã, estrada da Manga, Pantanal","-57.6533012390137","-19.0091991424561",NA,"Aquática flutuante fixa. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,"22","Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-19 10:22:27-03","CPAP","CPAP","13875","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquática","Alternanthera aquática","(D.Parodi) Chodat",NA,"Sanches, A. de L.","45","1994","08",NA,"Brasil","MS","Fazenda do Rabicho","-57.6016998291016","-19.0046997070312",NA,"Erva aquática flutuante. FLOR: alva. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Beira do rio inundada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"12","Ladário","23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:15:14-03","UFV","VIC","30361","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","Chod.","Bontempo; Silva, E.A.","Bontempo; Silva, E.A.","s.n.","2005","06",NA,"Brasil","Minas Gerais","Campus da UFV, Lagoa ao lado do Supermercado Escola.","-42.8819007873535","-20.7539005279541",NA,"Planta aquática, flutuante fica e com inflorescência de cor branca.","VIC030361","VIC030361","22","Viçosa","13937","auto","2005","06","25",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:15:14-03","UFV","VIC","30362","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","Chod.","Bontempo; Silva, E.A.","Bontempo; Silva, E.A.","s.n.","2005","07",NA,"Brasil","Minas Gerais","Campus da UFV, Lagoa da Dendrologia.","-42.8819007873535","-20.7539005279541",NA,"Planta aquática, flutuante fixa e com inflorescência de cor branca.","VIC030362","VIC030362","25","Viçosa","13937","auto","2005","07","25",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-20 14:16:58-03","UFOPA","HSTM","2481","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Suemitsu, C.","Suemitsu, C.","1049","2011","04",NA,"Brasil","Pará","Lago Grande do Curuai.","-55.475833","-2.271944",NA,NA,"HSTM002481","HSTM002481","05","Santarém",NA,NA,NA,NA,NA,"55º28'33''W","2º16'19''S","18","18",NA,NA,NA,NA
"24","2020-10-20 14:16:58-03","UFOPA","HSTM","2896","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Suemitsu, C.","Suemitsu, C.","1467","2012","04",NA,"Brasil","Pará","Lago Grande do Curuai.","-55.475833","-2.271944",NA,NA,"HSTM002896","HSTM002896",NA,"Santarém",NA,NA,NA,NA,NA,"55º28'33''W","2º16'19''S","18","18",NA,NA,NA,NA
"25","2021-04-07 11:40:35-03","UFMS","CGMS","36393","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","V.J. Pott","V.J. Pott; A. Pott; A.L.B. Sartori; C. Cunha; E.A. Silveira; H. Amorim","4360","2001","03",NA,"Brasil","Mato Grosso","Rio Caracará.","-57.3166667","-17.33",NA,"Flor branca. Habitat: Borda de Baceiro. Solo argiloso, com matéria orgânica. Relevo plano. Habito: Erva aquática flutuante fixa. Rara.","CGMS1065798",NA,"23","Poconé",NA,NA,NA,NA,NA,"-57,3166667","-17,33",NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:40:35-03","UFMS","CGMS","39261","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","A. Pott; V.J. Pott","M.F. Barros; T.G. Freitas; C.S. Souza","29","2013","07",NA,"Brasil","Mato Grosso do Sul","Forte Olimpo.","-57.8333333","-21.0638889",NA,"Flor branca. Habitat: Pantanal. Rio Paraguai. Baceiro. Relevo plano. Habito: Erva.","CGMS1068644",NA,"11","Porto Murtinho",NA,NA,"2013","07","11","-57,8333333","-21,0638889","76","76",NA,NA,NA,NA
"27","2021-04-07 11:40:35-03","UFMS","CGMS","74626","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","G. Catian","G. Catian","141","2014","12",NA,"Brasil","Mato Grosso do Sul","Fazenda Boa Sorte - Estrada Parque. Sub-região Abobral.","-57.0508333","-19.3763889",NA,"Fruto presente. Habitat: Lagoa temporária. Solo argiloso. Habito: Erva aquática flutuante livre.","CGMS1107492",NA,"15","Corumbá",NA,NA,"2014","12","15","-57,0508333","-19,3763889","90","90",NA,NA,NA,NA
"28","2021-04-07 11:40:35-03","UFMS","CGMS","36392","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","V.J. Pott","V.J. Pott; C. Rosso; R.P. Araújo","4579","2001","04",NA,"Brasil","Mato Grosso do Sul","Meandro abandonado do Rio Paraguai, próximo ao corixão Taiamã, Pantanal do Nabileque.","-57.7333333","-19.8361111",NA,"Flor branca. Habitat: Meandro abandonado, corixo, tomado de plantas aquáticas. Solo argiloso. Relevo levemente inclinado. Habito: Erva aquática flutuante. Rara.","CGMS1065797",NA,"18","Corumbá",NA,NA,NA,NA,NA,"-57,7333333","-19,8361111",NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:40:35-03","UFMS","CGMS","43075","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","V.J. Pott","V.J. Pott; S. Hamilton; S. Sippel","1772","1992","05",NA,"Brasil","Mato Grosso do Sul","Baía do Tuiuiú, Rio Paraguai, Pantanal.","-57.6666667","-18.8333333",NA,"Flor alva. Habitat: Vegetação flutuante. Solo argiloso, vértico. Relevo plano. Habito: Erva aquática flutuante. Ocasional.","CGMS1073056",NA,"05","Corumbá",NA,NA,NA,NA,NA,"-57,6666667","-18,8333333","84","84",NA,NA,NA,NA
"30","2021-04-07 11:40:35-03","UFMS","CGMS","53713","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","V.J. Pott","V.J. Pott; A. Pott","9427","2007","06",NA,"Brasil","Mato Grosso do Sul","Baía próxima ao Corixo Amonguijá e Rio Paraguai, Pantanal.","-57.8752778","-21.6827778",NA,"Flor branca. Habitat: Corixo com banco de macrófitas aquáticas. Solo argiloso. Relevo plano. Mancha ocasional. Habito: Erva aquática flutuante fixa.","CGMS000788",NA,"17","Porto Murtinho",NA,NA,NA,NA,NA,"-57,8752778","-21,6827778","87","87",NA,NA,NA,NA
"31","2021-04-07 11:40:35-03","UFMS","CGMS","32646","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","G.S.V. Duarte; V.J. Pott","Y.R. Súarez","5","2010","06",NA,"Brasil","Mato Grosso do Sul","Bacia do Rio Paraguai.","-57.8833333","-21.7022222",NA,"Folhas obovadas com ápice obtuso. Habitat: Pantanal. Habito: Erva flutuante fixa ou livre.","CGMS1062078",NA,"24","Porto Murtinho",NA,NA,"2011","03","03","-57,8833333","-21,7022222","62","62",NA,NA,NA,NA
"32","2021-04-07 11:40:35-03","UFMS","CGMS","46560","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","R.H. Silva","E.B. Souza; M.O.C. Neyra; A. Costa; R.H. Silva","131","2013","07",NA,"Brasil","Mato Grosso do Sul","Rio Paraguai, entrada da Baía do Forte Olimpo.","-61.4122222","-21.0333333",NA,"Flor branca. Fruto ausente. Habitat: Pantanal. Campo aberto inundado. Habito: Erva flutuante livre.","CGMS1076529",NA,"11","Porto Murtinho",NA,NA,"2013","07","11","-61,4122222","-21,0333333","80","80",NA,NA,NA,NA
"33","2021-04-07 11:40:35-03","UFMS","CGMS","27092","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","V. Pott","S.C.H. Medeiros; M. C. Teixeira; R. M. Gamarra; C. Aoki","15","2009","06",NA,"Brasil","Mato Grosso do Sul","Baía do Castelo - rio Paraguai.","-57.5591667","-18.5766667",NA,"Flor branca. Habitat: Baceiro - Ilha de vegetação flutuante. Habito: Erva emergente.","CGMS1056535",NA,"01","Corumbá",NA,NA,"2009","06","05","-57,5591667","-18,5766667",NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:40:35-03","UFMS","CGMS","2117","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","A. Rego","A. Rego","530","1986","07",NA,"Brasil","Mato Grosso do Sul","Polder em Ladário.","-57.6016998291016","-19.0046997070312",NA,"Flor branca. Habitat: Planície. Habito: Erva flutuante.","CGMS000793",NA,"22","Ladário","23141","auto","1986","07","22",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-27 13:45:33-03","UFS","ASE","26813","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat",NA,"Nascimento - Júnior, JE","927","2011","06","Southern America","Brasil","Sergipe","Terreno da Jazida Lev Terra, próx. ao Rio Pomonga","-37.054167","-10.789167",NA,NA,"ASE0031301","ASE0031301","18","Santo Amaro das Brotas",NA,NA,"2019","02","05","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA
"36","2019-11-27 13:45:33-03","UFS","ASE","37734","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Lopes, MT","Lopes, MT; Fabricante, JR","5","2016","09","Southern America","Brasil","Sergipe","Rio Vaza-Barris, Ambiente lótico pedregoso - 5m largura; 0,4m profundidade - Vegetação ciliar preservada.","-37.3443","-10.5015",NA,"Emergente. Inflorescencia alva. Folhas verdes, opostas e simples. Caule avermelhado.; Caatinga/Mata Atlântica","ASE0038812","ASE0038812","15","São Domingos",NA,NA,"2016","09","27","-37.3443","-10.5015",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:21:15-03","UNICAMP","UEC","199643","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","Chodat","Lima, MS","Machado, AS; et al.","40","2001","04",NA,"Brazil","Mato Grosso do Sul","Distrito de Albuquerque, Baia do Tamengo","-57.6533012390137","-19.0091991424561",NA,"Erva flutuante livre; Flor branca; fruto.; Formação: aquatica","UEC159605","UEC159605","05","Corumbá","295160","auto","2002","02","27",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-08 08:48:43-03","FURB","FURB","2884","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Funez, L.A.","Bacca, L.",NA,"1976","05",NA,"Brasil","Amazonas","Lago Janauari.","-60.0322223","-3.2116667",NA,NA,"FURB13972","FURB13972","21","Iranduba",NA,NA,"2016","11","22","-60.0322223","-3.2116667",NA,NA,NA,NA,NA,NA
"39","2020-10-14 09:58:01-03","FURB","FURB","56080","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Lima, M.S.","Machado, A.S.; Ramos, E.; Silva, M.F.","40","2001","05",NA,"Brasil","Mato Grosso do Sul","Distrito do Albuquerque - Baia do Tamengo.","-57.6533012390137","-19.0091991424561",NA,"Flor branca Habitat: aquático Habito: erva flutuante livre","FURB56080","FURB56080","04","Corumbá","295160","auto","2002","02","27",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:11:22-03","MBM","MBM","423358","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Par.) Chodat","Lima, M.S.","Machado, A.S.; Ramos, E.; Silva, M.F.; Ramos, E.; Silva, M.F.","40","2001","05","Southern America","Brazil","Mato Grosso do Sul","Distrito de Albuquerque, Baia do Tamengo","-57.6533012390137","-19.0091991424561",NA,"Erva flutuante livre. Flor branca.; Aquático.","MBM423358",NA,"04","Corumbá","295160","auto","2002","02","27",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-01 15:27:44-03","PUC-RIO","FCAB","3418","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Luisa R. Senna","J. Elias de Paula; Claudia A. Conceição","1606","1982","06",NA,"Brasil","Mato Grosso do Sul","Pantanal","-57.6016998291016","-19.0046997070312",NA,"Aquática, frequente, glomerulos alvos, caule fistuloso.","003418",NA,"07","Ladario","23141","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:17:47-03","UFPR","UPCB","20974","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","Chodat","Pott, A. & Pott, V.J.","Cervi, A.C.","3374","1991","08",NA,"Brasil","Mato Grosso do Sul","Lagoa do Mamengo","-57.6533012390137","-19.0091991424561",NA,"Flor branca, erva aquática flutuante livre, solo calcário..",NA,NA,"24","Corumbá","295160","auto","1991","08","24",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:17:47-03","UFPR","UPCB","20766","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","Chodat","Pott, A. & Pott, V.J.","Cervi, A.C.","3299","1991","08",NA,"Brasil","Mato Grosso do Sul","Ponte do Saran, Estrada da Manga, Pantanal","-57.6533012390137","-19.0091991424561",NA,"Aquática flutuante fixa, flores brancas..",NA,NA,"22","Corumbá","295160","auto","1991","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1850362","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","Mereles,F.","Fátima Mereles|Rosa Degen","Mereles H. 6049","1995","8","South America","Paraguay","Presidente Hayes","Estancia Lapacho.","-58.34805","-23.275",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
