"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","typeStatus","eventTime","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","3271542","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","E. Hassler","11352","1912","09","01","South America","Paraguay","Amambay","In altaplanitie Sierra de Amambay","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588009' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","685424","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","R. Goldenberg","749","2005","10","18","South America","Brazil","Paraná","Estrada para João Surrá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685424","R. Goldenberg","Adrianópolis","-48.9908","-24.6572","NY00685424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","521517","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","H. S. Irwin","2687","1959","02","21","South America","Brazil","Minas Gerais","State Agricultural School, Viçosa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521517","J. J. Wurdack","Viçosa","-42.868031","-20.7613428","NY00521517_01","subconcolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","521115","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","O. C. Pavao","FUEL28824","1999","08","26","South America","Brazil","Paraná","Fazenda Doralice; Ibipora","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521115","A. O. S. Vieira","Ibipora","-51.0481","-23.2694","NY00521115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2016-09-27 16:03:00-03","NY","NYBG","00521520","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor",NA,"M. E. Múlgura de Romero","1918","1997","12","16","South America","Argentina","Misiones","Deseado, chacra de Cheves y Hainonen, rantigua ruta 19, ca. 2100 m. ruta 101","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521520","P. Peralta","General Manuel Belgrano","-54.05","-25.78","NY00521520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01404509","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","R. de Mello-Silva","831","1993","05","12","South America","Brazil","Espírito Santo","Estrada vicinal à Br 262, em direção a Santa Luzia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01404509","M. L. D. R. Souza",NA,NA,NA,"NY01404509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","01318285","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","M. K. Caddah","768","2010","01","24","South America","Brazil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, trilha para Pico do Alicate","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305653' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318285","M. K. Caddah","Petrópolis","-43.093611","-22.462222","NY01318285_01",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","521516","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","A. P. Duarte","1759","1949","05","12","South America","Brazil","Paraná","Parque Nacional do iguassú, estrada que liva ao Salto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521516","A. C. Brade","Foz do Iguaçu","-54.5881","-25.5481","NY00521516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","521514","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","J. de C. Novaes","2197","1918","06",NA,"South America","Brazil","São Paulo","Campinas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521514","F. C. Hoehne","Campinas","-47.039738","-22.887661","NY00521514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","521515","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","G. G. Hatschbach","19817","1968","09","22","South America","Brazil","Paraná","Barra Rio Perdido; mata pluvial próxima ao Rio Iguaçu","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521515","J. J. Wurdack","Laranjeiras do Sul","-52.4158","-25.4081","NY00521515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","3271541","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","P. Jorgensen","4452",NA,NA,NA,"South America","Paraguay",NA,"In woods Ubuvemo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588008' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","521513","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","J. C. Lindeman","1754","1966","06","24","South America","Brazil","Paraná","N. of Porto Byington; varzea of Rio Paraná; forest between main road and Lagoa Xambrê","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521513","J. C. Lindeman","Altônia","-53.9017","-23.8744","NY00521513_01",NA,"260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","03287754","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","L. C. Bernacci","1272","1995","03","15","South America","Brazil","São Paulo","Monte Alegre do Sul, E. E. do IAC","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581289' target='other'> <mi>dwc_moreinfo</mi></a>","NY03287754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","521510","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Collector unspecified","1254",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet","Herb. Mus. Vind. 1837 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521510",NA,NA,NA,NA,"NY00521510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3271540","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Rodríguez","454","1910","09","12","South America","Argentina","Misiones","Salto Iguazú","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588007' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","521511","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","J. B. E. Pohl","61997",NA,NA,NA,"South America","Brazil",NA,"Ad S. Joao Baptista et Formiga, Cap. Min. Ger. et ad Tumidorio, Cap. Rio de Jan.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521511",NA,NA,NA,NA,"NY00521511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","03271539","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Rodríguez","454","1910","09","12","South America","Argentina","Misiones","Salto Iguazú","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3588006' target='other'> <mi>dwc_moreinfo</mi></a>","NY03271539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02840241","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","T. M. Scarponi","100","2014","08","25","South America","Brazil","Rio de Janeiro","Conglomerado 202-4-1-4. UTM do Ponto Central: E (787416m) N (7529096m). Fuso do GPS (23K)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3137690' target='other'> <mi>dwc_moreinfo</mi></a>","NY02840241",NA,"Macaé","-41.7868995666504","-22.3708000183105","NY02840241_01",NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","521512","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","G. G. Hatschbach","30315","1972","09","15","South America","Brazil","Paraná","Rio Chopim","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521512","J. J. Wurdack","Dois Vizinhos","-53.0569","-25.7336","NY00521512_01","subconcolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-27 15:19:00-03","NY","NYBG","521518","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","E. Hassler","4497",NA,NA,NA,"South America","Paraguay",NA,"Iter ad Yerbales Montium Sierra de Maracayú. In regione fluminis Corrientes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521518",NA,NA,NA,NA,"NY00521518_01","subconcolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521517","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","H. S. Irwin","2687","1959","02","21","South America","Brazil","Minas Gerais","State Agricultural School, Viçosa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521517","J. J. Wurdack","Viçosa","-42.868031","-20.7613428","NY00521517_01","subconcolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","521512","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","G. G. Hatschbach","30315","1972","09","15","South America","Brazil","Paraná","Rio Chopim","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521512","J. J. Wurdack","Dois Vizinhos","-53.0569","-25.7336","NY00521512_01","subconcolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 15:19:00-03","NY","NYBG","521518","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","E. Hassler","4497",NA,NA,NA,"South America","Paraguay",NA,"Iter ad Yerbales Montium Sierra de Maracayú. In regione fluminis Corrientes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521518",NA,NA,NA,NA,"NY00521518_01","subconcolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","31312","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Francisco, E.M.","3","1997","10","06",NA,"Brasil","Paraná","Fazenda Guairacá (Lerrovile)",NA,NA,"BOTU031312","Goldenberg, R.","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,"2001","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","27295","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Francisco, E.M. et al",NA,"1998","04","03",NA,"Brasil","Paraná",NA,NA,NA,"BOTU027295","Dias, M.C.","Arapongas",NA,NA,NA,NA,NA,NA,NA,NA,"1999","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","25046","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Louzano, A.L.",NA,"1998","09","09",NA,"Brasil","Paraná",NA,NA,NA,"BOTU025046",NA,"Jataizinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","27159","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Kinupp, V.F.","2","1996","09","06",NA,"Brasil","Paraná",NA,NA,NA,"BOTU027159","Dias, M.C.","Cambé",NA,NA,NA,NA,NA,NA,NA,NA,"1998","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","8227","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Perri, J.",NA,"1997","10","27","FUEL","Brasil","Paraná","Parque Arthur Thomas",NA,NA,"BOTU008227","Goldenberg, R.","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,"2001","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:24-03","UFRJ","RFA","5163","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","M. Magalhães","9936","1956","05","18",NA,"Brasil","Minas Gerais","Instituto Agronômico",NA,"Árvore 5 - 8 m de altura","RFA45421","M. Magalhães","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:24-03","UFRJ","RFA","7061","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","A. Mattos Filho","162","1962","07","21",NA,"Brasil","Paraná","Fazenda Remanso, Irmãos Ferraz",NA,NA,"RFA38581","D. Nunes","Lobato","-51.9505996704102","-23.00830078125",NA,NA,NA,NA,"18699","auto","2018",NA,NA,"05","15",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:10:49-03","UTFPR","DVPR","5933","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Silva, DR; Machado, C; Dama, VJ; Pereira, JP; Moura, AP; Piva, J","297","2018","06","25",NA,"Brasil","Paraná","Área de futuro reservatório da UHE Baixo Iguaçu, mata da Fazenda dos Scapini.",NA,"Arbusto 2,7 m de altura. Folhas alvas na face abaxial, cartáceas. Frutos carnosos. pto 004.; Fragmento de floresta estacional semidecidual em estágio avançado secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR005933","Silva, DR","Capitão Leonidas Marques","-53.401","-25.3003",NA,NA,"255","255",NA,NA,"2018","-53.401","-25.3003","11","04",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:10:49-03","UTFPR","DVPR","4152","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Siqueira, EL; Chagas, MP; Huber, C; Bocardo, B","1596","2015","09","03",NA,"Brasil","Paraná","Parque Nacional do Iguaçu, Macuco Safari, Trilha da Cachoeira",NA,"arbusto ca. 2m, ripário, semi-ciófilo. Flores e botões florais alvos.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Aluvial","DVPR004152","Caxambu, MG","Foz do Iguaçu","-54.27265","-25.38513",NA,NA,"134","134",NA,NA,"2015","-54.27265","-25.38513","10","14",NA,NA,NA,NA,NA,NA,NA
