"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","phylum","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01098740","PreservedSpecimen","Plantae","Fabales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","R. C. Barneby; J. W. Grimes","G. P. Lewis","1590","1987","03","30","South America","Brazil","Roraima","Boa Vista","Reserva Ecológica de Maracá, downriver from base camp towards Furo de Santa Rosa.","-61.83","-3.58","sheet","Sterile voucher for Maracá inventory. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288909' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098740","NY01098740_01","Magnoliophyta","(H.S.Irwin) G.P.Lewis & P.E.Owen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01098736","PreservedSpecimen","Plantae","Fabales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","R. C. Barneby; J. W. Grimes","G. P. Lewis","1533","1987","03","20","South America","Brazil","Roraima","Boa Vista","Reserva Ecológica de Maracá. Cachoeira, upriver from Casa de Maracá on Furo de Maracá.","-61.83","3.58","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288910' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098736","NY01098736_01","Magnoliophyta","(H.S.Irwin) G.P.Lewis & P.E.Owen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01098737","PreservedSpecimen","Plantae","Fabales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","R. C. Barneby; J. W. Grimes","G. P. Lewis","1652","1987","10","11","South America","Brazil","Roraima","Boa Vista","SEMA Ecological Reserve, Furo de Maracá, 3 cachoeras upstream from Maracá House.","-61.83","3.58","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098737","NY01098737_01","Magnoliophyta","(H.S.Irwin) G.P.Lewis & P.E.Owen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-21 20:54:00-02","NY","NYBG","334664","PreservedSpecimen","Plantae","Fabales","Fabaceae","Pithecellobium","glabripetalum","Pithecellobium glabripetalum",NA,"G. S. Jenman","364","1879","10",NA,"South America","Guyana",NA,NA,"Orealla, Corantyne River",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=133283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00334664","NY00334664_01","Magnoliophyta",NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:39:28-03","EAO","IAN","91464","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Albizia","glabripetala","Albizia glabripetala","Barneby, RC","Wurdack, JJ; Monachino, JV","41263","1956","01","17","Southern America","Venezuela","Bolívar",NA,"Occassional along river between Raudal Budare and Raudal Pta. Brava (70-80 river km. from mouth).",NA,NA,NA,"Tree 5m. Corolla greenish, apically purple - tinged; stamens white.","IAN091464",NA,"Dicotiledônea","(H.S. Irwin) G.P. Lewis","110","120",NA,"1989","11",NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:08:42-03","NBC","NL-BOTANY","L.1060960","PreservedSpecimen","Plantae","Fabales","Leguminosae-Mim.","Albizia","glabripetala","Albizia glabripetala",NA,"Forest Department British Guiana",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060960","NL-L1060960",NA,"(Irwin) G.P.Lewis & Owen",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw975",NA,NA,NA,NA
"17","2020-02-08 09:08:42-03","NBC","NL-BOTANY","L.1060961","PreservedSpecimen","Plantae","Fabales","Leguminosae-Mim.","Albizia","glabripetala","Albizia glabripetala",NA,"Forest Department British Guiana",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060961","NL-L1060961",NA,"(Irwin) G.P.Lewis & Owen",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw975",NA,NA,NA,NA
"18","2020-02-08 09:08:42-03","NBC","NL-BOTANY","L.1060962","PreservedSpecimen","Plantae","Fabales","Leguminosae-Mim.","Albizia","glabripetala","Albizia glabripetala",NA,"Forest Department British Guiana",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060962","NL-L1060962",NA,"(Irwin) G.P.Lewis & Owen",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw975",NA,NA,NA,NA
"19","2020-02-08 09:08:42-03","NBC","NL-BOTANY","U 0272272","PreservedSpecimen","Plantae","Fabales","Leguminosae-Mim.","Albizia","glabripetala","Albizia glabripetala",NA,"Jansen-Jacobs MJ; et al.",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200272272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0272272",NA,NA,"(Irwin) G.P.Lewis & Owen",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw34395",NA,NA,NA,NA
"20","2020-02-08 09:08:42-03","NBC","NL-BOTANY","U 0272862","PreservedSpecimen","Plantae","Fabales","Leguminosae-Mim.","Albizia","glabripetala","Albizia glabripetala",NA,"Forest Department British Guiana",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200272862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0272862",NA,NA,"(Irwin) G.P.Lewis & Owen",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw975",NA,NA,NA,NA
"21","2020-02-08 09:08:42-03","NBC","NL-BOTANY","U.1253384","PreservedSpecimen","Plantae","Fabales","Leguminosae-Mim.","Albizia","glabripetala","Albizia glabripetala",NA,"Wurdack JJ; Monachino JV",NA,"1956","01","17","Southern America","Bolivia",NA,NA,"Rio Suapure, Estado Bolivar. Occasional along river between Raudal Budare and Raudal Pta. Brava (70-80 river km from mouth).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253384","NL-U1253384",NA,"(Irwin) G.P.Lewis & Owen",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 09:08:42-03","NBC","NL-BOTANY","U.1253713","PreservedSpecimen","Plantae","Fabales","Leguminosae-Mim.","Albizia","glabripetala","Albizia glabripetala","Poncy O","Jansen-Jacobs MJ",NA,"1997","09","17","Southern America","Guyana",NA,NA,NA,"-59.583333","2.2",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253713","NL-U1253713",NA,"(Irwin) G.P.Lewis & Owen",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0067208","-59.583333","2.2",NA,NA
"23","2014-10-13 11:45:58-03","FEMACT","MIRR","1916","S","Plantae",NA,"Leguminosae-Mimo","Albizia","glabripetala","Albizia glabripetala",NA,"Milliken, W.","88","1987","04","24",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Low area (baixada) on picada Ae with Mauritia flexuosa palms.","-61.433333","3.366667",NA,"Tree, 10m tall, 15cm dbh. Bark smoothish. Slash whitish yellow mottled outer wood, white inner wood (strong, faintly unpleasant odour). Pods dull dark brown.",NA,NA,NA,"(H.S.Irwin) G.P.Lewis",NA,NA,NA,NA,NA,NA,NA,"-61.433333","3.366667",NA,NA
"24","2014-10-13 11:45:58-03","FEMACT","MIRR","1933","S","Plantae",NA,"Leguminosae-Mimo","Albizia","glabripetala","Albizia glabripetala",NA,"Milliken, W.; Ramos, J.; Lima, J.; Watson, Fiona","116","1987","04","28",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Seasonally flooded forest N of the Casa de Maracá.","-61.516667","3.35",NA,"Tree, 61 cm dbh. Pods brown. Slash yellowish. Crumbling wood.",NA,NA,NA,"(H.S.Irwin) G.P.Lewis",NA,NA,NA,NA,NA,NA,NA,"-61.516667","3.35",NA,NA
"25","2014-10-13 11:45:58-03","FEMACT","MIRR","3143","S","Plantae",NA,"Leguminosae-Mimo","Albizia","glabripetala","Albizia glabripetala",NA,"Barbosa, W.R.","889","1986","09","27",NA,"Brasil","Roraima","Alto Alegre","Rio Mucajaí, Curso Médio, margem esquerda, cerca de 200m a montante da Ilha do Paredão.","-61.417353","3.001196",NA,"Árvore de cerca de 25m de altura, emergente, botões esverdeados, poucas flores foram abertas, frutos passados.",NA,NA,NA,"(H.S.Irwin) G.P.Lewis",NA,NA,NA,NA,NA,NA,NA,"-61.417353","3.001196",NA,NA
"26","2014-10-13 11:45:58-03","FEMACT","MIRR","786","S","Plantae",NA,"Leguminosae-Mimo","Albizia","glabripetala","Albizia glabripetala",NA,"Ratter, J. .A.","5622","1987","03","10",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação.","-61.333333","3.366667",NA,"[BARCODE = *MIRR 00786*]Maracá Rain Forest Project.&nf;&nf;Transect in campina forest vegetation. Campina low forest on white sand.&nf;TRee, 18cm dbh VEV.",NA,NA,NA,"(H.S.Irwin) G.P.Lewis",NA,NA,NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA
"27","2015-09-04 01:49:26-03","MNHN","RECOLNAT_MNHN_P","P00199153","PreservedSpecimen",NA,NA,"Fabaceae","Albizia","glabripetala","Albizia glabripetala","Barneby","Jansen-Jacobs, M.J.|&, al.",NA,"1992","9","26",NA,"Guyana",NA,NA,"Rupununi Distr., Kusad Mountains","-59.83333","2.75","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00199153' target='other'> <mi>dwc_moreinfo</mi></a>","P00199153","P00199153_01",NA,"(H.S.Irwin) G.P.Lewis & P.E.Owen","150","250",NA,NA,NA,NA,NA,NA,NA,"2643",NA
"28","2015-09-04 08:16:21-03","MNHN","RECOLNAT_MNHN_P","P00239114","PreservedSpecimen",NA,NA,"Fabaceae","Albizia","glabripetala","Albizia glabripetala","Poncy","Jansen-Jacobs, M.J.|Lilwah, R., Raghoenandan U.P.D., Scheplitz F., Vermeer J.",NA,"1997","9","17",NA,"Guyana",NA,NA,"S Rupununi Savanna, Takatu Riv., Miliawau Riv.","-59.58333","2.2","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00239114' target='other'> <mi>dwc_moreinfo</mi></a>","P00239114","P00239114_01",NA,"(H.S.Irwin) G.P.Lewis & P.E.Owen","160",NA,NA,NA,NA,NA,NA,NA,NA,"5549",NA
"29","2009-11-16 15:05:00-02","MO","MOBOT","2878798","PreservedSpecimen","Plantae",NA,"Fabaceae","Albizia","glabripetala","Albizia glabripetala","R. Barneby","Nidia Cuello","Cuello A. 781","1989","2","5","South America","Venezuela","Bolívar",NA,"Dtto. Cedeno. Mpio. Foráneo La ürbana. Bosque de galería y vegetación sobre lomerío entre afloramientos graníficos en el sector La Calceta. A 80 Ka al S de Calicara por la vía hacia El Guaniamo. Moja NB--19-8.",NA,NA,NA,NA,NA,NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","2875779","PreservedSpecimen","Plantae",NA,"Fabaceae","Albizia","glabripetala","Albizia glabripetala","G.L. Lewis","Gwilym P. Lewis","Lewis 1590","1987","3","30","South America","Brazil","Roraima",NA,"Território Federal de Roraima, Mun. de Boa Vista, Reserva Ecologica de Maraca. Riverside vegetation downriver from base camp towards Furo de Santa Rosa.","-61.83333","3.58333",NA,NA,NA,NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-08-31 09:14:27-03","INPA","INPA","167317","S","Plantae","Fabales","Leguminosae-Mim","Albizia","glabripetala","Albizia glabripetala",NA,"Milliken, W","88","1987","04","24","Southern America","Brasil","Roraima",NA,"Ilha de Maracá.","-61.433333","3.366667",NA,NA,"INPA0167317","INPA0167317 INPA0167317_e","Dicotyledon Rosids","(H.S.Irwin) G.P.Lewis",NA,NA,NA,NA,NA,NA,NA,"-61.433333","3.366667",NA,NA
"32","2020-08-31 09:14:27-03","INPA","INPA","167334","S","Plantae","Fabales","Leguminosae-Mim","Albizia","glabripetala","Albizia glabripetala",NA,"Milliken, W","116","1987","04","28","Southern America","Brasil","Roraima",NA,"Ilha de Maracá.","-61.516667","3.35",NA,NA,"INPA0167334","INPA0167334 INPA0167334_e","Dicotyledon Rosids","(H.S.Irwin) G.P.Lewis",NA,NA,NA,NA,NA,NA,NA,"-61.516667","3.35",NA,NA
"33","2020-08-31 09:14:27-03","INPA","INPA","84902","S","Plantae","Fabales","Leguminosae-Mim","Albizia","glabripetala","Albizia glabripetala","Barneby, RC","Pires, JM","16781","1979","02","24","Southern America","Brasil","Roraima",NA,"Rio Uraricoera, Canal Maracá, Cachoeira Menori.","-61.916667","3.266667",NA,NA,"INPA0084902","INPA0084902 INPA0084902_e","Dicotyledon Rosids","(H.S.Irwin) G.P.Lewis",NA,NA,NA,"1990",NA,NA,NA,"-61.916667","3.266667",NA,NA
"34","2020-08-31 09:14:27-03","INPA","INPA","141595","S","Plantae","Fabales","Leguminosae-Mim","Albizia","glabripetala","Albizia glabripetala","Barneby, RC","Barbosa, WR","889","1986","09","27","Southern America","Brasil","Roraima","Alto Alegre","Rio Mucajaí, curso médio, Rio Mucajaí, Curso Médio, margem esquerda, cerca de 200m a montante da Ilha do Paredão.","-61.4","2.8",NA,NA,"INPA0141595","INPA0141595 INPA0141595_e","Dicotyledon Rosids","(H.S.Irwin) G.P.Lewis",NA,NA,NA,"1990",NA,NA,NA,"-61.4","2.8",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2447912","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala",NA,"B. Maguire, J. P. Schulz, T. R. Soderstrom & N. H. Holmgren","53896","1963","7","1","South America - Neotropics","Suriname",NA,NA,"Zuid River, 2 km above confl. with Lucie River, vic. Falls Camp","-56.81","3.33",NA,NA,"US00629997",NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen","220",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","3460631","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","Poncy, O.","M. J. Jansen-Jacobs, R. Lilwah, U. Raghoenandan, F. Scheplitz & J. Vermeer","5549","1997","9","17","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,"S. Rupununi savanna, Takutu and Miliawau Rivers","-59.58","2.2",NA,NA,"US00777826",NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen","160",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2124834","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","Barneby, R. C.; Grimes, J. W.","D. B. Fanshawe","5397","1946","11","3","South America - Neotropics","Guyana","E. Berbice-Corentyne",NA,"Courantyne R., Orealla Savanna",NA,NA,NA,NA,"US00918289","US00918289_01",NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","2447908","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala",NA,"B. Maguire, J. P. Schulz, T. R. Soderstrom & N. H. Holmgren","53896","1963","7","1","South America - Neotropics","Suriname",NA,NA,"Wilhelmina Gebergte, Zuid Rivier, vicinity Falls Camp, 2 km above confluence with Lucie Rivier.","-56.65","16.75",NA,NA,"US00629998","US00629998_01",NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen","220",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","2223473","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","Barneby, R. C.; Grimes, J. W.","J. J. Wurdack & J. V. Monachino","41263","1956","1","17","South America - Neotropics","Venezuela","Bolívar",NA,"Río Suapure, between Raudal Budare and Raudal Pta. Brava, 70-80 km from mouth","-66.71","6.57",NA,NA,"US00918288",NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen","110","120",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","3279619","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala",NA,"N. L. Cuello","781","1989","2","5","South America - Neotropics","Colombia","Bolívar",NA,"En el sector La Calceta, a 80 km al S de Caicara por la via hacia El Guaniamo.",NA,NA,NA,NA,"US00918287",NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","3329378","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","Barneby, R. C.; Grimes, J. W.","M. J. Jansen-Jacobs, B. Welle, H. J. M. Sipman & V. James","2643","1992","9","26","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,"Kusad Mountains, Rupununi District","-59.83","2.75",NA,NA,"US00647465","US00647465_01",NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen","150","250",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","3439007","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","Barneby, R. C.","N. L. Cuello","781","1989","2","5","South America - Neotropics","Venezuela","Bolívar","Cedeño","Mun. Foráneo La Urbana, sector La Calceta, 80 km S de Caicara por la via hacia El Guaniamo","-67.65","6.5",NA,NA,"US00814996","US00814996_01",NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","1834893","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","Barneby, R. C.; Grimes, J. W.","Ll. Williams","15479","1942","5","18","South America - Neotropics","Venezuela","Amazonas",NA,"Esmeralda, Alto Orinoco","-65.55","3.16",NA,NA,"US00918290",NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen","143",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","2428825","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala",NA,"Ll. Williams","15479","1942","5","18","South America - Neotropics","Venezuela","Amazonas",NA,"Esmeralda, Upper Orinoco, Fed. Terr.",NA,NA,NA,NA,"US00918291",NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen","130",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","702734","PreservedSpecimen","Plantae","Rosales","Fabaceae","Albizia","glabripetala","Albizia glabripetala","Barneby, R. C.; Grimes, J. W.","R. H. Schomburgk","525","1842",NA,NA,"South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,"Mt. Roraima","-60.71","5.2",NA,NA,"US00629999",NA,NA,"(H.S. Irwin) G.P. Lewis & P.E. Owen",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
