"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber"
"18","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.4214229","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Pedersen TM","Southern America","Argentina",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4214229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4214229",NA,"1982","10","11",NA,"Brassicales",NA,"Lam.",NA,"Santos Lugares, Dep. General Paz, Prov. Corrientes.",NA,NA,"NL-L4214229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1748673","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Lindeman JC","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1748673 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1748673",NA,"1971","09","01",NA,"Brassicales",NA,"Lam.",NA,"Cachoeira Sao Miquel, capoeirao 12 km N de Novo Hamburgo.",NA,NA,"NL-U1748673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.2013235","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum megapetalum","Herzog T","Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2013235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2013235",NA,NA,NA,NA,NA,"Brassicales","megapetalum",NA,NA,"Vallegrande.",NA,NA,"NL-L2013235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1748702","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum megapetalum","Steinbach RF","Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1748702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1748702",NA,NA,NA,NA,NA,"Brassicales","megapetalum","(Buch.) Sparre",NA,"entre las malesac terrenos pedregosos, Kizque Prpv. Campero. Depto. Cochabmaba.",NA,NA,"NL-U1748702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1748703","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum megapetalum","Fiebrig K","Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1748703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1748703",NA,"1904","02","14",NA,"Brassicales","megapetalum","(Buch.) Sparre",NA,"Bei Camargo n.w. Tarija.",NA,NA,"NL-U1748703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1748621","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum pentaphyllum","Gallinal JP; et al.","Southern America","Uruguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1748621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1748621",NA,"1940","09","22",NA,"Brassicales","pentaphyllum",NA,NA,"Soriano, Juan Jackson, Monzon-Heber.",NA,NA,"NL-U1748621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1748622","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum pentaphyllum","Herter WG","Southern America","Uruguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1748622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1748622",NA,"1930","09","20",NA,"Brassicales","pentaphyllum",NA,NA,"Urugauayenses, dep. de. Meldonado. Loc. Dict. Piriapolis.",NA,NA,"NL-U1748622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1748623","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum pentaphyllum","Gallinal JP; et al.","Southern America","Uruguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1748623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1748623",NA,"1943","10","10",NA,"Brassicales","pentaphyllum",NA,NA,"Depto: Florida, Timote, Sta. Clara.",NA,NA,"NL-U1748623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1748674","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum pentaphyllum","Bornmüller A","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1748674 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1748674",NA,"1904","09","02",NA,"Brassicales","pentaphyllum",NA,NA,"Süd-Brasilien. (Rio Grande do Sul.). Neu-Württemberg: au!",NA,NA,"NL-U1748674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-11-04 11:20:11-03","ESALQ","ESA","39980","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Jarenkow, J.A.",NA,"Brasil","Santa Catarina",NA,NA,NA,"ESA039980","3130.0","1996","08","25","Magnoliophyta",NA,NA,"Lam.",NA,NA,NA,NA,NA,"Jarenkow, J.A.","Concórdia","-52.0278015136719","-27.2341995239258","24608","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:20:11-03","ESALQ","ESA","96143","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Carneiro, J.S. et al.",NA,"Brasil","Paraná",NA,NA,NA,"ESA096143","230.0","2004","08","03","Magnoliophyta",NA,NA,"Lam.",NA,NA,NA,NA,NA,"Carneiro, J.S.","Londrina","-51.1627998352051","-23.3103008270264","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:20:11-03","ESALQ","ESA","49237","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Medri, C. et al.",NA,"Brasil","Paraná",NA,NA,NA,"ESA049237","346.0","1997","08","16","Magnoliophyta",NA,NA,"Lam.",NA,NA,NA,NA,NA,NA,"Sapopema","-50.5802993774414","-23.9108009338379","21990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-07-02 14:04:25-03","JBP","HPL","8056","S","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","H. Lorenzi",NA,"Brasil","RJ",NA,NA,NA,NA,"2389","2000","09","20",NA,NA,NA,NA,NA,"Coletado nas proximidades da estrada para Gramado, ca. 8km da cidade de Nova Petrópolis; em área de capoeira.",NA,NA,NA,"H. Lorenzi","Nova Petrópolis",NA,NA,NA,NA,"2000",NA,NA,"09","20",NA,NA,NA,NA,NA
"31","2019-12-19 08:15:33-03","FPS","FPS","3620","MachineObservation","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Schwirkowski, P.",NA,"Brasil","Santa Catarina",NA,NA,"<ll>dwc_commonname:</ll> Crem, chagas-da-miúda, capuchinha, chagas, sapatinhos-do-diabo","FPS03620,FURB61130","3047","2018","09","07",NA,NA,NA,"Lam.",NA,"Bairro Serra Alta. Linha férrea, próximo à rua José Augustin",NA,NA,"FPS03620_v01 FPS03620_v02 FPS03620_v03 FPS03620_v04 FPS03620_v05 FPS03620_v06 FPS03620_v07 FURB61130","Schwirkowski, P.","São Bento do Sul","-49.370318","-26.278352",NA,NA,"2018","-49.370318","-26.278352","09","07",NA,"voucher","FURB 61130",NA,NA
"32","2019-12-19 08:15:33-03","FPS","FPS","255","MachineObservation","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Schwirkowski, P.",NA,"Brasil","Santa Catarina",NA,NA,"<ll>dwc_commonname:</ll> Crem, chagas-da-miúda, capuchinha, chagas, sapatinhos-do-diabo","FPS00255","464","2014","10","18",NA,NA,NA,"Lam.",NA,"Rio Vermelho - Trilhos próximo à URVE",NA,NA,"FPS00255_v01 FPS00255_v02 FPS00255_v03 FPS00255_v04","Schwirkowski, P.","São Bento do Sul","-49.321661","-26.295227",NA,NA,"2014","-49.321661","-26.295227","10","18",NA,NA,NA,NA,NA
"33","2019-12-19 08:15:33-03","FPS","FPS","2977","MachineObservation","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Schwirkowski, P.",NA,"Brasil","Santa Catarina",NA,NA,"<ll>dwc_commonname:</ll> Crem, chagas-da-miúda, capuchinha, chagas, sapatinhos-do-diabo","FPS02977,FURB55832","2404","2017","09","16",NA,NA,NA,"Lam.",NA,"Serra Alta. Em capão de FOM. Mata secundária",NA,NA,"FPS02977_v01 FPS02977_v02 FPS02977_v03 FPS02977_v04 FPS02977_v05 FPS02977_v06 FPS02977_v07 FPS02977_v08 FURB55832","Schwirkowski, P.","São Bento do Sul","-49.382047","-26.276371",NA,NA,"2017","-49.382047","-26.276371","09","16",NA,"voucher","FURB 55832",NA,NA
"34","2019-12-19 08:15:33-03","FPS","FPS","1665","MachineObservation","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Schwirkowski, P.",NA,"Brasil","Santa Catarina",NA,NA,"<ll>dwc_commonname:</ll> Crem, chagas-da-miúda, capuchinha, chagas, sapatinhos-do-diabo","FPS01665",NA,"2011","09","03",NA,NA,NA,"Lam.",NA,"Serra Alta. Ponte do Rio Banhados. Borda de mata.",NA,NA,"FPS01665_v01 FPS01665_v02 FPS01665_v03 FPS01665_v04 FPS01665_v05 FPS01665_v06","Schwirkowski, P.","São Bento do Sul","-49.383623","-26.275631",NA,NA,"2011","-49.383623","-26.275631","09","03",NA,NA,NA,NA,NA
"35","2019-08-27 13:34:20-03","IAP","PACA-AGP","11976","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Rambo, B.",NA,"Brasil","RS",NA,NA,"fl. Habitat: in secundaris Fenofase: flor","PACA011976",NA,"1943",NA,NA,"Magnoliophyta","Geraniales",NA,"Lam.",NA,NA,NA,NA,NA,"B. Rambo SJ","Antônio Prado","-51.2827987670898","-28.8582992553711","18693","auto","1954",NA,NA,"09","22","Magnoliopsida",NA,NA,NA,NA
"36","2019-08-27 13:34:20-03","IAP","PACA-AGP","25878","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Rambo, B.",NA,"Brasil","RS",NA,NA,"cortex tuberculi. Habitat: in silvula saxosa","PACA025878",NA,"1944",NA,NA,"Magnoliophyta","Geraniales",NA,"Lam.",NA,NA,NA,NA,NA,"B. Rambo SJ","Antônio Prado","-51.2827987670898","-28.8582992553711","18693","auto","1954",NA,NA,"09","22","Magnoliopsida",NA,NA,NA,NA
"37","2019-08-27 13:34:20-03","IAP","PACA-AGP","1157","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Rambo, B.",NA,"Brasil","RS",NA,NA,"fl. Habitat: in dumetosis secundariis Fenofase: flor","PACA001157",NA,"1935","09","20","Magnoliophyta","Geraniales",NA,"Lam.",NA,NA,NA,NA,NA,"B. Rambo SJ","Dois Irmãos","-51.0853004455566","-29.5802993774414","7716","auto","1954",NA,NA,"09","22","Magnoliopsida",NA,NA,NA,NA
"38","2019-10-07 15:25:06-03","IAP","PACA-AGP","48654","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum subsp. pentaphyllum","Sehnem, A.",NA,"Brasil","RS",NA,NA,"fl.; trepadeira. Habitat: in silvula scandens Fenofase: flor Hábito: trepadeira","PACA048654","1416","1945","11","10","Magnoliophyta","Geraniales","subsp. pentaphyllum","Lam.",NA,"Tupandí",NA,NA,NA,"E. Fromm","Montenegro","-51.4611015319824","-29.6886005401611","21601","auto","1954",NA,NA,"06","16","Magnoliopsida",NA,NA,NA,NA
"39","2019-08-27 13:34:20-03","IAP","PACA-AGP","94148","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Mauhs, J.",NA,"Brasil","RS",NA,NA,"Habitat: Em borda de mata psamófila.","PACA094148",NA,"2002","10","23","Magnoliophyta","Geraniales",NA,"Lam.",NA,"L. da Porteira.",NA,NA,NA,"J. Mauhs","Palmares do Sul","-50.5097007751465","-30.2577991485596","31350","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"40","2019-08-27 13:34:20-03","IAP","PACA-AGP","86301","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Sehnem, A.",NA,"Brasil","RS",NA,NA,"trepadeira, no mato. Habitat: no mato Hábito: trepadeira Ecossistema: MATA","PACA086301","1561","1945","10","03","Magnoliophyta","Geraniales",NA,"Lam.",NA,NA,NA,NA,NA,"A. Sehnem SJ","Pareci Novo","-51.3974990844727","-29.6382999420166","9951","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"41","2019-08-27 13:34:20-03","IAP","PACA-AGP","11886","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","Emrich, K.",NA,"Brasil","RS",NA,NA,"fl. Habitat: in silvula campestri Fenofase: flor","PACA011886",NA,"1943","07","20","Magnoliophyta","Geraniales",NA,"Lam.",NA,NA,NA,NA,NA,"B. Rambo SJ","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","1954",NA,NA,"09","22","Magnoliopsida",NA,NA,NA,NA
"42","2019-08-27 13:34:20-03","IAP","PACA-AGP","95385","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","V. F. Nunes",NA,"Brasil","RS",NA,NA,"HEDU 375&nf;Viveiro II Habitat: beirada do mato Fenofase: flores vermelhas e alaran Hábito: trepadeira","PACA095385","143","1988","09","16","Magnoliophyta","Geraniales",NA,"Lam.",NA,"Campus do Vale, UFRGS, Agronomia",NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"43","2019-08-27 13:34:20-03","IAP","PACA-AGP","7380","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","F. Theissen SJ",NA,"Brasil","RS",NA,NA,"fl. Habitat: in dumetosis Fenofase: flor","PACA007380","435","1907",NA,NA,"Magnoliophyta","Geraniales",NA,"Lam.",NA,NA,NA,NA,NA,"B. Rambo SJ","São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto","1954",NA,NA,"09","22","Magnoliopsida",NA,NA,NA,NA
"44","2019-08-27 13:34:20-03","IAP","PACA-AGP","95387","PreservedSpecimen","Plantae","Tropaeolaceae","Tropaeolum","pentaphyllum","Tropaeolum pentaphyllum","C. Mondin & A. Iob",NA,"Brasil","RS",NA,NA,"HASU 15660&nf;Flores com ? vináceo e corda verde Habitat: na beira da estrada Hábito: trepadeira","PACA095387","2292","2001","10","12","Magnoliophyta","Geraniales",NA,"Lam.",NA,"Prainha do rio dos sinos",NA,NA,NA,"C. Mondin","Taquara","-50.7806015014648","-29.6506004333496","22252","auto","2001",NA,NA,"10",NA,"Magnoliopsida",NA,NA,NA,NA
