"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"51","2020-09-12 05:00:02-03","US","US","1055493","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii","Malme & Malme",NA,"P. K. Dusén","85","1902","5","18","South America","Brazil","Serra do Itatiaia: Retiro ad marg. silv.",NA,NA,NA,NA,"US03266429","US03266429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"52","2020-09-12 05:00:02-03","US","US","1284802","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii","Malme & Malme",NA,"P. K. Dusén","85","1902","5","18","South America","Brazil","Serra do Itatiaia: Retiro.",NA,NA,NA,NA,"US03266428","US03266428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"53","2020-09-12 05:00:02-03","US","US","2750895","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii","Malme & Malme",NA,"J. R. Coleman","582","1967","3","12","South America - Neotropics","Brazil","Parque Nacional Serra dos Orgãos.",NA,NA,NA,NA,"US03266425","US03266425_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","2576209","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii","Malme & Malme",NA,"J. R. Coleman","582","1967","3","12","South America - Neotropics","Brazil","Parque Nacional Serra dos Orgáos.",NA,NA,NA,NA,"US03266424","US03266424_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","2625905","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii","Malme & Malme",NA,"J. Lanna","1695","1966","4","22","South America - Neotropics","Brazil","Est. do Rio de Janeiro, Parque Nacional da Serra dos Orgãos.",NA,NA,NA,NA,"US03266426","US03266426_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","1055492","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii","Malme & Malme",NA,"P. K. Dusén","479","1902","6","7","South America","Brazil","Serra do Itatiaia: Retiro in silva (occident.).",NA,NA,NA,NA,"US03266427","US03266427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"57","2020-09-02 16:20:11-03","Cenargen","CEN","108406","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","A. Rapini","Juliana Paula-Souza","5860","2006","07","13",NA,"Brasil","Parque Nacional da Serra dos Orgãos, tilha para pedra do sino","-43","-22.45","Exsicatas","Pétalas amareladas, ginostégio vináceo, Doação da Universidade de São Paulo. Escola Superior de Agricultura Luiz de Queiroz - ESALQ. - Herbário ESA (95538).","CEN00108406","CEN00108406","RJ","TERESOPOLIS",NA,NA,"1170","1170","2008",NA,NA,"-43.0","-22.45",NA,NA,"1",NA,NA
"58","2020-09-02 16:20:11-03","Cenargen","CEN","108416","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"E. J. Lucas","513","2006","11","19",NA,"Brasil","Parque Nacional da Serra dos Orgãos, trilha para a pedra do sino","-43.022222","-22.454444","Exsicatas","Doação da Escola Superior de Agricultura -  Luiz de Queiroz Herbário ESA.Royal Botanic Gardens Kew (K).","CEN00108416","CEN00108416","RJ","TERESOPOLIS",NA,NA,"1879","1879",NA,NA,NA,"-43.022222","-22.454444",NA,NA,"1",NA,NA
"59","2021-03-15 18:24:55-03","USP","SPF","146115","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Farinaccio, MA","Costa, CB","503","2001","03","12",NA,"Brasil","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino.","-43.001111","-22.451667",NA,"Trepadeira, flores esverdeadas, sépala verde, pétala verde, corona castanho-escuro, frutos imaturos verdes. Látex leitoso abundante. Encosta. Prensadas com álcool.; Floresta Ombrófila Densa.","SPF00146115",NA,"Rio de Janeiro","Teresópolis",NA,NA,NA,NA,"2004","02",NA,"-43.001111","-22.451667",NA,NA,NA,NA,NA
"60","2021-03-15 18:24:55-03","USP","SPF","167743","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Farinaccio, MA","Mello-Silva, R","2873","2005","04","16",NA,"Brasil","Parque Nacional do Itatiaia, Abrigo Rebouças. Trilha para o Pico das Agulhas Negras. Ca. 500 m a partir do abrigo.","-44.668056","-22.384167",NA,"Trepadeira levógira, entre rochas. Pétalas amarelo-esverdeadas. Corona atro-purpúrea no centro e verde nas bordas. Ginostégio atropurpúreo. Ápice dos ramos do ginostégio verde. Látex branco.","SPF00167743",NA,"Rio de Janeiro","Resende",NA,NA,"2600","2600","2005","05",NA,"-44.668056","-22.384167",NA,NA,NA,NA,NA
"61","2021-03-15 18:24:55-03","USP","SPF","183366","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Rapini, A","Meireles, LD","2674","2006","11","24",NA,"Brasil","Serra Fina, Casa Alpina.","-44.817222","-22.3725",NA,"Liana com flor creme.; Campo de altitude. Bauxita.","SPF00183366",NA,"Minas Gerais","Itamonte",NA,NA,NA,NA,"2009",NA,NA,"-44.817222","-22.3725",NA,NA,NA,NA,NA
"62","2019-11-13 11:15:21-03","USP","SPF","205607","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Grandi, LA","Grandi, LA","9","2006","05","09",NA,"Brasil","Estação Ecológica de Ribeirão Preto","-47.810278","-21.1775",NA,NA,"SPF00205607",NA,"São Paulo","Ribeirão Preto",NA,NA,"546","546",NA,NA,NA,"-47.810278","-21.1775",NA,NA,NA,NA,NA
"63","2021-03-15 18:24:55-03","USP","SPF","182529","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Rapini, A","Lucas, EJ","513","2006","11","19",NA,"Brasil","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino.","-43.2","-22.454444",NA,"Corola creme-esverdeada, corona e estigma atropurpúreos.; Transição entre o campo de altitude e a floresta ombrófila densa alto-montana, área bastante ocupada com bambus.","SPF00182529",NA,"Rio de Janeiro","Teresópolis",NA,NA,"1879","1879","2009",NA,NA,"-43.2","-22.454444",NA,NA,NA,NA,NA
"64","2021-03-15 18:24:55-03","USP","SPF","154260","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Farinaccio, MA","Meireles, LD","317","2001","06","28",NA,"Brasil","Monte Verde, Afloramento da Pedra do Selado.","-46.1446990966797","-22.7553005218506",NA,"Cipó em flores cremes, anteras roxas, ao longo do Selado.","SPF00154260",NA,"Minas Gerais","Camanducaia","22140","auto",NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 18:24:55-03","USP","SPF","154259","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Farinaccio, MA","Meireles, LD","22","2001","03","18",NA,"Brasil","Monte Verde, Afloramento da Pedra do Selado.","-46.1446990966797","-22.7553005218506",NA,"Cipó, folhas pilosas discolores, flores brancas com estames roxos.","SPF00154259",NA,"Minas Gerais","Camanducaia","22140","auto",NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 18:24:55-03","USP","SPF","161025","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Farinaccio, MA","Farinaccio, MA","607","2004","01","21",NA,"Brasil","Estrada para as Agulhas Negras, km 2.","-44.5633010864258","-22.4960994720459",NA,"Planta volúvel, latescente. Inflorescência ereta. Flores de pétalas cremes, verdes em direção ao ápice, corona vinácea na porção central, no restante verde. Ginostégio vináceo.","SPF00161025",NA,"Rio de Janeiro","Itatiaia","19648","auto",NA,NA,"2004","01",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 18:24:55-03","USP","SPF","154132","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Farinaccio, MA","Vieira, S","64","2001","04","12",NA,"Brasil","Parque Nacional da Serra dos Órgãos, Na beira da trilha para a Pedra do Sino.","-42.9655990600586","-22.4122009277344",NA,"Trepadeira, sobre Pasiflora. Flores com perianto verde, roxo na base.","SPF00154132",NA,"Rio de Janeiro","Teresópolis","38539","auto",NA,NA,"2001","04",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 18:24:55-03","USP","SPF","75111","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) T.Mey.","Rapini, A","Jouy, A","B1242","1990","12","01",NA,"Brasil","Espinha da Pedra do Baú","-45.7299995422363","-22.6800003051758",NA,"Liane rampante a latex abondant. Feuilles simples, opposees, vaguement hastees. Fleurs en grappes axillaires. Sepales allonges termines en filaments verdatres. Zone faitiere de Pedra do Bau.","SPF00075111",NA,"São Paulo","São Bento do Sapucaí","18089","auto","1850","1850","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-07 09:13:16-03","UEFS","HUEFS","85701","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Calostigma","regnellii","Calostigma regnellii","Malme",NA,"Regnell","III73","1868","03","08",NA,"Brasil","Caldas.",NA,NA,NA,NA,"HUEFS0085701",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,"Síntipo",NA
"70","2019-10-07 09:13:43-03","UEFS","HUEFS","132976","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","A.Rapini","Lucas, E.J.","513","2006","11","19",NA,"Brasil","Parque nacional da serra dos órgãos, trilha para a pedra do sino.","-43.022222","-22.454444",NA,NA,"HUEFS0132976","HUEFS0132976","Rio de Janeiro","Teresópolis",NA,NA,"1879","1879","2010","01",NA,"43W1'20''","22S27'16''","Asteranae",NA,NA,NA,NA
"71","2019-10-07 09:13:43-03","UEFS","HUEFS","183296","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Grandi, L.A.","9","2006","05","09",NA,"Brasil","Estação Ecológica de Ribeirão Preto. Trecho de mata ao lado da sede da Estação Ecológica.","-47.810278","-21.1775",NA,NA,"HUEFS0183296","HUEFS0183296","São Paulo","Ribeirão Preto",NA,NA,"546","546",NA,NA,NA,"47W48'37''","21S10'39''","Asteranae",NA,NA,NA,NA
"72","2019-10-07 09:13:43-03","UEFS","HUEFS","156700","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Farinaccio, M.A.","607","2004","01","21",NA,"Brasil","Estrada para as Agulhas Negras, Km 2.","-44.5633010864258","-22.4960994720459",NA,NA,"HUEFS0156700","HUEFS0156700","Rio de Janeiro","Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"73","2019-09-04 19:31:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Calostigma","regnellii","Calostigma regnellii",NA,NA,"P. Dusén","85","1902","5","18","South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA
"74","2019-07-09 14:16:03-03","F","FMNH-SEEDPLANTS","V0420345F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii",NA,NA,"R. Arruda","198","2003","2","14","South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0420345F","V0420345F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"75","2019-07-09 14:16:49-03","F","FMNH-SEEDPLANTS","V0420346F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii",NA,"RRC ID Flag","A. C. Brade","14552","1943","11","28","South America","Brazil",NA,"-44","-18",NA,NA,"V0420346F","V0420346F_01 V0420346F_02","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","14552",NA,NA,NA
"76","2019-07-09 14:16:03-03","F","FMNH-SEEDPLANTS","V0420347F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii",NA,NA,"S. Vieira","64","2001","4","12","South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0420347F","V0420347F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"77","2020-08-11 15:54:03-03","CEPLAC","CEPEC","96391","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","regnellii","Oxypetalum regnellii",NA,"A. Rapini","C. B. Costa","503","2001","03","12",NA,"Brasil","Parque Nacional da Serra dos Orgãos. Trilha para a Pedra do Sino.","-43.001111","-22.451667",NA,NA,NA,NA,"Rio de Janeiro","TERESÓPOLIS",NA,NA,NA,NA,NA,NA,NA,"43W0'4","22S27'6",NA,NA,NA,NA,"30/12/2006"
"78","2020-02-17 11:29:21-03","UEG","HUEG","2430","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asclepiadaceae","Oxypetalum","regnelii","Oxypetalum regnelii","Malme","Ravenna, P.F.","Munhoz, C.B.R.; Ramos, M.V.V.","s.n.","2003",NA,NA,"Southern America","Brasil","região do triangulo mineiro",NA,NA,NA,"19 00 25,5 s&nf;48 27 34,4w; veredas","HUEG002430",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-05-06 11:52:08-03","UFU","HUFU","70025","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Freitas, F.S.; Albuquerque, L.S.","449","2014","03","10",NA,"Brasil","Bacia do Rio Uberabinha, Área 9","-48.086389","-19.05",NA,"Liana, flores brancas; Cerradão","HUFU00001654","HUFU00001654","Minas Gerais","Uberlândia",NA,NA,"885","885",NA,NA,NA,"-48.086389","-19.05",NA,NA,NA,NA,NA
"80","2019-05-06 11:52:08-03","UFU","HUFU","36978","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Barbosa, J.M.","Amorim, E.H.; Hattori, E.K.O. & Barbosa, J.M.","941","2004","05","01",NA,"Brasil","Galheiros, Penísula.","-47.2928009033203","-19.3528003692627",NA,"Trepadeira, frutos verdes.","HUFU00001588",NA,"Minas Gerais","Perdizes","45889","auto",NA,NA,"2004","06","02",NA,NA,NA,NA,NA,NA,NA
"81","2019-05-06 11:52:08-03","UFU","HUFU","31391","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Arruda, R.; Romero, R.; Mendes, S. & Amorim, E.H.","198","2003","02","14",NA,"Brasil","Galheiros, Céu do cavalo.","-47.2928009033203","-19.3528003692627",NA,"Trepadeira. Cálice e corola esverdeados.; Cerrado.","HUFU00001590",NA,"Minas Gerais","Perdizes","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-05-06 11:52:08-03","UFU","HUFU","27289","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Arruda, R.; Nakajima, J.N.; Mendes, S. & Amorin, E.H.","14","2002","05","16",NA,"Brasil","Galheiros, Estrada para Gerônimo.","-47.2928009033203","-19.3528003692627",NA,"Trepadeira, fruto verde.; Cerrado rupeste.","HUFU00001592",NA,"Minas Gerais","Perdizes","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-05-06 11:52:08-03","UFU","HUFU","21477","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Barbosa, A.A.A.; Mendes, S.","2378","1999","10","22",NA,"Brasil","Estação Ecológica do Panga, Vereda 3, meio esquerdo.","-48.2771987915039","-18.9186000823975",NA,"Trepadeira sobre o capim, flor creme vivácea, com estrutura central vinho.; Vereda.","HUFU00001595",NA,"Minas Gerais","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-05-06 11:52:08-03","UFU","HUFU","27815","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Amaral, A.F.","s.n.","2001","04","17",NA,"Brasil","Estrada para Campo Florido","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00001593",NA,"Minas Gerais","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-05-06 11:52:08-03","UFU","HUFU","32312","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Silva, M.R.","Silva, M.R.","s.n.","2002","12","06",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Liana. Flor creme.; Vereda.","HUFU00001589",NA,"Minas Gerais","Uberlândia","58223","auto",NA,NA,"2003","06",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-08-04 12:47:24-03","UFU","HUFU","19888","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Barbosa, A.A.A.; Amaral, A.F.","1951","1999","02","05",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, Fundo da vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Trepadeira com flor creme.; Vereda.","HUFU00001591",NA,"Minas Gerais","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-08-04 12:47:24-03","UFU","HUFU","19887","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Barbosa, A.A.A.; Amaral, A.F.","1950","1999","02","05",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, Fundo esquerdo.","-48.2771987915039","-18.9186000823975",NA,"Trepadeira com flor creme.; Vereda.","HUFU00001594",NA,"Minas Gerais","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-05-20 18:18:14-03","UFMT","CNMT","1078","S","Plantae","Angiosperma",NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Ferneda Rocha, L.C.","Sardelli, L.F.; Silva, T. R. C.;Silva, J. A.; Oliveira, R. A.",NA,"2014","12","18",NA,"Brasil","Resgate da FLORA da UHE Colíder. Lote B de Supressão.","-55.470556","-10.89",NA,"Casca látex. Folhas compostas, discolores, membranácea. FloresSépalas verde claro,estames cor vinho, ovário verde. Frutos carnosos, imaturos verde, ovais.Doação Resgate de FLORA da UHE Colíder - COPEL - Herbário n°3166","CNMT001078",NA,"Mato Grosso","Colíder",NA,NA,"358","358","2015","08","04","55°28'14W","10°53'24S",NA,NA,NA,NA,NA
"89","2019-11-21 09:58:55-03","IBt","SP","348993","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Rapini, A","Costa, CB; Amorim, AM; Kawauchi, G","503","2001","03","12",NA,"Brasil","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra dos Sinos. Encosta","-43.001111","-22.451667",NA,"Prensadas em álcool",NA,NA,"Rio de Janeiro","Teresópolis",NA,NA,"1600","1600","2003","01",NA,"-43.001111","-22.451667",NA,NA,NA,NA,NA
"90","2019-11-21 09:58:55-03","IBt","SP","2884","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Marquete, NFS","Hoehne, FC","s.n.","1919","01","21",NA,"Brasil","Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"Minas Gerais","Caldas","25710","auto",NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 09:58:55-03","IBt","SP","68327","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, JF","Berkarmam, W","5","1951","03","07",NA,"Brasil","Entre macieiras e Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","19648","auto","2000","2200","1966","06","01",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 09:58:55-03","IBt","SP","6673","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Marquete, NFS","Brade, AC; Tamandaré, F","6378","1913","06","04",NA,"Brasil","Serra de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","19648","auto",NA,NA,"2003","12",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 09:58:55-03","IBt","SP","254858","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Marquete, NFS","Jouy, A","B655","1988","12","17",NA,"Brasil","Rodovia de Parati km 54","-44.9599990844727","-23.0699996948242",NA,"Referência da fotografia: 887734",NA,NA,"São Paulo","Cunha","38855","auto","1300","1300","2004","01",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 09:58:55-03","IBt","SP","343065","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Marquete, NFS","Barros, F","3010","2000","02","09",NA,"Brasil","Estância Vale do Paraíso (de Antônio Munhoz Filho)","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"São Paulo","Itararé","27729","auto",NA,NA,"2004","01",NA,NA,NA,NA,NA,NA,NA,NA
"95","2014-09-23 10:56:46-03","G","G","G00177299","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Rapini, A.","Dusén, P. K. H.","85","1902","05","18","AMERIQUE DU SUD","Brazil",NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=180176&base=img&lang=en","G00177299","G00177299",NA,NA,NA,NA,NA,NA,"2002","01","01","-53.08972222","-10.77305556",NA,NA,NA,"TYPUS of Calostigma regnellii Malme",NA
