"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","individualCount","typeStatus","fieldNumber","sex"
"44","2021-03-01 16:40:30-03","UNICAMP","UEC","96736","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, BL; Ganev, W; Queiroz, RF","51943","1992","03","13",NA,"Brazil","Bahia",NA,NA,"Arbusto até 2,5m de altura. Flores vináceas.; Carrasco.","UEC074817","Magnoliopsida",NA,"Holmes","Pirani, JR","Abaíra","Morro do Zabumba, Engenho de Baixo.","-41.8","-13.3","930","930","UEC074817","1994","-41.8","-13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:40:30-03","UNICAMP","UEC","150313","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Rocha, RC; Sena, J","s.n.","2009","01","10",NA,"Brazil","Maranhão",NA,NA,"Arbusto, ca. 1,5m.","UEC049778","Magnoliopsida",NA,"Holmes","Rizzini, CT","Barra do Corda","Fazenda MERCK","-45.2433013916016","-5.50555992126465",NA,NA,"UEC049778",NA,NA,NA,NA,NA,NA,"116584","auto",NA,NA,NA,NA,NA
"46","2020-07-06 21:42:34-03","UFPB","JPB","24281","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard; et al.","JPB24281","1992","03","13","Southern America","Brasil","Bahia",NA,NA,NA,NA,"Angiosperma","Dicotyledon","Holmes",NA,"Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
"47","2021-03-21 19:38:38-03","UFC","EAC","20174","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.",NA,NA,NA,"Southern America","Brasil","Bahia",NA,NA,"Arbusto de 2m de altura.","EAC0020174","Dicotyledon",NA,"Holmes","Andrade, M.",NA,"Estrada Oliveira dos Brejinhos",NA,NA,NA,NA,NA,"1993",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-21 19:38:38-03","UFC","EAC","5165","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Fernandes, A.; Bezerra, P.; Matos, F.J.A.","EAC5165","1978","12","19","Southern America","Brasil","Piauí",NA,NA,"Arbusto sialagogo.","EAC0005165","Dicotyledon",NA,"Holmes","Andrade, M.",NA,"entre S. Raimindo Nonato e Várzea Grande",NA,NA,NA,NA,NA,"1995",NA,NA,"12",NA,NA,NA,NA,"28",NA,NA,NA,NA
"49","2021-03-21 19:38:38-03","UFC","EAC","59039","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Guedes, M.L.; alunos de Botânica","23549","2015","06","12","Southern America","Brasil","Bahia",NA,NA,"Arbusto. Folhas com folíolos membranáceos, vilosos. Inflorescência espiga terminal, flores vináceas.; Mata.","EAC0059039","Dicotyledon",NA,"Holmes","Guedes, M.L.","Ipupiara","Chapada Diamantina, entrada do caminho para o Rio Verde.","-42.3675","-11.758333","674","674",NA,"2015","-42.3675","-11.758333","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-21 19:38:38-03","UFC","EAC","21259","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1994","07",NA,"Southern America","Brasil","Bahia",NA,NA,NA,"EAC0021259","Dicotyledon",NA,"Holmes","Andrade, M.","Caetité",NA,"-42.4749984741211","-14.0693998336792",NA,NA,NA,"1994",NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"51","2021-03-21 19:38:38-03","UFC","EAC","21258","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1994","07",NA,"Southern America","Brasil","Bahia",NA,NA,NA,"EAC0021258","Dicotyledon",NA,"Holmes","Andrade, M.","Caetité",NA,"-42.4749984741211","-14.0693998336792",NA,NA,NA,"1994",NA,NA,"07",NA,NA,"53684","auto",NA,NA,NA,NA,NA
"52","2021-03-21 19:38:38-03","UFC","EAC","15229","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade Neto, M.","s.n.","1988","05",NA,"Southern America","Brasil","Bahia",NA,NA,NA,"EAC0015229","Dicotyledon",NA,"Holmes","Fernandes, A.","Macaúbas",NA,"-42.698600769043","-13.0193996429443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71420","auto",NA,NA,NA,NA,NA
"53","2021-03-21 19:38:38-03","UFC","EAC","22815","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.; Cavada, B.S.","s.n.","1995","04","29","Southern America","Brasil","Bahia",NA,NA,NA,"EAC0022815","Dicotyledon",NA,"Holmes","Andrade, M.","Macaúbas",NA,"-42.698600769043","-13.0193996429443",NA,NA,NA,"1995",NA,NA,NA,NA,NA,"71420","auto",NA,NA,NA,NA,NA
"54","2021-03-21 19:38:38-03","UFC","EAC","21265","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1994","04","03","Southern America","Brasil","Ceará",NA,NA,NA,"EAC0021265","Dicotyledon",NA,"Holmes","Andrade, M.","Tianguá","Açude Jaburu","-40.99169921875","-3.7322199344635",NA,NA,NA,"1994",NA,NA,"04",NA,NA,"36695","auto",NA,NA,NA,NA,NA
"55","2021-03-21 19:38:38-03","UFC","EAC","26069","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Craveiro Filho, P.M.A.","s.n.","1997","11","30","Southern America","Brasil","Ceará",NA,NA,"Flor vermelha.","EAC0026069","Dicotyledon",NA,"Holmes","Nunes, E.","Tianguá","Açude Jaburu","-40.99169921875","-3.7322199344635",NA,NA,NA,"1998",NA,NA,"02",NA,NA,"36695","auto",NA,NA,NA,NA,NA
"56","2021-03-21 19:38:38-03","UFC","EAC","35144","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.; Oliveira, C.","s.n.","2005","04","20","Southern America","Brasil","Maranhão",NA,NA,"Arbusto, floração, frutificação.As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A. . Essa espécie ocorre naturalmente em São José - BA e foi adaptada na fAzenda Chapada.","EAC0035144","Dicotyledon",NA,"Holmes","Andrade, M.","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"116584","auto",NA,NA,NA,NA,NA
"57","2021-03-21 19:38:38-03","UFC","EAC","35143","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.; Oliveira, C.","s.n.","2005","04","20","Southern America","Brasil","Maranhão",NA,NA,"Arbusto, floração, frutificação.As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A. .&nf;Essa espécie ocorre naturalmente em Tanque Novo - BA e foi adaptada na Fazenda Chapada.","EAC0035143","Dicotyledon",NA,"Holmes","Andrade, M.","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"116584","auto",NA,NA,NA,NA,NA
"58","2021-03-21 19:38:38-03","UFC","EAC","21263","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1994","07",NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,"EAC0021263","Dicotyledon",NA,"Holmes","Andrade, M.","São Francisco",NA,"-44.8643989562988","-15.9485998153687",NA,NA,NA,"1995",NA,NA,"12",NA,NA,"47492","auto","28",NA,NA,NA,NA
"59","2021-03-21 19:38:38-03","UFC","EAC","42197","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Castro, A.S.F.","1968","2007","07","24","Southern America","Brasil","Piauí",NA,NA,"Arvoreta; Caatinga","EAC0042197","Dicotyledon",NA,"Holmes","Castro, A.S.F.","Avelino Lopes","Fazenda Jirau.","-43.948600769043","-10.1366996765137",NA,NA,NA,"2007",NA,NA,NA,NA,NA,"32144","auto",NA,NA,NA,NA,NA
"60","2021-03-21 19:38:38-03","UFC","EAC","21262","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1994","07",NA,"Southern America","Brasil","Bahia",NA,NA,NA,"EAC0021262","Dicotyledon",NA,"Holmes","Andrade, M.","Macaúbas",NA,"-42.698600769043","-13.0193996429443",NA,NA,NA,"1994",NA,NA,"07",NA,NA,"71420","auto",NA,NA,NA,NA,NA
"61","2021-03-21 19:38:38-03","UFC","EAC","20175","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1993","08","12","Southern America","Brasil","Bahia",NA,NA,"Arbusto.","EAC0020175","Dicotyledon",NA,"Holmes","Andrade, M.","Seabra","Estrada Oliveira dos Brejinhos","-41.7703018188477","-12.4186000823975",NA,NA,NA,"1993",NA,NA,"08",NA,NA,"57155","auto",NA,NA,NA,NA,NA
"62","2021-03-21 19:38:38-03","UFC","EAC","21254","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade Neto, M.","s.n.","1994","06","19","Southern America","Brasil","Ceará",NA,NA,NA,"EAC0021254","Dicotyledon",NA,"Holmes","Andrade Neto, M.","Poranga",NA,"-40.9261016845703","-4.74471998214722",NA,NA,NA,"1994",NA,NA,NA,NA,NA,"20591","auto",NA,NA,NA,NA,NA
"63","2021-03-21 19:38:38-03","UFC","EAC","20168","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1993","08","14","Southern America","Brasil","Ceará",NA,NA,"Arbusto de 2m de altura.","EAC0020168","Dicotyledon",NA,"Holmes","Andrade, M.","Tianguá","Açude Jaburu","-40.99169921875","-3.7322199344635",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36695","auto",NA,NA,NA,NA,NA
"64","2021-03-21 19:38:38-03","UFC","EAC","35145","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.; Oliveira, C.","s.n.","2005","04","20","Southern America","Brasil","Maranhão",NA,NA,"Arbusto, floração, frutificação.As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A. .Essa espécie ocorre naturalmente no Açude do Jaburu - Tianguá - CE e foi adaptada na Fazenda Chapada.","EAC0035145","Dicotyledon",NA,"Holmes","Andrade, M.","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"116584","auto",NA,NA,NA,NA,NA
"65","2021-03-21 19:38:38-03","UFC","EAC","20173","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.","s.n.","1993","07","10","Southern America","Brasil","Minas Gerais",NA,NA,"Arbusto.","EAC0020173","Dicotyledon",NA,"Holmes","Andrade, M.","Pintópolis",NA,"-45.1556015014648","-16.0589008331299",NA,NA,NA,"1995",NA,NA,"12",NA,NA,"30876","auto","28",NA,NA,NA,NA
"66","2021-03-21 19:38:38-03","UFC","EAC","22829","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M.; Cavada, B.S.","s.n.","1995","04","27","Southern America","Brasil","Minas Gerais",NA,NA,NA,"EAC0022829","Dicotyledon",NA,"Holmes","Andrade Neto, M.","São Francisco",NA,"-44.8643989562988","-15.9485998153687",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47492","auto",NA,NA,NA,NA,NA
"67","2021-03-21 19:38:38-03","UFC","EAC","43567","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Castro, A.S.F.","2066","2008","05","15","Southern America","Brasil","Piauí",NA,NA,"Arbusto; Carrasco","EAC0043567","Dicotyledon",NA,"Holmes","Castro, A.S.F.","Caracol","PARNA Serra das Confusões, Tapuio.","-43.3300018310547","-9.27861022949219",NA,NA,NA,"2008",NA,NA,"05",NA,NA,"21070","auto","15",NA,NA,NA,NA
"68","2020-12-21 16:44:13-03","MBM","MBM","204296","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","65875",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,"MBM204296",NA,NA,"Holmes","Pirani, J.R.","Caetité","Lagoa do Pato","-42.4749984741211","-14.0693998336792",NA,NA,"MBM204296",NA,NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:44:13-03","MBM","MBM","222931","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67717",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,"MBM222931",NA,NA,"Holmes","Pirani, J.R.","Gentio do Ouro","Rodovia Brotas de Macaúbas a Gentio do Ouro, próximo a Cerne","-42.502799987793","-11.4288997650146",NA,NA,"MBM222931",NA,NA,NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:44:13-03","MBM","MBM","192195","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","65177",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,"MBM192195",NA,NA,"Holmes","Pirani, J.R.","Caetité","Rodovia Paramirim - Caetité, 40km norte","-42.4749984741211","-14.0693998336792",NA,NA,"MBM192195",NA,NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:44:13-03","MBM","MBM","65263","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Anderson, W.R.; et al.; et al.","37017",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,"MBM065263",NA,NA,"Holmes","Kaastra, R.C.","Cocos","6km S of Cocos","-44.5344009399414","-14.1838998794556",NA,NA,"MBM065263",NA,NA,NA,NA,NA,NA,"199742","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:44:13-03","MBM","MBM","105131","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Furlan, A.; et al.; et al.","352",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,"MBM105131",NA,NA,"Holmes","Pirani, J.R.","Gentio do Ouro","Gentio do Ouro","-42.502799987793","-11.4288997650146",NA,NA,"MBM105131",NA,NA,NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA
"73","2020-12-11 11:41:13-03","UFMG","BHCB","39817","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:41:13-03","UFMG","BHCB","52981","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G; et al.","64415",NA,NA,NA,"Southern America","Brasil","Bahia",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Gentiu do Ouro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:41:13-03","UFMG","BHCB","21679","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Tameirão Neto, E","617","1991","05","14","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Buritizeiro",NA,"-44.9622001647949","-17.3511009216309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA,NA,NA
"76","2020-12-11 11:41:13-03","UFMG","BHCB","21679","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Tameirão Neto, E","617","1991","05","14","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Buritizeiro",NA,"-44.9622001647949","-17.3511009216309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA,NA,NA
"77","2020-12-11 11:41:13-03","UFMG","BHCB","37236","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"78","2020-12-11 11:41:13-03","UFMG","BHCB","21610","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Horta, MB","s.n.","1991","05","01","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Manga","Distrito de Irrigação do Jaíba (DIJ)","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"79","2020-12-11 11:41:13-03","UFMG","BHCB","21609","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Costa, LVC","s.n.","1991","05","03","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Manga","Distrito de Irrigação do Jaíba (DIJ)","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"80","2020-12-11 11:41:13-03","UFMG","BHCB","21609","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Costa, LVC","s.n.","1991","05","03","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Manga","Distrito de Irrigação do Jaíba (DIJ)","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"81","2020-12-11 11:41:13-03","UFMG","BHCB","21608","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Horta, MB","s.n.","1991","02","28","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Manga","Distrito de Irrigação do Jaíba (DIJ)","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"82","2020-12-11 11:41:13-03","UFMG","BHCB","21608","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Horta, MB","s.n.","1991","02","28","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Manga","Distrito de Irrigação do Jaíba (DIJ)","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"83","2020-12-11 11:41:13-03","UFMG","BHCB","21610","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Horta, MB","s.n.","1991","05","01","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Manga","Distrito de Irrigação do Jaíba (DIJ)","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"84","2020-12-11 11:41:13-03","UFMG","BHCB","37801","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"Holmes",NA,"Januária","Vale do Rio Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"85","2021-02-11 17:21:38-03","UFPR","UPCB","38786","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.","67717","1998","03","13",NA,"Brasil","Bahia",NA,NA,"Arbusto 3m, flor bordô. Caatinga, encosta rochosa de morro..",NA,NA,NA,"Holmes","Pirani, J.R.","Gentio do Ouro","Rodovia Brotas de Macaúbas a Gentio do Ouro, próximo a Cerne","-42.502799987793","-11.4288997650146",NA,NA,NA,"1999",NA,NA,"01",NA,NA,"54643","auto","01",NA,NA,NA,NA
"86","2021-02-11 17:21:38-03","UFPR","UPCB","34743","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.","65177","1996","04","21",NA,"Brasil","Bahia",NA,NA,"Arbusto 2m, flor vinosa. Caatinga..",NA,NA,NA,"Holmes","Pirani, J.R.","Caetité","Rod. Paramirim a Caetité, 40km N de Caetité","-42.4749984741211","-14.0693998336792",NA,NA,NA,"1997",NA,NA,"01",NA,NA,"53684","auto","01",NA,NA,NA,NA
"87","2015-08-23 05:45:00-03","MO","MOBOT","2806870","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","B.L. Stannard|T. Silva","Stannard 51998","1992",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Holmes","J.R. Pirani",NA,"Mun. Abaira; Estrada Catolés-Ribeirào de Baixo-Inubia, 9-12 km de Catolés.",NA,NA,"980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-08-10 05:49:00-03","MO","MOBOT","2810799","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Amaro Macedo","Macedo 384","1945",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Holmes","L.A. Skorupa",NA,"Estado : Minas.Municipio:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-08-23 05:45:00-03","MO","MOBOT","2810985","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","B.L. Stannard|Wilson Ganev|R.F. Queiroz","Stannard 51881","1992",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Holmes","J.R. Pirani",NA,"Abaíra; Cafundó.Carrasco,.","-41.85","-13.23333","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2009-12-04 21:27:00-02","MO","MOBOT","3401543","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Gert G. Hatschbach|Aurelio Schinini|J.M. Silva","Hatschbach 65177","1996",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Holmes","J.R. Pirani",NA,"Rodovia Paramirim a Caetité, 40km N de Caetité (Mun. Caetité).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2009-12-04 16:26:00-02","MO","MOBOT","3401892","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 65875","1997",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Holmes","J.R. Pirani",NA,"Lagoa do Pato (Mun. Caetité)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-01-10 20:47:49-03","INPA","INPA","188976","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Fernandez, A","HPBs.n.","1978","12","19","Southern America","Brasil","Piauí",NA,NA,NA,"INPA0188976","Dicotyledon Com-Clade","Sapindales","Holmes","Albuquerque, BWP de",NA,"Entre São Raimundo Nonato e Várzea Grande",NA,NA,NA,NA,"INPA0188976 INPA0188976_e","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-08-31 09:09:53-03","INPA","INPA","200827","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, GG","67717","1998","03","13","Southern America","Brasil","Bahia",NA,NA,NA,"INPA0200827","Dicotyledon Com-Clade","Sapindales","Holmes","Pirani, JR","Gentio do Ouro","Rodovia Brotas de Macaúbas a Gentio do Ouro, próximo a Cerne.","-42.502799987793","-11.4288997650146",NA,NA,"INPA0200827 INPA0200827_e","1999",NA,NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA
"94","2019-07-11 08:31:09-03","ICAUFMG","MCCA","2785","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","XAVIER, M.V.B.; ARRUDA, D.M.",NA,"2018","03","29",NA,"Brasil","Bahia",NA,NA,NA,"MCCA02913",NA,NA,"Holmes","XAVIER, M.V.B.","Livramento De Nossa Senhora",NA,NA,NA,NA,NA,"MCCA02913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-04 10:30:07-03","UFRPE","HST","4377","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","D.P.Lima","13275","1974","06","13",NA,"Brasil","Bahia",NA,NA,"Árvore ca. 3,5 m alt. e 6 cm de diâmetro; frutos esverdeados.","HST004377",NA,NA,"Holmes","J.R.Pirani","Barra","Fazenda Boca da Picada","-43.1417007446289","-11.0894002914429",NA,NA,NA,"2016",NA,NA,"01",NA,NA,"116121","auto",NA,NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","3566797","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","B. L. Stannard, W. Ganev & R. Queiroz","51598","1992","2","25","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US01857467",NA,"Sapindales","G.S. Holmes",NA,"Abaíra","Mendonça de Daniel Abreu","-41.82","-13.27","940",NA,"US01857467_01 US01857467_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
