"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","infraspecificEpithet","fieldNumber","individualCount","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","02736444","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","P. L. Rodrigues de Moraes","D. C. Daly","5481","1987","10","25","South America","Brazil","Amazonas",NA,"Rio Negro, Rio Xié, aprox. 1 hr. upstream from mouth by motorboat. Caatinga behind community called Campina.''","-67.166667","0.966667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303838' target='other'> <mi>dwc_moreinfo</mi></a>","NY02736444","NY02736444_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01172114","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","W. A. Rodrigues","10804","1987","10","30","South America","Brazil","Amazonas",NA,"Estrada de Cucuí ao Aeroporto","-66.85","1.183333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172114","NY01172114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01172108","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","C. A. Cid Ferreira","6973","1986","03","23","South America","Brazil","Amazonas","Presidente Figueiredo","4 km da margem esquerda do rio Uatumã, abaixo da localidade Nazaré e acima da foz do rio Pitinga (a montante da UHE de Balbina)","-59.5","-1.5",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303694' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172108","NY01172108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01172178","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","M. Silva","817","1967","04","07","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375791' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172178","NY01172178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01172160","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","Pessoal do C. P. F.","s.n.","1958","02","20","South America","Brazil","Amazonas","Manaus","Cachoeira Grande dos Bilhares","-60.025","-3.1019",NA,NA,"sheet","[Collector is indicated on label as:] Pessoal do C.P.F. [The correct abbreviation is C.P.P.F.: Coordenação de Pesquisas em Produtos Florestais.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303826' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172160","NY01172160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01172107","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","C. A. Cid Ferreira","4121","1983","07","14","South America","Brazil","Amazonas","Maués","Rio Parauarí, margem direita, próximo ao lugar chamado Água Mineral","-57.916667","-4.666667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303821' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172107","NY01172107_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","540889","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","A. P. S. Gomes; A. Laurênio","M. J. N. Rodal","406","1994","09","24","South America","Brazil","Pernambuco","Caruaru","Caruaru, Murici, Brejo dos Cavalos, Parque Ecológico Municipal","-36","-8.405","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540889","NY00540889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01172153","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","J. D. C. Arouck-Ferreira","4","1977","03","11","South America","Brazil","Pará",NA,"Bosque Rodrigues Alves.","-48.4563965","-1.4304129",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375739' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172153","NY01172153_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01172177","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","M. Silva","804","1967","04","06","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375790' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172177","NY01172177_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01172116","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","A. P. Duarte","6957","1962","09","01","South America","Brazil","Amazonas","Barcelos","Appa 169","-62.9242","-0.9747",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172116","NY01172116_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01172106","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","G. T. Prance","P16603","1973","07","11","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375730' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172106","NY01172106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","541904","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","I. M. Andrade","65","1995","05","24","South America","Brazil","Pernambuco","Brejo da Madre de Deus","Brejo da Madre de Deus, Fazenda Bituri","-36.3708333","-8.15","636","636","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00541904","NY00541904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02636788","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.",NA,"P. da C. Gadelha Neto","3796","2014","02","20","South America","Brazil","Paraíba","Caaporã","Sítio Brejo de Lima","-34.960278","-7.425",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952457' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636788","NY02636788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01172145","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","I. L. do Amaral","970","1983","04","26","South America","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR-163, Km 794, Serra do Cachimbo, Base Áerea, margem do rio Braço-Norte, afluente do Curuá","-54.9","-9.366667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303722' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172145","NY01172145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01172100","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","G. T. Prance","11607","1971","03","25","South America","Brazil","Amazonas","Manaus","Cachoeira Baixa Tarumã","-60.0962609","-2.8743255",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375725' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172100","NY01172100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01172132","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","B. A. Krukoff","7916",NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375749' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172132","NY01172132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","459989","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","G. G. Hatschbach","19024","1968","04","18","South America","Brazil","Paraná","Cianorte",NA,"-52.6047","-23.6633",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459989","NY00459989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01172139","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","R. Spruce","s.n.","1850","12",NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172139","NY01172139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-19 09:50:00-02","NY","NYBG","40154","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata",NA,"H. H. van der Werff","S. Tiwari","866","1992","09","11","South America","Guyana",NA,NA,"Essequibo. Essequibo: Groete creek, 27 km from Bartica","-57.75","6.6","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00040154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00918060","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","R. de Lemos Fróes","1896","1932","09","13","South America","Brazil","Maranhão",NA,"Maracassumé River Region","-45.8917809","-1.8926301",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918060","NY00918060_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","540892","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","M. F. de Sales","468","1994","12","02","South America","Brazil","Pernambuco","Caruaru","Caruaru, Murici, Brejo dos Cavalos, Parque Ecológico Municipal","-36","-8.405","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540892","NY00540892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01172155","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","W. R. Anderson","10664","1974","02","08","South America","Brazil","Pará",NA,"Alto Tapajós, Rio Cururú, near canal SE of Missão Cururú","-57.52","-7.58","140","140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375740' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172155","NY01172155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01172095","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","G. T. Prance","10068","1969","02","19","South America","Brazil","Roraima",NA,"Serra dos Surucucus. Vicinity of Posto Surucucu Mission.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303848' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172095","NY01172095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01172118","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","N. T. da Silva","4445",NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375751' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172118","NY01172118_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","676471","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","D. C. Daly","10636B","2000","12","12","South America","Brazil","Acre","Cruzeiro do Sul","Basin of Rio Juruá, vegetation flanking unpaved and unfinished road (BR-307) near intersection with Ramal Pentecostes.","-72.99528","-7.41833",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00676471","NY00676471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00918065","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","G. T. Prance","59157","1964","09","29","South America","Brazil","Mato Grosso","Canarana","Track, Garapu to Rio Sete Septembro","-52.2681","-13.5522",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918065","NY00918065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01172157","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","J. M. Pires","10567","1967","06","30","South America","Brazil","Pará",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172157","NY01172157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","709553","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","H. H. van der Werff","L. Buscalioni","1247","1899","05","02","South America","Brazil","Pará",NA,"Rio Tocantins, nella foresta presso Cametã.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709553","NY00709553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-01-26 16:13:00-02","NY","NYBG","01840214","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata",NA,"H. H. van der Werff","F. A. González","3401","1995","01","13","South America","Colombia","Meta","Puerto López","Sitio El Pinal, 12 km adelante de Puerto López vía Puerto Gaitán.",NA,NA,"300","400","sheet","Collection date as: 13 Ene 1995 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=468199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01840214","NY01840214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-10-19 09:50:00-02","NY","NYBG","459994","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata",NA,"H. H. van der Werff","T. W. Henkel","2109","1993","05","22","South America","Guyana",NA,NA,"Region: U. Demerara-Berbice. Essequibo River from Monkey Jump to Persaud timber concession","-58.55","6.33","5","5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01172148","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","E. Lleras","P16603","1973","07","11","South America","Brazil","Amazonas","Tefé","IPEAAO Experimental Station","-64.7","-3.37",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303709' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172148","NY01172148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01172115","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","cuspidata","Nectandra cuspidata","Nees & Mart.","J. G. Rohwer","W. A. Rodrigues","5169","1963","04","10","South America","Brazil","Pará",NA,"Vila de Quatipurú, caminho para o Campo Grande",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375746' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172115","NY01172115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
