"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"553","2019-02-15 11:40:57-02","IPA","IPA","41955","S","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Moraes, P.L.R.","Araújo, D.","1985","04","03","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Reserva Biológica Estadual da Praia do Sul.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"Arbusto ca. 1,2m de altura, heli[ofilo, flores secas.; Restinga arbustiva aberta.","IPA0041955",NA,"6791","2014","02","10","32988","auto","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-02-15 11:40:57-02","IPA","IPA","41957","S","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Moraes, P.L.R.","Araújo, D.; Fontella; Miriam; Pereira, C.A.; Fontella; Miriam; Pereira, C.A.","1986","01","07","Brasil","Rio de Janeiro","Cabo Frio","terras das Salinas Perynas.","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"Arbusto ca. 3m de altura, heliófilo; flores amareladas.; Restinga de Ericaceae","IPA0041957",NA,"7120","2014","02","10","40069","auto","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"555","2019-02-15 11:40:57-02","IPA","IPA","13124","S","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Teixeira, B.C.","Hoehne, F.C.","1932","03","22","Brasil","São Paulo","Praia Grande",NA,"-46.4000015258789","-24",NA,NA,NA,NA,NA,"IPA0013124",NA,"s.n.",NA,NA,NA,"22363","auto","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"556","2019-02-15 11:40:57-02","IPA","IPA","32202","S","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"Hoehne, W.","1946","04","02","Brasil","São Paulo","São Paulo","Campo de Congonhas","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0032202",NA,"2094",NA,NA,NA,"53584","auto","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"557","2019-02-15 11:40:57-02","IPA","IPA","32200","S","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Hoehne, W.","Hoehne, W.","1944","11","28","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0032200",NA,"1583",NA,NA,NA,"53584","auto","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"558","2019-08-27 13:30:43-03","IAP","PACA-AGP","93720","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A. C. Araújo","Ohlweiler, A. A.","1998","03","12","Brasil","PR","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"arvoreta abundante, com parte entre 3 e 4 m; associada à Ilex, Guapira, Andira anthelmia e mirtáceas; HASU 6532. Habitat: restinga","PACA093720",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"559","2019-08-27 13:30:42-03","IAP","PACA-AGP","67892","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","H. van der Werff","Hatschbach, G.","1968","10","22","Brasil","PR","Paranaguá","Rio Pereque","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Habitat: arbusto da restinga","PACA067892",NA,"20094","1986",NA,NA,"24916","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"560","2019-08-27 13:30:43-03","IAP","PACA-AGP","93727","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","C. Mondin","Mondin, C.","2001",NA,NA,"Brasil","RS","Arroio do Sal","Baln. Rondinha Nova","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"árvore na mata arenosa; HASU 14252. Habitat: mata arenosa Hábito: árvore","PACA093727",NA,"2234","2001",NA,NA,"15157","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"561","2019-08-27 13:30:43-03","IAP","PACA-AGP","8543","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Rambo, B.","1942","01","13","Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor","PACA008543",NA,NA,"1957","10","31","55856","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"562","2019-08-27 13:30:43-03","IAP","PACA-AGP","93721","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","L. C. S. Assis","C. Mondin & A. Iob","1999","10","09","Brasil","RS","Camaquã","Pacheca","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"árvore com ca. 6m alt.; na borda da mata; HASU 10935. Habitat: mata arenosa Hábito: árvore","PACA093721",NA,"1906","2005","03","03","49429","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"563","2019-08-27 13:30:43-03","IAP","PACA-AGP","93730","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","L. C. S. Assis","Ohlweiler, A. A.","1999","01","31","Brasil","RS","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"HASU 8595.","PACA093730",NA,NA,"2005","03","03","16452","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"564","2019-08-27 13:30:42-03","IAP","PACA-AGP","28701","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Emrich, K.","1945","02","19","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA028701",NA,NA,"1957","10","31","16452","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"565","2019-08-27 13:30:43-03","IAP","PACA-AGP","70351","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","J. A. Jarenkow","J. A. Jarenkow","1987","01","21","Brasil","RS","Canguçu","cerca de 3Km a oeste da sede","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"alt. 5m - Herb PEL 9668","PACA070351",NA,"636","1987","01",NA,"68702","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"566","2019-08-27 13:30:43-03","IAP","PACA-AGP","104081","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"Jagmin, N.","1990","12",NA,"Brasil","RS","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Xiloteca Nº 287 (021A)","PACA104081",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"567","2019-08-27 13:30:43-03","IAP","PACA-AGP","104083","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Sobral, M.","Jagmin, N.","1990","12",NA,"Brasil","RS","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Xiloteca nº 289 (023A)","PACA104083",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"568","2019-08-27 13:30:42-03","IAP","PACA-AGP","47947","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","B. Rambo","Sehnem, A.","1948","12","15","Brasil","RS","Cerro Largo","NW","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"Habitat: Arbor in silva.","PACA047947",NA,"3544",NA,NA,NA,"13082","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"569","2019-08-27 13:30:42-03","IAP","PACA-AGP","62889","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Camargo, O. R.","1958","01","02","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva Fenofase: flor e fruto","PACA062889",NA,"3099","1958","09","24","19545","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"570","2019-08-27 13:30:42-03","IAP","PACA-AGP","40344","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Rambo, B.","1949","01","29","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in silva secundaria Fenofase: estéril","PACA040344",NA,NA,"1957","10","31","19545","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"571","2019-08-27 13:30:42-03","IAP","PACA-AGP","59137","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","J. Pivetta","1953","12","21","Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"Habitat: in silva Fenofase: flor","PACA059137",NA,"906","1957","10","31","36807","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"572","2019-08-27 13:30:42-03","IAP","PACA-AGP","41440","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Rambo, B.","1949","05","06","Brasil","RS","Montenegro","Estacao Azevedo","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor","PACA041440",NA,NA,"1954","08","11","21601","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"573","2019-08-27 13:30:43-03","IAP","PACA-AGP","82132","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A. Sehnem","Sehnem, A.","1973","02","24","Brasil","RS","Montenegro","Morro São João","-51.4611015319824","-29.6886005401611",NA,NA,"218","218","Habitat: Arbor in silva in cacumine montis.","PACA082132",NA,"13405",NA,NA,NA,"21601","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"574","2019-08-27 13:30:40-03","IAP","PACA-AGP","103862","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","D. Bauer","D. Bauer","2006","11","24","Brasil","RS","Novo Hamburgo","Loteamento dos eucaliptos, Bairro Canudos.","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"coleta ponto 6, Q1ME Habitat: mata brejosa, margens de arroio","PACA103862",NA,NA,NA,NA,NA,"20722","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"575","2019-08-27 13:30:42-03","IAP","PACA-AGP","46146","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Rambo, B.","1950","03","06","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: in sivula arenosa Fenofase: flor","PACA046146",NA,NA,"1954","08","11","27350","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"576","2019-08-27 13:30:42-03","IAP","PACA-AGP","51762","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Rambo, B.","1952","01","10","Brasil","RS","Osório","Morro Grande","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: in silvula arenosa Fenofase: fe","PACA051762",NA,NA,"1957","10","31","27350","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"577","2019-08-27 13:30:43-03","IAP","PACA-AGP","86373","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","J. Mauhs","Mauhs, J.","2000","03","30","Brasil","RS","Palmares do Sul","Lagoa da Porteira","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Habitat: borda de mata de restinga Fenofase: estéril","PACA086373",NA,NA,"2001",NA,NA,"31350","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"578","2019-08-27 13:30:42-03","IAP","PACA-AGP","46602","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Rambo, B.","1950","04","05","Brasil","RS","Porto Alegre","Barra do Ribeiro","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silvula arenosa Fenofase: flor","PACA046602",NA,NA,"1954","08","11","29946","auto",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"579","2019-08-27 13:30:43-03","IAP","PACA-AGP","104272","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"Jagmin, N.","1993","10","10","Brasil","RS","Ana Rech",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 422","PACA104272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"580","2019-08-27 13:30:43-03","IAP","PACA-AGP","104126","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"Jagmin, N.","1991","09","12","Brasil","RS","Ana Rech","Barragem Faxinal",NA,NA,NA,NA,NA,NA,"Xiloteca nº 358&nf;Altura: 10m; Circunferência: 57cm; Fuste: 7m.","PACA104126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"581","2019-08-27 13:30:43-03","IAP","PACA-AGP","104141","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"Jagmin, N.","1991","10","17","Brasil","RS","Ana Rech",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 374.","PACA104141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"582","2019-08-27 13:30:43-03","IAP","PACA-AGP","104252","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Sobral, M.","Jagmin, N.","1992","05","14","Brasil","RS","Ana Rech",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 401&nf;Altura: 10m; Fuste: 7m.","PACA104252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"583","2019-08-27 13:30:43-03","IAP","PACA-AGP","104256","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"Jagmin, N.","1992","06","11","Brasil","RS","Ana Rech","Barragem Faxinal",NA,NA,NA,NA,NA,NA,"Xiloteca nº 408.","PACA104256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"584","2019-08-27 13:30:43-03","IAP","PACA-AGP","104261","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"Jagmin, N.","1992","06","11","Brasil","RS","Ana Rech","Barragem Faxinal",NA,NA,NA,NA,NA,NA,"HASU nº 16634","PACA104261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"585","2020-12-21 16:37:25-03","IAP","PACA-AGP","106568","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","M. Sobral","Gasper, A.L.","2007","12","11","Brasil","SC","Monte Castelo","Campo do Areião","-50.309062","-26.82217","-50,309062","-26,82217","1287","1287","IFFSC736/L/21. FOM Alto Montana. Classe da floresta: estágio avançado de regeneração [Coord.Orig.UTM: 568660 S, 7033074]","PACA106568",NA,"1089","2008","04","01",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"586","2019-08-27 13:30:40-03","IAP","PACA-AGP","107719","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","L. Cappelatti","L. Cappelatti","2007","08","30","Brasil","RS","Novo Hamburgo","Parque Municipal Henrique Luís Roessler","-51.15","-29.666667","51°09'W","29°40'S",NA,NA,"Habitat: borda da mata","PACA107719",NA,"13","2007","08","30",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"587","2019-08-27 13:30:40-03","IAP","PACA-AGP","110452","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","M. Verdi","M. Verdi","2008","12","15","Brasil","SC","Campo Belo do Sul","Canoas/Faz. Gateado.","-50.849722","-28.035","50°50'59W","28°02'06S","845","845","FURB 6372 Fenofase: botão floral verde Ecossistema: Floresta Ombrófila Mista","PACA110452",NA,"1279","2008","12","15",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"588","2019-08-27 13:30:40-03","IAP","PACA-AGP","110453","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A. Stival-Santos","A. Stival-Santos","2010","03","13","Brasil","SC","Florianópolis","Entorno da estação Ecológica de carijós, próx. Ao acesso da Praia da Daniela.","-48.493056","-27.463056","48°29'35W","27°27'47S","4","4","FURB 22522 Habitat: beira da praia Fenofase: flor branco amarelada Hábito: arvoreta Ecossistema: RESTINGA","PACA110453",NA,"1904","2010","04","05",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"589","2019-08-27 13:30:40-03","IAP","PACA-AGP","113245","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,NA,NA,NA,NA,"Brasil","RS","Florianópolis","Lagoa da Conceição.",NA,NA,NA,NA,NA,NA,"FLOR 41700 Habitat: interior da mata de restinga Fenofase: fruto verde Hábito: árvore","PACA113245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"590","2020-12-21 16:37:25-03","IAP","PACA-AGP","113785","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A.A. de Oliveira","Korte, A.","2010","11","29","Brasil","SC","São Francisco do Sul","Parque Estadual do Acaraí","-48.563333","-26.349722","48°33'48,00W","26°20'59,00S","5","5","FURB 33548 Ecossistema: Floresta Decídua","PACA113785",NA,"5189","2011","01","17",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"591","2019-10-25 11:09:31-03","IAP","PACA-AGP","113786","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","J.L. Schmitt","J.L. Schmitt","2010","06","30","Brasil","SC","Porto Belo","Margem da BR 101","-48.601944","-27.149444","48º36'07.0W","27º08'58.0S","6","6","FURB 29477 Habitat: Interior de fragmento Ecossistema: floresta ombrófila densa","PACA113786",NA,"2968","2010","09","30",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"592","2019-08-27 13:30:40-03","IAP","PACA-AGP","113787","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A. Quinet","M. Verdi","2009","11","30","Brasil","SC","Nova Veneza","São Bento Baixo","-49.499444","-28.710833","49°29'58,00W","28°42'39,00S","48","48","FURB 17882 Ecossistema: floresta ombrófila densa","PACA113787",NA,"17882","2010","09","15",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"593","2019-08-27 13:30:40-03","IAP","PACA-AGP","113788","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","M. Verdi","M. Verdi","2008","11","29","Brasil","SC","Anita Garibaldi","Fazenda Lago Azul","-51.121944","-27.810833","51°07'19,00W","27°48'39,00S","784","784","FURB 11759 Ecossistema: Floresta Estacional Decidual","PACA113788",NA,"1380","2009","01","22",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"594","2019-08-27 13:30:40-03","IAP","PACA-AGP","113789","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","S. Dreveck","S. Dreveck","2010","09","29","Brasil","SC","Campos Novos",NA,"-51.4475","-27.52","51°26'51,00W","27°31'12,00S",NA,NA,"FURB 32703 Habitat: Beira de estrada","PACA113789",NA,"2400","2010","09","29",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"595","2019-08-27 13:30:42-03","IAP","PACA-AGP","30165","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Emrich, K.","1945","10","25","Brasil","RS",NA,"Campo do Varejão - Itapoan",NA,NA,NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor","PACA030165",NA,NA,"1954","08","11",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"596","2019-08-27 13:30:42-03","IAP","PACA-AGP","33653","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Hatschbach, G.","1946","03","10","Brasil","PR",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor","PACA033653",NA,NA,"1954","08","11",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"597","2019-08-27 13:30:42-03","IAP","PACA-AGP","33814","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Irm. Augusto","1946","08","14","Brasil","RS","São Luiz das Missões","Cerro Largo",NA,NA,NA,NA,NA,NA,"Habitat: in silva Fenofase: fruto","PACA033814",NA,NA,"1957","10","31",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"598","2019-08-27 13:30:42-03","IAP","PACA-AGP","53170","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Emrich-Rambo","Rambo, B.","1952","11","20","Brasil","RS","São Luiz das Missões","Cerro Largo",NA,NA,NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: fe","PACA053170",NA,NA,"1957","10","31",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"599","2019-08-27 13:30:42-03","IAP","PACA-AGP","66788","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","I. de Vattimo","Reitz, R.","1962","12","20","Brasil","SC","Tupitinga","Campos Novos",NA,NA,NA,NA,"800","800","alt. 20m Habitat: pinhal Fenofase: flor","PACA066788",NA,"14345","1976","05","29",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"600","2019-08-27 13:30:42-03","IAP","PACA-AGP","67335","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"H. F. Leitao f.","1983","12","07","Brasil","MG","Lavras do Sul",NA,NA,NA,NA,NA,NA,NA,"alt. 4m - Herb UNICAMP 15367 Habitat: interior da mata Fenofase: flor","PACA067335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"601","2019-08-27 13:30:42-03","IAP","PACA-AGP","69379","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","H. van der Werff","Hatschbach, G.","1985","12","18","Brasil","PR","Palmeira das Missões","Rod. BR 277 - Rio Capivara",NA,NA,NA,NA,NA,NA,"alt. 6m; flor creme Habitat: do capao","PACA069379",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"602","2019-08-27 13:30:42-03","IAP","PACA-AGP","69393","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","H. van der Werff","J. Cordeiro","1986","03","11","Brasil","PR","Palmeira das Missões","Rod. do Cafe",NA,NA,NA,NA,NA,NA,"alt. 3m; flor creme Habitat: mata","PACA069393",NA,"256","1987",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"Magnoliatae",NA,NA,NA,NA,NA
