"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"68","2020-02-08 09:53:36-03","NBC","NL-BOTANY","U.1204477","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ducke A",NA,"1929","Southern America","Brazil",NA,"Manáos (civ. Amazonas), silva non inundabile prope bachoeira do Mundú.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204477","NL-U1204477",NA,"09","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"69","2020-02-08 09:53:36-03","NBC","NL-BOTANY","U.1204481","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Clarke HD",NA,"1996","Southern America","Guyana","Upper Takutu-Upper Essequibo","Guyana. Region: U.Takutu-U.Essequibo. Kamoa Mts., 2 km N of camp on Kamoa River.","-58.833333","1.533333",NA,"Scrub forest on granitic outcroppings, with Schefflera, Miconia, Clusia.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204481","NL-U1204481","Pipoly JJ","11","09",NA,NA,NA,NA,NA,"-58.833333","1.533333",NA,NA,NA,"Magnoliopsidae","U 0226410",NA,NA,NA
"70","2020-02-08 09:53:36-03","NBC","NL-BOTANY","U.1204482","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Prévost M-F; Sabatier D",NA,"1989","Southern America","French Guiana",NA,NA,"-53","5.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204482","NL-U1204482",NA,"10","05",NA,NA,NA,NA,NA,"-53.0","5.333333",NA,NA,NA,"Magnoliopsidae","U 0095370",NA,NA,NA
"71","2020-02-08 09:53:36-03","NBC","NL-BOTANY","WAG.1567694","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ek RC; Jansen-Jacobs MJ; Dam JAC van; Proosdij ASJ van; Briand C",NA,"2008","Southern America","French Guiana","Cayenne","Mt. de Kaw, Trésor Reserve, large creek in extention west.","-52.26653","4.592595",NA,"Creekside vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1567694 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1567694","NL-WAG1567694","Ek RC","12","14",NA,NA,NA,NA,NA,"-52.26653","4.592595",NA,NA,NA,"Magnoliopsidae","WAG0407968",NA,NA,NA
"72","2020-02-08 09:53:36-03","NBC","NL-BOTANY","U.1204483","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Costa MAS; Assunção PACL",NA,"1995","Southern America","Brazil","Amazonas",NA,"-59.966667","-2.883333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204483","NL-U1204483","Bittrich V","11","09",NA,NA,NA,NA,"1997","-59.966667","-2.883333","12",NA,NA,"Magnoliopsidae","U 0060165","01",NA,NA
"73","2020-02-08 09:53:36-03","NBC","NL-BOTANY","U 0002422","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea attenuata","Eyma","holotype","Gonggrijp JW",NA,"1918","Southern America","Surinam",NA,"ad fl. Tapanahoni pr. Doemansingi",NA,NA,NA,"Bosch<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002422","NL-U0002422","Eyma PJ","11","10",NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","12298 A",NA,NA,NA
"74","2020-02-08 09:53:36-03","NBC","NL-BOTANY","U 0002423","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea attenuata","Eyma",NA,"Gonggrijp JW",NA,"1918","Southern America","Surinam",NA,"ad fl. Tapanahoni pr. Doemansingi",NA,NA,NA,"Bosch<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002423",NA,"Eyma PJ","11","10",NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","12299 A",NA,NA,NA
"75","2020-02-08 09:53:36-03","NBC","NL-BOTANY","U 0002424","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Moronobea","coccinea","Moronobea coccinea attenuata","Eyma",NA,"Gonggrijp JW",NA,"1918","Southern America","Surinam",NA,"ad fl. Tapanahoni pr. Doemansingi",NA,NA,NA,"Bosch<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002424",NA,"Eyma PJ","11","10",NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"76","2019-02-15 11:36:30-02","IPA","IPA","393","S","Plantae","Plantae",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Pires, J.M.","698","1947","Southern America","Brasil","Amazonas","Rio Içana, Massarico.",NA,NA,NA,"Árvore grande parecida com Platonia; casca rugosa; flores vermelhas.","IPA0000393",NA,NA,"10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:28:20-03","UNICAMP","UEC","106295","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Costa, MAS; Assunção, PACL","425","1995",NA,"Brazil","Amazonas","Reserva Florestal Ducke, Manaus - Itacoatiara, km 26. Margem da estrada de acesso, próximo a guarita.","-59.966667","-2.883333",NA,"Árvore. Indivíduo de grande porte, tronco tortuosao na base, levemente acanalado pra cima. Ritidoma castanho - claro, casca rugosa com desprendimeto por placas médias (muito súber), 50 x 80 cm de DAP, com estrias verticais no súber. Ao","UEC103998","UEC103998",NA,"11","09",NA,NA,"Manaus",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:28:20-03","UNICAMP","UEC","106298","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Santos, JL; Lima, RP","875","1988",NA,"Brazil","Amazonas","Reserva Florestal Ducke, Manaus - Itacoatiara, km 26. Estrada ao Igarapé, Acará.","-59.966667","-2.883333",NA,"Árvore, de 25 m de altura x 60 de DAP. Frutos imaduras de cor verde.; Terra firme","UEC103996","UEC103996",NA,"04","07",NA,NA,"Manaus",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:28:20-03","UNICAMP","UEC","106300","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Santos, JL; Lima, RP","875","1988",NA,"Brazil","Amazonas","Reserva Florestal Ducke, Manaus - Itacoatiara, km 26. Estrada ao Igarapé, Acará.","-59.966667","-2.883333",NA,"Árvore, de 25 m de altura x 60 de DAP. Frutos imaduras de cor verde.; Terra firme","UEC108203","UEC108203",NA,"04","07",NA,NA,"Manaus",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:28:20-03","UNICAMP","UEC","181716","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Menacho, M","665","1994",NA,"Bolivia","Santa Cruz","2 km de la laguna Bella Vista hacia el aserradero Chore; bosque abnegado temporalmente; suelos franco arenosos.","-61.388083","-13.734",NA,"Arbol de 23m, corteza con escamas gris, interna amarilla; flores grandes con petalos rosados-intenso, estambres amarillos; con latex amarillo-verdoso fosforescente.","UEC082558","UEC082558","Nee, M","10",NA,NA,NA,"Velasco",NA,"2011","-61.388083","-13.734",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:28:20-03","UNICAMP","UEC","199969","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Cunha, NML","428","1989",NA,"Brazil","Amazonas","Distrito agropecuário - reserva 1501-km 41 da Smithsonian/INPA - Projeto Dinâmica Biológica dos Fragmentos Florestais","-59.730556","-2.407222",NA,"Árvore, 35 m x 30,2 m. Casca externa (no corte)marron, casca interna amarela. Látex amarelo. Cálice verde, pétlas amarelas, rosas nas bordas.; terra firme.","UEC154825","UEC154825",NA,"10","11","50","150",NA,NA,NA,"-59.730556","-2.407222",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:28:20-03","UNICAMP","UEC","152637","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ribeiro, JELS","2790","2006",NA,"Brazil","Amazonas","Entorno. Ramal da Morena.","-60.0250015258789","-2.03444004058838",NA,"Arbusto 2m, Campinarana. Látex amarelo. Cálice verde. Corola creme-esverdeada. Estigma verde.","UEC108511","UEC108511","Bittrich, V","11","01",NA,NA,"Presidente Figueiredo",NA,"2007",NA,NA,"07","229398","auto",NA,NA,"27",NA,NA
"83","2020-05-29 15:48:18-03","UNICAMP","UEC","97080","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Maicel, UN; Rosário, CS","1540","1989",NA,"Brazil","Rondônia","UHE de Samuel., Rio Jamari","-63.9039001464844","-8.76194000244141",NA,"Frutos, fruto imaturo.","UEC147101","UEC147101",NA,"01","18",NA,NA,"Porto Velho",NA,NA,NA,NA,NA,"333357","auto",NA,NA,NA,NA,NA
"84","2019-02-21 19:29:04-03","UNEMAT","HERBAM","2032","S","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Sasaki, D.","2552",NA,NA,"Brasil","Mato Grosso","Parque Estadual Cristalino","-55.198299407959","-9.95028018951416",NA,NA,"HERBAM002032",NA,"Milliken, W",NA,NA,NA,NA,"Novo Mundo",NA,NA,NA,NA,NA,"93610","auto",NA,NA,NA,NA,NA
"85","2021-04-05 11:05:57-03","UNESP-IBB","BOTUW","246","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,NA,NA,NA,NA,"Guiana Francesa",NA,NA,NA,NA,NA,NA,"BOTUW000246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2013-04-01 09:18:36-03","IPT","BCTW","18528","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aublet",NA,NA,NA,NA,NA,"Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"87","2013-04-01 09:18:36-03","IPT","BCTW","17671","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aublet",NA,NA,NA,NA,NA,"Guiana",NA,NA,NA,NA,NA,"Guyana Forest Department",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"88","2013-04-01 09:18:35-03","IPT","BCTW","14835","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aublet",NA,NA,NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,"Guyana Forestry Commission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"89","2013-04-01 09:18:36-03","IPT","BCTW","12552","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aublet",NA,NA,NA,NA,NA,"Brasil","Pará",NA,"-54.7083","-2.44306",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santarém",NA,NA,NA,NA,NA,"205258","auto","Magnoliopsida",NA,NA,NA,NA
"90","2013-04-01 09:18:35-03","IPT","BCTW","9128","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rosa, N.A.","567","1975",NA,"Brasil","Amazonas","Rio Jutaí Radam",NA,NA,NA,NA,NA,NA,NA,"11","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"91","2013-04-01 09:18:36-03","IPT","BCTW","334","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aublet",NA,NA,NA,NA,NA,"Brasil",NA,"Rio Purús",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"92","2013-04-01 09:18:36-03","IPT","BCTW","335","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aublet",NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"93","2013-04-01 09:18:35-03","IPT","BCTW","14834","S","Plantae","Magnoliophyta",NA,NA,"Moronobea","coccinea","Moronobea coccinea","Aublet",NA,NA,NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,"Guyana Forestry Commission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"94","2020-12-21 16:21:01-03","MBM","MBM","175951","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Romaniuc Neto, S.","576","1986","Southern America","Brazil","Rondônia","Ilha Sete de Setembro",NA,NA,NA,NA,"MBM175951","MBM175951","Romaniuc Neto, S.","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:21:01-03","MBM","MBM","160412","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Kukle, P.","95","1989","Southern America","Brazil","Amazonas","Distrito Agropecuário da SUFRAMA, Fazenda Dimona, ca. 90 km N de","-60.0250015258789","-3.10193991661072",NA,NA,"MBM160412","MBM160412","Nee, M.","11","24",NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA
"96","2020-12-21 16:21:01-03","MBM","MBM","160411","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Kukle, P.","115","1989","Southern America","Brazil","Amazonas","Distrito Agropecuário da SUFRAMA, Fazenda Dimona, ca. 90 km N de","-60.0250015258789","-3.10193991661072",NA,NA,"MBM160411","MBM160411","Nee, M.","11","27",NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA
"97","2015-09-05 02:31:36-03","MNHN","RECOLNAT_MNHN_P","P05062130","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Cremers, G.",NA,"1983",NA,"Guyane française",NA,"Cayenne. Route de Saint Laurent à Paul Ianard entre le PK 70et Citron au PK 118.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062130' target='other'> <mi>dwc_moreinfo</mi></a>","P05062130","P05062130_01",NA,"9","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8159",NA
"98","2015-10-19 07:26:03-02","MNHN","RECOLNAT_MNHN_P","P00679863","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,"[venezuela]",NA,"Javita",NA,NA,"hb","Spécimen d'intérêt <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00679863' target='other'> <mi>dwc_moreinfo</mi></a>","P00679863","P00679863_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"962",NA
"99","1996-03-18 13:53:24-03","MNHN","RECOLNAT_MNHN_P","P00402574","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Mélinon",NA,NA,NA,"Guyane Française",NA,"s.loc.",NA,NA,"xy","Cat. des bois : B 5218 / Catalogue, mention en marge : 1999 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00402574' target='other'> <mi>dwc_moreinfo</mi></a>","P00402574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81",NA
"100","2016-12-13 11:43:01-02","MNHN","RECOLNAT_MNHN_P","P04727129","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Petrov, I.",NA,"1966",NA,"Guyane française",NA,"Reg. de Cayenne.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04727129' target='other'> <mi>dwc_moreinfo</mi></a>","P04727129","P04727129_01",NA,"10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117",NA
"101","2015-09-05 08:03:35-03","MNHN","RECOLNAT_MNHN_P","P04898168","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Sagot, P.",NA,"1856",NA,"Guyane française",NA,"Guyane Française, Karouany.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04898168' target='other'> <mi>dwc_moreinfo</mi></a>","P04898168","P04898168_01",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71",NA
"102","2015-09-05 08:03:36-03","MNHN","RECOLNAT_MNHN_P","P04898169","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Grández, C.|Jamarillo, N.",NA,"1993",NA,"Peru",NA,"Loreto: Maynas Province.","-73.41667","-3.8","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04898169' target='other'> <mi>dwc_moreinfo</mi></a>","P04898169","P04898169_01",NA,"1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4985",NA
"103","2015-09-05 02:29:20-03","MNHN","RECOLNAT_MNHN_P","P05062062","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Pires, J.M.",NA,"1947",NA,"Brasil","Amazonas","Rio Içana, Massarico.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062062' target='other'> <mi>dwc_moreinfo</mi></a>","P05062062","P05062062_01",NA,"10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"698",NA
"104","2015-09-05 02:29:20-03","MNHN","RECOLNAT_MNHN_P","P05062063","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Richard",NA,NA,NA,"Guiana",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062063' target='other'> <mi>dwc_moreinfo</mi></a>","P05062063","P05062063_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2015-09-05 02:29:20-03","MNHN","RECOLNAT_MNHN_P","P05062065","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Sandwith, N.Y.",NA,"1929",NA,"Guiana",NA,"Essequibo River: Moraballi Creek, near Bartica.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062065' target='other'> <mi>dwc_moreinfo</mi></a>","P05062065","P05062065_01",NA,"9","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186",NA
"106","2015-09-05 02:29:20-03","MNHN","RECOLNAT_MNHN_P","P05062066","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Mélinon",NA,"1876",NA,"Guyane française",NA,"Guyane Française.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062066' target='other'> <mi>dwc_moreinfo</mi></a>","P05062066","P05062066_01",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",NA
"107","2015-09-05 02:09:05-03","MNHN","RECOLNAT_MNHN_P","P05062067","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Benoist, R.",NA,"1914",NA,"Guyane française",NA,"Gourdonville.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062067' target='other'> <mi>dwc_moreinfo</mi></a>","P05062067","P05062067_01",NA,"9","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1623",NA
"108","2015-09-05 02:09:05-03","MNHN","RECOLNAT_MNHN_P","P05062068","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Benoist, R.",NA,"1914",NA,"Guyane française",NA,"Guyane Française, Gourdonville.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062068' target='other'> <mi>dwc_moreinfo</mi></a>","P05062068","P05062068_01",NA,"9","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1623",NA
"109","2015-09-05 02:29:21-03","MNHN","RECOLNAT_MNHN_P","P05062071","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Richard, L.C.",NA,NA,NA,"Guiana",NA,"Ad ammen Kourou.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062071' target='other'> <mi>dwc_moreinfo</mi></a>","P05062071","P05062071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-09-05 02:29:21-03","MNHN","RECOLNAT_MNHN_P","P05062072","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,NA,NA,"1951",NA,"Guiana",NA,"St. Laurent-du-Maroni. Rive gauche à 400m en amont de la distillerie Saint Maurice.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062072' target='other'> <mi>dwc_moreinfo</mi></a>","P05062072","P05062072_01",NA,"6","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6098",NA
"111","2015-09-05 02:29:21-03","MNHN","RECOLNAT_MNHN_P","P05062073","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Arostegui Vargas, A.",NA,"1963",NA,"Peru",NA,"Santa Maria, Rio Nanay. Depto. Loreto, Prov. Maynas, Dtto. Alto Nanay.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062073' target='other'> <mi>dwc_moreinfo</mi></a>","P05062073","P05062073_01",NA,"10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145",NA
"112","2015-09-05 02:29:21-03","MNHN","RECOLNAT_MNHN_P","P05062074","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Maguire, B.",NA,"1952",NA,"Venezuela",NA,"Cerro Guaiquinima, Rio Paragua, Bolivar.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062074' target='other'> <mi>dwc_moreinfo</mi></a>","P05062074","P05062074_01",NA,"1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33120",NA
"113","2015-09-05 02:29:23-03","MNHN","RECOLNAT_MNHN_P","P05062089","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Sagot",NA,"1857",NA,"Guiana",NA,"Karouany.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062089' target='other'> <mi>dwc_moreinfo</mi></a>","P05062089","P05062089_01",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71",NA
"114","2015-09-05 02:29:23-03","MNHN","RECOLNAT_MNHN_P","P05062090","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Sagot, P.",NA,"1856",NA,"Guyane française",NA,"Guyane Fraise. Acarouany.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062090' target='other'> <mi>dwc_moreinfo</mi></a>","P05062090","P05062090_01",NA,"9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71",NA
"115","2015-09-05 02:29:23-03","MNHN","RECOLNAT_MNHN_P","P05062091","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Sagot, P.",NA,"1854",NA,"Guyane française",NA,"Lord de l´Acarouany.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062091' target='other'> <mi>dwc_moreinfo</mi></a>","P05062091","P05062091_01",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2015-09-05 02:29:23-03","MNHN","RECOLNAT_MNHN_P","P05062092","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Leblond",NA,"1792",NA,"Guyane française",NA,"Guyane Française, Cayenne.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062092' target='other'> <mi>dwc_moreinfo</mi></a>","P05062092","P05062092_01",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
