"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"117","2015-09-05 02:29:24-03","MNHN","RECOLNAT_MNHN_P","P05062093","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Mélinon",NA,"1876",NA,"Guyane française",NA,"Guiane Française, Maroni.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062093' target='other'> <mi>dwc_moreinfo</mi></a>","P05062093","P05062093_01",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",NA
"118","2015-09-05 02:31:35-03","MNHN","RECOLNAT_MNHN_P","P05062123","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Prevost, M.F.",NA,"1983",NA,"Guiana",NA,"Cayenne. Piste de St Elie, km 15,7.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062123' target='other'> <mi>dwc_moreinfo</mi></a>","P05062123","P05062123_01",NA,"5","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2015-09-05 02:31:35-03","MNHN","RECOLNAT_MNHN_P","P05062124","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Oldeman",NA,"1966",NA,"Guyane française",NA,"Cayenne. Orapu, km 7 route. Fourgassi é, montagne.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062124' target='other'> <mi>dwc_moreinfo</mi></a>","P05062124","P05062124_01",NA,"10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-09-05 02:31:35-03","MNHN","RECOLNAT_MNHN_P","P05062125","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Oldeman",NA,"1968",NA,"Guiana",NA,"Cayenne. Fleuve Sinnamary, sur la crique Grégoire, au deuxième abattis.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062125' target='other'> <mi>dwc_moreinfo</mi></a>","P05062125","P05062125_01",NA,"5","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2015-09-05 02:31:36-03","MNHN","RECOLNAT_MNHN_P","P05062126","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Feuillet, C.",NA,"1982",NA,"Guiana",NA,"Cayenne. Saul, circuit Roche Bateau.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062126' target='other'> <mi>dwc_moreinfo</mi></a>","P05062126","P05062126_01",NA,"12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2015-09-05 02:31:36-03","MNHN","RECOLNAT_MNHN_P","P05062127","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Mori, S.|Boom, B.",NA,"1982",NA,"Guiana",NA,"Saul: Monts La Fumèe.","-53.2","3.61667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062127' target='other'> <mi>dwc_moreinfo</mi></a>","P05062127","P05062127_01",NA,"11","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15266",NA
"123","2015-09-05 02:31:36-03","MNHN","RECOLNAT_MNHN_P","P05062128","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Prévost, M.F.|Sabatier, D.",NA,"2002",NA,"Guyane française",NA,"Forêt domaniale de Crique Plomb. Parcelle MPB2.","-52.92778","5.01667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062128' target='other'> <mi>dwc_moreinfo</mi></a>","P05062128","P05062128_01",NA,"10","18","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4617",NA
"124","2015-09-05 02:31:36-03","MNHN","RECOLNAT_MNHN_P","P05062129","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Jacquemin, H.",NA,"1979",NA,"Guyane française",NA,"Guyane, Cayenne. Trois-Sauts.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062129' target='other'> <mi>dwc_moreinfo</mi></a>","P05062129","P05062129_01",NA,"3","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2336",NA
"125","2015-09-05 02:29:20-03","MNHN","RECOLNAT_MNHN_P","P05062064","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ducke, A.",NA,"1929",NA,"Brasil","Amazonas","Manáos (civ. Amazonas) Silva non inundabili prope Cachoeira do Mundú.","-60.0250015258789","-3.10193991661072","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062064' target='other'> <mi>dwc_moreinfo</mi></a>","P05062064","P05062064_01",NA,"9","26",NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,"23442",NA
"126","2015-09-05 02:29:20-03","MNHN","RECOLNAT_MNHN_P","P05062061","PreservedSpecimen",NA,NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ducke, A.",NA,"1927",NA,"Brasil","Amazonas","Prope flumen Curuçá.","-57.7186012268066","-3.38361001014709","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05062061' target='other'> <mi>dwc_moreinfo</mi></a>","P05062061","P05062061_01",NA,"6","4",NA,NA,"Maués",NA,NA,NA,NA,NA,"447092","auto",NA,NA,NA,"21276",NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","1009705","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","candida","Moronobea candida","Ducke",NA,"M. Menacho|et al.","Menacho Viruez 665","1994","South America","Bolivia","Santa Cruz","2 km de la laguna Bella Vista hacia el aserradero Choré; bosque anegado temporalmente; suelos franco arenosos.","-61.38805","-13.73388",NA,NA,NA,NA,NA,"10",NA,NA,NA,"Warnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"128","2008-05-27 22:02:00-03","MO","MOBOT","3098079","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Scott A. Mori","Mori 20186","1988","South America","Brazil","Amazonas","Distrito Agropecuario,Reserva 1501 ( km 41) of the WWF? INPA MCS Project. NOn-flooded moist forest.","-59.72777","2.40722",NA,NA,NA,NA,NA,"12","5","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2011-04-15 15:14:00-03","MO","MOBOT","3098359","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"P. Kukle","Kukle 95","1989","South America","Brazil","Amazonas","Mun. de Manaus, ca. 90 km. N. de Manaus, Distrito Agropecuario da Suframa, Rodovia Br 174, km 72, depis 6 km oeste da BR, Fazenda Dimona. Projeto Dinamica Biologica de Fragmentos Florestais, Mata de terra firme sobre latosolo amarelo.","-60.08333","2.31666",NA,NA,NA,NA,"M. Nee","11","24","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2011-04-15 15:14:00-03","MO","MOBOT","3096743","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"P. Kukle","Kukle 115","1989","South America","Brazil","Amazonas","Mun. de Manaus, ca. 90 km. N. de Manus, Distrito Agropecuario da Suframa, Rodovia Br 174, km 72, depois 6 km oeste da BR, Fazenda Dimona. Projeto Dinamica Biologica de Fragmentos Florestais. Mata de terra firme sobre latosolo amarelo.","-60.08333","2.31666",NA,NA,NA,NA,"M. Nee","11","27","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2008-05-27 22:02:00-03","MO","MOBOT","3097405","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Santos","Santos 875","1988","South America","Brazil","Amazonas","Reserva Florestal Ducke. Manaus_Itacoatiara, km. 26.","-59.96666","2.88333",NA,NA,NA,NA,"Bittrich, v","4","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2009-02-05 03:32:00-02","MO","MOBOT","1117271","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"L. Painter","Painter 58","1996","South America","Bolivia","Santa Cruz","Lago Caimán. Bosque alto. Parcela de investigación","-60.9","-13.58333",NA,NA,NA,NA,"R. Guillén & A. Rodriguez (USZ)","10","21","230.00000000",NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"133","2008-09-12 14:02:00-03","MO","MOBOT","100148096","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Olivier Tostain","Tostain 1397","2007","South America","French Guiana",NA,"Maripasoula: Nouveau Centre d'Enfouissement Technique. Commune de Maripasoula, en bordure de la piste de Papaïchton, localisation centrée sur 21 N 829749 Est / 0409338 Nord UTM (système WFS 84).","-54.0319445","3.6983333",NA,NA,NA,NA,"F. Crozier","12","4","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"134","2014-04-04 05:50:00-03","MO","MOBOT","1252960","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 23168","1997","South America","Peru","Loreto","Distrito Sargento Lores, Constancia Sur. Bosque primario, suelo arcillo-arenoso, transecto 2 x 500 m.","-72.96138","-4.15361",NA,NA,NA,NA,NA,"4","15","116.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"135","2008-05-27 22:02:00-03","MO","MOBOT","1285011","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Richard E. Schultes|Isidoro Cabrera","Schultes 13960","1951","South America","Colombia","Vaupés","Mitu y alrededores.",NA,NA,NA,NA,NA,NA,NA,"9","8","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2014-02-11 20:33:00-02","MO","MOBOT","1370763","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Milton Tirado|B. Grefa","Tirado 2069","1996","South America","Ecuador","Napo","Zona de amortiguamiento del Parque Nacional Sumaco. Líneas sísmicas de la compañía Amoco. Río Pujuno, sector Juan Pío Montúfar. Bosque muy húmedo tropical.","-77.2833333","-0.3666667",NA,NA,NA,NA,"D.A. Neill","10","27","600.00000000",NA,"Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"137","2008-05-27 22:02:00-03","MO","MOBOT","1722375","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Robin B. Foster","Foster 13700","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"11","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2014-04-04 05:43:00-03","MO","MOBOT","203192","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15198","1990","South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana - IIAP. Bosque primario, vegetación sobre suelo arcillo-arenoso (arena blanca), estrato inferior con dominancia de Lepidocaryum tessmannii (irapay), y esøtrato medio con relativa abundancia de Jessenia bataua subsp. bataua (huangurahui); drenaje irregular, pequeøñas y lígeras ondulaciones del terreno. Levantamiento florístico de la parcela A de 1 Ha; 500 x 20 m; correspondienø te al inventario de 2 Has. SUBPARCELA No. 25","-73.5","-4.16666",NA,NA,NA,NA,"C. M. Taylor (MO)","11",NA,"150.00000000","180.00000000","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"251","4"
"139","2014-04-04 05:43:00-03","MO","MOBOT","203366","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 6208","1985","South America","Peru","Loreto","Alpahuayo (Estación IIAP). Bosque primario.","-73.5","-4.16666",NA,NA,NA,NA,"C. M. Taylor (MO)","1","29",NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-8","7"
"140","2015-01-23 05:49:00-02","MO","MOBOT","203739","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodolfo Vásquez|A. Tye|et al.","Vásquez Martínez 12628","1989","South America","Colombia","Amazonas","Parque Nacional Amacayacu. Proyecto: Inventario y Ecología de las aves del parque Amacayacu. Bosque primario (tierra firme).","-70.25","-3.75",NA,NA,NA,NA,"C.M. Taylor (MO)","8","7","100.00000000",NA,"Puerto Nariño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"124","5"
"141","2014-04-04 05:43:00-03","MO","MOBOT","205200","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 39506","1983","South America","Peru","Loreto","Mishana. Rio Nanay halfway between Iquitos and Santa Maria de Nanay, trail from village to Campamento 1, forest on white sand.","-73.5","-3.86666",NA,NA,NA,NA,"C. M. Taylor (MO)","1","14","140.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-12","7"
"142","2014-04-04 05:43:00-03","MO","MOBOT","205209","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Alwyn H. Gentry|Rodolfo Vásquez|L.H. Emmons|Nestor Jaramillo","Gentry 39723","1983","South America","Peru","Loreto","Yanamono Tourist Camp, Rio Amazonas between Indiana and mouth of Rio Napo. Mature forest on lateritic soil.","-72.83333","-3.46666",NA,NA,NA,NA,"Rodolfo Vasquez","1","24","130.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-20","1"
"143","2008-05-27 22:02:00-03","MO","MOBOT","205288","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Cesár A. Grández|Nestor Jaramillo","Grández Rios 4985","1993","South America","Peru","Loreto","Distrito Iquitos. Puerto Almendras. Bosque primario, suelo de arena blanca (Varillal).","-73.41666","-3.8",NA,NA,NA,NA,"C. Grandez","1","16","122.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264","12"
"144","2011-06-10 15:20:00-03","MO","MOBOT","205539","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"John James Pipoly, III","Pipoly 16278","1991","South America","Colombia","Amazonas","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.78333",NA,NA,NA,NA,"C.M. Taylor (MO)","11","15","200.00000000","220.00000000","Leticia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","4"
"145","2014-04-04 05:43:00-03","MO","MOBOT","206784","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 60925","1988","South America","Peru","Loreto","Yanamono, Explorama Tourist Camp, Río Amazonas, halfway between Indiana and mouth of Río Napo. Non-inundated upland forest on clay soil.","-72.83333","-3.46666",NA,NA,NA,NA,"C. M. Taylor (MO)","1","23","130.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-36","7"
"146","2015-01-28 05:47:00-02","MO","MOBOT","209769","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Agustin Rudas L.|Diego Giraldo-Cañas|et al.","Rudas Lleras 3715","1992","South America","Colombia","Amazonas","Municipio de Leticia. Parque Nacional Natural Amacayacu. Alrededores de la quebrada Agua Pudre en bosque de terra firme. Parcela E, No. 21.","-70.25","-3.7",NA,NA,NA,NA,"A. Rudas (COL)","3","25","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","5"
"147","2008-05-27 22:02:00-03","MO","MOBOT","3096267","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Michael H. Nee","Nee 30673","1985","South America","Venezuela","Amazonas","Cerro de La Neblina, Camp V11, 5 km. NE of Pico Phelps ( Neblina). Rich forest on W-facing slopes between Stream ( cano Gardner) and sheer cliffs. Podocarpus , Drimys, Styrax, many ferns.","-65.97777","0.84583",NA,NA,NA,NA,"M. Nee","1","31","1730.00000000","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2009-07-17 09:47:00-03","MO","MOBOT","3096498","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"A. Ducke","Ducke 319","1936","South America","Brazil","Amazonas","Manaos, loco Cachoeira Grande in relictis; silvae non-inundabilis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2014-04-08 05:36:00-03","MO","MOBOT","3096813","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ieda L. do Amaral|C.A. Cid Ferreira|José Guedes|J. Lima","Amaral 54","1982","South America","Brazil","Amazonas","Municipio de Tefe, Rio SOlimoes, margem direita, lago Tefe , Vila Nogueira. Mata de igapo, costa de praia, solo arenoso, beirando a terra firme.",NA,NA,NA,NA,NA,NA,"J. Kallunki","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"150","2008-05-27 22:02:00-03","MO","MOBOT","3096882","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"STEWARD","STEWARD 19698","1973","South America","Brazil","Amazonas","Manaus-Caracarai Road, Km. 130. Forest on large rocks; near rapids.",NA,NA,NA,NA,NA,NA,"M.E. Van Den Berg","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2011-04-06 12:34:00-03","MO","MOBOT","3096965","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Roelof A.A. Oldeman","Oldeman 663","1966","South America","French Guiana",NA,"Orapu, km 7 route Fourgassie, montagne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2009-09-01 06:32:00-03","MO","MOBOT","3097680","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Richard E. Schultes|Isidoro Cabrera","Schultes 14001","1951","South America","Colombia","Vaupés","30 meters. Rio Apaporis; Cachivera de Jirijirimo y alrededores.",NA,NA,NA,NA,NA,NA,"A. Gentry","9","16","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2011-02-22 16:57:00-03","MO","MOBOT","3098622","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Scott A. Mori|Brian M. Boom","Mori 15266","1982","South America","French Guiana",NA,"Saul; Monts La Fumee. Tropical Moist Forest.","-53.2","3.61666",NA,NA,NA,NA,NA,"11","25","200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-01-17 09:32:00-02","MO","MOBOT","3099634","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Bureau v.h. Boschwezen","Bureau v.h. Boschwezen 1934","1910","South America","Suriname",NA,"Hab. ad fl. Tapanahoni Doemansingi.",NA,NA,NA,NA,NA,NA,"(1934 is year, not coll.#)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"155","2014-11-03 21:20:00-02","MO","MOBOT","3096248","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Brian M. Boom|M. Pacheco|E. Palheta|S. de Souza","Boom 8629","1988","South America","Brazil","Amazonas","Distrito Agropecuario, Reserva (km 41) of the WWF?INP{A MCS Project. Non-flooded moist forest.","-59.7277778","-2.4072222",NA,NA,NA,NA,"M. Nee","11","24","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"156","2013-02-13 05:33:00-02","MO","MOBOT","935330","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Timothy J. Killeen|Mario Saldias P.|René Guillén V.|E. Gutiérrez|M. Menacho","Killeen 5800","1993","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. Bosque húmedo alto, con mucha Vochysiaceae.","-60.82","-14.55833",NA,NA,NA,NA,"R. Guillén (USZ)","10","21","155.00000000",NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2013-01-28 05:13:00-02","MO","MOBOT","942760","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"René Guillén V.","Guillén Villarroel 1248","1994","South America","Bolivia","Santa Cruz","Comunidad Florida, 300 m del empalme Florida-Moira, yendo hacia Piso Firme. Bosque secundario. Suelos arcillo limosos.","-61.19944","-14.6025",NA,NA,NA,NA,"R. Guillén (USZ)","4","1","210.00000000",NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2013-01-04 11:12:00-02","MO","MOBOT","1722386","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Israel G. Vargas C.|et al.","Vargas Caballero 4058","1995","South America","Bolivia","Santa Cruz","Parque Nal. Noel Kempff Mercado. Campamento Las Torres; en la base de Las Torres l km al S del campamento en las márgenes del Río Iténez; 24 km al S de Flor de Oro. Bosque semideciduo en la base de ladera escarpada (NE de la Serranía de Huanchaca) y con afloramientos rocosos.","-60.8","-13.65",NA,NA,NA,NA,"M. Nee (NY)","10","5","250.00000000","300.00000000","Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"159","2020-08-31 09:01:44-03","INPA","INPA","16020","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","candida","Moronobea candida","Ducke","isotype","Ducke, A","JB21276","1927","Southern America","Brasil","Amazonas","Lago Massanari, rio Curuçá, Lago Massanari, rio Curuçá.","-57.7186","-3.3836",NA,NA,"INPA0016020","INPA0016020 INPA0016020_e1 INPA0016020_s INPA0016020_se",NA,"06","04",NA,NA,"Maués",NA,NA,"-57.7186","-3.3836",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-08-31 09:01:45-03","INPA","INPA","180380","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Kukle, P","115","1989","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário da SUFRAMA, 90 Km. N de Manaus, Rodovia BR-174, Km 72, depois 6 Km Oeste da BR, Fazenda Dimona.","-60.083333","-2.316667",NA,NA,"INPA0180380","INPA0180380 INPA0180380_1 INPA0180380_nd","Nee, MH","11","27",NA,NA,"Manaus",NA,NA,"-60.083333","-2.316667",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-08-31 09:01:44-03","INPA","INPA","16471","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodrigues, WA","7259","1965","Southern America","Brasil","Amazonas","AM 010, Km 200., Estrada Manaus-Itacoatira, Km 200, picada XXVIII a 3100m da estrada","-58.983333","-3.022481",NA,NA,"INPA0016471","INPA0016471 INPA0016471_e",NA,"10",NA,NA,NA,"Rio Preto da Eva",NA,NA,"-58.983333","-3.022481",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-08-31 09:01:45-03","INPA","INPA","267456","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Terra-Araujo, MH","906","2014","Southern America","Brasil","Amazonas","ARIE-PDBFF, Estrada ZF-3","-59.7994","-2.442933",NA,NA,"INPA0267456",NA,"Ramos, JF","05","14",NA,NA,"Manaus",NA,"2018","-59.7994","-2.442933","10",NA,NA,NA,NA,NA,NA,NA
"163","2020-08-31 09:01:45-03","INPA","INPA","225445","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ribeiro, JELS","2790","2006","Southern America","Brasil","Amazonas","Rebio Uatumã, Entorno. Ramal da Morena.","-59","-1",NA,NA,"INPA0225445","INPA0225445 INPA0225445_e","Bittrich, V","11","01",NA,NA,"Presidente Figueiredo",NA,NA,"-59","-1",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-08-31 09:01:44-03","INPA","INPA","106435","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Amaral, IL do","54","1982","Southern America","Brasil","Amazonas","Vila Nogueira, Rio Solimões, margem direita, lago Tefé, Vila Nogueira.","-64.7806","-3.3008",NA,NA,"INPA0106435","INPA0106435 INPA0106435_e INPA0106435_nd","Kallunki, JA","10","13",NA,NA,"Tefé",NA,"1998","-64.7806","-3.3008",NA,NA,NA,NA,NA,NA,NA,NA
