"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","class"
"11","2016-10-21 21:17:00-02","NY","NYBG","405418","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","cotonosa","Myrcia cotonosa","syntype","E. Hassler","7011","1900","01","South America","Paraguay","Cordillera centralis; in regione cursus superioris fluminis Y- acá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405418","NY00405418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-21 21:17:00-02","NY","NYBG","405414","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","cotonosa","Myrcia cotonosa","syntype","E. Hassler","6819","1900","12","South America","Paraguay","Cordillera Centralis; in regione cursus superioris fluminis Y-acá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441527' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405414","NY00405414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:40-03","UFRJ","RFA","11239","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"P. Occhioni","4579","1971","11",NA,"Brasil","Vila Velha",NA,"Arbusto flor verde do campo","RFA46676",NA,"M. Sobral","09","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Cambess.","2001","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-26 18:08:58-03","CPAN-UFMS","COR","4151","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Bortolotto, I.M.","117","1995","11",NA,"Brasil","Morro do Urucum.",NA,"Habito: Subarbusto",NA,NA,"I.M. Bortolotto","10","Mato Grosso do Sul","Corumbá","-57.608889","-19.194444","900","900","Cambess.",NA,NA,NA,"57º36'32''W","19º11'40''S",NA,NA,NA,NA,NA,NA
"15","2021-03-02 16:29:05-03","CPAN-UFMS","COR","2623","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Ratter, J. A.; Pott, A.; Pott, V. J.; Almeida Rego, S. C.; Martins, F.; Tamashiro, J. & UFMS fieldcourse",NA,"1987","11",NA,"Brasil","Serra do Urucum; morro Santa Cruz; próximo à estação retransmissora da EMBRATEL",NA,"Pequeno subarbusto; flor branca Habito: Subarbusto",NA,NA,"Proença, C.","17","Mato Grosso do Sul","Ladário","-57.55","-19.133333",NA,NA,"Cambess.","1989",NA,NA,"57º33'0''W","19º8'0''S","09","06",NA,NA,NA,NA
"16","2020-11-26 18:08:58-03","CPAN-UFMS","COR","4154","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Bortolotto, I.M.; Damasceno Jr, G.A.; Leite E.; Rodrigues, D.P.","191","1996","01",NA,"Brasil","Morro do Urucum.",NA,"Habito: Erva",NA,NA,"I.M. Bortolotto","19","Mato Grosso do Sul","Corumbá","-57.608889","-19.194444","900","900","Cambess.",NA,NA,NA,"57º36'32''W","19º11'40''S",NA,NA,NA,NA,NA,NA
"17","2020-11-19 10:24:27-03","CPAP","CPAP","5032","PreserverdSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Ratter, J. A.","5971","1987","11",NA,"Brasil","Santa Cruz, Serra do Urucum",NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,"C. Proenca","17","MS","Corumbá","-57.55","-19.133333",NA,NA,"Camb.","1989",NA,NA,"57°33' W","19°08' S","09",NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051790","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"M.S. Ferrucci; A. Schinini, M. Dematteis","1565","1999","12",NA,"Paraguay","Ruta 3, 27 km SE de Bella Vista.",NA,"Suberecta, flores blancas.",NA,NA,"L.R. Landrum, 2000.","16","Amambay",NA,"-56.361548","-22.306809",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051789","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"A. Schinini; R. Vanni, O. Ahumada, E. Cabral.","17140","1979","2",NA,"Argentina","3 Cerros. Co. Pelon.",NA,"Coor from www.fallingrain.com/world; Arbusto de 1.20m de altura; flores blancas.",NA,NA,NA,"15","Corrientes","San Martin","-56.8167","-29.4667",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-28 14:58:13-03","ASU","ASU-PLANTS","ASU0107577","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"W. A. Medina, R. Cajade & J. M. Pineiro","539","2014","2",NA,"Argentina","Paraje Tres Cerro, Ea. Higuera Cue Cerro Nazareno",NA,"Sufrutice erecto de 1-1.5 m. alt. Flres blancas. Frutos maduros negros",NA,NA,NA,"17","Corrientes",NA,"-56.930556","-29.111667",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-04-29 14:26:20-03","ASU","ASU-PLANTS","ASU0300308","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"A. Schlnini; L. Perraro; J. M. Gonzalez; S. G. Tressens","11172",NA,NA,NA,"Argentina","Dep. Ituzaingo, Desembooadura del Ayo. Garape en el Rio Parana, 45 Km al E de Ituzaingo",NA,"Arbusto de 2 m de altura",NA,NA,"J. Mattos",NA,"Corrientes",NA,NA,NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-17 17:57:53-03","ASU","ASU-PLANTS","ASU0304766","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"E. Zardini; L. Guerrero","34985","1993","2",NA,"Paraguay","National Park Ybycu'i. Northeastern area of park. Arroyo Corrientes.",NA,"Shrub 40 cm. Fruit gray.",NA,NA,"L.R.","10","Paraguari",NA,"-56.766667","-26",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051788","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"A. Schinini; R. Vanni","26052","1988","2",NA,"Paraguay","Ea. La Soledad, 3km S de Santiago.",NA,"Flores blancas; frutos amarillos.",NA,NA,"L.R. Landrum, 1989.","3","Misiones",NA,"-56.7667","-27.1667",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051776","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"A. Krapovickas; C.L. Cristobal","40792","1987","1",NA,"Brazil","Vila Velha, alrededores del Camping.",NA,"Xilopodio +/- 3cm diametro; flores blancas.",NA,NA,"L.R. Landrum, 1988.","12","Parana",NA,"-50.667131","-25.14789",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051775","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"A. Krapovickas; R. Harley, C.L. Cristobal, A. Schinini","45966","1994","10",NA,"Paraguay","Parque Nacional Cerro Cora. Camino al Cerro Muralla.",NA,"Erecta, hasta 80cm alto; flores blancas.",NA,NA,"L.R. Landrum, 1995.","24","Amambay",NA,"-56.210613","-22.627442",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051787","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"L. R. Landrum","5720","1987","12",NA,"Argentina","Ca. 3km along road to Pena Victoria, Teyu Cuare.",NA,"Subshrub, ca. 0.5m high.",NA,NA,NA,"10","Misiones","San Ignacio","-55.5833","-27.25",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051791","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"A. Krapovickas; C.L. Cristobal","40792","1987","1",NA,"Brazil","Vila Velha, alrededores del Camping.",NA,"Xilopodio +/-3cm diametro; flores blancas.",NA,NA,NA,"12","Parana",NA,"-50.667131","-25.14789",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 15:46:32-03","ASU","ASU-PLANTS","ASU0304780","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"E. M. Zardini; L. Guerrero","31040","1992","3",NA,"Paraguay","National Park Ybycu'i; northeastern area",NA,"subshrub 40 cm",NA,NA,"L. R. Landrum","12",NA,NA,"-56.84097783945","-26.09781458275",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051774","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"L. R. Landrum; I. Besualdo","8854","1995","11",NA,"Paraguay","Ygatmi, Reserva Natural del Bosque Mbaracayu, along road to Brazil, near edge of Reserva, Nandurocai",NA,"Shrub ca. 0.5m high.",NA,NA,NA,"19","Canindeyu","Ygatimi","-55.6667","-24.1667",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051792","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"A. Schinini; M. Dematteis","33755","1997","12",NA,"Paraguay","43km por ruta 3, luego del cruce con ruta 5.",NA,NA,NA,NA,"L.R. Landrum, 1999.","13","Amambay",NA,"-56.3333","-22.5",NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 15:43:29-03","ASU","ASU-PLANTS","ASU0304767","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"E. M. Zardini; H. Velázquez","26405","1991","2",NA,"Paraguay",NA,NA,NA,NA,NA,"L. R. Landrum","9","Paraguari",NA,NA,NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:46:33-03","UFMS","CGMS","38842","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"J.P.Souza; G.Guimarães; E.L.Siqueira","11719","2012","12",NA,"Brasil","Morro Urucum.",NA,"Flor ausente. Fruto preto. Habitat: Cerrado de altitude. Litólico e rico em Fe. Habito: Arbustivo 0,80m de altura.","CGMS1068234",NA,"M. Sobral","03","Mato Grosso do Sul","Corumbá","-57.6","-19.1783334","857","857","Cambess.","2013",NA,NA,"-57,6","-19,1783334","06","27",NA,NA,NA,NA
"33","2021-04-07 11:46:33-03","UFMS","CGMS","37651","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"J.A. Ratter; A. Pott; V.J. Pott.","5971","1987","11",NA,"Brasil","Embratel; Serra do Urucum.",NA,"Flor branca. Habitat: Campo sujo. Solo de minério de ferro. Relevo topo. Habito: Arbusto. Frequente.","CGMS1067068",NA,"C. Proença","18","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","850","850","Cambess.","1989","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:21:22-03","UNICAMP","UEC","29638","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Garcia, WG","14078","1979",NA,NA,"Brazil","Arredores da Tribo Caiuá.",NA,NA,"UEC105162","UEC105162",NA,NA,"Mato Grosso do Sul","Amambai","-55.320619","-23.118472",NA,NA,"Cambess.",NA,NA,NA,"-55.320619","-23.118472",NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:21:22-03","UNICAMP","UEC","143101","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Silva, RR; Ramires, E","112","2003","01",NA,"Brazil","Serra Santa Cruz, Planalto residual do Urucum. Acesso pela mineração Corumbaense. Campo cerrado.",NA,"Subarbuso de 15-20 cm de altura. Frutos maduros castanhos. Solo minério de ferro.","UEC105166","UEC105166","Faria Júnior, JEQ","10","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Cambess.","2010","295160","auto",NA,NA,"12",NA,NA,NA,NA,NA
"36","2019-08-16 08:40:15-03","UTFPR","HCF","9885","S","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"M.G. Caxambu","3623","2011","10",NA,"Brasil","cerrado alterado",NA,"arbusto heliófita, ca. 0,60 m. Flores alvas.",NA,NA,"J. Cordeiro","27","PR","Tuneiras do Oeste","-52.758139","-23.913056","511","511","Cambess.","2014",NA,NA,"52°45'29,3 W","23°54'47 S",NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:40:15-03","UTFPR","HCF","4042","S","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"M.G. Caxambu","1114","2006","05",NA,"Brasil","Cerrado dos Perdonsini",NA,"arbusto ca. 1 m de altura, com frutos imaturos vermelhos e os maduros de cor preta.",NA,NA,"J. Cordeiro & E.D. Lozano","08","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"Cambess.","2009","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-25 12:12:20-03","UFSM","SMDB","1034","S","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Vargas, O","s.n.","1968","02",NA,"Brasil","Foz da Palma",NA,NA,"SMDB001034",NA,"Silveira, N","26","Rio Grande do Sul","Julio de Castilhos","-53.6817016601562","-29.226900100708",NA,NA,"Camb.","1988","41205","auto",NA,NA,"07","22",NA,NA,NA,NA
"39","2020-12-21 16:37:06-03","MBM","MBM","146573","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55888","1991","11","Southern America","Brazil","Torre da Embratel",NA,NA,"MBM146573","MBM146573","Sobral, M.","07","Goiás","Água Fria",NA,NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:37:06-03","MBM","MBM","19598","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Hatschbach, G.","25181","1970","10","Southern America","Brazil","Rio Vacaria",NA,NA,"MBM019598","MBM019598","Legrand, D.","24","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:37:06-03","MBM","MBM","271273","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"G. Caballero M.","4020","2002","02","Southern America","Paraguay",NA,NA,NA,"MBM271273","MBM271273","Soares-Silva, L.H.","05",NA,NA,NA,NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:37:06-03","MBM","MBM","271274","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"G. Caballero M.","4030","2002","02","Southern America","Paraguay",NA,NA,NA,"MBM271274","MBM271274","Soares-Silva, L.H.","05",NA,NA,NA,NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:37:06-03","MBM","MBM","37088","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","37240","1975","09","Southern America","Brazil","Chapada dos Veadeiros",NA,NA,"MBM037088","MBM037088","Kawasaki, M.L.","28","Goiás","Alto Paraíso",NA,NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:37:06-03","MBM","MBM","264930","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Ratter, J.A.; et al.; et al.","5971","1987","11","Southern America","Brazil","Topo do Morro Santa Cruz",NA,NA,"MBM264930","MBM264930","Proença, C.","17","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Cambess.",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:37:06-03","MBM","MBM","287753","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76623","2003","10","Southern America","Brazil","Rod. BR-463, Dourados - Ponta Porã, km 5-10",NA,NA,"MBM287753","MBM287753","Soares-Silva, L.H.","22","Mato Grosso do Sul","Dourados","-54.8055992126465","-22.2210998535156",NA,NA,"Cambess.",NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:37:06-03","MBM","MBM","319257","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Kozera, C.; et al.; et al.","2742","2005","12","Southern America","Brazil","Ponte dos Arcos",NA,"Subarbusto com flores brancas, em campo seco, transição para várzea","MBM319257","MBM319257","Faria Júnior, J.E.Q.","07","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Cambess.","2009","27346","auto",NA,NA,"12",NA,NA,NA,NA,NA
"47","2020-12-21 16:37:06-03","MBM","MBM","53729","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Hatschbach, G.","7693","1960","12","Southern America","Brazil","Campo Mourão",NA,NA,"MBM053729","MBM053729","Silveira, N.","11","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"Cambess.",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:37:06-03","MBM","MBM","228000","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Dombrowski, L.T.","5761","1975","01","Southern America","Brazil","Capão da Imbuia",NA,NA,"MBM228000","MBM228000","Soares-Silva, L.H.","13","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Cambess.",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:37:06-03","MBM","MBM","232296","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Dombrowski, L.T.; et al.; et al.","10147","1966","02","Southern America","Brazil","Capão da Imbuia",NA,NA,"MBM232296",NA,"Legrand, D.",NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Cambess.",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:37:06-03","MBM","MBM","227996","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","anomala","Myrcia anomala",NA,"Dombrowski, L.T.","6767","1976","12","Southern America","Brazil","Vila Velha",NA,NA,"MBM227996","MBM227996","Soares-Silva, L.H.","15","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Cambess.",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
