"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber"
"52","2020-09-12 05:00:02-03","US","US","1722726","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"-. Gallinal, -- Aragone, -- Bergalli, -- Campal & Rosengurtt","1937","12",NA,"Uruguay","Cerro Largo",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","1494*","South America","Depto: Cerro Largo. Río Negro. Estancia: Palleros. Parcela: Cuchilla Negra (Norte).",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","1961675","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. R. Swallen","1945","11","30","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7534","South America","Steep rocky hill, Fazenda Experimental de Criacão Bagé.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2770439","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. Mattos","1957","1","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","4130","South America","São Joaquim, Prisco.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","1961672","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. R. Swallen","1946","1","10","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","8227","South America","Campo, Vacaria.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","1868645","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"-. Gallinal, -- Aragone, -- Bergalli, -- Campal & Rosengurtt","1943","12",NA,"Uruguay","Soriano",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","PE-5399","South America","Juan Jackson. Monzón-Heber.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","2643601","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"L. Smith & R. M. Klein","1971","12","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","15933","South America","Dry rocky field, Marinhos road, Mun. Lajes: 22 km south of Lajes.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","1961856","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. R. Swallen","1946","1","1","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","8054","South America","Campo, margin of wooded arroyo, Morro Juco Prudente, Lages.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","2770438","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. Mattos","1958","12","26","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","6283","South America","Alegrete, Guarita.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","1984206","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"B. Rambo S. J.","1949","10","24","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","44131","South America","RGS, Barreto Viana p. S. Leopoldo. In campestribus siccis.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","3421937","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Matthei, O. R.","P. M. Peterson & C. R. Annable","1992","2","24","Argentina","Mendoza","Tupungato",NA,NA,NA,NA,NA,NA,NA,"Cyperales","11401","South America","26 km NW of San Jose on road towards Potrerillos.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1","2150",NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","993446","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"-. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","3874?","South America",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","1983860","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"B. Rambo S. J.","1948","11","20","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","38117","South America","RGS, Morro da Policia p. P. Alegre. In campestris siccis.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","1984196","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"B. Rambo S. J.","1949","10","21","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","44038","South America","RGS, Morro do Osso pr. P. Alegre. In siccis alte graminosis.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","1645046","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"C. Gaudichaud","1833",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","s.n.","South America","Prov. Rio Grande.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","100224","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"US01164954","US01164954_01",NA,"Cyperales","s.n.","South America - Neotropics",NA,NA,"Fragmentary material of type specimen ex herb. Trinius","Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,"Type collection",NA
"67","2020-09-02 16:37:40-03","Cenargen","CEN","12696","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica-Sallés","Ana Zanin- FLOR","1989","11","11","Brasil","RS","PINHEIRO MACHADO","-53.3810997009277","-31.5783004760742",NA,NA,"CEN00012696","CEN00012696",NA,NA,"176",NA,NA,"Exsicatas",NA,NA,"70026","auto","1990","12",NA,"1",NA,NA,NA,NA
"68","2020-09-02 16:37:40-03","Cenargen","CEN","4137","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica-Sallés","José Francisco Montenegro Valls","1972","10","10","Brasil","RS","ENCRUZILHADA DO SUL","-52.521900177002","-30.5438995361328",NA,NA,"CEN00004137","CEN00004137",NA,NA,"2221",NA,"Estrada Pinheiro a Passo dos Marinheiros-10 km ao N do Passo. Na beira da estrada, sob arbustos de Raspa-canela/ Mimosa sp. (ICN 20648)","Exsicatas","Doação do Herbário depto. Bot. da U.F.R.G.S. - Porto Alegre ICN 23049",NA,"62084","auto","1990","12",NA,"1",NA,NA,NA,NA
"69","2020-09-02 16:37:40-03","Cenargen","CEN","4140","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica-Sallés","José Francisco Montenegro Valls","1972","10","11","Brasil","RS","PIRATINI","-53.1041984558105","-31.4480991363525",NA,NA,"CEN00004140","CEN00004140",NA,NA,"2248",NA,"Estrada Canguçu a Piratini, 56 km após Canguçu.","Exsicatas","Vegeta em solo fértil de beira de lavoura, frequente. Doação do Herbário depto. Bot. da U.F.R.G.S. - Porto Alegre. no. ICN 23.076",NA,"62286","auto","1990","12",NA,"1",NA,NA,NA,NA
"70","2020-09-02 16:37:40-03","Cenargen","CEN","7663","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica-Sallés","Teresia Strehl","1982","12","15","Brasil","RS","SAO JERONIMO","-51.7221984863281","-29.9591999053955",NA,NA,"CEN00007663","CEN00007663",NA,NA,"517",NA,"Pólo carboquímico, campo a 4 km após a faz. Flor do Conde.","Exsicatas","Doação do Museu de Ciências Naturais - Porto Alegre - Herbário Prof. Dr. Alarich R. H. Schultz - HAS Nº 17654",NA,"78415","auto","1990","12",NA,"1",NA,NA,NA,NA
"71","2020-09-02 16:37:40-03","Cenargen","CEN","89976","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","A. Zanin","José Francisco Montenegro Valls","1989","12","05","Brasil","RS","SANTA MARIA","-53.75","-29.816666","-53.75","-29.816666","CEN00089976","CEN00089976",NA,NA,"12281",NA,"3,5 km ao norte da primeira ponte sobre o rio Vacaria, desde Santa Maria para a BR- 290.","Exsicatas",NA,NA,NA,NA,"1989","12",NA,"2","180","180",NA,NA
"72","2020-09-02 16:37:40-03","Cenargen","CEN","10474","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica-Sallés","José Francisco Montenegro Valls","1973","10","31","Brasil","RS","CACHOEIRA DO SUL","-52.8939018249512","-30.0391998291016",NA,NA,"CEN00010474","CEN00010474 CEN00010474_1",NA,NA,"2752",NA,"Km 157 da BR-290, próximo à ponte sobre o Rio Piquiri.","Exsicatas","Na vegetação do talude da rodov. Doação - Herb. U.F.R.G.S. - Porto Alegre. ICN nº 24418",NA,"71201","auto","1990","12",NA,"1",NA,NA,NA,NA
"73","2020-09-02 16:37:40-03","Cenargen","CEN","4138","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica-Sallés","José Francisco Montenegro Valls","1972","10","10","Brasil","RS","ENCRUZILHADA DO SUL","-52.521900177002","-30.5438995361328",NA,NA,"CEN00004138","CEN00004138",NA,NA,"2222",NA,"Estrada Pinheiro a Passo dos Marinheiros-10 km ao N do Passo. Na beira da estrada, sob arbustos de Raspa-canela/ Mimosa sp. (ICN 20648)","Exsicatas","Doação do Herbário depto. Bot. da U.F.R.G.S. - Porto Alegre ICN 23050",NA,"62084","auto","1990","12",NA,"1",NA,NA,NA,NA
"74","2020-09-02 16:37:40-03","Cenargen","CEN","9894","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","H. M. Longhi-Wagner","Luiz R. M. Baptista","1984","12","01","Brasil","RS","ESMERALDA","-51.190299987793","-28.0536003112793",NA,NA,"CEN00009894","CEN00009894",NA,NA,"1227",NA,"Capoeira a E da estação.","Exsicatas","Doação do Herb. Depto. Bot. da UFRGS- Porto Alegre. No. ICN 63496",NA,"38649","auto","1985","06",NA,"1",NA,NA,NA,NA
"75","2020-09-02 16:37:40-03","Cenargen","CEN","4135","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica-Sallés","José Francisco Montenegro Valls","1972","11","15","Brasil","RS","VACARIA","-50.9338989257812","-28.5121994018555",NA,NA,"CEN00004135","CEN00004135",NA,NA,"2437",NA,"BR 116. no km 205,6","Exsicatas","Doação - Herb. U.F.R.G.S. - Porto Alegre. ICN: 23239",NA,"63451","auto","1990","12",NA,"1",NA,NA,NA,NA
"76","2020-08-20 20:41:41-03","UFSC","FLOR","61324","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Ferreira, J.P.R.","Ferreira, J.P.R.","2015","10","10","Brasil","Rio Grande do Sul","Rosário do Sul","-54.720833","-30.236667","54º43'15''W","30º14'12''S","FLOR0061324","FLOR0061324",NA,"Poales","844",NA,"Ao longo da BR 158.",NA,"Erva",NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
"77","2020-08-20 14:59:56-03","UFSC","FLOR","67021","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","2018","11","10","Brasil","Santa Catarina","Urubici","-49.635278","-28.141667","49º38'7''W","28º8'30''S","FLOR0067021","FLOR0067021",NA,"Poales","8301",NA,"Parque Nacional de São Joaquim. Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim",NA,"Erva",NA,NA,NA,"2019","04","10",NA,"1360","1360",NA,NA
"78","2020-08-20 14:59:56-03","UFSC","FLOR","67022","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","2018","11","10","Brasil","Santa Catarina","Urubici","-49.635278","-28.141667","49º38'7''W","28º8'30''S","FLOR0067022","FLOR0067022",NA,"Poales","8382",NA,"Parque Nacional de São Joaquim. Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim",NA,"Erva",NA,NA,NA,"2019","04","10",NA,"1360","1360",NA,NA
"79","2020-08-20 14:59:56-03","UFSC","FLOR","67023","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","2018","11","10","Brasil","Santa Catarina","Bom Jardim da Serra","-49.606389","-28.162222","49º36'23''W","28º9'44''S","FLOR0067023","FLOR0067023",NA,"Poales","8387",NA,"Parque Nacional de São Joaquim. Campos de Santa Bárbara. Parque Nacional de São Joaquim",NA,"Árvore. Flores brancas Habitat: Floresta ripária Habito: Árvore",NA,NA,NA,"2019","04","10",NA,"1665","1665",NA,NA
"80","2020-08-20 14:59:56-03","UFSC","FLOR","63792","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.",NA,"Caporal, F.J.M.","2007","10","13","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"FLOR0063792","FLOR0063792",NA,"Poales","524",NA,"Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,"Erva",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-08-20 20:41:41-03","UFSC","FLOR","29952","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Sallés, J.M.","Sacco, J.C.","1954","11","17","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"FLOR0029952",NA,NA,"Poales","239",NA,"Instituto Agronômico do Sul.",NA,"Abundante em poucos locais",NA,"51462","auto","1990",NA,NA,NA,NA,NA,NA,NA
"82","2020-08-20 14:59:56-03","UFSC","FLOR","26135","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Sallés, J.M.","Sallés, J.M.","1988","11","14","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"FLOR0026135",NA,NA,"Poales","83",NA,"Morro da Polícia.",NA,"abundante",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-08-20 20:41:41-03","UFSC","FLOR","26151","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Sallés, J.M.","Zanin, A.; Fernandes, I. & Silveira, R.M.","1987","10","31","Brasil","Rio Grande do Sul","Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,"FLOR0026151",NA,NA,"Poales","1",NA,"Ao pé do Morro Sapucaia.",NA,NA,NA,"7291","auto","1990",NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:54:15-03","UFRGS","ICN","096375","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Valls, J; et al.",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"2837",NA,NA,NA,NA,NA,NA,NA,"1990","04",NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:54:15-03","UFRGS","ICN","148053","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.",NA,"Lerina, R","2006","10","23","Brasil","RS","Viamão","-51.028333","-30.363889","-51.028333","-30.363889",NA,NA,"Monocotyledon",NA,"53","América do Sul","Parque Estadual de Itapuã Trilha da Pedra da Visão. Lat. 30°21'50 6 S Long. 51°01'42 2 W",NA,"Beira da trilha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:54:15-03","UFRGS","ICN","089897","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Cialdella, A","Fernandes, I","1989","11","03","Brasil","RS","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"Monocotyledon",NA,"734","América do Sul","Casa de Pedra.",NA,"Sobre rocha com solo raso, no topo dos rochedos.",NA,"74087","auto","2000",NA,NA,NA,NA,NA,NA,NA
"87","2021-02-08 12:54:15-03","UFRGS","ICN","067913a","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Longhi-Wagner, HM; et al.","1987","11","16","Brasil","RS","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"Monocotyledon",NA,"1536","América do Sul","Junto à ponte sobre o rio Camaquã",NA,"Planta 1,60m altura.; Em caminho entre a mata arbustiva e beira da mata; entre arbustos.",NA,"74087","auto","1990",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:54:15-03","UFRGS","ICN","068153","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Zanin, A","1988","01","06","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Monocotyledon",NA,"80","América do Sul","3km da sede da Fazenda São José.",NA,"Pouco comum em campo, solo Bom Jesus.",NA,"55856","auto","1990","03",NA,NA,NA,NA,NA,NA
"89","2021-02-08 12:54:15-03","UFRGS","ICN","090040","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM",NA,NA,NA,"Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Monocotyledon",NA,"128","América do Sul","52km em direção a Vacaria.",NA,NA,NA,"55856","auto","1989","10",NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:54:15-03","UFRGS","ICN","090056","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","11","28","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Monocotyledon",NA,"112","América do Sul","5km para Vacaria.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:54:15-03","UFRGS","ICN","090055","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","11","28","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Monocotyledon",NA,"111","América do Sul","5km para Vacaria.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:54:15-03","UFRGS","ICN","089922","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Monocotyledon",NA,"110b","América do Sul","5km para Vacaria.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:54:15-03","UFRGS","ICN","089938","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Silva Filho, FA","1985","10","05","Brasil","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul","Aracurí",NA,NA,NA,"38649","auto","1990","04",NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:54:15-03","UFRGS","ICN","089921","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Zanin, A","1988","09","29","Brasil","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Monocotyledon",NA,"16","América do Sul","Aracurí",NA,"Seca prolongada.",NA,"38649","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:54:15-03","UFRGS","ICN","063054","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Arzivenco, L","1978","11","22","Brasil","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Monocotyledon",NA,"346","América do Sul","Campo N (Aracurí)",NA,NA,NA,"38649","auto","1990","03",NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:54:15-03","UFRGS","ICN","089929","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"29","América do Sul",NA,NA,"Abundante.; Área sem gado.",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:54:15-03","UFRGS","ICN","090060","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"22","América do Sul","Estação Experimental",NA,NA,NA,"28343","auto","1990","03",NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:54:15-03","UFRGS","ICN","089926","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"27","América do Sul","Estação Experimental UFRGS",NA,"Frequente.; Área sem gado.",NA,"28343","auto","1990","03",NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:54:15-03","UFRGS","ICN","089924","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"25","América do Sul","Estação Experimental UFRGS",NA,"Frequente.",NA,"28343","auto","1990","03",NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:54:15-03","UFRGS","ICN","093906","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"24","América do Sul","Estação Experimental UFRGS",NA,NA,NA,"28343","auto","1992",NA,NA,NA,NA,NA,NA,NA
"101","2021-02-08 12:54:15-03","UFRGS","ICN","093907","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"33","América do Sul","Estação Experimental UFRGS",NA,NA,NA,"28343","auto","1992",NA,NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:54:15-03","UFRGS","ICN","089923","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"36b","América do Sul","Estação Experimental UFRGS",NA,"Frequente.",NA,"28343","auto","1990","03",NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:54:15-03","UFRGS","ICN","089919","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Sallés, JM","1988","10","28","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"36c","América do Sul","Estação Experimental UFRGS",NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:54:15-03","UFRGS","ICN","080048","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Zanin, A","1988","11","04","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"127","América do Sul","Estação Experimental UFRGS",NA,NA,NA,"28343","auto","1988","11",NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:54:15-03","UFRGS","ICN","080045","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Zanin, A","1988","11","04","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"124","América do Sul","Estação Experimental UFRGS",NA,"Na sombra de Casuarina",NA,"28343","auto","1990","03",NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:54:15-03","UFRGS","ICN","068190","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","É.Desv.","Sallés, JM","Domingues, HG","1986","10","10","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul","Estação Experimental UFRGS",NA,NA,NA,"28343","auto","1990","03",NA,NA,NA,NA,NA,NA
