"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2020-11-04 11:14:42-03","ESALQ","ESA","64556","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Gomidesia","clausseniana","Gomidesia clausseniana","O.Berg",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23400.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; botões castanhos","ESA064556","ESA064556","Mazine, F.F.","2000","02","18","Parque Nacional do Caparaó. Entre o Arrozal e o Rancho dos Cabritos. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna",NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:56-03","ESALQ","ESA","64535","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23379.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; botões castanhos","ESA064535","ESA064535","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Entre o Terreirão e Arrozal. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:56-03","ESALQ","ESA","49984","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Leoni, L.S.","3860.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA049984","ESA049984","Gissi, D.S.","1998","01","01",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:56-03","ESALQ","ESA","69172","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Leoni, L.S.","4278.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA069172","ESA069172","Gissi, D.S.","1999","11","04",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:56-03","ESALQ","ESA","62655","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Mazine, F.F. et al.","212.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA062655","ESA062655","Gissi, D.S.","1999","10","20",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:56-03","ESALQ","ESA","62652","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Mazine, F.F. et al.","215.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA062652","ESA062652","Gissi, D.S.","1999","10","20",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:56-03","ESALQ","ESA","61855","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Mazine, F.F. Forster, W.; Leoni,L. S.","154.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA061855","ESA061855","Gissi, D.S.","1999","08","17",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:56-03","ESALQ","ESA","98432","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana",NA,NA,"Meireles, L.D.","2455.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA098432","ESA098432","Caliari, C.P.","2006","07","26",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"Passa Quatro","2012",NA,"17293","auto","03","22",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:56-03","ESALQ","ESA","69171","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Leoni, L.S.","4224.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA069171","ESA069171","Gissi, D.S.","1999","04","01",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:56-03","ESALQ","ESA","49983","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Leoni, L.S.","4094.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA049983","ESA049983","Gissi, D.S.","1999","01","09",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:56-03","ESALQ","ESA","64484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23327.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; botões castanhos","ESA064484","ESA064484","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro) . Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:56-03","ESALQ","ESA","64482","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23325.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; botões castanhos","ESA064482","ESA064482","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro) . Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:56-03","ESALQ","ESA","64500","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23343.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; botões castanhos","ESA064500","ESA064500","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro) . Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:56-03","ESALQ","ESA","64638","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23484.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca. 1,5m alt.; botões negros","ESA064638","ESA064638","Gissi, D.S.","2000","02","19","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:56-03","ESALQ","ESA","64491","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23334.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; frutos negros","ESA064491","ESA064491","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro) . Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:56-03","ESALQ","ESA","64492","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23335.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt. flores creme","ESA064492","ESA064492","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro) . Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:56-03","ESALQ","ESA","35314","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12150.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca. 2,5 m alt.; frutos imaturos verdes.","ESA035314","ESA035314","Gissi, D.S.","1996","09","02","Parque Nacional do Caparaó. Caminho entre Tronqueira (1970 m.s.m.) e o Pico da Bandeira (2890 m.s.m., 20º25'54.0S, 41º48'27.4W) . Campo de altitude.","-41.8683013916016","-20.4333000183105","1970","1970","Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:56-03","ESALQ","ESA","35313","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12198.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca. 1,5 m alt.; frutos imaturos verdes.","ESA035313","ESA035313","Gissi, D.S.","1996","09","02","Parque Nacional do Caparaó. Caminho entre Tronqueira (1970 m.s.m.) e o Pico da Bandeira (2890 m.s.m., 20º25'54.0S, 41º48'27.4W) . Campo de altitude.","-41.8683013916016","-20.4333000183105","1970","1970","Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:56-03","ESALQ","ESA","64468","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23311.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 80cm alt.; flores creme","ESA064468","ESA064468","Gissi, D.S.","2000","02","17","Parque Nacional do Caparaó. Entre Terreirão e a Virada dos Balaios","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:56-03","ESALQ","ESA","64477","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23320.0",NA,"Brasil","Minas Gerais",NA,"Arbusto a árvore, 0,8-4m alt.; flores creme","ESA064477","ESA064477","Gissi, D.S.","2000","02","17","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Terreirão. Campo de altitude. 20o24-25'S; 41o49-50'W. 1970-2300msm","-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:56-03","ESALQ","ESA","37289","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, J.P.; Souza, V.C.; Leoni, L.S.; Elias, S.I.","2121.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca 0,5m alt. Pétalas alvas com ápice róseo, estames alvos","ESA037289","ESA037289","Gissi, D.S.","1998","02","12","Parque Nacional do Caparaó. Trilha para o Pico da Bandeira. Campo de altitude. 1790-2400 msm. 20o25'S; 41o48'W","-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:56-03","ESALQ","ESA","49974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Leoni, L.S.","4043.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA049974","ESA049974","Gissi, D.S.","1998","10","14",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:56-03","ESALQ","ESA","61854","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Mazine, F.F. et al.","153.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA061854","ESA061854","Gissi, D.S.","1999","08","17",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:56:24-03","ESALQ","ESA","116391","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Kuntz, J.","500.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA116391",NA,"Lima, D.F.",NA,NA,NA,NA,"-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2016",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:56-03","ESALQ","ESA","98430","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana",NA,NA,"Meireles, L.D.","2532.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA098430","ESA098430","Amorim, B.S.","2006","09","12",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"Passa Quatro","2014",NA,"17293","auto","02","01",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:56-03","ESALQ","ESA","53510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Lucas, E.J. et al.","510.0",NA,"Brasil","Rio de Janeiro",NA,NA,"ESA053510","ESA053510","Gissi, D.S.","2006","11","19",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"Teresópolis","2011",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:56:24-03","ESALQ","ESA","135911","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"C.P. Caliari","3048.0",NA,"Brasil","São Paulo",NA,NA,"ESA135911",NA,"C.P. Caliari","2013","03","08",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"Campos do Jordão",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:56:24-03","ESALQ","ESA","135920","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"C.P. Caliari","3046.0",NA,"Brasil","São Paulo",NA,NA,"ESA135920",NA,"C.P. Caliari","2012","03","08",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"Campos do Jordão",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:56-03","ESALQ","ESA","64486","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23329.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; botões castanhos","ESA064486","ESA064486","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro) . Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:56-03","ESALQ","ESA","64550","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23394.0",NA,"Brasil","Espírito Santo",NA,"Arbusto, ca. 1,5m alt.; botões castanhos","ESA064550","ESA064550","Gissi, D.S.","2000","02","18","Parque Nacional do Caparaó. Entre o Arrozal e o Rancho dos Cabritos. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,"Iúna","2011",NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:56-03","ESALQ","ESA","64637","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23483.0",NA,"Brasil","Minas Gerais",NA,"Arbusto, ca. 1,5m alt.; frutos negros","ESA064637","ESA064637","Gissi, D.S.","2000","02","19","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105",NA,NA,"Alto Caparaó","2011",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:32:11-03","MN","R","8890","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","clausseniana","Gomidesia clausseniana","O. Berg",NA,"Glaziou, A.F.M.","14828",NA,"Brasil","Minas Gerais",NA,"Plantas do Brasil Central","R000008890","R000008890_001","Silveira, N.","1884","02","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:18:38-03","UFV","VIC","4163","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"Irwin, H.S.","s.n.",NA,"Brasil","Espirito Santo",NA,"Shrub to 1,5 m, dense and closely branched, among rocks on steep slope, gravelly soil. Co white. Locally common.","VIC004163","VIC004163",NA,"1959","03","02","Serra do Caparaó",NA,NA,NA,NA,"Pico da Bandeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:40:19-03","UFJF","CESJ","31230","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"V.C. Souza; et al.","s.n.","América do Sul","Brasil","Minas Gerais",NA,NA,"CESJ031230","CESJ031230","M. Sobral","2000","02","18",NA,"-41.9043998718262","-20.523099899292",NA,NA,"Caparaó","2004",NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:40:19-03","UFJF","CESJ","31234","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"V.C. Souza; et al.","s.n.","América do Sul","Brasil","Minas Gerais",NA,NA,"CESJ031234","CESJ031234","M. Sobral","2000","02","17",NA,"-41.9043998718262","-20.523099899292",NA,NA,"Caparaó","2004",NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:40:19-03","UFJF","CESJ","31217","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","montana","Myrcia montana","Cambess.",NA,"V.C. Souza; et al.","s.n.","América do Sul","Brasil","Minas Gerais",NA,NA,"CESJ031217","CESJ031217","M. Sobral","2000","02","17",NA,"-41.9043998718262","-20.523099899292",NA,NA,"Caparaó","2004",NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
