"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","previousCatalogNumber"
"11","2021-03-01 16:38:17-03","UNICAMP","UEC","186215","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.",NA,"Pirani, JR; Marcato, AC; Forzza, RC; Rapini, A; Assis, MC","4182","1998","03","03",NA,"Brazil","Minas Gerais","Brasil, Minas Gerais, Mun. Congonhas do Norte, Estrada para Santana do Riacho, Serra da Carapina (Serra Talhada na folha IBGE) Setor N da Serra do Cipó.",NA,"Ervas eretas, entre gramíneas, em terreno arenoso úmido à margem de matinha ciliar. Flores lilás clara. Simpátrica com RC Forzza 750.","UEC110713","UEC110713","Congonhas do Norte","-43.683333","-18.933333",NA,"1200","1200",NA,NA,NA,NA,"-43.683333","-18.933333",NA,NA,NA
"12","2020-12-21 16:41:21-03","MBM","MBM","150013","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex Benth.","Wurdack, J.","Hatschbach, G.; Hatschbach, M.; Kummrow, R.; Hatschbach, M.; Kummrow, R.","56315",NA,NA,NA,"Southern America","Brazil","Goiás","Rod. GO-327, Rio Tocantinzinho",NA,NA,"MBM150013","MBM150013","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,NA,NA,NA,"58154","auto",NA,NA,NA,NA,NA
"13","2020-10-01 14:20:41-03","JBB","HEPH","13198","S","Plantae","Dicotyledon","Fabales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","Pastore, JFB","Oliveira, RC","799","1997","09","12","Southern America","Brasil","Goiás","Aproximadamente 23km da entrada Sul do Canteiro da AHE Serra da Mesa",NA,NA,NA,NA,"Colinas do Sul","-48.1275","-13.893611",NA,"500","500","2006",NA,NA,NA,"-48.1275","-13.893611",NA,NA,NA
"14","2020-10-01 14:20:41-03","JBB","HEPH","9587","S","Plantae","Dicotyledon","Fabales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","Pastore, JFB","Lima, IV; Baumgarten, J","318","1994","04","14","Southern America","Brasil","Tocantins","Córrego Brejo da Lagoa",NA,"Raiz cheirando a vick",NA,NA,"Palmas","-48.127778","-10.295833",NA,NA,NA,"2006",NA,NA,NA,"-48.127778","-10.295833",NA,NA,NA
"15","2009-11-04 15:51:00-02","MO","MOBOT","1791451","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.","A. W. Bennett","J.B.E. Pohl","Pohl 3098",NA,NA,NA,"South America","Brazil",NA,"Faz do Cedro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2008-05-27 22:02:00-03","MO","MOBOT","2910438","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.","J.J. Wurdack","B.A.S. Pereira","Pereira 287","1982",NA,NA,"South America","Brazil","Distrito Federal","Adjacéncias da Cachoeira do Piriripau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","2914308","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.",NA,"B.A.S. Pereira","Pereira 287","1982",NA,NA,"South America","Brazil","Distrito Federal","Beira de estrada atravessando mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-23 14:24:20-03","UFG","UFG","19508","S","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.","Marques, M.C.M.","Costa, M.A.C.","3212","1997","03","08",NA,"Brasil","Tocantins",NA,NA,"Herbácea de 0,90 cm de altura; botões e flores com pétalas lilazes.","UFG0019508",NA,"Palmas","-48.3602981567383","-10.2128000259399",NA,NA,NA,"1997","03","62375","auto",NA,NA,NA,NA,NA
"19","2021-03-23 14:24:20-03","UFG","UFG","8457","S","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.","Pastore, J.F.","Rizzo, J.A.;","8419","1972","10","01",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros",NA,"Cerrado. Corola lilás, 0,40 cm.","UFG0008457",NA,"Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,"2008","03","44724","auto",NA,NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","1470128","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.",NA,"A. Chase","11993","1930","4","12","South America - Neotropics","Brazil","Mato Grosso","Between Rondonopolis and São Lourenço",NA,NA,"US01879088","US01879088_01 US01879088_02",NA,"-54.5","-16.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"21","2020-09-12 05:00:02-03","US","US","1339548","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.",NA,"A. Regnell",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,"Prov. S. Paulo",NA,NA,"US01879089","US01879089_01 US01879089_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"22","2020-09-12 05:00:02-03","US","US","2939738","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.",NA,"B. A. S. Pereira","287","1982","6","17","South America - Neotropics","Brazil","Distrito Federal","Adjacências da Cachoeira do Pipiripau",NA,NA,"US01879087","US01879087_01 US01879087_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"23","2020-09-12 05:00:02-03","US","US","3309887","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.",NA,"G. Hatschbach, M. M. Hatschbach & R. Kummrow","56315","1992","1","21","South America - Neotropics","Brazil","Goiás","Rod. GO-327, Rio Tocantinzinho",NA,NA,"US01879086","US01879086_01 US01879086_02","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,NA,NA,NA,"58154","auto",NA,NA,"Dicotyledonae","1",NA
"24","2020-09-02 16:38:19-03","Cenargen","CEN","77936","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","Bruno Machado Teles Walter","6080","2011","02","09",NA,"Brasil","GO","Assentamento Vale do Bijuí. Área nativa próxima à estrada de terra no sentido Assentamento - Campinaçu.","Unicata",NA,"CEN00077936","CEN00077936","CAMPINACU","-48.673611","-14.021944",NA,"561","561","2012","02",NA,NA,"-48.673611","-14.021944",NA,"1",NA
"25","2020-09-02 16:38:19-03","Cenargen","CEN","28704","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","Regina Célia Oliveira","799","1997","09","12",NA,"Brasil","GO","Ca. de 23 km da Entr.Sul do canteiro da AHE Serra da Mesa. Centro Oeste.","Exsicatas","Flores róseas e alvas na mesma inflorescência. Doação - Sistema Herbário HEPH (13198-9).","CEN00028704","CEN00028704 CEN00028704_1","COLINAS DO SUL","-48.1275",NA,NA,"500","500","2003","11",NA,NA,"-48.1275","-1389361.0",NA,"2",NA
"26","2020-09-02 16:38:19-03","Cenargen","CEN","62995","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","Glocimar Pereira-Silva","10747","2006","06","16",NA,"Brasil","TO","Estrada de acesso a torre de rádio da Enerpeixe.","Exsicatas","Área de influência indireta.","CEN00062995","CEN00062995","PALMEIROPOLIS","-48.385","-12.815277",NA,"380","380","2009","06",NA,NA,"-48.385","-12.815277",NA,"4",NA
"27","2020-09-02 16:38:19-03","Cenargen","CEN","84331","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","B. M. Gomes","Glocimar Pereira-Silva","14201","2009","03","31",NA,"Brasil","TO","Estrada canteiro de obras - rio Custódio, km 13.","Exsicatas","Área de influência direta (APP).","CEN00084331","CEN00084331","PARANA","-48.19","-12.816388",NA,"310","310","2010","07",NA,NA,"-48.19","-12.816388",NA,"4",NA
"28","2020-09-02 16:38:19-03","Cenargen","CEN","53090","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","João Aguiar Nogueira Batista","1493","2004","02","09",NA,"Brasil","GO","Chapada dos Veadeiros. Vale da Lua. Na trilha em direção ao rio.","Exsicatas",NA,"CEN00053090","CEN00053090","ALTO PARAISO DE GOIAS","-47.5099983215332","-14.1324996948242",NA,NA,NA,"2005","03","44724","auto",NA,NA,NA,"1",NA
"29","2020-09-02 16:38:19-03","Cenargen","CEN","53614","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","José Floriano Barêa Pastore","647","2003","06","20",NA,"Brasil","GO","São Jorge.","Unicata",NA,"CEN00053614","CEN00053614","ALTO PARAISO DE GOIAS","-47.5099983215332","-14.1324996948242",NA,NA,NA,"2006","02","44724","auto",NA,NA,NA,"1",NA
"30","2020-09-02 16:38:19-03","Cenargen","CEN","90101","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","José Francisco Montenegro Valls","12534","1990","06","10",NA,"Brasil","MT","67,2 km ao norte do Posto da Mata (acesso a São Félix), ao longo da rodovia Alô Brasil - Porto Alegre (BR - 158).","Exsicatas",NA,"CEN00090101","CEN00090101","SAO FELIX DO ARAGUAIA","-50.6693992614746","-11.6171998977661",NA,"330","330","2017","02","290331","auto",NA,NA,NA,"6",NA
"31","2020-09-02 16:38:19-03","Cenargen","CEN","81223","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","João Bernardo de Azevedo Bringel Jr.","991","2012","04","12",NA,"Brasil","GO","Brasil - Goiás - Cavalcante, Rodovia GO -118, entre as cidades de Alto Paraíso e Teresina de Goiás, Cerrado rupestre, folhas coletadas em sílica gel.","Exsicatas","Subarbusto de 70 c m de altura, flor branca. - BRASIL - Goiás - HERBARIO UB","CEN00081223","CEN00081223","CAVALCANTE","-47.355","-13.883888",NA,"1270","1270","2016","08",NA,NA,"-47.355","-13.883888",NA,"1",NA
"32","2020-09-02 16:38:19-03","Cenargen","CEN","32065","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","Bruno Machado Teles Walter","3810","1997","08","05",NA,"Brasil","GO","Estrada Colinas do Sul - Vila Borba - AHE Serra da Mesa. Cerca de 20 km da entrada sul do AHE (canteiro de obras).","Exsicatas","Área de influência do AHE Serra da Mesa.","CEN00032065","CEN00032065","COLINAS DO SUL","-48.0783004760742","-14.1513996124268",NA,"600","600","2003","11","58154","auto","-4812750.0","-1389361.0",NA,"2",NA
"33","2020-09-02 16:38:19-03","Cenargen","CEN","34273","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J. F. B. Pastore","Bruno Machado Teles Walter","4339","1999","06","24",NA,"Brasil","GO","Estrada Colinas - Serra da Mesa. 41 km de Colinas, cerca de 7 km após Vila Borba.","Exsicatas","Área de influência do AHE Serra da Mesa.","CEN00034273","CEN00034273","COLINAS DO SUL","-48.0783004760742","-14.1513996124268",NA,"650","650","2006","02","58154","auto","-4812222.0","-1389722.0",NA,"4",NA
"34","2019-11-13 11:29:17-03","USP","SPF","172884","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart.","Sasaki, D","Sasaki, D","1062","2004","10","18",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus",NA,NA,"SPF00172884",NA,"Pedregulho","-47.419444","-20.197222",NA,"900","900","2005","08",NA,NA,"-47.419444","-20.197222",NA,NA,NA
"35","2019-10-07 09:29:49-03","UEFS","HUEFS","169866","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","J.F.B.Pastore","Martinelli, G.","16460","2009","04","15",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros. Alto do Cruzeiro.",NA,"Campo Rupestre.","HUEFS0169866","HUEFS0169866","Cavalcante","-47.696111","-13.943889",NA,"1320","1320","2011","05",NA,NA,"47W41'46''","13S56'38''","Rosanae",NA,NA
"36","2019-10-07 09:29:49-03","UEFS","HUEFS","184588","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.",NA,"Pastore, J.F.B.","3414","2011","09","26",NA,"Brasil","Distrito Federal","Perto da Antiga área da Fercal.",NA,NA,"HUEFS0184588","HUEFS0184588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"37","2019-10-07 09:29:49-03","UEFS","HUEFS","91127","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","E.B.Miranda","Pereira-Silva, G.","9131","2004","05","26",NA,"Brasil","Bahia","Estrada Abaíra - Piatã, km 12.",NA,"Caatinga.","HUEFS0091127","HUEFS0091127","Abaíra","-41.729444","-13.260556",NA,"1000","1000","2005","03",NA,NA,"41W43'46''","13S15'38''","Rosanae",NA,NA
"38","2019-09-04 19:04:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea",NA,NA,"J. B. E. Pohl","3098",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"39","2016-08-23 11:00:04-03","NHMLondon","NHM-LONDON-BOT","BM001125204","S","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","José Floriano Barêa Pastore; J.F.B.Pastore","George Gardner; b.1812; d.1849; Gardner","4092","1840","05",NA,NA,"Brasil","Goiás",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/e999eeb6e866b0f740ae5821376fd7bb44c7e7f3/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"-46.3265","-13.3941","Isosyntype",NA,NA,"1995",NA,NA,NA,"-46.3265","-13.3941",NA,NA,"NHMUK:ecatalogue:2865587"
"40","2019-11-01 15:08:18-03","UnB","UB","13689","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex Benth.","Pastore, JF","Irwin, HS; Harley, RM; Smith, GL","32858","1971","03","21","Southern America","Brasil","Goiás","Ca. 18km N of Alto Paraíso",NA,"Perianth lavender-purple.; .",NA,NA,NA,NA,NA,NA,"1250","1250","2005","03",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-01 15:08:18-03","UnB","UB","28599","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex Benth.","Pastore, JFB","Cardoso, F","39","1979","02","15","Southern America","Brasil","Goiás","6 Km E de Alto Paraíso",NA,NA,NA,NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,"2004","11",NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:13:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.",NA,"Gardner, G","4092",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes",NA,NA,NA,"P13P3N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:13:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.",NA,"Pohl, JBE","3098",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes",NA,NA,NA,"P13P3N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:17:16-03","IBt","SP","13590","S","Plantae",NA,NA,"Polygalaceae","Polygala","tamariscea","Polygala tamariscea","Mart. ex A.W.Benn.","Gondona, E","Loefgren, A; Edwall, G","CGG2129","1893","01","14",NA,"Brasil","São Paulo","Patr. de Sapucahy, capoeira (Vilella).",NA,"Herbacea, sublenhosa, fl. amarela.","SP007714","SP007714","Patrocínio Paulista","-47.2799987792969","-20.6299991607666",NA,NA,NA,"1949","03","26066","auto",NA,NA,NA,NA,NA
