"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","typeStatus"
"55","2010-01-13 11:49:00-02","MO","MOBOT","100241234","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","T.J.V. Stuckert","1906","1","6","South America","Argentina","Estancia San Teodoro.",NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,"Stuckert 15474","Córdoba",NA,"-63.62","-31.33",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"56","2019-03-18 04:33:00-03","MO","MOBOT","100241244","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","A.J.A. Bonpland","1821",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,"Bonpland s.n.","Corrientes",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"57","2019-03-18 04:33:00-03","MO","MOBOT","100241249","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","A.J.A. Bonpland",NA,NA,NA,"South America","Argentina","Santa Maria",NA,NA,NA,NA,"E.P. Killip",NA,NA,NA,"Bonpland 758","Corrientes",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","1762805","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Gómez","1950","4","14","South America","Brazil","Pelotas-R.G. Sul-Horto Botanico do I.A.S.",NA,NA,NA,NA,"Irmão Teodoro Luis",NA,NA,NA,"Gómez 105","Rio Grande do Sul",NA,"-52.33333","-31.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2009-10-24 07:52:00-02","MO","MOBOT","1955823","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Fernando O. Zuloaga|Osvaldo Morrone","2000","10","16","South America","Argentina","Dpto. Apóstoles, Ruta Prov. 40 y Ayo. Chimiray",NA,NA,NA,NA,"N.B. Deginani (SI)",NA,NA,NA,"Zuloaga 7147","Misiones",NA,"-55.7","-28.08333",NA,NA,NA,NA,NA,"110.00000000",NA,NA,NA,NA
"60","2016-11-15 05:15:00-02","MO","MOBOT","2338285","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Antonio C. Krapovickas|Carmen L. Cristóbal","2000","1","16","South America","Argentina","Parque Nacional Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 47777","Corrientes","Mburucuyá","-58.08333","-28.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2012-04-20 16:26:00-03","MO","MOBOT","2431064","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Pablo R. Legname","1980","11","14","South America","Argentina","Arroyo Garupá sobre ruta 12",NA,NA,NA,NA,"Deginani, N. B.",NA,NA,NA,"Legname 7885","Misiones","Capital","-55.83333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2014-11-05 09:23:00-02","MO","MOBOT","2458257","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","E.H. Zanin","2002","11","20","South America","Argentina","San José",NA,NA,NA,NA,"Deginani, N. B.",NA,NA,NA,"Zanin s.n.3","Entre Ríos","Colón","-58.75","-30.3833333",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"63","2011-03-01 10:04:00-03","MO","MOBOT","2477496","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Balduino Rambo","1933","1","17","South America","Brazil","Porto Alegre",NA,NA,NA,NA,"Deginani, N. B.",NA,NA,NA,"Rambo 246","Rio Grande do Sul",NA,"-51.2","-30.0333333",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"64","2011-02-25 14:27:00-03","MO","MOBOT","2518703","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Mariano B. Berro","1905","12","14","South America","Uruguay","Isla Gaspar Río Uruguay",NA,NA,NA,NA,"Deginani, N. B.",NA,NA,NA,"Berro 3385","Salto",NA,"-57.7","-30.7666667",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"65","2014-10-03 05:34:00-03","MO","MOBOT","2875872","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Renato A. Záchia","1990",NA,NA,"South America","Brazil","Rincáo de Sáo Lucas, Sáo Borja rio Grande do Sul.",NA,NA,NA,NA,"Renato Záchis",NA,NA,NA,"Záchia 248",NA,NA,"-55.91666","-28.93333",NA,NA,NA,NA,NA,"0E8",NA,NA,NA,NA
"66","2015-12-27 21:46:00-02","MO","MOBOT","2875977","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","M. Rossato|et al.","1986",NA,NA,"South America","Brazil","RS-Cacapava do Sul-Fazenda da Taleira sobre Eucalyptus.",NA,NA,NA,NA,"Stephen F. Smith em",NA,NA,NA,"Rossato 1998","Rio Grande do Sul",NA,"-53.4913889","-30.5122222",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"67","2018-05-17 05:28:00-03","MO","MOBOT","2231185","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","1997","4","20","South America","Argentina","camino al balneario, 1 km de la Ruta Nac. 12",NA,NA,NA,NA,"Deginani, N. B., //",NA,NA,NA,"Morrone 1919a","Misiones","San Ignacio","-55.4","-27.25",NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA
"68","2009-07-10 17:57:00-03","MO","MOBOT","2876011","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Troels M. Pedersen","1956",NA,NA,"South America","Argentina","Dep> Mburucuyú. Estancia,  Santa Teresa.",NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 4422","Corrientes",NA,"-58.08333","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2009-07-10 17:57:00-03","MO","MOBOT","2876064","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Troels M. Pedersen","1956",NA,NA,"South America","Argentina","Woodland on sandy soil. Dep: General Paz.",NA,NA,NA,NA,"N. Deginani",NA,NA,NA,"Pedersen 3979","Corrientes",NA,"-57.61666","-27.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2011-03-06 14:58:00-03","MO","MOBOT","2876196","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Aurelio Schinini|O. Ahumada","1978",NA,NA,"South America","Argentina","Dep. Santa Lucía. En isleta de Selva.",NA,NA,NA,NA,"N. Deginani",NA,NA,NA,"Schinini Cacace 15969","Corrientes",NA,"-59.1","-28.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2014-01-15 14:26:00-02","MO","MOBOT","2879330","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Maria M. Arbo|M. Silvia Ferrucci|V.G. Solís Neffa|S. Blanco","1993","9","6","South America","Argentina","Dep . Santo Tome. Elev. Garruchos. destacamento de Prefectura a orillas del rio Uruguay. Borde de selva marginal.",NA,NA,NA,NA,"M.M. Arbo",NA,NA,NA,"Arbo 5815","Corrientes",NA,"-55.65","-28.1833333",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"72","2011-10-20 11:45:00-02","MO","MOBOT","2879472","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Karl Emrick","1945",NA,NA,"South America","Argentina","Porto Alegre, Moontserrat.",NA,NA,NA,NA,"N. Deginani",NA,NA,NA,"Emrick 1130","Distrito Federal",NA,"-58.38333","-34.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014-12-30 21:41:00-02","MO","MOBOT","2879531","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Troels M. Pedersen","1952","9","9","South America","Argentina","Estancia, Santa teresa.",NA,NA,NA,NA,"N.Depinani",NA,NA,NA,"Pedersen 1824","Corrientes","Mburucuyá","-58.08333","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2016-08-26 09:17:20-03","UFSM","HDCF","2196","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Marchiori, J. N. C.","1986","01","14","América","Brasil","Pedra do Segredo",NA,NA,NA,NA,"Figueira, M.","2016","02","02","244","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2016-08-26 09:17:20-03","UFSM","HDCF","2962","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Marchiori, J. N. C.","1986","10","04","América","Brasil","Cerro do Loreto","Folhas tenras",NA,NA,NA,"Figueira, M.","2016","02","02","582","Rio Grande do Sul","São Vicente do Sul","-54.6794013977051","-29.6916999816895","42672","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-07 11:44:53-03","FUVATES","HVAT","3140","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","E. Freitas","2010","12","04",NA,"Brasil","Sampaio Baixo.","Trepadeira; Coletada na beira de estrada.","HVAT00003140",NA,NA,"E. Freitas","2010","12","04","s.n.","Rio Grande do Sul","Mato Leitão","-52.128611","-29.524444",NA,NA,"-52º7'43''W","-29º31'28''S",NA,NA,NA,NA,NA,NA
"77","2019-11-07 11:44:53-03","FUVATES","HVAT","2521","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","A. Araújo","2008","10","18",NA,"Brasil",NA,"Liana; Petalas roxas.","HVAT00002521",NA,NA,"E. Freitas","2009","01","09","s.n.","Rio Grande do Sul","Bom Retiro do Sul","-51.943056","-29.608889",NA,NA,"-51º56'35''W","-29º36'32''S",NA,NA,NA,NA,NA,NA
"78","2019-11-07 11:44:53-03","FUVATES","HVAT","3049","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","L. C. Scherer","2012","10","03",NA,"Brasil","Localidade Passo da Aldeia, Mata Ciliar do Rio Taquari.","Trepadeira.; Margem do Rio Taquari, abaixo da barca.","HVAT00003049",NA,NA,"E. Freitas","2012","10","03","s.n.","Rio Grande do Sul","Taquari","-52.436389","-30.385556",NA,NA,"-52º26'11''W","-30º23'8''S",NA,NA,NA,NA,NA,NA
"79","2019-11-07 11:44:53-03","FUVATES","HVAT","107","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","G. L. Ely Jr","2013","09","27",NA,"Brasil","Passo da Aldeia.","Trepadeira voluvel; Borda da mata","HVAT00000107",NA,NA,"E. Freitas","2013","09","27","s.n.","Rio Grande do Sul","Taquari","-51.861111","-29.826944",NA,NA,"-51º51'40''W","-29º49'37''S",NA,NA,NA,NA,NA,NA
"80","2021-01-26 14:12:46-03","CPACT","ECT","1779","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","G.Heiden","2002","09","15",NA,"Brasil","Centro. Pio Ferreira, 90. Nome comum: maracujá-de-estalo. Coordenadas geográficas obtidas secundariamente. Sede do município.",NA,"ECT0001779","ECT0001779","Embryophyta","G.Heiden","2002","09","15","54","Rio Grande do Sul","São Lourenço do Sul","-51.978056","-31.365556",NA,NA,"51º58'41''W","31º21'56''S",NA,"19","19",NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2170262","PreservedSpecimen","Plantae","Dicotyledonae","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","T. M. Pedersen","1952","9","9","South America","Argentina","Estancia Santa Teresa. Dep. Mburucuya. Provincia Corrientes.",NA,"US01614897",NA,NA,NA,NA,NA,NA,"1824","Corrientes","Mburucuya",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","2283347","PreservedSpecimen","Plantae","Dicotyledonae","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","T. M. Pedersen","1956","11","9","South America","Argentina","Fernandez-Guazu",NA,"US01196646",NA,NA,NA,NA,NA,NA,"3979","Corrientes",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","1541477","PreservedSpecimen","Plantae","Dicotyledonae","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","G. O. A. Malme","1892","8","10","South America","Brazil","Brasiliae civit. Rio Grande do Sul: Pedras brancas fro. Porto Alegre.",NA,"US01196648","US01196648_01",NA,NA,NA,NA,NA,"152","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2283375","PreservedSpecimen","Plantae","Dicotyledonae","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","T. M. Pedersen","1956","12","23","South America","Argentina","Estancia Santa Teresa. Departamento Mburucuya. Provincia Corrientes.",NA,"US01196645",NA,NA,NA,NA,NA,NA,"4422","Corrientes","Mburucuya",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","1954477","PreservedSpecimen","Plantae","Dicotyledonae","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","R. Reitz","1948","3","11","South America","Brazil","Santa Catarina: Cabeçudas - Itajaí",NA,"US01196649","US01196649_01",NA,NA,NA,NA,NA,"2280","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"1","55",NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","3072977","PreservedSpecimen","Plantae","Dicotyledonae","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","M. Rossato","1986","9","21","South America","Brazil","RS - Cacapava do Sul, Fazenda de Taleira",NA,"US01196644","US01196644_01",NA,NA,NA,NA,NA,"1998","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"87","2021-03-25 13:53:10-03","UNIVILLE","JOI","701","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Hering-Rinnert, C.","2002","11","11",NA,"Brasil","Taquarinhas.",NA,"JOI000701","JOI000701",NA,"F.C.S. Vieira","2005","08","11","175","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-25 13:53:10-03","UNIVILLE","JOI","577","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Hering-Rinnert, C.","2002","11","17",NA,"Brasil","Taquarinhas.",NA,"JOI000577","JOI000577",NA,NA,NA,NA,NA,"176","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-25 13:53:10-03","UNIVILLE","JOI","576","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Hering-Rinnert, C.","2002","11","17",NA,"Brasil","Taquarinhas.",NA,"JOI000576","JOI000576",NA,"F.C.S. Vieira","2005","08","11","205","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-07 09:32:26-03","UEFS","HUEFS","48700","PreservedSpecimen","Plantae","Rosanae","Malpighiales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Fox",NA,NA,NA,NA,"Brasil",NA,NA,"HUEFS0048700",NA,"Angiospermae",NA,NA,NA,NA,"10","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holótipo"
"91","2019-10-07 09:32:26-03","UEFS","HUEFS","115318","PreservedSpecimen","Plantae","Rosanae","Malpighiales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Queiroz, L.P.de","2006","11","20",NA,"Brasil","ca. 23 km N na estrada de Manoel Viana para Sobradinho (RS-176)","Floresta estacional subtropical no entorno do cerro","HUEFS0115318","HUEFS0115318","Angiospermae","T.S.Nunes","2011","03",NA,"12596","Rio Grande do Sul","São Francisco de Assis","-55.457222","-29.426389",NA,NA,"55W27'26''","29S25'35''",NA,"213","213",NA,NA,NA
"92","2020-04-07 16:32:23-03","IAC","IAC","38736","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","1999","09","15",NA,"Brasil","IAC, Avenida Barão de Itapura, estufa da Botânica, banco de gernoplasma (BaG) de maracujazeiros. Procedente de Picinguaba (Ubatuba - SP)","Base da corona estriada de branco e vinho e apice com azul. Procedente de Picinguaba - Ubatuba (SP)",NA,NA,NA,"L.C. Bernacci","2001","12","14","2811","São Paulo","Campinas","-47.0608","-22.9056",NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA
"93","2020-04-07 16:32:23-03","IAC","IAC","41499","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2001","04","12",NA,"Brasil","Instituto Plantarum. Parcela 2.151. Procedente de Lima Duarte (MG)","Precedente de Lima Duarte(MG)",NA,NA,NA,"L.C. Bernacci & C.F. Nardin","2017","11","21","3148","São Paulo","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA
"94","2020-04-07 16:32:23-03","IAC","IAC","41794","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2001","09","27",NA,"Brasil","IAC, Avenida Barão de Itapura, estufa, banco de germoplasma (BaG) de maracujazeiros. Procedente do Guarujá - SP",NA,NA,NA,NA,"L.C. Bernacci","2001","12","14","3246","São Paulo","Campinas","-47.0608","-22.9056",NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA
"95","2020-04-07 16:32:23-03","IAC","IAC","41806","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2001","09","24",NA,"Brasil","IAC, Avenida Barão de Itapura, estufa, banco de germoplasma (BaG) de maracujazeiros. Procedente do Guarujá - SP","Procedente do Guarujá (SP)",NA,NA,NA,"L.C. Bernacci","2001","12","14","3258","São Paulo","Campinas","-47.0608","-22.9056",NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA
"96","2019-01-25 15:35:44-02","IAC","IAC","42096","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2001","12","27",NA,"Brasil","Instituto Plantarum. Parcela 2.151. Procedente de Lima Duarte (MG)",NA,NA,NA,NA,"L.C. Bernacci","2001","12","27","3280","São Paulo","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA
"97","2020-04-07 16:32:23-03","IAC","IAC","48057","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2006","11","27",NA,"Brasil","Instituto Plantarum","procedente de Caçapava do Sul(RS), parcela 3.053",NA,NA,NA,"L.C. Bernacci","2006","11","27","4308","São Paulo","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA
"98","2020-04-07 16:32:23-03","IAC","IAC","52787","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2007","10","05",NA,"Brasil","Instituto Plantarum","Parcela 3.053, procedente de Caçapava do Sul. Em cultivo (coleção)",NA,NA,NA,"L.C. Bernacci","2007","10","05","4662","São Paulo","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA
"99","2020-04-07 16:32:23-03","IAC","IAC","52793","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2009","03","06",NA,"Brasil","Instituto Plantarum","anel nectarífero voltado para baixo, néctar abundante; filetes brancos esverdeados, pólen amarelo. Em cultivo (coleção). Parcela 3.053, procedente de Caçapava do Sul-RS",NA,NA,NA,"L.C. Bernacci","2009","03","06","4675","São Paulo","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA
"100","2020-04-07 16:32:23-03","IAC","IAC","53346","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","elegans","Passiflora elegans","Mast.","L.C. Bernacci","2010","09","24",NA,"Brasil","IAC, Estação Experimental","Procedente da Laura (próximo Miúdo)",NA,NA,NA,"L.C. Bernacci","2010","09","24","4751","São Paulo","Monte Alegre do Sul","-46.6808","-22.6819",NA,NA,"-46.6808","-22.6819",NA,NA,NA,NA,NA,NA
"101","2020-08-20 20:39:44-03","UFSC","FLOR","28189","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Souza, M.L.; Falkenberg, D.B.","1984","10","26",NA,"Brasil","Rio Vermelho, Ilha de Santa Catarina.","trepadeira, flor botão, 3m altura","FLOR0028189",NA,NA,"Falkenberg, D.B.","1996",NA,NA,"409","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,"20","20",NA,NA,NA
"102","2020-08-20 20:39:44-03","UFSC","FLOR","21992","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Silva Filho, F.A. da; Souza, M.L. & Zanin, A.","1984","11","16",NA,"Brasil","Rio Vermelho, Ilha de Santa Catarina.","liana, flor branca, coroa lilás e branca","FLOR0021992",NA,NA,"Silva Filho, F.A. da","1984",NA,NA,"219","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-04 15:46:56-03","IF","SPSF","05057","PreservedSpecimen","Plantae","Magnoliopsida","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans",NA,"J.Gomes","1950","04","14","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"105","RS","Pelotas","-52.3424987792969","-31.771900177002","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-04 15:46:56-03","IF","SPSF","46885","PreservedSpecimen","Plantae","Magnoliopsida","Violales","Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","A.P.Bertoncini & F.R.Dario & R.F.Lopes & R.R.Rodrigues & V.C.Souza & J.Y.Tamashiro & N.M.Ivanauskas & J.P.Souza","1996","12","11","América do Sul","Brasil","Parque Estadual da Serra do Mar","COLETA: Folha membranácea, frutos verde imaturos/amarela quando maduros, estípulas auriculadas, gavinhas.; GEOGRAFIA: Núcleo Cunha. Floresta Ombrófila Densa com ação antrópica, borda/trilha do Rio Bonito.;",NA,NA,"Magnoliophyta","L.C.Bernacci","2003","12","30","709","SP","Cunha","-44.9599990844727","-23.0699996948242","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:12:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:12:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Bonpland, AJA",NA,NA,NA,"Southern America","Brazil","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:44:34-03","UFRGS","ICN","146691","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Kinupp, VF; Lorenzi, H","2005","12","09","América do Sul","Brasil",NA,"Espécie ameaçada de extinção (Vulnerável).; Trepadeira; flores azuladas; frutos maduros amarelos; polpa doce comestível, mas geralmente seco e ou atacado por mosca-da-fruta.; Margem do arroio da estrada de terra de acesso à Pedra do Seg","ICN00012282","ICN00012282 ICN00012282_1","Dicotyledon","Kinupp, VF",NA,NA,NA,"3129","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-08 12:44:34-03","UFRGS","ICN","133894b","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Schneider, A; Silva, ELC","2004","10","29","América do Sul","Brasil","Campus da UFRGS","Trepadeira frutificada; Em borda de mata","ICN00012284","ICN00012284","Dicotyledon","Schneider, A",NA,NA,NA,"s.n.","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:44:34-03","UFRGS","ICN","092168","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Záchia, RA","1990","11","02","América do Sul","Brasil","Rincão São Lucas","Frutos globosos, redondos, amarelos, polpa translúcida, semente cinza; Capão de mato em campo grosso em beira de matinho","ICN00012274","ICN00012274","Dicotyledon","Záchia, RA","1990","12",NA,"248","RS","São Borja","-55.916667","-28.933333",NA,NA,"-55.916667","-28.933333",NA,NA,NA,NA,NA,NA
"110","2021-02-08 12:44:34-03","UFRGS","ICN","125131","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","08","América do Sul","Brasil","próximo a Caçapava do Sul 30°28'57 S 53°22'04 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012291","ICN00012291","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.367778","-30.4825",NA,NA,"-53.367778","-30.4825",NA,"88","88",NA,NA,NA
