"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"47","2020-12-21 16:38:30-03","MBM","MBM","429319","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4321","2019","01","24","Southern America","Brazil",NA,NA,"Epífita,15 cm, flores creme com linha amarela no labelo, borda da mata. Prensada com álcool.; Floresta Ombrófila Densa Altomontana.","MBM429319",NA,NA,"(Barb. Rodr.) Pabst","Engels, M.E.","São Paulo","Pindamonhangaba","Estrada para o Pico do Itapeva","-45.537167","-22.769139",NA,NA,NA,NA,NA,NA,NA,"2019",NA,NA,"-45.537167","-22.769139",NA,NA
"48","2020-12-21 16:38:30-03","MBM","MBM","258507","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Ribas, O.S.; Barboza, E.; Barboza, E.","3157","2001","01","16","Southern America","Brazil",NA,NA,"Epífita, flor creme com listras longitudinais vinosas. Locais sombrios da mata do alto do morro","MBM258507",NA,NA,"(Barb. Rodr.) Pabst","Hatschbach, G.","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"MBM258507","61623","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:38:30-03","MBM","MBM","243908","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","3142","2000","01","07","Southern America","Brazil",NA,NA,"Flor creme, exrterior levemente alaranjada. Epífita, matinha nebular.","MBM243908",NA,NA,"(Barb. Rodr.) Pabst","Hatschbach, G.","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"MBM243908","61623","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:38:30-03","MBM","MBM","12516","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Hatschbach, G.","22966","1969","11","20","Southern America","Brazil",NA,NA,"Epífita. Matinha nebular. Sépalas e pétalas esverdeadas.","MBM012516",NA,NA,"(Barb. Rodr.) Pabst","Hatschbach, G.","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465","1700","1700","MBM012516","55154","auto",NA,NA,"1970","01",NA,NA,NA,NA,NA
"51","2020-12-21 16:38:30-03","MBM","MBM","8438","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20749","1969","01","15","Southern America","Brazil",NA,NA,"Matinha nebular. Flor amarelo-ocre, labelo alvo.","MBM008438",NA,NA,"(Barb. Rodr.) Pabst","et al.; Lemos, J.V.","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465","1500","1700","MBM008438","55154","auto",NA,NA,"2010","10",NA,NA,NA,NA,NA
"52","2020-12-21 16:38:30-03","MBM","MBM","2187","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Hatschbach, G.; Haas, H.; Haas, H.","15682","1967","01","12","Southern America","Brazil",NA,NA,"Epífita.","MBM002187",NA,NA,"(Barb. Rodr.) Pabst","Pabst, G.","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:38:30-03","MBM","MBM","170891","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","s.n.","1994","11","17","Southern America","Brazil",NA,NA,"Epífita.","MBM170891",NA,NA,"(Barb. Rodr.) Pabst","Hatschbach, G.","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:38:53-03","MBM","MBM","85477","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Kummrow, R.","2421","1983","11","09","Southern America","Brazil",NA,NA,"Epífita.","MBM085477",NA,NA,"B. Rodr.","Ghillány, A.","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:38:53-03","MBM","MBM","50190","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Hatschbach, G.","1736","1950","01","15","Southern America","Brazil",NA,NA,"Epífita. sinònimo de Gomesa gomezoides.","MBM050190",NA,NA,"B. Rodr.","Hoehne, F.C.","Paraná","Morretes","Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:38:53-03","MBM","MBM","50191","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Hatschbach, G.","2084","1953","12",NA,"Southern America","Brazil",NA,NA,NA,"MBM050191",NA,NA,"B. Rodr.","Hatschbach, G.","Paraná","Piraquara","Pico Anhangava","-49.0633010864258","-25.4416999816895",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:38:53-03","MBM","MBM","105340","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Paciornik, E.F.; Silva, J.M.; Silva, J.M.","202","1985","12","12","Southern America","Brazil",NA,NA,"Epífita.","MBM105340",NA,NA,"B. Rodr.","Hatschbach, G.","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:38:53-03","MBM","MBM","158585","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Cordeiro, J.; Sobral, M.; Sobral, M.","998","1993","01","14","Southern America","Brazil",NA,NA,"Epífita, flor creme. Mata da encosta de morro","MBM158585",NA,NA,"B. Rodr.","Hatschbach, G.","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375","1100","1100","MBM158585","17116","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:38:53-03","MBM","MBM","75984","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Hatschbach, G.","45178","1982","07","22","Southern America","Brazil",NA,NA,"Epífita.","MBM075984",NA,NA,"B. Rodr.","Chase, M.W.","Rio de Janeiro","Itatiaia","Parque Itatiaia, Marombas","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2126","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","P.E. Leite S.J.","s.n.","1946","01",NA,NA,"Brasil",NA,NA,"Sinônimo relevante: Gomesa gomezoides (Barb.Rodr.) Pabst&nf;Epifita.","002126",NA,"Angiospermae","Barb.Rodr.","Hasb","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-04 03:26:17-03","MNHN","RECOLNAT_MNHN_P","P00455983","PreservedSpecimen",NA,"Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Glaziou, A.",NA,"1888","1","29",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455983' target='other'> <mi>dwc_moreinfo</mi></a>","P00455983",NA,NA,"Barb.Rodr.","Christenson",NA,NA,"Serros des Araros, Therezopolis",NA,NA,NA,NA,"P00455983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17243",NA
"62","2015-09-04 14:47:11-03","MNHN","RECOLNAT_MNHN_P","P00455984","PreservedSpecimen",NA,"Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Regnell, A.H.",NA,"1857","2",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455984' target='other'> <mi>dwc_moreinfo</mi></a>","P00455984",NA,NA,"Barb.Rodr.","Christenson",NA,NA,"Brésil",NA,NA,NA,NA,"P00455984_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1163",NA
"63","2015-09-04 14:47:11-03","MNHN","RECOLNAT_MNHN_P","P00455985","PreservedSpecimen",NA,"Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455985' target='other'> <mi>dwc_moreinfo</mi></a>","P00455985",NA,NA,"Barb.Rodr.","Christenson",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,"P00455985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 170",NA
"64","2020-12-11 11:44:33-03","UFMG","BHCB","125926","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Carmo, FF","3415","2008","07","07","Southern America","Brasil",NA,NA,"Epífita; coletado em capão. Afloramento de canga.","BHCB001510","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Ouro Preto","Serra de Capanema/C2","-43.581167","-20.218806","1807","1807","BHCB001510",NA,NA,NA,NA,NA,NA,NA,"-43.581167","-20.218806",NA,NA
"65","2020-12-11 11:44:33-03","UFMG","BHCB","147845","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Fernandes, R; Chaves, C; Hattori, EKO; Vale, AA","774","2011","03","15","Southern America","Brasil",NA,NA,"Floresta ombrófila mista, planta epífita coletada a margem da trilha.",NA,"Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Delfim Moreira","Serra da Mantiqueira, Fazenda da onça, trilha da cachoeira.","-45.348222","-22.610444","1663","1663",NA,NA,NA,NA,NA,NA,NA,NA,"-45.348222","-22.610444",NA,NA
"66","2020-12-11 11:44:33-03","UFMG","BHCB","92653","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Mota, RC da","2774","2005","02","14","Southern America","Brasil",NA,NA,"erva epífita em mata de galeria no Campo de Fora, sépalas e pétalas verdes com uma mancha acastanhada na primeira metade de cada segmento, labelo branco com a região da calosidade amarelada.",NA,"Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Catas Altas","Serra do Caraça","-43.527528","-20.13","1480","1480",NA,NA,NA,NA,NA,NA,NA,NA,"-43.527528","-20.13",NA,NA
"67","2020-12-11 11:44:33-03","UFMG","BHCB","179285","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Barbosa, AR; Viana, PL","293","2008","05","08","Southern America","Brasil",NA,NA,"Flores claras, com labelo vináceo.","BHCB031677","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Rio de Janeiro","Macaé de Cima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","11",NA,NA,NA,NA,NA
"68","2020-12-11 11:44:33-03","UFMG","BHCB","179293","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Barbosa, AR; Batista, JAN; Ramalho, AJ","s.n.","2009","02","01","Southern America","Brasil",NA,NA,"Erva epífita; Em mata próxima ao cume da serra. Mata baixa, ligeiramente úmida.","BHCB031806","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Caldas","Pedra Branca","-46.370011","-21.966681","1564","1564",NA,NA,NA,NA,NA,"2015","11",NA,"-46.370011","-21.966681",NA,NA
"69","2020-12-11 11:44:33-03","UFMG","BHCB","82139","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Mota, RC da; Viana, PL","2004","2003","02","10","Southern America","Brasil",NA,NA,"erva epífita em mata de galeria. Labelo branco com calosidade amarela, pétalas laterais e sépalas castanhas na base e verde no ápice.","BHCB029469","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.615167","-19.073806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.615167","-19.073806",NA,NA
"70","2020-12-11 11:44:33-03","UFMG","BHCB","27286","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Ribas, OS; Cordeiro, J","720","1994","11","17","Southern America","Brasil",NA,NA,"Epífita, flores creme-esverdeado; Encosta do morro","BHCB029031","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Paraná","Quatro Barras","Morro Sete.","-49.0769004821777","-25.3656005859375",NA,NA,NA,"17116","auto",NA,NA,"1995",NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:44:33-03","UFMG","BHCB","16117","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Andrade, P","1113","1988","01","13","Southern America","Brasil",NA,NA,"Labelo branco com pinta amarela pétalas externas esverdeadas com centro amarronzados, epífita; Mata pluvial montana (lagoa seca)","BHCB029029","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Lima Duarte","P.E. de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"30417","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:44:33-03","UFMG","BHCB","69412","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Ribas, OS; Barbosa, E","3157","2001","01","16","Southern America","Brasil",NA,NA,"Epífita, flor creme com listras longitudinais vinosas.; Locais sombrios da mata do alto do morro.","BHCB029467","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:44:33-03","UFMG","BHCB","67308","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Mota, RC da","1110","2001","01","15","Southern America","Brasil",NA,NA,"erva epífita; planta coletada em mata de galeria","BHCB029466","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:44:33-03","UFMG","BHCB","34027","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Silva, JM; Cordeiro, J","1591","1995","12","15","Southern America","Brasil",NA,NA,"Epífita, flor creme; Mata pluvial","BHCB029030","Monocotyledon",NA,"(Barb.Rodr.) Pabst",NA,"Paraná","São José dos Pinhais","Zinco.","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,"1996",NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:20:56-03","UFPR","UPCB","73307","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Korte, A.","780","2009","11","05",NA,"Brasil",NA,NA,"Epífita. IFFSC 384. Floresta ombrófila densa..","UPCB0033320",NA,NA,"(Barb. Bodn.) Pabst","Meneguzzo, T.E.C.","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.230556","-27.450278","850","850","UPCB0033320",NA,NA,NA,NA,"2017",NA,NA,"-49.230556","-27.450278",NA,NA
"76","2021-02-11 17:20:56-03","UFPR","UPCB","82286","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Klein, J.","215","2013","11","01",NA,"Brasil",NA,NA,"Possui amostra de DNA..","UPCB0033291",NA,NA,"(Barb.Rodr.) Pabst","Meneguzzo, T.E.C.","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"UPCB0033291","30776","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:20:56-03","UFPR","UPCB","92439","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Santos, T.F. | Kujaski, K.","320","2017","10","10",NA,"Brasil",NA,NA,"Flores branco-esverdeadas","UPCB0038274",NA,NA,"(Barb. Rodr.) Pabst","Santos, T.F.","Paraná","Tijucas do Sul","Beira do Rio Negro-divisa SC","-49.1988983154297","-25.9281005859375",NA,NA,"UPCB0038274","25228","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:20:56-03","UFPR","UPCB","6290","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Hatschbach, G.","15682","1967","01","12",NA,"Brasil",NA,NA,"Epífita, flor creme esverdeada com mácula castanha, labelo albo com mácula amarela na base. Encosta de morro..","UPCB0033282",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375","1100","1100","UPCB0033282","17116","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:20:56-03","UFPR","UPCB","47312","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Petean, M.P.","120","2001","01","16",NA,"Brasil",NA,NA,"Epífita coletada a ca. 1m, em floresta ombrófila densa altomontana..","UPCB0033251",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Morretes","Parque Estadual do Pico do Marumbi, Morro do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,"UPCB0033251","30514","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:20:56-03","UFPR","UPCB","8206","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Hatschbach, G.","20749","1969","01","15",NA,"Brasil",NA,NA,"Flor amarelo-ocre, labelo alvo. Matinha nebular..","UPCB0033289",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465","1500","1700","UPCB0033289","55154","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"81","2021-02-11 17:20:56-03","UFPR","UPCB","34499","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Santos, E.P.","303","1996","11","23",NA,"Brasil",NA,NA,"Epífita, flores creme com máculas amarelas. Interior de mata nebular a 1320m de altitude..","UPCB0033288",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"UPCB0033288","41937","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"82","2021-02-11 17:20:56-03","UFPR","UPCB","37241","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Santos, E.P.","752","1999","02","12",NA,"Brasil",NA,NA,"Epífita de ± 20 cm, flor amarelo-ocre com listras marrom. Interior de floresta ombrófila densa alto-montana..","UPCB0033286",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","1300","1300","UPCB0033286","41937","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:20:56-03","UFPR","UPCB","37211","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Santos, E.P.","722","1999","01","22",NA,"Brasil",NA,NA,"Erva epífita, ± 20 cm, labelo alvo com faixa amarela, sépalas esverdeadas com limbo marrom. Interior de floresta ombrófila densa alto-montana, 1200 m de altitude..","UPCB0033283",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"UPCB0033283","41937","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:20:56-03","UFPR","UPCB","48904","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Kersten, R.","827","2004","03","11",NA,"Brasil",NA,NA,"Epífita em vegetação altomontana..","UPCB0033317",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,"UPCB0033317","17116","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:20:56-03","UFPR","UPCB","44948","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Giongo, C.","125","1999","02","06",NA,"Brasil",NA,NA,"Epífita, tépalas verdes com listras vinosas, labelo branco. Coletada em floresta ombrófila densa altomontana...","UPCB0033281",NA,NA,"(B.Rodr.) Pabst","Meneguzzo, T.E.C.","Paraná","Morretes","Parque Estadual do Pico do Marumbi, Pico do Morro Facãozinho","-48.834400177002","-25.476900100708",NA,NA,"UPCB0033281","30514","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"86","2015-02-04 11:08:00-02","MO","MOBOT","100775432","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Gert G. Hatschbach","Hatschbach 20749","1969",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Barb. Rodr.) Pabst","G. Pabst","Rio Grande do Sul",NA,"Serra Capivari Grande. Campina.",NA,NA,"1500.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"87","2008-05-27 22:02:00-03","MO","MOBOT","2481529","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","Santos","Santos 303",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Barb. Rodr.) Berman",NA,"Paraná",NA,"Guaratuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-08-13 05:50:00-03","MO","MOBOT","2843806","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","R.M. Harley","Harley 52105","1992","2","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Barb. Rodr.) Berman","A. Toscano de Brito","Bahia",NA,"Mun. Abaíra: Mata da Serra do Rei. Mata de encosta.",NA,NA,"1550.00000000","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","43076",NA,"Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Chiron","9091","2009",NA,NA,NA,"Brasil",NA,NA,"1 pousse","MBML043076",NA,NA,"(Barb.Rodr.) Pabst","T.E.C. Meneguzzo/2017","Espírito Santo","Domingos Martins","Pedra do Tamanco, Aracê","-40.6591987609863","-20.3633003234863",NA,NA,"MBML043076","48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","6239",NA,"Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","L. Kollmann; R.Loss","106","1992","01","03",NA,"Brasil",NA,NA,"Altitude 1500m.","MBML006239",NA,NA,"(Barb.Rodr.) Pabst","T.E.C. Meneguzzo/2017","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889",NA,NA,"MBML006239",NA,NA,NA,NA,NA,NA,NA,"41W1'9","20S24'14",NA,NA
"91","2019-11-07 11:44:47-03","FUVATES","HVAT","2109","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","E. Freitas","s.n.","2006","07","03",NA,"Brasil",NA,NA,"Epífita","HVAT00002109",NA,NA,"(Barb.Rodr.) Pabst","J. B. Castro","Rio Grande do Sul","São José dos Ausentes",NA,"-50.065833","-28.748333",NA,NA,NA,NA,NA,NA,NA,"2016","08","12","-50º3'57''W","-28º44'54''S",NA,NA
"92","2020-09-12 05:00:02-03","US","US","203856","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","theodorea","Gomesa theodorea","S. E. Henschen","116b","1867",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00434441",NA,"Orchidales",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"US00434441_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","1934587","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","theodorea","Gomesa theodorea","R. Reitz","C2081","1948","1","29","South America","Brazil",NA,NA,NA,"US00434437",NA,"Orchidales",NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"US00434437_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"94","2019-12-09 17:30:35-03","UFPR","EFC","13284","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Vieira, R.S.","600","2014","10","31",NA,"Brasil",NA,NA,"Epífita no interor da floresta. Flores com pétalas esverdeadas de base vinácea e labelo alvo com mácula central alaranjada.","EFC013284",NA,NA,"(Barb.Rodr.) Pabst","Vieira, R.S.; Blum, C.T.","Paraná","Campina Grande do Sul","Serra do Capivari - morro Capivari Grande","-48.4919","-25.0906","1600","1600",NA,NA,NA,NA,NA,"2014","11","14","-48.4919","-25.0906",NA,NA
"95","2019-12-09 17:30:35-03","UFPR","EFC","16228","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Vieira, R.S.","1015","2017","12","10",NA,"Brasil",NA,NA,"Epífita a 1,5 m, na floresta altomontana. Flores amareladas com máculas marrons.Floresta Ombrófila Densa Altomontana __COMMOM_NAME__: Orquídea","EFC016228",NA,NA,"(Barb.Rodr.) Pabst","Vieira, R.S.","Paraná","Piraquara","Serra do Marumbi - morro do Vigia","-48.98","-25.5102","1320","1320",NA,NA,NA,NA,NA,"2017","12","10","-48.9800","-25.5102",NA,NA
"96","2020-10-15 09:54:00-03","UFPR","EFC","8263","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Kuniyoshi, Y.S.","6214","1998","11","20",NA,"Brasil",NA,NA,"Herbácea 20 cm, eventual em campo de altitude, 1450 m s.n.m. Flores amarelo-esverdeado.","EFC008263",NA,NA,"(Barb.Rodr.) Pabst","Hatschbach, G.","Paraná","Campina Grande do Sul","Serra do Capivari","-48.8215","-25.1377",NA,NA,NA,NA,NA,NA,NA,"1999","02","05","-48.8215","-25.1377",NA,NA
