"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"305","2008-05-27 22:02:00-03","MO","MOBOT","3207558","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Gert G. Hatschbach","Hatschbach 21462","1969","5","9","Brazil","Paraná",NA,"Rondinha (mun. Campo Largo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2009-07-10 17:57:00-03","MO","MOBOT","3207646","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Troels M. Pedersen","Pedersen 3133","1955","1","22","Paraguay","Central",NA,"Villa Elisa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2011-04-11 12:14:00-03","MO","MOBOT","3207733","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Velva E. Rudd","Ismael Morel","Morel 41314","1949","4","29","Brazil","Rio Grande do Sul",NA,"Morre Sta. Teresa P. Alegre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2008-05-27 22:02:00-03","MO","MOBOT","3207900","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Itaipú Binacional","Itaipú Binacional 1089","1984","1","24","Brazil","Paraná",NA,"Rva. Tati Yupi bosque alto, explotado 12-15 mts. de alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2008-05-27 22:02:00-03","MO","MOBOT","3208025","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Velva E. Rudd","Balduino Rambo","Rambo 41314","1949","4","29","Brazil","Rio Grande do Sul",NA,"Morro Santa Teresa, Prope P. Alegre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2008-05-27 22:02:00-03","MO","MOBOT","771998","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","V.E. Rudd (SFV)","Elsa M. Zardini|R. Velázquez","Zardini 27207","1991","3","9","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Northern area. Forest at base.","-57.11666","-25.2",NA,NA,NA,NA,NA,"297.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"573","6",NA
"311","2008-05-27 22:02:00-03","MO","MOBOT","813591","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","H. Bach (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 38993","1994","3","17","Paraguay","Concepción",NA,"Estancia San Fernando. Tall forest on red soils.","-57.41666","-22.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"896","4",NA
"312","2011-06-09 17:35:00-03","MO","MOBOT","84618","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","H. Bach (BAB)","Elsa M. Zardini|Tulio Tillería","Zardini 37028","1993","8","26","Paraguay","Caaguazú",NA,"Guayaquí. Between Coronel Oviedo and Caaguazú; Route 2, km 158-159. Tall forest.","-56.18333","-25.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"844","4",NA
"313","2008-05-27 22:02:00-03","MO","MOBOT","981462","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Nélida Soria","Soria Rey 6128","1993",NA,NA,"Paraguay","Amambay",NA,"Camino Yby-yau a Ypane.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"314","2008-05-27 22:02:00-03","MO","MOBOT","1586017","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","R.Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 56793","2001","6","25","Paraguay","San Pedro",NA,"Around Rosario. Paranense Forest.","-57.10444","-24.3775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1236","4",NA
"315","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","10111","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Valéria Stranghetti",NA,NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 5 m, fruto.;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"316","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","10183","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Valéria Stranghetti",NA,NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 5 m, fruto.;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"317","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","29304","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rezende, A.A. & Tomasetto, F.","639.0",NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore, 5m, frutos imaturos verdes. Borda da mata.;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"318","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","10110","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Valéria Stranghetti",NA,NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 6 m, flor, fruto imaturo.;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"319","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","29477","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"A.A. Rezende & F. Tomasetto","632.0","2000","08","30","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 3m, flor creme-esverdeada. Borda da mata",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"320","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","10240","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Valéria Stranghetti",NA,NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 5 m, flor.;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"321","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","29574","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"A.A. Rezende","746.0","2001","06","20","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 7,5m, fruto marrom, interior da mata",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"322","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","33294","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2331.0","2009","12","16","Brasil","São Paulo","Palestina (P6)","Fazenda Boa Vista","-49.50472222","-20.32111111","-49.50472222","-20.32111111","Árvore, 3m, fruto imaturo verde. Biota",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"323","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","33293","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2333.0","2008","10","16","Brasil","São Paulo","Barretos (P7)","Fazenda Floresta","-48.75166667","-20.63722222","-48.75166667","-20.63722222","Árvore, 12m, fruto imaturo verde. Biota",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"324","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","26645","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"F. Tomasetto",NA,NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 7,5m, fruto alado cor marrom, interior da mata;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"325","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","33292","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2332.0","2009","03","05","Brasil","São Paulo","Barretos (P7)","Fazenda Floresta","-48.75166667","-20.63722222","-48.75166667","-20.63722222","Árvore, 8m, fruto imaturo verde. Biota",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"326","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","10109","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Valéria Stranghetti",NA,NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667","Árvore 15 m, flor, fruto imaturo.;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"327","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","30380","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"A.A. Rezende & N.T. Ranga","869.0","2011","01","06","Brasil","São Paulo","Sabino","Fazenda Santo Antonio","-49.5699996948242","-21.4599990844727",NA,NA,"Árvore de 6m, fruto imaturo verde",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,"18841","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"328","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","21654","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"J.M.D. Torezan",NA,NA,NA,NA,"Brasil","Paraná","Londrina","Mata Conjunto Luis de Sá","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 10 m, frutos imaturos verdes;",NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,"63728","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"329","2019-03-29 10:41:23-03","UFSM","HDCF","5755","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Scipioni, M. C.","Scipioni, M. C.",NA,"2007","01","12","Brasil","Rio Grande do Sul","Itaara","Reserva ecológica do Ibicuí-mirim","-54.358125","-29.900922","-54.358125","-29.900922",NA,NA,NA,NA,NA,"2007",NA,NA,NA,"América",NA,NA,"01",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"330","2019-03-29 10:41:23-03","UFSM","HDCF","1681","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Longhi, S. J.","496","1984","01","17","Brasil","Rio Grande do Sul","Santa Maria","Morro Cechella","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,"América",NA,NA,"09","37819","auto","27",NA,NA,NA,NA,NA,NA,NA
"331","2019-03-29 10:41:23-03","UFSM","HDCF","4196","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Longhi, S. J.","Araújo, M. M.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Cachoeira do Sul",NA,"-52.8939018249512","-30.0391998291016",NA,NA,"Seringa. Mata ciliar. Tese da coletora (Araujo 010)",NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-03-29 10:41:23-03","UFSM","HDCF","1682","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Longhi, S. J.","497","1984","01","10","Brasil","Rio Grande do Sul","Santa Maria","Morro Cechella","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,"América",NA,NA,"09","37819","auto","27",NA,NA,NA,NA,NA,NA,NA
"333","2019-03-29 10:41:23-03","UFSM","HDCF","317","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Andrae, F. H.",NA,"1972","04","18","Brasil","Rio Grande do Sul","Faxinal do Soturno","Faxinal do Soturno","-53.4446983337402","-29.5746994018555",NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,"América",NA,NA,"09","11227","auto","27",NA,NA,NA,NA,NA,NA,NA
"334","2019-03-29 10:41:23-03","UFSM","HDCF","314","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Marchiori, J. N. C.",NA,"1977","04","15","Brasil","Rio Grande do Sul","Jaguari","Jaguari","-54.689998626709","-29.4974994659424",NA,NA,"Fruto Sâmara",NA,NA,NA,NA,"2013",NA,NA,NA,"América",NA,NA,"09","27649","auto","27",NA,NA,NA,NA,NA,NA,NA
"335","2019-03-29 10:41:23-03","UFSM","HDCF","978","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Longhi, S. J.","249","1982","01","19","Brasil","Rio Grande do Sul","Rio Pardo","Rincão del Rei","-52.378101348877","-29.9897003173828",NA,NA,"Inventário de nativas (am. 5/sn)",NA,NA,NA,NA,"2013",NA,NA,NA,"América",NA,NA,"09","46320","auto","27",NA,NA,NA,NA,NA,NA,NA
"336","2019-03-29 10:41:23-03","UFSM","HDCF","2435","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Longhi, S. J.","617","1986","05","06","Brasil","Rio Grande do Sul","Santa Maria","Morro Cechella","-53.8069000244141","-29.6842002868652",NA,NA,"Amostra de frutos na Carpoteca",NA,NA,NA,NA,"2013",NA,NA,NA,"América",NA,NA,"09","37819","auto","27",NA,NA,NA,NA,NA,NA,NA
"337","2019-03-29 10:41:23-03","UFSM","HDCF","5810","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Denardi, L.","Telmo",NA,"1999","10","28","Brasil","Rio Grande do Sul","Gramado Xavier",NA,"-52.5788993835449","-29.2681007385254",NA,NA,"Inventário Florestal, amostra 1.308, árvore 07-REG",NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,"14221","auto",NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-03-29 10:41:23-03","UFSM","HDCF","5873","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Nilson",NA,"2001","02","24","Brasil","Rio Grande do Sul","Porto Xavier",NA,"-55.1375007629395","-27.9055995941162",NA,NA,"Inventário Florestal, carta 01, parcela 16, árvore 56",NA,NA,NA,NA,"2013",NA,NA,NA,"América",NA,NA,"09","14548","auto","27",NA,NA,NA,NA,NA,NA,NA
"339","2019-03-29 10:41:23-03","UFSM","HDCF","5218","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Figueira, M.","Longhi, S. J.",NA,"1999","12","23","Brasil","Rio Grande do Sul","Santa Maria","Morro Cechella","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,"América",NA,NA,"04","37819","auto","05",NA,NA,NA,NA,NA,NA,NA
"340","2019-08-30 15:10:27-03","UNIOESTE","UNOP","6725","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Cardozo, A.P.","Cardozo, A.P.; Marcon, T.R.; Temponi, L.G.; Gris, D.; Marcon, T.R.; Temponi, L.G.; Gris, D.","32","2010","11","02","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Próximo a antiga Fazenda Salinet, parcela P 3-I 8.","-54.650278","-25.995833","-54.650278","-25.995833","Árvore com cerca de 10 m, folha cartácea, concolor, estéril.",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2018-09-12 14:48:12-03","UNIOESTE","UNOP","9293","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Silva, D.R. da","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","546","2018","01","22","Brasil","Paraná","Capitão Leônidas Marques","Propriedades próximas ao Rio Gonçalves Dias.","-53.678722","-25.481181","-53.678722","-25.481181","Árvore 8 m de altura. Folhas cartáceas, discolores. Frutos secos, tipo sâmara, imaturos, verdes.",NA,NA,"294","294","2018",NA,NA,NA,NA,NA,NA,"02",NA,NA,"26",NA,NA,NA,NA,NA,NA,NA
"342","2018-09-12 14:48:12-03","UNIOESTE","UNOP","699","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Franco, G.A.D.C.","Cielo-Filho, R.; Seganfredo, D.; Seganfredo, D.","1295","2014","01","08","Brasil","Paraná","Medianeira","Sítio do Sr. Simão Sartori","-54.241667","-25.288889","-54.241667","-25.288889","Árvore, 25 m, flor verde.",NA,NA,"450","450","2014",NA,NA,NA,NA,NA,NA,"02",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"343","2018-09-12 14:48:12-03","UNIOESTE","UNOP","743","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Cielo-Filho, R.","Cielo-Filho, R.","1455","2014","06","04","Brasil","Paraná","Medianeira","Bairro Nazaré, Parque ao lado do Forum","-54.916667","-25.296389","-54.916667","-25.296389","Árvore, 15 m, fruto amarelado.",NA,NA,"422","422","2014",NA,NA,NA,NA,NA,NA,"07",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA
"344","2018-09-12 14:48:12-03","UNIOESTE","UNOP","9362","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Silva, D.R. da","Rocha Filho, J.A.; Silva, D.R. da; Piva, J.; Machado, C.; Silva, D.R. da; Piva, J.; Machado, C.","625","2018","02","07","Brasil","Paraná","Realeza","Distrito Marmelândia, estrada sentido ao Sanga Canoa.","-53.569958","-25.543556","-53.569958","-25.543556","Árvore 18 m de altura. Folhas concolores, cartáceas, glabras. Frutos secos, alados, imaturos, verdes.",NA,NA,"281","281","2018",NA,NA,NA,NA,NA,NA,"02",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"345","2019-03-08 14:15:15-03","UNIOESTE","UNOP","9832","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Silva, D.R. da","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","658","2018","02","20","Brasil","Paraná","Capitão Leônidas Marques","Estrada paralela a rodovia PR-592, sentido a Praia artificial de Capitão.","-53.5055","-25.515736","-53.5055","-25.515736","Árvore remanescente em área antrópica, meio a cobertura vegetal de atividades agrárias.",NA,NA,"342","342","2018",NA,NA,NA,NA,NA,NA,"11",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA
"346","2018-09-12 14:48:12-03","UNIOESTE","UNOP","2616","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Cielo-Filho, R.; Franco, G.A.D.C.","Cielo-Filho, R.; Periotto, F.; Periotto, F.","1342","2014","04","23","Brasil","Paraná","Medianeira","Bairro Nazaré, Parque ao lado do Forum","-54.916667","-25.296389","-54.916667","-25.296389","Árvore, 13 m, fruto verde.",NA,NA,"450","450","2014",NA,NA,NA,NA,NA,NA,"04",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA
"347","2015-10-22 10:02:50-02","UNIOESTE","UNOP","7962","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Marcon, T.R.","Marcon, T.R.; Gris, D.; Toscan, M.A.G.; Gris, D.; Toscan, M.A.G.","11","2012","08","28","Brasil","Paraná","Santa Terezinha de Itaipu","Reserva Particular do Patrimônio Natural Fazenda Santa Maria. Área preservada.","-54.4880981445312","-25.3621997833252",NA,NA,"Arbórea cerca de 8 m. Frutos verdes.",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,"03","24409","auto",NA,NA,NA,NA,NA,NA,NA,NA
"348","2015-10-22 10:02:50-02","UNIOESTE","UNOP","7950","S","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Marcon, T.R.","Marcon, T.R.; Temponi, L.G.; Toscan, M.A.G.; Temponi, L.G.; Toscan, M.A.G.","5","2012","02","06","Brasil","Paraná","Santa Terezinha de Itaipu","Trilha para a mata ciliar do Rio Bonito, Fazenda Santa Maria.","-54.4880981445312","-25.3621997833252",NA,NA,"Arbórea cerca de 15 m. Frutos verdes com pilosidade ócrea, 5 a 12 cm de compriment. Flores em inflorescências pequenas, coloração bege a verde.",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,"04","24409","auto","11",NA,NA,NA,NA,NA,NA,NA
"349","2021-01-10 20:50:24-03","INPA","INPA","227976","S","Plantae","Leguminosae-Pap","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Francisco, EM","FUEL26044","1998","05","11","Brasil","Paraná","Primeiro de Maio","Mata Santa Rosa.","-51.0283012390137","-22.8505992889404",NA,NA,NA,"INPA0227976","INPA0227976 INPA0227976_e",NA,NA,NA,"Dicotyledon Rosids","Fabales",NA,"Southern America",NA,NA,NA,"18944","auto",NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-08-31 09:16:10-03","INPA","INPA","271786","S","Plantae","Leguminosae-Pap","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Lima, HC de","Lima, HC de","8052","2015","08","31","Brasil","Mato Grosso","Cáceres","BR-174, ca. 10 km antes do trevo p/ Mirassol do Oeste, Faz. Progresso.","-58.046944","-15.821389","-58.046944","-15.821389",NA,"INPA0271786",NA,"238","238","2015","Dicotyledon Rosids","Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-08-31 09:16:10-03","INPA","INPA","98419","S","Plantae","Leguminosae-Pap","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Schinini, A","16973","1979","02","12","Argentina","San Martín",NA,"Yapeyú, costa del Río Uruguay.",NA,NA,NA,NA,NA,"INPA0098419","INPA0098419 INPA0098419_e",NA,NA,NA,"Dicotyledon Rosids","Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2021-01-10 20:50:24-03","INPA","INPA","105886","Carpo","Plantae","Leguminosae-Pap","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Rudd, VE","Hatschbach, GG","21462","1969","05","09","Brasil","Paraná","Campo Largo","Rondinha","-49.5283012390137","-25.4585990905762",NA,NA,NA,"INPA0105886","INPA0105886 INPA0105886_e",NA,NA,NA,"Dicotyledon Rosids","Fabales",NA,"Southern America",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-08-31 09:16:10-03","INPA","INPA","105886","S","Plantae","Leguminosae-Pap","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Rudd, VE","Hatschbach, GG","21462","1969","05","09","Brasil","Paraná","Campo Largo","Rondinha","-49.5283012390137","-25.4585990905762",NA,NA,NA,"INPA0105886","INPA0105886 INPA0105886_e",NA,NA,NA,"Dicotyledon Rosids","Fabales",NA,"Southern America",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-08-31 09:16:10-03","INPA","INPA","203692","S","Plantae","Leguminosae-Pap","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Mendonça, CV","Cordeiro, J","215","1986","01","14","Brasil","Paraná","Curitiba","Parque Iguaçu.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"INPA0203692","INPA0203692 INPA0203692_e",NA,NA,"1999","Dicotyledon Rosids","Fabales",NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
