"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","relatedCatalogItem"
"50","2020-12-11 11:36:42-03","UFMG","BHCB","149109","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2011","03",NA,"Tameirão Neto, E; Mansur, T","2011","01","13","Brasil","Minas Gerais","Santa Bárbara","Serra Gandarela, Projeto Mina Apolo","-49.689478","-20.050928","-49.689478","-20.050928",NA,"1596","1596",NA,"Campo rupestre sobre canga couraçada, herbáceo",NA,"4938","Southern America",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:36:42-03","UFMG","BHCB","165546","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2014","04",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","16","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Corpos de minério de hematita.","-43.954167","-20.0975","-43.954167","-20.0975",NA,"1527","1527",NA,"Terrestre em Campo Rupestre Ferruginoso Aberto, flores roseas. Projeto Lacunas do Conhecimento.",NA,"2191","Southern America",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:36:42-03","UFMG","BHCB","165713","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2013","01",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","08","Brasil","Minas Gerais","Nova Lima","Retiro das Pedras, Litotipo: Itabirito.","-43.991389","-20.077222","-43.991389","-20.077222",NA,"1423","1423",NA,"Terrestre, flores róseas, maculadas de castanho. Projeto Lacunas do Conhecimento.",NA,"1792","Southern America",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:36:42-03","UFMG","BHCB","181826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Brina, AE","2015","03","10","Brasil","Minas Gerais","Itabirito",NA,"-43.927167","-20.408611","-43.927167","-20.408611",NA,NA,NA,NA,"Erva; Canga Couraçada",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:36:42-03","UFMG","BHCB","166028","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2013","01",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","30","Brasil","Minas Gerais","Congonhas","Mina de Fábrica, Cava João Pereira. Litotipo: Itabirito hematítico, magnetítico indiferenciados.","-43.918889","-20.441111","-43.918889","-20.441111",NA,"1470","1470",NA,"Terrestre em Capão de Mata, flores roseas. Projeto Lacunas do Conhecimento.",NA,"1854","Southern America",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:36:42-03","UFMG","BHCB","168128","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2014","04",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","01","16","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Itabirito com lentes de hematita compacta e pulverulenta.","-43.960556","-20.09","-43.960556","-20.09",NA,"1404","1404",NA,"Herbácea em Campo Rupestre Ferruginoso Aberto, flor vermelha. Projeto Lacunas do Conhecimento.",NA,"877","Southern America",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:36:42-03","UFMG","BHCB","168143","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2014","04",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","01","16","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Itabirito com lentes de hematita compacta e pulverulenta.","-43.960556","-20.09","-43.960556","-20.09",NA,"1404","1404",NA,"Erva rupícola em Campo Rupestre Ferruginoso Aberto, flor vermelha. Projeto Lacunas do Conhecimento.",NA,"1242","Southern America",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:36:42-03","UFMG","BHCB","182087","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2016","03","01","Braga, IF; Marques, NS","2016","01","27","Brasil","Minas Gerais","Brumadinho","Serra Azul, Serra das Farofas","-44","-21.284786","-44","-21.284786",NA,NA,NA,NA,"Herbáceo; Campo Cerrado",NA,"s.n.","Southern America",NA,"BHCB037873",NA,NA,NA,NA,NA
"58","2020-12-11 11:36:42-03","UFMG","BHCB","188525","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Pereira, AFS; Souza, JAM; Silva, E","2017","03","21","Brasil","Minas Gerais","Ouro Preto","Fazenda Córrego das Almas","-43.544167","-20.244444","-43.544167","-20.244444",NA,"1673","1673",NA,"Erva; flores rosas avermelhadas.; Campo Rupestre Ferruginoso, Canga Laterítica couraçada",NA,"12","Southern America",NA,"BHCB188525",NA,NA,NA,NA,NA
"59","2020-12-11 11:36:42-03","UFMG","BHCB","182086","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2016","03","08","Vidal, CV","2016","01","21","Brasil","Minas Gerais","São Joaquim de Bicas","Serra Azul, Serra das Farofas","-44","-21.07655","-44","-21.07655",NA,"1246","1246",NA,"Herbáceo, flor rosea com pontuações vináceas; Campo Rupestre Ferruginoso",NA,"s.n.","Southern America",NA,"BHCB037872",NA,NA,NA,NA,NA
"60","2020-12-11 11:36:42-03","UFMG","BHCB","189807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2017","06","15","Lopes, ADC; Stehmann, JR","2017","05","19","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra.","-43.911389","-19.961111","-43.911389","-19.961111",NA,"1444","1444",NA,"Erva, ca. 13 cm. Rupícola. Tuberosa. Folha com face abaxial vinácea. Corola rosa com pintas vináceas.; Canga.",NA,"2","Southern America",NA,"BHCB189807","BHCB189807 BHCB189807_v1 BHCB189807_v2 BHCB189807_v3",NA,NA,NA,NA
"61","2020-12-11 11:36:42-03","UFMG","BHCB","177926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2015","05","06","Gontijo, FD; Barros, AM; Braga, IF","2015","01","13","Brasil","Minas Gerais","Caeté",NA,"-20.037778","-43.687778","-20.037778","-43.687778",NA,"1483","1483",NA,"Flores róseas com manchas roxas.; Herbáceo. Campo rupestre sobre canga",NA,"604","Southern America",NA,"BHCB030403","BHCB030403",NA,NA,NA,NA
"62","2020-12-11 11:36:42-03","UFMG","BHCB","190747","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2017","11",NA,"Souza, JAM; Correia, DR; Silva, SHA","2017","11","21","Brasil","Minas Gerais","Santa Bárbara","RPPN Capanema","-43.592222","-20.210278","-43.592222","-20.210278",NA,"1568","1568",NA,"Subarbusto, 0,25 m. Flores avermelhadas. Flores em formação.; Campo Rupestre Quartzítico",NA,"166","Southern America",NA,"BHCB190747",NA,NA,NA,NA,NA
"63","2020-12-11 11:36:42-03","UFMG","BHCB","196175","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2018","01","18","Lopes, ADC; Stehmann, JR","2018","01","18","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.911389","-19.961111","-43.911389","-19.961111",NA,"1444","1444",NA,"Erva, ca. 16 cm de altura. Rupícola. Tuberosa. Folha com face abaxial vinácea. Corola rosa-escura com pintas vináceas.; Canga",NA,"170","Southern America",NA,"BHCB196175","BHCB196175",NA,NA,NA,NA
"64","2020-12-11 11:36:42-03","UFMG","BHCB","6942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Grandi, TSM; et al.","1985","11","04","Brasil","Minas Gerais","Caeté","Serra da Piedade.","-43.666667","-19.816667","-43.666667","-19.816667",NA,NA,NA,NA,"Campo;herbáceo;",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:36:42-03","UFMG","BHCB","75532","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2012","02",NA,"Viana, PL","2002","03","07","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056","-43.983611","-20.093056",NA,"1400","1400",NA,"Erva com flores vermelhas em canga; Erva com flores vermelhas em canga.",NA,"404","Southern America",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:36:42-03","UFMG","BHCB","62710","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,NA,"auto","3002","Southern America",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:36:42-03","UFMG","BHCB","62709","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,NA,"auto","3001","Southern America",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:36:42-03","UFMG","BHCB","62708","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,NA,"auto","2997","Southern America",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:36:42-03","UFMG","BHCB","165843","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2014","04",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","09","Brasil","Minas Gerais","Nova Lima","Capitão do Mato, Litotipo: Itabirito dolomítico e filito dolomítico e argiloso, indiferenciados.","-43.8466987609863","-19.9855995178223",NA,NA,"29211",NA,NA,NA,"Terrestre em Campo Rupestre Ferruginoso Aberto, flores roseas. Projeto Lacunas do Conhecimento.","auto","2331","Southern America",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:36:42-03","UFMG","BHCB","146669","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,"2012","02",NA,"Costa, HES; Mota, RC da","2009","12","03","Brasil","Minas Gerais","Brumadinho","Inhotim, Paredão rochoso da Montanha Dolomita","-44.1996994018555","-20.1432991027832",NA,NA,"26639","1022","1022",NA,"Erva rupícola com cálice vinho esverdiado, corola rosa, maculas vináceas na região apical.","auto","146669","Southern America",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:36:42-03","UFMG","BHCB","87407","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","Wiehler",NA,"2012","02",NA,"Tameirão Neto, E","2003","12","08","Brasil","Minas Gerais","Nova Lima","Mina do Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,"29211",NA,NA,NA,"Campo rupestre sobre canga laterítica, herbáceo","auto","3712","Southern America",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:36:42-03","UFMG","BHCB","107398","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Mendes, MS; Brina, AE",NA,NA,NA,"Brasil","Minas Gerais","Congonhas","Mineração Casa de Pedra, Corpo Norte - CSN","-43.8577995300293","-20.4997005462646",NA,NA,"16368",NA,NA,NA,"Hábito:herbáceo","auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:36:42-03","UFMG","BHCB","26180","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:36:42-03","UFMG","BHCB","18310","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Atalla, NC; et al.","1989","11",NA,"Brasil","Minas Gerais","Belo Horizonte","Reserva da Mutuca - COPASA.","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,NA,"auto","125","Southern America",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:36:42-03","UFMG","BHCB","40004","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Vasconcelos, MF de","1997","12","04","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051","1400","1400",NA,"Herbáceo. Campo rupestre","auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:36:42-03","UFMG","BHCB","33798","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:36:42-03","UFMG","BHCB","33790","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","3064447","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","A.Chautems",NA,NA,NA,"Howard S. Irwin","1968","2","11","Brazil","Minas Gerais",NA,"Steep rocky slopes, canga soil, Pico de Itabirito, ca. 50km S.E. of Belo Horizonte",NA,NA,NA,NA,NA,"1750.00000000",NA,NA,NA,NA,"Irwin 19805","South America",NA,NA,NA,NA,NA,NA,NA
"79","2017-11-24 14:11:01-02","UFLA","ESAL","1045","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","A.Chautems",NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"; ; ;",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-11-24 14:11:01-02","UFLA","ESAL","26732","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"Sousa, NL; Avelino, G; Coorêa, LM",NA,NA,NA,"Brasil","Minas Gerais","Igarapé","Serra Pau-de-vinho","-44.301700592041","-20.0702991485596",NA,NA,"8870",NA,NA,NA,"erva; 25cm; ;; campo rupestre","auto","118",NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-11-24 14:11:01-02","UFLA","ESAL","11396","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","A.Chautems",NA,NA,NA,"Marcelo Barros Carvalho",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,"erva; 0.25; rosada;; campo rupestre","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-06-10 10:10:52-03","FZB-BH","BHZB","4405","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola",NA,NA,NA,NA,NA,"Mendonça, M.P. et al.","2003","12","10","Brasil","MG","Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,"29211",NA,NA,NA,"Canga.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","1901549","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"L. O. Williams","1943","12","11","Brazil","Minas Gerais",NA,"Casa Branca, Mun. of Ouro Preto",NA,NA,NA,NA,NA,"1200",NA,"1",NA,NA,"8132","South America - Neotropics",NA,"US00320827","US00320827_01","Dicotyledonae",NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2755296","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","1968","2","11","Brazil","Minas Gerais",NA,"Serra do Espinhaco, Pico de Itabirito, ca 50 km SE of Belo Horizonte",NA,NA,NA,NA,NA,"1750",NA,"1",NA,NA,"19805","South America - Neotropics",NA,"US00320828","US00320828_01","Dicotyledonae",NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","3587387","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"L. E. Skog & J. K. Boggan","1998","5","4","Brazil",NA,NA,"Smithsonian Institution Dept. of Botany Research Greenhouses, Suitland, Maryland, U.S.A.",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"7815","South America - Neotropics",NA,"US00993446","US00993446_01","Dicotyledonae",NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","86928","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"L. Riedel & G. H. von Langsdorff","1870",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"s.n.","South America - Neotropics",NA,"US00320826","US00320826_01","Dicotyledonae",NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2987566","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"N. Hensold, M. T. Rodrigues, N. L. Menezes & M. L. Kawasaki","1982","1","10","Brazil","São Paulo",NA,"Serra da Piedade",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"CFCR 2801","South America - Neotropics",NA,"US00422968","US00422968_01","Dicotyledonae",NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","2752667","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler",NA,NA,NA,NA,"H. S. Irwin, R. M. Harley & E. Onishi","1971","1","13","Brazil","Minas Gerais",NA,"Serra do Espinhaco, near summit of Serra da Piedade, ca 35 km E of Belo Horizonte, near BR-31",NA,NA,NA,NA,NA,"1800","2000","1",NA,NA,"30245","South America - Neotropics",NA,"US00320829","US00320829_01","Dicotyledonae",NA,NA,NA
"89","2019-11-13 11:20:21-03","USP","SPF","87355","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Mello-Silva, R","1990","05",NA,"Martens, LA","1989","07","13","Brasil","Minas Gerais","Brumadinho","Serra da Calçada","-44.216667","-21.333333","-44.216667","-21.333333",NA,"1400","1400",NA,NA,NA,"352",NA,NA,"SPF00087355","SPF00087355",NA,NA,NA,NA
"90","2019-11-13 11:20:21-03","USP","SPF","86438","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Chautems, A","1994","03",NA,"Grandi, TSM","1989","11","04","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667","-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"SPF00086438","SPF00086438",NA,NA,NA,NA
"91","2021-03-15 18:27:25-03","USP","SPF","87356","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Chautems, A","1990",NA,NA,"Martens, LA","1989","01","06","Brasil","Minas Gerais","Brumadinho","Serra da Calçada","-44.216667","-21.333333","-44.216667","-21.333333",NA,"1400","1400",NA,"Flores terminais em grupo (umbela?), de cor rosa forte, com rajas, interna e extremidade em vermelho escuro.",NA,"22",NA,NA,"SPF00087356","SPF00087356",NA,NA,NA,NA
"92","2019-11-13 11:20:21-03","USP","SPF","93914","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Chautems, A","1999","05",NA,"Atkins, S","1994","01","16","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,NA,"auto","CFCR13991",NA,NA,"SPF00093914","SPF00093914",NA,NA,NA,NA
"93","2019-11-13 11:20:21-03","USP","SPF","86423","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Anônimo",NA,NA,NA,"Atalla, NC","1989","11","16","Brasil","Minas Gerais","Belo Horizonte","Reserva da Mutuca.","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,NA,"auto","125",NA,NA,"SPF00086423","SPF00086423",NA,NA,NA,NA
"94","2019-11-13 11:20:21-03","USP","SPF","22281","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Chautems, A","1987","05",NA,"Hensold, N","1982","01","10","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,NA,"auto","CFCR2801",NA,NA,"SPF00022281","SPF00022281",NA,NA,NA,NA
"95","2019-11-13 11:20:21-03","USP","SPF","46885","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Chautems, A","1989","04",NA,"Zappi, DC","1987","02","24","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051","1700","1700",NA,NA,"auto","CFCR10366",NA,NA,"SPF00046885","SPF00046885",NA,NA,NA,NA
"96","2019-11-13 11:20:21-03","USP","SPF","150617","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola","(Mart.) Wiehler","Chautems, A","1986","05",NA,"Krieger, L","1970","12","19","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,NA,"auto","9758",NA,NA,"SPF00150617","SPF00150617",NA,NA,NA,NA
"97","2015-03-13 19:26:20-03","F","FMNH-SEEDPLANTS","V0280310F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0280310F","V0280310F_01","Dicotyledoneae",NA,NA,NA
"98","2015-03-13 19:26:20-03","F","FMNH-SEEDPLANTS","V0280311F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0280311F","V0280311F_01","Dicotyledoneae",NA,NA,NA
"99","2015-03-13 19:26:20-03","F","FMNH-SEEDPLANTS","V0280312F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0280312F","V0280312F_01","Dicotyledoneae",NA,NA,NA
"100","2015-03-13 19:26:20-03","F","FMNH-SEEDPLANTS","V0280313F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0280313F","V0280313F_01","Dicotyledoneae",NA,NA,NA
"101","2020-07-23 12:08:41-03","CEPLAC","CEPEC","31701","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola",NA,"A. Chautems",NA,NA,NA,"N. Hensold","1982","01","10","Brasil","São Paulo",NA,"Serra da Piedade, prox. ao Km 4.",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/1986"
"102","2020-07-23 12:08:41-03","CEPLAC","CEPEC","39020","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","rupicola","Sinningia rupicola",NA,"A. Chautems",NA,NA,NA,"L. Krieger","1996","03","24","Brasil","Minas Gerais","ITABIRITO","Planta em cultivo.","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,NA,"auto","9758",NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
