"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"83","2021-03-15 16:37:00-03","NY","NYBG","02694680","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"L. Nusbaumer","4350","2014","11","17","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.404663","-9.250471",NA,NA,"680",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952130' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694680","NY02694680_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","03227528","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"T. J. Killeen","2918","1991","06","28","Bolivia","El Beni",NA,"Gral. Ballivian. Escuela Técnica Agricola Río Colorado; 35 km Norte de Yucumo por La Carretera Yucumo-Rurrenebaque","-67.08","-14.92",NA,NA,"350",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537099' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227528","NY03227528_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-15 16:37:00-03","NY","NYBG","617243","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"W. W. Thomas","7465","1991","07","01","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617243","NY00617243_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-15 16:37:00-03","NY","NYBG","03227644","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. L. Clark","3117","1996","11","03","Ecuador","Zamora-Chinchipe","Zamora","Jambo Bajo. Fundacion Maquipucuna: Sector Nororiental. Propiedad de Sr. Jorge Acacho.","-78.92","-4.08",NA,NA,"1100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537708' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227644","NY03227644_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-15 16:37:00-03","NY","NYBG","03227565","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"H. H. Rusby","608","1886","05",NA,"Bolivia",NA,NA,"Guanai",NA,NA,NA,NA,"610",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537186' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227565","NY03227565_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 16:37:00-03","NY","NYBG","00955398","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin","D. G. Frodin",NA,NA,NA,"E. P. Heringer","1471","1979","06","05","Brazil","Distrito Federal","Brasília","Área de inundação da Barregem do São Bartolomeu, barra do córrego Papuda.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955398","NY00955398_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-15 16:37:00-03","NY","NYBG","573202","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin","D. G. Frodin",NA,NA,NA,"D. C. Daly","8127","1994","04","01","Brazil","Acre","Sena Madureira","Basin of Rio Purus, Rio Macaua. Colocação Apuí. River descending, 3m below high water mark","-69.12","-9.7",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573202","NY00573202_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 16:37:00-03","NY","NYBG","03227656","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"R. Vásquez","18860","1994","08","17","Peru","Amazonas","Condorcanqui","Distrito El Cenepa: Región Nororiental del Marañon. Comunidad de Kusu-kubaim, Río Comaina","-78.27","-4.42",NA,NA,"700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537726' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227656","NY03227656_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-15 16:37:00-03","NY","NYBG","03227540","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"C. Blanco","62","1965","04","29","Venezuela","Bolívar",NA,"Campamento El Paraíso a 48 Km. N.E. del caserío Los Rosos, este último a 17 Km. de Upata (sobre la carretera nueva Upata-San Félix.)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537120' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227540","NY03227540_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-15 16:37:00-03","NY","NYBG","03227547","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"M. H. Nee","41712","1991","07","13","Bolivia","Santa Cruz",NA,"Prov. Guarayos [formerly part of Prov. Ñuflo de Chávez], 11 km. N of Ascención de Guarayos on road to Urubichá","-63.15","-15.78",NA,NA,"190",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537157' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227547","NY03227547_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-15 16:37:00-03","NY","NYBG","03227642","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. A. Steyermark","86724","1960","08","01","Venezuela","Bolívar",NA,"Río Asa, above Raudal Cotua, south of La Paragua",NA,NA,NA,NA,"290",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537706' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227642","NY03227642_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-15 16:37:00-03","NY","NYBG","02212562","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. J. Strudwick","3665","1981","07","28","Brazil","Pará",NA,"Ca. 23 km upstream from Lageira airstrip on Rio Maicuru, west bank, north side of Mutum stream","-54.43","-0.92",NA,NA,"244","244","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353865' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212562","NY02212562_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-15 16:37:00-03","NY","NYBG","00955400","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"T. C. Plowman","8416","1980","02","04","Brazil","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006",NA,NA,"400","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955400","NY00955400_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 16:37:00-03","NY","NYBG","2212582","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"G. T. Prance","4459","1967","02","17","Brazil","Roraima",NA,"Serra Tepequem, forest on upper west facing slopes.","-61.755459","3.760455",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353886' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212582","NY02212582_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-15 16:37:00-03","NY","NYBG","02212569","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. M. Pires","1656","1987","05","22","Brazil","Pará",NA,"Almeirim. Gleba Monte Dourado, próx. Pesquisa Florestal","-52.53","-0.87",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353873' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212569","NY02212569_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-15 16:37:00-03","NY","NYBG","2212572","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"C. S. Rosário","59","1978","06","12","Brazil","Pará",NA,"Sao Felix de Xingú. Ponto 14, folha SC 22 VD","-51.97281","-6.6415893",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353876' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212572","NY02212572_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 16:37:00-03","NY","NYBG","1145528","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin","P. Fiaschi",NA,NA,NA,"C. Luchiari","353","1994","04","14","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Est. Jutunaiba, direita - km 2. Área FP012.","-42.28333","-22.525",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320145' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145528","NY01145528_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 16:37:00-03","NY","NYBG","03227552","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"G. S. Bunting","7840","1979","08","02","Venezuela","Zulia","Colón","alrededores de Casigua El Cubo, sector Las Cruces: vía Casigua-El Carmelo-Pozo T-218, trayecto de unos 18 km. al SSO de Casigua",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537169' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227552","NY03227552_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","03227650","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. M. Schunke-Vigo","2563","1968","05","06","Peru","Huánuco","Pachitea","Dtto. Honoria; Quebrada de MAcuya, al oeste del rio PAchitea a 7 km. arriba del campamento. Bosque NAcional de Iparia: Región de bosque secod tropical (sensu Tosi, 1960) a lo largo del Río Pachitea cerca del campamento Miel de Abeja (1 km. arriba del pueblo de Tournavista o unos 20 km. arriba de la confluencia con el Río Ucayali).",NA,NA,NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537719' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227650","NY03227650_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 16:37:00-03","NY","NYBG","03227496","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"R. C. Quevedo S.","865","1993","07","17","Bolivia","Santa Cruz",NA,"Prov. Velasco. Parque Nacional Noel Kempff M. Campamento Piso Firme","-61.3672","-15.3178",NA,NA,"200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3536882' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227496","NY03227496_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","2212614","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"H. S. Irwin","47776a","1960","08","24","Brazil","Amapá",NA,"Rio Oiapoque; near first cachoeira on Rio Iaue, 0.5 km east of confluence with Rio Oiapoque","-52.37","2.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353920' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212614","NY02212614_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","03227653","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"E. Asplund","9453","1939","10","19","Ecuador",NA,NA,"Napo/Pastaza. between Tena and Archindona",NA,NA,NA,NA,"1100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537722' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227653","NY03227653_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","03227633","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"R. S. Williams","43","1902","03","04","Bolivia",NA,NA,"Apolo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537696' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227633","NY03227633_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","02212577","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"H. S. Irwin","48459","1960","09","24","French Guiana",NA,NA,"Rio Oiapoque. About 1 kilometer south of mouth of Riv. Yaroupi.","-52.47","2.8",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353881' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212577","NY02212577_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","00955396","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin","P. Fiaschi",NA,NA,NA,"M. G. da Silva","4760","1979","06","04","Brazil","Mato Grosso","Juína","Aripuanã, BR-174, Projeto Juína, arredores do aeroporto.","-58.7408","-11.3783",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955396","NY00955396_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","03227618","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"see Collection Note","2154","1916","05","05","Bolivia","Santa Cruz","Sara","Buena Vista",NA,NA,NA,NA,"450",NA,"leg. Steinbach [?] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537659' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227618","NY03227618_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","00955399","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin","D. G. Frodin",NA,NA,NA,"E. P. Heringer","2228","1979","10","10","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955399","NY00955399_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","03227564","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"M.-F. Prévost","2519","1987","01","09","French Guiana",NA,NA,"Station des Nouragues - Bassin de l'Arataye","-52.7","4.05",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537185' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227564","NY03227564_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","685183","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin","P. Fiaschi",NA,NA,NA,"P. Fiaschi","985","2002","02","03","Brazil","Bahia",NA,"Estrada de Santo Antônio de Jesus para São Gonçalo dos Campos, na altura do km 185",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685183","NY00685183_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","03227524","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. S. de la Cruz","4256","1923","07","11","Guyana",NA,NA,"British Guiana; Kamakusa, Upper Mazaruni River",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537084' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227524","NY03227524_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","2212643","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"B. Maguire","40220","1954","12","11","Brazil",NA,NA,"Vista Geral Rio Cotinga.",NA,NA,NA,NA,"720",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353950' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212643","NY02212643_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","02212618","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. J. Strudwick","4315","1981","08","07","Brazil","Pará",NA,"Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353924' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212618","NY02212618_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","617247","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J.-J. de Granville","9999","1987","09","03","French Guiana",NA,NA,"Camp no. 4 Monpé Soula - Bassin du Haut-Marouini 5 km à l'ouest","-54.07","2.65",NA,NA,"180","180","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617247","NY00617247_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","03227609","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"K. Lems","5073","1964","02","10","Suriname",NA,NA,"Zanderij - Grounds of Land's Bosbeheer station",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537646' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227609","NY03227609_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","03227641","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. A. Steyermark","90762","1962","01","08","Venezuela","Bolívar",NA,"Río Paramichi entre la boca del río Paramichi y el Salto de Chalimano, 26-44 km. al noreste de la frontera Venezolano-Brasilera",NA,NA,NA,NA,"525","625","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537705' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227641","NY03227641_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","03227535","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. J. Buza","7528328/Bu.","1959","04","10","Venezuela","Mérida",NA,"Aserradero El Morro, Atabuina, Caño Araturre, pica en dirección al OE, a pié de la Sierra de Imataca. Delta Amacuro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537109' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227535","NY03227535_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","03227494","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"I. Guareco","500","1995","06","15","Bolivia","El Beni",NA,"Prov. Ballivián y Yacuma, Estación Biológica del Beni; Est. Esperancita. Isla de bosque","-66.62","-14.5",NA,NA,"200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3536875' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227494","NY03227494_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","03227577","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. J. Wurdack","39424","1955","09","23","Venezuela","Monagas",NA,"Line North 0 to North 1 - South 0 to South 1. Sic km. east of La Ormega; La Hormiga area, between La Pica and Cano Colorado east of Maturin",NA,NA,NA,NA,"14","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537204' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227577","NY03227577_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","03227505","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"A. H. Gentry","58607","1987","06","29","Peru","Huánuco",NA,"Ca. 30 km, SW of Pucallpa-Tingo María road on new Carretera Marginal.","-74.97","-9.33",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3536916' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227505","NY03227505_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","02212564","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"T. C. Plowman","12300","1982","12","06","Brazil","Amazonas","Maraã","Rio Japurá. Sítio Fortaleza, approx. 7 km NW of town of Maraã","-65.633333","-1.833333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353868' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212564","NY02212564_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","03227637","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. A. Steyermark","60436","1944","11","20","Venezuela","Bolívar",NA,"Slopes of Quebrada O-paru-má, between Santa Teresita de Kavanayén and Río Pacairao (tributary of Río Mouak)",NA,NA,NA,NA,"1065","1220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537700' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227637","NY03227637_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
