"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02714932","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","A. M. Amorim","4954","2005","05","14","South America","Brazil","Bahia","Arataca","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.3417","-15.1736","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474227' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714932","NY02714932_01","P. Fiaschi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","95165","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","W. W. Thomas","9914","1993","05","13","South America","Brazil","Bahia","Belmonte","Barrolândia, Estacao Experimental Gregorio Bondar CEPLAC, 48 km east of BR 101 on road to Belmonte","-39.25","-16.13",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00095165","NY00095165_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","396024","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","S. A. Mori","14034","1981","05","14","South America","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Southern Bahian Wet Forest. Point 148-C","-39.1202492","-15.1148921","100","100","sheet","Voucher for ecological study of forest diversity <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396024","NY00396024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","396026","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","G. G. Hatschbach","16902","1967","08","09","South America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396026","NY00396026_01","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","285517","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Tetrastylidium","janeirense","Tetrastylidium janeirense","Kuhlm.","J. G. Kuhlmann","s.n. [=herb. RB 3149]","1922","02","23","South America","Brazil","Rio de Janeiro",NA,"Larangeiras, Reserva Florestal da Fabrica Aliança",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00285517","NY00285517_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1746427","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Tetrastylidium","janeirense","Tetrastylidium janeirense","Kuhlm.","J. G. Kuhlmann","s.n. [=herb. RB 3149]","1922","02","23","South America","Brazil","Rio de Janeiro",NA,"Larangeiras, Reserva Florestal da Fabrica Aliança",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1960845' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746427","NY01746427_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:45-03","UFRJ","RFA","10559","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Tetrastylidium","janeirense","Tetrastylidium janeirense","Kuhlm.","A.P. Duarte","5544","1961","04","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore de grande porte, frequente ao longo do espigão do Sumaré","RFA47261",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:45-03","UFRJ","RFA","10560","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Tetrastylidium","janeirense","Tetrastylidium janeirense","Kuhlm.","A.P. Duarte","4874","1959","06","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sumaré, km 6","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Planta trepadeira, sarmentosa","RFA47262",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:45-03","UFRJ","RFA","7558","PreservedSpecimen","Plantae",NA,NA,"Olacaceae","Tetrastylidium","janeirense","Tetrastylidium janeirense","Kuhlm.","A.P. Duarte","4775","1959","05","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Entre Paineiras e Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore de 10 - 12 m de altura, muito copada com velíssimo aspécto","RFA47263",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:22:01-03","UFBA","ALCB","42537","PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Tetrastylidium","brasiliense","Tetrastylidium brasiliense","Engl.","Thomas, W; Amorim, AMA; Paixão, JL da","11736","1998","02","08","Southern America","Brasil","Bahia","Jussari","Litoral Sul, Serra do Teimoso. 7.5 km N of Jussari on road to Palmira, then 2 km W to Faz. Teimoso, then 45 min. walk W to Reserva da Faz. Teimoso","-39.583333","-15.166667","300","300",NA,"6m. Leaves lustrous green. Fruit green.",NA,NA,"Jardim, JG",NA,NA,NA,"1998","08","-39.583333","-15.166667",NA,NA,NA,NA,NA
"21","2019-10-09 11:22:01-03","UFBA","ALCB","111236","PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Tetrastylidium","brasiliense","Tetrastylidium brasiliense","Engl.","Guedes, ML; Silva, MS dos; et al.","21045","2013","10","18","Southern America","Brasil","Bahia","Elísio Medrado","Serra da Jibóia.","-39.516667","-12.933333",NA,NA,NA,"de ca 7 m de altura. Folhas cartáceas, discolores. Frutos imaturos.",NA,NA,"Guedes, ML",NA,NA,NA,"2014","02","-39.516667","-12.933333",NA,NA,NA,NA,NA
"22","2019-10-09 11:22:01-03","UFBA","ALCB","112965","PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Silva, MCR; Santos, MS; Souza, VF; Filho, WLSA","05","2013","11","23","Southern America","Brasil","Bahia","Elísio Medrado","Serra da Jibóia.","-39.475556","-12.862778","697","697",NA,NA,NA,NA,"Guedes, ML",NA,NA,NA,"2014","03","-39.475556","-12.862778",NA,NA,NA,NA,NA
"23","2019-10-09 11:22:01-03","UFBA","ALCB","121311","PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Gomes, FS","1529","2013","03","27","Southern America","Brasil","Bahia","Una",NA,"-39.181667","-15.281944",NA,NA,NA,"Material estéril. 35.1, parcela05.","ALCB049663","ALCB049663","Gomes, FS",NA,NA,NA,"2013","11","-39.181667","-15.281944",NA,NA,NA,NA,NA
"24","2019-10-09 11:22:01-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Hatschbach, G; Koczicki, C","19015","1968","04","11","Southern America","Brasil","Paraná","Antonina","Cabaceiras do Rio Faisqueira","-48.7","-25.416667","100","100",NA,"8,0 m; tronco com 12 cm de diâmetro.; mata pluvial da encosta do morro.",NA,NA,"Smith, SF",NA,NA,NA,NA,NA,"-48.7","-25.416667",NA,NA,NA,NA,NA
"25","2019-10-09 11:22:01-03","UFBA","ALCB","40383","PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Hatschbach, G","18277","1968","01","11","Southern America","Brasil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076","20","20",NA,"5m. Flor creme. Madeira dura.; Encosta de morro.",NA,NA,"Smith, SF",NA,"37295","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074148","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","engleri","Tetrastylidium engleri","Schwacke","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074148 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074148","NL-L1074148",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074149","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","engleri","Tetrastylidium engleri","Schwacke","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074149 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074149","NL-L1074149",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074155","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074155 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074155","NL-L1074155",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1132806","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132806","NL-L1132806",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","RBw5358",NA,NA,NA
"30","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074153","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074153 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074153","NL-L1074153",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074154","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074154 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074154","NL-L1074154",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","BCTw12854",NA,NA,NA
"32","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L 0038920","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Paulo F de; Arauyo L",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Brasil, Minas Gerais, Rio Novo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200038920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0038920","NL-L0038920","Sleumer HO","isotype",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","979288365",NA,NA,NA
"33","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L 0038921","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Blanchet JS",NA,NA,NA,NA,"Southern America","Brazil","Bahia",NA,"BrasilBahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200038921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0038921","NL-L0038921","Sleumer HO","holotype",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","979288379",NA,NA,NA
"34","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L 0038922","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Kuhlmann JG",NA,"1922","02","23","Southern America","Brazil","Rio de Janeiro",NA,"BrasilRio de Janeiro ad urbemFabrica Allianca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200038922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0038922","NL-L0038922","Sleumer HO","isotype",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","979288368",NA,NA,NA
"35","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074150","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074150 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074150","NL-L1074150",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","RBw2948",NA,NA,NA
"36","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074151","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074151","NL-L1074151",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074152","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074152","NL-L1074152",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","BCTw11846",NA,NA,NA
"38","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074156","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074156 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074156","NL-L1074156",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","RBw5358",NA,NA,NA
"39","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074157","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074157 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074157","NL-L1074157",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074158","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074158","NL-L1074158",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","MADw23337",NA,NA,NA
"41","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1074159","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1074159 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1074159","NL-L1074159",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1087852","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Duarte AP",NA,"1962","05","28","Southern America","Brazil",NA,NA,"Bahia- Entre Ajuda e Porto Seguro, Árvore de porte médio de 8-12 metros em restinga primária.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1087852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1087852","NL-L1087852",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1087853","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Duarte AP",NA,"1962","05","28","Southern America","Brazil",NA,NA,"Bahia- Entre Ajuda e Porto Seguro, Árvore de porte médio de 8-12 metros em restinga primária.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1087853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1087853","NL-L1087853",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:28:32-03","NBC","NL-BOTANY","L.1087854","PreservedSpecimen","Plantae",NA,"Santalales","Olacaceae","Tetrastylidium","grandifolium","Tetrastylidium grandifolium","(Baill.) Sleumer","Duarte AP",NA,"1962","05","28","Southern America","Brazil",NA,NA,"Bahia- Entre Ajuda e Porto Seguro, Árvore de porte médio de 8-12 metros em restinga primária.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1087854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1087854","NL-L1087854",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
