"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"36","2021-02-11 17:21:40-03","UFPR","UPCB","16556","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlkofer","Hatschbach, G.","Hatschbach, G.","51542","1987","10","22",NA,"Brasil","Mato Grosso do Sul","Antônio João","Descida para Campetre","-55.9474983215332","-22.1910991668701",NA,"Arbusto, 3m, flor alva. Borda da chapada..",NA,NA,NA,NA,NA,NA,NA,"38814","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","3677378","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Coelho, R. L. G.","P. Fiaschi & A. Pintor","3795","2012","1","10","South America","Brazil","Río de Janeiro",NA,"Silva Jardim; Reserva Biológica de Poço das Antas. rodovia Silva Jardim-Casimiro de Abreu, ramal à direita ca. 6.5 km antes da sede do parque. Estrada para a barragem Jutunaíba, 5 km Trilha da Pelonha","-42.3031","-22.5444",NA,NA,"US01343406","20",NA,"US01343406_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","3722436","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, M. S.","W. Hoehne","s.n.","1944","12","19","South America","Brazil","São Paulo",NA,"São Paulo: Parque do Estado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","2700623","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Coelho, R. L. G.","C. G. Fonseca","26","1961","3","1","South America - Neotropics","Brazil","São Paulo",NA,"Parque do Estado (on old maps Parque de Agua Funda) grounds of the Instituto de Botânica, ca. 10 km S and 0.8 km E of center of São Paulo (Praça de Sé).","-46.6333","-23.6",NA,NA,"US00761494","760",NA,"US00761494_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2020-09-12 05:00:02-03","US","US","3676428","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Coelho, R. L. G.","R. Coelho & M. Zoca","428","2011","4",NA,"South America","Brazil","Bahia",NA,"Una. Estrada para Ilhéus. Estrada vicinal do lado direito",NA,NA,NA,NA,"US01319364",NA,NA,"US01319364_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","3321551","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Coelho, R. L. G.","L. Thomaz","1368","1994","10","14","South America - Neotropics","Brazil","Espírito Santo",NA,"Santa Teresa, Estacão Biologica de Santa Lucia.",NA,NA,NA,NA,"US00778770","650","800","US00778770_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","2770071","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Coelho, R. L. G.","C. Angeli","11447","1976","11","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estr. Vista Chinesa, km 2, a beira da estrada.",NA,NA,NA,NA,"US00778773",NA,NA,"US00778773_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2019-11-13 11:31:26-03","USP","SPF","11391","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, MS","Hoehne, W","s.n.","1944","12","15",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00011391",NA,NA,NA,NA,NA,"1997","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:31:26-03","USP","SPF","11415","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, MS","Hoehne, W","s.n.","1944","12","19",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00011415",NA,NA,NA,NA,NA,"2005","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:31:26-03","USP","SPF","13416","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, MS","Hoehne, W","s.n.","1945","03","21",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00013416",NA,NA,NA,NA,NA,"1997","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-09-04 19:03:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,NA,"J. B. E. Pohl","1968",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-10-25 11:43:56-03","F","FMNH-SEEDPLANTS","V0071544F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,NA,"J. B. E. Pohl","1968",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0071544F",NA,NA,"V0071544F_01","Isosyntype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-03-20 12:06:06-03","F","FMNH-SEEDPLANTS","V0299446F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0299446F",NA,NA,"V0299446F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-03-20 12:06:07-03","F","FMNH-SEEDPLANTS","V0299447F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0299447F",NA,NA,"V0299447F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
