"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","447732","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","R. L. G. Coelho","J. M. Silva","1583","1995","12","15","South America","Brazil","Paraná","Piraquara","Serra Piramirim.","-49.0631","-25.4419","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","985126","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","T. D. Pennington","H. S. Irwin","28722","1971","01","19","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower slopes of Serra da Piedade, road between BR-31 and Caeté","-43.676328","-19.820266","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985126","1600","1600","NY00985126_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","720649","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"W. Hoehne","s.n.","1944","12","19","South America","Brazil","São Paulo",NA,"Parque do Estado de São Paulo.","-46.621883","-23.654505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720649",NA,NA,"NY00720649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","02913106","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Antenor",NA,"1927","11","10","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3227749' target='other'> <mi>dwc_moreinfo</mi></a>","NY02913106",NA,NA,"NY02913106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","337761","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"J. B. E. Pohl","5559",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337761",NA,NA,"NY00337761_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-30 12:48:48-03","EAO","IAN","4652","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Pohl, RW","1968",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN004652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-02-08 10:31:59-03","NBC","NL-BOTANY","WAG.1498831","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","(Sond.) Radlk.",NA,"Hatschbach GG; Silva JM",NA,"1987","10","22","Southern America","Brazil",NA,NA,"Antonio João, descida para Campestre, Mato Grosso do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1498831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1498831",NA,NA,"NL-WAG1498831",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-11-04 11:19:21-03","ESALQ","ESA","101275","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,"Coelho, R.L.G.","Lombardi, J.A.","5960.0","2004","03","09",NA,"Brasil","Minas Gerais","Santa Maria do Salto",NA,"-40.1493988037109","-16.2488994598389",NA,NA,"ESA101275",NA,NA,"ESA101275",NA,NA,"2014","24863","auto",NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-11-04 11:19:21-03","ESALQ","ESA","111868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,"Coelho, R.L.G.","Sucre, D. ; Soderstrom, T.","8935.0","1972","04","25",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim",NA,"-41.1128005981445","-20.8488998413086",NA,NA,"ESA111868",NA,NA,"ESA111868",NA,NA,"2014","35694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-11-04 11:19:21-03","ESALQ","ESA","111866","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,"Coelho, R.L.G.","Sucre, D. ; Soderstrom, T.","8988.0","1972","04","27",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim",NA,"-41.1128005981445","-20.8488998413086",NA,NA,"ESA111866",NA,NA,"ESA111866",NA,NA,"2014","35694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-12-20 21:19:23-03","UFV","VIC","11161","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk. ex S. Hoore","Coelho, R.L.S.","Silva, A.F. da; Capellari Jr.; L.","1533","1986","12","12",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.8800010681152","-23.1700000762939",NA,"Árvore de até 8m, botões florais jovens de cor verde, casca pêssego, lenho creme, súber liso.","VIC011161",NA,NA,"VIC011161",NA,NA,"2014","39297","auto","04","24",NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:44:58-03","UFJF","CESJ","240","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","R.L.G. Coelho","L. Krieger","CESJ240","1942","12","01","América do Sul","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"Árvore com flores verde-esbranquiçadas, frutos vermelhos comestíveis. Mato.","CESJ000240",NA,NA,NA,NA,NA,"2014","53584","auto","04","24",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:40:39-03","UNICAMP","UEC","53249","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, MS","Silva, AF; Capellari Jr, L","1533","1986","12","12",NA,"Brazil","São Paulo","São José dos Campos","Reserva florestal de boa vista","-45.8800010681152","-23.1700000762939",NA,"Árvore de até 8m, botões florais jovens de cor verde, casca pêssego, lenho creme, suber liso.","UEC159769",NA,NA,"UEC159769",NA,NA,"1997","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:40:39-03","UNICAMP","UEC","14291","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, MS","Handro, O","s.n.","1939","02","15",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Árvore pequena, com flores alvas.; Nativa.","UEC159768",NA,NA,"UEC159768",NA,NA,"2005","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-16 17:55:02-03","UCS","HUCS","4038","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Hatschbach, G.","Hatschbach, G.","51542","1987","10","22",NA,"Brasil","Mato Grosso do Sul","Antônio João","Descida para Campestre","-55.9474983215332","-22.1910991668701",NA,"Arbusto 3m, flores alvas.",NA,NA,NA,NA,NA,NA,NA,"38814","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 09:32:05-03","UFRRJ","RBR","34722","S","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","M.S. Ferrucci","A.F. Nunes","105","2010","11","27",NA,"Brasil","Rio de Janeiro","Tinguá","Engenheio Paulo de Frontin, Morro Azul do Tinguá, Estrada do Pau-ferro, Instituto Zoobotânico de Morro Azul, Trilha dos Quatis, trilha da mata, ponto 4, subindo lado esquerdo Reserva Biológica do Tinguá",NA,NA,NA,NA,"RBR00034722",NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 09:32:05-03","UFRRJ","RBR","36244","S","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","M.S. Ferrucci","M.G. Bovini","1949","2000","12","20",NA,"Brasil","Rio de Janeiro","Macaé","Distrito de Frade, estrada que vai até a trilha par ao pico. 22°13#?#00'W. Elev: 490m","-41.7868995666504","-22.3708000183105",NA,NA,"RBR00036244",NA,NA,NA,NA,NA,"2013","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:44:22-03","MBM","MBM","422938","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Barboza, E.","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","6258","2019","04","09","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Pedra do Rego, trilha","-41.172222","-20.301944",NA,"Árvore com 10 m de altura; frutos vermelhos.; Floresta Ombrófila Densa Montana.","MBM422938","1280","1280",NA,NA,NA,"2019",NA,NA,"06","26","-41.172222","-20.301944",NA,NA,NA,NA
"19","2020-12-21 16:44:22-03","MBM","MBM","237113","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, M.S.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","69129",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1347007751465","-20.3397006988525",NA,NA,"MBM237113",NA,NA,"MBM237113",NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:44:22-03","MBM","MBM","186054","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Ferrucci, M.S.","Silva, J.M.; Cruz, J.M.; Cruz, J.M.","1583",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Serra Miramirim","-49.0633010864258","-25.4416999816895",NA,NA,"MBM186054",NA,NA,"MBM186054",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-10-10 15:27:31-03","MNHN","RECOLNAT_MNHN_P","P02297126","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Bonpland, A.J.A.",NA,NA,NA,NA,NA,"nouvelle grenade",NA,NA,"Tulgo Voua-Voua [Crescit in umbrosis prope La Vega de S. Lorenzo et Almaguer (Regno Novo-Granatensi)]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297126' target='other'> <mi>dwc_moreinfo</mi></a>","P02297126","1200",NA,"P02297126_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"2081",NA,NA,NA
"22","2015-10-10 15:27:55-03","MNHN","RECOLNAT_MNHN_P","P02297127","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Bonpland, A.J.A.",NA,NA,NA,NA,NA,"nouvelle grenade",NA,NA,"Tulgo Voua-Voua [Crescit in umbrosis prope La Vega de S. Lorenzo et Almaguer (Regno Novo-Granatensi)]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297127' target='other'> <mi>dwc_moreinfo</mi></a>","P02297127","1200",NA,"P02297127_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"2081",NA,NA,NA
"23","2015-10-10 15:28:10-03","MNHN","RECOLNAT_MNHN_P","P02297128","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Bonpland, A.J.A.",NA,NA,NA,NA,NA,"nouvelle grenade",NA,NA,"Tulgo Voua-Voua [Crescit in umbrosis prope La Vega de S. Lorenzo et Almaguer (Regno Novo-Granatensi)]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297128' target='other'> <mi>dwc_moreinfo</mi></a>","P02297128","1200",NA,"P02297128_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"2081",NA,NA,NA
"24","2015-09-04 19:39:34-03","MNHN","RECOLNAT_MNHN_P","P05186870","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186870' target='other'> <mi>dwc_moreinfo</mi></a>","P05186870",NA,NA,"P05186870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4561",NA,NA,NA
"25","2015-09-04 19:39:34-03","MNHN","RECOLNAT_MNHN_P","P05186869","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Glaziou, A.",NA,"1869","2","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lagoa de Freitas.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05186869' target='other'> <mi>dwc_moreinfo</mi></a>","P05186869",NA,NA,"P05186869_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,"2951",NA,NA,NA
"26","2020-12-11 11:41:19-03","UFMG","BHCB","86684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5960","2004","03","09","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras., Trilha partindo da sede e indo até a divisa com a Bahia","-40.056139","-16.405194",NA,"Árvore ca. 6m, folíolos cartáceos, frutos imaturos verdes; Afloramento rochoso em meio à pasto, próximo à mata hidrófila","BHCB020956","755","776",NA,NA,NA,"2014",NA,NA,"06","05","-40.056139","-16.405194",NA,NA,NA,NA
"27","2020-12-11 11:41:19-03","UFMG","BHCB","91124","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Stehmann, JR; Lombardi, JA; Mota, RC da","4033","2005","02","21","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, Estrada para a divisa com a Bahia","-40.0435","-16.403361",NA,"Árvore, cerca de 6m de altura; No pasto, junto a afloramento rochoso","BHCB021118","763","847",NA,NA,NA,"2014",NA,NA,"06","05","-40.0435","-16.403361",NA,NA,NA,NA
"28","2020-12-11 11:41:19-03","UFMG","BHCB","22260","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Strier, KB","s.n.","1983","09","18","Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,"Árvore. Botões florais verdes muito pequenos; Floresta primária","BHCB021120",NA,NA,NA,NA,NA,"2014","49886","auto","06","05",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:41:19-03","UFMG","BHCB","12027","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Costa, LVC; et al.","198","1987","12","01","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,"Árvore, 19m. Frutos verdes; Mata atlântica","BHCB021109",NA,NA,NA,NA,NA,"2014","49886","auto","06","05",NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:41:19-03","UFMG","BHCB","6522","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Andrade, PM de; Lopes, MA","434","1984","09","27","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Árvore, com flores esverdeadas; Mata atlântica","BHCB021119",NA,NA,NA,NA,NA,"2014","49886","auto","06","05",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:41:19-03","UFMG","BHCB","6538","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Andrade, PM de; Lopes, MA","538","1984","11","22","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Arv, nº4276; Árvore, com frutos verdes; Mata atlântica","BHCB021110",NA,NA,NA,NA,NA,"2014","49886","auto","06","05",NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:41:19-03","UFMG","BHCB","7820","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Lopes, MA; Andrade, PM de","803","1985","11","11","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Árvore, 12m; flores claras; Mata atlântica","BHCB021105",NA,NA,NA,NA,NA,"2014","49886","auto","06","05",NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:41:19-03","UFMG","BHCB","41651","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Magalhães, GM","5585","1943","01","28","Southern America","Brasil","Minas Gerais","Itabira","Fazenda dos Coelhos.","-43.2268981933594","-19.6191997528076",NA,"Arbusto, 2 m; Mata em galeria","BHCB021000",NA,NA,NA,NA,NA,"2014","33779","auto","06","05",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:41:19-03","UFMG","BHCB","6532","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Andrade, PM de; Lopes, MA","143","1984","02","21","Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros. Jequitibá.","-42.1391983032227","-19.7896995544434",NA,"Árvore; Mata atlântica","BHCB021117",NA,NA,NA,NA,NA,"2014","49886","auto","06","05",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:41:19-03","UFMG","BHCB","70803","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","69129","1999","05","17","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da Torre de tv, Floresta atlântica do alto do morro.","-41.1347007751465","-20.3397006988525",NA,"Arvoreta 4m.",NA,NA,"1000",NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA
