"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber"
"49","2013-11-26 05:40:00-02","MO","MOBOT","3352612","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","S. M.","A. Carretero|Julia Gutiérrez R.|H. Huaylla|Ariel Lliully|R. León|E. Portal","Carretero 964","2003",NA,NA,"South America","Bolivia","Chuquisaca","Luis Calvo","Bosque Boliviano-Tucumana, ladera de una senda, presencia de Juglandaceas y Lauraceas. Entierrillos. Aproximadamente a 5 km de la escuela de Entierrillos, serrania del iñao.","-63.86666","-19.51666","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","3352928","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","H. Robinson","R. Kummrow","Kummrow 2436","1983",NA,NA,"South America","Brazil","Paraná",NA,"Fda. S. Ludovico (mun. Porto Amazonas).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","3353470","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","Y.L.R. Bromley","* BADCOCK","BADCOCK 741","1966",NA,NA,"South America","Bolivia","Santa Cruz",NA,"Km 100 c.b.- S. Cruz Rd. Open bush.",NA,NA,"9650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-08-21 21:06:00-03","MO","MOBOT","3353767","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","Harold Robinson","Ronaldo Wasum|et al.","Wasum 12251","1997",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Cacapava do Sul-Estrada para CTG Guarda. Em beira do caminho. Velha.",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2009-08-27 06:02:00-03","MO","MOBOT","3354046","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"Robert M. King|James C. Solomon","King 9643","1987","2","4","South America","Bolivia","Cochabamba",NA,"2 kms W of Villa General. Barrientis on road between Santa Cruz and Cochabamba (ca. 5 km W of the junction of road to Pocona).",NA,NA,"3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2011-12-27 15:01:00-02","MO","MOBOT","3354265","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","Samuel B. Jones","James West","West 8321","1937","2","10","South America","Bolivia","Tarija",NA,"Rincon de la Victoria, 15km. southwest of Tarija; steep, grass-and-brush slopes above wooded valley.",NA,NA,"2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2015-01-05 09:39:00-02","MO","MOBOT","3399264","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","J. Pruski (MO)","H. Huaylla|J. Alberto Peñaranda|E. Cervantes|J. Vedia","Huaylla 2341","2006","12","19","South America","Bolivia","Chuquisaca","Tomina","Bosque Tucumano-Boliviano en laderas y quebradas, bosque seco caducifolio en el fondo. Subiendo al Rosal camino hacia Padilla.","-64.1613889","-19.5277778","1647.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","595139","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","J. Pruski (MO)","Israel G. Vargas C.|E. Prado","Vargas Caballero 1312","1992","5","8","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Parque Nacional Amboró. Torresillas - Trayecto entre Estancia Las Abras y Laguna Brava. Bosques nublados con Podocarpus parlatorei, Weinmannia sp, Alnus acuminata y muchas epífitas. Disturbado por ganadería y las cumbres de cerros con especies de gramíneas y macollos de Puya sp.","-64.61666","-17.8","2500.00000000","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","133"
"57","2008-05-27 22:02:00-03","MO","MOBOT","1809445","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora","Mart. ex DC.","Samuel B. Jones","Robert M. King|Luther E. Bishop","King 7640","1978","2","5","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"2560.32000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2009-07-21 23:34:00-03","MO","MOBOT","2452738","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora","Mart. ex DC.","Dusén, P. K. H.","Per Dusén","Dusén 16014","1914","11","21","South America","Brazil","Paraná",NA,"Jaguariaiva. in campo inter Jaguariahyva app. et Julio de Castillo",NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-06-22 14:16:18-03","UNESP-IBILCE","SJRP","17676","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","Mart ex DC H Rob","H. Robinson","Cordeiro, J.",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Palmeira","córrego das antas","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Xilopodífera, flor lilás. campo limpo. seco.;",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"35166","auto",NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","3349091","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"J. Cordeiro & J. M. Silva","642","1989","10","11","South America","Brazil","Paraná",NA,"Corrego das Antas (mun. Palmeira) Parana",NA,NA,NA,NA,NA,NA,"US01630307","US01630307_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","1903437","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"M. Cárdenas","4032",NA,NA,NA,"South America","Argentina","Santa Cruz",NA,"Torrecillas, ner Comarapa, Vallegrande, Bolivia",NA,NA,"3000",NA,NA,NA,"US01630062",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","3298348","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"E. Saravia & A. Lopez","ES863","1994","1","25","South America - Neotropics","Bolivia","Cochabamba",NA,"Cochabamba, Prov. Mizque, sobre el camino Raqaypampa, Molinero",NA,NA,"2850",NA,NA,NA,"US01630305",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","3015875","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"R. Kummrow","2436","1983","11","18","South America","Brazil","Paraná",NA,"Rod. BR-277, Fda. S. Ludovico (mun. Porto Amazonas) Parana",NA,NA,NA,NA,NA,NA,"US01630302","US01630302_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","3422589","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"M. Nee","50645","1999","11","25","South America - Neotropics","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Caballero, 6.5 km (by air) N of Comarapa, on trail to Tinque Laguna","-64.53","-17.8583","2320",NA,NA,NA,"US01630301",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","3062677","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"R. M. King & J. C. Solomon","9643","1987","2","4","South America - Neotropics","Bolivia","Cochabamba",NA,"Cochabamba, 2 kms W of Villa General, Barrientis on road between Santa Cruz and Cochabamba (ca 5 km W of the junction of road to Pocona)",NA,NA,"3000",NA,NA,NA,"US01630065",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","3282534","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","59437","1993","9","19","South America","Brazil","Paraná",NA,"Serra das Furnas, Rio Lambari (mun. Pirai do Sul) Parana",NA,NA,NA,NA,NA,NA,"US01630308","US01630308_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","2830982","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"R. M. King & L. E. Bishop","7640A","1978","2","5","South America - Neotropics","Bolivia","Santa Cruz",NA,"Bolivianae, Department of Santa Cruz, 13 km from Comarapa on the road to Cochabamba",NA,NA,"2560",NA,NA,NA,"US01630057","US01630057_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","3311904","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"J. Teran, J. Anibarro & M. Serrano","550",NA,NA,NA,"South America - Neotropics","Bolivia","Chuquisaca",NA,"Dpto. Chuquisaca, prov. B. Boeto,, Cmdad, Ovejeros 4 km sl NE de la Localidad de V. Serrano","-64.3225","-19.1183","2200",NA,NA,NA,"US01630061",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","3321246","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"I. Vargas C.","880","1990","12","29","South America - Neotropics","Bolivia","Santa Cruz",NA,"Prov. Vallegrande, Tramo entre El Zapallar-Pujio, Ubicado a 15 km al S de Pucara (linea recta)","-64.17","-18.9","2000",NA,NA,NA,"US01630060",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","1280345","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"P. K. Dusén","16014","1914","11","21","South America","Brazil","Paraná",NA,"Brasilienses, Parana, inter Jaguariahyva at Julia de Castillo, in campo [interpreted]",NA,NA,NA,NA,NA,NA,"US01630311","US01630311_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","3389034","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"M. Mercado","2061","1999","2","19","South America - Neotropics","Bolivia","Cochabamba",NA,"Cochabamba, provincia Mizque, Proximidades a la comunidad de coto-coto",NA,NA,NA,NA,NA,NA,"US01630303",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","3365743","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"R. Wasum & et al.","12251","1997","12","12","South America","Brazil","Rio Grande do Sul",NA,"RS, Cacapava do Sul, estrada para CTG Guarda Velha",NA,NA,"300",NA,NA,NA,"US01630304","US01630304_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","3357357","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"M. Nee","46655","1995","12","31","South America - Neotropics","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Caballero, 3 km (by dirt road) NE of Abra de Quine (Quinal on some maps)","-64.325","-18.07","2150","2250",NA,NA,"US01630059","US01630059_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","2429628","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"M. Cárdenas","6073",NA,NA,NA,"South America - Neotropics","Bolivia","Santa Cruz",NA,"Torrecillas, Sta. Cruz",NA,NA,"2300",NA,NA,NA,"US01630056",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","2850803","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"G. Hatschbach","37116","1975","9","19","South America","Brazil","Paraná",NA,"Serra do Mouambo, 3 km O (mun. Senges) Parana [interpreted]",NA,NA,NA,NA,NA,NA,"US01630309","US01630309_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","2827686","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"R. M. King & L. E. Bishop","7640","1978","2","5","South America - Neotropics","Bolivia","Santa Cruz",NA,"Bolivianae, Department of Santa Cruz, 13 kms from Comarapa, on road to Cochabamba",NA,NA,"2560",NA,NA,NA,"US01630058",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","3282535","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"G. Hatschbach & E. L. Barbosa","59643","1993","10","19","South America","Brazil","Paraná",NA,"Rodovia Castro-Tibagi, km 24 (mun. Tibagi) Parana",NA,NA,NA,NA,NA,NA,"US01630300","US01630300_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1473932","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"P. K. Dusén","16014","1914","11","21","South America","Brazil","Paraná",NA,"Brasilienses, Parana, in campo inter Jaguariahyva opp, et Julio de Castillo silo",NA,NA,"750",NA,NA,NA,"US01630310","US01630310_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","3015876","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"R. Kummrow","2438","1983","11","18","South America","Brazil","Paraná",NA,"BR-277 (mun. Porto Amazonas) Parana",NA,NA,NA,NA,NA,NA,"US01630306","US01630306_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","2027202","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"M. Cárdenas","4671",NA,NA,NA,"South America - Neotropics","Bolivia","Cochabamba",NA,"Iope Mendoza (Totora), Cochabamba, Bolivia",NA,NA,"3000",NA,NA,NA,"US01630064",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2250730","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"Herbarium Cardenasianum","5193",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,"El Fuente, Samaipata, Sta. Cruz,",NA,NA,"1900",NA,NA,NA,"US01630063","US01630063_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"82","2019-10-07 09:11:36-03","UEFS","HUEFS","173773","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.",NA,"Silva, J.M.","7639","2010","11","27",NA,"Brasil","Paraná","Ponta Grossa","Itaiacoca.","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Campo Graminoso.","HUEFS0173773","HUEFS0173773",NA,NA,NA,"Asteranae",NA,NA,NA,"46557","auto",NA,NA,NA
"83","2018-04-04 16:25:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus",NA,"RRC ID Flag","I. G. Vargas C.","3247",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"3247"
"84","2019-06-11 13:52:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus",NA,"RRC ID Flag","I. G. Vargas C.","1312","1992","5","8","South America","Bolivia","Santa Cruz",NA,NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"1312"
"85","2019-09-04 19:58:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"86","2019-01-25 15:34:01-02","IAC","IAC","20629","S","Plantae",NA,NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora","Mart.","H.F. Leitão Filho","N. Mazzaro","12","1969","03","02",NA,"Brasil","São Paulo","Itapeva",NA,"-48.8756","-23.9822",NA,NA,NA,NA,NA,NA,"1969","-48.8756","-23.9822",NA,"05","01",NA,NA,NA,NA,NA,NA
"87","2019-07-02 15:55:02-03","UEM","HUEM","24523","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","J.N.Nakajima","C.H.Voltolini","36","2014","12","05",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.000578","-25.239622",NA,NA,NA,"Flor coloração lilás.","HUEM000001534","HUEM000001534","2015","-50.000578","-25.239622",NA,"02","24",NA,NA,NA,NA,NA,NA
"88","2020-11-04 17:28:38-03","UEM","HUEM","24646","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","J.N.Nakajima","Souza, LA; col.","229","2014","11","05",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, base","-50.044722","-25.222694",NA,NA,NA,"Herbácea; inflorescência coloração roxa.","HUEM000001533","HUEM000001533","2015","-50.044722","-25.222694",NA,"08",NA,NA,NA,NA,NA,NA,NA
"89","2020-11-12 16:58:23-03","UEL","FUEL","54494","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","Gaio, J","Gonzatti, F","1594","2015","01","29",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","Guarda Vermelha","-53.376944","-30.690833","180","180",NA,NA,"FUEL017174",NA,"2015","-53.376944","-30.690833",NA,"05","18",NA,NA,NA,NA,NA,NA
"90","2020-11-12 16:58:23-03","UEL","FUEL","39053","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","Dematteis, M","Silva, JM; et al.","3873","2003","11","04",NA,"Brasil","Paraná","Ponta Grossa","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"FUEL017175",NA,"2004",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"91","2019-05-06 11:53:29-03","UFU","HUFU","70922","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","Nakajima, J.N.","Souza, L.A.; col.","229","2014","11","05",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.044722","-25.222778",NA,NA,NA,"Herbácea; inflorescência coloração roxa.","HUFU00047140","HUFU00047140","2015","-50.044722","-25.222778",NA,"08",NA,NA,NA,NA,NA,NA,NA
"92","2020-08-20 14:55:11-03","UFSC","FLOR","27552","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.",NA,"Cordeiro, J.; Silva, J.M.","642","1989","10","11",NA,"Brasil","Paraná","Palmeira","Córrego das Antas.","-50.0064010620117","-25.4293994903564",NA,NA,NA,"xilopodífero, flor lilás","FLOR0027552",NA,"2015",NA,NA,NA,"05","20",NA,"35166","auto",NA,NA,NA
"93","2021-03-04 15:42:34-03","IF","SPSF","36880","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","((H. Rob.)) (Mart. ex DC.)","M.Dematteis","J.M.Silva & E.Barbosa & C.B.Poliquesi","4485","2005","11","10","América do Sul","Brasil","PR","Palmeira","fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: campo limpo, seco&nf;;",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"35166","auto",NA,NA,NA
"94","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora","Mart. ex DC.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis editis prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"P06P2N0008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora","Mart. ex DC.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis editis prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"P06P2N0008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:38:44-03","UFRGS","ICN","019675","S","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora","Mart. ex DC.",NA,"Hoehne; Gehrt","s.n.","1936","10","20","América do Sul","Brasil","SP","Santo Ângelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2014-09-23 11:01:11-03","G","G-DC","G00327220","S","Plantae",NA,NA,"Asteraceae","Vernonia","asteriflora","Vernonia asteriflora","DC.","CAT.HERB.PRODR.","Martius, C. F. P.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00327220",NA,"2013","-45.44222222","-18.78777778",NA,"01","01",NA,NA,NA,"ISOTYPUS of Vernonia asteriflora DC.",NA,NA
"98","2019-11-21 10:00:51-03","IBt","SP","36576","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","Simão Bianchini, R","Hoehne, FC; Gehrt, A","s.n.","1936","10","20",NA,"Brasil","São Paulo",NA,"Santo Angelo",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"04","14",NA,NA,NA,NA,NA,NA
"99","2021-01-07 09:33:27-03","IBt","SP","402615","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","Puglia, B","Arbo, MM; Schinini, A; Lozaiga de Castro, N; Zapater, MA","9107","2005","12","05","Southern America","Argentina","Salta","Santa Victoria","Ruta 40,5 km de Los Toldos hacia Lípeo",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"04","17",NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:00:51-03","IBt","SP","6064","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H.Rob.","Simão Bianchini, R; Souza-Buturi, FO","Brade, AC","6660","1913","11","09",NA,"Brasil","São Paulo",NA,"Entre Osasco e Butantã",NA,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,"01","07",NA,NA,NA,NA,NA,NA
