"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","dayIdentified","coordinatePrecision","geoFlag","individualCount","preparationType","order","class"
"11","2020-12-21 16:38:35-03","MBM","MBM","49988","PreservedSpecimen","Plantae",NA,"Orchidaceae","Masdevallia","liliputiana","Masdevallia liliputiana","Cogn.","Pabst, G.",NA,NA,"Hatschbach, G.","2585","1951","12","23","Southern America","Brazil","Paraná","Lapa","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,"MBM049988",NA,NA,"MBM049988",NA,"49965","auto",NA,NA,NA,NA
"12","2020-12-21 16:38:35-03","MBM","MBM","2151","PreservedSpecimen","Plantae",NA,"Orchidaceae","Masdevallia","liliputiana","Masdevallia liliputiana","Cogn.","Pabst, G.",NA,NA,"Hatschbach, G.","15560","1966","12","27","Southern America","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM002151",NA,NA,"MBM002151",NA,"55154","auto",NA,NA,NA,NA
"13","2021-02-11 17:20:55-03","UFPR","UPCB","85491","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","liliputiana","Dryadella liliputiana","(Cogn.) Luer","Smidt, E.C.",NA,NA,"Klein, J.","42",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA
"14","2021-02-11 17:20:55-03","UFPR","UPCB","67658","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W.S.","2009","10","Mancinelli, W.S.","1006a","2009","09","26",NA,"Brasil","Paraná","Balsa Nova","São Luis do Purunã, Morro do Cristo. Campos Gerais.","-49.633333","-25.466667","-49.633333","-25.466667","Epífita, ocorrente na orla da mata. Flor amarelada..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-11 17:20:55-03","UFPR","UPCB","91621","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Costa, A.C.",NA,NA,"Costa, A.C.",NA,"2014","12","02",NA,"Brasil","Paraná","Faxinal do Céu","Pinhão",NA,NA,NA,NA,"Forófito: Ilex paraguariensis; 4m de alt. Acima do solo; exposto ao sol; muito encontrada em araucária..","UPCB0035820",NA,NA,"UPCB0035820",NA,NA,NA,NA,NA,NA,NA
"16","2021-02-11 17:20:55-03","UFPR","UPCB","67318","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W.S.","2009","11","Mancinelli, W.S.","1065","2009","11","17",NA,"Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,"Epífita, flores brancas com pintas púrpuras..",NA,NA,NA,NA,"17","26641","auto",NA,NA,NA,NA
"17","2021-02-11 17:20:55-03","UFPR","UPCB","59899","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Kersten, R.","2004","08","Kersten, R.","914","2004","08","12",NA,"Brasil","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799",NA,NA,"Epífita, sépalas verdes salpicadas de vinho, principalmente a superior, sépalas muito maiores que as pétalas, alargadas na base e muito estreitas no ápice..",NA,NA,NA,NA,"12","22732","auto",NA,NA,NA,NA
"18","2021-02-11 17:20:55-03","UFPR","UPCB","71665","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Smidt, E.C.","2010","11","Smidt, E.C.","1010","2010","11",NA,NA,"Brasil","Paraná","Curitiba","Bosque do Trabalhador","-49.2731018066406","-25.4277992248535",NA,NA,"Foto e banco de DNA..",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"19","2021-02-11 17:20:55-03","UFPR","UPCB","63287","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Baptista, D.H.","2007","03","Bonnet, A.","1030118","2007","02","26",NA,"Brasil","Paraná","General Carneiro","Floresta Ombrófila Mista.","-51.315601348877","-26.4274997711182",NA,NA,"Engenheiro Bley..",NA,"1030","1030",NA,"15","33284","auto",NA,NA,NA,NA
"20","2021-02-11 17:20:55-03","UFPR","UPCB","85491","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","liliputiana","Dryadella liliputiana","(Cogn.) Luer","Smidt, E.C.",NA,NA,"Klein, J.","42",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA
"21","2021-02-11 17:20:55-03","UFPR","UPCB","67658","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W.S.","2009","10","Mancinelli, W.S.","1006a","2009","09","26",NA,"Brasil","Paraná","Balsa Nova","São Luis do Purunã, Morro do Cristo. Campos Gerais.","-49.633333","-25.466667","-49.633333","-25.466667","Epífita, ocorrente na orla da mata. Flor amarelada..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:20:55-03","UFPR","UPCB","91621","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Costa, A.C.",NA,NA,"Costa, A.C.",NA,"2014","12","02",NA,"Brasil","Paraná","Faxinal do Céu","Pinhão",NA,NA,NA,NA,"Forófito: Ilex paraguariensis; 4m de alt. Acima do solo; exposto ao sol; muito encontrada em araucária..","UPCB0035820",NA,NA,"UPCB0035820",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:20:55-03","UFPR","UPCB","67318","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W.S.","2009","11","Mancinelli, W.S.","1065","2009","11","17",NA,"Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,"Epífita, flores brancas com pintas púrpuras..",NA,NA,NA,NA,"17","26641","auto",NA,NA,NA,NA
"24","2021-02-11 17:20:55-03","UFPR","UPCB","59899","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Kersten, R.","2004","08","Kersten, R.","914","2004","08","12",NA,"Brasil","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799",NA,NA,"Epífita, sépalas verdes salpicadas de vinho, principalmente a superior, sépalas muito maiores que as pétalas, alargadas na base e muito estreitas no ápice..",NA,NA,NA,NA,"12","22732","auto",NA,NA,NA,NA
"25","2021-02-11 17:20:55-03","UFPR","UPCB","71665","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Smidt, E.C.","2010","11","Smidt, E.C.","1010","2010","11",NA,NA,"Brasil","Paraná","Curitiba","Bosque do Trabalhador","-49.2731018066406","-25.4277992248535",NA,NA,"Foto e banco de DNA..",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"26","2021-02-11 17:20:55-03","UFPR","UPCB","63287","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Baptista, D.H.","2007","03","Bonnet, A.","1030118","2007","02","26",NA,"Brasil","Paraná","General Carneiro","Floresta Ombrófila Mista.","-51.315601348877","-26.4274997711182",NA,NA,"Engenheiro Bley..",NA,"1030","1030",NA,"15","33284","auto",NA,NA,NA,NA
"27","2012-11-05 14:49:00-02","MO","MOBOT","100539360","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 13805",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"28","2012-11-05 14:51:00-02","MO","MOBOT","100539362","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 14469","1989","11","24","South America","Brazil","São Paulo",NA,"San Francisco do Sul, Cerro de Montiguria (sp?).",NA,NA,NA,NA,NA,NA,"1700.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA
"29","2012-11-05 14:56:00-02","MO","MOBOT","100539366","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 14502","1989","11","30","South America","Brazil","Rio de Janeiro",NA,"Near Petropolis.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2012-11-05 14:58:00-02","MO","MOBOT","100539367","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 16266","1992","5","22","South America","Brazil",NA,NA,"Without collection data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"31","2008-10-18 03:32:00-03","MO","MOBOT","3499264","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer|et al.","Luer 5065",NA,NA,NA,"South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2012-11-05 14:49:00-02","MO","MOBOT","100539360","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 13805",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"33","2012-11-05 14:51:00-02","MO","MOBOT","100539362","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 14469","1989","11","24","South America","Brazil","São Paulo",NA,"San Francisco do Sul, Cerro de Montiguria (sp?).",NA,NA,NA,NA,NA,NA,"1700.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2012-11-05 14:56:00-02","MO","MOBOT","100539366","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 14502","1989","11","30","South America","Brazil","Rio de Janeiro",NA,"Near Petropolis.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2012-11-05 14:58:00-02","MO","MOBOT","100539367","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer","Luer 16266","1992","5","22","South America","Brazil",NA,NA,"Without collection data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2008-10-18 03:32:00-03","MO","MOBOT","3499264","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer",NA,NA,NA,"Carl A. Luer|et al.","Luer 5065",NA,NA,NA,"South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-02 16:34:44-03","Cenargen","CEN","36091","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","cf. lilliputiana","Dryadella cf. lilliputiana","(Cogn.) Luer","J. A. N. Batista & L. B. Bianchetti","2000","11","Zenilton de Jesus Gayoso Miranda","39","2000","11","15",NA,"Brasil","GO","ANAPOLIS",NA,"-48.9528007507324","-16.3267002105713",NA,NA,"Folhas verdes, carnosas. Em plena floração (em cultivo). Sépala dorsal verde clara com pontos vinosos que acompanham os três feixes vasculaes principais e pontos vinosos esparsos nas bordas. Nas sépalas laterias os pontos assumem a forma de três linhas contínuas e que se fundem para o ápice, tornando-se mais claras. As bordas também com pontos e manchas vinosas sobre fundo verde-claro. Calo na base das sépalas laterias vinoso. Pétalas com fundo verde-claro, com uma linha centro-longitudinal e as bordas vinosas. Labelo com a base vinosa, do meio para o ápice marrom-vinoso claro. Obs: planta coletada no local e mantida em cultivo em Brasília até a data da floração. A princípio, esta é a primeira coleta do gênero para o estado de Goiás.","CEN00036091",NA,NA,"CEN00036091",NA,"31830","auto","1","Exsicatas",NA,NA
"38","2020-09-02 16:34:44-03","Cenargen","CEN","36091","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","cf. lilliputiana","Dryadella cf. lilliputiana","(Cogn.) Luer","J. A. N. Batista & L. B. Bianchetti","2000","11","Zenilton de Jesus Gayoso Miranda","39","2000","11","15",NA,"Brasil","GO","ANAPOLIS",NA,"-48.9528007507324","-16.3267002105713",NA,NA,"Folhas verdes, carnosas. Em plena floração (em cultivo). Sépala dorsal verde clara com pontos vinosos que acompanham os três feixes vasculaes principais e pontos vinosos esparsos nas bordas. Nas sépalas laterias os pontos assumem a forma de três linhas contínuas e que se fundem para o ápice, tornando-se mais claras. As bordas também com pontos e manchas vinosas sobre fundo verde-claro. Calo na base das sépalas laterias vinoso. Pétalas com fundo verde-claro, com uma linha centro-longitudinal e as bordas vinosas. Labelo com a base vinosa, do meio para o ápice marrom-vinoso claro. Obs: planta coletada no local e mantida em cultivo em Brasília até a data da floração. A princípio, esta é a primeira coleta do gênero para o estado de Goiás.","CEN00036091",NA,NA,"CEN00036091",NA,"31830","auto","1","Exsicatas",NA,NA
"39","2021-03-25 13:53:02-03","UNIVILLE","JOI","16830","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","MANCINELLI, W.S.","2016","03","BILK, K.D.; CRUZ DE LIMA; A.R.; MANCINELLI, W.S.; PAGANI, A.","238","2016","03","24",NA,"Brasil","Santa Catarina","Joinville","Fazenda ABAETE. Área de Proteção Ambiental da Serra Dona Francisca","-49.126667","-26.180556","49º7'36''W","26º10'50''S","epífita","JOI016830","750","750",NA,"24",NA,NA,NA,NA,NA,NA
"40","2021-03-25 13:53:02-03","UNIVILLE","JOI","16142","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W. S.","2013","12","Mancinelli, W.S.",NA,"2013","12","20",NA,"Brasil","Santa Catarina","Joinville","Serra Queimada.","-48.8456001281738","-26.3043994903564",NA,NA,"Número de coleta: 1458-F; HABITO: Epífita; TIPO VEGETACIONAL: Mata de Araucária","JOI016142","1000","1000",NA,"20","37150","auto",NA,NA,NA,NA
"41","2021-03-25 13:53:02-03","UNIVILLE","JOI","14624","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W. S.","2011","02","Mancinelli, W.S.","1424","2011","02","22",NA,"Brasil","Santa Catarina","Porto União","Santa Cruz do Timbó.","-51.0783004760742","-26.2381000518799",NA,NA,"Rio dos Pardos; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Mista","JOI014624",NA,NA,NA,"22","41804","auto",NA,NA,NA,NA
"42","2021-03-25 13:53:02-03","UNIVILLE","JOI","16830","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","MANCINELLI, W.S.","2016","03","BILK, K.D.; CRUZ DE LIMA; A.R.; MANCINELLI, W.S.; PAGANI, A.","238","2016","03","24",NA,"Brasil","Santa Catarina","Joinville","Fazenda ABAETE. Área de Proteção Ambiental da Serra Dona Francisca","-49.126667","-26.180556","49º7'36''W","26º10'50''S","epífita","JOI016830","750","750",NA,"24",NA,NA,NA,NA,NA,NA
"43","2021-03-25 13:53:02-03","UNIVILLE","JOI","16142","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W. S.","2013","12","Mancinelli, W.S.",NA,"2013","12","20",NA,"Brasil","Santa Catarina","Joinville","Serra Queimada.","-48.8456001281738","-26.3043994903564",NA,NA,"Número de coleta: 1458-F; HABITO: Epífita; TIPO VEGETACIONAL: Mata de Araucária","JOI016142","1000","1000",NA,"20","37150","auto",NA,NA,NA,NA
"44","2021-03-25 13:53:02-03","UNIVILLE","JOI","14624","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Mancinelli, W. S.","2011","02","Mancinelli, W.S.","1424","2011","02","22",NA,"Brasil","Santa Catarina","Porto União","Santa Cruz do Timbó.","-51.0783004760742","-26.2381000518799",NA,NA,"Rio dos Pardos; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Mista","JOI014624",NA,NA,NA,"22","41804","auto",NA,NA,NA,NA
"45","2019-11-13 16:04:56-03","UNISANTA","HUSC","11484","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Daniela Imig","2015",NA,"Art, J.","s.n.","2015",NA,NA,NA,"Brasil","Minas Gerais","São Thomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,NA,"fotografada",NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA
"46","2019-11-13 16:04:56-03","UNISANTA","HUSC","11484","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Daniela Imig","2015",NA,"Art, J.","s.n.","2015",NA,NA,NA,"Brasil","Minas Gerais","São Thomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,NA,"fotografada",NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA
"47","2020-11-04 17:30:10-03","UEM","HUEM","29764","S","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Costa, AC",NA,NA,"Costa, AC","s.n.","2014","12","02",NA,"Brasil","Paraná","Pinhão","Faxinal do Céu","-51.6596984863281","-25.6956005096436",NA,NA,"Forófito: Ilex paraguariensis; 4m de alt. acima do solo; exposta ao sol; muito encontrada em araucária.","HUEM000016479",NA,NA,"HUEM000016479",NA,"37408","auto",NA,NA,NA,NA
"48","2020-11-04 17:30:10-03","UEM","HUEM","29764","S","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Costa, AC",NA,NA,"Costa, AC","s.n.","2014","12","02",NA,"Brasil","Paraná","Pinhão","Faxinal do Céu","-51.6596984863281","-25.6956005096436",NA,NA,"Forófito: Ilex paraguariensis; 4m de alt. acima do solo; exposta ao sol; muito encontrada em araucária.","HUEM000016479",NA,NA,"HUEM000016479",NA,"37408","auto",NA,NA,NA,NA
"49","2020-08-20 20:37:53-03","UFSC","FLOR","44243","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Matos, J.Z. de","2007",NA,"Matos, J.Z. de","29","2006","11","17",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz","Trilhas do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,"epífito, flor creme com pintas vinho","FLOR0044243",NA,NA,NA,NA,"22435","auto",NA,NA,"Asparagales",NA
"50","2020-08-20 20:37:53-03","UFSC","FLOR","44243","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","Matos, J.Z. de","2007",NA,"Matos, J.Z. de","29","2006","11","17",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz","Trilhas do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,"epífito, flor creme com pintas vinho","FLOR0044243",NA,NA,NA,NA,"22435","auto",NA,NA,"Asparagales",NA
