"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","fieldNumber","individualCount","dayIdentified"
"48","2021-03-03 13:56:06-03","UFF","NIT","NIT422","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","J. Garcia","73","2012","03","31",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"NIT00000421",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"49","2020-11-18 11:39:39-03","UERJ","HRJ","12034","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A. St.-Hil. & Tul.) R.E. Fr.","?","s.n.","2010","06","03",NA,"Brasil","Rio de Janeiro","Paraty","Estrada Paraty - Cunha.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"HRJ00012444",NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2270790","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil. & Tul.","L. Emygdio de Mello Filho","1259","1957","2","12","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca. Serra da Carioca","-43.2075004577637","-22.9027996063232",NA,NA,NA,"US01347217","US01347217_01",NA,NA,NA,NA,"Dicotyledonae",NA,"57442","auto",NA,NA,NA,NA,"1",NA
"51","2020-09-02 16:19:39-03","Cenargen","CEN","111768","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","T. Fernandes","384","2018","10","22",NA,"Brasil","ES","CASTELO","Fazenda Santa Clara, estrada que corta a mata, nos arredores do PE Forno Grande.","-41.066388","-20.506111","1100","Exsicatas","Folhas levemente discolores. Material prensado em álcool. Material adicional armazenado em sílica gel. Doação jardim Botânico do Rio de Janeiro RB 781536","CEN00111768","CEN00111768",NA,"-41.066388","-20.506111","1100",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2020-09-02 16:19:39-03","Cenargen","CEN","79235","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","André Marcio Araújo Amorim - RB","7797","2009","04","09",NA,"Brasil","ES","CASTELO","Parque Estadual do Forno Grande, entorno do alojamento em fragmentos de floresta ombrófila densa montana.","-41.075","-20.519444","1100","Exsicatas","Duplicatas: MBML, CEPEC, UPCB. Doação do Jardim Botânico do Rio de Janeiro, RB- 487071","CEN00079235","CEN00079235",NA,"-41.075","-20.519444","1100",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2019-11-13 11:14:35-03","USP","SPF","213073","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Kollmann, L","11519","2009","04","09",NA,"Brasil","Espírito Santo","Castelo",NA,"-41.075","-20.522222","1113",NA,NA,"SPF00213073",NA,"Lopes, JC","-41.075","-20.522222","1113",NA,NA,NA,NA,NA,"2019","02",NA,NA,NA
"54","2019-11-13 11:14:35-03","USP","SPF","213090","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Kollmann, L","10285","2008","01","18",NA,"Brasil","Espírito Santo","Vargem Alta",NA,"-41.0069007873535","-20.6714000701904",NA,NA,NA,"SPF00213090",NA,"Lopes, JC",NA,NA,NA,NA,NA,"27188","auto",NA,"2012",NA,NA,NA,NA
"55","2019-06-11 12:44:59-03","F","FMNH-SEEDPLANTS","V0232263F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia",NA,"S. Pessôa","132","1986","11","25","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,"V0232263F","V0232263F_01 V0232263F_02","RRC ID Flag",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"132",NA,NA
"56","2019-09-04 18:24:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","lanceolata","Rollinia lanceolata",NA,"A. Glaziou","16691",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Syntype",NA,NA,NA,NA,NA
"57","2019-09-04 20:06:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","lanceolata","Rollinia lanceolata",NA,"A. Glaziou","13509",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA
"58","2019-09-04 18:09:58-03","F","FMNH-SEEDPLANTS","V0047912F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","lanceolata","Rollinia lanceolata",NA,"A. Glaziou","16691",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0047912F","V0047912F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA
"59","2019-09-04 20:06:41-03","F","FMNH-SEEDPLANTS","V0047913F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","lanceolata","Rollinia lanceolata",NA,"A. Glaziou","16691",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0047913F","V0047913F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA
"60","2019-09-04 18:23:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","warmingii","Rollinia warmingii",NA,"A. Glaziou","6079",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Syntype",NA,NA,NA,NA,NA
"61","2019-09-04 19:06:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia",NA,"A. Glaziou","6079",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-03-07 09:27:50-03","F","FMNH-SEEDPLANTS","V0244083F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0244083F","V0244083F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-23 11:56:59-03","CEPLAC","CEPEC","131395","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia",NA,"R. C. Forzza","5352","2008","10","16",NA,"Brasil","Espírito Santo","castelo","Localidade Balança.","-41.101667","-20.526944",NA,NA,NA,NA,NA,"H. Rainer","41W6'6","20S31'37",NA,NA,"27/01/2014",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-07-23 11:56:59-03","CEPLAC","CEPEC","131835","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia",NA,"L. Kollmann","11519","2009","04","09",NA,"Brasil","Espírito Santo","castelo","Sem informação.","-41.075","-20.5175",NA,NA,NA,NA,NA,"H. Rainer","41W4'30","20S31'3",NA,NA,"27/01/2014",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-23 11:56:59-03","CEPLAC","CEPEC","139787","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia",NA,"R. Goldenberg","1425","2009","04","09",NA,"Brasil","Espírito Santo","castelo","Parque Estadual do Forno Grande. Grota próxima à sede.","-41.088611","-20.511944",NA,NA,NA,NA,NA,"H. Rainer","41W5'19","20S30'43",NA,NA,"27/01/2014",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-23 11:57:10-03","CEPLAC","CEPEC","61428","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia",NA,"S. V. A. Pessoa","132","1986","11","25",NA,"Brasil","Rio de Janeiro","nova friburgo","Res. ecol. Mun. de Macae de Cima, marg. Rio das Flores.","-42.05","-22",NA,NA,NA,NA,NA,"S. V. A. Pessoa","42W3'","22S0'",NA,NA,"30/12/1986",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-07-23 11:57:10-03","CEPLAC","CEPEC","136828","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia",NA,"C. M. Vieira","24",NA,NA,NA,NA,"Brasil","Rio de Janeiro","nova friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"B. C. Kurtz",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"68","2019-11-21 09:58:17-03","IBt","SP","266121","S","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Pessoa, SVA; et al.","132","1986","11","25",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Margem do Rio das Flores","-42.05","-22",NA,NA,NA,"SP007119","SP007119","Mamede, MCH","-42.05","-22",NA,NA,NA,NA,NA,NA,"2012","04",NA,NA,NA
"69","2019-11-21 09:58:17-03","IBt","SP","1603","S","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Hoehne, FC","s.n.","1918","03","04",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"SP010158","SP010158","Mamede, MCH",NA,NA,NA,NA,NA,"27258","auto",NA,"2012",NA,NA,NA,NA
"70","2015-09-05 07:46:11-03","UM","RECOLNAT_UM_MPU","MPU012434","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","lanceolata","Rollinia lanceolata","R.E.Fr.","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu012434' target='other'> <mi>dwc_moreinfo</mi></a>","MPU012434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,NA,"13509",NA,NA
"71","2016-01-19 10:28:03-02","UM","RECOLNAT_UM_MPU","MPU010758","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","warmingii","Rollinia warmingii","R.E.Fr.","Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Tiguca de Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu010758' target='other'> <mi>dwc_moreinfo</mi></a>","MPU010758","MPU010758_01",NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA
"72","2014-09-23 10:56:40-03","G","G","G00226063","S","Plantae",NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A. St.-Hil. & Tul.) R. E. Fr.","Glaziou, A. F. M.","13509","1889",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=195576&base=img&lang=en","G00226063","G00226063","Maas, P. J. M. & L. Y. T. Westra","-42.9125","-22.48222222",NA,NA,NA,NA,NA,"ISOLECTOTYPUS of Rollinia lanceolata R. E. Fr.","1988","01",NA,NA,"01"
