"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","typeStatus","fieldNumber","relatedCatalogItem"
"15","2021-03-15 16:37:00-03","NY","NYBG","639026","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","I. Cordeiro","W. Ganev","2297","1993","10","23","South America","Brazil","Bahia","Abaíra","Jambeiro, Belo Horizonte","-41.87","-13.3","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639026","NY00639026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","639024","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","I. Cordeiro","R. M. Harley","H50885","1992","03","05","South America","Brazil","Bahia","Abaíra","Bem Querer","-41.88","-13.27","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639024","NY00639024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1027051","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","R. Riina","G. G. Hatschbach","35962","1975","02","09","South America","Brazil","Mato Grosso do Sul","Rio Verde de Mato Grosso","Serra da Pimenteira.","-54.8442","-18.9183",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027051","NY01027051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1018721","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","I. Cordeiro","R. M. Harley","51205","1992","01","08","South America","Brazil","Bahia","Abaíra","Tijuquinho","-41.9","-13.27","1650","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262115' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018721","NY01018721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","685104","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","G. L. Webster","S. A. Mori","13499","1980","03","21","South America","Brazil","Bahia","Rio de Contas","Serra das Almas. A 5 km ao NW de Rio de Contas.`","-41.8114","-13.5792","1000","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685104","NY00685104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02431386","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.",NA,"G. G. Hatschbach","56790","1992","04","07","South America","Brazil","Bahia","Rio de Contas","Mato Grosso. Campo rupestre, afloramentos rochosos.","-41.8114013671875","-13.5789003372192","1300.00","1300.00","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968485' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431386","NY02431386_01","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:43:56-03","UNEB","HUNEB","7971","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & Hoffm.",NA,"Guedes, M.L.","7471","2000","10","09",NA,"Brasil","Bahia","Lençóis","Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"HUNEB0007971",NA,"47385","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:14:17-03","UFBA","ALCB","037538","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML","Bautista, HP; Harley, RM; Hind, DJN; Smith, S","PCD&nf;3651","1996","07","15","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Pedra Redonda, entre o rio Preto e o rio Paraguaçu","-41.4075","-12.95","1070","1070",NA,"1,60 m, pegajoso, totalmente piloso, caule castanho, ramos verde-amarelados. Folhas cinzentas. Infloresc~encia com raqui verde; flores femininas senescentes;asculinas de cálice vreme, corola alva; estames alvos. Frutos imaturos com cá","ALCB052000","ALCB052000",NA,NA,NA,"-41.4075","-12.95",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:14:17-03","UFBA","ALCB","037589","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML","Hind, DJN; Bautista, HP; Queiroz, LP de; M.M. da Silva","PCD&nf;3977","1996","11","03","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Sopé da Serra de Santana","-41.766111","-13.149167","1180","1180",NA,"ca. 1,0 m, pouco ramificado, revestido de tricomas glanduloso-viscoso com cabeça. Folhas membranáceas, face abaxial cinérea. Flores femininas com tépalas brancas, ramos do estilete brancos; flores masculinas em botão.","ALCB051999","ALCB051999",NA,NA,NA,"-41.766111","-13.149167",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:14:17-03","UFBA","ALCB","038803","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML; Cordeiro, I","Giulietti, AM; Stam, G; Guedes, ML; Bautista, HP","PCD889","1994","09","28","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha, Serra do Brejão","-41.441389","-12.464444","640","640",NA,"1,0 m. Folhas simples, glândulas castanhas, oleaginosas. Flores com sépalas alaranjadas, com glândulas verde-escuro. Fruto imaturo verde. frequente.; Solo arenoso. Afloramento rochoso de arenito.","ALCB051995","ALCB051995",NA,NA,NA,"-41.441389","-12.464444","1998","02",NA,NA,NA,NA,NA
"25","2019-10-09 11:14:17-03","UFBA","ALCB","038804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML; Cordeiro, I","Bautista, HP; Pereira, A; Orlandi, RP","PCD310","1994","07","29","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.445278","-12.459722","900","900",NA,"0,60 m. Folhas membranáceas, discolores, vilosas. Inflorescência com botões esverdeados; flores alvas.; Relevo pouco inclinado com vegetação arbustiva e substrato de gramíneas e ervas. Afloramento rochoso de arenito.","ALCB051997","ALCB051997",NA,NA,NA,"-41.445278","-12.459722","1998","02",NA,NA,NA,NA,NA
"26","2019-10-09 11:14:17-03","UFBA","ALCB","038805","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML; Cordeiro, I","Pereira, A; Bautista, HP; Orlandi, RP","PCD334","1994","07","30","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.447222","-12.453611","950","950",NA,"folhas membranáceas, tomentosas. Flores com cálice róseo, com glândulas de cor marrom; pétalas e estames alvos. Frequente.; Vegetação rupícola em patamar rochoso. Afloramento rochoso de arenito.","ALCB052002","ALCB052002 ALCB052002_1 ALCB052002_2",NA,NA,NA,"-41.447222","-12.453611","1998","02",NA,NA,NA,NA,NA
"27","2019-10-09 11:14:17-03","UFBA","ALCB","038807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML","Melo, E; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1250","1994","11","22","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.452778","-12.456667","1000","1000",NA,"2,50 m. Folhas simples com glândulas nas margens. Flor com brácteas com glândulas pedunculadas na margem de coloração esverdeda, pétalas alvas com centro rosado; estames alvos, estilete trífifo com estigma bífido vermelho. Raro.; Vege","ALCB052003","ALCB052003",NA,NA,NA,"-41.452778","-12.456667","1997","11",NA,NA,NA,NA,NA
"28","2019-10-09 11:14:17-03","UFBA","ALCB","038811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML; Cordeiro, I","Guedes, ML; Paraguassu, A; Argôlo, AS; Santos, ES; Hudson, A; Silva, MP da; Andrade, F","PCD2065","1995","06","30","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Morro do Pai Inácio, Serra da Chapadinha","-41.420833","-12.4625","810","810",NA,"tomentoso. Folhas vilosa, pelos glandulíferos amarelados. inflorescência axilar, flores femininas de cálice recoberto por pelos glandulíferos marrons. Ocasional.; Campo rupestre com gramíneas e arbustos. Afloramentos rochosos de areni","ALCB052001","ALCB052001",NA,NA,NA,"-41.420833","-12.4625","1998","02",NA,NA,NA,NA,NA
"29","2019-11-25 16:50:43-03","UFBA","ALCB","114682","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Hurbath, F","Guedes, ML; Alunos de Botânica BIOC05","21985","2014","06","14","Southern America","Brasil","Bahia","Piatã","Caminho para Inúbia.","-42.002222","-13.106667","1162","1162",NA,"viloso, folhas membranáceas, discolores, face abaxial esbranquiçada. Inflorescência terminal, flores masculinas em botões, verdes. Fruto tricoca.","ALCB052723",NA,NA,NA,NA,"-42.002222","-13.106667","2019","10","31",NA,NA,NA,NA
"30","2019-10-09 11:14:17-03","UFBA","ALCB","118618","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Hurbath, F","Hurbath, F; Silva, OLM da; Seixas, FC","681","2014","08","27","Southern America","Brasil","Bahia","Rio de Contas","Subida para o Pico das Almas, Vale do Queiroz.","-41.938889","-13.519722","1457","1457",NA,"ca. 1 m. alt. Folhas discolores, flor masc. com cálice castanho, pétalas e estames creme, flor fem. alaranjada.","ALCB051992","ALCB051992",NA,NA,NA,"-41.938889","-13.519722","2014","09",NA,NA,NA,NA,NA
"31","2021-02-08 21:32:06-03","UFBA","ALCB","131563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Hurbath, F","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","5149","2018","01","14","Southern America","Brasil","Bahia","Piatã","Serra de Santana","-41.766944","-13.149167","1245","1245",NA,"ca 1m alt., folhas discolores, planta viscosa, ovário verde, flor masculina com sépalas verdes, estames alvos.; Gerais","ALCB048121","ALCB048121",NA,NA,NA,"-41.766944","-13.149167","2019","10","31",NA,NA,NA,NA
"32","2019-10-09 11:14:17-03","UFBA","ALCB","48659","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","7417","2000","10","09","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.420556","-12.459722",NA,NA,NA,"1,50 m, pêlos glandulíferos abundantes. Folhas membranáceas esbranquiçadas. Botòes vilosos; flores femininas; estigmas alvos.; Afloramentos rochosos.","ALCB051998","ALCB051998",NA,NA,NA,"-41.420556","-12.459722","2000","11",NA,NA,NA,NA,NA
"33","2019-10-09 11:14:17-03","UFBA","ALCB","59782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Carneiro-Torres, DS","Roque, N; Bautista, HP; Ribeiro, T","524","2001","07","02","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.454167","-12.466944",NA,NA,NA,"ca de 1,5 metro de altura. Folhas papiráceas, discolores. Flores masculinas com brácteas e tricomas glandulares. cálice creme - esverdeado, pétalas alvas. Fruto amarelo-esverdeado.; Altitude de 723 metros","ALCB052004","ALCB052004",NA,NA,NA,"-41.454167","-12.466944","2006","08",NA,NA,NA,NA,NA
"34","2019-10-09 11:14:17-03","UFBA","ALCB","80610","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.",NA,"Stannard, B","s/n","1992","01","28","Southern America","Brasil","Bahia","Abaíra","Chapada Diamantina, Campo do Cigano","-41.716667","-13.25",NA,NA,NA,"ca de 1 metro de altura, ramificado. Folhas com escamas ferrugíneas na face inferior, verde-escura na face superior.; Planta entre rochas, perto de corrégo.","ALCB051996","ALCB051996",NA,NA,NA,"-41.716667","-13.25","2002","08",NA,NA,NA,NA,NA
"35","2019-10-09 11:14:17-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML; Cordeiro, I","Melo, E; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1175","1994","11","21","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai In cio","-41.466667","-12.45","1160","1160",NA,"1,50 m.; Vegetação de campo rupestre. Afloramento rochoso.",NA,NA,NA,NA,NA,"-41.466667","-12.45","1998","02",NA,NA,NA,NA,NA
"36","2019-10-09 11:14:17-03","UFBA","ALCB","64255","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Cordeiro, I","Carvalho, AM de; Saunders, JG","2529","1990","03","19","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, ca de 30 Km, na estrada de mucugê para Andaraí","-41","-13",NA,NA,NA,"ca de 1,5 metros de altura, flores esverdeadas.","ALCB051993","ALCB051993",NA,NA,NA,"-41","-13","2002","08",NA,NA,NA,NA,NA
"37","2019-10-09 11:14:17-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML; Cordeiro, I","Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","PCD1044","1994","10","26","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai In cio, campos aberto e rupestre","-41.466667","-12.45","1080","1080",NA,"intensa pilosidade ferrugínea.; Vegetação de campo aberto sobre pedras. Afloramento rochoso de arenito.",NA,NA,NA,NA,NA,"-41.466667","-12.45","1998","02",NA,NA,NA,NA,NA
"38","2019-10-09 11:14:17-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Guedes, ML; Cordeiro, I","Guedes, ML; Orlandi, RP; Stradmann, MTS; Poveda, A","PCD616","1994","08","30","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai In cio, lado oposto da torre de repetição","-41.466667","-12.45","1090","1090",NA,"0,80 m.; Vegetação rupícola em terreno plano. Afloramento rochoso de arenito.",NA,NA,NA,NA,NA,"-41.466667","-12.45","1998","02",NA,NA,NA,NA,NA
"39","2019-10-09 11:14:17-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii","Pax & K.Hoffm.","Cordeiro, I","Stannard, B; Pirani, JR; Stannard, B; Nic Lughadha, E; Campos, MTVA; Ganev, W; et al.","s/n","1992","01","28","Southern America","Brasil","Bahia","Abaíra","Chapada Diamantina, Campo do Cigano","-41.916667","-13.25",NA,NA,NA,"Entre rochas, perto do córrego.",NA,NA,NA,NA,NA,"-41.916667","-13.25","1992","01",NA,NA,NA,NA,NA
"40","2020-11-04 11:07:41-03","ESALQ","ESA","126479","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii",NA,"Lima, L.R.","Hatschbach, G.","35952.0","1905","05","28",NA,"Brasil","Mato Grosso","Rio Verde",NA,NA,NA,NA,NA,NA,NA,"ESA126479",NA,NA,NA,NA,NA,NA,"1905","06","24",NA,NA,NA,NA
"41","2020-11-04 10:55:26-03","ESALQ","ESA","126822","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","luetzelburgii","Croton luetzelburgii",NA,"Pereira, A.P.N.","Romão, G.O.","1988.0","2007","03","31",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA126822",NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
