"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","individualCount","class"
"48","2020-12-11 11:32:53-03","UFMG","BHCB","163975","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Mendes, MS","s.n.","2012","01",NA,"Southern America","Brasil","Minas Gerais","Acesso às minas de Capanema e Timbopeba - VALE. Coordenadas aproximadas.","1728",NA,"Arbustivo.; Campo Rupestre sobre Quartzito.","BHCB025539",NA,"Mariana","-43.991603","-20.352483","-43.991603","-20.352483","1728","2015","06",NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:32:53-03","UFMG","BHCB","165475","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Souza, FS; Tomich, S","2066","2013","02","22","Southern America","Brasil","Minas Gerais","Mina de Fazendão, Chapada do Canga.","872",NA,"Projeto Lacunas do Conhecimento.; Arbusto, flores roxas.; Campo Rupestre Ferruginoso Arbustivo. Litotipo: Canga: fragmentos de formação ferrífera cimentados por limonita.","BHCB025660",NA,"Catas Altas","-43.415556","-20.159167","-43.415556","-20.159167","872","2015","06",NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:32:53-03","UFMG","BHCB","167521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","934","2013","02","22","Southern America","Brasil","Minas Gerais","Mina Fazendão","872",NA,"Projeto Lacunas do Conhecimento.; Arbustiva.; Campo Rupestre Ferruginoso Aberto. Litotipo: Canga; fragmentos de formação ferrífera cimentados por limonita.","BHCB051719",NA,"Catas Altas","-43.415556","-20.159167","-43.415556","-20.159167","872","2015","06",NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:32:53-03","UFMG","BHCB","168749","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Duarte, AP","12494","1970","06","16","Southern America","Brasil","Minas Gerais","Lavras Novas",NA,NA,NA,"BHCB012871",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2015","06","44599","auto",NA,NA,NA,NA
"52","2020-12-11 11:32:53-03","UFMG","BHCB","83760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Duarte, AP","12494","1970","06","16","Southern America","Brasil","Minas Gerais","Lavras Novas",NA,NA,"Solo arenoso entre blocos de arenito.","BHCB051720",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2011",NA,"44599","auto",NA,NA,NA,NA
"53","2020-12-11 11:32:53-03","UFMG","BHCB","96984","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Mota, RC da; Arruda, L","2988","2006","01","19","Southern America","Brasil","Minas Gerais","Mina do Fazendão","940",NA,"Plantas do Brasil.; Arbusto. Flores róseas a magentas.; Canga.","BHCB025546",NA,"Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,"940","2015","06","11966","auto",NA,NA,NA,NA
"54","2020-12-11 11:32:53-03","UFMG","BHCB","168862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Barreto, HLM","10646","1940","03","05","Southern America","Brasil","Minas Gerais","Serra do Rola-Moça, Divisas de Betim e Brumadinho.","1300",NA,"Pouco frequente.; Arbusto 0,60 m. Flor violácea.; Canga.","BHCB012975",NA,"Betim","-44.198299407959","-19.9678001403809",NA,NA,"1400","2015","06","15199","auto",NA,NA,NA,NA
"55","2020-12-11 11:33:12-03","UFMG","BHCB","189048","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Brina, AE","s.n.","2016","08","03","Southern America","Brasil","Minas Gerais","Fazenda Conta História",NA,NA,"Arbustivo","BHCB189048",NA,"Ouro Preto","-43.530278","-20.225","-43.530278","-20.225",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:33:12-03","UFMG","BHCB","151772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Mendes, MS","s.n.","2010","04","15","Southern America","Brasil","Minas Gerais","Rio do Peixe, Região da Mina de Capitão do Mato.","1327",NA,"Arbutivo.; Formação de canga.","BHCB051987",NA,"Rio Acima","-43.911944","-20.128333","-43.911944","-20.128333","1430",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:33:12-03","UFMG","BHCB","151559","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Mota, RC da","s.n.","2011","07","19","Southern America","Brasil","Minas Gerais","Mina de Fábrica Nova, Ampliação da mina de Fábrica Nova",NA,NA,"Campo Rupestre Ferruginoso; Arbusto",NA,NA,"Mariana","-43.434444","-20.196389","-43.434444","-20.196389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:33:12-03","UFMG","BHCB","176497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","38","2015","04","08","Southern America","Brasil","Minas Gerais","RPPN Andaime","983",NA,"Arbusto; ca. 1,5m alt; folhas discolores; flores roxas.; Campo Rupestre Quartzítico.","BHCB051983",NA,"Rio Acima","-43.824167","-20.175","-43.824167","-20.175","983","2015","05",NA,NA,"01",NA,NA,NA
"59","2020-12-11 11:33:12-03","UFMG","BHCB","176863","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","146","2015","04","27","Southern America","Brasil","Minas Gerais","Mina Fazendão","940",NA,"Arbusto; ca. 1,70m alt; folhas discolores; flores roxas; brácteas involucrais verdes; pappus creme.; Campo Rupestre Ferruginoso.","BHCB051984",NA,"Mariana","-43.436667","-20.153611","-43.436667","-20.153611","940","2015","05",NA,NA,"01",NA,NA,NA
"60","2020-12-11 11:33:12-03","UFMG","BHCB","179223","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2767","2015","10","19","Southern America","Brasil","Minas Gerais","RPPN Capanema",NA,NA,"Arbusto; ca. 2,0m alt; face abaxial das folhas cremes; inflorescências castanhas.; Campo Rupestre Quartzítico.","BHCB051985",NA,"Ouro Preto","-43.605","-20.197222","-43.605","-20.197222",NA,"2015","11",NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:33:12-03","UFMG","BHCB","184058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Paiva, JAM; Souza, LS; Silva, E","1171","2016","11","28","Southern America","Brasil","Minas Gerais","RPPN Capivari I","1340",NA,"Arbustivo, 2,5m alt. Terrestre. Botões florais com indumento branco. Frutos passados castanhos. Folha verde azulada.; Campo Rupestre Quartizito. Área pós queimada.","BHCB051986",NA,"Santa Bárbara","-43.631944","-20.1475","-43.631944","-20.1475","1340","2016","12",NA,NA,"15",NA,NA,NA
"62","2020-12-11 11:33:12-03","UFMG","BHCB","186711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Vidal, CV","s.n.","2016","07","22","Southern America","Brasil","Minas Gerais",NA,"922",NA,"Campo Rupestre sobre Formação Ferrífera.","BHCB186711",NA,"Mariana","-43.429444","-20.161944","-43.429444","-20.161944","922","2016","08",NA,NA,"24",NA,NA,NA
"63","2020-12-11 11:33:12-03","UFMG","BHCB","188594","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Pereira, AFS; Souza, JAM; Silva, E","81","2017","03","23","Southern America","Brasil","Minas Gerais","Fazenda Córrego das Almas","1262",NA,"Arbusto terrestre; flores cremes.; Campo Rupestre Ferruginoso, Canga Laterítica couraçada.","BHCB188594",NA,"Ouro Preto","-43.528056","-20.227222","-43.528056","-20.227222","1262",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:33:12-03","UFMG","BHCB","190727","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Pivari, MOD; Silva, E; Rodrigues, GS","2887","2017","09","28","Southern America","Brasil","Minas Gerais","RPPN Córrego Seco","1359",NA,"Arbusto, ca. 1,7 m alt., terrícola, heliófita. Face abaxial das folhas creme; brácteas involucrais castanhas, pappus dos aquênios amarelados.; Campo Rupestre Quartzítico.","BHCB190727",NA,"Itabirito","-43.885","-20.278889","-43.885","-20.278889","1359","2018","08",NA,NA,"09",NA,NA,NA
"65","2020-12-11 11:33:12-03","UFMG","BHCB","190751","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Souza, JAM; Correia, DR; Silva, SHA","173","2017","11","22","Southern America","Brasil","Minas Gerais","RPPN Capanema","1488",NA,"Arbusto, 1,20 m. Flor rosa.; Campo Rupestre Quartzítico.","BHCB190751",NA,"Santa Bárbara","-43.591111","-20.216111","-43.591111","-20.216111","1488","2018","08",NA,NA,"09",NA,NA,NA
"66","2020-12-11 11:33:12-03","UFMG","BHCB","191135","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Quaresma, AS; Meyer, PB","926","2018","05","22","Southern America","Brasil","Minas Gerais",NA,"1416",NA,"Campo sujo.","BHCB191135",NA,"Nova Lima","-43.916128","-20.113622","-43.916128","-20.113622","1416","2018","06",NA,NA,"10",NA,NA,NA
"67","2020-12-11 11:33:12-03","UFMG","BHCB","191136","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Quaresma, AS; Meyer, PB","927","2018","05","02","Southern America","Brasil","Minas Gerais",NA,NA,NA,"Campo sujo.","BHCB191136",NA,"Nova Lima","-43.96195","-20.114447","-43.96195","-20.114447",NA,"2018","06",NA,NA,"10",NA,NA,NA
"68","2020-12-11 11:33:12-03","UFMG","BHCB","192265","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Paiva, JAM; Silva, E; Rodrigues, GS","1614","2018","01","16","Southern America","Brasil","Minas Gerais","Fazenda Rodeio","1476",NA,"Arbuto 0,9m. Inflorescência passada castanha.; Campo Rupestre Quartzítico.","BHCB192265",NA,"Ouro Branco","-43.71","-20.482222","-43.71","-20.482222","1476","2018","08",NA,NA,"10",NA,NA,NA
"69","2020-12-11 11:33:12-03","UFMG","BHCB","194636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Tameirão Neto, E; Viana, PL; Carvalho, WAC","5731","2012","07","02","Southern America","Brasil","Minas Gerais","RPPN Capanema","1440",NA,"Arbustivo 1,2m. Estames lilases.; Campo Limpo.","BHCB194636",NA,"Santa Bárbara","-43.606111","-20.192222","-43.606111","-20.192222","1440","2019","06",NA,NA,"07",NA,NA,NA
"70","2020-12-11 11:33:12-03","UFMG","BHCB","199051","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Brina, AE","s.n.","2018","02","22","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco","1337",NA,"Coordenadas aproximadas.","BHCB199051",NA,"Ouro Branco","-43.705","-20.481667","-43.705","-20.481667","1337","2018","03",NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:33:12-03","UFMG","BHCB","190887","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Vidal, CV","s.n.","2018","04","19","Southern America","Brasil","Minas Gerais","Complexo Germano","1105",NA,"Campo Rupestre sobre Canga.","BHCB190887",NA,"Mariana","-43.522222","-20.194444","-43.522222","-20.194444","1105",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:33:12-03","UFMG","BHCB","190883","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Vidal, CV","s.n.","2018","05","22","Southern America","Brasil","Minas Gerais","Complexo Germano","1003",NA,"Campo Rupestre sobre Canga.","BHCB190883",NA,"Mariana","-43.521111","-20.188056","-43.521111","-20.188056","1003",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:33:12-03","UFMG","BHCB","24000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Teixeira, WA","s.n.","1994","04","11","Southern America","Brasil","Minas Gerais","Pico do Itabirito, Área degradada Serra dos Inconfidentes, MBR.",NA,NA,"Arbusto. Inflorescência de vários tons de lilás.; Campo Rupestre/ canga.","BHCB048277",NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"1996","06","20553","auto",NA,NA,NA,NA
"74","2020-12-11 11:33:12-03","UFMG","BHCB","179117","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2661","2015","10","07","Southern America","Brasil","Minas Gerais","RPPN Capivari II",NA,NA,"Arbusto, ca. 2m alt., face abaxial das folhas e capítulos cremes.; Campo Rupestre Quartzítico.","BHCB051982",NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"2015","11","20553","auto",NA,NA,NA,NA
"75","2021-01-22 14:46:00-03","MO","MOBOT","101245104","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch. Bip.) Loeuille, Semir & Pirani","fide Loeuille et al.","F. Sellow","Sellow s.n. (948)",NA,NA,NA,"South America","Brazil",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA
"76","2019-05-23 11:07:53-03","UFLA","ESAL","18138","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Valéria E. G. Rodrigues","Carvalho, LC de","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Reserva florestal",NA,NA,"; ; ;; cerrado",NA,NA,"Ingaí","-44.9171981811523","-21.4011001586914",NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA
"77","2019-05-23 11:07:53-03","UFLA","ESAL","21387","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Nakajima, J","Silva, AF; Alessandra O.; Leandro A.; Alin","714/173",NA,NA,NA,NA,"Brasil","Minas Gerais","Reserva do Boqueirão",NA,NA,"arbusto; 2,5m; lilases;",NA,NA,"Ingaí","-44.9171981811523","-21.4011001586914",NA,NA,NA,"2017","07","16664","auto",NA,NA,NA,NA
"78","2019-05-23 11:07:53-03","UFLA","ESAL","29819","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Nakajima, J","Ribeiro, AO; Silva, AF (766)","180","2005","06","16",NA,"Brasil","Minas Gerais","Reserva do Boqueirão",NA,NA,"Arbusto 3m; folhas brancacentas na superficie abaxial; flores lilases; Campo rupestre",NA,NA,"Ingaí","-44.9171981811523","-21.4011001586914",NA,NA,NA,"2017","07","16664","auto",NA,NA,NA,NA
"79","2019-05-23 11:07:53-03","UFLA","ESAL","28412","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Domingos, DQ","Alunos da terceira turma da pós-graduação em botân","255",NA,NA,NA,NA,"Brasil","Minas Gerais","Morro Janela",NA,NA,"arbusto; 80cm; margentas;",NA,NA,"Itumirim","-44.8711013793945","-21.3169002532959",NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA
"80","2019-05-23 11:07:53-03","UFLA","ESAL","1849","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","UNICAMP","Leitão Filho, HF; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"arbusto; até 2.0; ; em frutificação; campo rupestre",NA,NA,"Lavras","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-05-23 11:07:53-03","UFLA","ESAL","26486","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.",NA,"Melo, P H A","4200",NA,NA,NA,NA,"Brasil","Minas Gerais","Vale",NA,NA,NA,NA,NA,"Mariana e Catas Altas, MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-12-19 11:17:24-03","UFG","UFG","40576","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch. Bip.) Sch. Bip.","Teles, A.M.","Teles, A.M.; Fonseca, F. & Alves, R.","432","2007","04","26",NA,"Brasil","Minas Gerais","Serra da Moeda","1455",NA,NA,"UFG0040576","UFG0040576","Moeda","-43.939792","-20.324608","-43.939792","-20.324608","1455","2007","05",NA,NA,"04",NA,NA,NA
"83","2019-06-10 10:10:19-03","FZB-BH","BHZB","11887","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala",NA,NA,"Mendes, M.",NA,"2010","04","14",NA,"Brasil","MG","Região do Rio do Peixe,Região da Mina de Capitão do Mato","1430",NA,"com duplicata , ameaçada .BHCB 151772 <ll>dwc_commonname:</ll> arnica,",NA,NA,"Rio Acima","-43.7893981933594","-20.0874996185303","43º 52' 8","20º 7' 42","1430",NA,NA,"13827","auto",NA,NA,NA,NA
"84","2019-06-10 10:10:19-03","FZB-BH","BHZB","11851","S","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala",NA,NA,"Mendes, M.",NA,"2010","04","15",NA,"Brasil","MG","Região do Rio do Peixe, Região da Mina de Capitão do Mato","1430",NA,"unicata, BHCB 151772 <ll>dwc_commonname:</ll> arnica",NA,NA,"Rio Acima","-43.7893981933594","-20.0874996185303","43º 54' 43","20º 7 ' 42","1430",NA,NA,"13827","auto",NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","3697962","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch. Bip.) Loeuille et al.",NA,"B. Loeuille, C. Siniscalchi & C. T. Oliveira","904","2014","8","4","South America","Brazil","Minas Gerais","Alvarenga: Pico da Alianca.","1446",NA,NA,"US01311595","US01311595_01",NA,"-41.6694","-19.3953",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"86","2019-11-13 11:16:21-03","USP","SPF","205426","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani","Siniscalchi, CM","Queiroz, LP","14933","2010","10","21",NA,"Brasil","Minas Gerais",NA,"1299",NA,NA,"SPF00205426",NA,"Monte Azul","-42.808333","-15.22","-42.808333","-15.22","1299","2016","03",NA,NA,NA,NA,NA,NA
"87","2021-03-15 18:25:29-03","USP","SPF","209791","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani","Loeuille, B","Zappi, DC","1614","2009","02","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Acesso pela Faz. Inhame. Início da trilha da Senhorinha.","773",NA,"Arbusto 1 m alt., folhas discolores, alvas abaxialmente, cálice verde, corola e estames alvos.; Campo rupestre. com afloramentos rochosos na encosta, perto do riachinho.","SPF00209791",NA,"Santana de Pirapama","-43.775087","-18.963736","-43.775087","-18.963736","773","2016","01",NA,NA,NA,NA,NA,NA
"88","2021-03-15 18:25:29-03","USP","SPF","216063","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani","Loeuille, B","Loeuille, B","904","2014","08","04",NA,"Brasil","Minas Gerais","Pico da Aliança, Topo do pico.","1446",NA,"Arvoreta até 70 cm. Flores roxas.; Campo rupestre.","SPF00216063",NA,"Alvarenga","-41.693889","-19.395253","-41.693889","-19.395253","1446","2014",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-15 18:25:29-03","USP","SPF","216067","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani","Loeuille, B","Loeuille, B","899","2014","08","04",NA,"Brasil","Minas Gerais","Pico da Aliança","996",NA,"Arvoreta até 1,5 m. Capítulos em frutos.; Campo rupestre.","SPF00216067",NA,"Alvarenga","-41.676394","-19.418722","-41.676394","-19.418722","996","2014",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 18:25:29-03","USP","SPF","224427","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani","Loeuille, B","Siniscalchi, CM","584","2015","04","26",NA,"Brasil","Minas Gerais","Serra do Gandarela, Estrada de terra à partir do centro de Rio Acima até a Serra da Gandarela.","114",NA,"Arvoreta ramificada, ca. 1,5 m alt. Folhas verde acinzentadas discolores, brácteas involucrais verde claras, flores lilases.; Cerrado alterado, solo vermelho.","SPF00224427",NA,"Rio Acima","-43.744747","-20.105264","-43.744747","-20.105264","114","2017","07",NA,NA,NA,NA,NA,NA
"91","2019-09-04 18:46:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala",NA,NA,"F. Sellow","948","1818",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae"
"92","2020-04-29 16:29:34-03","UFVJM","HDJF","5712","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Chaves, DA","Chaves, DA; Silva, JFG; Gonçalves, MF","286","2014","03","19","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno","1399",NA,NA,"HDJF005712","HDJF005712_01",NA,"-43.74665","-18.867667","-43.74665","-18.867667","1399","2014","07",NA,NA,"27",NA,NA,NA
"93","2020-04-29 16:29:34-03","UFVJM","HDJF","6993","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Chaves, DA","Faria, JEQ; Chaves, DA","8060","2017","07","27","Southern America","Brasil","Minas Gerais","Margem da estrada saindo de São João da Chapada para Macacos","1421",NA,NA,"HDJF006993",NA,"Diamantina","-43.750833","-18.085278","-43.750833","-18.085278","1421","2017","07",NA,NA,NA,NA,NA,NA
"94","2020-04-29 16:29:34-03","UFVJM","HDJF","3557","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Chaves, DA","Faria, JEQ","5606","2016","04","06","Southern America","Brasil","Minas Gerais","Margem da BR-367 subindo de Diamantina para o Campus II da UFVJM, próximo ao caminho dos escravos","1328",NA,NA,"HDJF003557","HDJF003557_01","Diamantina","-43.600278","-18.218056","-43.600278","-18.218056","1328","2017","02",NA,NA,NA,NA,NA,NA
"95","2020-04-29 16:29:34-03","UFVJM","HDJF","5606","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Chaves, DA","Chaves, DA","102","2013","12","18","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio","1314",NA,NA,"HDJF005606","HDJF005606_01",NA,"-43.8013","-17.916367","-43.8013","-17.916367","1314","2014","07",NA,NA,"27",NA,NA,NA
"96","2020-04-29 16:29:34-03","UFVJM","HDJF","5672","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Chaves, DA","Chaves, DA; Rocha, T; Brilhante, M; Gomes, VF","199","2014","02","07","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno, próximo à casa da brigada","1259",NA,NA,"HDJF005672","HDJF005672_01",NA,"-43.733283","-17.937233","-43.733283","-17.937233","1259","2014","07",NA,NA,"27",NA,NA,NA
"97","2019-11-01 14:54:12-03","UnB","UB","207048","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Chaves, DA","Chaves, DA","102","2013","12","18","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio","1314",NA,"Complexo Rupestre",NA,NA,NA,"-43.8013","-17.916367","-43.8013","-17.916367","1314","2014","07",NA,NA,"27",NA,NA,NA
