"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","relatedCatalogItem"
"52","2015-03-07 01:37:41-03","F","FMNH-SEEDPLANTS","V0163176F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163176F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0163176F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-23 12:14:27-03","CEPLAC","CEPEC","66401","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","balduinii","Mimosa balduinii","G. Hatschbach","60609","1994","04","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","Rio Grande do Sul","CAMBARÁ DO SUL","Fortaleza. Da borda dos peraus.","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"54","2019-12-20 18:46:31-03","UFSJ","HUFSJ","3293","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Saueressig, D; Henke, A","1576","2011","10","19",NA,"Brasil",NA,NA,"Árvore de 5m, coletada em um capão próximo ao Canion Fortaleza.","HUFSJ003293",NA,NA,"Burkart","Sobral, M","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-16 14:12:09-03","UEL","FUEL","43916","PreservedSpecimen","Plantae","Leguminosae","Mimosa","balduinii","Mimosa balduinii","Wasum, RA; et al.","s.n.","1995","09","03",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Fabales","Burkart","Ribas, OS","Rio Grande do Sul","Cambará do Sul","Fortaleza, Junto à estrada","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","2008","05",NA,"15",NA,NA,NA,NA,NA,NA,NA
"56","2020-08-20 20:38:52-03","UFSC","FLOR","15537","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Dal-Pont, V.; et alii","s.n.","1985","06","20",NA,"Brasil",NA,NA,"arbusto","FLOR0015537",NA,"Fabales","Burkart","Smith, S.F.","Rio Grande do Sul","Cambará do Sul","Fortaleza.","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-08-20 20:38:52-03","UFSC","FLOR","24359","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G.; Hatschbach, M.","60609","1994","04","16",NA,"Brasil",NA,NA,"arbusto, corola verde-pálido, filetes e anteras alvacentos, 2m altura","FLOR0024359",NA,"Fabales","Burkart","Hatschbach, G.","Rio Grande do Sul","Cambará do Sul","Fortaleza.","-50.1446990966797","-29.0478000640869",NA,"1500","1500","30776","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-04 15:43:19-03","IF","SPSF","18180","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","G. Hatschbach","60609","1994","04","16","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Fabales",NA,NA,"RS","Cambara do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:42:06-03","UFRGS","ICN","184785","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hagelund, K","15963","1986","11","20","América do Sul","Brasil",NA,NA,"arbusto; em campo","ICN00035120","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:42:06-03","UFRGS","ICN","144663a","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hagelund, K","15963","1986","04","20","América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto de 1m.","ICN00017658","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869","ICN00017658",NA,NA,"30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:42:06-03","UFRGS","ICN","119398","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M; et al.","8358",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Arvoreta 2-4m; flores amarelo-claras, com forte odor de fezes.; Região de mata nebular-mata ombrófila mista. Em beira de capão e campo sujo.","ICN00017651","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869","ICN00017651 ICN00017651_1","900","900","30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:42:06-03","UFRGS","ICN","065575","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Miotto, STS","s.n.","1984","05","05","América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Flores verde-claras; estames brancos.","ICN00017653","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869","ICN00017653 ICN00017653_1",NA,NA,"30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:42:06-03","UFRGS","ICN","059084","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Lins, D","44","1983","10","29","América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Arbusto 1,5m de altura. Frutos com pelos de base cônica. Folhas plurijugas com espinhos.; em beira de perau.","ICN00017661","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869","ICN00017661",NA,NA,"30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:42:06-03","UFRGS","ICN","032416","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Irgang, BE","s.n.","1976","09","17","América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Arbusto, ca. 2m. V. Burkart, Darwiniana 9: 391. 1951.","ICN00017656","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869","ICN00017656",NA,NA,"30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:42:06-03","UFRGS","ICN","170930","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M; et al.","8849",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arbusto de 1-2m altura.; Região de campos rupestres e mata ombrófila densa altomontana (mata nebular).","ICN00017655","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Fortaleza dos Aparados.","-50.1446990966797","-29.0478000640869","ICN00017655",NA,NA,"30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:42:06-03","UFRGS","ICN","143808","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Lima, HC; Oliveira, AS","6213","2004","10","16","América do Sul","Brasil",NA,NA,"Doação do herbário RB.; Arbusto 1-2 m alt. Frutos ferrugíneos.; Muito frequente nos campos próximo as matas nebulares.","ICN00017650","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","P.N. Serra Geral Estrada para Fortaleza picada junto ao bordo do Canyon 29°03' 76'' S 49°57' 42'' W","-49.961667","-29.051944","ICN00017650",NA,NA,NA,NA,"2015","07",NA,NA,NA,"-49.961667","-29.051944",NA,NA,NA,NA
"67","2021-02-08 12:42:06-03","UFRGS","ICN","182547","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Molz, M; Martins, EM","s.n.","2011","05","04","América do Sul","Brasil",NA,NA,"arvoreta com 5-6 m de altura, estames brancos","ICN00017652","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Parque Nacional da Serra Geral Cânion Fortaleza 601311/ 6784236","-49.959167","-29.066111","ICN00017652 ICN00017652_1",NA,NA,NA,NA,"2015","07",NA,NA,NA,"-49.959167","-29.066111",NA,NA,NA,NA
"68","2021-02-08 12:42:06-03","UFRGS","ICN","172306","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Iganci, JRV; Pennington, T; Heiden, G","691","2010","08","17","América do Sul","Brasil",NA,NA,"Arbusto com ca. 2,5 m, com flores brancas em inflorescências alongadas, frutos jovens, verdes, muito pilosos, e maduros do tipo folículo com replum.","ICN00017654","Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","PARNA Serra Geral, cânion Fortaleza, na margem do cânion.","-50.1446990966797","-29.0478000640869","ICN00017654",NA,NA,"30776","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:42:06-03","UFRGS","ICN","045141","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Baptista, LRM; et al.","s.n.","1978","07","27","América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Perto do Arroio Faxinalzinho.","ICN00017649","Dicotyledon",NA,"Burkart","Sobral, M","SC","Praia Grande","Parque Nacional dos Aparados da Serra","-49.9502983093262","-29.1966991424561","ICN00017649",NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:42:06-03","UFRGS","ICN","200354","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Schmidt-Silveira, F","1073","2014","01","08","América do Sul","Brasil",NA,NA,"arvoreta, com flores e frutos, flores branco-rosadas; na subida da trilha, campo de altitude úmido na borda com a mata",NA,"Dicotyledon",NA,"Burkart","Schmidt-Silveira, F","RS","Cambará do Sul","Cânion Fortaleza","-50.1446990966797","-29.0478000640869",NA,"995","995","30776","auto","2014","01",NA,"08",NA,NA,NA,NA,NA,NA,NA
"71","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","33207","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G.","60609","1994","04",NA,NA,"Brasil",NA,NA,"arbusto ; 2m. Corola verde pálido, filetes e anteras alvescentes.","HAS0033207","Magnoliophyta",NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Fortaleza,","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","85723","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Mattos, J.","23463","1982","04",NA,NA,"Brasil",NA,NA,"arbusto ; Cerca de 3 m de altura. Frutos maduros; Flores brancas.","HAS0085723","Magnoliophyta",NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Fortaleza,","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","42431","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M.","8358","1997","04",NA,NA,"Brasil",NA,NA,"arvoreta; 2-4 m. Flores amarelo-claras, com forte odor de fezes.","HAS0042431","Magnoliophyta",NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Fortaleza dos Aparados,","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","42424","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M.","8849","1999","07",NA,NA,"Brasil",NA,NA,"arbusto ; 1-2 m. b. m.; fr. im.","HAS0042424","Magnoliophyta",NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Fortaleza dos Aparados,","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","85724","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Silveira, N.","1243","1984","05",NA,NA,"Brasil",NA,NA,"Flores brancas.","HAS0085724","Magnoliophyta",NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Fortaleza dos Aparados,","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
