"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"485","2019-11-27 13:47:49-03","UFS","ASE","16963","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Amado, R","2000","05","07","Matias, LQ","221","2000","04","22","Brasil","Ceará","Beberibe","Lagoa do Uruaú","-38.130278","-4.179722","-38.130278","-4.179722",NA,NA,NA,"ASE0023791","ASE0023791","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2019-11-27 13:47:49-03","UFS","ASE","16983","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Amado, R","2000","06","10","Amado, R","202","2000","03","13","Brasil","Ceará","Caucaia","CE 085, km 11, Mata de Tabuleiro/Litorâneo","-38.653056","-3.736111","-38.653056","-3.736111",NA,NA,"Erva.; Erva.","ASE0023784","ASE0023784","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2019-11-27 13:47:49-03","UFS","ASE","19607","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Nascimento - Júnior, JE","758","2011","02","25","Brasil","Sergipe","Barra dos Coqueiros","Próximo as dunas do povoado Jatobá","-37.038611","-10.908889","-37.038611","-10.908889",NA,NA,"Anteduna.","ASE0025916","ASE0025916","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2019-11-27 13:47:49-03","UFS","ASE","19642","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2013",NA,NA,"Nascimento - Júnior, JE; Carregosa, T; Amarante, G","776","2011","03","28","Brasil","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Inflorescência verde-acastanhada.; Inflorescência verde-acastanhada.; Restinga arbustiva. Trecho seco em uma lagoa.","ASE0025941","ASE0025941","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-11-27 13:47:49-03","UFS","ASE","20599","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Prata, AP","2012","05","04","Oliveira, M; Ramos, R; Libório, I","4538","2009","11","26","Brasil","Pernambuco","Salgueiro","Assentamento Monte Alegre, Próximo a um reservatório de água.","-39.116722","-8.028389","-39.116722","-8.028389",NA,NA,"Erva aquática. Inflorescência esverdeada.&nf;Frequânte.; Erva aquática. Inflorescência esverdeada.&nf;Frequânte.; caatinga antropizada.","ASE0026750","ASE0026750","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-11-27 13:47:49-03","UFS","ASE","21670","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Prata, AP; Carregosa, T; Santos, LAS; Santos E.","2790","2011","08","16","Brasil","Sergipe","Indiaroba","Povoado Convento","-37.511389","-11.519444","-37.511389","-11.519444",NA,NA,"Herbácea, ca. 20cm. Inflorescência esverdeada.; Herbácea, ca. 20cm. Inflorescência esverdeada.; Restinga","ASE0028052","ASE0028052","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-11-27 13:47:49-03","UFS","ASE","21953","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Ribeiro, ARO","2012","10","01","Calazans, C","ASE21953",NA,NA,NA,"Brasil","Sergipe","Estância","Nascente 7.","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,NA,"ASE0028220","ASE0028220","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2019-11-27 13:47:49-03","UFS","ASE","23970","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2014","05",NA,"Farias, MCV; Pereira, OJ","61","2012","04","24","Brasil","Sergipe","Pirambu","Povoado Santa Isabel, Margem da Lagoa Santa Isabel","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Coordenadas UTM: 746626 S 8824334 W; Coordenadas UTM: 746626 S 8824334 W; Restinga.","ASE0029269","ASE0029269","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-11-27 13:47:49-03","UFS","ASE","26493","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Melo, LMS","2013","01","30","Campos, DA; Matos, GMA; Freire, GS; Farias, MCV","189","2012","10","23","Brasil","Sergipe","Estância","Rodovia para Abais","-37.431192","-11.276475","-37.431192","-11.276475",NA,NA,"Erva, ca 30cm. Inflorescencia verde e ferruginea.; Restinga.","ASE0030988","ASE0030988","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-11-27 13:47:49-03","UFS","ASE","26596","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2013","04",NA,"Skvortzov, B","248","1963","04","21","?",NA,NA,NA,"-46.381","-23.3254","-46.381","-23.3254",NA,NA,"Duplicatas: UB, INPA, ASE, FUEL, TEPB.","ASE0010485","ASE0010485",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-11-27 13:47:49-03","UFS","ASE","26656","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Oliveira, EVS","2015","02","02","Oliveira, EVS; Ferreira, ES; Silva, TC","124","2012","11","05","Brasil","Sergipe","Pirambu","Rebio de Santa Isabel, Povoado Lagoa Redonda","-36.784167","-10.677222","-36.784167","-10.677222",NA,NA,"Erva. Cerca de 15 cm.; Restinga. Solo de areias brancas.","ASE0031079","ASE0031079","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2019-11-27 13:47:49-03","UFS","ASE","26831","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Nascimento - Júnior, JE","2012","07","20","Nascimento - Júnior, JE","809","2011","03","23","Brasil","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra, próx. ao Rio Pomonga","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,NA,"ASE0031276","ASE0031276","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-11-27 13:47:49-03","UFS","ASE","26852","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Nascimento - Júnior, JE","2012","07","20","Nascimento - Júnior, JE","1031","2011","06","18","Brasil","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra, próx. ao Rio Pomonga","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,NA,"ASE0031321","ASE0031321","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-11-27 13:47:49-03","UFS","ASE","27672","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Prata, AP","2012","11","02","Prata, AP; Barbosa, P; Santos, E","3389","2012","08","30","Brasil","Sergipe","Siriri","Fosso SZ176","-37.1125","-10.604167","-37.1125","-10.604167",NA,NA,NA,"ASE0032098","ASE0032098","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-11-27 13:47:49-03","UFS","ASE","27767","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2013","12","10","Gomes, LA; Farias, MCV; Santos, E; Silva, BD","1026","2013","03","27","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Próximo ao apicum. Solo arenoso.","-37.434306","-11.371944","-37.434306","-11.371944",NA,NA,"Erva, 40cm. Inflorescência castanha.; Mata Atlântica","ASE0032055","ASE0032055","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-11-27 13:47:49-03","UFS","ASE","28375","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Barbosa, P","2012","09",NA,"Prata, AP; Barbosa, P; Santos, E","3331","2012","08","29","Brasil","Sergipe","Rosário do Catete","Fosso SZ71","-37.030556","-10.696111","-37.030556","-10.696111",NA,NA,"Herbácea. Inflorescência castanha. UTM: 710723E, 8823104N.","ASE0032394","ASE0032394","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-11-27 13:47:49-03","UFS","ASE","28606A","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Clayton, WD; Eiten, G","4698","1965","02","16","Brasil","São Paulo",NA,"Southern tip along bay channel Barra de Cananeia. Mun. Cananeia 25°3' S, 47°54 1/2' W.","-47.926389","-25.015","-47.926389","-25.015",NA,NA,"Wet soil along creek through sand spit.","ASE0000861",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-11-27 13:47:49-03","UFS","ASE","29442","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Oliveira, EVS","2013","07","23","Silva, TC; Oliveira, EVS","57","2012","03","26","Brasil","Sergipe","Aracaju","Praia da Aruana, Próximo a AABB","-37.102778","-10.923333","-37.102778","-10.923333",NA,NA,"Erva. Cerca de 50 cm.; Restinga","ASE0000986","ASE0000986","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2019-11-27 13:47:49-03","UFS","ASE","31207","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Ribeiro, ARO","2009","05","15","Oliveira, RC; Araújo, JE de; Ribeiro, ARO","2436","2009","05","15","Brasil","Rio Grande do Norte","Extremoz","Próximo à entrada de Muriú, após o trevo.","-35.1329","-5.4129","-35.1329","-5.4129",NA,NA,"Erva cespitosa; coletada em campo úmido adjacente ao mangue; relevo plano; substrato argiloso; frequente.","ASE0002468","ASE0002468","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-11-27 13:47:49-03","UFS","ASE","3185","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Noblick, L.R.","1985","04",NA,"Carneiro, EM","697","1983","05","04","Brasil","Sergipe","Santa Luzia do Itanhy","Fazenda Santo Antônio","-37.424278","-11.378056","-37.424278","-11.378056",NA,NA,"Erva. Folhas simples, reunidas em inflorescências.; Erva. Folhas simples, reunidas em inflorescências.; Bordo de mata subperenifolia","ASE0014818","ASE0014818","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-11-27 13:47:49-03","UFS","ASE","32105","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Lima, FS","2014","12","11","Oliveira, EVS; Lima, FS; Jesus, AB; Melo, AO; Pinto, AS; Landim, MF","459","2014","08","09","Brasil","Sergipe","Nossa Senhora das Dores","Campo Experimental Jorge P. Sobral, Embrapa Tabuleiros Costeiros","-37.1903","-10.4919","-37.1903","-10.4919",NA,NA,"Erva ruderal. Cerca de 15 cm. Caule trígono. Indivíduo isolado em alguns tratamentos. Folhas estreitas, dispostas em roseta com bainha cortante. &nf;; Pastagem","ASE0003193","ASE0003193","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2019-11-27 13:47:49-03","UFS","ASE","38103","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Freire, GS","2016","11","07","Menezes, IRN; Santos, LAS","184","2011","03","22","Brasil","Sergipe","Pacatuba","Povoado Atalho","-36.6514","-10.4533","-36.6514","-10.4533",NA,NA,"Herbácea com ca. de 30 cm. Inflorecência esverdeada.; Restinga.","ASE0039309",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-11-27 13:47:49-03","UFS","ASE","8317","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Prata, AP; Silva, AC; Silva, EJ; Lemos, IC; Costa, SM","1175","2006","04","03","Brasil","Sergipe","Pirambu","Pov. Lagoa Redonda, margens do riacho Aningas.","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,NA,"ASE0018067","ASE0018067","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-11-27 13:47:49-03","UFS","ASE","8971","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Prata, AP; Lemos, IC; Silva, AC; M.Ibrahim; Costa, SM","1307","2006","07","22","Brasil","Paraíba","Sobrado","Café do Velho, Granja Betil (área particular), 28m","-35.2175","-7.189444","-35.2175","-7.189444",NA,NA,"Erva. Inflorescência acastanhada, base acastanhada, raiz aromática.; Erva. Inflorescência acastanhada, base acastanhada, raiz aromática.","ASE0018332","ASE0018332","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-11-27 13:47:49-03","UFS","ASE","9045","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2007","09",NA,"Costa, SM","117","2006","08","30","Brasil","Sergipe","São Cristóvão","campus da UFS","-37.101703","-10.925117","-37.101703","-10.925117",NA,NA,"erva. 50. cm. inflorescência verde a castanha, escapo obscuramente trígono, base vinácea, raiz aromática.; erva. 50. cm. inflorescência verde a castanha, escapo obscuramente trígono, base vinácea, raiz aromática.; área de restinga mod","ASE0018371","ASE0018371","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-27 13:47:49-03","UFS","ASE","9351","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2007","08",NA,"Costa, SM; Silva, AC; Lemos, IC","170","2007","08","17","Brasil","Sergipe","Aracaju","praias de Aracaju, Praia do Mosqueiro (3º ponto), próx. ao rio Vaza-barris","-37.071667","-10.911111","-37.071667","-10.911111",NA,NA,"erva. inflorescência verde, base castanha, raiz aromática.; erva. inflorescência verde, base castanha, raiz aromática.; transição de mangue e praia arenosa (apicum)","ASE0018627","ASE0018627","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-11-27 13:47:49-03","UFS","ASE","9364","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2007","08",NA,"Costa, SM; Silva, AC; Lemos, IC","159","2007","08","17","Brasil","Sergipe","Aracaju","praias de Aracaju, Praia dos Artistas (1ºponto)","-37.071667","-10.911111","-37.071667","-10.911111",NA,NA,"erva. raiz aromática, base amarela/acastanhada, inflorescência verde.; erva. raiz aromática, base amarela/acastanhada, inflorescência verde.; Restinga (antropizada)","ASE0018629","ASE0018629","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2019-11-27 13:47:49-03","UFS","ASE","9427","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2008","05",NA,"Prata, AP; Vitta, FA; T.Konno","1058","2000","11","30","Brasil","Minas Gerais","estrada São Gonçalo/Milho Verd","Km 36 da estrada Diamantina-Serro., Estrada São Gonçalo - Milho Verde. Km 36 da estrada Diamantina-Serro","-43.488056","-18.448333","-43.488056","-18.448333",NA,NA,NA,"ASE0018662","ASE0018662","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-11-27 13:47:49-03","UFS","ASE","37091","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Santana-Júnior, JA","2016","04","28","Santos, E; Farias, MCV; Figueiredo, MAM","114","2016","04","19","Brasil","Sergipe","Pacatuba","Povoado Poção","-36.3621","-10.2808","-36.3621","-10.2808",NA,NA,"Erva. Ca. de 50 cm. Inflorescencia verdes e amareladas.; Restinga","ASE0038050","ASE0038050","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2019-11-27 13:47:49-03","UFS","ASE","18195","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Prata, AP; Costa, SM; Nascimento - Júnior, JE","2094","2009","11","07","Brasil","Bahia","Barra","Vereda de Dois Riachos","-43.0829","-11.0522","-43.0829","-11.0522",NA,NA,"Inflorescência esverdeada.; Inflorescência esverdeada.; Vereda","ASE0024742","ASE0024742","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-11-27 13:47:49-03","UFS","ASE","12325","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2008","01",NA,"Costa, SM","213","2007","12","16","Brasil","Bahia","Mangue Seco","Praia após lancha de Pontal","-37.504722","-11.675833","-37.504722","-11.675833",NA,NA,"Erva. Inflorescência esverdeada, base castanha, raiz aromática. Ocasional.; Erva. Inflorescência esverdeada, base castanha, raiz aromática. Ocasional.; Próximo a manguezal, solo arenoso de restinga.","ASE0020000","ASE0020000","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-11-27 13:47:49-03","UFS","ASE","31843","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,"2010","05","29","Ribeiro, ARO; Araújo, JE de; Silva, ML; Silva, AS; Leal, CCP; Santana, SH","224","2010","05","29","Brasil","Rio Grande do Norte","Campo Grande","Riacho Salgado","-37.1804","-5.433","-37.1804","-5.433",NA,NA,"Erva cespitosa","ASE0002704","ASE0002704","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-11-27 13:47:49-03","UFS","ASE","9377","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Prata, AP","1998","04",NA,"Prata, AP; C.S.Lizidatti; Prata, FL","462","1998","04","14","Brasil","Roraima","Boa Vista","Caçari, Clube Atlético Telaima (CAT), margem do rio Cauamé","-61.45","2.4911","-61.45","2.4911",NA,NA,NA,"ASE0018632","ASE0018632","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2019-11-27 13:47:48-03","UFS","ASE","12227","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Costa, SM; Calazans, C; Santos, E","463","2008","09","20","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Serra do cajueiro. Área antropizada (terreno baldio de sítio).","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,NA,"ASE0020259","ASE0020259","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2019-11-27 13:47:49-03","UFS","ASE","19463","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Menezes, IRN","2010","12","16","Menezes, IRN; Souza, CAS; Santos, V; Melo, DS; Conceição, GG","90","2010","03","09","Brasil","Sergipe","Estância","APA Sul, Lagoa Azul.","-37.2617","-11.1607","-37.2617","-11.1607",NA,NA,"Dunas.","ASE0025834","ASE0025834","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2019-11-27 13:47:49-03","UFS","ASE","33870","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Silva, ACC","2014","10","14","Almeida, ES","280","2014","05","06","Brasil","Sergipe","Itabaiana",NA,"-37.148333","-10.688611","-37.148333","-10.688611",NA,NA,"Herbácea. Nº do conglomerado: 109. Coordenadas UTM do Ponto Central: E (0675502 m) e N (8810652 m), Número da Subunidade: 3, Nº da Subparcela: 10, Número da árvore: 10D - F9.","ASE0009116","ASE0009116","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2019-11-27 13:47:49-03","UFS","ASE","5166","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Santos, ML","1991","04","22","Santos, ML","88","1991","04","17","Brasil","Sergipe","Itabaiana","Riacho dos Negros, Serra de Itabaiana.","-37.148333","-10.688611","-37.148333","-10.688611",NA,NA,"Erva, folhas simples reunidas em inflorescências.; Erva, folhas simples reunidas em inflorescências.; Mata de Galeria ou Ciliar.","ASE0019525","ASE0019525","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2019-11-27 13:47:49-03","UFS","ASE","29443","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Oliveira, EVS","2013","07","23","Oliveira, EVS; Ferreira, ES","A210","2013","07","23","Brasil","Sergipe","Pirambu","Rebio de Santa Isabel, Parta mais larga do polígono da unidade","-36.613611","-10.56","-36.613611","-10.56",NA,NA,"Erva. Cerca de 50 cm.; Restinga","ASE0000987","ASE0000987","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2019-11-27 13:47:49-03","UFS","ASE","40727","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Felix, GJ","2018","04","16","Felix, GJ; Oliveira, EVS; Santos-Neto, AM","142","2016","05","12","Brasil","Sergipe","Santo Amaro das Brotas","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253","-37.031","-10.5253",NA,NA,"Erva.; Restinga","ASE0042278",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2019-11-27 13:47:49-03","UFS","ASE","8430","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2006","05",NA,"Silva, AC; Prata, AP; Lemos, IC; Costa, SM; Silva, E","18","2006","04","18","Brasil","Sergipe","São Domingos","Serra da Miaba","-37.3404","-10.473","-37.3404","-10.473",NA,NA,"Erva.; Erva.; Solo arenoso-pedregoso","ASE0018116","ASE0018116","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2021-03-01 16:19:29-03","UNICAMP","UEC","73057","S","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","Tucker, GC","2001",NA,NA,"Leitão Filho, HF; et al.","33259","1995","02","14","Brazil","São Paulo","Jacupiranga","P.E. Jacupiranga, Núcleo Cedro.","-48.414889","-24.962361","-48.414889","-24.962361",NA,NA,"Mata de encosta. Herbácea. Inflorescência verde-amarelada, com a base tendo pontuações escuras.","UEC098391","UEC098391",NA,NA,NA,"Liliopsida",NA,"piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2021-03-01 16:19:29-03","UNICAMP","UEC","73057","S","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","Tucker, GC","2001",NA,NA,"Leitão Filho, HF; et al.","33259","1995","02","14","Brazil","São Paulo","Jacupiranga","P.E. Jacupiranga, Núcleo Cedro.","-48.414889","-24.962361","-48.414889","-24.962361",NA,NA,"Mata de encosta. Herbácea. Inflorescência verde-amarelada, com a base tendo pontuações escuras.","UEC098391","UEC098391",NA,NA,NA,"Liliopsida",NA,"piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2021-03-01 16:19:29-03","UNICAMP","UEC","177620","S","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos","Rottb.",NA,NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR","33029","1995","02","11","Brazil","São Paulo","IIha Comprida",NA,"-47.916389","-25.020278","-47.916389","-25.020278",NA,NA,"Herbácea. Inflorescência verde amarelada; Vegetação Restinga","UEC100264","UEC100264",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2019-08-20 09:59:43-03","UNICAMP","UEC","27372","S","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos","Rottb.","Mayo, SJ","1978",NA,NA,"Harley, RM; Renvoize, SA; Erskine, CM; Brighton, CA; Pinheiro, R","15815","1974","02","01","Brazil","Bahia","Lagoa Encantada","Serra do Sincorá, 19km NE of Ibicoara near Brejão.","-41.216667","-13.333333","-41.216667","-13.333333","1000","1000","ori, Lakeside marsh with standing water and disturbed vegetation near cultivation.","UEC075010","UEC075010",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
