"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","previousCatalogNumber","infraspecificEpithet"
"197","2021-02-11 17:19:22-03","UFPR","UPCB","27796","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Cervi, A.C.","5993","1995","10","22","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"2009","05","08","Gruta da Barreira","Arvoreta, 3m, flor esverdeada..",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"198","2021-02-11 17:19:22-03","UFPR","UPCB","27348","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Cervi, A.C.","6020","1995","11","04","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"2009","05","08","Parque Estadual de Vila Velha, Fortaleza","Arvoreta, ca. 3m, flor amarelo-esverdeada. Cerca do riacho..",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"199","2021-02-11 17:19:22-03","UFPR","UPCB","22520","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Cervi, A.C.","4161","1993","10","27","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2009","05","08","Parque Estadual do Cerrado","Árvore, 5m, flor esverdeada. Mata ciliar..",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"200","2021-02-11 17:19:22-03","UFPR","UPCB","22521","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Cervi, A.C.","3840","1992","11","14","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2009","05","08","Parque Estadual do Cerrado","Arvoreta, 3m, flor creme. Mata ciliar..",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"201","2021-02-11 17:19:22-03","UFPR","UPCB","25783","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Silva, S.M.","Uhlmann, A.",NA,"1994","07","12","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"1995","03",NA,"Parque Estadual do Cerrado","Árvore, ca. 12m. Ecótono savana/floresta..",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"202","2020-11-10 04:40:00-03","MO","MOBOT","100636119","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","P. Moraes","Pedro L. R. de Moraes|L. O. Demarchi","Moraes 3408","2011","11","26","Brazil","São Paulo","Batatais","-47.5800018310547","-20.8899993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"22006","auto",NA,NA,"1",NA,NA
"203","2020-11-10 04:40:00-03","MO","MOBOT","100636697","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","P. Moraes","Pedro L. R. de Moraes","Moraes 3377","2011","10","21","Brazil","São Paulo","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda Palmeira da Serra.",NA,NA,NA,"South America",NA,NA,"14688","auto",NA,NA,"1",NA,NA
"204","2020-11-10 04:40:00-03","MO","MOBOT","100636114","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","P. Moraes","Pedro L. R. de Moraes|L. O. Demarchi","Moraes 3405","2011","11","26","Brazil","São Paulo","Batatais","-47.4285","-20.8521111",NA,NA,"747.00000000",NA,NA,NA,NA,NA,NA,"Fazenda Vista Alegre.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"205","2020-11-10 04:40:00-03","MO","MOBOT","100636117","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","P. Moraes","Pedro L. R. de Moraes|L. O. Demarchi","Moraes 3406","2011","11","26","Brazil","São Paulo","Batatais","-47.4285","-20.8521111",NA,NA,"747.00000000",NA,NA,NA,NA,NA,NA,"Fazenda Vista Alegre.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"206","2020-11-10 04:40:00-03","MO","MOBOT","100636122","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","P. Moraes","Pedro L. R. de Moraes|L. O. Demarchi","Moraes 3445","2011","11","27","Brazil","São Paulo","Batatais","-47.4709723","-20.9690278",NA,NA,"870.00000000",NA,NA,NA,NA,NA,NA,"Fazenda Guanabara.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"207","2008-05-27 22:02:00-03","MO","MOBOT","1901904","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","S.R. Ziller","Ziller 1723","1999","1","31","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Tibagi, cruzamento da Rod. BR-376 (Mun. Ponta Grossa). Em floresta de galeria do rio Tibagi. Floresta Ombrófila Mista Aluvial.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2012-04-13 10:18:00-03","MO","MOBOT","1901905","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","B.C. Teixeira","P.L. Krieger|U. Confúcio","Krieger 10862","1971","10","30","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entre Rios de Minas - Fazenda da Pedra Branca. Na mata do brejo.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2014-12-13 21:41:00-02","MO","MOBOT","1901919","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","J.R. Stehmann|E.V. Franceschinelli|A.C.S. Meinberg","Stehmann 2658","2000","9","21","Brazil","Minas Gerais",NA,"-43.64361","-18.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diamantina: Reserva do Pau-de-Fruta (COPASA).",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2011-03-03 13:42:00-03","MO","MOBOT","1901920","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","Julio A. Lombardi","Lombardi 3233","1999","10","1","Brazil","Minas Gerais",NA,"-43.55111","-19.25805",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campo rupestre. Serra do Cipó, Santana do Riacho, próximo à estrada junto ao Juquita.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2014-12-14 18:55:00-02","MO","MOBOT","1901921","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","J.R. Stehmann|L.C.N. Melo|M. Gonçalves|P.G. Oliveira|M.Z.D. Moura","Stehmann 2803","2001","2","14","Brazil","Minas Gerais",NA,"-43.645","-18.25805",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diamantina. Area de Proteção Ambiental Pau de Fruta (COPASA). Capão de mata, campo alagado e campo seco. Mata brejosa.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2008-05-27 22:02:00-03","MO","MOBOT","1901922","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","J.M. Silva","Silva 1400","1994","9","1","Brazil","Paraná",NA,NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,"Estrada para o Parque das Lauraceas, Rio Capivari, (mun. Bocaiúva do Sul). Mata pluvial próxima do rio.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2015-10-31 05:50:00-02","MO","MOBOT","1901923","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","Wilson Hoehne","Hoehne 816","1941","11","13","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo: Campo Congonhas. Brejo. Sub-arbóreo.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2009-10-21 07:13:00-02","MO","MOBOT","1901924","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","L.E. Kopp","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35214","1972","2","3","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,"Serra do Espinhaço. Rocky slope. Ca. 10km SW of Diamantina; valley with very steep, rocky sandstones sides sloping down to gallery forest, with sedge meadow (brejo) just above forest in places.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2011-02-18 15:12:00-02","MO","MOBOT","1901960","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees",NA,"Apparicio P. Duarte","Duarte s.n.","1952","10","24","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caradai. De brejo, solo acído, bastante frequente em flora remanescente, a margem dos rios.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2011-02-18 15:11:00-02","MO","MOBOT","1901961","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","Apparicio P. Duarte","Duarte 4070","1952","11","5","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carandai. Em lugares umidos frequentemente.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2008-05-27 22:02:00-03","MO","MOBOT","1901962","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","L.E. Kopp (NY)","Per Dusén","Dusén 7377","1908","12","11","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lapa, in campo.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2008-05-27 22:02:00-03","MO","MOBOT","1901965","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","R. Kummrow","Kummrow 977","1975","11","3","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod. do Café, rio Tibagi (mun. Palmeira). Da beira dos paredões rochosos.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2015-10-31 05:50:00-02","MO","MOBOT","1901968","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","Wilson Hoehne","Hoehne 3843","1952","11","14","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo: Próximo Interlagos. Do brejo.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2014-08-23 05:35:00-03","MO","MOBOT","1901972","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","L.E. Kopp","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 21813","1969","1","12","Brazil","Goiás",NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros. Gallery margin, in partial shade. Grassy meadow bordering gallery forest, ca. 27km S.W. of Diamantina on road to Gouveia.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2015-08-13 05:50:00-03","MO","MOBOT","1901973","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","L.E. Kopp","Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 29283","1971","1","27","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,"Serra do Espinhaço. Campo. Lower slopes of Serra da Caraça, ca. 12km W. of Barão de Cocais, mainly campo and gallery forest on gray sand.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2008-05-27 22:02:00-03","MO","MOBOT","1901974","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees",NA,"Roberto M. Klein","Klein 9","1951","7","5","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,"Jacinto Machado, Turvo. Mata.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2018-06-22 05:25:00-03","MO","MOBOT","1901977","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff (MO)","Pe. Raulino Reitz|Roberto M. Klein","Reitz 1832","1954","5","14","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,"Morro da Fazenda, Itajaí. Mata.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2011-04-15 17:14:00-03","MO","MOBOT","1901979","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees",NA,"O. Ahumada|Aurelio Schinini","Ahumada 3970","1980","11","12","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dep. Paso de los Libres. Bonpland. Estancia El Recreo, sobre el río Uruguay. En pantanos.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2009-07-21 23:34:00-03","MO","MOBOT","2459231","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees",NA,"Per Dusén","Dusén 17426",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaguariaiva.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2008-05-27 22:02:00-03","MO","MOBOT","3434457","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","H. van der Werff","J.M. Silva","Silva 5093","2006","10","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vale do Codó (Mun. Jaguariaíva). Campo limpo.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-10 04:40:00-03","MO","MOBOT","100636107","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","P. Moraes","Pedro L. R. de Moraes|R. S. Pacheco","Moraes 3399","2011","11","12","Brazil","São Paulo","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda Palmeira de Serra.",NA,NA,NA,"South America",NA,NA,"14688","auto",NA,NA,"1",NA,NA
"228","2015-10-22 10:02:57-02","UNIOESTE","UNOP","5869","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Brotto, M.L.","Almeida, K.C.","66","2008","07","20","Brasil","Paraná","Querência do Norte","-53.4844017028809","-23.0835990905762",NA,NA,NA,NA,NA,NA,"2008",NA,NA,"Caiuá-Ilha Grande, RPPN Fazenda da Mata","Árvore 7m, frutos verdes. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,"31834","auto",NA,NA,NA,NA,NA
"229","2018-09-12 14:48:16-03","UNIOESTE","UNOP","7916","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Saridakis, D.P.; Barboza, E.; Cordeiro, J.; Saridakis, D.P.","956","2013","02","15","Brasil","Paraná","Piraí do Sul","-49.855764","-24.398889","-49.855764","-24.398889","1190","1190",NA,NA,"2013","02","18","Fazenda Nova Era","Árvore 5m, frutos imaturos. Floresta Ombrófila Mista Altomontana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-01-09 21:48:37-03","UNICENTRO","HUCO","3504","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes","Cotarelli, V.M.; et al.; et al.","s.n.","2008","11","07","Brasil","Paraná","Mauá da Serra","-51.2294006347656","-23.9013996124268",NA,NA,NA,NA,"HUCO003504",NA,"2009",NA,NA,NA,"N° FUEL 44608; com flor.; Arbórea; HABITAT: Arbórea; DESC: com flor.",NA,NA,NA,NA,NA,"16036","auto",NA,NA,NA,NA,NA
"231","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55586","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Parchool, M.E.","Barbosa, T.D.M.","11","1996","10","22","Brasil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lado esquerdo da estrada entre aeroporto e posto de abastecimento da SABESP","Árvore, 1,5 m de alt. Caule semi rugoso",NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA
"232","2020-06-15 15:31:00-03","UNESP-RC","HRCB","59307","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Krieger, L.","10362","1971","10","30","Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,NA,NA,"2013","01","02","Fazenda da Pedra Branca","Árvore regular, fl. amarelas.",NA,NA,NA,NA,NA,"20620","auto",NA,NA,NA,NA,NA
"233","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56477","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3408","2011","11","26","Brasil","São Paulo","Batatais","-47.5800018310547","-20.8899993896484",NA,NA,NA,NA,NA,NA,"2011","11","26",NA,"Arvoreta 7 m, frutos imaturos verdes",NA,NA,NA,NA,NA,"22006","auto",NA,NA,NA,NA,NA
"234","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55635","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Viegas, G.P.","s/nº","1939","11","30","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"1984","06","21",NA,"Arbusto",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"235","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55667","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Bernacci, L.C.","3624","2004","02","05","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"2012","11","28","Estação Experimental IAC","Arvoreta ca. 3 m de alt. Frutos imaturos vermelhos, maduros negros. Comum",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"236","2020-06-15 15:31:00-03","UNESP-RC","HRCB","59287","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3506","2012","10","14","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2012","10","14","Estalagem das Minas Gerais","Arvoreta 1,5 m, flores amarelas.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"237","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55612","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Baitello, J.B.","Hoehne, W.","816","1941","11","13","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1998","03","27","Campo de Congonhas","Arbusto",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"238","2020-06-15 15:31:00-03","UNESP-RC","HRCB","60109","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Nakajima, J.N.","2983","1997","10","19","Brasil","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"2013","06","04","Córrego do Bárbaro","Arvoreta, ca. 1,5m. Cálice verde. Corola amarelo-esverdeada. Estames amarelos. Estilete verde.",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"239","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56475","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3406","2011","11","26","Brasil","São Paulo","Batatais","-47.4285","-20.852111","47º25'42.6W","20º51'07,6S","747","747",NA,NA,"2011","11","26","Fazenda Vista Alegre","Arvoreta 5 m, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56509","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3440","2011","11","27","Brasil","São Paulo","Batatais","-47.736083","-20.871194","47º44'09.9W","20º52'16,3S","732","732",NA,NA,"2011","11","27",NA,"Árvore 5 m, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56514","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3445","2011","11","27","Brasil","São Paulo","Batatais","-47.470972","-20.969028","47º28'15.5W","20º58'08,5S","870","870",NA,NA,"2011","11","27","Fazenda Guanabara","Árvore 7 m, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56747","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3405","2011","11","26","Brasil","São Paulo","Batatais","-47.4285","-20.852111","47º25'42.6W","20º51'07,6S","747","747",NA,NA,"2011","11","26","Fazenda Vista Alegre","Árvore 10 m, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56482","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3413","2011","11","27","Brasil","São Paulo","Batatais","-47.357917","-20.885444","47º21'28.5W","20º53'07,6S","796","796",NA,NA,"2011","11","27","Chapadão","Arvoreta 6 m, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57416","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Lombardi",NA,NA,NA,NA,"Brasil","São Paulo","Analândia","-47.777778","-22.130556","47º46'40''W","22º07'50''S","760","760",NA,NA,NA,NA,NA,"Fazenda Pedra Vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-06-15 15:31:00-03","UNESP-RC","HRCB","58634","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Kuhlmann, J.G.","s/nº",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-06-15 15:31:00-03","UNESP-RC","HRCB","58642","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Duarte, A.P.","557","1946","11","18","Brasil","Minas Gerais","Carandaí-Crespo",NA,NA,NA,NA,NA,NA,NA,NA,"2012","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56303","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3377","2011","10","21","Brasil","São Paulo","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"2011","10","21","Fazenda Palmeira da Serra","Arvoreta 2,5 m, flores amarelas",NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA
"248","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56305","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3379","2011","10","21","Brasil","São Paulo","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"2011","10","21","Fazenda Palmeira da Serra","Arvoreta 2,5 m, flores amarelas",NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA
"249","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56468","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3399","2011","11","12","Brasil","São Paulo","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"2011","11","12","Fazenda Palmeira da Serra","Arvoreta 2,5 m, flores amareladas e frutos imaturos verdes;",NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA
"250","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56472","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3403","2011","11","12","Brasil","São Paulo","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"2011","11","12","Fazenda Palmeira da Serra","Arvoreta 2,5 m, flores amareladas e frutos imaturos verdes;",NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA
"251","2020-06-15 15:31:00-03","UNESP-RC","HRCB","56900","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.","Moraes, P.L.R. de","3450","2012","01","09","Brasil","São Paulo","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"2012","01","09","Fazenda Palmeira da Serra","Arvoreta 2,5 m, frutos imaturos verdes, em fase final de desenvolvimento.",NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA
