"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","year","month","day","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","312955","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma","isotype","G. Gardner","3304","South America","Brazil","Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00312955",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Gardner","NY00312955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","929894","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"H. S. Irwin","24929","South America","Brazil","Chapada dos Veadeiros, ca. 10 km south of Alto Paraíso (formerly Veadeiros)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929894","Goiás","1969","03","22","Magnoliophyta","Lamiales","Gardner","NY00929894_01","H. E. Moore Jr.","-47.5167","-14.20708","1000","1000","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","929897","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"W. R. Anderson","6503","South America","Brazil","Chapada dos Veadeiros, ca. 6-7 km E of Alto Paraíso on road to Nova Roma","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929897","Goiás","1973","03","07","Magnoliophyta","Lamiales","Gardner","NY00929897_01","L. E. Skog","-47.4754","-14.0755","1400","1400","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2017-02-07 08:43:00-02","NY","NYBG","929896","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"W. R. Anderson","6653","South America","Brazil","Chapada dos Veadeiros, ca. 25 km by road N of Alto Paraíso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929896","Goiás","1973","03","08","Magnoliophyta","Lamiales",NA,"NY00929896_01","L. E. Skog","-47.3578","-13.9584","1700","1700","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-28 13:21:00-03","NY","NYBG","312954","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma","isotype","G. Gardner","3304","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00312954","Goiás",NA,NA,NA,"Magnoliophyta","Lamiales",NA,"NY00312954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:57-03","UFRJ","RFA","18507","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"G.G. Hatschbach","34116",NA,"Brasil","Serra da Petrovina",NA,NA,"Flor lilás, tubo int. alvo","RFA40774","Mato Grosso","1974","02","13",NA,NA,"Gardner",NA,"L.K.R. Hinoshitz","-54.6356010437012","-16.4708003997803",NA,NA,"Rondonópolis","69781","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826190","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach GG; Kummrow R",NA,"Southern America","Brazil","Rod. Belem-Brasilia (mun. Babaçulandia).",NA,NA,"Dos paredões de arenito, locaes sombrios.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826190","Goiás","1976","03","29",NA,"Lamiales","Gardner","NL-WAG1826190","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110704",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826186","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach GG",NA,"Southern America","Brazil","JK (mun. Formosa).",NA,NA,"Nas rochas da borda de chapada.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826186","Goiás","1977","01","09",NA,"Lamiales","Gardner","NL-WAG1826186","Araujo AO de","-47.366667","-15.5",NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110724","-47.366667","-15.5",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826187","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Anderson WR; Kalin Arroyo MT; Hill SR; Reis dos Santos R; Souza R",NA,"Southern America","Brazil","Chapada dos Veadeiros. 4 km by road S of Terezina.",NA,NA,"Sandstone hill with mesophytic forest at base and cerrado on upper slopes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826187","Goiás","1973","03","18",NA,"Lamiales","Gardner","NL-WAG1826187","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110713",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826188","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Anderson WR; Kalin Arroyo MT; Hill SR; Reis dos Santos R; Souza R",NA,"Southern America","Brazil","Chapada dos Veadeiros. 4 km by road S of Terezina.",NA,NA,"Sandstone hill with mesophytic forest at base and cerrado on upper slopes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826188","Goiás","1973","03","18",NA,"Lamiales","Gardner","NL-WAG1826188","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110712",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826189","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Anderson WR; Kalin Arroyo MT; Hill SR; Reis dos Santos R; Souza R",NA,"Southern America","Brazil","Chapada dos Veadeiros, c. 25 km by road N of Alto Paraíso.",NA,NA,"Rocky hillside cerrado with sandstone outcrops.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826189","Goiás","1973","03","08",NA,"Lamiales","Gardner","NL-WAG1826189","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110711",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826191","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach GG; Anderson WR; Barneby RC; Gates B",NA,"Southern America","Brazil","Chapada dos Guimarães.",NA,NA,"Dos paredões de arenito da borda da chapada. Sombrio.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826191","Mato Grosso","1975","02","13",NA,"Lamiales","Gardner","NL-WAG1826191","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110702",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826192","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Anderson WR; Hill SR; Reis dos Santos R; Souza R",NA,"Southern America","Brazil","c. 5 km N of Barra do Garças.",NA,NA,"South face of mountain; mesophytic woods and sandstone faces along stream and near waterfall, and cerrado on drier slopes above. Pendent from crevices in wet cliff face near waterfall.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826192 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826192","Mato Grosso","1973","03","07",NA,"Lamiales","Gardner","NL-WAG1826192","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110714",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826193","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Irwin HS; Maxwell H; Wasshausen DC",NA,"Southern America","Brazil","Serra dos Pirineus. 75 km N of Corumbá de Goiás on road to Niquelândia, in valley of Rio Maranhão.",NA,NA,"Disturbed gallery forest, in shade.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826193 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826193","Goiás","1968","01","25",NA,"Lamiales","Gardner","NL-WAG1826193","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110710",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826194","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Irwin HS; Harley RM; Smith GL",NA,"Southern America","Brazil","Serra Geral do Paraná. Campo and cerrrado, c. 10 km S of São João da Aliança.",NA,NA,"Outcrops, cerrado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826194","Goiás","1971","03","17",NA,"Lamiales","Gardner","NL-WAG1826194","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110709",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826196","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach GG; Kummrow R",NA,"Southern America","Brazil","Rod. Belem-Brasilia (mun.Guarai).",NA,NA,"Paredões de arenito, locaes sombrios.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826196","Goiás","1976","03","30",NA,"Lamiales","Gardner","NL-WAG1826196","Araujo AO de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110701",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826197","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach GG",NA,"Southern America","Brazil","Serrra da Petrolina (mun. Rondonopolis).",NA,NA,"Paradões sombrios, de arenito.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826197","Mato Grosso","1974","02","13",NA,"Lamiales","Gardner","NL-WAG1826197","Leeuwenberg AJM",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110723",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:31:47-03","NBC","NL-BOTANY","WAG.1826195","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach GG",NA,"Southern America","Brazil","Roda Velha (mun.Barreiras).",NA,NA,"Paredões de arenito.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826195","Bahía","1977","01","12",NA,"Lamiales","Gardner","NL-WAG1826195","Araujo AO de","-42.733333","-11.133333",NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0110703","-42.733333","-11.133333",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:11:09-03","ESALQ","ESA","104595","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Andrade","66.0",NA,"Brasil",NA,NA,NA,NA,"ESA104595","Goiás","1966","01","29","Magnoliophyta",NA,NA,"ESA104595","Araújo, A.O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","12","19",NA,NA,NA
"30","2020-11-04 11:11:09-03","ESALQ","ESA","90028","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Araújo, A.O.; Scalon, V.R. ; Chautems, A.","518.0",NA,"Brasil","Chapada dos Veadeiros, rodovia Alto Paraíso-Terezina de Goiás, ca. 25 km de Alto Paraíso. Afloramento rochoso atrás do córrego, do lado esquerdo da rodovia.",NA,NA,"Entre rochas. Vegetativa.","ESA090028","Goiás","2005","01","24","Magnoliophyta",NA,"Gardner","ESA090028",NA,NA,NA,"1440","1440","Alto Paraíso",NA,NA,NA,NA,"-47,453,528","-13,948,222",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:11:09-03","ESALQ","ESA","90024","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Araújo, A.O.; Scalon, V.R. ; Chautems, A.","514.0",NA,"Brasil","Vila de São Jorge, Reserva Raizama. Trilha próximo à hidromassagem, ca. 10 m do final da passarela de madeira. Nas rochas, na borda do rio.",NA,NA,"Vegetativa","ESA090024","Goiás","2005","01","23","Magnoliophyta",NA,"Gardner","ESA090024",NA,NA,"-142.025","780","780","Alto Paraíso",NA,NA,NA,NA,"-47,836,583","-142,025",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:11:09-03","ESALQ","ESA","104597","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Melo, P.H.A.","1440.0",NA,"Brasil",NA,NA,NA,NA,"ESA104597","Minas Gerais","2006","01","26","Magnoliophyta",NA,NA,"ESA104597","Araújo, A.O.","-46.105598449707","-15.9168996810913",NA,NA,"Arinos","73882","auto",NA,NA,NA,NA,"2008","12","19",NA,NA,NA
"33","2020-11-04 11:11:09-03","ESALQ","ESA","90054","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Araújo, A.O.; Scalon, V.R. ; Chautems, A.","544.0",NA,"Brasil","Rodovia BR-226, ca. 55 km de Estreito, lado esquerdo da rodovia em direção a Wanderlândia. Afloramento de arenito.",NA,NA,"Erva rupicola, com rizoma. Face adaxial das folhas verde-escura e abaxial vinácea. Botões esverdeados e vináceos. Cálice verde e vináceo; corola com face externa esbranquiçada com fauce amarelada, interna com lobos lilas","ESA090054","Tocantins","2005","01","31","Magnoliophyta",NA,NA,"ESA090054",NA,"-47.7597007751465","-6.71305990219116","415","415","Darcinópolis","39281","auto",NA,NA,"-47,835,667","-6,823,028",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:11:09-03","ESALQ","ESA","104592","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Andrade","58.0",NA,"Brasil",NA,NA,NA,NA,"ESA104592","Minas Gerais","1958","04","10","Magnoliophyta",NA,NA,"ESA104592",NA,NA,NA,NA,NA,"Barra do Gara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:11:09-03","ESALQ","ESA","104594","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Terezinha, A.B.D.","419.0",NA,"Brasil",NA,NA,NA,NA,"ESA104594","Goiás","1993","02","12","Magnoliophyta",NA,NA,"ESA104594","Dias, T.A.B.","-48.625","-17.74169921875",NA,NA,"Caldas Novas","36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:11:09-03","ESALQ","ESA","104593","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Barros, F.","2173.0",NA,"Brasil",NA,NA,NA,NA,"ESA104593","Goiás","1991","01","25","Magnoliophyta",NA,NA,"ESA104593","Chautems, A.","-50.448600769043","-16.9477996826172",NA,NA,"Paraúna","62630","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:11:09-03","ESALQ","ESA","90041","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Araújo, A.O.; Scalon, V.R. ; Chautems, A.","531.0",NA,"Brasil","Serra de Natividade. Cachoeira Paraíso.",NA,NA,"Erva com rizoma, entre fendas de rochas, local úmido. Vegetativa.","ESA090041","Tocantins","2005","01","26","Magnoliophyta",NA,NA,"ESA090041",NA,"-47.7233009338379","-11.7096996307373","360","360","Natividade","59394","auto",NA,NA,"-47,686,111","-11,660,333",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:11:09-03","ESALQ","ESA","121848","PreservedSpecimen","Plantae","Gesneriaceae","Mandirola","ichthyostoma","Mandirola ichthyostoma",NA,"Queiroz, R.T. ; Savassi-Coutinho, A.P.","1187.0",NA,"Brasil","Parque Estadual de Caldas Novas. Trilha do Paredão. Sobre as pedras na margem da cachoeira.",NA,NA,NA,"ESA121848","Goiás","2008","03","01","Magnoliophyta",NA,NA,"ESA121848","Queiroz, R.T. & Savassi-Coutinho, A.P.","-48.625","-17.74169921875",NA,NA,"Caldas Novas","36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-07-02 14:42:34-03","JBP","HPL","12554","S","Plantae","Gesneriaceae","Mandirola","ichthyostoma","Mandirola ichthyostoma",NA,"H. Lorenzi & M. Peixoto","7031",NA,"Brasil","Coletado no Apiário Buriti, em paredões rochosos de arenito, a meia-sombra. Comum na área.",NA,NA,NA,NA,"MT","2011","02","23",NA,NA,NA,NA,"H. Lorenzi","-55.841278","-15.378111","500","500","Chapada dos Guimarães",NA,NA,NA,NA,"55° 50' 28,6 W","15° 22' 41,2 S","2011","02","23",NA,NA,NA
"40","2015-07-02 14:02:13-03","JBP","HPL","13072","S","Plantae","Gesneriaceae","Mandirola","ichthyostoma","Mandirola ichthyostoma",NA,"A. Campos-Rocha & K.A. Moura","396",NA,"Brasil","Coletado em área de campo rupestre denominada Cânion do Azulinho; acesso a partir da rodovia Sacramento/Franca -SP, por trilha iniciando em breve estrada de terra após ponte sobre rio Calegliani (à direita);",NA,NA,NA,NA,"MG","2010","02","14",NA,NA,NA,NA,NA,"-47.44","-19.8653",NA,NA,"Sacramento","69737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:29:03-03","MBM","MBM","28632","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach, G.","34133","Southern America","Brazil","Serra da Petrolina",NA,NA,NA,"MBM028632","Mato Grosso",NA,NA,NA,NA,NA,"Gardn.","MBM028632","Skog, L.E.","-54.6356010437012","-16.4708003997803",NA,NA,"Rondonópolis","69781","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:29:03-03","MBM","MBM","32776","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach, G.","s.n.","Southern America","Brazil","Serra do Roncador",NA,NA,NA,"MBM032776","Minas Gerais",NA,NA,NA,NA,NA,"Gardn.","MBM032776","Chautems, A.",NA,NA,NA,NA,"Pedro Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:29:03-03","MBM","MBM","46677","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","ichthyostoma","Gloxinia ichthyostoma",NA,"Hatschbach, G.","36799","Southern America","Brazil","Rod. GO-12, km 5-10, sul",NA,NA,NA,"MBM046677","Goiás",NA,NA,NA,NA,NA,"Gardn.","MBM046677","Chautems, A.",NA,NA,NA,NA,"Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
