"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class"
"1","2021-03-15 16:37:00-03","NY","NYBG","1546334","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bradea","kuhlmanni","Bradea kuhlmanni","Brade","isotype","J. G. Kuhlmann","325[= herb. RB 34339","1934","05","07","South America","Brazil","Espírito Santo","Serra Sete de Setembro, a 64 km de Colatina, (Estrada da Aguia Branca)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1835241' target='other'> <mi>dwc_moreinfo</mi></a>","NY01546334","NY01546334_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-07-10 09:49:04-03","MBML","MBML-HERBARIO","33812",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","cf. kuhlmannii","Bradea cf. kuhlmannii","Brade",NA,"L. Kollmann; et al","10683","2008","02","19",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante",NA,"Arbusto 1,5m no Sol, flores lilas.Material prensado em álcool.","MBML033812",NA,"J. Gurtler/2018","Nova Venécia","-40.432778","-18.7825","40W25'58","18S46'57",NA,NA,NA,NA,NA
"3","2020-07-10 09:49:04-03","MBML","MBML-HERBARIO","43488",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","kuhlmannii","Bradea kuhlmannii","Brade","TIPO","J. G. Kuhlmann","325","1934","04","07",NA,"Brasil","Espírito Santo","Serra Sete de Setembro, a 64 km de Colatina, (Estrada da Aguia Branca)",NA,"Arbusto de um metro de altura. Flor violeta","MBML043488","MBML043488","Brade/1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-07-10 09:49:04-03","MBML","MBML-HERBARIO","50802",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","kuhlmannii","Bradea kuhlmannii","Brade",NA,"C. N. de Fraga; A.P. Fontana & L. Kollmann","3516","2013","04","25",NA,"Brasil","Espírito Santo","Luxemburgo. Pedra Preta. Inselberg de gnaisse",NA,"Arbusto ereto, heliófilo. Ramos verde-vinosos. Folhas verde discolores. Flores com sépalas vinho escuro, pétalas roxas","MBML050802",NA,"C.N. Fraga/25-04-2013","Santa Leopoldina","-40.614444","-20.173056","40W36'52","20S10'23","900","900",NA,NA,NA
"5","2020-07-10 09:49:04-03","MBML","MBML-HERBARIO","50867",NA,"Plantae",NA,NA,"Rubiaceae","Bradea","kuhlmannii","Bradea kuhlmannii","Brade",NA,"C. N. de Fraga; L. Kollmann, A. P. Fontana, E. J. Lirio, V. Sarnaglia","3486","2013","01","16",NA,"Brasil","Espírito Santo","Varzea Alegre, Pedra da Onça. Vegetação rupícola sobre inselberg.",NA,"Arbusto, ca. 40cm. Folhas verde discolores, nervuras verde-amarelado. Sépalas verde-arroxeadas, pétalas roxas, estigma branco","MBML050867",NA,"C. N. Fraga/16-01-2013","Santa Teresa","-40.805","-19.906944","40W48'18","19S54'25","520","520",NA,NA,NA
"6","2019-11-13 11:29:50-03","USP","SPF","229092","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bradea","kuhlmannii","Bradea kuhlmannii","Brade",NA,"Fraga, CN","3516","2013","04","25",NA,"Brasil","Espírito Santo",NA,NA,NA,"SPF00229092",NA,"Fraga, CN","Santa Leopoldina","-40.614444","-20.173056","-40.614444","-20.173056","900","900","2013","04",NA
"7","2019-10-07 09:14:08-03","UEFS","HUEFS","231986","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Bradea","kuhlmannii","Bradea kuhlmannii","Brade",NA,"Fraga, C.N.","3516","2013","04","25",NA,"Brasil","Espírito Santo","Luxemburgo, Pedra Preta.",NA,"Inselberg de gnaisse.","HUEFS0231986","HUEFS0231986","C.N.Fraga","Santa Leopoldina","-40.614444","-20.173056","40W36'52''","20S10'23''","900","900","2013","04","Asteranae"
"8","2020-05-22 17:52:55-03","UFMT","UFMT","11179","S","Plantae",NA,NA,"Rubiaceae","Bradea","kuhlmanni","Bradea kuhlmanni","Brade","Isotype","Kuhlmann, J.G.","325","1934","05","07",NA,"Brasil","Espírito Santo","Serra Sete de Setembro, a 64 km de Colatina, (Estrada da Aguia Branca).",NA,"Arbusto de um metro de altura flor Violeta","UFMT00011179",NA,"Brade",NA,NA,NA,NA,NA,NA,NA,"1948",NA,NA
