"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus"
"103","2021-03-01 16:35:23-03","UNICAMP","UEC","173174","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Kirizawa, M; Wanderley, MDGL","257","1976","11","24","Brazil","São Paulo","São Paulo","Parque estadual das Fontes do Ipiranga, IBt. Jardim Botânico, Área 4E.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Planta n°19. área 4E","UEC016050","UEC016050","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"104","2021-03-01 16:35:23-03","UNICAMP","UEC","170826","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Kirizawa, M; Noffs, LB; Goes, M","303","1977","10","27","Brazil","São Paulo","São Paulo","Parque Estadual dasfontesdo Ipiranga, Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Área 6: planta 114A. Altura da árvore: 4,5m. Pétalas branco-lilases.","UEC073231","UEC073231","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"105","2021-03-01 16:35:23-03","UNICAMP","UEC","171021","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Wanderley, MDGL","1982","10",NA,"Santos, MRO; et al.","44","1982","10","14","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore ca. 3m de altura. Botões verdes, flores roxo-esbranquiçadas. Filotaxia oposta. Flor roxa.; Mata primaria disturbada. Solo bem drenado.","UEC073283","UEC073283","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"106","2021-03-01 16:35:23-03","UNICAMP","UEC","170820","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Chiea, SAC","246","1982","11","05","Brazil","São Paulo","São Paulo","Reserva do Parque Estadual das Fontes do ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore 2m alt. Flor jovem branca, depois rósea.","UEC073226","UEC073226","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"107","2021-03-01 16:35:23-03","UNICAMP","UEC","170817","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Chiea, SAC","249","1982","11","05","Brazil","São Paulo","São Paulo","Reserva do Parque Estadual das Fontes do ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore 10m alt. Flores brancas com bordo lilás, depois fica toda maravilha.","UEC073223","UEC073223","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"108","2021-03-01 16:35:23-03","UNICAMP","UEC","80897","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Chiea, SAC","245","1982","11","05","Brazil","São Paulo","São Paulo","Reserva do Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore de 6m, flores nascem brancas com bordos róseos, depois ficam totalmente róseos.","UEC151291","UEC151291","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"109","2021-03-01 16:35:23-03","UNICAMP","UEC","171022","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Chiea, SAC","245","1982","11","05","Brazil","São Paulo","São Paulo","Reserva do Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore de 6m, flores nascem brancas com bordos róseos, depois ficam totalmente róseos.","UEC073284","UEC073284","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"110","2021-03-01 16:35:23-03","UNICAMP","UEC","173176","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","Guimarães, P","1999","04",NA,"Chiea, SAC","255","1982","10","05","Brazil","São Paulo","São Paulo","Reserva Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore ed 5m, flores quando jovens pétalas brancas com bordo lilás, a medida que envelhecem passam a maravilha, estames filetes e estiletes brancos para roxos.","UEC016045","UEC016045","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"111","2020-12-04 13:19:25-03","UDESC","LUSC","6327","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Menegatti, R, D.","2013","11","06","Mendes, A. R; Batista, F.; Pires, Z. E.; Lobato, T.",NA,"2011","10","13","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"LUSC008522","LUSC008522",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"112","2020-12-04 13:19:25-03","UDESC","LUSC","2718","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Koepsel, D.A.; Hoffer, H.",NA,NA,NA,"Koepsel, D.A.",NA,"2009","04","10","Brasil","Santa Catarina","Agrolândia","rua Alberto Koepsel.","-49.8255996704102","-27.4116992950439",NA,NA,NA,NA,NA,"LUSC008509","LUSC008509",NA,NA,NA,NA,"19842","auto",NA,NA,NA,NA,NA
"113","2020-12-04 13:19:25-03","UDESC","LUSC","844","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Dall#?#Oglio, K.",NA,NA,NA,"Dall#?#Oglio, K.",NA,"2007","04","21","Brasil","Santa Catarina","Campos Novos",NA,"-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"LUSC008495","LUSC008495",NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA
"114","2020-12-04 13:19:25-03","UDESC","LUSC","845","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Wanginiak, T.C.R.",NA,NA,NA,"Wanginiak, T.C.R.",NA,"2006","05","27","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008491","LUSC008491",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"115","2020-12-04 13:19:25-03","UDESC","LUSC","2720","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Guerreiro, P.V.",NA,NA,NA,"Guerreiro, P.V.",NA,"2009","05","10","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008512","LUSC008512",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"116","2020-12-04 13:19:25-03","UDESC","LUSC","2719","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Zech, D.F.",NA,NA,NA,"Zech, D.F.",NA,"2009","03","01","Brasil","Santa Catarina","Lages","Conta Dinheiro CAV-UDESC.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008511","LUSC008511",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"117","2020-12-04 13:19:25-03","UDESC","LUSC","2740","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Menegatti, R.; Hugen, L.",NA,NA,NA,"Menegatti, R.D.",NA,"2009","04","05","Brasil","Santa Catarina","Lages","rua XV de novembro.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008517","LUSC008517",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"118","2020-12-04 13:19:25-03","UDESC","LUSC","843","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Jeremias, J.",NA,NA,NA,"Jeremias, R.",NA,"2007","05","24","Brasil","Santa Catarina","Urubici","Rodovia SC 430.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"LUSC008884","LUSC008884",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"119","2019-11-08 08:53:30-03","FURB","FURB","12863","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Beckhauser, T.A.","53","2006","10","17","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38",NA,"FURB30689","FURB30689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:03:03-03","FURB","FURB","23394","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Stival-Santos, A.; Legal, E. & Silveira, S.","1048","2009","10","15","Brasil","Santa Catarina","Gaspar","Gasparinho - aos fundos da capela Santo Antonio.","-48.9602778","-26.9994444","-48.9602778","-26.9994444","92","92","Florística IFFSC 638 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; borda do fragmento Habito: arbustiva;","FURB30694","FURB30694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:03:03-03","FURB","FURB","23948","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1908","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Florística IFFSC e8000b Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; beira da estrada Habito: flor roxa","FURB30695","FURB30695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-08 08:53:30-03","FURB","FURB","2688","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Sevegnani, L.",NA,"1998","11","18","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38",NA,"FURB30693","FURB30693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:03:03-03","FURB","FURB","33332","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Korte, A.","5145","2010","11","24","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","-48.9605556","-26.1002778","800","800","Florística IFFSC 1066b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: árvore;","FURB30691","FURB30691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-08 08:53:30-03","FURB","FURB","33900","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Uller, H.F.; Meyer, L. & Melato, G.","214","2011","01","28","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778","38","38",NA,"FURB30690","FURB30690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:03:03-03","FURB","FURB","39524","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Funez, L.A.","1180","2012","11","05","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0944444","-27.0611111","-49.0944444","-27.0611111","312","312",NA,"FURB30688","FURB30688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:03:03-03","FURB","FURB","5323","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Thom; Silva, G.",NA,"2006","10","02","Brasil","Santa Catarina","Blumenau","FURB - Câmpus I.","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,NA,"FURB30692","FURB30692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-08 08:53:30-03","FURB","FURB","5733","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A. A.","2017","08","31","Piaz, G.K.",NA,"2006","10","15","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38",NA,"FURB02316","FURB02316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-16 17:53:45-03","UCS","HUCS","50191","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana","Oliveira, A.A. de","2017","08","31","Stival-Santos, A.","1048","2009","10","15","Brasil","Santa Catarina","Gaspar","Gasparinho - aos fundos da capela Santo Antonio","-48.960278","-26.999444","-48.960278","-26.999444","92","92","Florística IFFSC 638 (Arbusto); arbustiva; Floresta Ombrófila Densa; Estágio médio de regeneração; borda do fragmento",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-16 17:53:48-03","UCS","HUCS","51096","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Perini, F.","2020","06",NA,"Perini, F.","4","2020","06","05","Brasil","Rio Grande do Sul","Caxias do Sul",NA,"-51.153056","-29.163889","-51.153056","-29.163889","760","760","Planta situada ao lado do Museu da UCS, flores roxas",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-12-19 16:36:56-03","UNESP-IBB","BOTUW","2270","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Tapiraí",NA,"-47.516667","-23.95","47°31'W","23°57'S",NA,NA,NA,"BOTUW002270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2013-04-01 09:20:12-03","IPT","BCTW","18761","S","Plantae",NA,"Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Tapiraí",NA,"-47.5","-23.96",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"41034","auto","Magnoliopsida",NA,NA,NA,NA
"132","2020-12-21 16:35:12-03","MBM","MBM","396998","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Oliveira, A.A.","2013","03","20","Funez, L.A.","1180","2012","11","05","Brazil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí, Morro do Sapo","-49.094528","-27.061033","-49.094528","-27.061033","312","312","Árvore, 5m; flor rosa ou branca.; Floresta Ombrófila Densa. Borda da capoeira.","MBM396998","MBM396998",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:35:12-03","MBM","MBM","270396","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Marlieri, P.C.R.; et al.; et al.","s.n.","1991","12","17","Brazil","Minas Gerais","Juiz de Fora","Campus da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"MBM270396","MBM270396",NA,NA,"Southern America",NA,"36144","auto",NA,NA,NA,NA,NA
"134","2020-12-21 16:35:12-03","MBM","MBM","270395","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Moreira, O.S.T.",NA,NA,NA,"Krieger, L.","8153","1969","12",NA,"Brazil","Paraná","Guaratuba","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM270395","MBM270395",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA
"135","2020-12-21 16:35:12-03","MBM","MBM","287316","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Ferdandes, P.J.",NA,NA,NA,"Braga, J.M.A.; et al.; et al.","7122","2002","11","07","Brazil","Rio de Janeiro","Petrópolis","Bingem","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"MBM287316","MBM287316",NA,NA,"Southern America",NA,"36524","auto",NA,NA,NA,NA,NA
"136","2020-12-21 16:35:12-03","MBM","MBM","299337","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Chiea, S.A.C.",NA,NA,NA,"Chiea, S.A.C.","245","1982","11","05","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM299337","MBM299337",NA,NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA
"137","2020-12-21 16:35:12-03","MBM","MBM","353422","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Nadruz, M.; et al.; et al.","263","1985","06",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Estrada das Canoas, 3520, IBM","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore, folhas discolores e ásperos na parte inferior, ramos com pelos, com flores","MBM353422","MBM353422",NA,NA,"Southern America",NA,"57442","auto",NA,NA,NA,NA,NA
"138","2015-09-05 07:17:19-03","MNHN","RECOLNAT_MNHN_P","P04825990","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Schnell, R.",NA,"1958","8","25","Brasil","São Paulo",NA,"Forêt de L´Institut Botanique de São Paulo.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04825990' target='other'> <mi>dwc_moreinfo</mi></a>","P04825990","P04825990_01",NA,NA,NA,"hb",NA,NA,NA,"8475 ter",NA,NA,NA
"139","2015-09-04 20:39:44-03","MNHN","RECOLNAT_MNHN_P","P05287170","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Burchell",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05287170' target='other'> <mi>dwc_moreinfo</mi></a>","P05287170","P05287170_01",NA,NA,NA,"hb",NA,NA,NA,"4465",NA,NA,NA
"140","2015-09-04 20:39:44-03","MNHN","RECOLNAT_MNHN_P","P05287174","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Warming",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05287174' target='other'> <mi>dwc_moreinfo</mi></a>","P05287174","P05287174_01",NA,NA,NA,"hb",NA,NA,NA,"2262",NA,NA,NA
"141","2015-09-04 20:39:44-03","MNHN","RECOLNAT_MNHN_P","P05287175","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05287175' target='other'> <mi>dwc_moreinfo</mi></a>","P05287175","P05287175_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"142","2015-09-03 19:32:37-03","MNHN","RECOLNAT_MNHN_P","P00376763","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00376763' target='other'> <mi>dwc_moreinfo</mi></a>","P00376763","P00376763_01",NA,NA,NA,"hb",NA,NA,NA,"243",NA,NA,NA
"143","2015-09-04 20:39:44-03","MNHN","RECOLNAT_MNHN_P","P05287176","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Gaudichaud",NA,"1833","1","1","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05287176' target='other'> <mi>dwc_moreinfo</mi></a>","P05287176","P05287176_01",NA,NA,NA,"hb",NA,NA,NA,"798",NA,NA,NA
"144","2015-09-04 20:39:44-03","MNHN","RECOLNAT_MNHN_P","P05287177","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05287177' target='other'> <mi>dwc_moreinfo</mi></a>","P05287177","P05287177_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"145","2015-09-05 07:17:19-03","MNHN","RECOLNAT_MNHN_P","P04825991","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Schnell, R.",NA,"1958","4","25","Brasil","São Paulo","São Paulo","Forêt de l´Institut botanique de São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04825991' target='other'> <mi>dwc_moreinfo</mi></a>","P04825991","P04825991_01",NA,NA,NA,"hb","53584","auto",NA,"8448",NA,NA,NA
"146","2015-09-05 07:17:19-03","MNHN","RECOLNAT_MNHN_P","P04825989","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Schnell, R.",NA,"1958","8","25","Brasil","São Paulo","São Paulo","Forêt de l´Institut Botanique de São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04825989' target='other'> <mi>dwc_moreinfo</mi></a>","P04825989","P04825989_01",NA,NA,NA,"hb","53584","auto",NA,"8475",NA,NA,NA
"147","2015-09-04 20:39:44-03","MNHN","RECOLNAT_MNHN_P","P05287171","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Lanna Sobrinho, J.P.",NA,"1962","10","2","Brasil","Rio de Janeiro","Rio de Janeiro","Guanabara. Floresta da Tijuca, próximo à Cascatinha.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05287171' target='other'> <mi>dwc_moreinfo</mi></a>","P05287171","P05287171_01",NA,NA,NA,"hb","57442","auto",NA,"253",NA,NA,NA
"148","2015-09-05 07:08:08-03","MNHN","RECOLNAT_MNHN_P","P04888223","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Wanderley, M.G.L.|Kirizawa, M.|Cavalcanti, F.S.|Carlos, L.",NA,"1976","11","17","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico; área 5; planta nº 8.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04888223' target='other'> <mi>dwc_moreinfo</mi></a>","P04888223","P04888223_01",NA,NA,NA,"hb","53584","auto",NA,"98",NA,NA,NA
"149","2015-09-05 07:08:08-03","MNHN","RECOLNAT_MNHN_P","P04888222","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Chiea, S.A.C.",NA,"1982","10","5","Brasil","São Paulo","São Paulo","Reserva Estadual das Fontes dp Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04888222' target='other'> <mi>dwc_moreinfo</mi></a>","P04888222","P04888222_01",NA,NA,NA,"hb","53584","auto",NA,"255",NA,NA,NA
"150","2020-10-01 14:23:55-03","JBB","HEPH","29154","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Versiane, AFA","2010",NA,NA,"Cadorin, TJ","1908","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente","-48.727222","-26.055","-48.727222","-26.055","13","13",NA,NA,NA,"Dicotyledon","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-01 14:23:55-03","JBB","HEPH","7372","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Silva, FA","1985",NA,NA,"Silva, FA","1265","1985","10","09","Brasil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Myrtales","Southern America",NA,"39297","auto",NA,NA,NA,NA,NA
"152","2020-12-11 11:38:42-03","UFMG","BHCB","63783","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Marlieri, PBR; Souza, LT","s.n.","1991","12","17","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"36144","auto",NA,NA,NA,NA,NA
"153","2020-12-11 11:38:42-03","UFMG","BHCB","72609","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,"1940",NA,NA,"Barreto, HLM","11107","1940","12","05","Brasil","Minas Gerais","Poços de Caldas","Parque","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"Arvore 8m, flôr violaceas e alvas; Cultivada","BHCB041688","BHCB041688","Dicotyledon",NA,"Southern America",NA,"23696","auto",NA,NA,NA,NA,NA
