"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"46","2020-11-13 09:20:35-03","UFRJ","RFA","38311","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","M. S. Wängler; F. F. V. A. Barberena; M. O. Pellegrini","2012","03","30","M. S. Wängler; V. S. Ferreira","2012","02","21","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Zona de Vida Silvestre, estrada do Marão (Alho).","-43.373889","-22.446944","43º22'26''W","22º26'49''S","Erva terrícola de 41 cm, raízes finas, brancas, cauloma cilíndrico, verde, folhas verdes, sésseis, inflorescência apical, sépalas e calcar verde claro, pétalas e labelo amarelos.","RFA38820",NA,"1077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 11:31:48-03","UFRJ","RFA","22634","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","I.G.C.M. Costa","2016","09","06","P. Occhioni","1988","11","28","Brasil","Rio de Janeiro","Maricá","Barra de Maricá, no brejo em frente à Aeronáutica","-42.8185997009277","-22.9193992614746",NA,NA,"Flores creme. Frutos.","RFA29371",NA,"9289",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 11:31:48-03","UFRJ","RFA","16810","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","I.G.C.M. Costa","2016","09","06","P. Occhioni","1975","07","15","Brasil","Rio de Janeiro","Nova Friburgo","Serra de Friburgo. Meio da serra.","-42.5311012268066","-22.2819004058838",NA,NA,"Flor verde","RFA29370",NA,"7629",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-13 09:20:35-03","UFRJ","RFA","23219","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","I.G.C.M. Costa","2016","09","06","Cézio Pereira; Fernando Agarez e Joanito","1989","11","21","Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,"RFA29369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 11:31:48-03","UFRJ","RFA","30672","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","paulensis","Habenaria paulensis","Porsch","I.G.C.M. Costa","2016","09","06","K.T. Ribeiro; B. Medina","2000","02","29","Brasil","Rio de Janeiro","Itatiaia","Planalto do Itatiaia. Parque Nacional do Itatiaia, Maciço das Prateleiras","-44.666667","-22.5","44º40'W","22º30'S","Flores verdes, com parte anterior ligeiramente mais amarelada e clara do que o resto da planta. Sem cheiro.","RFA29363",NA,"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-24 17:10:56-03","UTFPR","DVPR","5637","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Brotto, ML","2016","11","22","Silva, JM; Bayeri, I; Noguchi, G","2015","11","22","Brasil","Paraná","Castro","PCH Rio Iapó. Fazenda Marumbi.","-50.0712","-24.4414","-50.0712","-24.4414","Erva tricola. flores verdes.; Estepe gramineo-lenhosa. Campo limpo.","DVPR005637",NA,"9135","980","980",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-24 17:10:56-03","UTFPR","DVPR","5811","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cordeiro, J; Barbosa, E","2010",NA,NA,"Silva, JM","2009","12","10","Brasil","Paraná","Lapa","Gruta do Monge.","-49.7158012390137","-25.7696990966797",NA,NA,"Terrícola, flor creme; Encosta de arenito. Lugar úmido.","DVPR005811",NA,"7406",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:52:46-03","EAO","IAN","69089","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Pabst, GFJ",NA,NA,NA,"Black, GA","1951","01","23","Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,"IAN069089",NA,"11253",NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-01-20 14:40:47-03","UPM","MACK","2591","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Gonçalves, G.F.; Barros, F.",NA,NA,NA,"Gonçalves, G.F.","2014",NA,NA,"Brasil","SP","Campos do Jordão","Umuarama; APA Mackenzie; campo de altitude","-45.5900001525879","-22.7299995422363",NA,NA,"Terrícola; flores verdes",NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-01-20 14:40:47-03","UPM","MACK","2599","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Gonçalves, G.F.; Barros, F.",NA,NA,NA,"Gonçalves, G.F.","2013",NA,NA,"Brasil","SP","Campos do Jordão","Umuarama; APA Mackenzie; Campo de altitude","-45.5900001525879","-22.7299995422363",NA,NA,"Terrícola, flores esverdeadas",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-04 15:26:38-03","PUCPR","HUCP","24379","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Santos, TF",NA,NA,NA,"Santos, TF","2014","01","28","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"HUCP00002511","HUCP00002511","022",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-12-04 15:26:36-03","PUCPR","HUCP","23044","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Engels, M",NA,NA,NA,"Bonaldi, R; Ariati, V","2012","10","16","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00002443","HUCP00002443","578",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-04 15:26:36-03","PUCPR","HUCP","22133","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Smidt, EC",NA,NA,NA,"Lozano, E; Molin, T; Ariati, V","2011","01","08","Brasil","Paraná","Campina Grande do Sul","Morro Getúlio","-49.0553016662598","-25.3055992126465",NA,NA,NA,"HUCP00002829","HUCP00002829","468",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-04 15:26:38-03","PUCPR","HUCP","24918","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Kersten, RA","2017","03","04","Kersten, RA","2015","08","20","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,"Área alterada úmida, próxima a estrada, terrícola, herbácea. 900m s.n.m.","HUCP00024918","HUCP00024918","s.n.",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-04 15:26:38-03","PUCPR","HUCP","24497","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Imig, D",NA,NA,NA,"Imig, D","2013","04","25","Brasil","Santa Catarina","Laguna",NA,"-48.7807998657227","-28.4825000762939",NA,NA,NA,"HUCP00002797","HUCP00002797","242",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-12-04 15:26:36-03","PUCPR","HUCP","21575","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cordeiro, J; Barboza, E",NA,NA,NA,"Silva, JM","2009","07","10","Brasil","Paraná","Lapa","Parque Estadua do Monge","-49.7158012390137","-25.7696990966797",NA,NA,NA,"HUCP00002847","HUCP00002847","7406",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-12-04 15:26:36-03","PUCPR","HUCP","22680","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Kersten, RA",NA,NA,NA,"Kersten, RA","2011","05","06","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,"HUCP00002442","HUCP00002442","1538",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-04 15:26:36-03","PUCPR","HUCP","22265","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Kersten, RA",NA,NA,NA,"Kersten, RA","2011","03","15","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,"HUCP00002436","HUCP00002436","1548",NA,NA,NA,NA,NA,"Monocotiledonea",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-10-09 11:28:42-03","UFBA","ALCB","07253","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Toscano, AL","1995","11",NA,"Costa, AL; Barroso, GM","1975","05","17","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.15","-11.55","-41.15","-11.55","terrestre. Flores alvas.","ALCB007333","ALCB007333","s/n",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-09 11:28:42-03","UFBA","ALCB","97920","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barbosa, E; Cordeiro, J","2010",NA,NA,"Silva, JM","2009","12","10","Brasil","Paraná","Lapa","Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,NA,"flor creme. Ensota de arenito, Lugar úmido.","ALCB007335","ALCB007335","7406",NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-09 11:28:42-03","UFBA","ALCB","76745","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2002",NA,NA,"Ribas, OS; Silva, JM","2001","02","11","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"terrícola. Flor creme.; solo turfoso e úmido da encosta do morro..","ALCB007334","ALCB007334","3244","1400","1400","Southern America",NA,NA,"Monocotyledon",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-02-08 08:46:20-03","NBC","NL-BOTANY","L.1516491","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Correa MN",NA,NA,NA,"Pedersen TM","1984","11","21","Paraguay","Misiones",NA,NA,NA,NA,NA,NA,"Medium moist grassland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1516491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1516491","NL-L1516491",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae","L 0692092",NA,NA,NA,NA,NA,NA
"68","2020-02-08 08:46:20-03","NBC","NL-BOTANY","L.1516492","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Dusén PKH","1909","01","17","Brazil",NA,NA,"Brasilienses. Parana: Rio Tibogy, in paludosis.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1516492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1516492","NL-L1516492",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"69","2020-02-08 08:46:20-03","NBC","NL-BOTANY","L.1516493","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Hagendorf",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1516493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1516493","NL-L1516493",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"70","2020-02-08 08:46:20-03","NBC","NL-BOTANY","L.4175117","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Pedersen TM","1956","11","12","Paraguay",NA,NA,"Plantae Paraguayenses. Ea. 'San Miguelito'. Colonia Gral. Delgado. Dep. Itapúa.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4175117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4175117","NL-L4175117",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"71","2020-02-08 08:46:20-03","NBC","NL-BOTANY","U.1459520","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Pedersen TM",NA,NA,NA,"Pedersen TM","1972","12","12","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459520","NL-U1459520",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae","U 0085179",NA,NA,NA,NA,NA,NA
"72","2020-02-08 08:46:20-03","NBC","NL-BOTANY","U.1459621","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Maas PJM; Carauta JPP","1977","10","23","Brazil",NA,NA,"Brasiliensis. Edo. Rio de Janeiro, Gavea.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459621","NL-U1459621",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"73","2020-02-08 08:46:20-03","NBC","NL-BOTANY","WAG.1137037","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Pedersen M","1984","11","21","Paraguay",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1137037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1137037","NL-WAG1137037",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"74","2020-02-08 08:46:20-03","NBC","NL-BOTANY","U.1459622","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora reichenbachiana",NA,NA,NA,NA,NA,"Davidse G; Ramamoorthy TP; Vital DM","1976","03","08","Brazil",NA,NA,"São Paulo: 19 km SW of Juquitiba along Highway 116 to Curitiba. Dirt road through montane forest.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459622","NL-U1459622",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae",NA,"reichenbachiana",NA,NA,NA,NA,NA
"75","2020-02-08 08:46:20-03","NBC","NL-BOTANY","L.1516447","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","reichenbachiana","Habenaria reichenbachiana","Barb.Rodr.","Dusén PKH",NA,NA,NA,"Dusén PKH","1910","03","09","Brazil","Paraná",NA,"Parana: Desvio Ypiranga",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1516447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1516447","NL-L1516447",NA,NA,NA,"Southern America",NA,NA,NA,"Asparagales",NA,NA,"Magnoliopsidae","L 0426292 | 94822611",NA,NA,NA,NA,NA,NA
"76","2020-11-04 12:17:31-03","ESALQ","ESA","126259","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Carvalho, B.M.","1905","07","05","Coelho, R.L.G.","1905","06","29","Brasil","Santa Catarina","Urupena",NA,NA,NA,NA,NA,NA,"ESA126259","ESA126259","205.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-04 12:17:31-03","ESALQ","ESA","83438","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Menini, L.","2008","01","23","Marcondes-Ferreira, W. Tsuji, R.","2001","04","27","Brasil","Minas Gerais","Monte Verde",NA,NA,NA,NA,NA,NA,"ESA083438","ESA083438","1732.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 12:17:31-03","ESALQ","ESA","82790","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","2000","05","12","RMS","1983","11","08","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"ESA082790","ESA082790","20002.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 12:17:31-03","ESALQ","ESA","41259","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Carvalho, B.M.","2013","10","11","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","1998","04","07","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,"ESA041259",NA,"21078.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"19014","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-04 12:17:31-03","ESALQ","ESA","62144","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Forster, W.",NA,NA,NA,"Batista, E.R. et al.","1999","01","07","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,"ESA062144",NA,"41.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 12:17:31-03","ESALQ","ESA","12422","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Singer, R.B.","2000","12","15","Souza, V.C. et al.","1993","11","26","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"ESA012422","ESA012422","4686.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-04 12:17:31-03","ESALQ","ESA","11427","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Carvalho, B.M.","2013","10","11","Souza, V.C.","1988","11","07","Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,NA,"ESA011427",NA,"387.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-04 12:17:31-03","ESALQ","ESA","64439","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Carvalho, B.M.","2013",NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","2000","02","17","Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO","-41.8683013916016","-20.4333000183105",NA,NA,"Erva; flores verde-amareladas","ESA064439","ESA064439","23282.0","2300","2300",NA,NA,NA,"Magnoliophyta",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-04 12:17:31-03","ESALQ","ESA","76569","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Menini, L.","2008","01","23","Souza, J.P.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R. Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","24","Brasil","São Paulo","Mogi das Cruzes","BLOQUEADO","-46.1883010864258","-23.5228004455566",NA,NA,"Terrestre, flores verdes","ESA076569","ESA076569","3437.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-04 12:17:31-03","ESALQ","ESA","69772","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Menini, L.","2008","01","23","Souza, J.P.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R. Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","24","Brasil","São Paulo","Mogi das Cruzes","BLOQUEADO","-46.1883010864258","-23.5228004455566",NA,NA,"Terrestre, flores verdes","ESA069772","ESA069772","3446.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-11-04 12:17:31-03","ESALQ","ESA","95442","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Menini, L.","2008","01","23","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","2006","07","11","Brasil","São Paulo","São Bento do Sapucaí","BLOQUEADO","-45.7299995422363","-22.6800003051758",NA,NA,"Terrestre, flores verdes","ESA095442","ESA095442","5764.0","1645","1645",NA,NA,NA,"Magnoliophyta",NA,"18089","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-11-04 12:17:31-03","ESALQ","ESA","55218","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Carvalho, B.M.",NA,NA,NA,"Coelho, R.L.G.","2007","04","08","Brasil","Santa Catarina","Urupema","Fazenda Farofa. Trilha da Fazenda do Mário até o campo de altitude. Vegetação secundária de Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"Erva. Flores.","ESA055218",NA,"205.0","1426","1426",NA,NA,NA,"Magnoliophyta",NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-11-04 12:17:31-03","ESALQ","ESA","128327","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Forster, W.","2013","04","12","Flores, T.B.","2013","03","29","Brasil","São Paulo","Tapirai","Reserva Particular da Votorantim (CBA). Trilha da Boatudo. Floresta Ombrófila Densa com áreas antigas de roça em alguns trechos.","-47.380012","-24.038166","-47.380012","-24.038166","Erva inteira, Frutos verdes, Flores verdes.","ESA128327","ESA128327","1865.0","360","360",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-11-04 12:17:31-03","ESALQ","ESA","41234","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,"Menini, L.","2008","01","23","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","1998","04","07","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,"ESA041234",NA,"21053.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"19014","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-11-04 12:17:31-03","ESALQ","ESA","32440","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.",NA,NA,NA,"van den Berg, C.","1996","04","02","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,"ESA032440",NA,"176.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
