"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"44","2021-03-15 16:37:00-03","NY","NYBG","446017","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.","J. Cuatrecasas","H. S. Irwin","1971","02","17","Brazil","Bahia","Morro do Chapéu","Serra do Tombador. Ca. 7 km S. of town of Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446017","NY00446017_01",NA,"32395","South America","sheet",NA,"1125","1125","Magnoliophyta","Malpighiales","compacta","98143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-09-29 09:33:00-03","NY","NYBG","446020","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.",NA,"H. C. de Lima","1989","09","11","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal Macaé de Cima, Próximo ao Hotel Garlip","-42.5311012268066","-22.2819004058838",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446020","NY00446020_01",NA,"3678","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales","compacta","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-13 09:19:58-03","UFRJ","RFA","12499","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta",NA,"G.G. Hatschbach","G.G. Hatschbach","1965","03","25","Brasil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi","-48.5746994018555","-25.8827991485596",NA,NA,"Árvore 15 m, flor creme","RFA52922",NA,NA,"12500",NA,NA,NA,"100","100",NA,NA,"compacta","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-13 09:19:58-03","UFRJ","RFA","11607","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","G.G. Hatschbach","G.G. Hatschbach","1969","03","14","Brasil","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,"Árvore 30 m, tronco até 80 cm de diâmetro. Flor alvescente","RFA52924",NA,NA,"21265",NA,NA,NA,"300","300",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-13 09:19:58-03","UFRJ","RFA","8253","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta",NA,"L.C. Giordano","G.G. Hatschbach","1965","03","25","Brasil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi","-48.5746994018555","-25.8827991485596",NA,NA,"Árvore de 15 m, flor creme","RFA52927",NA,NA,"12500",NA,NA,NA,NA,NA,NA,NA,"compacta","41937","auto","1996","03","06",NA,NA,NA,NA,NA
"49","2021-03-30 12:38:55-03","EAO","IAN","93678","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Cuatrecasas, J","Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN093678",NA,NA,"11828","Southern America",NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,"1959","05",NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:38:55-03","EAO","IAN","93892","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Cuatrecasas, J","Glaziou, AFM","1896","05","27","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN093892",NA,NA,"11828","Southern America",NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:38:55-03","EAO","IAN","118670","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.","Giordano, LC","Belém, RP; Mendes, JM","1965","01","22","Brasil","Bahia",NA,"Entre Itiruçu e Maracas. Zona da mata.",NA,NA,NA,NA,"Árvore de 12m; tronco de 50cm de diâmetro; casca grossa. Flor branco-esverdeada, filetes e ovário esbranquiçado; disco amarelo-alaranjado. Árvore isolada no pasto, freqüente.","IAN118670",NA,NA,"221","Southern America",NA,NA,NA,NA,"Dicotiledônea",NA,"compacta",NA,NA,"1995","09",NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:17:37-03","UFBA","ALCB","031800","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Nascimento, W","Guedes, ML; et al.","1997","11","09","Brasil","Bahia","Andaraí","Chapada Diamantina, Caminho para Fazenda Volta da Pedra, km 511, Itagu","-42.133333","-12.883333","-42.133333","-12.883333","Ca. de 2,5m. Folhas cartáceas, discolores. Inflorescência terminal. Frutos imaturos esverdeados, maduros amarronzados. Ocasional.; Solo arenoso com afloramentos rochosos.","ALCB042941","ALCB042941",NA,"5517","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA
"53","2020-08-11 00:16:04-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Guedes, ML","Guedes, ML; Stannard, B; Harley, RM; Woodgyer, EM; Giulietti, AM","1996","03","31","Brasil","Bahia","Jacobina","Piemonte da Diamantina","-40","-11","-40","-11","6,0 m. Flores de pétalas creme-esverdeadas; filetes brancos, anteras amarelas. Frutos imaturos verdes. Raro.; Floresta estacional de porte baixo de ca. de 3m de altura. Solo arenoso.",NA,NA,NA,"PCD2709","Southern America",NA,NA,"960","960","Dicotyledon",NA,NA,NA,NA,"2016","11",NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:17:37-03","UFBA","ALCB","037830","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Giordano, LC","Nic Lughadha, E; França, F; Gasson, P; Harley, RM","1997","03","02","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.207222","-11.590556","-41.207222","-11.590556","ca 4 m de altura. Folhas coriáceas, discolores. Botão creme-esverdeado, sépalas verde-claras, pétalas branco-esverdeadas, filetes alvos, anteras creme-amareladas, ovário verde com nectário na base, rosa-alaranjado, estilete verde clar","ALCB042944","ALCB042944",NA,"PCD5959","Southern America",NA,NA,"1151","1151","Dicotyledon",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"55","2020-08-11 00:16:04-03","UFBA","ALCB","037831","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Giordano, LC","Guedes, ML; Stannard, B; Harley, RM; Woodgyer, EM; Giulietti, AM","1996","03","31","Brasil","Bahia","Jacobina","Piemonte da Diamantina","-40.809167","-11.154167","-40.809167","-11.154167","ca 6 m de altura. Flores e pétalas creme-esverdeadas, filetes brancos, anteras amarelas. Frutos imaturos verdes.; Solo arenoso.","ALCB042948","ALCB042948",NA,"PCD2709","Southern America",NA,NA,"960","960","Dicotyledon",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:17:37-03","UFBA","ALCB","037832","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.",NA,"Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B","1997","02","10","Brasil","Bahia","Caetité","Serra Geral, Caminho para Licínio de Almeida","-42.5","-14.083333","-42.5","-14.083333","5,0 m. Folhas semi-crassas, levemente discolores. Botões esverdeadas, flores creme; estames alvos. Frutos imaturos verdes. Ocasional.",NA,NA,NA,"PCD5380","Southern America",NA,NA,"1080","1080","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:17:37-03","UFBA","ALCB","037832a","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Giordano, LC","Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B","1997","02","10","Brasil","Bahia","Caetité","Serra Geral, caminho para Licínio de Almeida.","-42.496111","-14.16","-42.496111","-14.16","ca 5 m de altura. Folhas semi-crassas, levemente discolores. Botões esverdeados, flores cremes; estames alvos. Frutos imaturos verdes.","ALCB042947","ALCB042947",NA,"s/n","Southern America",NA,NA,"1080","1080","Dicotyledon",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-24 18:14:00-03","UFBA","ALCB","042743","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Nascimento, W","Stradmann, MTS; Poveda, A; Gomes, DF","1995","03","03","Brasil","Bahia","Lençóis","Chapada Diamantina, Rio Ribeirão. Localidade conhecida como Ribeirão do Meio","-41.45","-12.466667","-41.45","-12.466667","Terrestre, ca. 4,5 m. Folhas core ceas, conc¢lores. InflorescÆncia em dic sio com flores diminutas escuras. Ocasional.; Mata ciliar. Solo arenoso, rico em humos, associado aos afloramentos rochosos aren¡ticos. Vegeta!Æo sujeita a per","ALCB042942","ALCB042942",NA,"0178","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:17:37-03","UFBA","ALCB","53837","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Guedes, ML","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","2001","05","21","Brasil","Bahia","Bonito","Chapada Diamantina, Sede provisória do assentamento Santa Terezinha","-41.332778","-12.096111","-41.332778","-12.096111","8,0m. Folhas coriáceas, discolores. Botões verde-avermelhados.; Área antropizada.","ALCB042949","ALCB042949",NA,"252","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2001","09",NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:17:37-03","UFBA","ALCB","53837","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Guedes, ML","Santana, DL; Loureiro, DM; Guedes, ML","2001","05","21","Brasil","Bahia","Bonito","Chapada Diamantina, Sede provisória do assentamento Santa Terezinha","-41.25","-11.966667","-41.25","-11.966667","8,0m. Folhas coriáceas, discolores. Botões verde-avermelhados.",NA,NA,NA,"252","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2001","09",NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:17:37-03","UFBA","ALCB","61397","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Nascimento, W","Roque, N; Alunos de Botânica III","2003","01","25","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal, trilha da Sandália Bordada","-41.371944","-13.001389","-41.371944","-13.001389","Folhas coriáceas, obovada. Inflorescência em panículas corimbosas axilares. Flores alvas. Frutos drupáceos, alaranjados.","ALCB042946","ALCB042946",NA,"s/n","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA
"62","2019-10-09 11:17:37-03","UFBA","ALCB","67642","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.",NA,"Stradmann, MTS; Castilho, P","2004","12","12","Brasil","Bahia","Mucugê","Chapada Diamantina, Fazenda Caraíbas","-41.423611","-13.160556","-41.423611","-13.160556","de ca 3,5m. Folhas coriáceas, discolores. Flores brancas e botões verdes. Indivíduo 123; arbustiva-arbórea","ALCB042943","ALCB042943",NA,"1084","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA
"63","2019-10-09 11:17:37-03","UFBA","ALCB","67644","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.",NA,"Stradmann, MTS; Castilho, P","2004","12","12","Brasil","Bahia","Mucugê","Chapada Diamantina, Fazenda Caraíbas","-41.423611","-13.160556","-41.423611","-13.160556","de 3,5m. Folhas coriáceas, discolores. Flores alvas. Indivíduo 33.; arbustiva-arbórea","ALCB042945","ALCB042945",NA,"1088","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA
"64","2019-10-09 11:17:37-03","UFBA","ALCB","69715","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Guedes, ML","Guedes, ML; Velozo, ES","2005","03","25","Brasil","Bahia","Abaíra","Chapada Diamantina, Catolés, Trilha para a Serra do Barbado","-41.888611","-13.285278","-41.888611","-13.285278","de ca 2m. Folhas coriáceas, discolores. Inflorescência com floresbranco-esverdeadas. Frutos imaturos verdes. Ocasional.","ALCB042939","ALCB042939",NA,"11820","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA
"65","2019-10-09 11:17:37-03","UFBA","ALCB","82030","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Guedes, ML","Guedes, ML; Guaré, F; et al.","2007","12","07","Brasil","Bahia","Andaraí","Chapada Diamantina, Caminho para o Paty","-41.340278","-12.803611","-41.340278","-12.803611","de ca 1,80 m de altura. Folhas coriáceas, discolores. Inflorescência axilar. Botões esverdeados. Frutos maduros laranja. freqüente.","ALCB042940","ALCB042940",NA,"14197","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"2008","01",NA,NA,NA,NA,NA,NA
"66","2020-02-08 09:54:17-03","NBC","NL-BOTANY","L.3812650","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.",NA,"Hatschbach GG","1969","03","14","Brazil",NA,NA,"Paraná (Brasil), Paraguá. Pico Torto.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812650","NL-L3812650",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"67","2020-02-08 09:54:17-03","NBC","NL-BOTANY","L.3812651","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta",NA,NA,"Hatschbach GG","1965","03","25","Brazil",NA,NA,"Parana (Brasil), Guaratuba. Serra de Araraquara, Morro do Cauvi.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812651","NL-L3812651",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Malpighiales","compacta",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"68","2020-02-08 09:54:17-03","NBC","NL-BOTANY","U.1412524","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta",NA,NA,"Hatschbach GG","1965","03","25","Brazil",NA,NA,"Parana (Brasil), Guaratuba. Serra de Araraquara, Morro do Cauvi.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1412524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1412524","NL-U1412524",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Malpighiales","compacta",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"69","2020-02-08 09:54:17-03","NBC","NL-BOTANY","U.1412525","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta",NA,NA,"Reitz R; Klein RM","1954","03","18","Brazil",NA,NA,"Santa Carina. Morro da Fazenda, Itajaí. Mata Arvore.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1412525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1412525","NL-U1412525",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Malpighiales","compacta",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"70","2020-02-08 09:54:17-03","NBC","NL-BOTANY","U.1412527","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta",NA,NA,"Reitz R; Klein RM","1954","03","01","Brazil",NA,NA,"Santa Catarina. Hôrto Florestal, I.N.F., Ibirama. Mata. Arvore.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1412527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1412527","NL-U1412527",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Malpighiales","compacta",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"71","2020-02-08 09:54:17-03","NBC","NL-BOTANY","U.1412528","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta",NA,NA,"Harley RM; Mayo SJ; Storr RM; Santos TS; Pinheiro RS","1977","03","03","Brazil",NA,NA,"Estado da Bahia. Morro do Chapeu. Summit of Morro do Chapeu, ca. 8km SW of the town of Morro do Chapeu to the west of the road to Utinga.","-41.2","-11.583333","-41.2","-11.583333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1412528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1412528","NL-U1412528",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Malpighiales","compacta",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"72","2020-11-04 11:11:17-03","ESALQ","ESA","43561","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schmizl.) Cuatr.","Ivanauskas, N.M.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","1997","06","09","Brasil","Mato Grosso","Tapurah","75 km NE (em linha reta) de Tapurah. Estrada para Projeto Ipiranga. Transição savana arborizada (cerrado) - savana florestada (cerradão).","-56.03","-12.14","-56.03","-12.14","Arbusto, ca. 2 m alt.; flores creme.","ESA043561",NA,NA,"17446.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:11:17-03","ESALQ","ESA","104258","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,"Aguiar, O.T.","Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,"ESA104258","ESA104258",NA,"1121.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"27904","auto","2002","03","17",NA,NA,NA,NA,NA
"74","2020-11-04 11:11:17-03","ESALQ","ESA","128783","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"Virillo, C.B.","2013","04","02","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Serraria - Trilha da Igrejinha","-47.5","-23.9599990844727",NA,NA,"indivíduo adulto","ESA128783",NA,NA,"217.0",NA,NA,NA,"463","463","Magnoliophyta",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:11:17-03","ESALQ","ESA","71981","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schmizl.) Cuatr.","Hatschbach, G.","Silva, J.M. ; Abe, L.M.","2000","02","21","Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,"ESA071981","ESA071981",NA,"3164.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:11:17-03","ESALQ","ESA","97424","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Wesenberg, J.","Wesenberg, J. ; et. al.","2005","10","10","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"ESA097424","ESA097424",NA,"1012.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-04 11:11:17-03","ESALQ","ESA","52623","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatr.","Rossi, L.","Barros, F. ; Martuscelli","1986","04","10","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,"ESA052623","ESA052623",NA,"1272.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 11:11:17-03","ESALQ","ESA","28767","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schmizl.) Cuatr.","Rossi, L.","Ivanauskas, N.M.","1995","09","30","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA028767","ESA028767",NA,"452.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 11:11:17-03","ESALQ","ESA","109551","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,"ESA109551","ESA109551",NA,"30024.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-01-14 15:31:10-03","MN","R","7781","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Giordano, L.C.","Glaziou, A.F.M.","1880","03","05","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007781","R000007781_001",NA,"11829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","02",NA,NA,NA,NA,NA,NA
"81","2021-01-14 15:31:10-03","MN","R","7783","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Giordano, L.C.","Glaziou, A.F.M.","1891","04","07","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007783","R000007783_001",NA,"18182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996","03","15",NA,NA,NA,NA,NA
"82","2021-01-14 15:31:10-03","MN","R","70933","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta var.grandiflora","(Urb.) Cuatrec.","Giordano, L.C.","Glaziou, A.F.M.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,"R000070933","R000070933_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.grandiflora","57442","auto","1987","02",NA,NA,NA,NA,NA,NA
"83","2021-01-14 15:31:10-03","MN","R","14640","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta var.grandiflora","(Urb.) Cuatrec.","Giordano, L.C.","Glaziou, A.F.M.","1891","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,"R000014640","R000014640_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.grandiflora","57442","auto","1987","02",NA,NA,NA,NA,NA,NA
"84","2015-07-02 14:02:21-03","JBP","HPL","3368","S","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","H. Lorenzi","H. Lorenzi","2005","02","05","Brasil","SP","São Paulo","Coletada no Jardim Botânico, cultivada, cerca de 300metros abaixo do prédio do herbário.","-46.63","-23.54",NA,NA,NA,NA,NA,NA,"5274",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto","2005","02","05",NA,NA,NA,NA,NA
"85","2019-02-15 11:40:24-02","IPA","IPA","62206","S","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","Pirani, J.R.","Pirani, J.R.; Furlan, A.; Kamasaki, M.L.; Amaral, M.C.E.; Castro, N.M.; Furlan, A.; Kamasaki, M.L.; Amaral, M.C.E.; Castro, N.M.","1981","09","08","Brasil","Bahia","Mucugê","estrada velha Andaraí-Mucugê, em trecho próximo a Igatu.","-41.3708000183105","-13.0052995681763",NA,NA,"Arvoreta 2,5 - 3m. Flores creme-esverdeadas.; Campo rupestre.","IPA0062206",NA,NA,"CFCR-2091","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,"52493","auto","1982",NA,NA,NA,NA,NA,NA,NA
"86","2019-02-15 11:40:24-02","IPA","IPA","52600","S","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Hatschbach, M.","1991","01","23","Brasil","Paraná","Guaraqueçaba","Rio Guaraqueçaba, próximo a barra.","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore 12m, flor creme.; Mata pluvial da planície litorânea.","IPA0052600",NA,NA,"54916","Southern America",NA,NA,NA,NA,"Plantae",NA,"compacta","37295","auto","1991",NA,NA,NA,NA,NA,NA,NA
"87","2019-02-15 11:40:24-02","IPA","IPA","32958","S","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.","Rossi, L.","Harley, R.M.","1977","03","03","Brasil","Bahia","Morro do Chapéu","Summit of Morro do Chapéu, ca. 8km SW of the town of Morro do Chapéu to the West of the road to Utinga.","-41.2","-11.583333","-41.2","-11.583333","Tree to 6m. Trunk 15cm in diameter. Leaves coriaceous, glossy dark green above, pale green beneath. Sepals green. Petals cream, spreading. Anthers pale yellow with white filaments. Young fruit green.; Sandstone rocks with open sands i","IPA0032958",NA,NA,"19327","Southern America",NA,NA,NA,NA,"Plantae",NA,"compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
