"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","663621","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua","Heimerl","L. Y. T. Westra",NA,NA,NA,"R. Reitz","4695","1957","08","24","Brazil","Santa Catarina","Sao Francisco do Sul","Três Barras, Garuva, S. Francisco do Sul","-48.6381","-26.2433",NA,NA,"200","200","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663621","NY00663621_01","Magnoliophyta","Caryophyllales","South America","sheet","ambigua",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","663622","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua","Heimerl","L. Y. T. Westra",NA,NA,NA,"B. Rambo","42144","1949","06","23","Brazil","Rio Grande do Sul","Novo Hamburgo","Novo Hamburgo","-51.1306","-29.6783",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663622","NY00663622_01","Magnoliophyta","Caryophyllales","South America","sheet","ambigua",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","663620","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua","Heimerl","L. Y. T. Westra",NA,NA,NA,"R. Reitz","6928","1958","08","02","Brazil","Santa Catarina","Rio do Sul","Serra do Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663620","NY00663620_01","Magnoliophyta","Caryophyllales","South America","sheet","ambigua",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","663618","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua","Heimerl","L. Y. T. Westra",NA,NA,NA,"R. Reitz","7010","1958","08","22","Brazil","Santa Catarina",NA,"Novo Horizonte, Lauro Müller","-49.483071","-28.387264",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663618","NY00663618_01","Magnoliophyta","Caryophyllales","South America","sheet","ambigua",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","663613","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","M. H. Nee",NA,NA,NA,"A. Jardim","2740","1996","04","06","Bolivia","Cochabamba",NA,"Prov. Campero. Dian Pampa cerca del rio San Mateo","-64.7014","-17.71",NA,NA,"1950","1950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663613",NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","782179","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","M. H. Nee",NA,NA,NA,"M. H. Nee","47657","1997","12","31","Bolivia","Santa Cruz","Florida","10.5 km (by road) SSE of Quirusillas on road from Mairana to Postrervalle.","-63.93","-18.4",NA,NA,"1750","1750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782179",NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","663611","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","M. H. Nee",NA,NA,NA,"G. S. Hartshorn","2476","1980","03","19","Paraguay","Paraguarí",NA,"Ybycui National Park","-56.83","-26",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663611",NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","663623","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua","Heimerl","L. Y. T. Westra",NA,NA,NA,"P. K. H. Dusén","6995","1908","11","05","Brazil","Paraná",NA,"Volta Grande",NA,NA,NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663623","NY00663623_01","Magnoliophyta","Caryophyllales","South America","sheet","ambigua",NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:43-03","UFRJ","RFA","6519","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","R. Reitz","1958",NA,NA,"Reitz; Klein","3664","1956","04","07","Brasil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"200","200","Arvoreta 8 m de altura em botão","RFA47029",NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA
"20","2020-11-24 17:10:55-03","UTFPR","DVPR","4486","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","Barboza, E","2016","02",NA,"Caxambu, MG; Siqueira, EL; Chagas, MP; Y.C.","6624","2015","07","02","Brasil","Paraná","Foz do Iguaçu","Parque NAcional do Iguaçu, BR-469. km 24 - Foz do Iguaçu - PR-Brasil.","-54.27444","-25.37485","-54.27444","-25.37485","198","198","arvoreta ca. 3m, heliófita. Flores amarelas.; Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR004486",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:55-03","UTFPR","DVPR","5765","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","Rossetto, Farrey","2018","04","10","?","s.n.","2017","08","30","Brasil","Paraná","São Jorge d' Oeste","Salto Chopim.","-53.443","-25.3613","-53.443","-25.3613",NA,NA,"Arvore 5 m, Flores.; Floresta Estacional semidecidual.","DVPR005765",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:10:55-03","UTFPR","DVPR","5932","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","Estevan, DA","2019","05",NA,"Silva, DR; Piva, J; Machado, C","245","2018","04","03","Brasil","Paraná","Realeza","Mata próxima ao Trevo BR-163/PR-182.","-53.3403","-25.3617","-53.3403","-25.3617","400","400","Árvore 9 m de altura. Folhas verde-discolores,membranáceas, aveludadas com botão floral.; área remanescente em área de agricultura.","DVPR005932",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:55-03","UTFPR","DVPR","5466","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","Estevan, DA","2017","06",NA,"Souza, PR; et al.","96","2017","04",NA,"Brasil","Paraná","São Jorge d' Oeste","RPPN Salto Chopim","-53.633","-25.4035","-53.633","-25.4035",NA,NA,"Árvore ca 3.70m, parcela 37, número do indivíduo 1009; Floresta Estacional Semidecidual","DVPR005466",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:10:55-03","UTFPR","DVPR","3446","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Fontana, AC","327","2014","09","13","Brasil","Paraná","Apucarana","Unidade de Conservação Parque da Raposa","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"Arbórea 4m altura, botões florais cor pálea, frutos imaturos verdes.; Borda da mata","DVPR003446",NA,"Magnoliophyta",NA,NA,NA,NA,"23979","auto",NA,NA,NA,NA,NA
"25","2020-11-24 17:10:55-03","UTFPR","DVPR","4552","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","Caxambu, MG","2006","10","23","Freitas, R","s.n.","2006","08","17","Brasil","Paraná","Engenheiro Beltrão","Reserva Florestal de Figueira D 'Oeste, PR-082, km 7,5 - Engenheiro Beltrão - PR-BR","-52.2691993713379","-23.7971992492676",NA,NA,NA,NA,"arbusto heliófito, com frutos verdes. Ramos com espinhos simples.","DVPR004552",NA,"Magnoliophyta",NA,NA,NA,NA,"20288","auto",NA,NA,NA,NA,NA
"26","2020-11-24 17:10:55-03","UTFPR","DVPR","6","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","Craveiro, AG","2002",NA,NA,"Dias, MC; Ronque, AW","36","2002","05","23","Brasil","Paraná","Londrina","Parque Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 7 m, inf. caduca e esverdeadas.; Borda da mata, junto a cerca que limita o parque.","DVPR000006","DVPR000006","Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"27","2019-10-09 11:21:52-03","UFBA","ALCB","131696","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl","Cordeiro, J; Barboza, E","2016",NA,NA,"Caxambu, MG; Siqueira, EL","6735","2017","08","13","Brasil","Paraná","Foa do Iguaçu","Parque Nacional do iguaçu","-54.464444","-25.627222","-54.464444","-25.627222","203","203","ca 8m de altura. Flores verdes com estames alvos.; Floresta Estacional Semidecidual Submontana","ALCB048412","ALCB048412","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1447180","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Daly DC",NA,"1983","07","22","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447180","NL-U1447180",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0038290",NA,NA,NA
"29","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L 0708176","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200708176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0708176",NA,NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1073482","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1073482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1073482","NL-L1073482",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","MADw18111",NA,NA,NA
"31","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1132572","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132572","NL-L1132572",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","MADw18111",NA,NA,NA
"32","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1132573","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132573","NL-L1132573",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","MADw18111",NA,NA,NA
"33","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1132574","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132574","NL-L1132574",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","MADw18111",NA,NA,NA
"34","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1132575","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132575","NL-L1132575",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","MADw18111",NA,NA,NA
"35","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1132576","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132576","NL-L1132576",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","MADw18111",NA,NA,NA
"36","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1697527","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Klein RM",NA,"1964","09","01","Brazil",NA,NA,"Santa Catarina, Peperi, Paraíso, São Miquel do Oesto*.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1697527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1697527","NL-L1697527",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1697528","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1697528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1697528","NL-L1697528",NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U 0294833","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua","Heimerl",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294833",NA,NA,"Caryophyllales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw6408",NA,NA,NA
"39","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U 0005258","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua",NA,"Westra LYT",NA,NA,NA,"Regnell AF",NA,"1868","08","05","Brazil","Minas Gerais",NA,"Minas Gerais.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005258","NL-U0005258",NA,"Caryophyllales","Southern America",NA,"ambigua",NA,NA,"Magnoliopsidae","393759 B","type",NA,NA
"40","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U 0294181","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua",NA,NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","03","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294181",NA,NA,"Caryophyllales","Southern America",NA,"ambigua",NA,NA,"Magnoliopsidae","Uw14215",NA,NA,NA
"41","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1447229","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua",NA,NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil",NA,NA,"Santa Catarina - Brasil, Tres Barras, Garuva, S. Francisco do Sul, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447229","NL-U1447229",NA,"Caryophyllales","Southern America",NA,"ambigua",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1447230","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua",NA,NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","04","07","Brazil",NA,NA,"Santa Catarina - Brasil, Piloes, Palhoça, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447230","NL-U1447230",NA,"Caryophyllales","Southern America",NA,"ambigua",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1447231","PreservedSpecimen","Plantae","Nyctaginaceae","Pisonia","ambigua","Pisonia ambigua ambigua",NA,NA,NA,NA,NA,"Klein RM",NA,"1950","08","31","Brazil",NA,NA,"Santa Catarina - Brasil, PMata do Hoffmann, Brusque, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447231","NL-U1447231",NA,"Caryophyllales","Southern America",NA,"ambigua",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
