"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01041632","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","B. M. Torke","R. R. de Santos","1968","06","18","Brazil","Mato Grosso",NA,"C. 60 km N. of Xavantina on the Xavantina - São Félix road.","-52.33","-14.73",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179524' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041632","NY01041632_01","Magnoliophyta","Fabales","R1831","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 15:19:00-03","NY","NYBG","607988","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata",NA,"J. W. Grimes","T. D. McDowell","1990","05","12","Guyana","Cuyuni-Mazaruni",NA,"Cuyuni-Mazaruni Region: Along Mazaruni R, confluence with Kamarang R to 2 km downstream","-60.62","5.88",NA,NA,"490","490","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00607988",NA,"Magnoliophyta","Fabales","2559","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1018497","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"M. Groppo, Jr.","2001","01","23","Brazil","Mato Grosso do Sul","Chapadao do Sul","BR-060, ca. 200 m do rio Paraíso.","-53.0022","-19.0206",NA,NA,"575","575","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259883' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018497","NY01018497_01","Magnoliophyta","Fabales","477","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01041626","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","B. M. Torke","H. S. Irwin","1968","03","23","Brazil","Goiás","Alto Paraíso de Goiás","Ca. 27 km S. of Paraíso.","-47.53","-14.38",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179520' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041626","NY01041626_01","Magnoliophyta","Fabales","21633","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01041624","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","B. M. Torke","H. S. Irwin","1966","06","01","Brazil","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179514' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041624","NY01041624_01","Magnoliophyta","Fabales","16360","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2422828","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"N. C. Bigio","2013","09","29","Brazil","Rondônia","Presidente Médici","estrada para Alvorada, Linha 5.","-62.1186","-11.1944",NA,NA,"254",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2674531' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422828","NY02422828_01","Magnoliophyta","Fabales","1111","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","607984","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","V. E. Rudd","R. P. Belém","1968","05","03","Brazil","Bahia",NA,"Maraú, mata litorânea, margem de Igarapé",NA,NA,NA,NA,NA,NA,"Coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00607984","NY00607984_01","Magnoliophyta","Fabales","3487","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01041630","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","B. M. Torke","F. Rawitscher","1942","01",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179522' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041630","NY01041630_01","Magnoliophyta","Fabales","15362","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01041627","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","B. M. Torke","W. R. Anderson","1973","03","17","Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 11 km by road E of Cavalcante","-47.37","-13.8",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179521' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041627","NY01041627_01","Magnoliophyta","Fabales","7288","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01041623","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","B. M. Torke","H. S. Irwin","1966","01","22","Brazil","Goiás","Mossâmedes","Serra Dourada, lower slopes of Serra Dourada, ca. 30 km S. of Goiás Velho","-49.85311","-15.9333",NA,NA,"650","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179510' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041623","NY01041623_01","Magnoliophyta","Fabales","11992","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","607983","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"C. M. B. Correia","1989","08","03","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Picada para Pedra Bicuda","-42.05","-22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00607983",NA,"Magnoliophyta","Fabales","52","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","26501","PreservedSpecimen","Plantae","Fabaceae","Ormosia","glazioviana","Ormosia glazioviana","Harms",NA,"A. F. M. Glaziou","1894",NA,NA,"Brazil",NA,NA,"Prov. Rio (no further information)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00026501","NY00026501_01","Magnoliophyta","Fabales","20275","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","26502","PreservedSpecimen","Plantae","Fabaceae","Ormosia","glazioviana","Ormosia glazioviana","Harms",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"R. J. (Rio de Janeiro?)",NA,NA,NA,NA,NA,NA,"name as it appears on label: M. A. Glaziou. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00026502","NY00026502_01","Magnoliophyta","Fabales","20275","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-01-28 13:11:16-03","MCN-PUC-MINAS","HPUC-MG","ANG828","S","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata",NA,NA,"Meyer; Freitas; Santos.","2002","01","09","Brasil","Minas Gerais","Paracatu","Município de Paracatu","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,"Doação do CETEC, coleção P.A. 250.",NA,NA,NA,NA,NA,NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","22078","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Bicudo, L.R.H.","1998","10","15","Brasil","Mato Grosso do Sul","Bataguassu",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU022078",NA,NA,NA,"187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","21835","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Amaral Jr., A.","1998","10","14","Brasil","Mato Grosso do Sul","Brasilândia",NA,"-52.221472","-21.534167","52°13'17.3w","21°32'03s",NA,NA,"Árvore 10m, com frutos, folhas na face abaxial ferrugíneas.","BOTU021835",NA,NA,NA,"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","21652","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Salvador, J.L.G.","1998","06","19","Brasil","Mato Grosso do Sul","Anaurilândia",NA,"-52.400106","-21.673361","52°24'0.38w","21°40'24.1s",NA,NA,"Árvore 5m, fruto marrom.","BOTU021652",NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:30:37-03","UFRJ","RFA","39845","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","H. C. Lima","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Antigo assentamento do INCRA","-42.845833","-22.577222","42º50'45''W","22º34'38''S","50","50","Árvore com 5 metros de altura e PAP de 18,2cm.","RFA24860",NA,NA,NA,"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:30:37-03","UFRJ","RFA","39839","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Haroldo Lima","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Propriedade do Sr. Odinho, próximo a Reserva do Guapiaçú (RÉGUA)","-42.730278","-22.515","42º43'49''W","22º30'54''S","50","50","Árvore de 8 metros de altura e PAP de 30cm.","RFA24854",NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:41:54-03","EAO","IAN","10310","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Ducke, A","1941","02","22","Brasil","Amazonas","Manaus","Estrada da Raiz, selva secundária vestutiore.","-60.125","-3.125","-60.125","-3.125",NA,NA,NA,"IAN010310","IAN010310 IAN010310_e","Dicotiledônea",NA,"677","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:41:54-03","EAO","IAN","10347","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Ducke, A","1941","07","27","Brasil","Amazonas","Manaus","Ponte do Mindú, em selva secundária, vestustiore non inundabilis.","-60.125","-3.125","-60.125","-3.125",NA,NA,NA,"IAN010347","IAN010347 IAN010347_e","Dicotiledônea",NA,"758","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:54-03","EAO","IAN","112865","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Oliveira, E","1962","05","17","Brasil","Pará",NA,"Beira do Rio Tiriós.",NA,NA,NA,NA,NA,NA,"Árvore de 10 a 12 mts, frutos e flores.","IAN112865",NA,"Dicotiledônea",NA,"1923","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:41:54-03","EAO","IAN","112865a","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Oliveira, E","1962","05","17","Brasil","Pará",NA,"Beira do Rio Tiriós.",NA,NA,NA,NA,NA,NA,"Árvore de 10 a 12 mts, frutos e flores.","IAN112865a",NA,"Dicotiledônea",NA,"1923","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:41:54-03","EAO","IAN","2951","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Glaziou, AFM",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN002951","IAN002951_f","Dicotiledônea",NA,"11898","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:41:54-03","EAO","IAN","38465","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"sc","1944","09",NA,"Suriname","Zanderij",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN038465","IAN038465 IAN038465_e","Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:41:54-03","EAO","IAN","49706","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Amshoff, GJH","sc","1917","10","31","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN049706",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:41:54-03","EAO","IAN","49757","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Amshoff, GJH","BW","1923","07","31","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN049757",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,"1923","07","31",NA,NA,NA,NA,NA
"38","2021-04-08 17:41:54-03","EAO","IAN","93048","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093048",NA,"Dicotiledônea",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:41:54-03","EAO","IAN","93848","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Rudd, VE","Claussen, AM","1841",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093848",NA,"Dicotiledônea",NA,"1704","Southern America",NA,"isosintipo",NA,NA,"1965",NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:54-03","EAO","IAN","125066","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Belém, RP","1968","05","03","Brasil","Bahia","Maraú","Mata litorânea, margem de igarapé.","-39.0625","-14.0625","-39.0625","-14.0625",NA,NA,"Árvore de 25m de altura x 45cm de diâmetro, frutos marrons.&nf;Coleção de madeira.","IAN125066",NA,"Dicotiledônea",NA,"3487","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:41:54-03","EAO","IAN","2946","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","glazioviana","Ormosia glazioviana","Harms",NA,"Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN002946","IAN002946_f","Dicotiledônea",NA,"20275","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-02 16:28:55-03","CPAN-UFMS","COR","6238","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Damasceno-Junior, G.A.","Damasceno Júnior;G.A.; Nakagima, J.; Resende, U.M. e equipe do projeto Aquarap","1998","08","27","Brasil","Mato Grosso do Sul","Rio Negro","Margem do rio do Peixe.","-54.891944","-19.579167","54º53'31''W","19º34'45''S",NA,NA,"Habito: árvore de 8m",NA,NA,NA,NA,"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:16:44-03","UFBA","ALCB","026406","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Guedes, ML","Guedes, ML","1993","09","13","Brasil","Bahia","Cairu","Baixo Sul, Gamboa","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"Terrestre. Ca. 16,0m de altura. Folhas discolores, coriáceas.","ALCB031821","ALCB031821","Dicotyledon",NA,"s/n","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:16:44-03","UFBA","ALCB","131386","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Lima, HC de","Lima, CH; Silva Neto, SJ","2017","11","03","Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá. Tinguá. Estrada para Serra Velha, ca. 200 metros após Reunião.","-43.423889","-22.583611","-43.423889","-22.583611","127","127","ca 18m de altura. Tronco com casca fissurado-escamosa, pardo-acinzentada. DAP ca50 cm. Frutos jovens ferrugíneos. Ocasional.; Mata de encosta.","ALCB048147","ALCB048147","Dicotyledon",NA,"8575","Southern America",NA,NA,NA,NA,"2017","11",NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:16:44-03","UFBA","ALCB","131857","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Cardoso, D; Ramos, G; Araújo, LC","2015","01","11","Brasil","Bahia","Elísio Medrado","Reserva particular de Mata Atl?ntica na propriedade do Sr. Ant?nio, atr?s do Bar","-39.508889","-12.896667","-39.508889","-12.896667","355","355","com ca. 10 m alt., bastante ramificada, copa ampla. Folhas cartáceas. Frutos imaturos ferrugíneos. Algumas sementes coletadas no chão eram bicolores vermelho-e-preto. DNA. Foto.","ALCB048516","ALCB048516 ALCB048516_1","Dicotyledon",NA,"3525","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:16:44-03","UFBA","ALCB","59151","PreservedSpecimen","Plantae","Fabaceae","Ormosia","fastigiata","Ormosia fastigiata","Tul.","Guedes, ML","Guedes, ML; et al.","2001","08","15","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Lamarão do Passé","-38.4","-12.583333","-38.4","-12.583333",NA,NA,"de ca. 6 m. Folíolos coriáceos, discolores, com a face abaxial moderadamente pubescente. Fruto com densos tomentos ferrugíneos.; estádio secundário de regeneração.","ALCB031820","ALCB031820","Dicotyledon",NA,"9637","Southern America",NA,NA,NA,NA,"2002","11",NA,NA,NA,NA,NA,NA
"47","2020-02-08 09:14:05-03","NBC","NL-BOTANY","L.1123039","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Stahel G",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1123039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1123039","NL-L1123039",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"48","2020-02-08 09:14:05-03","NBC","NL-BOTANY","L.1123040","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","fastigiata","Ormosia fastigiata","Tul.",NA,"Stahel G",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1123040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1123040","NL-L1123040",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
