"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"212","2020-06-29 11:31:22-03","UFRJ","RFA","2726","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides paulina","Cogn.",NA,NA,NA,NA,"J. T. Moura",NA,"1888","02",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"RFA19718",NA,NA,NA,NA,NA,NA,"38539","auto","paulina",NA,NA,NA,NA,NA,NA
"213","2020-06-29 11:31:23-03","UFRJ","RFA","5904","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"E. Pereira","4238","1959","01","15","Brasil","Rio de Janeiro","Rio de Janeiro","Matas da Tijuca, Cascatinha","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Pequena árvore, flor alva","RFA26038",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"214","2020-11-24 17:10:49-03","UTFPR","DVPR","5673","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Cordeiro, J","2016","11","22","Silva, JM","9258","2016","03","26","Brasil","Paraná","Sengés","PCH Fazenda Entre Rios.","-49.3726","-24.0717","-49.3726","-24.0717","625","625","Arbusto com 2 m de altura; anteras rosadas.; Cerrado.","DVPR005673",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-30 12:44:24-03","EAO","IAN","130658","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Irwin, HS; Maxwell, HS","20218","1968","02","16","Brasil","Minas Gerais",NA,"Gallery forest and adjacent cerrado and campo slopes, Serra do Cipó, km 132 (ca. 153km N of Belo H.).",NA,NA,NA,NA,NA,NA,NA,"IAN130658",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-30 12:44:24-03","EAO","IAN","131551","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Ferreira, MB","37","1968","12","29","Brasil","Minas Gerais",NA,"Morro do Cristo, Poços de Caldas.Mata.",NA,NA,NA,NA,NA,NA,NA,"IAN131551",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-30 12:44:24-03","EAO","IAN","137356","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Castellanos, A","23394","1962","04","28","Brasil","Rio de Janeiro",NA,"Estrada do Planalto, casa de Pedra.",NA,NA,NA,NA,NA,NA,NA,"IAN137356",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-30 12:44:24-03","EAO","IAN","137362","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Vianna, MC","69","1963","04","17","Brasil","Rio de Janeiro",NA,"Guanabara, caminho Sumaré-mesa do Imperador.",NA,NA,NA,NA,NA,NA,NA,"IAN137362",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-30 12:44:24-03","EAO","IAN","137370","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA",NA,NA,NA,"Lanna Sobrinho, JP","622","1963",NA,NA,"Brasil","Rio de Janeiro",NA,"Guanabara, Morro Queimado.",NA,NA,NA,NA,NA,NA,NA,"IAN137370",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-30 12:44:24-03","EAO","IAN","138653","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Wurdack, JJ","1972",NA,NA,"Irwin, HS; Harley, RM","29162","1971","01","26","Brasil","Minas Gerais",NA,"Shade Wooded valley, base of Serra da Caraça.",NA,NA,NA,NA,"1750","1750",NA,"IAN138653",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-30 12:44:24-03","EAO","IAN","138833","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Wurdack, JJ","1972",NA,NA,"Irwin, HS; Harley, RM","30454","1971","01","16","Brasil","Minas Gerais",NA,"Middle slopes of Serra da Piedade, with low dense woodland on ironrich soil interspersed with many outcrops, ca. 40km E of Belo Horizonte, near BR-31.",NA,NA,NA,NA,"1800","1800",NA,"IAN138833",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-30 12:44:24-03","EAO","IAN","148803","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Wurdack, JJ","1973",NA,NA,"Irwin, HS; Anderson, WR","34289","1972","01","16","Brasil","Gioás",NA,"Slope forest, Serra dos Pirineus, ca. 20km E. of Pirenópolis.",NA,NA,NA,NA,NA,NA,NA,"IAN148803",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-30 12:44:24-03","EAO","IAN","82070","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Mexia, Y","4267","1930","01","29","Brasil","Minas Gerais",NA,"Districto Carangola.Slopes of Serra da Grama. Upper rainforest.",NA,NA,NA,NA,"900","900",NA,"IAN082070",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-30 12:44:24-03","EAO","IAN","120631","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Belém, RP","2721","1966","10","04","Brasil","Bahia","Eunápolis","Rodovia BR 5, 16 km S. Plantação de Cacau.","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,"Arbusto de 2m, inflorescência da cor vermelha, frutos da cor roxa.","IAN120631",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"37596","auto",NA,NA,NA,NA,NA,NA,NA
"225","2021-03-30 12:44:24-03","EAO","IAN","14605","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Magalhães, M","s.n.","1939","12","26","Brasil","Minas Gerais","Belo Horizonte","Carlos Prates. Capoeira.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Árvore de 4m de altura.","IAN014605","IAN014605 IAN014605_e","Southern America",NA,NA,"Dicotiledônea",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"226","2021-03-30 12:44:24-03","EAO","IAN","105450","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Magalhães, MG","2804","1943","01","30","Brasil","Minas Gerais","Itabira","Capoeirinha no canga(rocha férrica).","-43.2268981933594","-19.6191997528076",NA,NA,NA,NA,NA,"IAN105450",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"33779","auto",NA,NA,NA,NA,NA,NA,NA
"227","2021-03-30 12:44:24-03","EAO","IAN","94668","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA",NA,NA,NA,"Lanstyack, L","175","1938","05",NA,"Brasil","Rio de Janeiro","Itatiaia","Mauá","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"IAN094668",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"228","2021-03-30 12:44:24-03","EAO","IAN","137373","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Oliveira, AA","2018","03","22","Strang, HE","556","1964","02","11","Brasil","Rio de Janeiro","Teresópolis","Granja Comari.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"IAN137373",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"229","2013-07-03 11:13:28-03","EBDA","BAH","128","S","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"A.C. Brade",NA,"1943","01","14","Brasil","Rio de Janeiro",NA,"Paulo Visgieira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-01-20 14:40:35-03","UPM","MACK","457","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","N. M. Ivanauskas","2008","12",NA,"M. J. Robim","576","1988","03","15","Brasil","SP","Campos do Jordão","Parque Estadual, região do estaleiro,","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"231","2019-12-04 15:25:23-03","PUCPR","HUCP","18872","S","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","325","2008","01","16","Brasil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00013594","HUCP00013594",NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"232","2019-12-04 15:25:23-03","PUCPR","HUCP","19617","S","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi.","Goldenberg, R",NA,NA,NA,"Selusniaki, M","1265","2006","12",NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00013634","HUCP00013634",NA,NA,NA,"Eudicotiledonea",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA
"233","2019-12-04 15:25:23-03","PUCPR","HUCP","17856","S","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi.","Ribas, OS; Cordeiro, J","2007","05","04","Bonaldi, R","122","2006","06","03","Brasil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00013700","HUCP00013700",NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"234","2019-12-04 15:25:23-03","PUCPR","HUCP","19595","S","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi.","Goldenberg, R",NA,NA,NA,"Selusniaki, M","2017","2008","01",NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00013686!",NA,NA,NA,NA,"Eudicotiledonea",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA
"235","2019-12-04 15:25:23-03","PUCPR","HUCP","19596","S","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi.","Goldenberg, R",NA,NA,NA,"Selusniaki, M","2047","2008","01",NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00013582","HUCP00013582",NA,NA,NA,"Eudicotiledonea",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA
"236","2019-10-09 11:20:10-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","Goldenberg, R; Camargo","2005",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","1844","1996","12","13","Brasil","Paraná","Tibagi","Cânion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"1,50 m. Flor com pétalas alvas; anteras rosadas.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"237","2019-10-09 11:20:10-03","UFBA","ALCB","80715","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","Goldenberg, R; Camargo","2005",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","1844","1996","12","13","Brasil","Paraná","Tibagi","Cânion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"1,50 m. Flor com pétalas alvas; anteras rosadas.","ALCB061754",NA,"Southern America",NA,NA,"Dicotyledon",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"238","2019-10-09 11:20:10-03","UFBA","ALCB","69552","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Guedes, ML","2005","11",NA,"Guedes, ML; Velozo, ES; et al.","11691","2005","03","25","Brasil","Bahia","Abaíra","Chapada Diamantina, Caminho para a Serra do Barbado","-41.65","-13.233333","-41.65","-13.233333",NA,NA,"tomentoso. Folhas ásperas, discoides. Inflorescência terminal. Frutos imaturos verdes. Ocasional.","ALCB061763",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-10-09 11:20:10-03","UFBA","ALCB","034184","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Baumgratz, JFA","2004","02",NA,"Bacelar, TG; Costa, TA de; Martins, LSS; Martins, A; Pimentel, JMO","18","1998","02","18","Brasil","Bahia","Una","Fazenda São Rafael (antiga Fazenda Dendhevea). Ramal à esquerda, aproximadamente a 1km da Séde, rumo ao Córrego do Tucum.","-41.316667","-15.283333","-41.316667","-15.283333","738","738","cerca de 2m de altura. Folhas verde-claro na face abaxial. Flores creme e estames rosado.; (Mata Atlântica). Solo argiloso.","ALCB061764",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-10-09 11:20:10-03","UFBA","ALCB","11718","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"s.col.","s/n",NA,NA,NA,"Brasil",NA,NA,"Do Paraná, S.Paulo, Rio",NA,NA,NA,NA,NA,NA,NA,"ALCB015460","ALCB015460","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-10-09 11:20:10-03","UFBA","ALCB","11719","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"s.col.","s/n",NA,NA,NA,"Brasil",NA,NA,"Do Brasil oriental e meriodinal",NA,NA,NA,NA,NA,NA,NA,"ALCB015461","ALCB015461","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-10-09 11:20:10-03","UFBA","ALCB","11721","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra microphyla","DC.",NA,NA,NA,NA,"s.col.","s/n",NA,NA,NA,"Brasil",NA,NA,"De várias provincias do Leste e Centro do Brasil",NA,NA,NA,NA,NA,NA,NA,"ALCB015463","ALCB015463","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"microphyla",NA,NA,NA,NA,NA,NA
"243","2019-10-09 11:20:10-03","UFBA","ALCB","11720","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra pilosa","DC.",NA,NA,NA,NA,"s.col.","s/n",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Da Serra do Mar. Sete espécies. Colhida na Cachoeira","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"ALCB015462","ALCB015462","Southern America",NA,NA,"Dicotyledon",NA,"38539","auto","pilosa",NA,NA,NA,NA,NA,NA
"244","2020-02-08 10:03:01-03","NBC","NL-BOTANY","L.1086524","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","11","05","Brazil",NA,NA,"Col. Floresta (Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1086524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1086524","NL-L1086524","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"245","2020-02-08 10:03:01-03","NBC","NL-BOTANY","L.1086525","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","11","05","Brazil",NA,NA,"Col. Floresta (Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1086525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1086525","NL-L1086525","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"246","2020-02-08 10:03:01-03","NBC","NL-BOTANY","L.2534391","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","11","05","Brazil",NA,NA,"Col. Floresta (Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534391 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534391","NL-L2534391","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"247","2020-02-08 10:03:01-03","NBC","NL-BOTANY","U.1394601","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"Harley RM; et al.",NA,"1977","03","30","Brazil",NA,NA,"Estado da Bahia, Serra da Conquista, ca. 12 km S.E. of Barra do Choça on the road to Itapetinga. Hogh '' mata de Cipó'' forest.","-40.516667","-14.95","-40.516667","-14.95",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394601","NL-U1394601","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"248","2020-02-08 10:03:01-03","NBC","NL-BOTANY","U.1394602","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"Harley RM; et al.",NA,"1977","03","30","Brazil",NA,NA,"Estado da Bahia, Serra da Conquista, ca. 12 km S.E. of Barra do Choça on the road to Itapetinga. Hogh '' mata de Cipó'' forest.","-40.516667","-14.95","-40.516667","-14.95",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394602","NL-U1394602","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"249","2020-02-08 10:03:01-03","NBC","NL-BOTANY","U.1394603","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"Martinelli G; Simonis JE; Farney C",NA,"1983","02","09","Brazil",NA,NA,"Estado do Rio Janeiro, Municipio de Macaé, Pico do Frade de Macaé, mata higrófila.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394603","NL-U1394603","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"250","2020-02-08 10:03:01-03","NBC","NL-BOTANY","U.1394604","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","01","29","Brazil",NA,NA,"State of Minas Geraes, Districto Carangola, slopes of Serra da Grama. Upper rainforest.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394604 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394604","NL-U1394604","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"251","2020-02-08 10:03:01-03","NBC","NL-BOTANY","U.1394622","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi",NA,NA,NA,NA,"Harley RM; et al.",NA,"1977","01","24","Brazil",NA,NA,"Estado da Bahia, Coastal Zone. 29 km from Una and 19 km from Nova Colonial West along road to Rio Branco. By the Fazenda Iguaçu, Dendhevea.","-39.3","-15.25","-39.3","-15.25",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394622","NL-U1394622","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"252","2020-02-08 10:03:01-03","NBC","NL-BOTANY","U.1394623","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","Wurdack JJ",NA,NA,NA,"Martinelli G; Simonis JE",NA,"1983","01","28","Brazil","Rio de Janeiro",NA,"Brasil, Estado do Rio de Janeiro, Municipio de Petropolis, Araras, Cachoeira do Rio Capoeirao.",NA,NA,NA,NA,NA,NA,"Mata higrofila.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394623","NL-U1394623","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","U 0258802",NA,NA,NA,NA
"253","2020-02-08 10:03:02-03","NBC","NL-BOTANY","WAG.1092981","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","16","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Middle slopes of Serra da Piedade. Ca. 40km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1092981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1092981","NL-WAG1092981","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"254","2020-02-08 10:03:02-03","NBC","NL-BOTANY","WAG.1092982","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","26","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Base of Serra da Caraça.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1092982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1092982","NL-WAG1092982","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"255","2020-02-08 10:03:02-03","NBC","NL-BOTANY","L.2534330","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides longifolia",NA,NA,NA,NA,NA,"Glaziou AFM",NA,"1888","01","01","Brazil",NA,NA,"Prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534330",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"longifolia","Magnoliopsidae",NA,NA,NA,NA,NA
"256","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534303","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,"Brasil, m.m. Carcovado.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534303","NL-L2534303","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"257","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534299","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,"Brasil, in mont. Brasilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534299","NL-L2534299","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"258","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534302","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"Pohl JE; Schott HW",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534302 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534302","NL-L2534302","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"259","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534295","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"Hatschbach GG; Lange RB",NA,"1958","12","13","Brazil",NA,NA,"Est Parana (Brasil) Mun. Sengés, Fda. Morungava, Rio do Funil.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534295","NL-L2534295","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"260","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534296","PreservedSpecimen","Plantae","Melastomataceae","Leandra","scabra","Leandra scabra","DC.",NA,NA,NA,NA,"Vincent D",NA,"1915","11","01","Brazil",NA,NA,"Brésil: Minas Gerais-Rio Parido.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534296","NL-L2534296","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
