"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"45","2020-09-02 16:35:03-03","Cenargen","CEN","20129","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Glocimar Pereira-Silva","2096","1993","11","28",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará","-47.9296989440918","-15.7797002792358","Exsicatas","Pétalas branca. Sépalas verde com bordas branca.","CEN00020129","CEN00020129","1035","1035",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,"4",NA
"46","2020-09-02 16:35:03-03","Cenargen","CEN","51702","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1452","2003","11","22",NA,"Brasil","DF","BRASILIA","RA-X - Guará. Reserva Ecológica do Guará. Área abaixo da primeira passarela sobre a EPTG, na sentido SIA-Taguatinga.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente queimada. Frequente em alguns pontos do campo. Em plena floração. Ovário e pedicelo verde. Calcar esverdeado. Face externa dos sépalos verdes, com as margens brancas. Face interna do sépalo dorsal verde-esbranquiçada e a margem branca; sépalos laterais brancos com a base esverdeada. Pétalos e labelo completamente brancos. Coluna com o conectivo verde, anteras amarelas. Lobo mediano do rostelo verde-claro, braços esbranquiçados. Aurículos brancos. Estigma branco-esverdeado, as margens brancas.","CEN00051702","CEN00051702",NA,NA,NA,"2003","11",NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA
"47","2020-09-02 16:35:03-03","Cenargen","CEN","101096","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","2362","2007","12","28",NA,"Brasil","DF","BRASILIA","Região Administrativa X - Guará; Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Exsicatas","Local anteriormente queimado. Doação do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120043.","CEN00101096","CEN00101096","1039","1039",NA,"2007","12",NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA
"48","2020-09-02 16:35:03-03","Cenargen","CEN","81673","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","L. B. Bianchetti","Glocimar Pereira-Silva","15860","2011","01","12",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00081673","CEN00081673","1200","1200",NA,"2011","01",NA,"70570","auto",NA,NA,NA,NA,NA,"4",NA
"49","2020-09-02 16:35:03-03","Cenargen","CEN","54903","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","J. A. N. Batista","João Bernardo de Azevedo Bringel Jr.","57","2003","12","19",NA,"Brasil","DF","BRASILIA","Reserva ecológica do Guará - próximo a uma passarela na EPTG.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00054903","CEN00054903",NA,NA,NA,"2005","11",NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA
"50","2019-10-07 09:20:03-03","UEFS","HUEFS","199781","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Pereira-Silva, G.","15860","2011","01","12",NA,"Brasil","Distrito Federal","Brasilia","Reserva Ecológica do Guará.","-47.973889","-15.8075",NA,"Cerrado. Solo argiloso hidromórfico.","HUEFS0199781","HUEFS0199781","1200","1200","Lilianae",NA,NA,NA,NA,NA,NA,NA,"47W58'26''","15S48'27''",NA,NA,NA
"51","2019-10-07 09:20:03-03","UEFS","HUEFS","78807","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Batista, J.A.N.","1452","2003","10","22",NA,"Brasil","Distrito Federal","Guará","Região administrativa (RA) X, Guará. Resrva Ecológica do guará. Área abaixo da primeira passarela sobre a EPTG, no sentido SAI-Taguatinga.",NA,NA,NA,NA,"HUEFS0078807","HUEFS0078807",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:15:27-03","UnB","UB","87467","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Pabst, GFJ","Heringer, EP","10775","1965","12","05","Southern America","Brasil","Distrito Federal",NA,"Margem do lago",NA,NA,NA,"Terrestre de brejo","UB0019673","UB0019673",NA,NA,NA,"1970","07","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-01 15:15:27-03","UnB","UB","87466","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Incógnito","Heringer, EP","9293","1963","12","07","Southern America","Brasil","Distrito Federal","Brasília","Brejo do Zoológico, em frente ao DAE","-47.9296989440918","-15.7797002792358",NA,"Segundo Pabst, é planta pouco conhecida; Planta amarelada com 20cm de altura","UB0019675","UB0019675",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-01 15:15:27-03","UnB","UB","91919","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Batista, JAN","Batista, JAN","807","1998","12","13","Southern America","Brasil","Distrito Federal","Brasília","Campo próximo as margens do Córrego do Gama, atrás do aeroporto, do outro lado do córrego a nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre. Sépalos verde-esbranquiçados, pétalos e labelo completamente brancos; Em campo limpo úmido. Solo escuro, úmido. Área anteriormente queimada durante a seca. Abanduante no local","UB0019677","UB0019677",NA,NA,NA,"1998","12",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:15:27-03","UnB","UB","4385","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Pabst, GFJ","Heringer, EP","10798","1965","12","20","Southern America","Brasil","Distrito Federal","Brasília","Fundação do Zoobotânico","-47.9","-15.733333",NA,"Erva; Brejo","UB0019671","UB0019671","1024","1024",NA,"1970","07","23",NA,NA,NA,NA,"-47.9","-15.733333",NA,NA,NA
"56","2019-11-01 15:15:27-03","UnB","UB","4457","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Batista, JAN","Oliveira, RS","57","1995","01","04","Southern America","Brasil","Distrito Federal","Brasília","Lago Sul - atrás da QI 17","-47.916667","-15.866667",NA,"Sépalas verdes listradas com branco, corola toda branca, folhas sulcadas; Erva. Flor branca; Campo sujo","UB0019679","UB0019679","1060","1060",NA,"1995","01","05",NA,NA,NA,NA,"-47.916667","-15.866667",NA,NA,NA
"57","2019-11-01 15:15:27-03","UnB","UB","87306","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Pabst, GFJ","Barroso, GM; et al.","512","1968","12","21","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,"Planta 25cm com flores alvas com labelo bem destendido","UB0018828","UB0018828",NA,NA,NA,"1973","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-06 12:01:20-03","UFU","HUFU","36750","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista, J.A.N.","Batista, J.A.N.; Miranda, Z.J.G.; Pellizzaro, K.F. & Oliveira, R.S.","1452","2003","11","22",NA,"Brasil","Distrito Federal","Guará","Reserva Ecológica do Guará, Região Administrativa (RA) X. Área abaixo da primeira passarela sobre a EPTG, no entido SIA - Taguatinga.",NA,NA,NA,"Em campo limpo inundado. Solo escuro hidromórfico. Área anteriormente queimada.","HUFU00030552","HUFU00030552",NA,NA,NA,"2003","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 12:01:20-03","UFU","HUFU","24761","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista, J.A.N.","Batista, J.A.N.; Oliveira, R.S. & Bertioli, D.","807","1998","12","13",NA,"Brasil","Distrito Federal","Brasília","Próximo às margens do Córrego Gama, Atás do aeroporto, do outro lado do córrego a nordeste e um pouco atrás da quadra 25 do SMPW em direção a Ql 17 do Lago Sul.","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre.; Em campo limpi úmido. Área anteriormente queimada durante a seca.","HUFU00030551","HUFU00030551",NA,NA,NA,"1998","12",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"60","2014-10-09 13:58:27-03","UHH","HBG","501008","S","Plantae",NA,NA,"Orchidaceae","Habenaria","berroana","Habenaria berroana","Barb. Rodr.",NA,"Lange, R.","9048","1909","10","04","South America","Brazil",NA,NA,"Paraná, Curityba, in campo",NA,NA,NA,"ex Herb. Kränzlin Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.) finished 23.03.2011","HBG501008","HBG501008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2014-10-09 13:58:28-03","UHH","HBG","500113","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Rodrig.","G. Pabst","Hatschbach, G.","31075","1972","12","28","South America","Brazil",NA,NA,"Rod. Br. 277, Rio Itaqui (mun. S. José dos Pinhaes), Paraná",NA,NA,NA,NA,"HBG500113",NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Glaziou, AFM","16376",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali loco haud indicato.",NA,NA,NA,NA,NA,"P03P4N0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Regnell, AF","ser. III1190",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","in uliginosis ad Serra de Caldas.","-46.3861","-21.9236",NA,NA,NA,"P03P4N0012",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Poços de Caldas","Habitat in paludosis ad Estiva prope Poços de Caldas prov. Minas Geraes.","-46.5614","-21.7878",NA,NA,NA,"P03P4N0012",NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:13:26-03","IBt","SP","318554","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Pereira da Silva, G","2096","1993","11","28",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-18.052778",NA,NA,NA,NA,"1035","1035",NA,NA,NA,NA,NA,NA,NA,NA,"-47.966667","-18.052778",NA,NA,NA
"66","2019-11-21 10:13:26-03","IBt","SP","5174","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Hoehne, FC","Hoehne, FC","s.n.","1921","01","27",NA,"Brasil","Minas Gerais","Miguel Burnier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:13:26-03","IBt","SP","9992","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Hoehne, FC","s.col.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:13:26-03","IBt","SP","348115","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista, JAN","Batista, JAN; Oliveira, RS; Bertioli, DJ","807","1998","12","13",NA,"Brasil","Distrito Federal","Brasília","Campo próximo as margens do Córrego da Gama, atrás do aeroporto, do outro lado do córrego a nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"1998","12",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:13:26-03","IBt","SP","369126","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista, JAN","Batista, JAN; Miranda, ZJG; Pellizzaro, KF; Oliveira, RS","1452","2003","11","22",NA,"Brasil","Distrito Federal","Brasília","Região Administrativa (RA) X, Guará. Reserva Ecológica do Guará. Área abaixo da primeira passarela sobre a EPTG, no sentido SIA-Taquatinga","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"2003","11",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:13:26-03","IBt","SP","9993","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Hoehne, FC","Regnell, A","s.n.","1857","01","22",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,NA,"1935",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:13:26-03","IBt","SP","2826","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Hoehne, FC","Hoehne, FC","s.n.","1919","01","13",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,"1935",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:13:26-03","IBt","SP","185775","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista, JAN","Pirani, JR; et al.","CFSC6820","1980","12","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 106","-43.7144012451172","-19.1688995361328",NA,NA,"SP050578","SP050578",NA,NA,NA,"2009","12",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:13:26-03","IBt","SP","179018","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Guimarães, LRS","Pirani, JR; et al.","CFSC6820","2000","12","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 106","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"2008","10","28","26557","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-12-05 20:16:41-03","AMES","HU-HERB","AMES 01947950","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barbosa Rodrigues",NA,"J. A. N. Batista [data not captured]","1452","2003","11","22","South America","Brazil",NA,NA,"Região Administrativa (RA), Guará. Reserva Ecológica do Guará. Area abaixo da primeira passarela sobre a EPTG, no sentido SIA-Taguatinga.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1452",NA,"undetermined"
"75","2019-12-05 20:03:45-03","AMES","HU-HERB","AMES 01947951","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barbosa Rodrigues",NA,"A. F. Regnell","1190","1867","1","19","South America","Brazil","Minas Gerais",NA,"[no additional data]",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1190",NA,"undetermined"
"76","2019-12-05 20:02:18-03","AMES","HU-HERB","AMES 01947952","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barbosa Rodrigues",NA,"F. C. Hoehne",NA,"1921","1","27","South America","Brazil","Minas Gerais",NA,"Miguel Burnier",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
