"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","individualCount","class","monthIdentified","fieldNumber","relatedCatalogItem"
"11","2011-02-22 10:23:00-03","MO","MOBOT","2611410","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini","Isotype","Alessandro Rapini|Maria L. Kawasaki","Rapini 785","1999","3","13","South America","Brazil","Minas Gerais",NA,"Itacambira, Serra Nova, 16 km de Itacambira em direção â Juramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-08-23 05:45:00-03","MO","MOBOT","2611510","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"J.D.P. Oliveira|Maria L. Kawasaki|R.M. Harley|B.L. Stannard","Oliveira 6561","1984","11","29","South America","Brazil","Minas Gerais",NA,"Itacambira, 9 km de Itacambira, aleste, na estrada para Montes Claros",NA,NA,NA,NA,NA,NA,"A. Rapini",NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"13","2014-09-01 11:17:00-03","MO","MOBOT","2611515","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"José R. Pirani|et al.","Pirani 9123","1986","1","9","South America","Brazil","Minas Gerais",NA,"Itacambira, road to Grão-Mogol",NA,NA,NA,NA,NA,NA,"A. Rapini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2010-08-18 13:16:00-03","MO","MOBOT","2611532","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Alessandro Rapini","Rapini 366","1997","11","30","South America","Brazil","Minas Gerais",NA,"Itacambira, Serra de Itacambira, estrada Juramento-Itacambira",NA,NA,NA,NA,NA,NA,"A. Rapini",NA,NA,NA,"1250.00000000",NA,NA,NA,"1",NA,NA,NA,NA
"15","2021-03-15 18:24:34-03","USP","SPF","198878","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Farinaccio, MA","2010","1984","11","29",NA,"Brasil","Minas Gerais","Itacambira","9 km da cidade, a leste, na estrada para Montes Claros. Campo arenoso queimado c/ afloramento das rochas.","-43.3088989257812","-17.0646991729736",NA,"Arbusto até 1 m com látex branco escuro. Flores amarelo-alaranjadas. Frutos verdes. Entre pedras.","SPF00198878",NA,"Farinaccio, MA","2010",NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
"16","2021-03-15 18:24:34-03","USP","SPF","36161","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Oliveira, JDP","CFCR6561","1984","11","29",NA,"Brasil","Minas Gerais","Itacambira","9 km de Itacambira, a leste da cidade, na estrada para Montes Claros. Campo arenoso queimado com afloramento das rochas.","-43.3088989257812","-17.0646991729736",NA,"Arbusto até 1 m com látex branco escuro. Flores amarelo-alaranjadas. Frutos verdes. Entre pedras.","SPF00036161",NA,"Rapini, A","1999",NA,NA,"1200","1200","48089","auto",NA,NA,NA,NA,NA
"17","2021-03-15 18:24:34-03","USP","SPF","41284","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Pirani, JR","CFCR9123","1986","01","09",NA,"Brasil","Minas Gerais","Itacambira","Estrada para Montes Claros.","-43.3088989257812","-17.0646991729736",NA,"Subarbusto ereto, 30-50 cm alt., em fenda de rochas. Flroes amarela-claras.","SPF00041284","SPF00041284","Rapini, A","1999",NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
"18","2021-03-15 18:24:34-03","USP","SPF","124440","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Rapini, A","366","1997","09","30",NA,"Brasil","Minas Gerais","Itacambira","Serra de Itacambira, Estrada Juramento-Itacambira.","-43.3088989257812","-17.0646991729736",NA,"Subarbusto, 0.5 m alt., sobre rochas. Flores amarelas.","SPF00124440",NA,"Rapini, A","1999",NA,NA,"1250","1250","48089","auto",NA,NA,NA,NA,NA
"19","2021-03-23 11:51:25-03","USP","SPF","135136","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini","holotype","Rapini, A; Kawasaki, ML","785","1999","03","13",NA,"Brasil","Minas Gerais","Itacambira","Serra Nova, 16km de Itacambira em direção a Juramento.","-43.3088989257812","-17.0646991729736",NA,"Arbusto em solo rochoso, ca. 1m alt. Flores amarelas. Frutos verdes.","SPF00135136","SPF00135136","Rapini, A","2000",NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
"20","2019-10-07 09:13:17-03","UEFS","HUEFS","191219","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Rapini, A.","1991","2012","09","13",NA,"Brasil","Minas Gerais","Itacambira","Serra de Itacambira","-43.335","-17.004444",NA,NA,"HUEFS0191219","HUEFS0191219","A.Rapini","2015","43W20'6''","17S0'16''",NA,NA,NA,NA,NA,"Asteranae","09",NA,NA
"21","2019-10-07 09:13:17-03","UEFS","HUEFS","70399","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"França, F.","4465","2003","02","16",NA,"Brasil","Minas Gerais","Itacambira","Chapada de Itacambira, c. 8,2km de Itacambira na estrada para Montes Claros.","-43.350278","-17.046667",NA,"Campo Rupestre","HUEFS0070399","HUEFS0070399","A.Rapini","2003","43W21'1''","17S2'48''","1160","1233",NA,NA,NA,"Asteranae",NA,NA,NA
"22","2019-10-07 09:13:17-03","UEFS","HUEFS","79790","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Bitencourt, C.","92","2012","09","13",NA,"Brasil","Minas Gerais","Itacambira","Serras de Itacambira, em campo rupestre.","-43.335278",NA,NA,NA,"HUEFS0079790","HUEFS0079790","A.Rapini","2015","43W20'7''",NA,NA,NA,NA,NA,NA,"Asteranae","08",NA,NA
"23","2019-10-07 09:13:17-03","UEFS","HUEFS","76791","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Rapini, A.","1107","2003","09","12",NA,"Brasil","Minas Gerais","Itacambira","Itacambira rio Encantado","-43.3088989257812","-17.0646991729736",NA,NA,"HUEFS0076791","HUEFS0076791","A.Rapini","2004",NA,NA,NA,NA,"48089","auto",NA,"Asteranae","04",NA,NA
"24","2019-07-09 14:16:14-03","F","FMNH-SEEDPLANTS","V0352985F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Ditassa","auriflora","Ditassa auriflora",NA,NA,"J. D. P. Oliveira","6561","1984","11","29","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,"V0352985F","V0352985F_01 V0352985F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"CFCR 6561",NA
"25","2020-07-23 11:58:23-03","CEPLAC","CEPEC","84056","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Ditassa","auriflora","Ditassa auriflora",NA,NA,"J. D. P. de Oliveira",NA,"1984","11","29",NA,"Brasil","Minas Gerais","itacambira","9Km da cidade, a leste na estr. p/ Montes Claros.","-43.3088989257812","-17.0646991729736",NA,NA,NA,NA,"J. D. P. de Oliveira",NA,NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,"30/12/1984"
"26","2019-11-01 14:52:39-03","UnB","UB","115425","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini","paratype","Oliveira, JDP","CFCR6561","1984","11","29","Southern America","Brasil","Minas Gerais",NA,"9km de Itacambira, a leste na estrada para Montes Claros",NA,NA,NA,"Látex branco escuro. Flores amarelo-alaranjadas. Frutos verdes.; Arbusto 1m.; Campo arenoso","UB0036692","UB0036692","Rapini, A","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
