"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","individualCount","class","monthIdentified","fieldNumber","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","346057","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini","isotype","A. Rapini","785","1999","03","13","South America","Brazil","Minas Gerais","Itacambira","Serra Nova, 16 km. de Itacambira en direçao á Juramento","-43.3089","-17.0647","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00346057","NY00346057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","971631","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"J. R. Pirani","CFCR9123","1986","01","09","South America","Brazil","Minas Gerais","Itacambira","Estrada para Montes Claros.","-43.3089","-17.0647","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971631","NY00971631_01 NY00971631_02","A. Rapini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-04 10:59:43-03","ESALQ","ESA","77775","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora",NA,NA,"Souza, V.C.; Sampaio, D.; Elias, S.I.; Araújo, A.O.; Romão, G.O.","28277.0","2002","02","23",NA,"Brasil","Minas Gerais","Itacambira","Estrada Itacambira - Juramento, ca. 9 km de Itacambira. Campo rupestre.","-432.058","-170.245",NA,"Subarbusto, ca. 60 cm alt.; flores creme.","ESA077775","ESA077775","Rapini, A.","2008","-432,058","-170,245","1200","1200",NA,NA,NA,NA,NA,NA,NA
"4","2021-01-14 15:20:55-03","MN","R","198705","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Pirani, J.R.; Kameyama, C.; Meguro, M.; Mello-Silva, R. & Cordeiro, I.",NA,"1986","01","09",NA,"Brasil","Minas Gerais","Itacambira",NA,"-43.3088989257812","-17.0646991729736",NA,NA,NA,NA,"Rapini, A.","2000",NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
"5","2020-12-21 16:12:25-03","MBM","MBM","243722","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Oliveira, J.D.P.; et al.; et al.","s.n.","1984","11","29","Southern America","Brazil","Minas Gerais","Itacambira","Estrada para Montes Claros","-43.3088989257812","-17.0646991729736",NA,NA,"MBM243722","MBM243722","Rapini, A.",NA,NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
"6","2020-12-21 16:12:25-03","MBM","MBM","243715","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Rapini, A.; et al.; et al.","366","1997","09","30","Southern America","Brazil","Minas Gerais","Itacambira","Serra de Itacambira, estrada para Juramento","-43.3088989257812","-17.0646991729736",NA,NA,"MBM243715","MBM243715","Rapini, A.",NA,NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
"7","2020-12-21 16:12:25-03","MBM","MBM","243723","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini","ISOTYPE","Rapini, A.; et al.; et al.","785","1999","03","13","Southern America","Brazil","Minas Gerais","Itacambira","Serra Nova, 16 km de Itacambira em direção a Juramento","-43.3088989257812","-17.0646991729736",NA,"Arbusto em solo rochoso, ca 1m alt. Flores amarelas. Frutos verdes.; Arbusto, ca. 1 m alt. Flores amarelas. Frutos verdes.; Em solo rochoso.","MBM243723","MBM243723","Rapini, A.","2000",NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
"8","2020-12-11 11:31:45-03","UFMG","BHCB","184880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Rezende, SG; Justo, AG","5540","2015","04","17","Southern America","Brasil","Minas Gerais","Nova Lima","Região do Condomínio Vale do Sol. Próximo a estação Ecológica de Fechos.","-43.958056","-20.076944",NA,"Liana; Cerrado rupestre","BHCB184880",NA,NA,NA,"-43.958056","-20.076944","1285","1320",NA,NA,NA,NA,NA,NA,NA
"9","2020-12-11 11:31:45-03","UFMG","BHCB","184881","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini",NA,"Rezende, SG; Justo, AG","5541","2015","04","17","Southern America","Brasil","Minas Gerais","Nova Lima","Região do Condomínio Vale do Sol. Próximo a estação Ecológica de Fechos.","-43.958056","-20.076944",NA,"Liana; Cerrado rupestre","BHCB184881",NA,NA,NA,"-43.958056","-20.076944","1285","1320",NA,NA,NA,NA,NA,NA,NA
"10","2020-12-11 11:31:45-03","UFMG","BHCB","52344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","auriflora","Ditassa auriflora","Rapini","Isotypus","Rapini, A; Kawasaki, ML","785","1999","03","13","Southern America","Brasil","Minas Gerais","Itacambira","Serra Nova., 16 Km de Itacambira em direção à Juramento.","-43.3088989257812","-17.0646991729736",NA,"Arbusto, ca. 1 m alt.. Flores amarelas. Frutos verdes; Solo rochoso","BHCB000031","BHCB000031",NA,"2000",NA,NA,NA,NA,"48089","auto",NA,NA,NA,NA,NA
