"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","02422646","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Tetragastris","occhionii","Tetragastris occhionii","(Rizzini) Daly","D. C. Daly","R. M. Harley","22152","1980","05","16","South America","Brazil","Bahia","Maraú","Near Maraú. Coastal zone. G8.","-39","-14.17","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635429' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422646","NY02422646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 19:02:00-03","NY","NYBG","720084","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Tetragastris","occhionii","Tetragastris occhionii",NA,NA,"C. Farney","2702","1991","03","27","South America","Brazil","Sergipe","Santo Amaro das Brotas","Rodovia SE226 - proximo ao Rio Pomonga","-37.0544013977051","-10.7889003753662",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720084","NY00720084_01",NA,"21551","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:36:10-03","EAO","IAN","118709","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, MLS","Belém, RP; Mendes, JM","296","1965","01","25","Southern America","Brasil","Bahia",NA,"Salvador,Lagoa Abaeté,Restinga.",NA,NA,NA,NA,"Arbusto de 2m,flores branca,frutos verdes.","IAN118709",NA,NA,NA,NA,"2021",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:36:10-03","EAO","IAN","126897","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, MLS","Belém, RP; Mendes, JM","296","1965","01","25","Southern America","Brasil","Bahia",NA,"Salvador,Lagoa Abaeté,Restinga.",NA,NA,NA,NA,"Arbusto de 2m,flores branca,frutos verdes.","IAN126897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:36:10-03","EAO","IAN","148540","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, MLS","Belém, RP; Mendes, JM","296","1965","01","25","Southern America","Brasil","Bahia",NA,"Salvador,Lagoa Abaeté,Restinga.",NA,NA,NA,NA,"Arbusto de 2m,flores branca,frutos verdes.","IAN148540",NA,NA,NA,NA,"2021",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:36:18-03","EAO","IAN","120099","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Tetragastris","occhionii","Tetragastris occhionii","(Rizzini) Daly","Daly, DC","Belém, RP","1864","1965","10","06","Southern America","Brasil","Bahia",NA,"Maraú.restinga.",NA,NA,NA,NA,"Árvore de 4m x 6cm circ. de diâmetro,frutos verdes,inflorescência nova.","IAN120099",NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-08-11 00:15:38-03","UFBA","ALCB","83414","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Cairo, JPLF; Queiroz, F","s/n","2008","03","12","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,"folhas cartáceas, discolores. Frutos imaturos.","ALCB067314",NA,NA,NA,NA,"2015","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"19","2020-05-29 01:15:25-03","UFBA","ALCB","029510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Guedes, ML; Accioly, M","4753","1996","10","28","Southern America","Brasil","Bahia","Cairu","Ilha de Tinharé, Mata do Sertão.","-38.933333","-13.366667",NA,NA,"Cerca de 7,0m. Folíolos discolores, face adaxial brilhante. Inflorescências com botões esverdeados.","ALCB067307",NA,NA,NA,NA,"2015","-38.933333","-13.366667",NA,NA,NA,NA,NA,NA
"20","2020-05-29 01:15:25-03","UFBA","ALCB","036991","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Viana, BF; Neves, MF; Vieira, OJZ","30","1996","01","10","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Abaeté","-38.5","-12.966667",NA,NA,NA,"ALCB067308",NA,NA,NA,NA,"2015","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"21","2020-05-29 01:15:25-03","UFBA","ALCB","104834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Guedes, ML; Oliveira, DSC de; et al.","s/n","2012","03","25","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã, próximo ao Hotel Sky","-38.516667","-12.983333",NA,NA,"Folhas coriáceas discolores. Fruto imaturo verde.; Área antropizada.","ALCB067312",NA,NA,NA,NA,"2015","-38.516667","-12.983333",NA,NA,NA,NA,NA,NA
"22","2020-05-29 01:15:25-03","UFBA","ALCB","106877","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Guedes, ML; Alunos da Disciplina BIO 043/2012","20252","2012","11","30","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, UNIDUNAS","-38.5","-12.966667",NA,NA,"Folhas com folíolos cartáceos, discolores. Inflorescência com botões e flores de cor creme.","ALCB067313",NA,NA,NA,NA,"2015","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"23","2020-05-29 01:15:25-03","UFBA","ALCB","109747","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Oliveira, D; Guedes, ML; et al.","110","2012","09","10","Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad, APA das Lagoas e Dunas do Abaeté.","-38.5","-12.983333",NA,NA,"de ca 2 m de altura. Folhas compostas com folíolos cartáceos, discolores. Inflorescência terminal, flores passadas.","ALCB067306",NA,NA,NA,NA,"2015","-38.5","-12.983333",NA,NA,NA,NA,NA,NA
"24","2020-05-29 01:15:25-03","UFBA","ALCB","111916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Guedes, ML; Gomes, FS; Costa, TF","21088","2013","12","17","Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad","-38.336111","-12.936111",NA,NA,"de ca 2,80 m de altura. Folhas pinadas, pinas cartáceas, discolores. Inflorescência com flores cremes. Fruto imaturo.","ALCB067311",NA,NA,NA,NA,"2015","-38.336111","-12.936111",NA,NA,NA,NA,NA,NA
"25","2020-05-29 01:15:25-03","UFBA","ALCB","117873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","22933","2014",NA,NA,"Southern America","Brasil","Bahia","Maraú","Litoral Sul, Ponto 22.","-38.947222","-13.965",NA,NA,"Folhas compostas cartáceas, discolores. Frutos jovens.","ALCB067318",NA,NA,NA,NA,"2014","-38.947222","-13.965","12",NA,NA,NA,NA,NA
"26","2020-05-29 01:15:25-03","UFBA","ALCB","117894","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML","Guedes, ML; Kelmo, F; Alunos de Kelmo da Disciplina Ecologia","22954","2014","11","06","Southern America","Brasil","Bahia","Maraú","Litoral Sul, Caminho Barra Grande para Itaipú de Fora.","-38.933333","-13.95",NA,NA,"de ca 6 m de altura, látex leitoso. Folhas com folíolos cartáceos,discolores. Inflorescência com flores esverdeadas.","ALCB067317",NA,NA,NA,NA,"2014","-38.933333","-13.95","12",NA,NA,NA,NA,NA
"27","2020-05-29 01:15:25-03","UFBA","ALCB","117969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML","Guedes, ML; Kelmo, F; Alunos de Kelmo da Disciplina Ecologia","23028","2014","11","07","Southern America","Brasil","Bahia","Maraú","Litoral Sul, Ponto 03.","-38.933333","-13.95",NA,NA,"de ca 8 m de altura com látex leitoso. Folhas cartáceas. Inflorescência na porção terminal dos ramos, flores esverdeadas.","ALCB067325",NA,NA,NA,NA,"2014","-38.933333","-13.95","12",NA,NA,NA,NA,NA
"28","2020-05-29 01:15:25-03","UFBA","ALCB","125322","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Sousa, TS","Sousa, TS","07","2016","08","13","Southern America","Brasil","Bahia","Salvador","Parque das Dunas, Proximidades da lagoa Alameda","-38.342778","-12.926667","54",NA,"Terrícola. Folhas verdes; Arbusto, ca. 1,90 m. Casca pouco rugosa. Forófito de Brassavola tuberculata Hook. Datum: WGS-84.&nf;; Restinga arbustiva","ALCB025248","ALCB025248","54",NA,NA,"2016","-38.342778","-12.926667","08",NA,NA,NA,NA,NA
"29","2020-05-29 01:15:25-03","UFBA","ALCB","125534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","24875","2016","05","29","Southern America","Brasil","Bahia","Conde","Litoral Norte, Barra do Tariri.","-37.6","-11.8",NA,NA,"Folhas pinadas, folíolos cartáceos. Frutos imaturos.","ALCB033353","ALCB033353",NA,NA,NA,"2016","-37.6","-11.8","12",NA,NA,NA,NA,NA
"30","2020-05-29 01:15:25-03","UFBA","ALCB","127950","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML","Guedes, ML","25631","2017","04","22","Southern America","Brasil","Bahia","Esplanada","Litoral Norte, Faz . Baixio, Lagoa da Panela.","-37.933333","-11.783333",NA,NA,"de ca 4 m de altura. Folhas com folíolos cartáceos, discolores. Frutos imaturos.","ALCB045325","ALCB045325",NA,NA,NA,"2017","-37.933333","-11.783333","04",NA,NA,NA,NA,NA
"31","2019-10-09 11:12:17-03","UFBA","ALCB","134474","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML","Guedes, ML; Stadnik, A; Melo, JDO","31151","2019","04","07","Southern America","Brasil","Bahia","Maraú","Caminho para Taipú de Fora.","-38.944167","-13.902222","10",NA,"Folíolos discolores. Frutos jovens.","ALCB059250","ALCB059250","10",NA,NA,"2019","-38.944167","-13.902222","06",NA,NA,NA,NA,NA
"32","2020-05-29 01:15:25-03","UFBA","ALCB","14211","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Pirani, JR","Lyra-Lemos, RP de; Duarte, EM; Santos, E","5431","2001","01","30","Southern America","Brasil","Alagoas","Marechal Deodoro","Dunas do Cavalo Russo.","-35.8","-9.783333",NA,NA,"ca4 m. Botões cremes, nas moitas da vegetação.","ALCB067319",NA,NA,NA,NA,"2014","-35.8","-9.783333","10","22",NA,NA,NA,NA
"33","2020-05-29 01:15:25-03","UFBA","ALCB","16049","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Pirani, JR","Guedes, ML","923","1984","12","02","Southern America","Brasil","Bahia","Salvador","Próximo à Lagoa do Abaeté.","-38.5","-12.966667",NA,NA,"Cerca de 2m de altura. Folhas semicoriáceas, discolores. Flores em botões de cor esverdeada.","ALCB067316",NA,NA,NA,NA,"2014","-38.5","-12.966667","10",NA,NA,NA,NA,NA
"34","2020-05-29 01:15:25-03","UFBA","ALCB","21356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Silva, LB da","9","1986","12","18","Southern America","Brasil","Bahia","Salvador","Dunas perto do aeroporto.","-38.5","-12.966667",NA,NA,"Folhas discolores, semicoriáceas, inflorescência com flores alvas e frutos imaturos verdes.","ALCB067315",NA,NA,NA,NA,"2015","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"35","2020-05-29 01:15:25-03","UFBA","ALCB","67966","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Pirani, JR","Rigueira, D","s/n","2004","12","14","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333",NA,NA,"de ca 6m. Folíolos cartáceos, discolores. Frutos imaturos verdes, maduros vermelhos.","ALCB067327",NA,NA,NA,NA,"2006","-39.033333","-13.483333","04",NA,NA,NA,NA,NA
"36","2020-05-29 01:15:25-03","UFBA","ALCB","76718","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Pirani, JR","Lyra-Lemos, RP de; Duarte, EM; Santos, E","5431","2001","01","30","Southern America","Brasil","Alagoas","Marechal Deodoro","Dunas do Cavalo Russo.","-35.8","-9.783333",NA,NA,"ca4 m. Botões cremes, nas moitas da vegetação.",NA,NA,NA,NA,NA,"2014","-35.8","-9.783333","10","22",NA,NA,NA,NA
"37","2020-05-29 01:15:25-03","UFBA","ALCB","89136","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML; Oliveira, RB","Silva, FO da; Paz, JRL da; Moreira, ALC","133","2008","12","12","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Flamengo, APA das Dunas e Lagoas do Abaeté","-38.5","-12.966667",NA,NA,"ca. 2,0 m de altura, folhas alternas, 5-foliadas, descolores, margem lisa. Folhas mais jovens verde-clara, folhas mais velhas verde-escura. Inflorescência axilar. Flor inconspícua.","ALCB067323",NA,NA,NA,NA,"2009","-38.5","-12.966667","07",NA,NA,NA,NA,NA
"38","2020-05-29 01:15:25-03","UFBA","ALCB","97603","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Silva, FO da","s/n","2010","01","14","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Parque das Dunas","-38.5","-12.966667",NA,NA,"folhas alternas, membranáceas, trifolioladas, margem inteira, discolores, glabras. Inflorescência axilar, panícula, flor de corola branca, 5-pétalas e sépalas, cálice verde. Fruto globoso, imaturo verde, maduro vermelho; arilo carnoso","ALCB067310",NA,NA,NA,NA,"2015","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"39","2020-05-29 01:15:25-03","UFBA","ALCB","04770","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Cordeiro, I","Costa, AL","s/n","1963","11","15","Southern America","Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB067322",NA,NA,"26018","auto","2014",NA,NA,"10",NA,NA,NA,NA,NA
"40","2021-02-08 21:31:57-03","UFBA","ALCB","01902","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Perdiz, R","Costa, AL","s/n","1975","03","23","Southern America","Brasil","Bahia","Salvador","Entre o aeroporto e Stella Maris.","-38.5","-12.966667",NA,NA,NA,"ALCB067309",NA,NA,NA,NA,"2015","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"41","2020-05-29 01:15:25-03","UFBA","ALCB","126312","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Guedes, ML","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25123","2016","10","31","Southern America","Brasil","Bahia","Lauro de Freitas","UNIDUNAS.","-38.318333","-12.92",NA,NA,"Folhas com folíolos cartáceos. Inflorescência com botões e flores cremes.","ALCB027383","ALCB027383",NA,NA,NA,"2016","-38.318333","-12.92","11",NA,NA,NA,NA,NA
"42","2020-05-29 01:15:25-03","UFBA","ALCB","029058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","occhionii","Protium occhionii","Rizzini","Pirani, JR","Guedes, ML; et al.","3900","1996","12","07","Southern America","Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto: ca. 2 m, com resina incolor. Folíolos discolores com a fece adaxial brilhante. Flores simples esverdeadas.","ALCB067326",NA,NA,"26018","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:30:07-03","NBC","NL-BOTANY","U.1411226","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tetragastris","occhionii","Tetragastris occhionii","(Rizzini) Daly",NA,"Mori SA; Mattos Silva LA; Santos TS dos",NA,"1979","02","06","Southern America","Brazil",NA,NA,"Municipio de Marau. Estrada que liga Ponta do Muta (Porto de Campinhos) a Marau, a 8 km do Porto. Folha SD 24 (14-39b).",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1411226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1411226","NL-U1411226",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"44","2020-02-08 10:30:07-03","NBC","NL-BOTANY","U.1411224","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Tetragastris","occhionii","Tetragastris occhionii","(Rizzini) Daly","Daly DC","Harley RM; et al.",NA,"1977","01","30","Southern America","Brazil","Bahia",NA,NA,"-39","-14.266667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1411224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1411224","NL-U1411224",NA,NA,NA,"2003","-39.0","-14.266667","04","01","Magnoliopsidae","U 0096838",NA,NA
"45","2015-07-02 14:01:18-03","JBP","HPL","10898","S","Plantae",NA,NA,"Burseraceae","Tetragastris","occhionii","Tetragastris occhionii","(Rizzini) Daly","D.Daly","H. Lorenzi","6417","2007","10","22",NA,"Brasil","BA","Itacaré","Estrada itacaré-Maraú, ca. 1Km após a balsa.","-38.9967","-14.2775",NA,NA,NA,NA,NA,NA,"41230","auto","2014",NA,NA,"09","10",NA,NA,NA,NA
"46","2015-07-02 14:42:21-03","JBP","HPL","13670","S","Plantae",NA,NA,"Burseraceae","Tetragastris","occhionni","Tetragastris occhionni",NA,NA,"J.G. Jardim","5460","2009","02","01",NA,"Brasil","BA","Una","Rod. BA-001 Ilhéus/Una, 42 km. CEPLAC-126240.","-39.015833","-15.183333","70",NA,NA,NA,NA,"70",NA,NA,NA,"39° 0' 57 W","15° 11' 0 S",NA,NA,NA,NA,NA,NA
"47","2019-11-27 13:46:49-03","UFS","ASE","16404","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Burseraceae","Tetragastris","occhionii","Tetragastris occhionii","(Rizzini) Daly","Mendes, K","Alves-Araújo, A; Martins, S; Mendes, K; Pinheiro, I","1099","2009","01","05","Southern America","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Caminho para o Buraco da Velha e Véu de noiva.","-37.315","-10.758056",NA,NA,"Arbusto 3-4 m alt., ramos decumbentes, frutos imaturos verdes. Planta laticífera.; Arbusto 3-4 m alt., ramos decumbentes, frutos imaturos verdes. Planta laticífera.; Complexo Vegetacional. Fision. Mata Atlântica.","ASE0026551",NA,NA,NA,NA,"2009","-37.315","-10.758056","08","25",NA,NA,NA,NA
