"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"19","2021-03-15 16:37:00-03","NY","NYBG","1018637","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","M. C. H. Mamede","D. Sasaki","620","2003","07","08","South America","Brazil","São Paulo","Pedregulho","Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima ao antigo aeroporto.","-47.2731","-20.1644","720","720","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261449' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018637","NY01018637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00916449","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","28317","1970","03","25","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 2 km N. of São João da Chapada","-43.7833","-18.0833","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916449","NY00916449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00916467","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.",NA,"A. F. C. P. Saint-Hilaire","s.n.","1816",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916467","NY00916467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00916455","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","W. R. Anderson","8546","1973","04","10","South America","Brazil","Minas Gerais",NA,"6 km by road N of Gouvêia on road to Diamantina. Serra do Espinhaço.","-43.7117","-18.4","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916455","NY00916455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00916482","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","M. C. H. Mamede","M. Henrique","5513B","1978","07","05","South America","Brazil","Minas Gerais","Santana do Riacho","Km 100 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7142","-19.1692",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916482","NY00916482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00916463","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","J. M. Pires","44725","1959","12","22","South America","Brazil","Minas Gerais",NA,"49 miles from Diamantina.",NA,NA,"3800","3800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916463","NY00916463_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00916448","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","27547","1970","03","15","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 25 km E. of Diamantina, near Rio Jequití","-43.50795","-18.1448","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916448","NY00916448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00916444","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","23108","1969","02","11","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 33 km N.E. of Francisco Sá, on road to Salinas","-43.2439","-16.4147","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916444","NY00916444_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00916445","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","23538","1969","02","19","South America","Brazil","Minas Gerais","Cristália","Serra do Espinhaço, ca. 15 km west of Grão Mogol, road to Cristália.","-42.9786","-16.6349","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916445","NY00916445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00916493","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","M. C. H. Mamede","B. L. Stannard","6548","1984","11","29","South America","Brazil","Minas Gerais","Itacambira","7 km de Itacambira al este da cidade, na estrada para Montes Claros.","-43.3089","-17.0647","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916493","NY00916493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1018686","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","M. C. H. Mamede","R. C. Forzza","4663","2007","07","24","South America","Brazil","Tocantins","Natividade","Topo da Serra de Natividade.","-47.7017","-11.6939","822","822","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261574' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00916440","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","20841","1968","02","25","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at Lapinha, ca. 20km N. of Sêrro on road (MG 2) to Diamantina.","-43.57","-18.55","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00916486","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.",NA,"M. Dupré","1842",NA,NA,NA,"South America","Brazil",NA,NA,"Méridional.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916486","NY00916486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00916459","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","W. R. Anderson","35196","1972","02","03","South America","Brazil","Minas Gerais",NA,"Ca. 10km SW of Diamantina.","-43.68585","-18.2801","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916459","NY00916459_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00916498","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","P. Fiaschi","P. Fiaschi","868","2001","07","08","South America","Brazil","Minas Gerais","Joaquim Felício","Estrada para a Serra do Cabral.","-44.2656","-17.6897",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916498","NY00916498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00916496","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","E. P. Heringer","2329","1979","10","10","South America","Brazil","Goiás",NA,"Estrada Alto Paraiso - Teresina.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916496","NY00916496_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00916443","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","22473","1969","01","23","South America","Brazil","Minas Gerais",NA,"Ca. 12 km SW of Diamantina. Serra do Espinhaço.","-43.7","-18.27","1350","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916443","NY00916443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00916438","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","19618","1968","02","09","South America","Brazil","Minas Gerais",NA,"Serra do Itabirito, ca. 48km S.E. of Belo Horizonte.","-43.8","-20.22","1750","1750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916438","NY00916438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00916473","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","F. J. Niedenzu","J. B. E. Pohl","1514",NA,NA,NA,"South America","Brazil","Minas Gerais","Minas Novas","Chapada inter farada et Rib. Prata. (Minas Novas, Fanado, estac. da prata)","-42.5903","-17.2186",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916473","NY00916473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00916483","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","G. M. Magalhaes","18890","1963","03","15","South America","Brazil","Minas Gerais","Betim","Betim, 5 km O. de Betim Zona do Centro.","-44.1981","-19.9681",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916483","NY00916483_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00916447","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","25497A","1970","01","28","South America","Brazil","Minas Gerais","Patrocínio","Morro da Pedras, ca. 25 km N.E. of Patrocínio","-46.9925","-18.9439","1050","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916447","NY00916447_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00916450","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","W. R. Anderson","H. S. Irwin","28677","1971","01","18","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916450","NY00916450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02361282","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.",NA,"J. B. E. Pohl","1514",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"sheet","Ex Hort. Berol. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2547375' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361282","NY02361282_01 NY02361282_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00916480","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","M. C. H. Mamede","J. R. Pirani","6587","1980","10","10","South America","Brazil","Minas Gerais","Santana do Riacho","Km [blank] ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Estr. da Usina.","-43.7142","-19.1692",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916480","NY00916480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
