"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","2423381","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E.Pereira & I.A.Penna) Leme","P. Leitman","208","2011","05","05","South America","Brazil","Bahia","Arataca","Parque Nacional de Serra das Lontras, trilha do Serra das Lontras","-39.38514","-15.1975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2696104' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423381","NY02423381_01",NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-02-07 08:35:08-03","MN","R","212671","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E. Pereira & I.A. Penna) Leme","Costa, A.F. 818; Rodrigues, P. & Romagna, R.V.",NA,"2005","04","22",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,"R010010950",NA,"Costa, A.","2005","04","22","23813","auto",NA,NA
"3","2021-02-07 08:35:08-03","MN","R","225188","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E. Pereira & I.A. Penna) Leme","Neves, B.F.S. 243; Monteiro, M.",NA,"2015","02","11",NA,"Brasil","Rio de Janeiro","Guapimirim","Reserva Ecológica Guapiaçú","-42.9818992614746","-22.5372009277344",NA,NA,"R010010951",NA,"Neves, B.F.S.","2015","02","26","21463","auto",NA,NA
"4","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","19149",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E.Pereira & Penna) Leme","A. P. Fontana","381","2002","09","15",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"Sobre serrapilheira, folhas verdes com base arroxeada, frutos verdes.","MBML019149","MBML019149","L.Kollmann & E.Leme/12-11-2004",NA,NA,NA,NA,NA,"40W28'20","19S54'51"
"5","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","20486",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E.Pereira & Penna) Leme","R.R. Vervloet; et al","2306","2003","04","29",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita, a 1m do solo, frutos imaturos de cor verde, folhas de cor verde com base vinho claro. Topo de morro, dossel 12m.","MBML020486","MBML020486","L.Kollmann & E.Leme/12-11-2004",NA,NA,NA,NA,NA,"40W33'11","19S54'27"
"6","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","21931",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E.Pereira & Penna) Leme","L. Kollmann","6362","2004","01","26",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita na sombra. Sépalas e pétalas amarelos. Brácteas florais verdes, escapo verde. Folhas verdes de base vináceas.","MBML021931","MBML021931_1 MBML021931_2","L.Kollmann & E.Leme/12-11-2004",NA,NA,NA,NA,NA,"40W33'11","19S54'27"
"7","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","22231",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E.Pereira & Penna) Leme","L. Kollmann; et al","6551","2004","03","27",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,"Epífita na sombra. Brácteas vermelhas, botões brancos esverdeados.","MBML022231","MBML022231","L.Kollmann & E.Leme/12-11-2004",NA,NA,NA,NA,NA,"40W46'31","19S47'49"
"8","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","24868",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa","(E.Pereira & Penna) Leme","L. Kollmann; et al","8287","2005","09","02",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Epífita na sombra, inflorescência seca.","MBML024868","MBML024868","L. Kollmann/02-09-2005",NA,NA,NA,NA,NA,"40W31'49","19S58'17"
"9","2020-07-23 12:01:04-03","CEPLAC","CEPEC","131631","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","breviscapa","Vriesea breviscapa",NA,"Leitman, P.M.","208","2011","05","05",NA,"Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras, trilha da Serra das Lontras.","-39.384722","-15.189167",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,"39W23'5","15S11'21"
