"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount"
"48","2020-10-14 09:58:31-03","FURB","FURB","25850","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2115","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Florística IFFSC e993b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; próximo a cachoeira Habito: liana;","FURB16042","FURB16042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 09:58:31-03","FURB","FURB","25872","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2199","2010","05","13","Brasil","Santa Catarina","Praia Grande","Serra do Faxinal.","-50.0227778","-29.1788889","-50.0227778","-29.1788889","958","958","Florística IFFSC e8008a (Liana) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: liana; Fruto infrutescência verde;","FURB16041","FURB16041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 09:58:31-03","FURB","FURB","25940","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2278","2010","05","15","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","Epífita IFFSC e37b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de Alsophila;","FURB16040","FURB16040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 09:58:31-03","FURB","FURB","26146","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","06","17","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2312","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","-49.5850000","-26.7275000","785","785","Epífita IFFSC e801b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado Habito: epífita;","FURB16039","FURB16039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 09:58:31-03","FURB","FURB","26687","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","06","24","Korte, A.; Kniess, A.","3516","2010","06","01","Brasil","Santa Catarina","Vitor Meireles","Serra Cambará.","-49.8630556","-26.9097222","-49.8630556","-26.9097222","587","587","Florística IFFSC 685 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita;","FURB16038","FURB16038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 09:58:31-03","FURB","FURB","26998","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","08","11","Korte, A.; Kniess, A.","1794","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","802","802","Florística IFFSC 625 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB16037","FURB16037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 09:58:31-03","FURB","FURB","27442","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman",NA,NA,NA,NA,"Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2923","2010","07","06","Brasil","Santa Catarina","Joinville","Cubatão.","-49.05","-26.1016667","-49.0500000","-26.1016667","1169","1169","Epífita IFFSC e1065a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira do riacho Habito: epífita;","FURB16036","FURB16036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 09:58:31-03","FURB","FURB","28264","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","13","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2439","2010","07","13","Brasil","Santa Catarina","Blumenau","Área Virgem Parque Nacional da Serra do Itajaí.","-49.1391666","-27.0969444","-49.1391666","-27.0969444","660","660","Epífita IFFSC e578b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB00603","FURB00603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 09:58:31-03","FURB","FURB","28727","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","09","21","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2699","2010","06","09","Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","-49.5900000","-27.0900000","787","787","Epífita IFFSC e573b (Acima de 4m) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB16035","FURB16035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 09:58:31-03","FURB","FURB","29053","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2011","10",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2483","2010","05","19","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","572","572","Epífita IFFSC e74b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de Cyathea; flor espata verde","FURB16034","FURB16034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 09:58:31-03","FURB","FURB","29261","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2540","2010","06","01","Brasil","Santa Catarina","São Martinho","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","558","558","Epífita IFFSC e173b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde; flor espata verde","FURB16033","FURB16033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 09:58:31-03","FURB","FURB","29409","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2888","2010","06","28","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Epífita IFFSC e142c (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB16032","FURB16032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 09:58:31-03","FURB","FURB","30353","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Schmitt, JL","2010","10","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2807","2010","06","24","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","330","330","Epífita IFFSC e01b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor espata verde","FURB16031","FURB16031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 09:58:31-03","FURB","FURB","30591","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","06","23","Korte, A.; Kniess, A.","3793","2010","06","23","Brasil","Santa Catarina","José Boiteux","Morro da Cruz.","-49.6783334","-26.9086111","-49.6783334","-26.9086111","652","652","Florística IFFSC 687 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: liana;","FURB16030","FURB16030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 09:58:31-03","FURB","FURB","32228","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","11","09","Korte, A.; Kniess, A.","4795","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64","-50.4000000","-26.6400000","1009","1009","Florística IFFSC 847 (Liana) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: liana;","FURB16029","FURB16029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-08 08:49:13-03","FURB","FURB","35901","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Calazans, LSB","2012","11","09","Cadorin, T.J.; Oliveira, C.P.L.","3191","2011","04","26","Brasil","Santa Catarina","Joinville",NA,"-49.1544444","-26.3","-49.1544444","-26.3000000","644","644",NA,"FURB16028","FURB16028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 09:58:31-03","FURB","FURB","45961","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Funez, L.A.","2015","01","17","Funez, L.A.","3340","2015","01","17","Brasil","Santa Catarina","Corupá","RPPN Emilio Fiorentino Battistella.","-49.3541667","-26.3936111","-49.3541667","-26.3936111","660","660",NA,"FURB16027","FURB16027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 09:58:31-03","FURB","FURB","46004","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Funez, L.A.","2015","01","10","Funez, L.A.","3382","2015","01","10","Brasil","Santa Catarina","Rodeio","Ipiranga, Eremitério.","-49.4016667","-26.8780556","-49.4016667","-26.8780556","829","829",NA,"FURB16026","FURB16026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-08 08:49:13-03","FURB","FURB","56617","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Farias, D.M.","2018","02","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1789","2018","01","24","Brasil","Santa Catarina","Ituporanga",NA,"-49.41","-27.54","-49.4100000","-27.5400000",NA,NA,NA,"FURB56617","FURB56617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-08 08:49:13-03","FURB","FURB","56618","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Farias, D.M.","2018","02","15","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1638","2018","01","16","Brasil","Santa Catarina","Trombudo Central",NA,"-49.7702778","-27.27","-49.7702778","-27.2700000",NA,NA,NA,"FURB56618","FURB56618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-08 08:49:13-03","FURB","FURB","59125","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Kassner-Filho, A.","2018","06","14","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2861","2018","06","14","Brasil","Santa Catarina","Urussanga",NA,"-49.4130556","-28.5263889","-49.4130556","-28.5263889",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: lianescente","FURB59125","FURB59125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-24 16:38:34-03","FURB","FURB","67060","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman",NA,NA,NA,NA,"Funez, L.A.","9308","2019","12","31","Brasil","Santa Catarina","Benedito Novo","Cachoeira da Pedra Furada.","-49.4533333","-26.9097222","-49.4533333","-26.9097222","725","725","Inflorescência branca Habitat: Borda da floresta Habito: Liana","FURB67060","FURB67060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 09:58:31-03","FURB","FURB","7213","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Dreveck, S.; Verdi, M. & Godoy, M.B.","21","2007","11","06","Brasil","Santa Catarina","Mafra","Arroio do Irara.","-49.9508333","-26.0997222","-49.9508333","-26.0997222","879","879","Florística IFFSC 1061 Habitat: Floresta Ombrófila Mista; Habito: flor bráctea branca","FURB16069","FURB16069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 09:58:31-03","FURB","FURB","8525","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Buturi, CV","2014","02","11","Gasper, A.L. de; Brogni, E.","1261","2008","01","15","Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.9408333","-26.4616667","-50.9408333","-26.4616667","1143","1143","Florística IFFSC 934 (Liana) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: liana;","FURB16068","FURB16068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 09:58:31-03","FURB","FURB","8526","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Buturi, CV","2014","02","11","Verdi, M.; Carneiro, F.E.","678","2008","05","08","Brasil","Santa Catarina","Otacílio Costa","Águsd Paradas / Fazenda Klabin.","-50.0386111","-27.3613889","-50.0386111","-27.3613889","849","849","Florística IFFSC 415. Ecótono. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: epífita;","FURB16067","FURB16067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:50:02-03","UCS","HUCS","38759","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M.","2010","06","11","Korte, A.","1621","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas","-50.5875","-26.927006","-50.5875","-26.927006",NA,NA,"Herbário FURB - 19973; epífita no interior do fragmento",NA,NA,"Angiospermae","Alismatales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:50:02-03","UCS","HUCS","38902","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, A.L.","2010","06","17","Cadorin, T.J.","2312","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação","-49.980556","-27.220833","-49.980556","-27.220833",NA,NA,"Herbário FURB - 26146; epífita na floresta",NA,NA,"Angiospermae","Alismatales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:50:02-03","UCS","HUCS","38891","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M.","2010","07","27","Cadorin, T.J.","s.n.","2009","12","10","Brasil","Santa Catarina","Joinville","Serra Dona Francisca","-49.088272","-26.323611","-49.088272","-26.323611",NA,NA,"Herbário FURB - 18016; interior do fragmento",NA,NA,"Angiospermae","Alismatales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:50:02-03","UCS","HUCS","39597","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M.","2010","06","11","Verdi, M.","3754","2010","02","24","Brasil","Santa Catarina","Orleans","Taipa","-49.388733","-28.59105","-49.388733","-28.59105",NA,NA,"Herbário FURB - 19668; interior do fragmento",NA,NA,"Angiospermae","Alismatales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-16 08:38:22-03","UTFPR","HCF","23593","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","E. Barboza","2017","03","31","J.M. Silva","9687","2016","12","12","Brasil","PR","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333","51°31'23 W","24°41'54 S","550","550","erva epífita; flor bege. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-09 21:10:53-03","UTFPR","HCF","25446","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","M.G. Caxambu","2019","09","04","M.G. Caxambu","8248","2018","04","26","Brasil","PR","Reserva do Iguaçu","Estação Ecológica Municipal Corredor das","-51.841","-25.951028","51°50'27,6 W","25°57'03,7 S","759","759","hemiepífita, ripária, semi-ciófila. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-16 08:38:22-03","UTFPR","HCF","18492","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","M.G. Caxambu","2015","12","29","E.L. Siqueira","1843","2015","11","26","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha das","-54.430667","-25.656028","54°25'50,4 W","25°39'21,7 S","206","206","erva hemi-epífita, semi-ciófila, com exsudado incolor. Espigas alvacentas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-16 08:38:22-03","UTFPR","HCF","7466","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","C.V. Buturi","2013","10","03","M.G. Caxambu","2461","2008","12","08","Brasil","PR","Turvo","Propriedade da família Rickli","-51.5545","-25.036139","51°33'16,2 W","25°02'10,1 S","1053","1053","erva epífita, a cerca de 2 m do solo. Flores protegidas por brácteas verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-07 18:26:16-03","UTFPR","HCF","29595","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","M.E. Engels","2018","12","18","M.E. Engels","6508","2018","12","18","Brasil","PR","Coronel Domingos Soares","Resgate de Flora da PCH Foz do Estrela,","-51.899722","-26.085","51°53'59 W","26°05'06 S","742","742","hemi-epífita no subosque, ca. 2 m de altura. Caule e folhas verde-escuros. Inflorescência com espata e espádice alvos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-09-15 11:53:14-03","UFSM","SMDB","14028","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","06","11","Korte, A; Kniess, A","1621","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas","-49.9475","-26.549722","-49.9475","-26.549722","747","747","Florística IFFSC 899 (Epífita); estadio sucess.: médio de regeneração. Hábito: Epífita, habitat: interior de fragmento. FURB 19973; Floresta Ombrófila Densa","SMDB014028","SMDB014028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:13:22-03","MBM","MBM","122293","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Mayo, S.",NA,NA,NA,"A.C.; Acra; et al.; Acra; et al.","2540","1987","11","29","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Macucos","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,"MBM122293","MBM122293",NA,NA,"Southern America",NA,NA,"39570","auto",NA,NA,NA,NA
"84","2020-12-21 16:13:22-03","MBM","MBM","7476","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gonçalves, E.G.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","2868","1966","11","06","Brazil","Paraná","Laranjeiras do Sul","Rio Iguaçu, sul de Campo Novo","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"MBM007476","MBM007476",NA,NA,"Southern America",NA,NA,"28404","auto",NA,NA,NA,NA
"85","2020-12-21 16:13:22-03","MBM","MBM","7479","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gonçalves, E.G.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","3883","1967","02","14","Brazil","Paraná","Pinhão","Rio Iguaçu","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"MBM007479","MBM007479",NA,NA,"Southern America",NA,NA,"37408","auto",NA,NA,NA,NA
"86","2020-12-21 16:13:22-03","MBM","MBM","16020","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Mayo, S.",NA,NA,NA,"Hatschbach, G.","24201","1970","04","28","Brazil","Paraná","Piraquara","Nova Tirol","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM016020","MBM016020",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA
"87","2020-12-21 16:13:22-03","MBM","MBM","188453","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1603","1995","12","19","Brazil","Paraná","Piraquara","Serra Piramirim, estrada Itupava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM188453","MBM188453",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA
"88","2020-12-21 16:13:22-03","MBM","MBM","217313","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1970","1997","09","18","Brazil","Paraná","Tijucas do Sul","Rio do Fojo, Matulão","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"MBM217313","MBM217313",NA,NA,"Southern America",NA,NA,"25228","auto",NA,NA,NA,NA
"89","2020-12-21 16:13:22-03","MBM","MBM","395034","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Ariati, V.",NA,NA,NA,"Ariati, V.","485","2011","01",NA,"Brazil","Santa Catarina","Canoinhas",NA,"-50.3899993896484","-26.1772003173828",NA,NA,NA,NA,"Trepador nômade.; Floresta Ombrófila Mista, floresta alterada com pouco sub-bosque.","MBM395034","MBM395034",NA,NA,"Southern America",NA,NA,"50616","auto",NA,NA,NA,NA
"90","2020-12-21 16:13:22-03","MBM","MBM","392059","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Engels, M.E.","2014","05","13","Schwirkowski, P.","247","2014","01","25","Brazil","Santa Catarina","São Bento do Sul","Horto Florestal do Samae, trilha do parque","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Trepadeira.; Floresta Ombrófila Mista.","MBM392059","MBM392059",NA,NA,"Southern America",NA,NA,"23090","auto",NA,NA,NA,NA
"91","2020-12-21 16:13:22-03","MBM","MBM","385528","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Ariati, V.","2011","11",NA,"Ariati, V.","628","2011","11",NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","520","750","Resgate de flora da UHE Mauá; Epífita.","MBM385528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:13:22-03","MBM","MBM","408477","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Barboza, E.","2017","03","31","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9687","2016","12","12","Brazil","Paraná","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333","-51.523056","-24.698333","550","550","Erva epífita; flor bege.; Floresta Estacional Semidecidual.","MBM408477",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:13:22-03","MBM","MBM","412748","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Völtz, R.R.","2017","10","24","Völtz, R.R.; Brotto, M.L.; Meyer, F.S.; Brotto, M.L.; Meyer, F.S.","1383","2017","10","13","Brazil","Paraná","Antonina","Bairro Alto, trilha para a base do Ibitirati","-48.806111","-25.241389","-48.806111","-25.241389","910","910","Erva hemiepífita, escandente; inflorescência com bráctea e espiga alvas; interior de Floresta Ombrófila Densa Montana.; Floresta Ombrófila Densa Montana.","MBM412748","MBM412748",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:13:22-03","MBM","MBM","416856","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Engels, M.E.","2018","12","18","Engels, M.E.; Meyer, T.A.; Meyer, T.A.","6508","2018","12","18","Brazil","Paraná","Coronel Domingos Soares","Resgate de flora da PCH Foz do Estrela, Canteiro de Obras","-51.899722","-26.085","-51.899722","-26.085","742","742","Hemi-epifita, ca. 2 metros de altura. Caule e folhas verde-escuros. Inflorescencia com espata e espádice alvos.; Floresta Ombrófila Mista, no sub-bosque.","MBM416856","MBM416856",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:13:22-03","MBM","MBM","391985","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Engels, M.E.","2014","05","13","Schwirkowski, P.","175","2013","12","29","Brazil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro, trilha","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Trepadeira.","MBM391985","MBM391985",NA,NA,"Southern America",NA,NA,"23090","auto",NA,NA,NA,NA
"96","2020-12-21 16:13:22-03","MBM","MBM","391984","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Engels, M.E.","2014","05","13","Schwirkowski, P.","174","2013","12","29","Brazil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro, trilha","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Trepadeira.; Floresta Ombrófila Mista.","MBM391984","MBM391984",NA,NA,"Southern America",NA,NA,"23090","auto",NA,NA,NA,NA
