"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"133","2021-03-01 16:34:11-03","UNICAMP","UEC","164438","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R","2012",NA,NA,"Pastore, JFB; Arzolla, FARDP; et al.","711","1996","05","14","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga Núcleo Caverna do Diabo, trilha do rolado, interior da mata.","-48.392083","-24.646639","-48.392083","-24.646639",NA,NA,"Arvoreta 3 m altura, frutos jovens verdes e maduros negros.","UEC050751","UEC050751","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:34:11-03","UNICAMP","UEC","159476","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Franco, GADC","2006","01","01","Ivanauskas, NM; Souza, FM; Polisel, RT; Santos, VS","6119","2005","12","14","Brazil","São Paulo","Embu das Artes","Almenat, fundo do hotel, Remanescente de mata. (Datum Córrego alegre, Zona 23K).",NA,NA,NA,NA,"885","885","Arvoreta de 3 m. Frutos imaturos verdes.","UEC017829","UEC017829","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:34:11-03","UNICAMP","UEC","157486","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Caddah, MK","2010","02",NA,"Caddah, MK; Meireles, JE","736","2010","01","20","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Estrada para barragem.","-43.006111","-22.758889","-43.006111","-22.758889","1100","1100","Arvoreta ca. 3,5m, frutos verdes. Coleta em sílica.","UEC013927","UEC013927","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:34:11-03","UNICAMP","UEC","169992","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R","2007","10",NA,"Rochelle, ALC","J338",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","-45.084167","-23.366667","450","450","Indivíduo J338 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041650","UEC041650","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:34:11-03","UNICAMP","UEC","169993","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R","2007","10",NA,"Rochelle, ALC","J1253",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","-45.084167","-23.366667","450","450","Indivíduo J1253 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041647","UEC041647","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:34:11-03","UNICAMP","UEC","177482","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R",NA,NA,NA,"Sanches, M; Pedroni, F; Laps, RR; Belinello, R","691","1997","04","18","Brazil","São Paulo","Ubatuba","Picinguaba","-44.816944","-23.3025","-44.816944","-23.3025","600","600","Árvore s/ número, com 2m de altura, com frutos; Mata Atlantica de enconsta, Morro do Corisco.","UEC002955","UEC002955","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:34:11-03","UNICAMP","UEC","177483","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R",NA,NA,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","692","1997","05","29","Brazil","São Paulo","Ubatuba","Picinguaba","-44.816944","-23.3025","-44.816944","-23.3025","600","600","Árvore 717, com 6m de altura, com fruts imaturos amarelos a maduros roxos.; Mata Atlantica de enconsta, Morro do Corisco.","UEC002957","UEC002957","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:34:11-03","UNICAMP","UEC","188912","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.",NA,NA,NA,NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","240","2015","01","09","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.987222","-24.069444","-47.987222","-24.069444","800","800","Floresta Ombrófila Densa","UEC119354","UEC119354","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:34:11-03","UNICAMP","UEC","188913","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.",NA,NA,NA,NA,"Silva, BG","145","2014","03","15","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.975833","-24.061389","-47.975833","-24.061389","800","800","Floresta Ombrófila Densa","UEC119357","UEC119357","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:34:11-03","UNICAMP","UEC","188915","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.",NA,NA,NA,NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","294","2015","02","12","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.987222","-24.069444","-47.987222","-24.069444","800","800","Floresta Ombrófila Densa","UEC119359","UEC119359","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:34:11-03","UNICAMP","UEC","169385","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.",NA,NA,NA,NA,"Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9733","2009","03","08","Brazil","Rio de Janeiro","Rio de Janeiro","Serra dos Orgãos, Distrito de Murry.&nf;Estrada da Torre Repetidora (the Sistema Brasileiro Televisão TV Tower) south of Nova Friburgo on an unnamed peak west of Pico da Caledônia.","-42.96","-22.609639","-42.96","-22.609639","1420","1847","Shrub 1,5 m tall. Flowers 4- or 5-merous based on fruiting calyx number. Immature fruis green. One plant seen.; Cloud forest vegetation.&nf;Growing in shade below 1700 m elevation.","UEC063123","UEC063123","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:34:11-03","UNICAMP","UEC","76164","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Chiea, SAC","1997","05",NA,"Souza, JP; Zandoval, JA; Miyage, PH","131","1995","02","16","Brazil","São Paulo","Tapirai","Cachoeira do Chá, a 12km de Tapirai em direção a Juquiá.","-47.560833","-20.029611","-47.560833","-20.029611",NA,NA,"arusto, frutos verdes; mata mesófila","UEC022838","UEC022838","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:34:11-03","UNICAMP","UEC","75534","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R","1995","02","28","Barreto, KD; Fernandes, GD; Fernandes, RD","3053","1994","10","18","Brazil","São Paulo","Tapirai","cachoeira do Chá.","-47.574917","-24.029611","-47.574917","-24.029611",NA,NA,"arbusto , 2m alt; flores creme, frutos roxos; Mata Atlântica","UEC022806","UEC022806","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:34:11-03","UNICAMP","UEC","98408","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R","2012",NA,NA,"Chung, F; Matos, J; Schmidt, M; Gandara, F; Ivanauskas, NM; Vanini, A; et al.","40","1997","12","11","Brazil","São Paulo","Itararé","Estrada de Itararé - Bonsucesso Floresta Estacional. Área na beira de rio.","-49.160833","-24.274444","-49.160833","-24.274444",NA,NA,"Arbusto de 1,5 m, flor branca.","UEC050784","UEC050784","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:34:11-03","UNICAMP","UEC","60161","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.",NA,NA,NA,NA,"Vieira, AOS; Yamamoto, K","26268","1992","05","04","Brazil","Rio de Janeiro","Nova Friburgo","subida para Pico da Coledônia, próximo à estrada do DAE.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Arvoreta ca. 2,5 metros de altura; frutos roxo-claro.; Mata de encosta pertubada.","UEC022832","UEC022832","Magnoliopsida",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"148","2021-03-01 16:34:11-03","UNICAMP","UEC","155014","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Biral","2021","01","06","Castro, AG","5","2000","01","13","Brazil","São Paulo","Bananal","Estação Ecológica de Bananal. Serra da Bocaina. Floresta Ombrófila Densa.","-44.3199996948242","-22.6800003051758",NA,NA,"1250","1250","Flores brancas.","UEC045449","UEC045449","Magnoliopsida",NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA
"149","2021-03-01 16:34:11-03","UNICAMP","UEC","745546","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Chiea, SAC","1997","05",NA,"Rapini, A; Proença, SL; Kirizawa, M","45","1995","08","23","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira.","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"Árvore, 2,0m alt. Frutos verdes a roxos.","UEC022802","UEC022802","Magnoliopsida",NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA
"150","2021-03-01 16:34:11-03","UNICAMP","UEC","77411","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Chiea, SAC",NA,NA,NA,"Cordeiro, I; Rossi, L; Pastore, JA; Lopes Da Silva, E","1330","1994","03","30","Brazil","São Paulo","Pindamonhangaba","Ribeirão Grande, Fazenda São Sebastião de Ribeirão Grande, Mata Pluvial Montana.","-45.4599990844727","-22.9200000762939",NA,NA,"900","900","Arvoreta cerca de 4m de altura, inflorescência pêndulas; frutos maduros roxos.; beira de rio","UEC022826","UEC022826","Magnoliopsida",NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA
"151","2021-03-01 16:34:11-03","UNICAMP","UEC","81096","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Chiea, SAC","1997","05",NA,"Moraes, PLR; Ivanauskas, NM","1102","1995","01","17","Brazil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arbusto c. 3m alt., frutos verdes.","UEC022814","UEC022814","Magnoliopsida",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"152","2021-03-01 16:34:11-03","UNICAMP","UEC","81095","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Chiea, SAC","1997","05",NA,"Moraes, PLR; Ivanauskas, NM","1105","1995","01","14","Brazil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"arbusto ca. 2m alt, fruts jovens.","UEC022798","UEC022798","Magnoliopsida",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"153","2021-03-01 16:34:11-03","UNICAMP","UEC","75539","S","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R","1995","12","04","Moraes, PLR","728","1992","11","16","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Árvore + ou - 4m de altura; subosque","UEC022804","UEC022804","Magnoliopsida",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"154","2021-03-01 16:34:16-03","UNICAMP","UEC","20854","S","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Goldenberg, R","2013",NA,NA,"Hatschbach, G","43020","1979","12","14","Brazil","Paraná","Balsa Nova","Alto do purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Flor alva; Nas anfractuosidades dos afloramentos de arenito.","UEC022613","UEC022613","Magnoliopsida",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"155","2020-12-04 13:19:23-03","UDESC","LUSC","6648","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Floriani, M.M.P.",NA,NA,NA,"Floriani, M.M.P.","103","2011","09","28","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC004642","LUSC004642",NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA
"156","2020-10-14 10:02:49-03","FURB","FURB","10200","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","04","14","Souza, N.L. de; Brogni, E. & Farage-Freitas, R.","124","2009","01","15","Brasil","Santa Catarina","Águas Mornas","RPPN Rio das Lontras.","-48.8841666","-27.6258334","-48.8841666","-27.6258334","477","477",NA,"FURB29186","FURB29186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:02:49-03","FURB","FURB","10476","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","04","14","Grippa, C.R.; Souza, N.L. de & Stano, F.","556","2007","11","08","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","-49.1119444","-27.0077778","160","160","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII. Habitat: Floresta Ombrófila Densa; Habito: arbórea; Fruto verde; flor branca","FURB29199","FURB29199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-08 08:53:16-03","FURB","FURB","11579","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R","2009","10","03","Gasper, A.L. de","819","2009","05","03","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1327778","-27.025","-49.1327778","-27.0250000","800","800",NA,"FURB29191","FURB29191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:02:49-03","FURB","FURB","13339","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","D#?#El Rei Souza, ML","2009","11","11","Dreveck, S.; Carneiro, F.E.","963","2009","05","29","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Vargem do Braço.","-48.8669445","-27.81","-48.8669445","-27.8100000","744","744","Florística IFFSC 254(Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arvoreta; Fruto roxo;","FURB29197","FURB29197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:02:49-03","FURB","FURB","13556","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","D#?#El Rei Souza, ML","2009","11","11","Verdi, M.; Korte, A. & Hasckel, R.P.","2233","2009","05","26","Brasil","Santa Catarina","Orleans","Três Barras, Parque Nacional de São Joaquim.","-49.4958333","-28.1722223","-49.4958333","-28.1722223","928","928","Florística IFFSC 141 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto; Fruto roxo;","FURB29195","FURB29195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:02:49-03","FURB","FURB","13574","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","D#?#El Rei Souza, ML","2009","11","11","Verdi, M.; Korte, A. & Hasckel, R.P.","2226","2009","05","26","Brasil","Santa Catarina","Orleans","Três Barras, Parque Nacional de São Joaquim.","-49.4958333","-28.1722223","-49.4958333","-28.1722223","928","928","Florística IFFSC 141(Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; Fruto roxo;","FURB29196","FURB29196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:02:49-03","FURB","FURB","13597","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","D#?#El Rei Souza, ML","2009","11","11","Verdi, M.; Hasckel, R.P. & Klemz, G.","2449","2009","06","30","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","Florística IFFSC 468(Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; Fruto verde;","FURB29194","FURB29194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:02:49-03","FURB","FURB","15639","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2009","11","01","Korte, A.; Kniess, A.","579","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422","FURB29203","FURB29203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:02:49-03","FURB","FURB","16649","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Korte, A","2009","11","12","Korte, A.; Kniess, A.","938","2009","11","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Florística IFFSC 517 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB29193","FURB29193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:02:49-03","FURB","FURB","18418","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","01","25","Korte, A.; Kniess, A.","1462","2009","12","10","Brasil","Santa Catarina","Rio do Sul","Mirador.","-49.5905555","-27.0902777","-49.5905555","-27.0902777","792","792","Florística IFFSC 573 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor branca e estames amarelos","FURB02210","FURB02210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:02:49-03","FURB","FURB","18429","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Korte, A","2009","12","07","Korte, A.; Kniess, A.","1437","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas.","-49.68","-27.18","-49.6800000","-27.1800000","625","625","Florística IFFSC 513 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbórea;","FURB29201","FURB29201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:02:49-03","FURB","FURB","23453","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","04","22","Korte, A.; Kniess, A.","1896","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","-50.2202778","-26.9100000","786","786","Florística IFFSC 681 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB29181","FURB29181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:02:49-03","FURB","FURB","23462","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","04","22","Verdi, M.; Klettenberg, D.H. & Klemz, G.","4038","2010","03","17","Brasil","Santa Catarina","Imaruí","Forquilha da Aratingaúba / Parque Estadual da Serra do Tabuleiro.","-48.8702778","-28.1694445","-48.8702778","-28.1694445","604","604","Florística IFFSC 148 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB29188","FURB29188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 10:02:49-03","FURB","FURB","23961","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","04","28","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1784","2010","03","29","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","Florística IFFSC e689b (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; flor botão floral verde","FURB29189","FURB29189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 10:02:49-03","FURB","FURB","24011","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","04","26","Korte, A.; Kniess, A.","2722","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","Florística IFFSC 688 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB29185","FURB29185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-10-14 10:02:49-03","FURB","FURB","24392","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","05","05","Korte, A.; Kniess, A.","2195","2010","03","17","Brasil","Santa Catarina","Apiúna","Faxinalzinho.","-49.3936111","-27.1802778","-49.3936111","-27.1802778","793","793","Florística IFFSC 516 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB29192","FURB29192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 10:02:49-03","FURB","FURB","25570","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","05","31","Dreveck, S.","2218","2010","05","14","Brasil","Santa Catarina","Benedito Novo","Alta Santa Maria.","-49.4075","-26.7275","-49.4075000","-26.7275000","560","560","Florística IFFSC 803 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto verde;","FURB29200","FURB29200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 10:02:49-03","FURB","FURB","25720","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","05","25","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2168","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Florística IFFSC e993b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; Fruto roxo;","FURB29187","FURB29187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-10-14 10:02:49-03","FURB","FURB","26709","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","06","24","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4795","2010","05","29","Brasil","Santa Catarina","Santa Rosa de Lima","Rio dos Índios.","-49.2308334","-27.9897222","-49.2308334","-27.9897222","588","588","Florística IFFSC 194 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto roxa;","FURB29179","FURB29179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-10-14 10:02:49-03","FURB","FURB","26823","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","06","29","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2856","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","Florística IFFSC 286 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto roxo;","FURB29180","FURB29180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-10-14 10:02:49-03","FURB","FURB","28797","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Korte, A","2010","09","22","Korte, A.; Kniess, A.","3372","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","Florística IFFSC 577 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; Fruto roxo;","FURB29190","FURB29190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-10-14 10:02:49-03","FURB","FURB","30446","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Oliveira, AA de","2010","10","14","Korte, A.; Kniess, A.","3863","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","701","701","Florística IFFSC 742 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB29177","FURB29177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
