"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","continentOcean","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","individualCount"
"51","2020-12-21 16:47:49-03","MBM","MBM","401706","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2475","2013","12","19","Brazil","Paraná","Palmeira","Fazenda Boiada","-49.8625","-25.285556","-49.8625","-25.285556","Cespitosa, 80 cm, flores amarelas, campo úmido.; Campos Gerais.","MBM401706","MBM401706",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:47:49-03","MBM","MBM","401710","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1884","2013","11","26","Brazil","Paraná","Piraí do Sul","Chácara Santa Rita da Serra","-50.028333","-24.466389","-50.028333","-24.466389","Cespitosa, 80 cm, flores amarelas, campo úmido; Campos Gerais.","MBM401710","MBM401710",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:47:49-03","MBM","MBM","401714","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2006","2013","11","28","Brazil","Paraná","Piraí do Sul","Fazenda Barbante, Propriedade da Iguaçu Celulose","-49.975556","-24.423889","-49.975556","-24.423889","Cespitosa, 70 cm, flores amarelas, campo úmido, borda de plantio de Pinnus.; Campos Gerais.","MBM401714","MBM401714",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:47:49-03","MBM","MBM","401715","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Canestraro, B.K.; Saridakis, D.P.; Canestraro, B.K.; Saridakis, D.P.","1199","2012","11","24","Brazil","Paraná","Piraí do Sul","Fazenda Nova Era","-49.8575","-24.393056","-49.8575","-24.393056","Herbácea, 80 cm, flores amarelas, formando toceira, campo úmido.; Campos Gerais.","MBM401715","MBM401715",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:47:49-03","MBM","MBM","401720","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2523","2013","12","20","Brazil","Paraná","Ponta Grossa","PARNA dos Campos Gerais, Cachoeira da Mariquinha","-49.9525","-25.195","-49.9525","-25.195","Cesmpitosa, 70 cm, flores amarelas, margem de rio.; Campos Gerais.","MBM401720","MBM401720",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:47:49-03","MBM","MBM","401721","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2498","2013","12","20","Brazil","Paraná","Ponta Grossa","PARNA dos Campos Gerais, Cachoeira São Jorge","-50.055556","-25.034444","-50.055556","-25.034444","Cespitosa, 70 cm, flores amarelas, margem do Rio São Jorge.; Campos Gerais.","MBM401721","MBM401721",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:47:49-03","MBM","MBM","401723","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2451","2013","12","18","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.991667","-25.2475","-49.991667","-25.2475","Cespitosa, 90 cm, flores amarelas, campo semi-hidromórfico.; Campos Gerais.","MBM401723","MBM401723",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:47:49-03","MBM","MBM","401727","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","1317","2013","07","07","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.256111","-24.563889","-50.256111","-24.563889","Cespitosa, 1 m, em fruto, margem de riacho, poucos indivíduos.; Campos de Lapa.","MBM401727","MBM401727",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:47:49-03","MBM","MBM","30332","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","33994","1973","11","01","Brazil","Paraná","Colombo","Rio Palmital","-49.2242012023926","-25.2917003631592",NA,NA,NA,"MBM030332","MBM030332",NA,"Kral, R.",NA,NA,NA,NA,NA,"Southern America","13536","auto",NA,NA,NA,NA
"60","2020-12-21 16:47:49-03","MBM","MBM","2238","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","15372","1966","12","11","Brazil","Paraná","Mallet","Mallet","-50.8210983276367","-25.877799987793",NA,NA,NA,"MBM002238","MBM002238",NA,"Kral, R.",NA,NA,NA,NA,NA,"Southern America","25088","auto",NA,NA,NA,NA
"61","2020-12-21 16:47:49-03","MBM","MBM","382","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13206","1965","12","06","Brazil","Paraná","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM000382","MBM000382",NA,"Smith, S.F.; L.B.",NA,NA,NA,NA,NA,"Southern America","35166","auto",NA,NA,NA,NA
"62","2020-12-21 16:47:49-03","MBM","MBM","356662","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Andrade, B.O.","49","2008","12","06","Brazil","Paraná","Ponta Grossa","Nascente do rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,"Espécie herbácea com flores amarelas. Campos hidrífilos sobre Organossolo","MBM356662","MBM356662",NA,"Andrade, B.O.",NA,"1096","1096",NA,NA,"Southern America","46557","auto",NA,NA,NA,NA
"63","2020-12-21 16:47:49-03","MBM","MBM","35968","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","10853","1963","11","22","Brazil","Paraná","Porto Amazonas","Fazenda São Luís","-49.8903007507324","-25.5447006225586",NA,NA,NA,"MBM035968","MBM035968",NA,"Smith, L.B.",NA,NA,NA,NA,NA,"Southern America","14684","auto",NA,NA,NA,NA
"64","2020-12-21 16:47:49-03","MBM","MBM","6655","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","17746","1967","11","07","Brazil","Paraná","São João do Triunfo","São João do Triunfo","-50.2971992492676","-25.6833000183105",NA,NA,NA,"MBM006655","MBM006655",NA,"Smith, L.B.",NA,NA,NA,NA,NA,"Southern America","20512","auto",NA,NA,NA,NA
"65","2020-12-21 16:47:49-03","MBM","MBM","233039","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Cervi, A.C.","4014","1992","12","23","Brazil","Paraná","Tibagi","Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"MBM233039",NA,NA,"Guimarães, O.",NA,NA,NA,NA,NA,"Southern America","56988","auto",NA,NA,NA,NA
"66","2020-12-21 16:47:49-03","MBM","MBM","401993","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Engels, M.E.; Reynald, D.T.; Reynald, D.T.","2018","2013","11","23","Brazil","Paraná","Lapa","Passa 2/Pedra Alta. Km 210 da BR 476","-49.7158012390137","-25.7696990966797",NA,NA,"Bainhas castanhas. Folhas verdes. Espiga castanha. Flores amarelas.; Floresta Ombrófila Densa. Em campo úmido.","MBM401993","MBM401993",NA,"Lozano, E.D.","2015",NA,NA,NA,NA,"Southern America","49965","auto",NA,NA,NA,NA
"67","2020-12-21 16:47:49-03","MBM","MBM","386103","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Barboza, E.; Felitto, G.; Larocca, P.; Santos, T.F.; Saridakis, D.P.; Felitto, G.; Larocca, P.; Santos, T.F.; Saridakis, D.P.","4000","2013","10","26","Brazil","Paraná","Balsa Nova","São Luiz do Purunã","-49.645631","-25.470569","-49.645631","-25.470569","Flor amarela, planta formando touceira.; Campo úmido.","MBM386103","MBM386103",NA,"Lozano, E.D.","2013","1155","1155",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:47:49-03","MBM","MBM","389073","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Motta, J.T.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.","4216","2013","12","18","Brazil","Paraná","Balsa Nova","Estrada Tamanduá-Ponte dos Arcos","-49.709444","-25.478889","-49.709444","-25.478889","Herbácea; flores amarelas.; Campo úmido.","MBM389073","MBM389073",NA,"Lozano, E.D.","2014","1044","1044",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:47:49-03","MBM","MBM","401682","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2135","2013","12","04","Brazil","Paraná","Balsa Nova","São Luís do Purunã, Fazenda Tamanduá","-49.714722","-25.538611","-49.714722","-25.538611","Cespitosa, 80 cm, flores amarelas, margem do rio.; Campos Gerais.","MBM401682","MBM401682",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:47:49-03","MBM","MBM","401684","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2133","2013","12","04","Brazil","Paraná","Balsa Nova","São Luís do Purunã, próximo ao Cristo, borda da escarpa","-49.641111","-25.469722","-49.641111","-25.469722","Cespitosa, 60 cm, flores amarelas, local úmido, solo arenoso.; Campos Gerais.","MBM401684","MBM401684",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:47:49-03","MBM","MBM","401690","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Engels, M.E.; Engels, M.E.","1664","2013","11","02","Brazil","Paraná","Carambeí","Rio São João, na margem","-50.128056","-24.898889","-50.128056","-24.898889","Cespitosa, 80 cm, flores amarelas, em campo úmido.; Campos Gerais.","MBM401690","MBM401690",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:47:49-03","MBM","MBM","401693","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2230","2013","12","11","Brazil","Paraná","Guarapuava","APAE rural","-51.447222","-25.348889","-51.447222","-25.348889","Cespitosa, 1 m, flores amarelas, campo úmido.; Campos de Guarapuava.","MBM401693","MBM401693",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:47:49-03","MBM","MBM","401698","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2123","2013","12","01","Brazil","Paraná","Jaguariaíva","Estrada para o Parque Estadual do Cerrado","-49.683611","-24.207222","-49.683611","-24.207222","Cespitosa, 50 cm, flores amarelas, campo limpo úmido.; Campos Gerais.","MBM401698","MBM401698",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:47:49-03","MBM","MBM","401700","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2058","2013","11","29","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.668611","-24.17","-49.668611","-24.17","Cespitosa, 1,3 m, flores amarelas, campo úmido, margem do Rio Santo Antônio.; Cerrado.","MBM401700","MBM401700",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:47:49-03","MBM","MBM","401702","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2349","2013","12","13","Brazil","Paraná","Palmas","Refúgio de Vida Silvestre de Palmas, Fazenda São Pedro","-51.654167","-26.544444","-51.654167","-26.544444","Cespitosa, 80 cm, flores amarelas, campo úmido.; Campos de Palmas.","MBM401702","MBM401702",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:47:49-03","MBM","MBM","401703","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2312","2013","12","13","Brazil","Paraná","Palmas","Refúgio de Vida Silvestre de Palmas, Fazenda São Pedro","-51.670833","-26.530278","-51.670833","-26.530278","Cespitosa, 1,5 m, flores amarelas, campo úmido, relva alta.; Campos de Palmas.","MBM401703","MBM401703",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:47:49-03","MBM","MBM","401707","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Ariati, V.; Ariati, V.","1077","2012","10","10","Brazil","Paraná","Palmeira","Fazenda Capão das Almas","-49.845","-25.290278","-49.845","-25.290278","Herbácea, 50 cm, flores amarelas, campo sujo.; Campos Gerais.","MBM401707","MBM401707",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:47:49-03","MBM","MBM","401708","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Felitto, G.; Saridakis, D.P.; Felitto, G.; Saridakis, D.P.","1232","2013","02","22","Brazil","Paraná","Palmeira","Fazenda Capão das Almas","-49.843611","-25.288611","-49.843611","-25.288611","Herbácea, 1 m, flores amarelas, formando toceira, campo hgrófilo, frequente.; Campos Gerais.","MBM401708","MBM401708",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:47:49-03","MBM","MBM","401709","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2455","2013","12","19","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-49.820833","-25.316111","-49.820833","-25.316111","Cespitosa, 70 cm, floes amarelas, campo úmido.; Campos Gerais.","MBM401709","MBM401709",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:47:49-03","MBM","MBM","401711","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1904","2013","11","26","Brazil","Paraná","Piraí do Sul","Chácara Santa Rita da Serra","-50.025","-24.471944","-50.025","-24.471944","Cespitosa, 50 cm, flores amarelas, campo úmido, solo com acumulo de matéria organica.; Campos Gerais.","MBM401711","MBM401711",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:47:49-03","MBM","MBM","401712","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1911","2013","11","26","Brazil","Paraná","Piraí do Sul","Chácara Santa Rita da Serra","-50.016944","-24.480833","-50.016944","-24.480833","Cespitosa, 30 cm, flores amarelas, campo úmido, solo turfoso.; Campos Gerais.","MBM401712","MBM401712",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:47:49-03","MBM","MBM","401713","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1974","2013","11","27","Brazil","Paraná","Piraí do Sul","Entorno da Pousada Pirahy da Serra","-50.015","-24.4625","-50.015","-24.4625","Cespitosa, 50 cm, flores amarelas, campo úmido, solo com acumulo de matéria organica.; Campos Gerais.","MBM401713","MBM401713",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:47:49-03","MBM","MBM","401716","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Wanderley, M.G.L.; Wanderley, M.G.L.","1865","2013","11","20","Brazil","Paraná","Piraquara","Reservatório Piraquara II, estrada para o Morro do Canal próximo ao reservatório","-49.023056","-25.513889","-49.023056","-25.513889","Cespitosa, 70 cm, flores amarelas, rizoma ereto, campo úmido.; Campos de Curitiba.","MBM401716","MBM401716",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:47:49-03","MBM","MBM","401717","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2533","2013","12","20","Brazil","Paraná","Ponta Grossa","Estrada para Cachoeira da Mariquinha","-49.930556","-25.186111","-49.930556","-25.186111","Cespitosa, 80 cm, flores amarelas, campo úmido, margem de lagoa.; Campos Gerais.","MBM401717","MBM401717",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:47:49-03","MBM","MBM","401718","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2511","2013","12","20","Brazil","Paraná","Ponta Grossa","Estrada para o Capão da Onça","-50.023056","-25.106667","-50.023056","-25.106667","Cespitosa, 60 cm, flores amarelas, campo úmido.; Campos Gerais.","MBM401718","MBM401718",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:47:49-03","MBM","MBM","401719","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2507","2013","12","20","Brazil","Paraná","Ponta Grossa","Estrada para represa Alagados","-50.034722","-25.040278","-50.034722","-25.040278","Cespitosa, 70 cm, flores amarelas, barranco úmido a beira da estrada.; Campos Gerais.","MBM401719","MBM401719",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:47:49-03","MBM","MBM","401722","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2409","2013","12","18","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.004167","-25.246944","-50.004167","-25.246944","Cespitosa, 1,5 m, flores amarelas, campo semi-hidromorfico, solo arenoso.; Campos Gerais.","MBM401722","MBM401722",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:47:49-03","MBM","MBM","401724","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.","2497","2013","12","19","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Lagoa Tarumã","-50.033611","-25.241944","-50.033611","-25.241944","Cespitosa, 1,6 m, flores amarelas, campo úmido, Próximo a lagoa.; Campos Gerais.","MBM401724","MBM401724",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:47:49-03","MBM","MBM","401726","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Damasceno, B.; Damasceno, B.","2534","2013","12","21","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.256389","-24.513889","-50.256389","-24.513889","Cespitosa, 80 cm, flores amarelas, campo úmido, margem de rio lajeado.; Campos Gerais.","MBM401726","MBM401726",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:47:49-03","MBM","MBM","401725","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, E.D.; Engels, M.E.; Engels, M.E.","1627","2013","11","03","Brazil","Paraná","Porto Amazônas","Rodovia BR-277, na margem","-49.75","-25.469722","-49.75","-25.469722","Cespitosa, formando pequenas toceiras, 50 cm, flores amarelas, campo úmido.; Campos Gerais.","MBM401725","MBM401725",NA,"Lozano, E.D.","2014",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:47:49-03","MBM","MBM","403359","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Motta, J.T.; Brotto, M.L.; Brotto, M.L.","4667","2015","10","08","Brazil","Paraná","Curitiba","Alto Boqueirão","-49.233333","-25.543889","-49.233333","-25.543889","Herbácea; flores amarelas.; Em campo úmido.","MBM403359","MBM403359",NA,"Lozano, E.D.","2016","900","900",NA,NA,"Southern America",NA,NA,NA,"05","05",NA
"92","2020-12-21 16:47:49-03","MBM","MBM","53876","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","39178","1976","11","08","Brazil","Paraná","Balsa Nova","Campina da Cascavel","-49.6356010437012","-25.5839004516602",NA,NA,NA,"MBM053876","MBM053876",NA,"Kral, R.",NA,NA,NA,NA,NA,"Southern America","27346","auto",NA,NA,NA,NA
"93","2020-12-21 16:47:49-03","MBM","MBM","2260","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","15069","1966","11","06","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,NA,"MBM002260","MBM002260",NA,"Smith, S.F.; L.B.",NA,NA,NA,NA,NA,"Southern America","27346","auto",NA,NA,NA,NA
"94","2020-12-21 16:47:49-03","MBM","MBM","133409","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Ribas, O.S.; Silva, J.M.; Silva, J.M.","207","1989","11","30","Brazil","Paraná","Lapa","Rod. BR-476, 5km O da Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,"MBM133409","MBM133409",NA,"Kral, R.",NA,NA,NA,NA,NA,"Southern America","49965","auto",NA,NA,NA,NA
"95","2020-12-21 16:47:49-03","MBM","MBM","35980","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","13130","1965","11","11","Brazil","Paraná","São José dos Pinhais","Barro Branco","-49.2064018249512","-25.5347003936768",NA,NA,"= 752","MBM035980","MBM035980",NA,"Kral, R.",NA,NA,NA,NA,NA,"Southern America","45291","auto",NA,NA,NA,NA
"96","2020-12-21 16:47:49-03","MBM","MBM","322761","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Zanin, A.; Santos, B.H.; Santos, B.H.","1462","2007","12","27","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,"Flor amarela. Comum.; Banhado.","MBM322761","MBM322761",NA,"Lozano, E.D.","2015",NA,NA,NA,NA,"Southern America","30102","auto",NA,NA,NA,NA
"97","2020-12-21 16:47:49-03","MBM","MBM","30341","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","33471","1973","12","12","Brazil","Paraná","Guarapuava","Pass do Jacu","-51.4580993652344","-25.395299911499",NA,NA,NA,"MBM030341","MBM030341",NA,"Smith, L.B.",NA,NA,NA,NA,NA,"Southern America","53832","auto",NA,NA,NA,NA
"98","2020-12-21 16:47:49-03","MBM","MBM","401991","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Engels, M.E.; Reynald, D.T.; Reynald, D.T.","2020","2013","11","23","Brazil","Paraná","Lapa","Passa 2/Pedra Alta. Km 210 da BR 476","-49.7158012390137","-25.7696990966797",NA,NA,"Bainhas castanhas. Folhas verdes. Espiga castanha. Flores amarelas.; Floresta Ombrófila Mista.","MBM401991","MBM401991",NA,"Lozano, E.D.","2015",NA,NA,NA,NA,"Southern America","49965","auto",NA,NA,NA,NA
"99","2020-12-21 16:47:49-03","MBM","MBM","35981","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","13485","1966","01","12","Brazil","Paraná","Palmeira","Serra das Almas","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM035981","MBM035981",NA,"Kral, R.",NA,NA,NA,NA,NA,"Southern America","35166","auto",NA,NA,NA,NA
"100","2020-12-21 16:47:49-03","MBM","MBM","360684","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Andrade, B.O.","50","2008","12","06","Brazil","Paraná","Ponta Grossa","Nascente do Rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,"Espécime herbáceo de flores amarelas. Campos hidrófilos sobre organossolo","MBM360684","MBM360684",NA,"et al.; Wanderley, M.G.","2009","1112","1112",NA,NA,"Southern America","46557","auto",NA,"03","23",NA
"101","2020-12-21 16:47:49-03","MBM","MBM","752","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Hatschbach, G.","13130","1965","11","11","Brazil","Paraná","São José dos Pinhais","Barro Branco","-49.2064018249512","-25.5347003936768",NA,NA,"= 35980","MBM000752","MBM000752",NA,"Kral, R.",NA,NA,NA,NA,NA,"Southern America","45291","auto",NA,NA,NA,NA
