"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet"
"100","2020-12-20 21:16:23-03","UFV","VIC","034280","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2010","12","09","Brasil","Minas Gerais","Buenópolis","Fazenda Bimbarra, Pedreira do Quati.","-44.1800003051758","-17.8733005523682",NA,NA,"42854",NA,NA,NA,"Terrestre de 23, 4 cm, comum já sea, folhas variegatas, caniculadas.","auto","Guarconi, E.","1571",NA,NA,"VIC034280","VIC034280",NA,NA,NA,NA,NA
"101","2020-12-20 21:16:23-03","UFV","VIC","015704","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1996","02","15","Brasil","São Paulo","Corumbaí","Reserva Biológica da UNESP, Cerrado a 50 km da porteira junto a trilha principal.",NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre muito abundante em toda reserva, frutos amarelos inflorescência de cerca de 50 cm de altura.",NA,"de Paula, C.C.","1107",NA,NA,"VIC015704","VIC015704",NA,NA,NA,NA,NA
"102","2020-12-20 21:16:23-03","UFV","VIC","021510","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2000","08","29","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,NA,"Botão roxo, flor roxa, exsudação incolor folhas de cerca de 2,7 m de comprimento,terrestre, porte herbáceo, com seiva.","auto","Folli, D.A.","3674",NA,NA,"VIC021510","VIC021510",NA,NA,NA,NA,NA
"103","2020-12-20 21:16:23-03","UFV","VIC","029257","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2004","09","25","Brasil","Minas Gerais","Joaquim felício","Morro do Chapéu","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"Erva, terrestre, comum em cerrado de altitude. Foha verde, coriácea, de espinhos castanhos, folhas próximas a inflorescência apresentam coloração vermelha,brácteas com espinhos, vermelhas no centro e palha na margem , sépala creme,péta","auto","Guarconi, E.; Sartori, M.A.","804",NA,NA,"VIC029257","VIC029257",NA,NA,NA,NA,NA
"104","2019-11-21 14:32:46-03","UFJF","CESJ","7631","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R.F. Monteiro","2012","10","23","1969","12",NA,"Brasil","São Paulo","Araraquara",NA,"-48.1699981689453","-21.7900009155273",NA,NA,"29178",NA,NA,NA,"N.v.: Caraguatá. No cerrado. Base das folhas superiores vermelhas (salmão).","auto","L. Krieger","CESJ7631","América do Sul",NA,"CESJ007631",NA,NA,NA,NA,NA,NA
"105","2019-11-21 14:32:46-03","UFJF","CESJ","16682A","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","B.R. Silva","2005","04","24","1977","07",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L. Krieger","CESJ16682A","América do Sul",NA,"CESJ16682A",NA,NA,NA,NA,NA,NA
"106","2019-11-21 14:32:46-03","UFJF","CESJ","35338","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R.F. Monteiro","2015","10","19","2000","12","16","Brasil","Minas Gerais","São Romão",NA,"-45.0694007873535","-16.3686008453369",NA,NA,"79224","493","493",NA,"No cerrado. Erva 1m. Flor rosa. Touceira com 2m de diâmetro; bainha das folhas jovens vermelho-vivo; anteras creme; flores visitadas por borboletas.","auto","B.M. Gomes; C. Proença; L.C. Milhomens; J.C.M. Lima","148","América do Sul",NA,"CESJ035338",NA,NA,NA,NA,NA,NA
"107","2021-04-07 11:41:58-03","UFMS","CGMS","53588","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1988","10","25","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, caapão na Baía Sanguessuga.","-56.65","-18.9833333","-56,65","-18,9833333",NA,"90","90",NA,"Flor rosa. Brácteas daInflorescência de cor vermelha, brácteas menores brancas. Habitat: Caapão. Solo arenoso. Relevo plano. Muito frequente. Habito: Erva rosulada, 80 cm de altura.",NA,"V.J. Pott; S.M. Sales; N. Bueno; R. Pereira; N. Lopo","714",NA,NA,"CGMS1083553",NA,NA,NA,NA,NA,NA
"108","2021-04-07 11:41:58-03","UFMS","CGMS","53590","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","V.J. Pott",NA,NA,NA,"1993","09","28","Brasil","Mato Grosso do Sul","Corumbá","Próximo à sede da Fazenda Chatelodo, Nhecolândia, Pantanal.","-57.6666667","-19.05","-57,6666667","-19,05",NA,"90","90",NA,"Flor rosa. Fruto ainda verde. Bordas das pétalas brancas. Habitat: Borda de cordilheira (cerradão). Solo arenoso. Relevo plano. Muito frequente. Habito: Erva rosulado.",NA,"V.J. Pott; J.S.V. Silva; M. Abdon","2137",NA,NA,"CGMS1083555",NA,NA,NA,NA,NA,NA
"109","2021-04-07 11:41:58-03","UFMS","CGMS","28249","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","V.J. Pott.","2009","04","13","2009","02","08","Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","-55,7513889","-20,7927777",NA,"202","202",NA,"Flor branca. Habitat: Floresta Estacional Decídua. Habito: Erva. 0,90m de altura.",NA,"L.C.S. Magalhães; T.S. Yule","291",NA,NA,"CGMS1057697",NA,NA,NA,NA,NA,NA
"110","2021-04-07 11:41:58-03","UFMS","CGMS","53589","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1986","12","06","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Campo Dora, Nhecolândia, Pantanal.","-56.7166667","-18.9166667","-56,7166667","-18,9166667",NA,"90","90",NA,"Flor rosada. Fruto laranja.Área 2. Habitat: Mata. Solo arenoso. Relevo plano. Abundante. Habito: Erva rosulada de até 2,00 m de altura.",NA,"C.N. da Cunha; A. Pott; V.J. Pott; C.C. de F. Tavares","2011",NA,NA,"CGMS1083414",NA,NA,NA,NA,NA,NA
"111","2021-04-07 11:41:58-03","UFMS","CGMS","38342","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","M.M. Morelli","2014","02","03","2003","04","01","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Mandioré, lado sul da Serra do Amolar, próximo a fronteira com Bolívia.","-57.6333333","-17.9461111","-57,6333333","-17,9461111",NA,"120","120",NA,NA,NA,"V.J. Pott; A. Pott; C.N. da Cunha; E.C. de Arruda; M.C.V. Santos; L. Rebellato","6135",NA,NA,"CGMS1067728",NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:41:58-03","UFMS","CGMS","47029","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","A. Pott","2015","03","22","2014","12","04","Brasil","Mato Grosso do Sul","Nova Andradina","RPPN - Cabeceira do Mimoso, Fazenda Laranjal.","-53.3627778","-22.0361111","-53,3627778","-22,0361111",NA,"387","387",NA,"Inflorescência amarela Fruto ausente. Habitat: Cerrado aberto. Solo arenoso. antropizado. Habito: Erva. 0,30 m de altura.",NA,"T.C. Piva; A. Pott; A.C. Gomes; A.G.S. Arruda; D.J. Machate","37",NA,NA,"CGMS1077006",NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:41:58-03","UFMS","CGMS","41426","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R.F. Monteiro","2012","11","02","2012","11","20","Brasil","Mato Grosso do Sul","Mato Grosso do Sul","Estrada de terra em direção à Serra da Alegria.","-55.2411111","-18.6847222","-55,2411111","-18,6847222",NA,"167","167",NA,"Sepalas alvas, pétalas alvas com ápice magenta e margem alva. Ristilo e estames alvos. Folhas verdes com bainha castanha e tricomas ferrugíneos, as folhas mais internas com base a completamente rubras. Raque alva comBrácteas de bai",NA,"R.F. Monteiro; B. Tonic; F. Bonadeau; A. Pitol","575",NA,NA,"CGMS1071407",NA,NA,NA,NA,NA,NA
"114","2021-04-07 11:41:58-03","UFMS","CGMS","77904","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Arnildo Pott",NA,NA,NA,"2019","09","24","Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema. Parque Estadual das Várzeas do Ivinhema - PEVRI","-53.7475","-22.9013889","-53,7475","-22,9013889",NA,"235","235",NA,"Substrato geral areno siltoso; fruto maduro cor laranja, fruto imaturo cor verde; relevo plano convexo Habitat: campo secundário Habito: rosulada, rizomatoza, 1,70m de altura.",NA,"F. Pinheiro","2",NA,NA,"CGMS1110892",NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:41:58-03","UFMS","CGMS","21309","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","S.V. Boff",NA,NA,NA,"2006","11","01","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667","-57,0188889","-19,5766667",NA,NA,NA,NA,"Flor roseo-branca. Habitat: Borda de capão. Solo calcimórfico. Comum Habito: Herbáceo.",NA,"S.V. Boff","106",NA,NA,"CGMS1050714",NA,NA,NA,NA,NA,NA
"116","2021-04-07 11:41:58-03","UFMS","CGMS","41425","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R.F. Monteiro",NA,NA,NA,"2012","10","27","Brasil","Mato Grosso","Mato Grosso","BR-163. A 40km de Juciara em direção a Cuiabá.","-55.2722223","-15.8086111","-55,2722223","-15,8086111",NA,"965","965",NA,"Frutos imaturos verdescom tricomas alvos. Frutos imaturos verdescom tricomas alvos. Folhas verdes com base vermelha.Brácteas do escapo semelhantes ás folhas.Brácteas premárias verdes na base e ápice estramíneo. Bráceas florais estram",NA,"R.F. Monteiro; L. Jordão","564",NA,NA,"CGMS1071406",NA,NA,NA,NA,NA,NA
"117","2021-04-07 11:41:58-03","UFMS","CGMS","20338","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2007","06","12","Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda Nova Esperança.","-54.8369444","-20.7627778","-54,8369444","-20,7627778",NA,NA,NA,NA,"Pequena população; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - C",NA,"A. Guglieri; F.J.M. Caporal","1337",NA,NA,"CGMS1049738",NA,NA,NA,NA,NA,NA
"118","2021-04-07 11:41:58-03","UFMS","CGMS","18454","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","G.A. Damasceno-Júnior",NA,NA,NA,"2006","12","10","Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.3647222","-20.5944444","-54,3647222","-20,5944444",NA,"625","625",NA,"Fruto verde Habitat: Cerrado. Mata mais fechada. Solo arenoso. Relevo plano ondulado. Habito: Erva. 0,50m de altura.",NA,"G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","4543",NA,NA,"CGMS1047754",NA,NA,NA,NA,NA,NA
"119","2021-04-07 11:41:58-03","UFMS","CGMS","63864","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","E.F.S. Rossetto","2013",NA,NA,"2013","12","12","Brasil","Mato Grosso do Sul","Corumbá","Maciço do Urucum. Interior de mata seca na base do morro.","-57.5894444","-19.1552778","-57,5894444","-19,1552778",NA,NA,NA,NA,"Flores com célice esverdeado e corola branca com faixas púrpuras. Folhas internas da roseta vermelhas. Habitat: Floresta Estacional Decidual com elementos de vegetação estépica (chaquenha). Habito: Terrícula.",NA,"E.F.S. Rossetto; J.E.L.S. Ribeiro; J.M.P. Molina; E.M. Francisco","380",NA,NA,"CGMS1096832",NA,NA,NA,NA,NA,NA
"120","2021-04-07 11:41:58-03","UFMS","CGMS","21357","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","G.A. Damasceno-Junior","2007","10","08","2007","10","08","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Sagrado.","-57.0080556","-19.4386111","-57,0080556","-19,4386111",NA,NA,NA,NA,"Flor branca. com manchas lilás.Folha retirada por M.M. Morelli em 11/03/2014 para o trabalho de anatomia foliar de Bromeliaceae do Chaco Brasileiro. Habitat: Capão de mata semidecídua. Habito: Herbáceo.",NA,"T.S. Amaral; S. Ferreira; T.E. Lima; G.A. Damasceno-Junior","26",NA,NA,"CGMS1050764",NA,NA,NA,NA,NA,NA
"121","2021-04-07 11:41:58-03","UFMS","CGMS","37106","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Elton Leme","2017","09","20","2013","02","13","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição.","-57.885","-21.7011111","-57,885","-21,7011111",NA,NA,NA,NA,"Flor alaranjada. Fruto imaturo verde. Habitat: Savana estépica arborizada. Chaco. Habito: Arbusto.",NA,"L.M.M. Arakaki; J.R. Fabri","31",NA,NA,"CGMS1066515",NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:41:58-03","UFMS","CGMS","28673","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2009","02","11","Brasil","Mato Grosso do Sul","Anastácio","Assentamento Monjolinho. Lote 77.","-55.8069000244141","-20.4836006164551",NA,NA,"80799","200","200",NA,"Fruto amarelo. Coordenadas originais 20°77#?#S 55°65#?#W Habitat: Cerrado Habito: Erva 60cm altura","auto","S.A. Cunha","309",NA,NA,"CGMS1058129",NA,NA,NA,NA,NA,NA
"123","2021-04-07 11:41:58-03","UFMS","CGMS","9203","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1999","11","03","Brasil","Mato Grosso do Sul","Aquidauana","Distrito de Piraputanga. Estrada.","-55.7872009277344","-20.4710998535156",NA,NA,"212961",NA,NA,NA,"Flor vermelha com ápice branco. Habitat: Cerrado. Habito: Herbáceo.","auto","L.C. Rodrigues",NA,NA,NA,"CGMS1017031",NA,NA,NA,NA,NA,NA
"124","2021-04-07 11:41:58-03","UFMS","CGMS","7338","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1995","04","25","Brasil","Mato Grosso do Sul","Bonito","Estrada Bonito-Jardim.","-56.4818992614746","-21.1210994720459",NA,NA,"71352",NA,NA,NA,"Flor vermelha. Habitat: Terrestre. Habito: Herbáceo.","auto","E. Scremin-Dias","168",NA,NA,"CGMS1017033",NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:41:58-03","UFMS","CGMS","4978","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1995","04","25","Brasil","Mato Grosso do Sul","Bonito","Estrada Bonito-Jardim.","-56.4818992614746","-21.1210994720459",NA,NA,"71352",NA,NA,NA,"Flor vermelha. Habitat: Terrestre. Habito: Herbáceo.","auto","E. Scremin-Dias; et al.","168",NA,NA,"CGMS1017035",NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:41:58-03","UFMS","CGMS","5008","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R.C. Tardiva","1995","09","21","1995","07","11","Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"161190",NA,NA,NA,"Folha retirada por M.M. Morelli em 31/03/2014 para o trabalho de anatomia foliar de Bromeliaceae do Chaco Brasileiro. Habitat: Cerrado. Habito: Erva.","auto","E. Scremin-Dias",NA,NA,NA,"CGMS1017034",NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:41:58-03","UFMS","CGMS","8826","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L.C. Rodrigues","2001","03","11","2001","03","11","Brasil","Mato Grosso do Sul","Campo Grande","Reserva de cerrado da UFMS. Cerrado da Química.","-54.6464004516602","-20.4428005218506",NA,NA,"161190",NA,NA,NA,"Flor vinácea com lobos daCorola branca.","auto","L.C. Rodrigues; J.S. Garcia",NA,NA,NA,"CGMS1017032",NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:41:58-03","UFMS","CGMS","11523","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2000","12","10","Brasil","Mato Grosso do Sul","Três Lagoas","Cascalheira da barragem de Jupiá.","-51.6782989501953","-20.7511005401611",NA,NA,"150618",NA,NA,NA,NA,"auto","U.M. Resende; M.M. Resende","2060",NA,NA,"CGMS1040845",NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:41:58-03","UFMS","CGMS","22448","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","M.G. Caxambu","2007","09","03","2007","07","25","Brasil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,"28572",NA,NA,NA,"Flor e bráctea alvas. rupícola, heliófita, entouceirada. Folhas imbricadas formando roseta vermelha no ápice. Habitat: Campo Rupestre, relevo suave-ondulado. Habito: Herbáceo.","auto","M.G. Caxambu; A.R. Silva","1667",NA,NA,"CGMS1051857",NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:19:02-03","UNICAMP","UEC","36575","S","Plantae","Liliopsida",NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Read, RW","1988","08","24","1983",NA,NA,"Brazil","Mato Grosso",NA,"BR-070, 182 km de Cuiabá, direção Caceres.",NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas vermelhas, inflorescência vermelha e branca. Alt. 0,50m. Diâmetro 0,70cm.",NA,"Hutchison, PC; Menezes, FS","8566",NA,NA,"UEC005069","UEC005069",NA,NA,NA,NA,NA
"131","2021-03-01 16:19:02-03","UNICAMP","UEC","43091","S","Plantae","Liliopsida",NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Wanderley, MDGL","2007","10",NA,"1983","11","23","Brazil","São Paulo","Angatuba","Instituto Florestal de SP, Floresta de Angatuba.","-48.416667","-23.45","-48.416667","-23.45",NA,NA,NA,NA,"Terrestrial bromeliad. Inflorescence to 50cm. Bracts bright red. Lower part of flowers white, reddish purple above with white petal margine.; In low, open, grassy cerrado.",NA,"Ratter, JA; Argent, GCG; Shepherd, GJ; Tamashiro, JY","4974",NA,NA,"UEC005071","UEC005071",NA,NA,NA,NA,NA
"132","2021-03-01 16:19:02-03","UNICAMP","UEC","50977","S","Plantae","Liliopsida",NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Wanderley, MDGL","2007","10",NA,"1989","02","13","Brazil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"22843",NA,NA,NA,"Folhas verdes coriáceas acizentadas na face inferior. Espinhos marrons. Folhas em roseta sem copo. Folhas em volta da inflorescência vermelhas. Brácteas da inflorescência brancas, papirádeas. Flores vermelhas com bordo branco, estames","auto","Lombardi, JA","21051",NA,NA,"UEC005072","UEC005072",NA,NA,NA,NA,NA
"133","2019-02-25 16:14:47-03","UNEMAT","HERBAM","11991","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Engels, ME",NA,NA,NA,"2014","10","09","Brasil","Mato Grosso","Itaúba","Resgate de FLORA da UHE Colíder. Lote E de supress","-55.2764015197754","-11.0616998672485",NA,NA,"111180",NA,NA,NA,NA,"auto","Engels, M.E.","1232653Copel1",NA,NA,"HERBAM011991",NA,NA,NA,NA,NA,NA
"134","2019-02-22 12:11:50-03","UNEMAT","HERBAM","6693","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Silva, DR","2011","11","09","2011","09","15","Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.782222","-9.341111","-56.782222","-9.341111",NA,"252","252",NA,NA,NA,"Soares, C.R.A.; Melo, J.A.M.; Rodrigues, D.S. & Duarte, J.A.S.","Amarelo3975",NA,NA,"HERBAM006693",NA,NA,NA,NA,NA,NA
"135","2019-02-21 19:29:01-03","UNEMAT","HERBAM","0560","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Milliken, W",NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso","Novo Mundo",NA,"-55.198299407959","-9.95028018951416",NA,NA,"93610",NA,NA,NA,NA,"auto","P.F.C.","445",NA,NA,"HERBAM000560",NA,NA,NA,NA,NA,NA
"136","2019-02-21 19:29:01-03","UNEMAT","HERBAM","1180","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Milliken, W","2007","07",NA,"2006","12","13","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Afloramento rochoso com ilhas de solo. Presença de : gravatás, Costus, Spondias.","-55.918889","-9.584167","-55.918889","-9.584167",NA,"301","301",NA,NA,NA,"Sasaki, D.; Camargo, A.C.; Rosa, S.A. & Piva, J.H.","1188",NA,NA,"HERBAM001180",NA,NA,NA,NA,NA,NA
"137","2019-03-16 13:30:58-03","UNEMAT","HERBAM","7013","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Petini-Benelli, A","2012","01","03","2011","10","21","Brasil","Mato Grosso","Paranaíta","Floresta Ombrofila Sub-montana.","-56.775278","-9.347778","-56.775278","-9.347778",NA,"218","218",NA,NA,NA,"Soares, C.R.A.; Rodrigues, C. & Duarte, J.A.S.","Verde 594413",NA,NA,"HERBAM007013",NA,NA,NA,NA,NA,NA
"138","2019-03-16 12:49:21-03","UNEMAT","HERBAM","8448","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Petini-Benelli, A","2012","05","23","2012","05","23","Brasil","Mato Grosso","Paranaíta","Afloramento rochoso.","-56.781667","-9.355278","-56.781667","-9.355278",NA,"220","220",NA,NA,NA,"Soares, C.R.A.; Santos, M.L.; Leonardo, C.N. & Silva, G.M.","Vermelho 26434",NA,NA,"HERBAM008448",NA,NA,NA,NA,NA,NA
"139","2019-03-16 13:30:58-03","UNEMAT","HERBAM","6693","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Silva, DR","2011","11","09","2011","09","15","Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.782222","-9.341111","-56.782222","-9.341111",NA,"252","252",NA,NA,NA,"Soares, C.R.A.; Melo, J.A.M.; Rodrigues, D.S. & Duarte, J.A.S.","Amarelo 453975",NA,NA,"HERBAM006693",NA,NA,NA,NA,NA,NA
"140","2019-03-16 12:49:21-03","UNEMAT","HERBAM","8448","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Petini-Benelli, A","2012","05","23","2012","05","23","Brasil","Mato Grosso","Paranaíta","Afloramento rochoso.","-56.781667","-9.355278","-56.781667","-9.355278",NA,"220","220",NA,NA,NA,"Soares, C.R.A.; Santos, M.L.; Leonardo, C.N. & Silva, G.M.","Vermelho 26434",NA,NA,"HERBAM008448",NA,NA,NA,NA,NA,NA
"141","2019-02-25 16:14:47-03","UNEMAT","HERBAM","11996","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","Ferneda Rocha, L","2015",NA,NA,"2014","12","15","Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"78569",NA,NA,NA,NA,"auto","Sardelli, L.F.; Silva, M.; Silva, J.A. & Silva, T.R.C.","1087EquipeCopel",NA,NA,"HERBAM011996",NA,NA,NA,NA,NA,NA
"142","2019-08-16 08:38:50-03","UTFPR","HCF","15665","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","M.G.L. Wanderley","2013",NA,NA,"2013","11","14","Brasil","PR","Campo Mourão","afloramento rochoso de basalto","-52.346667","-24.0325","52°20'48 W","24°01'57 S",NA,NA,NA,NA,"terrícola, 60 cm, flores róseas, folhas vermelhas, frequente no interior da mata. Floresta Estacional Semidecidual.",NA,"E.D. Lozano","1839",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-08-16 08:38:50-03","UTFPR","HCF","18778","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","M.G. Caxambu","2016","01","28","2015","12","03","Brasil","PR","Mato Rico","Estação Ecológica Municipal Colombo","-52.244028","-24.749389","52°14'38,5 W","24°44'57,8 S",NA,"718","718",NA,"erva heliófita, terrestre. Folhas férteis vermelhas. Brácteas florais com flores roxas.",NA,"E.L. Siqueira","1878",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-16 08:38:50-03","UTFPR","HCF","7597","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","M.G. Caxambu","2009","02","26","2009","02","13","Brasil","PR","Luiziana","RPPN Depositozinho - Propriedade da","-52.319917","-24.202833","52°19'11,7 W","24°12'10,2 S",NA,"658","658",NA,"erva heliófita, acaule, ca. 0,50 m. Folhas com espinhos nas bordas. Em afloramento basáltico.",NA,"E.L. Siqueira","145",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-08-16 08:38:50-03","UTFPR","HCF","22143","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","G.A. Dettke","2016","12","12","2016","12","05","Brasil","PR","Tuneiras do Oeste","cerrado alterado","-52.743611","-23.931389","52°44'37 W","23°55'53 S",NA,NA,NA,NA,"erva semi-ciófila. Folhas com espinhos nas margens, as internas vermelhas. Flores rosas com margens brancas.",NA,"E.L. Siqueira","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA
