"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","imagecode","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"138","2021-03-01 16:36:28-03","UNICAMP","UEC","173845","S","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Meireles, LD","2013",NA,NA,"Sanchez, M; Pedroni, F","711","1996","09","19","Brazil","São Paulo","Ubatuba","Ubatuba, Picinguaba, 23º 18' 40'' s ; 44º 48' 44''w.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC089560","Alt. 300m.&nf;árvore s/n com 2,5m de altura, com botões creme.; Mata Atlântica de encosta, morro do Corisco.","UEC089560","Magnoliopsida",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"139","2021-03-26 10:43:28-03","UDESC","LUSC","8436","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Cordeiro, J.","2014",NA,NA,"Fellito, G.; Bianchin, J.E.; Dutra, M.","757","2013","11","20","Brasil","Rio Grande do Sul","Bom Jesus","Caminho das Neves, Estrada RS-110, Bom Jesus- São Joaquim.","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"LUSC004854",NA,"LUSC004854",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"140","2020-12-04 13:19:29-03","UDESC","LUSC","10222","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Grizzon, M.","2013","02","18","Grizzon, M.","126","2012","02","15","Brasil","Rio Grande do Sul","Caxias do Sul","Fazenda P. Hoffmann.","-51.1794013977051","-29.1681003570557",NA,NA,"815","815","LUSC009911",NA,"LUSC009911",NA,NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"141","2020-12-04 13:19:29-03","UDESC","LUSC","7564","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Sobral, M.","2013","10","25","Souza,K.","32","2015","02","23","Brasil","Santa Catarina","Capão Alto","Próximo a Divisa do Estado de SC e RS (Rio Pelotas).","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,"LUSC004909",NA,"LUSC004909",NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-04 13:19:29-03","UDESC","LUSC","6377","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.",NA,"2013","11","07","Brasil","Santa Catarina","Lages","Garganta do diabo.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC008906",NA,"LUSC008906",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-04 13:19:29-03","UDESC","LUSC","7707","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Silva, A.C.",NA,NA,NA,"Larsen, J.G.",NA,"2015","02","21","Brasil","Santa Catarina","Lages","Pedras Brancas.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC004912",NA,"LUSC004912",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-04 13:19:29-03","UDESC","LUSC","8150","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Stedille, L.I.B.",NA,NA,NA,"Stedille, L.I.B.","84","2015","02","03","Brasil","Santa Catarina","Otacílio Costa","Fazenda Campo de Dentro.","-50.121898651123","-27.4831008911133",NA,NA,NA,NA,"LUSC004873",NA,"LUSC004873",NA,NA,NA,NA,NA,NA,"48988","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-04 13:19:29-03","UDESC","LUSC","5718","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Sobral, M.E.G.",NA,NA,NA,"Negrini, M.",NA,"2011","12","17","Brasil","Santa Catarina","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"LUSC004862",NA,"LUSC004862",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"146","2020-12-04 13:19:29-03","UDESC","LUSC","8794","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Sobral, M.",NA,NA,NA,"Dallabrida, J. P.",NA,"2014","07","15","Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"LUSC004742",NA,"LUSC004742",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"147","2020-12-04 13:19:29-03","UDESC","LUSC","9039","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Silva, A.C.",NA,NA,NA,"Duarte, E.",NA,NA,NA,NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"LUSC005727",NA,"LUSC005727",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"148","2020-12-04 13:19:29-03","UDESC","LUSC","5454","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"Souza, R.P.M; Castanho, G.G.; Drezza, T.R.;Vidal, C.Y.: Floriani, M.M.P.; Silveira, A.L.P.; Jordão, S.M.S.; Rodrigues,R.R.; Tamashiro, J.Y.; Souza, V. C.; Salino,A. & Ivanauskas, N.M.","72","2007","04","05","Brasil","Santa Catarina","Urupema","Entre as cidades de Painel e Urupema, Fazenda Farofa, Trilha do Rio Caveiras.","-49.8731002807617","-27.9528007507324",NA,NA,"1360","1360","LUSC004800","Floresta Ombrófila Mista;;;. Habitat: floresta paludosa Habito: árvore","LUSC004800",NA,NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:03:27-03","FURB","FURB","13763","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Sobral, M","2010","04","20","Stival-Santos, A.; Verdi, M. & Dreveck, S.","769","2009","07","29","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Trilha da Chuva.","-49.0844444","-27.0555556","-49.0844444","-27.0555556",NA,NA,"FURB32897","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea; Fruto verde;","FURB32897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:03:27-03","FURB","FURB","34299","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Oliveira, AA de","2011","03","22","Korte, A.","417","2011","03","10","Brasil","Santa Catarina","Trombudo Central","Rio Kindel.","-49.86","-27.36","-49.8600000","-27.3600000","409","409","FURB32892","Florística IFFSC 417 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbusto;","FURB32892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-08 08:53:51-03","FURB","FURB","41077","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Grizzon, M","2013","02","18","Grizzon, M.","126","2012","10","15","Brasil","Rio Grande do Sul","Caxias do Sul","Fazenda P. Hoffmann.","-50.9363889","-28.965","-50.9363889","-28.9650000","851","851","FURB32895",NA,"FURB32895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 10:03:27-03","FURB","FURB","41610","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Grizzon, M","2013","03","19","Grizzon, M.","205","2013","03","02","Brasil","Rio Grande do Sul","Caxias do Sul","Próximo a fazenda Pedro Hoffmann.","-50.9247223","-28.9536111","-50.9247223","-28.9536111","799","799","FURB32893","caule rugoso Habitat: borda da mata ciliar Habito: arbóreo; flor cinza","FURB32893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:03:27-03","FURB","FURB","45275","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Oliveira, AA de",NA,NA,NA,"Mayer, M.; Oliveira, A.A. de",NA,"2014","10","17","Brasil","Santa Catarina","Agronômica","Planalto Areado.","-49.68","-27.3597222","-49.6800000","-27.3597222","514","514","FURB32894","Florística Entorno IFFSC 419","FURB32894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 10:03:27-03","FURB","FURB","46479","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Oliveira, AA de","2015","03","03","Oliveira, A.A. de","1259","2015","03","03","Brasil","Santa Catarina","Água Doce","Hereiliópolis.","-51.4825","-26.8180556","-51.4825000","-26.8180556","1315","1315","FURB32896","Regeneração IFFSC 723 /O/45","FURB32896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:03:27-03","FURB","FURB","48772","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Sobral, M.","2016","03","15","Oliveira, A.A. de","2728","2015","11","12","Brasil","Santa Catarina","São Joaquim","Chapada Bonita.","-50.0405555","-28.3483333","-50.0405555","-28.3483333","1255","1255","FURB48772",NA,"FURB48772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-08 08:53:51-03","FURB","FURB","50162","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","M. Sobral","2017","05","02","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","3950","2014","11","04","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200","FURB50162",NA,"FURB50162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:03:27-03","FURB","FURB","52183","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Schwirkowski, P.","2016","11","14","Schwirkowski, P.","2078","2016","11","14","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Estrada de ferro, próximo à Rua José Augustin.","-49.3705556","-26.2783334","-49.3705556","-26.2783334","860","860","FURB52183","Árvore , heliófita, flores brancas","FURB52183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:03:27-03","FURB","FURB","52191","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Schwirkowski, P.","2016","11","14","Schwirkowski, P.","2086","2016","11","14","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Estrada de ferro, próximo à Rua José Augustin.","-49.3705556","-26.2783334","-49.3705556","-26.2783334","860","860","FURB52191","Árvore, 3 m. alt., heliófita, flroes brancas","FURB52191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:03:27-03","FURB","FURB","52579","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Farias, D.M.","2017","02","06","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","738","2016","10","08","Brasil","Santa Catarina","São Joaquim",NA,"-50.04","-28.26","-50.0400000","-28.2600000","1206","1206","FURB52579","botões florais verdes","FURB52579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-09 14:47:01-03","FURB","FURB","61838","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Ferreira, P.C. ; Marinero, F.","2017","05","10","Oliveira, A.A. de","3459","2016","10","04","Brasil","Paraná","Campo Largo",NA,"-49.68","-25.38","-49.6800000","-25.3800000",NA,NA,"FURB61838","Árvore; botões florais verdes, imaturos.","FURB61838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:03:27-03","FURB","FURB","66076","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Gonzatti, F.","2019","04",NA,"Gonzatti, F.","2070","2015","09","02","Brasil","Rio Grande do Sul","São Francisco de Paula","Aratinga.","-50.1772223","-29.3544444","-50.1772223","-29.3544444","760","760","FURB66076","Arbustivo em borda da mata, frutos piriformes vernelhados, Folha discolores, verde amarelada na página inferior","FURB66076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:03:27-03","FURB","FURB","8185","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","Sobral, M","2008","04","01","Dreveck, S.; Verdi, M. & Godoy, M.B.","66","2007","12","12","Brasil","Santa Catarina","Itaiópolis","Moema.","-49.7708334","-26.55","-49.7708334","-26.5500000","943","943","FURB02503","Florística IFFSC 901 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: flor somente sépalas","FURB02503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-16 17:53:57-03","UCS","HUCS","14564","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Smith, S.F.","2001","12",NA,"Wasum, R.A.","346","1999","12","11","Brasil","Rio Grande do Sul","São Francisco de Paula","Linha São Paulo","-50.659444","-29.36","-50.659444","-29.36","850","850",NA,"orla da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-16 17:53:57-03","UCS","HUCS","19954","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Sobral, M.","2003","03",NA,"Wasum, R.A.","1666","2002","12","29",NA,NA,NA,"Km 68",NA,NA,NA,NA,"830","830",NA,"interior da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-16 17:53:57-03","UCS","HUCS","39812","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grizzon, M.","2013","02","18","Grizzon, M.","126","2012","10","15","Brasil","Rio Grande do Sul","Caxias do Sul","Fazenda P. Hoffmann","-50.93625","-28.965","-50.93625","-28.965","851","851",NA,"arvoreta com 2,5m de alt.; bordo de fragmento de mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-16 17:53:57-03","UCS","HUCS","39942","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grizzon, M.","2013","03","19","Grizzon, M.","205","2013","03","02","Brasil","Rio Grande do Sul","Caxias do Sul","próximo à Fazenda Pero Hoffmann","-50.92475","-28.953556","-50.92475","-28.953556","799","799",NA,"árvore com 4 m de altura, caule rugoso de cor cinza; borda da mata ciliar",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-16 17:53:57-03","UCS","HUCS","40279","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grizzon, M.","2013","05","13","Rizzon, E.","92","2011","02","19","Brasil","Rio Grande do Sul","São Marcos","acesso à Criúva","-51.002522","-28.935167","-51.002522","-28.935167","850","850",NA,"zona rural",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-16 17:53:57-03","UCS","HUCS","49411","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Gonzatti, F.","2019","04",NA,"Gonzatti, F.","2070","2015","09","02","Brasil","Rio Grande do Sul","São Francisco de Paula","Aratinga","-50.177361","-29.354556","-50.177361","-29.354556","760","760",NA,"Arbustivo em borda da mata, frutos piriformes vernelhados, Folha discolores, verde amarelada na página inferior",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-16 17:53:57-03","UCS","HUCS","49412","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Gonzatti, F.","2019","04",NA,"Wasum, R.A.","2320a","2005","01","07","Brasil","Rio Grande do Sul","Bom Jesus","Arroio do Fundo do Cilho","-50.433333","-28.515","-50.433333","-28.515","950","950",NA,"orla da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-16 17:53:57-03","UCS","HUCS","49649","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Gonzatti, F.","2019","05",NA,"Gonzatti, F.","4992","2019","03","23","Brasil","Rio Grande do Sul","Canela","FLONA de Canela","-50.816667","-29.321389","-50.816667","-29.321389","788","788",NA,"Árvore em área aberta, ca. 3 m. de altura, em fruto.",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-16 17:53:57-03","UCS","HUCS","38696","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grings, M.",NA,NA,NA,"Silveira, N.","9532","1989","06","06","Brasil","Rio Grande do Sul","São Gabriel","10 Km de Ibaré","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,"3m , frutos vermelhos - HAS 76755",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"56206","auto",NA,NA,NA,NA,NA,NA
"172","2021-03-16 17:53:57-03","UCS","HUCS","38701","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grings, M.",NA,NA,NA,"Mattos, J.","23295a",NA,NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus","15 Km dir. Vacaria","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"fr. alaranjados - HAS 76648",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"173","2021-03-16 17:53:57-03","UCS","HUCS","38699","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grings, M.",NA,NA,NA,"Mattos, J.","26464","1984","11","29","Brasil","Paraná","Bituruna","2 Km da encruzilhada , sul para Bituruna","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,NA,"arvoreta 3m - HAS 76796",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"30743","auto",NA,NA,NA,NA,NA,NA
"174","2021-03-16 17:53:57-03","UCS","HUCS","38732","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grings, M.",NA,NA,NA,"Silveira, N.","4045","1987","02","12","Brasil","Rio Grande do Sul","Bom Jesus","5Km dir. Lagoa Vermelha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"2m - fl. passadas - HAS 76685",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"175","2021-03-16 17:53:57-03","UCS","HUCS","13261","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Smith, S.F.","1999","07",NA,"Kegler, A.","166","1999","02","01","Brasil","Rio Grande do Sul","Caxias do Sul","Anar Rech","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,"orla da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"176","2021-03-16 17:53:57-03","UCS","HUCS","20254","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Sobral, M.","2003","07",NA,"Kegler, A.","1543","2003","02","04","Brasil","Rio Grande do Sul","Caxias do Sul","Anar Rech","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,"interior da mata secundária",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"177","2021-03-16 17:53:57-03","UCS","HUCS","4871","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Molz, M.","2017","05","16","Galvani, F.R.","s.n.","1987","11","12","Brasil","Rio Grande do Sul","Quaraí","Cerro da Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,NA,"sub-arbusto - URG 840; topo, encosta e sopé",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"74636","auto",NA,NA,NA,NA,NA,NA
"178","2021-03-16 17:53:57-03","UCS","HUCS","38688","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Grings, M.",NA,NA,NA,"Mattos, J.","30921","1977","10","30","Brasil","Rio Grande do Sul","Cambará do Sul","dir. S. Francisco de Paula","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"HAS 76689",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA
"179","2021-03-16 17:53:57-03","UCS","HUCS","24861","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Sobral, M.","2005","03",NA,"Wasum, R.A.","2280","2005","01","06","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,"1050","1050",NA,"orla da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"180","2021-03-16 17:53:57-03","UCS","HUCS","19796","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Sobral, M.","2002","12",NA,"Wasum, R.A.","1623","2002","11","23","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000",NA,"interior da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"181","2021-03-16 17:53:57-03","UCS","HUCS","12965","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Smith, S.F.","2000","06",NA,"Rossato, M.","33","1999","02","25","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"interior da mata - beira do caminho",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"182","2021-03-16 17:53:57-03","UCS","HUCS","18312","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Molz, M.","2017","05","15","Wasum, R.A.","1274","2001","11","23","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Fundo das Almas","-50.4166984558105","-28.6678009033203",NA,NA,"950","950",NA,"interior da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"183","2021-03-16 17:53:57-03","UCS","HUCS","21661","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Sobral, M.","2004","03",NA,"Wasum, R.A.","1923","2003","05","26","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Fundo das Almas","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000",NA,"interior da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"184","2021-03-16 17:53:57-03","UCS","HUCS","20012","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Sobral, M.","2003","03",NA,"Wasum, R.A.","1732","2003","01","15","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Passo da Guarda","-50.4166984558105","-28.6678009033203",NA,NA,"1050","1050",NA,"interior da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"185","2021-03-16 17:53:57-03","UCS","HUCS","48326","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Mozz, M.","2017","11","13","Silveira, N.","9874","1993","11","10","Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha, Celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"Doação Herbário HAS 95275; mata, arvoreta",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA
"186","2021-03-16 17:53:57-03","UCS","HUCS","27774","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) Legrand & Kausel","Ribeiro, C.L.","2019","02","01","Sartori, M.","48","2006","01","12","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,"interior da mata",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
